,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,DD%
0,2022-01-21 10:15:00,SHORT,2022-01-21 11:15:00,7616.75,7690.55,7544.052040816327,2022-01-28 10:15:00,7549.45,67.30000000000018,59.71690000000018,58223.977500000175,TSL Hit,975,3x,2.328959100000007,2022,1,0.0
1,2022-01-28 11:15:00,SHORT,2022-01-28 12:15:00,7548.7,7579.8,7494.0081632653055,2022-01-31 10:15:00,7508.95,39.75,32.221175,31415.645625,TSL Hit,975,3x,1.256625825,2022,1,0.0
2,2022-01-31 13:15:00,SHORT,2022-01-31 14:15:00,7514.15,7543.8,7543.8,2022-02-01 09:15:00,7587.25,-73.10000000000036,-80.65070000000037,-78634.43250000036,Gap Open Outside ISL,975,3x,-3.1453773000000145,2022,1,-3.1453773000000145
3,2022-02-01 10:15:00,SHORT,2022-02-01 11:15:00,7560.35,7589.55,7589.55,2022-02-01 14:15:00,7589.55,-29.199999999999818,-36.77494999999982,-35855.57624999982,Initial SL Hit,975,3x,-1.434223049999993,2022,2,-4.579600350000008
4,2022-02-09 15:15:00,SHORT,2022-02-10 09:15:00,7505.7,7516.8,7516.8,2022-02-10 10:15:00,7516.8,-11.100000000000364,-18.611250000000364,-18145.968750000357,Initial SL Hit,975,3x,-0.7258387500000143,2022,2,-5.305439100000022
5,2022-02-10 12:15:00,SHORT,2022-02-10 13:15:00,7548.05,7570.25,6993.5081632653055,2022-03-03 09:15:00,7000.45,547.6000000000004,540.3257500000003,526817.6062500003,TSL Hit,975,3x,21.07270425000001,2022,2,0.0
6,2022-03-03 11:15:00,SHORT,2022-03-03 12:15:00,6978.05,7006.1,6808.507142857144,2022-03-09 12:15:00,6826.95,151.10000000000036,144.19750000000036,151407.37500000038,TSL Hit,1050,3x,6.056295000000015,2022,3,0.0
7,2022-03-11 12:15:00,SHORT,2022-03-11 13:15:00,6885.2,6910.75,6910.75,2022-03-11 13:15:00,6910.75,-25.550000000000182,-32.447975000000184,-36503.97187500021,Initial SL Hit,1125,3x,-1.4601588750000083,2022,3,-1.4601588750000083
8,2022-03-11 15:15:00,SHORT,2022-03-14 09:15:00,6930.35,6942.6,6942.6,2022-03-14 14:15:00,6942.6,-12.25,-19.186475,-20145.79875,Initial SL Hit,1050,3x,-0.8058319500000001,2022,3,-2.26599082500001
9,2022-04-19 11:15:00,SHORT,2022-04-19 12:15:00,7451.65,7479.45,7311.872448979592,2022-04-29 10:15:00,7325.8,125.84999999999945,118.46127499999946,115499.74312499947,TSL Hit,975,3x,4.619989724999979,2022,4,0.0
10,2022-04-29 14:15:00,SHORT,2022-04-29 15:15:00,7225.35,7303.6,6589.279591836735,2022-05-17 10:15:00,6613.35,612.0,605.08065,635334.6825,TSL Hit,1050,3x,25.4133873,2022,4,0.0
11,2022-05-18 10:15:00,SHORT,2022-05-18 11:15:00,6743.3,6780.55,6545.619387755103,2022-05-20 09:15:00,6628.4,114.90000000000055,108.21415000000054,121740.91875000061,TSL Hit,1125,3x,4.869636750000024,2022,5,0.0
12,2022-05-27 09:15:00,SHORT,2022-05-27 10:15:00,6617.85,6668.55,6668.55,2022-05-27 13:15:00,6668.55,-50.69999999999982,-57.34319999999982,-64511.099999999795,Initial SL Hit,1125,3x,-2.580443999999992,2022,5,-2.580443999999993
13,2022-06-10 10:15:00,SHORT,2022-06-10 11:15:00,6635.7,6656.7,6272.666326530612,2022-06-23 14:15:00,6278.35,357.34999999999945,350.89297499999947,394754.5968749994,TSL Hit,1125,3x,15.790183874999977,2022,6,0.0
14,2022-08-29 13:15:00,SHORT,2022-08-29 14:15:00,7257.15,7276.65,7276.65,2022-08-29 15:15:00,7276.65,-19.5,-26.7669,-28105.245,Initial SL hit,1050,3x,-1.1242097999999998,2022,8,-1.1242098000000027
15,2022-08-30 11:15:00,SHORT,2022-08-30 12:15:00,7371.0,7388.65,7388.65,2022-08-30 13:15:00,7388.65,-17.649999999999636,-25.029824999999637,-26281.316249999618,Initial SL Hit,1050,3x,-1.0512526499999846,2022,8,-2.1754624499999835
16,2022-09-19 10:15:00,SHORT,2022-09-19 11:15:00,7395.0,7435.35,7435.35,2022-09-20 09:15:00,7437.85,-42.850000000000364,-50.26642500000037,-52779.74625000039,Gap Open Outside ISL,1050,3x,-2.1111898500000157,2022,9,-4.2866523
17,2022-09-20 10:15:00,SHORT,2022-09-20 11:15:00,7537.4,7554.3,7190.254081632652,2022-09-30 13:15:00,7192.8,344.59999999999945,337.23489999999947,328804.0274999995,TSL Hit,975,3x,13.15216109999998,2022,9,0.0
18,2022-09-30 15:15:00,SHORT,2022-10-03 09:15:00,7195.2,7222.95,7131.5142857142855,2022-10-04 09:15:00,7222.95,-27.75,-34.959075,-36707.02875,Initial SL hit,1050,3x,-1.46828115,2022,10,-1.4682811499999957
19,2022-10-18 10:15:00,SHORT,2022-10-18 11:15:00,7317.2,7342.95,7342.95,2022-10-18 14:15:00,7342.95,-25.75,-33.080075,-34734.07875,Initial SL Hit,1050,3x,-1.3893631499999999,2022,10,-2.85764429999999
20,2022-11-11 09:15:00,SHORT,2022-11-11 10:15:00,7369.2,7473.7,7239.254081632654,2022-11-23 09:15:00,7252.9,116.30000000000018,108.98895000000019,114438.3975000002,TSL Hit,1050,3x,4.577535900000008,2022,11,0.0
21,2022-11-23 12:15:00,SHORT,2022-11-23 13:15:00,7254.55,7267.8,7267.8,2022-11-24 09:15:00,7275.45,-20.899999999999636,-28.164999999999637,-29573.249999999618,Gap Open Outside ISL,1050,3x,-1.1829299999999847,2022,11,-1.1829299999999847
