,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,THEO PnL,Remarks,Qty,ROI%,Trade Year,Trade Month,Index,Strike,Option Type,Expiry,Slippages,PnL,Cumulative PnL,Strategy
289,2018-04-20 13:15:00,LONG,2018-04-20 14:15:00,10497.8,10471.4,10471.4,2018-04-23 09:15:00,10471.4,-26.39999999999964,-30.59383999999964,-18861.094705557098,Initial SL Hit,714.4354055135362,-0.7285774162205328,2018.0,4.0,,,,,,,,POSITIONAL
290,2018-04-23 11:15:00,LONG,2018-04-23 12:15:00,10522.2,10495.95,10495.95,2018-04-23 13:15:00,10495.95,-26.25,-30.45363,-18710.440782345893,Initial SL Hit,712.7786964703198,-0.7235566231396474,2018.0,4.0,,,,,,,,POSITIONAL
291,2018-04-24 10:15:00,LONG,2018-04-24 11:15:00,10535.8,10519.65,10519.65,2018-04-24 12:15:00,10519.65,-16.149999999999636,-20.361089999999635,-11496.516638508449,Initial SL Hit,711.8586153875359,-0.4831405778393581,2018.0,4.0,,,,,,,,POSITIONAL
292,2018-04-24 13:15:00,LONG,2018-04-24 14:15:00,10564.5,10522.2,10522.2,2018-04-25 09:15:00,10522.2,-42.29999999999927,-46.51733999999927,-30029.816839414503,Initial SL Hit,709.9247479767145,-1.1007936958682205,2018.0,4.0,,,,,,,,POSITIONAL
293,2018-04-26 12:15:00,LONG,2018-04-26 13:15:00,10585.4,10562.65,10664.145,2018-05-03 10:15:00,10651.85,66.45000000000073,62.20255000000073,47081.35734124411,TSL Hit,708.5230600638615,1.469064702325862,2018.0,4.0,,,,,,,,POSITIONAL
1591,2018-04-26 15:00:00,BUY,2018-04-26 15:05:00,63.1,14.45,81.6,2018-04-26 15:20:00,96.0,32.9,30.5135,,EOD Exit,205.5498458376156,0.6272045220966085,2018.0,4.0,BANKNIFTY,24900.0,C,2018-04-26,2.3865,6272.045220966084,914783.0210643748,OPT BUY
294,2018-04-26 14:15:00,LONG,2018-04-26 15:15:00,10491.1,10439.0,10863.566875,2018-05-17 11:15:00,10853.4,362.2999999999993,358.0310999999993,259005.25207080232,TSL Hit,714.8916700822601,8.531781700679607,2018.0,4.0,,,,,,,,POSITIONAL
295,2018-04-27 10:15:00,LONG,2018-04-27 11:15:00,25352.5,25264.15,25544.07222222222,2018-05-03 09:15:00,25525.95,173.45000000000073,168.36215500000074,41049.20619268334,TSL Hit,236.66305098116555,1.3281700424021359,2018.0,4.0,,,,,,,,POSITIONAL
296,2018-05-03 11:15:00,LONG,2018-05-03 12:15:00,25545.75,25496.4,25496.4,2018-05-03 12:15:00,25496.4,-49.34999999999855,-54.45421499999854,-11590.969143594972,Initial SL Hit,234.87272834033055,-0.4263270015560204,2018.0,5.0,,,,,,,,POSITIONAL
297,2018-05-03 11:15:00,LONG,2018-05-03 12:15:00,10669.3,10647.45,10673.3975,2018-05-03 15:15:00,10669.8,0.5,-3.76782,351.4757294292972,TSL Hit,702.9514588585944,-0.0882864855238863,2018.0,5.0,,,,,,,,POSITIONAL
1592,2018-05-03 14:00:00,BUY,2018-05-03 14:05:00,41.8,25.55,46.3375,2018-05-03 14:20:00,45.85,4.050000000000004,2.735250000000004,,TSL Hit,615.3846153846155,0.1683230769230772,2018.0,5.0,BANKNIFTY,25600.0,C,2018-05-03,1.31475,1683.230769230772,916466.2518336056,OPT BUY
298,2018-05-04 11:15:00,LONG,2018-05-04 12:15:00,25635.75,25537.7,26128.11388888889,2018-05-10 15:15:00,26062.7,426.9500000000007,421.7801550000007,99926.85995143518,TSL Hit,234.0481554079752,3.2905622421813345,2018.0,5.0,,,,,,,,POSITIONAL
299,2018-05-09 11:15:00,LONG,2018-05-09 12:15:00,10731.3,10718.45,10718.45,2018-05-10 12:15:00,10718.45,-12.849999999998545,-17.139949999998546,-8980.73858712263,Initial SL hit,698.8901624220738,-0.39929808131350697,2018.0,5.0,,,,,,,,POSITIONAL
300,2018-05-10 13:15:00,LONG,2018-05-10 14:15:00,10745.5,10713.5,10713.5,2018-05-10 14:15:00,10713.5,-32.0,-36.2918,-22334.930901307525,Initial SL hit,697.9665906658602,-0.8443487971709088,2018.0,5.0,,,,,,,,POSITIONAL
301,2018-05-11 09:15:00,LONG,2018-05-11 10:15:00,26216.9,26099.85,26500.941666666666,2018-05-15 15:15:00,26444.6,227.6999999999971,222.43384999999708,52111.42431027248,TSL Hit,228.8600101461271,1.6968737722613818,2018.0,5.0,,,,,,,,POSITIONAL
302,2018-05-11 11:15:00,LONG,2018-05-11 12:15:00,10759.0,10746.55,10746.55,2018-05-11 12:15:00,10746.55,-12.450000000000728,-16.75111000000073,-8678.780555814245,Initial SL hit,697.0908076958825,-0.3892348266567694,2018.0,5.0,,,,,,,,POSITIONAL
303,2018-05-11 13:15:00,LONG,2018-05-11 14:15:00,10773.3,10745.55,10770.55625,2018-05-16 09:15:00,10745.55,-27.75,-32.05377,-19318.59318871655,Initial SL hit,696.1655203141099,-0.7438243156692935,2018.0,5.0,,,,,,,,POSITIONAL
304,2018-05-16 10:15:00,LONG,2018-05-16 11:15:00,26245.35,26147.55,26147.55,2018-05-16 14:15:00,26147.55,-97.79999999999929,-103.03928999999928,-22358.24631791901,Initial SL Hit,228.61192554109587,-0.7852003497762405,2018.0,5.0,,,,,,,,POSITIONAL
305,2018-05-16 12:15:00,LONG,2018-05-16 13:15:00,10786.75,10742.4,10742.4,2018-05-16 14:15:00,10742.4,-44.35000000000037,-48.65583000000037,-30836.442858136397,Initial SL Hit,695.2974714348622,-1.1276758523188255,2018.0,5.0,,,,,,,,POSITIONAL
306,2018-05-17 11:15:00,LONG,2018-05-17 12:15:00,26146.1,26067.35,26067.35,2018-05-17 12:15:00,26067.35,-78.75,-83.971345,-18071.528832215896,Initial SL Hit,229.47973120274156,-0.6423240559777559,2018.0,5.0,,,,,,,,POSITIONAL
307,2018-05-17 13:15:00,LONG,2018-05-17 14:15:00,10875.5,10828.6,10828.6,2018-05-18 09:15:00,10828.6,-46.89999999999964,-51.24081999999964,-32343.34053606705,Initial SL Hit,689.623465587789,-1.1778957289319947,2018.0,5.0,,,,,,,,POSITIONAL
308,2018-05-18 11:15:00,LONG,2018-05-18 12:15:00,10822.95,10796.75,10796.75,2018-05-18 12:15:00,10796.75,-26.200000000000728,-30.523940000000728,-18155.863235070425,Initial SL Hit,692.971879201142,-0.7050744020807803,2018.0,5.0,,,,,,,,POSITIONAL
309,2018-05-18 13:15:00,LONG,2018-05-18 14:15:00,10806.95,10784.6,10784.6,2018-05-18 14:15:00,10784.6,-22.350000000000364,-26.668310000000364,-15510.851812953952,Initial SL Hit,693.9978439800313,-0.6169249880863786,2018.0,5.0,,,,,,,,POSITIONAL
310,2018-05-18 15:15:00,LONG,2018-05-21 09:15:00,10803.75,10784.25,10784.25,2018-05-21 09:15:00,10784.25,-19.5,-23.8176,-13536.966331135023,Initial SL Hit,694.2034015966678,-0.5511419645956265,2018.0,5.0,,,,,,,,POSITIONAL
1593,2018-05-24 14:05:00,BUY,2018-05-24 14:10:00,18.05,11.25,37.0375,2018-05-24 14:40:00,34.6,16.55,15.76025,,TSL Hit,1470.5882352941176,2.317683823529412,2018.0,5.0,BANKNIFTY,25800.0,C,2018-05-24,0.7897500000000001,23176.83823529412,939643.0900688996,OPT BUY
1594,2018-05-24 14:45:00,BUY,2018-05-24 14:50:00,74.9,26.05,175.7,2018-05-24 15:20:00,206.55,131.65,127.42825,,EOD Exit,204.7082906857728,2.608561924257932,2018.0,5.0,BANKNIFTY,25800.0,C,2018-05-24,4.22175,26085.61924257932,965728.709311479,OPT BUY
312,2018-05-25 13:15:00,LONG,2018-05-25 14:15:00,10620.4,10580.65,10580.65,2018-05-30 09:15:00,10572.9,-47.5,-51.73866,-33543.93431509171,Gap Open Outside ISL,706.1880908440361,-1.2179075176076235,2018.0,5.0,,,,,,,,POSITIONAL
311,2018-05-25 13:15:00,LONG,2018-05-25 14:15:00,26298.45,26153.55,26407.55277777778,2018-05-29 12:15:00,26405.15,106.70000000000071,101.42964000000072,24343.64002441225,TSL Hit,228.1503282512848,0.7713735220136604,2018.0,5.0,,,,,,,,POSITIONAL
313,2018-05-25 15:15:00,LONG,2018-05-28 09:15:00,10902.45,10874.1,10874.1,2018-05-30 09:15:00,10818.55,-83.90000000000146,-88.24420000000146,-57716.38484927799,Gap Open Outside ISL,687.9187705515732,-2.023494719076938,2018.0,5.0,,,,,,,,POSITIONAL
315,2018-05-30 10:15:00,LONG,2018-05-30 11:15:00,26150.25,26087.65,26599.902777777777,2018-06-04 09:15:00,26496.45,346.2000000000007,340.9353300000007,79433.2750164914,TSL Hit,229.4433131614421,2.6075110562996584,2018.0,5.0,,,,,,,,POSITIONAL
314,2018-05-30 10:15:00,LONG,2018-05-30 11:15:00,10586.8,10563.1,10666.8575,2018-06-04 12:15:00,10657.45,70.65000000000146,66.40115000000145,50050.53462802839,TSL Hit,708.4293648694602,1.5680174840367596,2018.0,5.0,,,,,,,,POSITIONAL
316,2018-05-31 12:15:00,LONG,2018-05-31 13:15:00,10993.0,10959.55,10959.55,2018-06-04 09:15:00,10959.55,-33.45000000000073,-37.84051000000073,-22821.34085327076,Initial SL hit,682.2523423997089,-0.8605592195033368,2018.0,5.0,,,,,,,,POSITIONAL
1595,2018-05-31 13:35:00,BUY,2018-05-31 13:40:00,5.4,3.05,3.05,2018-05-31 14:00:00,3.05,-2.3500000000000005,-2.4767500000000005,,Initial SL Hit,4255.319148936169,-1.053936170212766,2018.0,5.0,NIFTY,10700.0,C,2018-05-31,0.1267499999999999,-10539.36170212766,955189.3476093514,OPT BUY
1596,2018-05-31 14:00:00,BUY,2018-05-31 14:05:00,65.2,42.0,424.95,2018-05-31 15:20:00,436.35,371.15,363.62675,,EOD Exit,431.03448275862064,15.673566810344829,2018.0,5.0,BANKNIFTY,26500.0,C,2018-05-31,7.52325,156735.66810344826,1111925.0157127995,OPT BUY
317,2018-06-04 10:15:00,LONG,2018-06-04 11:15:00,11015.25,10981.4,10981.4,2018-06-04 12:15:00,10981.4,-33.850000000000364,-38.24933000000036,-23047.593109552912,Initial SL hit,680.8742425274052,-0.8680994530310334,2018.0,6.0,,,,,,,,POSITIONAL
319,2018-06-04 15:15:00,LONG,2018-06-05 09:15:00,10894.7,10868.95,10868.95,2018-06-05 09:15:00,10868.95,-25.75,-30.10273,-17726.509220079486,Initial SL Hit,688.4081250516306,-0.6907654639411825,2018.0,6.0,,,,,,,,POSITIONAL
318,2018-06-04 15:15:00,LONG,2018-06-05 09:15:00,26291.45,26236.1,26236.1,2018-06-05 09:15:00,26236.1,-55.35000000000218,-60.60275500000218,-12631.48285849632,Initial SL Hit,228.2110724208821,-0.4610073236736824,2018.0,6.0,,,,,,,,POSITIONAL
320,2018-06-05 10:15:00,LONG,2018-06-05 11:15:00,10868.9,10795.7,11008.388125,2018-06-15 11:15:00,10997.5,128.60000000000036,124.22672000000036,88739.43085316847,TSL Hit,690.0422305845118,2.8573894322332616,2018.0,6.0,,,,,,,,POSITIONAL
321,2018-06-05 11:15:00,LONG,2018-06-05 12:15:00,26293.7,26108.2,26108.2,2018-06-05 14:15:00,26108.2,-185.5,-190.74019,-42329.53140866443,Initial SL Hit,228.1915439820185,-1.4508432818507855,2018.0,6.0,,,,,,,,POSITIONAL
322,2018-06-05 14:15:00,LONG,2018-06-05 15:15:00,10597.8,10550.9,10798.3875,2018-06-14 10:15:00,10784.8,187.0,182.72348,132338.78729547645,TSL Hit,707.6940497084302,4.310410651267244,2018.0,6.0,,,,,,,,POSITIONAL
323,2018-06-07 09:15:00,LONG,2018-06-07 10:15:00,26634.8,26541.7,26541.7,2018-06-07 14:15:00,26541.7,-93.09999999999854,-98.41764999999856,-20972.562211842825,Initial SL hit,225.26919669004465,-0.7390154985207213,2018.0,6.0,,,,,,,,POSITIONAL
324,2018-06-11 11:15:00,LONG,2018-06-11 12:15:00,26590.05,26538.5,26538.5,2018-06-11 14:15:00,26538.5,-51.54999999999927,-56.86285499999927,-11632.170680385922,Initial SL hit,225.64831581738284,-0.4277002487772628,2018.0,6.0,,,,,,,,POSITIONAL
325,2018-06-13 10:15:00,LONG,2018-06-13 11:15:00,26759.75,26661.95,26661.95,2018-06-13 12:15:00,26661.95,-97.79999999999929,-103.14216999999928,-21928.455983333013,Initial SL hit,224.21734134287505,-0.7708754379244894,2018.0,6.0,,,,,,,,POSITIONAL
326,2018-06-14 10:15:00,LONG,2018-06-14 11:15:00,26572.0,26522.8,26522.8,2018-06-14 11:15:00,26522.8,-49.20000000000073,-54.50948000000073,-11109.438506698943,Initial SL Hit,225.80159566460932,-0.41027758542827586,2018.0,6.0,,,,,,,,POSITIONAL
327,2018-06-14 12:15:00,LONG,2018-06-14 13:15:00,10791.05,10775.4,10810.065,2018-06-15 11:15:00,10801.9,10.850000000000364,6.531410000000364,7540.971453195261,TSL Hit,695.0204104327197,0.15131544196348742,2018.0,6.0,,,,,,,,POSITIONAL
328,2018-06-14 12:15:00,LONG,2018-06-14 13:15:00,26577.75,26527.3,26527.3,2018-06-15 09:15:00,26527.3,-50.45000000000073,-55.76050500000073,-11389.225950278122,Initial SL Hit,225.752744306798,-0.41960290092276975,2018.0,6.0,,,,,,,,POSITIONAL
1597,2018-06-14 14:45:00,BUY,2018-06-14 14:50:00,46.95,31.65,31.65,2018-06-14 14:50:00,31.65,-15.300000000000004,-16.479000000000003,,Initial SL Hit,653.5947712418299,-1.0770588235294116,2018.0,6.0,BANKNIFTY,26600.0,C,2018-06-14,1.1789999999999998,-10770.588235294115,1101154.4274775055,OPT BUY
329,2018-06-15 13:15:00,LONG,2018-06-15 14:15:00,26410.9,26344.95,26344.95,2018-06-18 09:15:00,26344.95,-65.95000000000073,-71.22558500000073,-14982.4504276645,Initial SL Hit,227.1789299115138,-0.5393650727540579,2018.0,6.0,,,,,,,,POSITIONAL
330,2018-06-18 12:15:00,LONG,2018-06-18 13:15:00,10818.55,10800.9,10800.9,2018-06-18 13:15:00,10800.9,-17.649999999999636,-21.973889999999635,-12235.928104967606,Initial SL Hit,693.253716995346,-0.5077826973115537,2018.0,6.0,,,,,,,,POSITIONAL
331,2018-06-18 15:15:00,LONG,2018-06-19 09:15:00,26431.4,26396.95,26396.95,2018-06-19 09:15:00,26396.95,-34.45000000000073,-39.732835000000726,-7820.244103604211,Initial SL Hit,227.0027315995369,-0.3006487359731283,2018.0,6.0,,,,,,,,POSITIONAL
332,2018-06-20 09:15:00,LONG,2018-06-20 10:15:00,10993.4,10951.85,11051.57625,2018-06-27 13:15:00,11029.15,35.75,31.34549,24389.633780268163,TSL Hit,682.2275183291794,0.7128251951170702,2018.0,6.0,,,,,,,,POSITIONAL
333,2018-06-20 13:15:00,LONG,2018-06-20 14:15:00,26495.45,26446.1,26446.1,2018-06-20 14:15:00,26446.1,-49.35000000000218,-54.644155000002186,-11175.503718563494,Initial SL hit,226.4539760600405,-0.4124795389397213,2018.0,6.0,,,,,,,,POSITIONAL
334,2018-06-21 12:15:00,LONG,2018-06-21 13:15:00,26616.55,26479.95,26479.95,2018-06-21 14:15:00,26479.95,-136.59999999999854,-141.90964999999855,-30792.87135259796,Initial SL hit,225.42365558271075,-1.06632640218209,2018.0,6.0,,,,,,,,POSITIONAL
335,2018-06-22 14:15:00,LONG,2018-06-22 15:15:00,10832.25,10759.15,10767.7325,2018-06-25 14:15:00,10759.15,-73.10000000000036,-77.41828000000037,-50612.753583050864,Initial SL hit,692.3769300006924,-1.7867543677444753,2018.0,6.0,,,,,,,,POSITIONAL
336,2018-06-22 14:15:00,LONG,2018-06-22 15:15:00,26794.55,26505.6,26593.44722222222,2018-06-26 09:15:00,26498.75,-295.7999999999993,-301.1293299999993,-66237.3505059796,Gap Open Outside ISL,223.9261342325212,-2.2476908923642998,2018.0,6.0,,,,,,,,POSITIONAL
337,2018-06-25 15:15:00,LONG,2018-06-26 09:15:00,10763.75,10753.05,10764.1375,2018-06-26 15:15:00,10764.05,0.2999999999992724,-4.005560000000727,209.0349552892387,TSL Hit,696.7831842991523,-0.09303356172339396,2018.0,6.0,,,,,,,,POSITIONAL
338,2018-06-26 11:15:00,LONG,2018-06-26 12:15:00,26642.95,26601.45,26620.586111111115,2018-06-26 13:15:00,26601.45,-41.5,-46.82444,-9345.811931486563,Initial SL hit,225.2002875057004,-0.3514959116764473,2018.0,6.0,,,,,,,,POSITIONAL
339,2018-06-26 15:15:00,LONG,2018-06-27 09:15:00,26608.55,26573.5,26573.5,2018-06-27 09:15:00,26573.5,-35.04999999999927,-40.36820499999927,-7903.47463503256,Initial SL Hit,225.4914303860977,-0.3034228095856352,2018.0,6.0,,,,,,,,POSITIONAL
340,2018-06-27 15:15:00,LONG,2018-06-28 09:15:00,26439.85,26384.8,26384.8,2018-06-28 09:15:00,26384.8,-55.04999999999927,-60.33246499999928,-12492.506576247431,Initial SL Hit,226.93018303810348,-0.45637524418632697,2018.0,6.0,,,,,,,,POSITIONAL
1598,2018-06-28 13:30:00,BUY,2018-06-28 13:35:00,12.7,10.35,36.462500000000006,2018-06-28 14:40:00,31.0,18.3,17.6445,,TSL Hit,4255.319148936171,7.508297872340426,2018.0,6.0,NIFTY,10600.0,P,2018-06-28,0.6555,75082.97872340426,1176237.4062009098,OPT BUY
1599,2018-06-28 14:00:00,BUY,2018-06-28 14:05:00,58.65,35.35,80.475,2018-06-28 14:20:00,78.45,19.800000000000004,17.743500000000004,,TSL Hit,429.1845493562232,0.7615236051502148,2018.0,6.0,BANKNIFTY,26300.0,P,2018-06-28,2.0565,7615.236051502148,1183852.642252412,OPT BUY
1600,2018-06-28 14:25:00,BUY,2018-06-28 14:30:00,123.45,59.55,123.1875,2018-06-28 14:40:00,108.25,-15.200000000000005,-18.675500000000003,,TSL Hit,156.49452269170578,-0.2922613458528952,2018.0,6.0,BANKNIFTY,26300.0,P,2018-06-28,3.4755,-2922.613458528952,1180930.028793883,OPT BUY
1601,2018-06-28 14:45:00,BUY,2018-06-28 14:50:00,117.0,78.0,78.0,2018-06-28 14:55:00,78.0,-39.0,-41.925,,Initial SL Hit,256.4102564102564,-1.075,2018.0,6.0,BANKNIFTY,26300.0,P,2018-06-28,2.925,-10750.0,1170180.028793883,OPT BUY
1602,2018-06-28 14:45:00,BUY,2018-06-28 14:50:00,35.85,25.9,25.9,2018-06-28 14:50:00,25.9,-9.950000000000005,-10.876250000000002,,Initial SL Hit,1005.0251256281404,-1.0930904522613063,2018.0,6.0,NIFTY,10600.0,P,2018-06-28,0.92625,-10930.904522613066,1159249.12427127,OPT BUY
1603,2018-06-28 14:55:00,BUY,2018-06-28 15:00:00,28.35,19.2,19.2,2018-06-28 15:00:00,19.2,-9.150000000000002,-9.863250000000004,,Initial SL Hit,1092.8961748633876,-1.077950819672131,2018.0,6.0,NIFTY,10600.0,P,2018-06-28,0.7132499999999999,-10779.50819672131,1148469.6160745486,OPT BUY
341,2018-07-04 10:15:00,LONG,2018-07-04 11:15:00,10709.35,10682.1,10963.083750000002,2018-07-16 14:15:00,10941.75,232.39999999999964,228.06977999999964,162754.97579218136,TSL Hit,700.3226152847745,5.324080826567431,2018.0,7.0,,,,,,,,POSITIONAL
342,2018-07-04 12:15:00,LONG,2018-07-04 13:15:00,10954.65,10934.55,11037.0575,2018-07-06 14:15:00,11018.8,64.14999999999964,59.75530999999964,43919.70533061278,TSL Hit,684.6407689885117,1.363697379651555,2018.0,7.0,,,,,,,,POSITIONAL
343,2018-07-06 09:15:00,LONG,2018-07-06 10:15:00,26559.4,26410.0,26826.577777777777,2018-07-11 13:15:00,26799.25,239.84999999999852,234.51413499999853,54184.20596850799,TSL Hit,225.90871781742052,1.7659595849303713,2018.0,7.0,,,,,,,,POSITIONAL
344,2018-07-09 10:15:00,LONG,2018-07-09 11:15:00,11062.3,11040.2,11462.9025,2018-08-02 15:15:00,11454.6,392.3000000000011,387.7966200000011,265970.9102085469,TSL Hit,677.978358930783,8.763923867550174,2018.0,7.0,,,,,,,,POSITIONAL
345,2018-07-12 10:15:00,LONG,2018-07-12 11:15:00,27164.65,27090.7,27090.7,2018-07-12 12:15:00,27090.7,-73.95000000000073,-79.37553500000072,-16333.72784114665,Initial SL hit,220.87529196952656,-0.5844031489454177,2018.0,7.0,,,,,,,,POSITIONAL
1604,2018-07-12 14:20:00,BUY,2018-07-12 14:25:00,68.8,47.85,47.85,2018-07-12 14:30:00,47.85,-20.95,-22.699749999999995,,Initial SL Hit,477.3269689737471,-1.0835202863961813,2018.0,7.0,BANKNIFTY,27100.0,P,2018-07-12,1.74975,-10835.202863961813,1137634.4132105866,OPT BUY
346,2018-07-13 10:15:00,LONG,2018-07-13 11:15:00,26988.3,26930.95,26956.541666666668,2018-07-13 13:15:00,26930.95,-57.34999999999855,-62.74192499999855,-12749.96943119764,Initial SL hit,222.31856026500373,-0.46495648114181737,2018.0,7.0,,,,,,,,POSITIONAL
347,2018-07-13 14:15:00,LONG,2018-07-13 15:15:00,26954.2,26902.3,26902.3,2018-07-16 09:15:00,26902.3,-51.900000000001455,-57.28565000000145,-11552.93052659729,Initial SL Hit,222.59981746814967,-0.4250591744514877,2018.0,7.0,,,,,,,,POSITIONAL
348,2018-07-16 11:15:00,LONG,2018-07-16 12:15:00,26773.35,26715.05,26715.05,2018-07-16 13:15:00,26715.05,-58.29999999999927,-63.64883999999928,-13065.230910588163,Initial SL Hit,224.1034461507432,-0.47546414624990363,2018.0,7.0,,,,,,,,POSITIONAL
349,2018-07-16 15:15:00,LONG,2018-07-17 09:15:00,26701.8,26643.95,26879.725,2018-07-18 14:15:00,26877.1,175.29999999999927,169.94210999999927,39390.60288070451,TSL Hit,224.70395254252523,1.2728887940138813,2018.0,7.0,,,,,,,,POSITIONAL
350,2018-07-17 10:15:00,LONG,2018-07-17 11:15:00,10967.2,10935.75,10997.47375,2018-07-18 13:15:00,10970.6,3.399999999999636,-0.9875600000003644,2325.1148880295123,TSL Hit,683.8573200087533,-0.022511671164936433,2018.0,7.0,,,,,,,,POSITIONAL
1605,2018-07-19 14:00:00,BUY,2018-07-19 14:05:00,62.3,45.3,45.3,2018-07-19 14:10:00,45.3,-17.0,-18.614,,Initial SL Hit,588.2352941176471,-1.0949411764705883,2018.0,7.0,BANKNIFTY,26900.0,P,2018-07-19,1.614,-10949.411764705885,1126685.0014458809,OPT BUY
1606,2018-07-19 14:20:00,BUY,2018-07-19 14:25:00,42.45,24.3,24.3,2018-07-19 15:20:00,91.35,48.89999999999999,46.893,,EOD Exit,550.9641873278237,2.5836363636363635,2018.0,7.0,BANKNIFTY,26900.0,P,2018-07-19,2.007,25836.363636363632,1152521.3650822444,OPT BUY
351,2018-07-20 11:15:00,LONG,2018-07-20 12:15:00,26862.4,26792.65,26792.65,2018-07-20 13:15:00,26792.65,-69.75,-75.115505,-15579.3972243731,Initial SL Hit,223.36053368276848,-0.5592613094883555,2018.0,7.0,,,,,,,,POSITIONAL
352,2018-07-23 10:15:00,LONG,2018-07-23 11:15:00,11042.25,11023.05,11275.30375,2018-08-02 12:15:00,11273.75,231.5,227.0368,157236.97615975005,TSL Hit,679.2094002580995,5.140184292150603,2018.0,7.0,,,,,,,,POSITIONAL
353,2018-07-23 14:15:00,LONG,2018-07-23 15:15:00,27035.55,26971.75,26971.75,2018-07-24 12:15:00,26971.75,-63.79999999999927,-69.20072999999927,-14159.134916803823,Initial SL hit,221.93001436996843,-0.5119239667770714,2018.0,7.0,,,,,,,,POSITIONAL
354,2018-07-25 10:15:00,LONG,2018-07-25 11:15:00,27004.45,26939.35,27690.472222222223,2018-07-31 12:15:00,27678.15,673.7000000000007,668.2317400000007,149686.44056812875,TSL Hit,222.1856027432516,4.949049064135731,2018.0,7.0,,,,,,,,POSITIONAL
1607,2018-07-26 14:40:00,BUY,2018-07-26 14:45:00,17.75,12.75,12.75,2018-07-26 14:55:00,12.75,-5.0,-5.4575,,Initial SL Hit,2000.0,-1.0915,2018.0,7.0,NIFTY,11150.0,P,2018-07-26,0.4574999999999999,-10915.0,1141606.3650822444,OPT BUY
355,2018-07-31 13:15:00,LONG,2018-07-31 14:15:00,27743.2,27667.95,27733.275,2018-08-01 10:15:00,27667.95,-75.25,-80.791115,-16274.258196603132,Initial SL hit,216.26921191499176,-0.5824210256927823,2018.0,7.0,,,,,,,,POSITIONAL
356,2018-08-01 13:15:00,LONG,2018-08-01 14:15:00,27647.9,27573.3,27573.3,2018-08-01 14:15:00,27573.3,-74.60000000000218,-80.12212000000218,-16189.29466614148,Initial SL Hit,217.0146738088607,-0.5795891912224956,2018.0,8.0,,,,,,,,POSITIONAL
357,2018-08-02 10:15:00,LONG,2018-08-02 11:15:00,27430.6,27380.05,27380.05,2018-08-02 11:15:00,27380.05,-50.54999999999927,-56.03106499999927,-11056.994743096966,Initial SL Hit,218.73382281102127,-0.4085296347874218,2018.0,8.0,,,,,,,,POSITIONAL
358,2018-08-02 12:15:00,LONG,2018-08-02 13:15:00,27443.8,27371.65,27371.65,2018-08-02 13:15:00,27371.65,-72.14999999999782,-77.63154499999781,-15774.054613427692,Initial SL Hit,218.62861557073,-0.565749240265545,2018.0,8.0,,,,,,,,POSITIONAL
360,2018-08-03 09:15:00,LONG,2018-08-03 10:15:00,11335.1,11294.55,11417.82875,2018-08-13 09:15:00,11357.7,22.600000000000364,18.061440000000363,14953.551358170878,TSL Hit,661.6615645208246,0.39835202159664146,2018.0,8.0,,,,,,,,POSITIONAL
359,2018-08-03 09:15:00,LONG,2018-08-03 10:15:00,11591.15,11514.6,11679.645625,2018-08-13 09:15:00,11614.75,23.600000000000364,18.958820000000365,15270.270853194268,TSL Hit,647.0453751353404,0.408907226634121,2018.0,8.0,,,,,,,,POSITIONAL
361,2018-08-03 12:15:00,LONG,2018-08-03 13:15:00,27604.15,27563.05,28205.92777777777,2018-08-10 14:15:00,28129.6,525.4499999999971,519.876624999997,114211.08782556182,TSL Hit,217.358621801432,3.7666555572259743,2018.0,8.0,,,,,,,,POSITIONAL
