,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Trade Year,Trade Month
0,finnifty,19200,C,2023-01-03,2023-01-03 13:40:00,BUY,2023-01-03 13:45:00,23.75,15.0,20.7,2023-01-03 14:10:00,19.3,-4.449999999999999,0.6457499999999999,-5.095749999999999,-14559.285714285712,TSL Hit,2857.1428571428573,-0.5823714285714284,2023,1
1,finnifty,19200,C,2023-01-03,2023-01-03 14:15:00,BUY,2023-01-03 14:20:00,33.15,19.2,29.659375,2023-01-03 14:50:00,27.45,-5.699999999999999,0.9089999999999999,-6.608999999999999,-11844.086021505374,TSL Hit,1792.1146953405018,-0.47376344086021493,2023,1
5,finnifty,18150,C,2023-01-31,2023-01-31 13:35:00,BUY,2023-01-31 13:40:00,32.75,26.6,26.6,2023-01-31 13:40:00,26.6,-6.149999999999999,0.89025,-7.040249999999999,-28618.90243902439,Initial SL Hit,4065.040650406505,-1.1447560975609756,2023,1
6,finnifty,18350,C,2023-02-07,2023-02-07 14:35:00,BUY,2023-02-07 14:40:00,68.6,27.45,53.496875,2023-02-07 15:05:00,52.9,-15.699999999999996,1.8225,-17.522499999999997,-10645.504252733901,TSL Hit,607.5334143377887,-0.425820170109356,2023,2
7,finnifty,18550,C,2023-02-14,2023-02-14 13:30:00,BUY,2023-02-14 13:35:00,15.4,11.9,11.9,2023-02-14 13:35:00,11.9,-3.5,0.4095,-3.9095,-27925.0,Initial SL Hit,7142.857142857143,-1.117,2023,2
8,finnifty,18550,C,2023-02-14,2023-02-14 13:40:00,BUY,2023-02-14 13:45:00,12.2,8.45,45.84375,2023-02-14 15:10:00,42.4,30.2,0.8189999999999998,29.381,195873.33333333334,TSL Hit,6666.666666666667,7.834933333333334,2023,2
15,finnifty,17600,C,2023-03-14,2023-03-14 14:20:00,BUY,2023-03-14 14:25:00,20.0,3.2,13.13125,2023-03-14 14:35:00,6.0,-14.0,0.39,-14.39,-21413.690476190477,TSL Hit,1488.095238095238,-0.8565476190476191,2023,3
17,finnifty,17750,C,2023-03-21,2023-03-21 13:40:00,BUY,2023-03-21 13:45:00,22.3,15.95,55.109375,2023-03-21 15:20:00,56.4,34.099999999999994,1.1805,32.91949999999999,129604.33070866136,EOD Exit,3937.0078740157473,5.184173228346454,2023,3
19,finnifty,18150,C,2023-04-03,2023-04-03 14:25:00,BUY,2023-04-03 14:30:00,20.4,14.45,17.150000000000002,2023-04-03 15:00:00,14.45,-5.949999999999999,0.5227499999999999,-6.47275,-27196.428571428572,Initial SL hit,4201.680672268908,-1.0878571428571429,2023,4
20,finnifty,18150,C,2023-04-03,2023-04-03 15:05:00,BUY,2023-04-03 15:10:00,18.55,6.2,6.2,2023-04-03 15:20:00,13.15,-5.4,0.47550000000000003,-5.875500000000001,-11893.724696356276,EOD Exit,2024.2914979757084,-0.47574898785425107,2023,4
