,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Trade Year,Trade Month,Cumulative PnL,Cumulative ROI%,Running Max ROI%,Drawdown
117,BANKNIFTY,30600,C,2019-11-14,2019-11-14 15:00:00,BUY,2019-11-14 15:05:00,125.05,29.95,142.14999999999998,2019-11-14 15:20:00,145.75,20.700000000000003,4.062,16.638,4373.817034700316,EOD Exit,262.88117770767616,0.1749526813880126,2019,11,3715755.54493092,148.63022179723674,162.22828707096045,-13.598065273723705
400,NIFTY,12150,C,2019-11-28,2019-11-28 13:30:00,BUY,2019-11-28 13:35:00,8.85,7.05,7.05,2019-11-28 13:45:00,7.05,-1.7999999999999998,0.2384999999999999,-2.0385,-28312.500000000004,Initial SL Hit,13888.88888888889,-1.1325000000000005,2019,11,3687443.04493092,147.49772179723675,162.22828707096045,-14.730565273723698
401,NIFTY,11950,C,2019-12-12,2019-12-12 14:10:00,BUY,2019-12-12 14:15:00,29.75,21.4,43.962500000000006,2019-12-12 15:00:00,36.95,7.200000000000003,1.0005,6.199500000000003,18561.37724550899,TSL Hit,2994.011976047904,0.7424550898203596,2019,12,3706004.422176429,148.24017688705712,162.22828707096045,-13.98811018390333
118,BANKNIFTY,31500,C,2019-12-12,2019-12-12 14:15:00,BUY,2019-12-12 14:20:00,74.0,50.05,143.625,2019-12-12 15:10:00,140.15,66.15,3.21225,62.93775000000001,65697.02505219207,TSL Hit,1043.84133611691,2.627881002087683,2019,12,3771701.447228621,150.8680578891448,162.22828707096045,-11.36022918181564
402,NIFTY,12250,C,2019-12-19,2019-12-19 13:30:00,BUY,2019-12-19 13:35:00,7.55,6.35,6.35,2019-12-19 14:00:00,6.35,-1.2000000000000002,0.2084999999999999,-1.4085,-29343.75,Initial SL Hit,20833.33333333333,-1.1737499999999998,2019,12,3742357.697228621,149.6943078891448,162.22828707096045,-12.533979181815653
403,NIFTY,12250,C,2019-12-19,2019-12-19 14:05:00,BUY,2019-12-19 14:10:00,8.6,5.35,5.35,2019-12-19 14:45:00,5.35,-3.25,0.20925,-3.45925,-26609.615384615383,Initial SL Hit,7692.307692307692,-1.0643846153846153,2019,12,3715748.0818440057,148.62992327376017,162.22828707096045,-13.598363797200278
404,NIFTY,12200,P,2019-12-26,2019-12-26 13:30:00,BUY,2019-12-26 13:35:00,21.85,17.35,22.9,2019-12-26 13:55:00,22.9,1.0499999999999972,0.67125,0.3787499999999971,2104.166666666651,TSL Hit,5555.555555555556,0.084166666666666,2019,12,3717852.2485106722,148.71408994042685,162.22828707096045,-13.514197130533603
405,NIFTY,12200,P,2019-12-26,2019-12-26 14:00:00,BUY,2019-12-26 14:05:00,24.5,20.85,26.375,2019-12-26 14:25:00,25.35,0.8500000000000014,0.74775,0.1022500000000014,700.3424657534345,TSL Hit,6849.315068493153,0.0280136986301373,2019,12,3718552.590976426,148.74210363905698,162.22828707096045,-13.48618343190347
119,BANKNIFTY,32100,P,2019-12-26,2019-12-26 14:00:00,BUY,2019-12-26 14:05:00,69.15,57.35,98.8,2019-12-26 14:25:00,96.1,26.94999999999999,2.47875,24.47124999999999,51845.86864406776,TSL Hit,2118.6440677966093,2.0738347457627104,2019,12,3770398.4596204935,150.8159383848197,162.22828707096045,-11.412348686140746
120,BANKNIFTY,32100,P,2019-12-26,2019-12-26 14:35:00,BUY,2019-12-26 14:40:00,63.65,44.65,44.65,2019-12-26 15:20:00,96.4,32.75000000000001,2.40075,30.34925000000001,39933.22368421054,EOD Exit,1315.7894736842106,1.5973289473684216,2019,12,3810331.683304704,152.41326733218813,162.22828707096045,-9.815019738772321
406,NIFTY,12200,P,2019-12-26,2019-12-26 14:35:00,BUY,2019-12-26 14:40:00,20.2,11.75,69.4125,2019-12-26 15:20:00,71.85,51.64999999999999,1.38075,50.26924999999999,148725.5917159763,EOD Exit,2958.579881656805,5.949023668639052,2019,12,3959057.27502068,158.36229100082718,162.22828707096045,-3.8659960701332636
407,NIFTY,12250,C,2020-01-02,2020-01-02 13:45:00,BUY,2020-01-02 13:50:00,17.8,12.85,30.950000000000003,2020-01-02 15:20:00,30.85,13.05,0.72975,12.32025,62223.48484848484,TSL Hit,5050.505050505049,2.488939393939394,2020,1,4021280.759869165,160.8512303947666,162.22828707096045,-1.3770566761938596
121,BANKNIFTY,32300,C,2020-01-02,2020-01-02 14:00:00,BUY,2020-01-02 14:05:00,46.85,37.0,141.3875,2020-01-02 15:20:00,141.25,94.4,2.8215,91.5785,232432.74111675125,TSL Hit,2538.0710659898477,9.297309644670053,2020,1,4253713.500985916,170.14854003943665,170.14854003943665,0.0
408,NIFTY,12200,C,2020-01-09,2020-01-09 13:55:00,BUY,2020-01-09 14:00:00,14.55,10.85,10.85,2020-01-09 14:15:00,10.85,-3.700000000000001,0.3809999999999999,-4.081000000000001,-27574.324324324327,Initial SL Hit,6756.756756756755,-1.102972972972973,2020,1,4226139.176661591,169.0455670664637,170.14854003943665,-1.1029729729729638
122,BANKNIFTY,32100,C,2020-01-09,2020-01-09 14:15:00,BUY,2020-01-09 14:20:00,41.55,29.25,29.25,2020-01-09 14:20:00,29.25,-12.299999999999995,1.0619999999999998,-13.361999999999997,-27158.53658536585,Initial SL Hit,2032.5203252032525,-1.0863414634146342,2020,1,4198980.640076226,167.95922560304905,170.14854003943665,-2.1893144363876047
123,BANKNIFTY,32100,C,2020-01-09,2020-01-09 14:20:00,BUY,2020-01-09 14:25:00,45.1,25.9,25.9,2020-01-09 14:40:00,25.9,-19.200000000000003,1.065,-20.265000000000004,-26386.71875,Initial SL Hit,1302.083333333333,-1.05546875,2020,1,4172593.9213262256,166.90375685304906,170.14854003943665,-3.2447831863875933
409,NIFTY,12200,C,2020-01-09,2020-01-09 14:20:00,BUY,2020-01-09 14:25:00,14.2,10.5,12.925,2020-01-09 14:40:00,10.5,-3.6999999999999993,0.3705,-4.070499999999999,-27503.37837837838,Initial SL hit,6756.756756756759,-1.1001351351351352,2020,1,4145090.5429478474,165.80362171791393,170.14854003943665,-4.3449183215227265
124,BANKNIFTY,31900,C,2020-01-16,2020-01-16 14:00:00,BUY,2020-01-16 14:05:00,76.8,32.35,32.35,2020-01-16 14:20:00,32.35,-44.45,1.63725,-46.08725,-25920.83802024747,Initial SL Hit,562.429696287964,-1.0368335208098989,2020,1,4119169.7049276,164.76678819710403,170.14854003943665,-5.381751842332619
125,BANKNIFTY,31900,C,2020-01-16,2020-01-16 14:25:00,BUY,2020-01-16 14:30:00,37.25,22.0,22.0,2020-01-16 14:30:00,22.0,-15.25,0.8887499999999999,-16.13875,-26456.96721311476,Initial SL Hit,1639.344262295082,-1.0582786885245905,2020,1,4092712.7377144853,163.70850950857945,170.14854003943665,-6.4400305308572
410,NIFTY,12150,C,2020-01-23,2020-01-23 13:30:00,BUY,2020-01-23 13:35:00,34.2,27.05,27.05,2020-01-23 13:45:00,27.05,-7.150000000000002,0.91875,-8.068750000000001,-28212.412587412586,Initial SL Hit,3496.503496503496,-1.128496503496503,2020,1,4064500.3251270726,162.58001300508295,170.14854003943665,-7.568527034353707
126,BANKNIFTY,31000,C,2020-01-23,2020-01-23 14:00:00,BUY,2020-01-23 14:05:00,31.2,20.1,20.1,2020-01-23 14:15:00,20.1,-11.099999999999998,0.7695,-11.8695,-26733.10810810811,Initial SL Hit,2252.2522522522527,-1.0693243243243244,2020,1,4037767.2170189647,161.51068868075862,170.14854003943665,-8.637851358678034
411,NIFTY,12150,C,2020-01-23,2020-01-23 14:15:00,BUY,2020-01-23 14:20:00,27.8,20.8,20.8,2020-01-23 14:30:00,20.8,-7.0,0.729,-7.729,-27603.57142857143,Initial SL Hit,3571.428571428572,-1.104142857142857,2020,1,4010163.6455903933,160.40654582361577,170.14854003943665,-9.741994215820881
127,BANKNIFTY,31000,C,2020-01-23,2020-01-23 14:25:00,BUY,2020-01-23 14:30:00,39.75,19.2,19.2,2020-01-23 14:55:00,19.2,-20.55,0.88425,-21.43425,-26075.7299270073,Initial SL Hit,1216.54501216545,-1.043029197080292,2020,1,3984087.915663386,159.36351662653547,170.14854003943665,-10.785023412901182
412,NIFTY,12150,C,2020-01-23,2020-01-23 14:35:00,BUY,2020-01-23 14:40:00,28.0,17.45,17.45,2020-01-23 14:45:00,17.45,-10.55,0.68175,-11.23175,-26615.521327014216,Initial SL Hit,2369.668246445497,-1.0646208530805688,2020,1,3957472.394336372,158.29889577345492,170.14854003943665,-11.849644265981738
413,NIFTY,12150,C,2020-01-23,2020-01-23 14:55:00,BUY,2020-01-23 15:00:00,22.2,13.15,31.4,2020-01-23 15:15:00,29.65,7.449999999999999,0.7777499999999999,6.672249999999999,18431.62983425414,TSL Hit,2762.4309392265195,0.7372651933701657,2020,1,3975904.0241706264,159.0361609668251,170.14854003943665,-11.11237907261156
414,NIFTY,12050,P,2020-01-30,2020-01-30 13:45:00,BUY,2020-01-30 13:50:00,33.55,24.7,39.8,2020-01-30 14:15:00,37.5,3.950000000000003,1.06575,2.884250000000003,8147.598870056508,TSL Hit,2824.858757062148,0.3259039548022603,2020,1,3984051.623040683,159.36206492162736,170.14854003943665,-10.786475117809289
415,NIFTY,12050,P,2020-01-30,2020-01-30 14:30:00,BUY,2020-01-30 14:35:00,36.6,28.2,28.2,2020-01-30 14:35:00,28.2,-8.400000000000002,0.972,-9.372000000000002,-27892.857142857138,Initial SL Hit,2976.1904761904752,-1.1157142857142854,2020,1,3956158.765897826,158.24635063591307,170.14854003943665,-11.902189403523579
128,BANKNIFTY,31300,C,2020-02-06,2020-02-06 14:10:00,BUY,2020-02-06 14:15:00,52.85,22.8,22.8,2020-02-06 14:50:00,22.8,-30.05,1.13475,-31.18475,-25944.05158069884,Initial SL Hit,831.9467554076539,-1.0377620632279534,2020,2,3930214.714317127,157.20858857268513,170.14854003943665,-12.939951466751523
416,NIFTY,12150,P,2020-02-13,2020-02-13 13:35:00,BUY,2020-02-13 13:40:00,17.7,14.8,14.8,2020-02-13 13:50:00,14.8,-2.8999999999999986,0.4875,-3.3874999999999984,-29202.586206896554,Initial SL Hit,8620.689655172418,-1.168103448275862,2020,2,3901012.1281102304,156.04048512440926,170.14854003943665,-14.108054915027395
417,NIFTY,12100,C,2020-02-20,2020-02-20 13:40:00,BUY,2020-02-20 13:45:00,34.6,27.1,27.1,2020-02-20 13:50:00,27.1,-7.5,0.9255,-8.4255,-28085.0,Initial SL Hit,3333.333333333333,-1.1234,2020,2,3872927.1281102304,154.91708512440925,170.14854003943665,-15.231454915027399
418,NIFTY,11600,C,2020-02-27,2020-02-27 14:45:00,BUY,2020-02-27 14:50:00,24.9,12.8,12.8,2020-02-27 15:20:00,33.85,8.950000000000003,0.88125,8.068750000000003,16670.971074380173,EOD Exit,2066.1157024793392,0.6668388429752069,2020,2,3889598.0991846104,155.58392396738446,170.14854003943665,-14.564616072052189
129,BANKNIFTY,30000,C,2020-02-27,2020-02-27 14:45:00,BUY,2020-02-27 14:50:00,126.6,63.8,191.6625,2020-02-27 15:15:00,188.45,61.85,4.725749999999999,57.12425,22740.545382165605,TSL Hit,398.0891719745223,0.9096218152866242,2020,2,3912338.644566776,156.49354578267108,170.14854003943665,-13.654994256765576
419,NIFTY,11350,P,2020-03-05,2020-03-05 14:35:00,BUY,2020-03-05 14:40:00,93.6,47.05,47.05,2020-03-05 14:45:00,47.05,-46.55,2.10975,-48.65975,-26133.05585392052,Initial SL Hit,537.0569280343717,-1.045322234156821,2020,3,3886205.5887128557,155.44822354851425,170.14854003943665,-14.700316490922404
420,NIFTY,11350,P,2020-03-05,2020-03-05 14:50:00,BUY,2020-03-05 14:55:00,67.95,42.25,77.27499999999999,2020-03-05 15:20:00,80.2,12.25,2.22225,10.02775,9754.620622568093,EOD Exit,972.7626459143968,0.3901848249027237,2020,3,3895960.209335424,155.83840837341697,170.14854003943665,-14.310131666019686
130,BANKNIFTY,28900,P,2020-03-05,2020-03-05 14:50:00,BUY,2020-03-05 14:55:00,59.85,31.1,71.1375,2020-03-05 15:20:00,83.0,23.15,2.14275,21.00725,18267.17391304348,EOD Exit,869.5652173913044,0.7306869565217391,2020,3,3914227.3832484675,156.5690953299387,170.14854003943665,-13.579444709497949
421,NIFTY,9800,P,2020-03-12,2020-03-12 13:45:00,BUY,2020-03-12 13:50:00,54.45,36.4,241.6125,2020-03-12 14:45:00,236.0,181.55,4.35675,177.19325,245420.01385041545,TSL Hit,1385.041551246537,9.816800554016618,2020,3,4159647.397098883,166.38589588395533,170.14854003943665,-3.7626441554813255
131,BANKNIFTY,24500,P,2020-03-12,2020-03-12 14:45:00,BUY,2020-03-12 14:50:00,697.55,506.45,702.9625000000001,2020-03-12 15:05:00,587.85,-109.69999999999992,19.281,-128.98099999999994,-16873.495552066976,TSL Hit,130.82155939298798,-0.674939822082679,2020,3,4142773.901546816,165.71095606187265,170.14854003943665,-4.437583977564003
422,NIFTY,9800,P,2020-03-12,2020-03-12 14:50:00,BUY,2020-03-12 14:55:00,245.35,212.15,212.15,2020-03-12 15:10:00,212.15,-33.19999999999999,6.8625,-40.06249999999999,-30167.54518072289,Initial SL Hit,753.0120481927713,-1.2067018072289155,2020,3,4112606.356366093,164.50425425464374,170.14854003943665,-5.644285784792913
423,NIFTY,8300,C,2020-03-19,2020-03-19 13:40:00,BUY,2020-03-19 13:45:00,90.8,63.5,200.5,2020-03-19 14:05:00,196.7,105.9,4.3125,101.5875,93028.84615384616,TSL Hit,915.750915750916,3.7211538461538463,2020,3,4205635.202519939,168.22540810079758,170.14854003943665,-1.9231319386390737
132,BANKNIFTY,20700,C,2020-03-19,2020-03-19 14:05:00,BUY,2020-03-19 14:10:00,392.0,226.7,226.7,2020-03-19 14:25:00,226.7,-165.3,9.2805,-174.5805,-26403.58439201452,Initial SL Hit,151.2401693889897,-1.0561433756805805,2020,3,4179231.618127925,167.169264725117,170.14854003943665,-2.979275314319665
424,NIFTY,8300,C,2020-03-19,2020-03-19 14:40:00,BUY,2020-03-19 14:45:00,108.05,75.6,75.6,2020-03-19 14:55:00,75.6,-32.45,2.75475,-35.204750000000004,-27122.30354391372,Initial SL Hit,770.4160246533128,-1.0848921417565487,2020,3,4152109.314584011,166.08437258336045,170.14854003943665,-4.0641674560762056
425,NIFTY,8550,P,2020-03-26,2020-03-26 13:55:00,BUY,2020-03-26 14:00:00,167.0,109.8,167.79999999999998,2020-03-26 14:10:00,109.8,-57.2,4.152,-61.352,-26814.68531468532,Initial SL hit,437.06293706293707,-1.0725874125874126,2020,3,4125294.629269326,165.01178517077304,170.14854003943665,-5.1367548686636155
426,NIFTY,8250,P,2020-04-01,2020-04-01 13:30:00,BUY,2020-04-01 13:35:00,60.0,50.15,58.962500000000006,2020-04-01 13:40:00,55.6,-4.399999999999999,1.7339999999999998,-6.133999999999999,-15568.52791878172,TSL Hit,2538.0710659898477,-0.6227411167512689,2020,4,4109726.1013505445,164.38904405402178,170.14854003943665,-5.759495985414873
427,NIFTY,8250,P,2020-04-01,2020-04-01 13:45:00,BUY,2020-04-01 13:50:00,61.35,50.4,74.225,2020-04-01 14:10:00,67.9,6.550000000000004,1.93875,4.6112500000000045,10527.968036529688,TSL Hit,2283.1050228310496,0.4211187214611875,2020,4,4120254.069387074,164.81016277548298,170.14854003943665,-5.338377263953674
428,NIFTY,8250,P,2020-04-01,2020-04-01 14:20:00,BUY,2020-04-01 14:25:00,58.4,45.45,45.45,2020-04-01 14:30:00,45.45,-12.949999999999996,1.55775,-14.507749999999996,-28007.239382239382,Initial SL Hit,1930.5019305019312,-1.1202895752895754,2020,4,4092246.8300048346,163.6898732001934,170.14854003943665,-6.45866683924325
133,BANKNIFTY,19600,C,2020-04-09,2020-04-09 15:05:00,BUY,2020-04-09 15:10:00,338.0,128.25,317.32500000000005,2020-04-09 15:20:00,311.0,-27.0,9.735,-36.735,-4378.426698450536,TSL Hit,119.18951132300356,-0.1751370679380214,2020,4,4087868.403306384,163.5147361322554,170.14854003943665,-6.63380390718126
429,NIFTY,9000,C,2020-04-16,2020-04-16 13:30:00,BUY,2020-04-16 13:35:00,49.1,37.25,37.25,2020-04-16 13:45:00,37.25,-11.85,1.2952499999999998,-13.14525,-27732.594936708854,Initial SL Hit,2109.7046413502107,-1.1093037974683544,2020,4,4060135.808369675,162.40543233478704,170.14854003943665,-7.743107704649617
430,NIFTY,9000,C,2020-04-16,2020-04-16 14:00:00,BUY,2020-04-16 14:05:00,39.8,27.0,27.0,2020-04-16 14:10:00,27.0,-12.799999999999995,1.002,-13.801999999999998,-26957.031250000004,Initial SL Hit,1953.1250000000005,-1.07828125,2020,4,4033178.777119675,161.32715108478703,170.14854003943665,-8.82138895464962
431,NIFTY,9250,C,2020-04-23,2020-04-23 14:00:00,BUY,2020-04-23 14:05:00,49.2,29.5,29.5,2020-04-23 15:20:00,62.0,12.799999999999995,1.668,11.131999999999998,14126.903553299488,EOD Exit,1269.0355329949236,0.5650761421319794,2020,4,4047305.680672975,161.892227226919,170.14854003943665,-8.256312812517649
134,BANKNIFTY,21600,P,2020-04-30,2020-04-30 14:05:00,BUY,2020-04-30 14:10:00,50.85,30.35,98.7625,2020-04-30 14:40:00,82.05,31.2,1.9935,29.206499999999995,35617.682926829264,TSL Hit,1219.5121951219512,1.4247073170731706,2020,4,4082923.363599804,163.31693454399218,170.14854003943665,-6.831605495444478
135,BANKNIFTY,21600,P,2020-04-30,2020-04-30 14:45:00,BUY,2020-04-30 14:50:00,163.15,68.85,135.45000000000002,2020-04-30 15:00:00,71.6,-91.55,3.52125,-95.07125,-25204.467126193,TSL Hit,265.11134676564154,-1.00817868504772,2020,4,4057718.8964736112,162.30875585894447,170.14854003943665,-7.839784180492188
136,BANKNIFTY,21600,P,2020-04-30,2020-04-30 15:05:00,BUY,2020-04-30 15:10:00,70.0,31.2,31.2,2020-04-30 15:20:00,69.35,-0.6500000000000057,2.09025,-2.7402500000000054,-1765.6250000000034,EOD Exit,644.3298969072165,-0.0706250000000001,2020,4,4055953.2714736112,162.23813085894446,170.14854003943665,-7.910409180492195
432,NIFTY,9200,P,2020-05-14,2020-05-14 13:30:00,BUY,2020-05-14 13:35:00,26.3,17.85,53.4375,2020-05-14 14:20:00,52.8,26.5,1.1865,25.3135,74892.01183431952,TSL Hit,2958.579881656805,2.9956804733727807,2020,5,4130845.283307931,165.23381133231723,170.14854003943665,-4.914728707119423
433,NIFTY,9200,P,2020-05-14,2020-05-14 14:25:00,BUY,2020-05-14 14:30:00,70.3,48.45,48.45,2020-05-14 14:35:00,48.45,-21.849999999999994,1.78125,-23.631249999999994,-27038.043478260868,Initial SL Hit,1144.1647597254007,-1.0815217391304346,2020,5,4103807.23982967,164.1522895931868,170.14854003943665,-5.99625044624986
434,NIFTY,9200,P,2020-05-14,2020-05-14 14:45:00,BUY,2020-05-14 14:50:00,51.15,32.25,54.8875,2020-05-14 15:20:00,56.1,4.950000000000003,1.60875,3.341250000000003,4419.642857142862,EOD Exit,1322.751322751323,0.1767857142857145,2020,5,4108226.882686813,164.32907530747252,170.14854003943665,-5.819464731964132
435,NIFTY,9150,C,2020-05-21,2020-05-21 13:30:00,BUY,2020-05-21 13:35:00,26.4,18.4,18.4,2020-05-21 13:35:00,18.4,-8.0,0.6719999999999999,-8.672,-27100.000000000004,Initial SL Hit,3125.0,-1.084,2020,5,4081126.882686813,163.24507530747252,170.14854003943665,-6.903464731964135
436,NIFTY,9150,C,2020-05-21,2020-05-21 13:40:00,BUY,2020-05-21 13:45:00,18.55,12.35,12.35,2020-05-21 14:00:00,12.35,-6.200000000000001,0.4634999999999999,-6.663500000000001,-26868.951612903224,Initial SL Hit,4032.258064516128,-1.0747580645161288,2020,5,4054257.9310739096,162.1703172429564,170.14854003943665,-7.978222796480253
137,BANKNIFTY,18000,P,2020-05-21,2020-05-21 14:15:00,BUY,2020-05-21 14:20:00,174.95,56.65,293.5,2020-05-21 15:00:00,272.2,97.25,6.707249999999999,90.54275,19134.13989856298,TSL Hit,211.32713440405752,0.7653655959425192,2020,5,4073392.0709724724,162.9356828388989,170.14854003943665,-7.212857200537741
437,NIFTY,9150,P,2020-05-21,2020-05-21 14:30:00,BUY,2020-05-21 14:35:00,48.05,33.0,33.0,2020-05-21 14:35:00,33.0,-15.049999999999995,1.21575,-16.265749999999997,-27019.51827242525,Initial SL Hit,1661.1295681063127,-1.08078073089701,2020,5,4046372.5527000474,161.8549021080019,170.14854003943665,-8.293637931434745
138,BANKNIFTY,19200,P,2020-05-28,2020-05-28 14:05:00,BUY,2020-05-28 14:10:00,150.75,101.3,101.3,2020-05-28 14:40:00,101.3,-49.45,3.78075,-53.23075,-26911.400404448937,Initial SL Hit,505.5611729019211,-1.0764560161779575,2020,5,4019461.1522955983,160.77844609182395,170.14854003943665,-9.370093947612702
438,NIFTY,9450,C,2020-05-28,2020-05-28 14:30:00,BUY,2020-05-28 14:35:00,16.0,12.25,36.725,2020-05-28 15:20:00,39.15,23.15,0.8272499999999999,22.32275,148818.33333333334,EOD Exit,6666.666666666667,5.952733333333334,2020,5,4168279.485628932,166.73117942515728,170.14854003943665,-3.4173606142793744
439,NIFTY,10000,P,2020-06-11,2020-06-11 13:30:00,BUY,2020-06-11 13:35:00,49.85,29.05,29.05,2020-06-11 13:45:00,29.05,-20.8,1.1835,-21.9835,-26422.47596153846,Initial SL Hit,1201.923076923077,-1.0568990384615384,2020,6,4141857.0096673933,165.67428038669573,170.14854003943665,-4.474259652740926
440,NIFTY,10000,P,2020-06-11,2020-06-11 13:50:00,BUY,2020-06-11 13:55:00,37.4,27.0,68.0125,2020-06-11 14:30:00,67.2,29.800000000000004,1.569,28.231000000000005,67862.9807692308,TSL Hit,2403.8461538461543,2.714519230769232,2020,6,4209719.990436624,168.38879961746497,170.14854003943665,-1.759740421971685
139,BANKNIFTY,20700,P,2020-06-11,2020-06-11 14:20:00,BUY,2020-06-11 14:25:00,175.25,114.85,114.85,2020-06-11 14:30:00,114.85,-60.400000000000006,4.351500000000001,-64.75150000000001,-26801.117549668877,Initial SL Hit,413.9072847682119,-1.072044701986755,2020,6,4182918.872886955,167.3167549154782,170.14854003943665,-2.83178512395844
441,NIFTY,10000,P,2020-06-11,2020-06-11 14:35:00,BUY,2020-06-11 14:40:00,83.1,64.25,77.15,2020-06-11 14:45:00,76.1,-7.0,2.388,-9.388,-12450.928381962867,TSL Hit,1326.2599469496024,-0.4980371352785147,2020,6,4170467.944504992,166.8187177801997,170.14854003943665,-3.3298222592369484
442,NIFTY,10000,P,2020-06-11,2020-06-11 14:55:00,BUY,2020-06-11 15:00:00,83.5,71.65,97.3875,2020-06-11 15:20:00,96.7,13.200000000000005,2.703,10.497000000000003,22145.569620253184,TSL Hit,2109.704641350212,0.8858227848101273,2020,6,4192613.514125245,167.70454056500984,170.14854003943665,-2.4439994744268176
443,NIFTY,10000,C,2020-06-18,2020-06-18 13:30:00,BUY,2020-06-18 13:35:00,20.0,10.75,75.85,2020-06-18 14:30:00,75.3,55.3,1.4295,53.8705,145595.94594594595,TSL Hit,2702.7027027027025,5.8238378378378375,2020,6,4338209.460071191,173.52837840284766,173.52837840284766,0.0
140,BANKNIFTY,20500,C,2020-06-18,2020-06-18 14:00:00,BUY,2020-06-18 14:05:00,78.6,36.9,356.2875,2020-06-18 14:35:00,339.15,260.54999999999995,6.266249999999999,254.28374999999997,152448.29136690643,TSL Hit,599.5203836930456,6.097931654676257,2020,6,4490657.751438098,179.6263100575239,179.6263100575239,0.0
444,NIFTY,10000,C,2020-06-18,2020-06-18 14:35:00,BUY,2020-06-18 14:40:00,75.5,61.65,61.65,2020-06-18 14:40:00,61.65,-13.85,2.05725,-15.90725,-28713.4476534296,Initial SL Hit,1805.0541516245485,-1.148537906137184,2020,6,4461944.303784668,178.47777215138672,179.6263100575239,-1.148537906137193
141,BANKNIFTY,20500,C,2020-06-18,2020-06-18 14:40:00,BUY,2020-06-18 14:45:00,354.35,271.35,435.6,2020-06-18 15:10:00,432.5,78.14999999999998,11.80275,66.34724999999997,19984.111445783125,TSL Hit,301.2048192771084,0.7993644578313249,2020,6,4481928.415230451,179.27713660921805,179.6263100575239,-0.34917344830586217
445,NIFTY,10000,C,2020-06-18,2020-06-18 14:45:00,BUY,2020-06-18 14:50:00,78.05,48.45,86.75,2020-06-18 15:20:00,90.8,12.75,2.53275,10.21725,8629.434121621623,EOD Exit,844.5945945945948,0.3451773648648649,2020,6,4490557.849352073,179.6223139740829,179.6263100575239,-0.003996083440995335
446,NIFTY,10250,C,2020-06-25,2020-06-25 14:05:00,BUY,2020-06-25 14:10:00,81.6,60.15,60.15,2020-06-25 14:45:00,60.15,-21.45,2.12625,-23.576249999999995,-27478.146853146853,Initial SL Hit,1165.5011655011658,-1.099125874125874,2020,6,4463079.702498926,178.52318809995705,179.6263100575239,-1.1031219575668558
142,BANKNIFTY,21500,C,2020-06-25,2020-06-25 14:35:00,BUY,2020-06-25 14:40:00,174.6,76.35,76.35,2020-06-25 14:45:00,76.35,-98.25,3.76425,-102.01425,-25957.82442748092,Initial SL Hit,254.4529262086514,-1.0383129770992368,2020,6,4437121.878071445,177.48487512285783,179.6263100575239,-2.14143493466608
447,NIFTY,10550,C,2020-07-02,2020-07-02 13:35:00,BUY,2020-07-02 13:40:00,30.2,24.0,41.0375,2020-07-02 14:00:00,35.65,5.449999999999999,0.98775,4.462249999999999,17992.943548387095,TSL Hit,4032.2580645161297,0.7197177419354838,2020,7,4455114.821619832,178.2045928647933,179.6263100575239,-1.421717192730597
448,NIFTY,10550,C,2020-07-02,2020-07-02 14:05:00,BUY,2020-07-02 14:10:00,44.5,33.15,41.6125,2020-07-02 14:20:00,37.15,-7.350000000000001,1.22475,-8.574750000000002,-18887.114537444937,TSL Hit,2202.643171806167,-0.7554845814977975,2020,7,4436227.707082387,177.44910828329552,179.6263100575239,-2.1772017742283936
449,NIFTY,10800,C,2020-07-09,2020-07-09 14:45:00,BUY,2020-07-09 14:50:00,19.4,13.0,13.0,2020-07-09 14:55:00,13.0,-6.399999999999999,0.486,-6.885999999999998,-26898.4375,Initial SL Hit,3906.250000000001,-1.0759375,2020,7,4409329.269582387,176.3731707832955,179.6263100575239,-3.2531392742284027
143,BANKNIFTY,21400,C,2020-07-16,2020-07-16 14:50:00,BUY,2020-07-16 14:55:00,142.95,40.0,199.1,2020-07-16 15:15:00,192.9,49.95000000000002,5.03775,44.912250000000014,10906.325886352604,TSL Hit,242.8363283147159,0.4362530354541041,2020,7,4420235.59546874,176.80942381874962,179.6263100575239,-2.8168862387742877
450,NIFTY,10650,C,2020-07-16,2020-07-16 14:55:00,BUY,2020-07-16 15:00:00,61.7,15.2,88.4625,2020-07-16 15:20:00,87.0,25.3,2.2305,23.0695,12402.95698924731,TSL Hit,537.6344086021505,0.4961182795698924,2020,7,4432638.552457987,177.3055420983195,179.6263100575239,-2.320767959204403
451,NIFTY,11200,C,2020-07-23,2020-07-23 13:50:00,BUY,2020-07-23 13:55:00,27.25,18.6,31.5,2020-07-23 14:10:00,29.2,1.9499999999999995,0.84675,1.1032499999999992,3188.5838150289,TSL Hit,2890.173410404625,0.127543352601156,2020,7,4435827.136273016,177.43308545092066,179.6263100575239,-2.193224606603252
144,BANKNIFTY,23100,C,2020-07-23,2020-07-23 14:05:00,BUY,2020-07-23 14:10:00,81.5,45.05,45.05,2020-07-23 14:15:00,45.05,-36.45,1.89825,-38.34825,-26301.954732510287,Initial SL Hit,685.8710562414266,-1.0520781893004114,2020,7,4409525.181540506,176.38100726162025,179.6263100575239,-3.2453027959036547
