,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,DD%
0,2017-01-11 10:15:00,LONG,2017-01-11 11:15:00,18670.85,18612.35,19125.236111111113,2017-01-19 09:15:00,19071.85,401.0,397.22573,214501.8942,TSL Hit,540,5x,8.580075768,2017,1,0.0
1,2017-01-19 10:15:00,LONG,2017-01-19 11:15:00,19108.4,19063.75,19063.75,2017-01-20 09:15:00,18996.65,-111.75,-115.560505,-60669.265125000005,Gap Open Outside ISL,525,5x,-2.426770605,2017,1,-2.4267706049999997
2,2017-01-20 10:15:00,LONG,2017-01-20 11:15:00,19010.5,18959.0,18959.0,2017-01-20 12:15:00,18959.0,-51.5,-55.29695,-29030.89875,Initial SL Hit,525,5x,-1.16123595,2017,1,-3.5880065549999998
3,2017-01-24 11:15:00,LONG,2017-01-24 12:15:00,18977.75,18944.8,18944.8,2017-01-24 12:15:00,18944.8,-32.95000000000073,-36.742255000000725,-19289.68387500038,Initial SL hit,525,5x,-0.7715873550000152,2017,1,-4.359593910000015
4,2017-01-24 13:15:00,LONG,2017-01-24 14:15:00,19013.15,18935.05,19601.188888888886,2017-01-30 15:15:00,19590.3,577.1499999999978,573.2896549999978,300977.06887499883,TSL Hit,525,5x,12.039082754999955,2017,1,0.0
5,2017-01-31 11:15:00,LONG,2017-01-31 12:15:00,19492.3,19442.9,19442.9,2017-01-31 12:15:00,19442.9,-49.39999999999782,-53.29351999999782,-27179.69519999889,Initial SL Hit,510,5x,-1.0871878079999555,2017,1,-1.087187807999955
6,2017-01-31 15:15:00,LONG,2017-02-01 09:15:00,19543.45,19488.85,19488.85,2017-02-01 11:15:00,19488.85,-54.60000000000218,-58.50323000000218,-29836.647300001114,Initial SL Hit,510,5x,-1.1934658920000445,2017,2,-2.2806537000000002
7,2017-02-01 12:15:00,LONG,2017-02-01 13:15:00,19941.7,19470.95,20334.152777777777,2017-02-07 15:15:00,20308.3,366.59999999999854,362.57499999999857,179474.6249999993,TSL Hit,495,5x,7.178984999999972,2017,2,0.0
8,2017-02-08 12:15:00,LONG,2017-02-08 13:15:00,20297.3,20268.35,20268.35,2017-02-08 13:15:00,20268.35,-28.950000000000728,-33.00656500000073,-16338.24967500036,Initial SL Hit,495,5x,-0.6535299870000144,2017,2,-0.6535299870000131
9,2017-02-08 14:15:00,LONG,2017-02-08 15:15:00,20300.1,20070.15,20070.15,2017-02-09 10:15:00,20070.15,-229.9499999999971,-233.9870249999971,-115823.57737499855,Initial SL Hit,495,5x,-4.632943094999942,2017,2,-5.286473081999954
