,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Trade Year,Trade Month,Cumulative PnL,Cumulative ROI%,Running Max ROI%,Drawdown
119,BANKNIFTY,32100,P,2019-12-26,2019-12-26 14:00:00,BUY,2019-12-26 14:05:00,69.15,57.35,98.8,2019-12-26 14:25:00,96.1,26.94999999999999,2.47875,24.47124999999999,20738.347457627104,TSL Hit,847.4576271186438,2.0738347457627104,2019,12,1508159.3838481968,150.81593838481976,162.22828707096048,-11.412348686140717
120,BANKNIFTY,32100,P,2019-12-26,2019-12-26 14:35:00,BUY,2019-12-26 14:40:00,63.65,44.65,44.65,2019-12-26 15:20:00,96.4,32.75000000000001,2.40075,30.34925000000001,15973.289473684214,EOD Exit,526.3157894736842,1.5973289473684216,2019,12,1524132.673321881,152.41326733218818,162.22828707096048,-9.815019738772293
410,NIFTY,12200,P,2019-12-26,2019-12-26 14:35:00,BUY,2019-12-26 14:40:00,20.2,11.75,69.4125,2019-12-26 15:20:00,71.85,51.64999999999999,1.38075,50.26924999999999,59490.23668639053,EOD Exit,1183.431952662722,5.949023668639054,2019,12,1583622.9100082717,158.36229100082724,162.22828707096048,-3.865996070133235
411,NIFTY,12250,C,2020-01-02,2020-01-02 13:45:00,BUY,2020-01-02 13:50:00,17.8,12.85,30.950000000000003,2020-01-02 15:20:00,30.85,13.05,0.72975,12.32025,24889.39393939394,TSL Hit,2020.20202020202,2.4889393939393942,2020,1,1608512.3039476657,160.85123039476665,162.22828707096048,-1.3770566761938312
121,BANKNIFTY,32300,C,2020-01-02,2020-01-02 14:00:00,BUY,2020-01-02 14:05:00,46.85,37.0,141.3875,2020-01-02 15:20:00,141.25,94.4,2.8215,91.5785,92973.09644670053,TSL Hit,1015.228426395939,9.297309644670053,2020,1,1701485.4003943664,170.1485400394367,170.1485400394367,0.0
412,NIFTY,12200,C,2020-01-09,2020-01-09 13:55:00,BUY,2020-01-09 14:00:00,14.55,10.85,10.85,2020-01-09 14:15:00,10.85,-3.700000000000001,0.3809999999999999,-4.081000000000001,-11029.72972972973,Initial SL Hit,2702.702702702702,-1.102972972972973,2020,1,1690455.6706646367,169.04556706646375,170.1485400394367,-1.1029729729729638
122,BANKNIFTY,32100,C,2020-01-09,2020-01-09 14:15:00,BUY,2020-01-09 14:20:00,41.55,29.25,29.25,2020-01-09 14:20:00,29.25,-12.299999999999995,1.0619999999999998,-13.361999999999997,-10863.414634146342,Initial SL Hit,813.008130081301,-1.0863414634146342,2020,1,1679592.2560304904,167.9592256030491,170.1485400394367,-2.1893144363876047
123,BANKNIFTY,32100,C,2020-01-09,2020-01-09 14:20:00,BUY,2020-01-09 14:25:00,45.1,25.9,25.9,2020-01-09 14:40:00,25.9,-19.200000000000003,1.065,-20.265000000000004,-10554.6875,Initial SL Hit,520.8333333333333,-1.05546875,2020,1,1669037.5685304904,166.90375685304912,170.1485400394367,-3.2447831863875933
413,NIFTY,12200,C,2020-01-09,2020-01-09 14:20:00,BUY,2020-01-09 14:25:00,14.2,10.5,12.925,2020-01-09 14:40:00,10.5,-3.6999999999999993,0.3705,-4.070499999999999,-11001.351351351352,Initial SL hit,2702.7027027027034,-1.1001351351351352,2020,1,1658036.2171791391,165.80362171791398,170.1485400394367,-4.3449183215227265
124,BANKNIFTY,31900,C,2020-01-16,2020-01-16 14:00:00,BUY,2020-01-16 14:05:00,76.8,32.35,32.35,2020-01-16 14:20:00,32.35,-44.45,1.63725,-46.08725,-10368.335208098988,Initial SL Hit,224.97187851518564,-1.0368335208098989,2020,1,1647667.88197104,164.7667881971041,170.1485400394367,-5.381751842332619
125,BANKNIFTY,31900,C,2020-01-16,2020-01-16 14:25:00,BUY,2020-01-16 14:30:00,37.25,22.0,22.0,2020-01-16 14:30:00,22.0,-15.25,0.8887499999999999,-16.13875,-10582.786885245903,Initial SL Hit,655.7377049180328,-1.0582786885245905,2020,1,1637085.095085794,163.7085095085795,170.1485400394367,-6.4400305308572
414,NIFTY,12150,C,2020-01-23,2020-01-23 13:30:00,BUY,2020-01-23 13:35:00,34.2,27.05,27.05,2020-01-23 13:45:00,27.05,-7.150000000000002,0.91875,-8.068750000000001,-11284.965034965033,Initial SL Hit,1398.6013986013982,-1.128496503496503,2020,1,1625800.1300508291,162.580013005083,170.1485400394367,-7.568527034353707
126,BANKNIFTY,31000,C,2020-01-23,2020-01-23 14:00:00,BUY,2020-01-23 14:05:00,31.2,20.1,20.1,2020-01-23 14:15:00,20.1,-11.099999999999998,0.7695,-11.8695,-10693.243243243243,Initial SL Hit,900.9009009009012,-1.0693243243243244,2020,1,1615106.8868075858,161.51068868075868,170.1485400394367,-8.637851358678034
415,NIFTY,12150,C,2020-01-23,2020-01-23 14:15:00,BUY,2020-01-23 14:20:00,27.8,20.8,20.8,2020-01-23 14:30:00,20.8,-7.0,0.729,-7.729,-11041.428571428572,Initial SL Hit,1428.571428571429,-1.104142857142857,2020,1,1604065.4582361572,160.40654582361583,170.1485400394367,-9.741994215820881
127,BANKNIFTY,31000,C,2020-01-23,2020-01-23 14:25:00,BUY,2020-01-23 14:30:00,39.75,19.2,19.2,2020-01-23 14:55:00,19.2,-20.55,0.88425,-21.43425,-10430.29197080292,Initial SL Hit,486.61800486618006,-1.043029197080292,2020,1,1593635.1662653543,159.36351662653553,170.1485400394367,-10.785023412901182
416,NIFTY,12150,C,2020-01-23,2020-01-23 14:35:00,BUY,2020-01-23 14:40:00,28.0,17.45,17.45,2020-01-23 14:45:00,17.45,-10.55,0.68175,-11.23175,-10646.208530805688,Initial SL Hit,947.867298578199,-1.0646208530805688,2020,1,1582988.9577345485,158.29889577345497,170.1485400394367,-11.849644265981738
417,NIFTY,12150,C,2020-01-23,2020-01-23 14:55:00,BUY,2020-01-23 15:00:00,22.2,13.15,31.4,2020-01-23 15:15:00,29.65,7.449999999999999,0.7777499999999999,6.672249999999999,7372.651933701657,TSL Hit,1104.9723756906078,0.7372651933701657,2020,1,1590361.6096682502,159.03616096682515,170.1485400394367,-11.11237907261156
418,NIFTY,12050,P,2020-01-30,2020-01-30 13:45:00,BUY,2020-01-30 13:50:00,33.55,24.7,39.8,2020-01-30 14:15:00,37.5,3.950000000000003,1.06575,2.884250000000003,3259.039548022603,TSL Hit,1129.943502824859,0.3259039548022603,2020,1,1593620.6492162729,159.36206492162742,170.1485400394367,-10.786475117809289
419,NIFTY,12050,P,2020-01-30,2020-01-30 14:30:00,BUY,2020-01-30 14:35:00,36.6,28.2,28.2,2020-01-30 14:35:00,28.2,-8.400000000000002,0.972,-9.372000000000002,-11157.142857142857,Initial SL Hit,1190.47619047619,-1.1157142857142857,2020,1,1582463.50635913,158.24635063591313,170.1485400394367,-11.902189403523579
128,BANKNIFTY,31300,C,2020-02-06,2020-02-06 14:10:00,BUY,2020-02-06 14:15:00,52.85,22.8,22.8,2020-02-06 14:50:00,22.8,-30.05,1.13475,-31.18475,-10377.620632279531,Initial SL Hit,332.77870216306155,-1.0377620632279534,2020,2,1572085.8857268505,157.2085885726852,170.1485400394367,-12.939951466751523
420,NIFTY,12150,P,2020-02-13,2020-02-13 13:35:00,BUY,2020-02-13 13:40:00,17.7,14.8,14.8,2020-02-13 13:50:00,14.8,-2.8999999999999986,0.4875,-3.3874999999999984,-11681.03448275862,Initial SL Hit,3448.2758620689674,-1.168103448275862,2020,2,1560404.8512440918,156.04048512440932,170.1485400394367,-14.108054915027395
421,NIFTY,12100,C,2020-02-20,2020-02-20 13:40:00,BUY,2020-02-20 13:45:00,34.6,27.1,27.1,2020-02-20 13:50:00,27.1,-7.5,0.9255,-8.4255,-11233.999999999998,Initial SL Hit,1333.3333333333333,-1.1233999999999995,2020,2,1549170.8512440918,154.9170851244093,170.1485400394367,-15.231454915027399
129,BANKNIFTY,30000,C,2020-02-27,2020-02-27 14:45:00,BUY,2020-02-27 14:50:00,126.6,63.8,191.6625,2020-02-27 15:15:00,188.45,61.85,4.725749999999999,57.12425,9096.218152866242,TSL Hit,159.23566878980893,0.9096218152866242,2020,2,1558267.069396958,155.82670693969592,170.1485400394367,-14.321833099740786
422,NIFTY,11600,C,2020-02-27,2020-02-27 14:45:00,BUY,2020-02-27 14:50:00,24.9,12.8,12.8,2020-02-27 15:20:00,33.85,8.950000000000003,0.88125,8.068750000000003,6668.38842975207,EOD Exit,826.4462809917356,0.666838842975207,2020,2,1564935.45782671,156.49354578267113,170.1485400394367,-13.654994256765576
423,NIFTY,11350,P,2020-03-05,2020-03-05 14:35:00,BUY,2020-03-05 14:40:00,93.6,47.05,47.05,2020-03-05 14:45:00,47.05,-46.55,2.10975,-48.65975,-10453.222341568206,Initial SL Hit,214.82277121374867,-1.045322234156821,2020,3,1554482.2354851419,155.4482235485143,170.1485400394367,-14.700316490922404
130,BANKNIFTY,28900,P,2020-03-05,2020-03-05 14:50:00,BUY,2020-03-05 14:55:00,59.85,31.1,71.1375,2020-03-05 15:20:00,83.0,23.15,2.14275,21.00725,7306.869565217391,EOD Exit,347.8260869565217,0.7306869565217391,2020,3,1561789.1050503592,156.17891050503604,170.1485400394367,-13.969629534400667
424,NIFTY,11350,P,2020-03-05,2020-03-05 14:50:00,BUY,2020-03-05 14:55:00,67.95,42.25,77.27499999999999,2020-03-05 15:20:00,80.2,12.25,2.22225,10.02775,3901.8482490272377,EOD Exit,389.10505836575874,0.3901848249027237,2020,3,1565690.9532993864,156.56909532993876,170.1485400394367,-13.579444709497949
425,NIFTY,9800,P,2020-03-12,2020-03-12 13:45:00,BUY,2020-03-12 13:50:00,54.45,36.4,241.6125,2020-03-12 14:45:00,236.0,181.55,4.35675,177.19325,98168.0055401662,TSL Hit,554.0166204986149,9.81680055401662,2020,3,1663858.9588395527,166.38589588395538,170.1485400394367,-3.7626441554813255
131,BANKNIFTY,24500,P,2020-03-12,2020-03-12 14:45:00,BUY,2020-03-12 14:50:00,697.55,506.45,702.9625000000001,2020-03-12 15:05:00,587.85,-109.69999999999992,19.281,-128.98099999999994,-6749.39822082679,TSL Hit,52.3286237571952,-0.674939822082679,2020,3,1657109.5606187258,165.7109560618727,170.1485400394367,-4.437583977564003
426,NIFTY,9800,P,2020-03-12,2020-03-12 14:50:00,BUY,2020-03-12 14:55:00,245.35,212.15,212.15,2020-03-12 15:10:00,212.15,-33.19999999999999,6.8625,-40.06249999999999,-12067.018072289156,Initial SL Hit,301.2048192771085,-1.2067018072289155,2020,3,1645042.5425464367,164.5042542546438,170.1485400394367,-5.644285784792913
427,NIFTY,8300,C,2020-03-19,2020-03-19 13:40:00,BUY,2020-03-19 13:45:00,90.8,63.5,200.5,2020-03-19 14:05:00,196.7,105.9,4.3125,101.5875,37211.53846153847,TSL Hit,366.3003663003664,3.721153846153847,2020,3,1682254.0810079752,168.22540810079764,170.1485400394367,-1.9231319386390737
132,BANKNIFTY,20700,C,2020-03-19,2020-03-19 14:05:00,BUY,2020-03-19 14:10:00,392.0,226.7,226.7,2020-03-19 14:25:00,226.7,-165.3,9.2805,-174.5805,-10561.433756805807,Initial SL Hit,60.49606775559588,-1.0561433756805807,2020,3,1671692.6472511694,167.16926472511705,170.1485400394367,-2.979275314319665
428,NIFTY,8300,C,2020-03-19,2020-03-19 14:40:00,BUY,2020-03-19 14:45:00,108.05,75.6,75.6,2020-03-19 14:55:00,75.6,-32.45,2.75475,-35.204750000000004,-10848.921417565483,Initial SL Hit,308.16640986132506,-1.0848921417565485,2020,3,1660843.7258336039,166.0843725833605,170.1485400394367,-4.0641674560762056
429,NIFTY,8550,P,2020-03-26,2020-03-26 13:55:00,BUY,2020-03-26 14:00:00,167.0,109.8,167.79999999999998,2020-03-26 14:10:00,109.8,-57.2,4.152,-61.352,-10725.874125874128,Initial SL hit,174.82517482517483,-1.0725874125874126,2020,3,1650117.8517077297,165.0117851707731,170.1485400394367,-5.1367548686636155
430,NIFTY,8250,P,2020-04-01,2020-04-01 13:30:00,BUY,2020-04-01 13:35:00,60.0,50.15,58.962500000000006,2020-04-01 13:40:00,55.6,-4.399999999999999,1.7339999999999998,-6.133999999999999,-6227.411167512688,TSL Hit,1015.228426395939,-0.6227411167512689,2020,4,1643890.440540217,164.38904405402184,170.1485400394367,-5.759495985414873
431,NIFTY,8250,P,2020-04-01,2020-04-01 13:45:00,BUY,2020-04-01 13:50:00,61.35,50.4,74.225,2020-04-01 14:10:00,67.9,6.550000000000004,1.93875,4.6112500000000045,4211.187214611875,TSL Hit,913.24200913242,0.4211187214611875,2020,4,1648101.627754829,164.81016277548304,170.1485400394367,-5.338377263953674
432,NIFTY,8250,P,2020-04-01,2020-04-01 14:20:00,BUY,2020-04-01 14:25:00,58.4,45.45,45.45,2020-04-01 14:30:00,45.45,-12.949999999999996,1.55775,-14.507749999999996,-11202.895752895754,Initial SL Hit,772.2007722007725,-1.1202895752895754,2020,4,1636898.732001933,163.68987320019346,170.1485400394367,-6.45866683924325
133,BANKNIFTY,19600,C,2020-04-09,2020-04-09 15:05:00,BUY,2020-04-09 15:10:00,338.0,128.25,317.32500000000005,2020-04-09 15:20:00,311.0,-27.0,9.735,-36.735,-1751.3706793802144,TSL Hit,47.67580452920143,-0.1751370679380214,2020,4,1635147.361322553,163.51473613225545,170.1485400394367,-6.63380390718126
433,NIFTY,9000,C,2020-04-16,2020-04-16 13:30:00,BUY,2020-04-16 13:35:00,49.1,37.25,37.25,2020-04-16 13:45:00,37.25,-11.85,1.2952499999999998,-13.14525,-11093.037974683544,Initial SL Hit,843.8818565400843,-1.1093037974683544,2020,4,1624054.3233478693,162.4054323347871,170.1485400394367,-7.743107704649617
434,NIFTY,9000,C,2020-04-16,2020-04-16 14:00:00,BUY,2020-04-16 14:05:00,39.8,27.0,27.0,2020-04-16 14:10:00,27.0,-12.799999999999995,1.002,-13.801999999999998,-10782.812500000002,Initial SL Hit,781.2500000000002,-1.0782812500000003,2020,4,1613271.5108478693,161.3271510847871,170.1485400394367,-8.82138895464962
435,NIFTY,9250,C,2020-04-23,2020-04-23 14:00:00,BUY,2020-04-23 14:05:00,49.2,29.5,29.5,2020-04-23 15:20:00,62.0,12.799999999999995,1.668,11.131999999999998,5650.761421319795,EOD Exit,507.6142131979695,0.5650761421319794,2020,4,1618922.2722691891,161.89222722691906,170.1485400394367,-8.256312812517649
134,BANKNIFTY,21600,P,2020-04-30,2020-04-30 14:05:00,BUY,2020-04-30 14:10:00,50.85,30.35,98.7625,2020-04-30 14:40:00,82.05,31.2,1.9935,29.206499999999995,14247.073170731705,TSL Hit,487.8048780487805,1.4247073170731703,2020,4,1633169.345439921,163.31693454399223,170.1485400394367,-6.831605495444478
135,BANKNIFTY,21600,P,2020-04-30,2020-04-30 14:45:00,BUY,2020-04-30 14:50:00,163.15,68.85,135.45000000000002,2020-04-30 15:00:00,71.6,-91.55,3.52125,-95.07125,-10081.7868504772,TSL Hit,106.04453870625662,-1.00817868504772,2020,4,1623087.5585894438,162.30875585894452,170.1485400394367,-7.839784180492188
136,BANKNIFTY,21600,P,2020-04-30,2020-04-30 15:05:00,BUY,2020-04-30 15:10:00,70.0,31.2,31.2,2020-04-30 15:20:00,69.35,-0.6500000000000057,2.09025,-2.7402500000000054,-706.2500000000015,EOD Exit,257.7319587628866,-0.0706250000000001,2020,4,1622381.3085894438,162.23813085894452,170.1485400394367,-7.910409180492195
436,NIFTY,9200,P,2020-05-14,2020-05-14 13:30:00,BUY,2020-05-14 13:35:00,26.3,17.85,53.4375,2020-05-14 14:20:00,52.8,26.5,1.1865,25.3135,29956.80473372781,TSL Hit,1183.431952662722,2.995680473372781,2020,5,1652338.1133231716,165.2338113323173,170.1485400394367,-4.914728707119423
437,NIFTY,9200,P,2020-05-14,2020-05-14 14:25:00,BUY,2020-05-14 14:30:00,70.3,48.45,48.45,2020-05-14 14:35:00,48.45,-21.849999999999994,1.78125,-23.631249999999994,-10815.217391304348,Initial SL Hit,457.6659038901603,-1.0815217391304348,2020,5,1641522.8959318672,164.15228959318685,170.1485400394367,-5.99625044624986
438,NIFTY,9200,P,2020-05-14,2020-05-14 14:45:00,BUY,2020-05-14 14:50:00,51.15,32.25,54.8875,2020-05-14 15:20:00,56.1,4.950000000000003,1.60875,3.341250000000003,1767.8571428571445,EOD Exit,529.1005291005291,0.1767857142857144,2020,5,1643290.7530747242,164.32907530747258,170.1485400394367,-5.819464731964132
439,NIFTY,9150,C,2020-05-21,2020-05-21 13:30:00,BUY,2020-05-21 13:35:00,26.4,18.4,18.4,2020-05-21 13:35:00,18.4,-8.0,0.6719999999999999,-8.672,-10840.0,Initial SL Hit,1250.0,-1.084,2020,5,1632450.7530747242,163.24507530747258,170.1485400394367,-6.903464731964135
440,NIFTY,9150,C,2020-05-21,2020-05-21 13:40:00,BUY,2020-05-21 13:45:00,18.55,12.35,12.35,2020-05-21 14:00:00,12.35,-6.200000000000001,0.4634999999999999,-6.663500000000001,-10747.58064516129,Initial SL Hit,1612.9032258064512,-1.074758064516129,2020,5,1621703.172429563,162.17031724295646,170.1485400394367,-7.978222796480253
137,BANKNIFTY,18000,P,2020-05-21,2020-05-21 14:15:00,BUY,2020-05-21 14:20:00,174.95,56.65,293.5,2020-05-21 15:00:00,272.2,97.25,6.707249999999999,90.54275,7653.655959425191,TSL Hit,84.530853761623,0.7653655959425191,2020,5,1629356.8283889883,162.93568283889897,170.1485400394367,-7.212857200537741
441,NIFTY,9150,P,2020-05-21,2020-05-21 14:30:00,BUY,2020-05-21 14:35:00,48.05,33.0,33.0,2020-05-21 14:35:00,33.0,-15.049999999999995,1.21575,-16.265749999999997,-10807.8073089701,Initial SL Hit,664.451827242525,-1.08078073089701,2020,5,1618549.0210800183,161.85490210800197,170.1485400394367,-8.293637931434745
138,BANKNIFTY,19200,P,2020-05-28,2020-05-28 14:05:00,BUY,2020-05-28 14:10:00,150.75,101.3,101.3,2020-05-28 14:40:00,101.3,-49.45,3.78075,-53.23075,-10764.560161779576,Initial SL Hit,202.22446916076845,-1.0764560161779575,2020,5,1607784.4609182386,160.778446091824,170.1485400394367,-9.370093947612702
442,NIFTY,9450,C,2020-05-28,2020-05-28 14:30:00,BUY,2020-05-28 14:35:00,16.0,12.25,36.725,2020-05-28 15:20:00,39.15,23.15,0.8272499999999999,22.32275,59527.33333333333,EOD Exit,2666.6666666666665,5.952733333333333,2020,5,1667311.7942515719,166.73117942515734,170.1485400394367,-3.4173606142793744
443,NIFTY,10000,P,2020-06-11,2020-06-11 13:30:00,BUY,2020-06-11 13:35:00,49.85,29.05,29.05,2020-06-11 13:45:00,29.05,-20.8,1.1835,-21.9835,-10568.990384615385,Initial SL Hit,480.7692307692308,-1.0568990384615384,2020,6,1656742.8038669564,165.67428038669578,170.1485400394367,-4.474259652740926
444,NIFTY,10000,P,2020-06-11,2020-06-11 13:50:00,BUY,2020-06-11 13:55:00,37.4,27.0,68.0125,2020-06-11 14:30:00,67.2,29.800000000000004,1.569,28.231000000000005,27145.19230769232,TSL Hit,961.5384615384615,2.7145192307692314,2020,6,1683887.9961746486,168.38879961746503,170.1485400394367,-1.759740421971685
139,BANKNIFTY,20700,P,2020-06-11,2020-06-11 14:20:00,BUY,2020-06-11 14:25:00,175.25,114.85,114.85,2020-06-11 14:30:00,114.85,-60.400000000000006,4.351500000000001,-64.75150000000001,-10720.44701986755,Initial SL Hit,165.56291390728475,-1.072044701986755,2020,6,1673167.549154781,167.31675491547827,170.1485400394367,-2.83178512395844
445,NIFTY,10000,P,2020-06-11,2020-06-11 14:35:00,BUY,2020-06-11 14:40:00,83.1,64.25,77.15,2020-06-11 14:45:00,76.1,-7.0,2.388,-9.388,-4980.371352785147,TSL Hit,530.503978779841,-0.4980371352785147,2020,6,1668187.177801996,166.81871778019976,170.1485400394367,-3.3298222592369484
446,NIFTY,10000,P,2020-06-11,2020-06-11 14:55:00,BUY,2020-06-11 15:00:00,83.5,71.65,97.3875,2020-06-11 15:20:00,96.7,13.200000000000005,2.703,10.497000000000003,8858.227848101273,TSL Hit,843.8818565400848,0.8858227848101273,2020,6,1677045.4056500972,167.7045405650099,170.1485400394367,-2.4439994744268176
447,NIFTY,10000,C,2020-06-18,2020-06-18 13:30:00,BUY,2020-06-18 13:35:00,20.0,10.75,75.85,2020-06-18 14:30:00,75.3,55.3,1.4295,53.8705,58238.37837837837,TSL Hit,1081.081081081081,5.8238378378378375,2020,6,1735283.7840284756,173.52837840284772,173.52837840284772,0.0
140,BANKNIFTY,20500,C,2020-06-18,2020-06-18 14:00:00,BUY,2020-06-18 14:05:00,78.6,36.9,356.2875,2020-06-18 14:35:00,339.15,260.54999999999995,6.266249999999999,254.28374999999997,60979.31654676258,TSL Hit,239.80815347721824,6.097931654676258,2020,6,1796263.1005752382,179.62631005752397,179.62631005752397,0.0
448,NIFTY,10000,C,2020-06-18,2020-06-18 14:35:00,BUY,2020-06-18 14:40:00,75.5,61.65,61.65,2020-06-18 14:40:00,61.65,-13.85,2.05725,-15.90725,-11485.37906137184,Initial SL Hit,722.0216606498194,-1.148537906137184,2020,6,1784777.7215138664,178.47777215138677,179.62631005752397,-1.148537906137193
141,BANKNIFTY,20500,C,2020-06-18,2020-06-18 14:40:00,BUY,2020-06-18 14:45:00,354.35,271.35,435.6,2020-06-18 15:10:00,432.5,78.14999999999998,11.80275,66.34724999999997,7993.64457831325,TSL Hit,120.48192771084338,0.799364457831325,2020,6,1792771.3660921797,179.2771366092181,179.62631005752397,-0.34917344830586217
449,NIFTY,10000,C,2020-06-18,2020-06-18 14:45:00,BUY,2020-06-18 14:50:00,78.05,48.45,86.75,2020-06-18 15:20:00,90.8,12.75,2.53275,10.21725,3451.7736486486497,EOD Exit,337.8378378378379,0.3451773648648649,2020,6,1796223.1397408284,179.62231397408297,179.62631005752397,-0.003996083440995335
450,NIFTY,10250,C,2020-06-25,2020-06-25 14:05:00,BUY,2020-06-25 14:10:00,81.6,60.15,60.15,2020-06-25 14:45:00,60.15,-21.45,2.12625,-23.576249999999995,-10991.25874125874,Initial SL Hit,466.2004662004663,-1.099125874125874,2020,6,1785231.8809995698,178.5231880999571,179.62631005752397,-1.1031219575668558
142,BANKNIFTY,21500,C,2020-06-25,2020-06-25 14:35:00,BUY,2020-06-25 14:40:00,174.6,76.35,76.35,2020-06-25 14:45:00,76.35,-98.25,3.76425,-102.01425,-10383.129770992366,Initial SL Hit,101.78117048346056,-1.0383129770992363,2020,6,1774848.7512285775,177.4848751228579,179.62631005752397,-2.14143493466608
451,NIFTY,10550,C,2020-07-02,2020-07-02 13:35:00,BUY,2020-07-02 13:40:00,30.2,24.0,41.0375,2020-07-02 14:00:00,35.65,5.449999999999999,0.98775,4.462249999999999,7197.177419354838,TSL Hit,1612.9032258064517,0.7197177419354838,2020,7,1782045.9286479324,178.20459286479337,179.62631005752397,-1.421717192730597
452,NIFTY,10550,C,2020-07-02,2020-07-02 14:05:00,BUY,2020-07-02 14:10:00,44.5,33.15,41.6125,2020-07-02 14:20:00,37.15,-7.350000000000001,1.22475,-8.574750000000002,-7554.845814977973,TSL Hit,881.0572687224668,-0.7554845814977973,2020,7,1774491.0828329544,177.44910828329557,179.62631005752397,-2.1772017742283936
453,NIFTY,10800,C,2020-07-09,2020-07-09 14:45:00,BUY,2020-07-09 14:50:00,19.4,13.0,13.0,2020-07-09 14:55:00,13.0,-6.399999999999999,0.486,-6.885999999999998,-10759.375,Initial SL Hit,1562.5000000000005,-1.0759375,2020,7,1763731.7078329544,176.37317078329556,179.62631005752397,-3.2531392742284027
143,BANKNIFTY,21400,C,2020-07-16,2020-07-16 14:50:00,BUY,2020-07-16 14:55:00,142.95,40.0,199.1,2020-07-16 15:15:00,192.9,49.95000000000002,5.03775,44.912250000000014,4362.530354541041,TSL Hit,97.13453132588636,0.436253035454104,2020,7,1768094.2381874954,176.80942381874968,179.62631005752397,-2.8168862387742877
454,NIFTY,10650,C,2020-07-16,2020-07-16 14:55:00,BUY,2020-07-16 15:00:00,61.7,15.2,88.4625,2020-07-16 15:20:00,87.0,25.3,2.2305,23.0695,4961.182795698925,TSL Hit,215.05376344086025,0.4961182795698925,2020,7,1773055.4209831944,177.30554209831956,179.62631005752397,-2.320767959204403
455,NIFTY,11200,C,2020-07-23,2020-07-23 13:50:00,BUY,2020-07-23 13:55:00,27.25,18.6,31.5,2020-07-23 14:10:00,29.2,1.9499999999999995,0.84675,1.1032499999999992,1275.4335260115602,TSL Hit,1156.06936416185,0.127543352601156,2020,7,1774330.854509206,177.43308545092071,179.62631005752397,-2.193224606603252
144,BANKNIFTY,23100,C,2020-07-23,2020-07-23 14:05:00,BUY,2020-07-23 14:10:00,81.5,45.05,45.05,2020-07-23 14:15:00,45.05,-36.45,1.89825,-38.34825,-10520.781893004114,Initial SL Hit,274.3484224965706,-1.0520781893004114,2020,7,1763810.0726162018,176.3810072616203,179.62631005752397,-3.2453027959036547
456,NIFTY,11200,P,2020-07-30,2020-07-30 13:30:00,BUY,2020-07-30 13:35:00,37.7,27.1,27.1,2020-07-30 13:40:00,27.1,-10.6,0.972,-11.572,-10916.98113207547,Initial SL Hit,943.3962264150942,-1.0916981132075472,2020,7,1752893.0914841264,175.28930914841277,179.62631005752397,-4.337000909111197
457,NIFTY,11200,P,2020-07-30,2020-07-30 13:45:00,BUY,2020-07-30 13:50:00,33.25,26.25,97.5375,2020-07-30 14:30:00,80.05,46.8,1.6994999999999998,45.1005,64429.28571428572,TSL Hit,1428.571428571429,6.442928571428571,2020,7,1817322.377198412,181.73223771984135,181.73223771984135,0.0
145,BANKNIFTY,21900,P,2020-07-30,2020-07-30 14:00:00,BUY,2020-07-30 14:05:00,110.3,49.0,279.975,2020-07-30 14:30:00,196.1,85.8,4.595999999999999,81.204,13246.982055464929,TSL Hit,163.13213703099512,1.3246982055464926,2020,7,1830569.359253877,183.05693592538785,183.05693592538785,0.0
146,BANKNIFTY,21900,P,2020-07-30,2020-07-30 14:35:00,BUY,2020-07-30 14:40:00,228.45,186.1,186.1,2020-07-30 14:40:00,186.1,-42.35,6.218249999999999,-48.56824999999999,-11468.299881936246,Initial SL Hit,236.1275088547816,-1.1468299881936246,2020,7,1819101.0593719408,181.91010593719423,183.05693592538785,-1.1468299881936161
458,NIFTY,11200,P,2020-07-30,2020-07-30 14:35:00,BUY,2020-07-30 14:40:00,90.05,75.8,75.8,2020-07-30 14:45:00,75.8,-14.25,2.48775,-16.73775,-11745.78947368421,Initial SL Hit,701.7543859649123,-1.174578947368421,2020,7,1807355.2698982565,180.73552698982581,183.05693592538785,-2.321408935562033
147,BANKNIFTY,21900,P,2020-07-30,2020-07-30 14:45:00,BUY,2020-07-30 14:50:00,211.15,119.95,243.825,2020-07-30 15:20:00,258.05,46.900000000000006,7.038,39.86200000000001,4370.833333333334,EOD Exit,109.64912280701752,0.4370833333333334,2020,7,1811726.1032315898,181.17261032315915,183.05693592538785,-1.8843256022286994
459,NIFTY,11200,P,2020-07-30,2020-07-30 14:50:00,BUY,2020-07-30 14:55:00,79.45,51.6,91.975,2020-07-30 15:20:00,97.3,17.849999999999994,2.65125,15.198749999999992,5457.360861759423,EOD Exit,359.0664272890485,0.5457360861759423,2020,7,1817183.4640933492,181.71834640933508,183.05693592538785,-1.3385895160527639
460,NIFTY,11300,P,2020-08-13,2020-08-13 13:30:00,BUY,2020-08-13 13:35:00,23.2,18.95,18.95,2020-08-13 13:40:00,18.95,-4.25,0.63225,-4.88225,-11487.64705882353,Initial SL Hit,2352.9411764705883,-1.148764705882353,2020,8,1805695.8170345256,180.56958170345274,183.05693592538785,-2.4873542219351066
