,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Trade Year,Trade Month,Cumulative PnL,Cumulative ROI%,Running Max ROI%,Drawdown
319,NIFTY,9450,C,2017-05-25,2017-05-25 14:45:00,BUY,2017-05-25 14:50:00,21.0,16.0,56.8375,2017-05-25 15:15:00,50.95,29.950000000000003,1.07925,28.87075,57741.5,TSL Hit,2000.0,5.774150000000001,2017,5,781162.923697614,78.11629236976141,78.11629236976141,0.0
14,BANKNIFTY,22900,C,2017-05-25,2017-05-25 14:55:00,BUY,2017-05-25 15:00:00,210.0,165.0,307.5625,2017-05-25 15:15:00,295.6,85.60000000000002,7.584,78.01600000000002,17336.888888888894,TSL Hit,222.22222222222223,1.7336888888888895,2017,5,798499.8125865029,79.8499812586503,79.8499812586503,0.0
15,BANKNIFTY,23300,C,2017-06-01,2017-06-01 14:10:00,BUY,2017-06-01 14:15:00,60.6,45.45,45.45,2017-06-01 14:25:00,45.45,-15.15,1.59075,-16.74075,-11050.0,Initial SL Hit,660.0660066006601,-1.105,2017,6,787449.8125865029,78.7449812586503,79.8499812586503,-1.105000000000004
16,BANKNIFTY,23600,P,2017-06-08,2017-06-08 15:00:00,BUY,2017-06-08 15:05:00,39.95,25.45,55.7,2017-06-08 15:20:00,58.05,18.099999999999994,1.47,16.629999999999995,11468.965517241371,EOD Exit,689.6551724137929,1.1468965517241372,2017,6,798918.7781037443,79.89187781037444,79.89187781037444,0.0
17,BANKNIFTY,23400,P,2017-06-15,2017-06-15 14:05:00,BUY,2017-06-15 14:10:00,51.1,30.55,75.4625,2017-06-15 14:30:00,73.0,21.9,1.8615,20.0385,9751.094890510947,TSL Hit,486.61800486618006,0.975109489051095,2017,6,808669.8729942552,80.86698729942553,80.86698729942553,0.0
18,BANKNIFTY,23900,P,2017-06-22,2017-06-22 14:10:00,BUY,2017-06-22 14:15:00,59.25,46.25,99.9375,2017-06-22 14:35:00,97.55,38.3,2.352,35.948,27652.30769230769,TSL Hit,769.2307692307693,2.7652307692307696,2017,6,836322.1806865629,83.6322180686563,83.6322180686563,0.0
19,BANKNIFTY,23900,P,2017-06-22,2017-06-22 14:45:00,BUY,2017-06-22 14:50:00,98.8,87.05,144.4,2017-06-22 15:05:00,143.0,44.2,3.627,40.573,34530.21276595745,TSL Hit,851.063829787234,3.4530212765957446,2017,6,870852.3934525204,87.08523934525205,87.08523934525205,0.0
320,NIFTY,9500,P,2017-06-29,2017-06-29 13:35:00,BUY,2017-06-29 13:40:00,19.3,12.0,12.0,2017-06-29 13:45:00,12.0,-7.300000000000001,0.4695,-7.769500000000001,-10643.150684931508,Initial SL Hit,1369.86301369863,-1.0643150684931508,2017,6,860209.2427675888,86.0209242767589,87.08523934525205,-1.0643150684931442
321,NIFTY,9500,P,2017-06-29,2017-06-29 13:50:00,BUY,2017-06-29 13:55:00,12.5,7.7,7.7,2017-06-29 14:00:00,7.7,-4.8,0.303,-5.103,-10631.25,Initial SL Hit,2083.333333333333,-1.063125,2017,6,849577.9927675888,84.9577992767589,87.08523934525205,-2.1274400684931436
322,NIFTY,9500,P,2017-06-29,2017-06-29 14:05:00,BUY,2017-06-29 14:10:00,8.15,4.25,4.25,2017-06-29 14:20:00,4.25,-3.9,0.186,-4.086,-10476.923076923078,Initial SL Hit,2564.102564102564,-1.0476923076923077,2017,6,839101.0696906657,83.9101069690666,87.08523934525205,-3.175132376185445
20,BANKNIFTY,23200,P,2017-06-29,2017-06-29 14:25:00,BUY,2017-06-29 14:30:00,15.4,8.5,8.5,2017-06-29 14:30:00,8.5,-6.9,0.3585,-7.258500000000001,-10519.565217391304,Initial SL Hit,1449.2753623188405,-1.0519565217391305,2017,6,828581.5044732743,82.85815044732747,87.08523934525205,-4.227088897924574
21,BANKNIFTY,23200,P,2017-06-29,2017-06-29 14:50:00,BUY,2017-06-29 14:55:00,14.0,6.55,6.55,2017-06-29 14:55:00,6.55,-7.45,0.30825,-7.75825,-10413.758389261746,Initial SL Hit,1342.2818791946308,-1.0413758389261747,2017,6,818167.7460840126,81.8167746084013,87.08523934525205,-5.268464736850746
22,BANKNIFTY,23500,C,2017-07-06,2017-07-06 14:05:00,BUY,2017-07-06 14:10:00,43.2,35.3,35.3,2017-07-06 14:15:00,35.3,-7.900000000000006,1.1775,-9.077500000000006,-11490.506329113923,Initial SL Hit,1265.8227848101258,-1.1490506329113923,2017,7,806677.2397548986,80.6677239754899,87.08523934525205,-6.4175153697621425
323,NIFTY,10050,P,2017-07-27,2017-07-27 14:55:00,BUY,2017-07-27 15:00:00,12.4,3.3,3.3,2017-07-27 15:20:00,24.0,11.6,0.5459999999999999,11.054,12147.252747252744,EOD Exit,1098.9010989010987,1.2147252747252746,2017,7,818824.4925021513,81.88244925021517,87.08523934525205,-5.202790095036875
23,BANKNIFTY,24800,P,2017-08-03,2017-08-03 14:10:00,BUY,2017-08-03 14:15:00,31.95,22.25,97.525,2017-08-03 14:45:00,94.25,62.3,1.893,60.407,62275.257731958765,TSL Hit,1030.9278350515465,6.227525773195876,2017,8,881099.75023411,88.10997502341105,88.10997502341105,0.0
24,BANKNIFTY,24800,P,2017-08-03,2017-08-03 14:55:00,BUY,2017-08-03 15:00:00,105.15,49.8,49.8,2017-08-03 15:20:00,106.9,1.75,3.18075,-1.4307500000000002,-258.4914182475158,EOD Exit,180.66847335140017,-0.0258491418247515,2017,8,880841.2588158626,88.0841258815863,88.10997502341105,-0.025849141824750177
324,NIFTY,9900,C,2017-08-31,2017-08-31 14:25:00,BUY,2017-08-31 14:30:00,9.55,6.55,6.55,2017-08-31 14:55:00,6.55,-3.000000000000001,0.2415,-3.2415000000000007,-10804.999999999998,Initial SL Hit,3333.333333333332,-1.0804999999999998,2017,8,870036.2588158626,87.0036258815863,88.10997502341105,-1.1063491418247509
25,BANKNIFTY,23700,P,2017-09-28,2017-09-28 14:15:00,BUY,2017-09-28 14:20:00,21.3,12.3,12.3,2017-09-28 14:25:00,12.3,-9.0,0.504,-9.504,-10560.0,Initial SL Hit,1111.111111111111,-1.056,2017,9,859476.2588158626,85.9476258815863,88.10997502341105,-2.1623491418247482
26,BANKNIFTY,24100,C,2017-10-12,2017-10-12 14:25:00,BUY,2017-10-12 14:30:00,98.0,62.85,231.55,2017-10-12 15:20:00,247.05,149.05,5.17575,143.87425000000002,40931.50782361309,EOD Exit,284.4950213371266,4.09315078236131,2017,10,900407.7666394757,90.04077666394761,90.04077666394761,0.0
325,NIFTY,10300,C,2017-10-26,2017-10-26 13:30:00,BUY,2017-10-26 13:35:00,29.1,22.3,37.0125,2017-10-26 14:05:00,35.25,6.149999999999999,0.9652499999999998,5.184749999999998,7624.632352941174,TSL Hit,1470.5882352941176,0.7624632352941174,2017,10,908032.3989924169,90.80323989924173,90.80323989924173,0.0
326,NIFTY,10300,C,2017-10-26,2017-10-26 14:55:00,BUY,2017-10-26 15:00:00,19.45,13.15,39.7125,2017-10-26 15:15:00,35.75,16.3,0.828,15.472,24558.730158730163,TSL Hit,1587.3015873015877,2.455873015873016,2017,10,932591.1291511471,93.25911291511474,93.25911291511474,0.0
327,NIFTY,10250,C,2017-11-30,2017-11-30 14:20:00,BUY,2017-11-30 14:25:00,55.45,42.1,42.1,2017-11-30 14:30:00,42.1,-13.35,1.4632500000000002,-14.813250000000002,-11096.067415730338,Initial SL Hit,749.063670411985,-1.1096067415730335,2017,11,921495.0617354168,92.14950617354171,93.25911291511474,-1.1096067415730317
27,BANKNIFTY,25000,C,2017-12-14,2017-12-14 14:00:00,BUY,2017-12-14 14:05:00,61.35,42.95,66.8625,2017-12-14 14:15:00,53.85,-7.5,1.728,-9.228,-5015.217391304348,TSL Hit,543.4782608695652,-0.5015217391304349,2017,12,916479.8443441124,91.64798443441127,93.25911291511474,-1.6111284807034707
28,BANKNIFTY,25000,C,2017-12-14,2017-12-14 14:20:00,BUY,2017-12-14 14:25:00,79.0,49.2,88.88749999999999,2017-12-14 14:40:00,84.0,5.0,2.445,2.555,857.3825503355706,TSL Hit,335.57046979865777,0.085738255033557,2017,12,917337.226894448,91.73372268944483,93.25911291511474,-1.5253902256699092
29,BANKNIFTY,25000,C,2017-12-14,2017-12-14 14:50:00,BUY,2017-12-14 14:55:00,92.75,67.8,147.15,2017-12-14 15:20:00,156.1,63.35,3.73275,59.61724999999999,23894.68937875751,EOD Exit,400.8016032064128,2.389468937875751,2017,12,941231.9162732055,94.12319162732058,94.12319162732058,0.0
328,NIFTY,10500,C,2017-12-28,2017-12-28 14:05:00,BUY,2017-12-28 14:10:00,29.55,22.7,25.7125,2017-12-28 14:15:00,22.7,-6.850000000000001,0.78375,-7.633750000000001,-11144.160583941604,Initial SL hit,1459.8540145985398,-1.1144160583941605,2017,12,930087.7556892639,93.00877556892642,94.12319162732058,-1.1144160583941556
30,BANKNIFTY,25500,C,2017-12-28,2017-12-28 14:05:00,BUY,2017-12-28 14:10:00,47.95,35.0,35.0,2017-12-28 14:15:00,35.0,-12.950000000000005,1.24425,-14.194250000000004,-10960.810810810812,Initial SL Hit,772.200772200772,-1.0960810810810813,2017,12,919126.9448784532,91.91269448784534,94.12319162732058,-2.210497139475237
329,NIFTY,10500,C,2017-12-28,2017-12-28 14:30:00,BUY,2017-12-28 14:35:00,26.0,15.2,15.2,2017-12-28 15:00:00,15.2,-10.8,0.618,-11.418,-10572.222222222224,Initial SL Hit,925.925925925926,-1.0572222222222225,2017,12,908554.7226562309,90.85547226562312,94.12319162732058,-3.267719361697459
31,BANKNIFTY,26700,P,2018-01-18,2018-01-18 14:45:00,BUY,2018-01-18 14:50:00,210.0,42.65,175.2375,2018-01-18 14:55:00,174.9,-35.099999999999994,5.773499999999999,-40.87349999999999,-2442.3961756797125,TSL Hit,59.755004481625335,-0.2442396175679712,2018,1,906112.3264805512,90.61123264805515,94.12319162732058,-3.5119589792654295
330,NIFTY,11050,P,2018-01-25,2018-01-25 13:30:00,BUY,2018-01-25 13:35:00,40.0,26.9,36.85,2018-01-25 13:40:00,34.6,-5.399999999999999,1.1189999999999998,-6.518999999999998,-4976.335877862593,TSL Hit,763.3587786259541,-0.4976335877862593,2018,1,901135.9906026885,90.1135990602689,94.12319162732058,-4.009592567051683
32,BANKNIFTY,27400,P,2018-01-25,2018-01-25 14:35:00,BUY,2018-01-25 14:40:00,105.0,83.1,83.1,2018-01-25 14:45:00,83.1,-21.90000000000001,2.8215,-24.72150000000001,-11288.356164383562,Initial SL Hit,456.62100456620993,-1.1288356164383562,2018,1,889847.6344383049,88.98476344383054,94.12319162732058,-5.138428183490035
33,BANKNIFTY,26000,P,2018-02-08,2018-02-08 14:35:00,BUY,2018-02-08 14:40:00,104.95,68.0,68.0,2018-02-08 14:45:00,68.0,-36.95,2.59425,-39.544250000000005,-10702.097428958052,Initial SL Hit,270.6359945872801,-1.0702097428958053,2018,2,879145.5370093469,87.91455370093475,94.12319162732058,-6.208637926385833
34,BANKNIFTY,25400,P,2018-02-15,2018-02-15 14:30:00,BUY,2018-02-15 14:35:00,34.0,25.05,25.05,2018-02-15 14:35:00,25.05,-8.95,0.8857499999999999,-9.83575,-10989.664804469274,Initial SL Hit,1117.31843575419,-1.0989664804469277,2018,2,868155.8722048776,86.81558722048781,94.12319162732058,-7.307604406832766
35,BANKNIFTY,25400,P,2018-02-15,2018-02-15 14:40:00,BUY,2018-02-15 14:45:00,68.75,24.0,52.75,2018-02-15 14:55:00,42.45,-26.3,1.668,-27.968,-6249.832402234636,TSL Hit,223.463687150838,-0.6249832402234635,2018,2,861906.0398026429,86.19060398026436,94.12319162732058,-7.9325876470562235
331,NIFTY,10350,C,2018-02-22,2018-02-22 13:45:00,BUY,2018-02-22 13:50:00,33.4,21.15,35.4,2018-02-22 14:05:00,26.0,-7.399999999999999,0.8909999999999999,-8.290999999999999,-6768.1632653061215,TSL Hit,816.3265306122449,-0.6768163265306122,2018,2,855137.8765373367,85.51378765373374,94.12319162732058,-8.609403973586836
36,BANKNIFTY,25100,P,2018-03-01,2018-03-01 14:45:00,BUY,2018-03-01 14:50:00,95.6,52.0,83.7875,2018-03-01 14:55:00,52.0,-43.6,2.214,-45.81399999999999,-10507.798165137614,Initial SL hit,229.35779816513764,-1.0507798165137614,2018,3,844630.0783721991,84.46300783721998,94.12319162732058,-9.660183790100604
37,BANKNIFTY,25100,P,2018-03-01,2018-03-01 15:00:00,BUY,2018-03-01 15:05:00,178.7,50.85,170.1375,2018-03-01 15:20:00,179.0,0.3000000000000113,5.3655,-5.065499999999989,-396.2064919827914,EOD Exit,78.21666014861165,-0.0396206491982791,2018,3,844233.8718802163,84.42338718802169,94.12319162732058,-9.699804439298887
38,BANKNIFTY,24300,C,2018-03-08,2018-03-08 14:00:00,BUY,2018-03-08 14:05:00,26.65,16.8,100.7625,2018-03-08 14:45:00,82.8,56.15,1.6417499999999998,54.50825,55338.324873096455,TSL Hit,1015.2284263959392,5.533832487309645,2018,3,899572.1967533127,89.95721967533134,94.12319162732058,-4.165971951989235
39,BANKNIFTY,24300,C,2018-03-08,2018-03-08 14:50:00,BUY,2018-03-08 14:55:00,126.65,69.45,171.225,2018-03-08 15:10:00,148.95,22.299999999999983,4.134,18.165999999999983,3175.874125874123,TSL Hit,174.82517482517483,0.3175874125874123,2018,3,902748.0708791869,90.27480708791876,94.12319162732058,-3.8483845394018203
40,BANKNIFTY,24500,C,2018-04-05,2018-04-05 14:15:00,BUY,2018-04-05 14:20:00,58.0,48.25,48.25,2018-04-05 14:30:00,48.25,-9.75,1.59375,-11.34375,-11634.615384615385,Initial SL Hit,1025.6410256410256,-1.1634615384615383,2018,4,891113.4554945715,89.11134554945723,94.12319162732058,-5.011846077863353
41,BANKNIFTY,24500,C,2018-04-05,2018-04-05 14:40:00,BUY,2018-04-05 14:45:00,93.05,39.3,210.375,2018-04-05 15:20:00,249.0,155.95,5.13075,150.81924999999998,28059.395348837206,EOD Exit,186.04651162790697,2.805939534883721,2018,4,919172.8508434087,91.91728508434095,94.12319162732058,-2.2059065429796334
42,BANKNIFTY,25200,C,2018-04-12,2018-04-12 14:00:00,BUY,2018-04-12 14:05:00,21.65,13.65,13.65,2018-04-12 14:20:00,13.65,-7.999999999999998,0.5295,-8.529499999999999,-10661.875,Initial SL Hit,1250.0000000000002,-1.0661874999999998,2018,4,908510.9758434087,90.85109758434095,94.12319162732058,-3.2720940429796315
43,BANKNIFTY,24900,C,2018-04-26,2018-04-26 15:00:00,BUY,2018-04-26 15:05:00,63.1,14.45,81.6,2018-04-26 15:20:00,96.0,32.9,2.3865,30.5135,6272.045220966084,EOD Exit,205.5498458376156,0.6272045220966085,2018,4,914783.0210643748,91.47830210643755,94.12319162732058,-2.6448895208830265
44,BANKNIFTY,25600,C,2018-05-03,2018-05-03 14:00:00,BUY,2018-05-03 14:05:00,41.8,25.55,46.3375,2018-05-03 14:20:00,45.85,4.050000000000004,1.31475,2.735250000000004,1683.230769230772,TSL Hit,615.3846153846155,0.1683230769230772,2018,5,916466.2518336056,91.64662518336063,94.12319162732058,-2.4765664439599533
45,BANKNIFTY,25800,C,2018-05-24,2018-05-24 14:05:00,BUY,2018-05-24 14:10:00,18.05,11.25,37.0375,2018-05-24 14:40:00,34.6,16.55,0.7897500000000001,15.76025,23176.83823529412,TSL Hit,1470.5882352941176,2.317683823529412,2018,5,939643.0900688997,93.96430900689003,94.12319162732058,-0.15888262043054624
46,BANKNIFTY,25800,C,2018-05-24,2018-05-24 14:45:00,BUY,2018-05-24 14:50:00,74.9,26.05,175.7,2018-05-24 15:20:00,206.55,131.65,4.22175,127.42825,26085.61924257932,EOD Exit,204.70829068577277,2.608561924257932,2018,5,965728.709311479,96.57287093114796,96.57287093114796,0.0
332,NIFTY,10700,C,2018-05-31,2018-05-31 13:35:00,BUY,2018-05-31 13:40:00,5.4,3.05,3.05,2018-05-31 14:00:00,3.05,-2.3500000000000005,0.1267499999999999,-2.4767500000000005,-10539.36170212766,Initial SL Hit,4255.319148936169,-1.053936170212766,2018,5,955189.3476093514,95.5189347609352,96.57287093114796,-1.053936170212765
47,BANKNIFTY,26500,C,2018-05-31,2018-05-31 14:00:00,BUY,2018-05-31 14:05:00,65.2,42.0,424.95,2018-05-31 15:20:00,436.35,371.15,7.52325,363.62675,156735.66810344826,EOD Exit,431.03448275862064,15.673566810344829,2018,5,1111925.0157127997,111.19250157128002,111.19250157128002,0.0
48,BANKNIFTY,26600,C,2018-06-14,2018-06-14 14:45:00,BUY,2018-06-14 14:50:00,46.95,31.65,31.65,2018-06-14 14:50:00,31.65,-15.300000000000004,1.1789999999999998,-16.479000000000003,-10770.588235294115,Initial SL Hit,653.5947712418299,-1.0770588235294116,2018,6,1101154.4274775055,110.1154427477506,111.19250157128002,-1.0770588235294127
333,NIFTY,10600,P,2018-06-28,2018-06-28 13:30:00,BUY,2018-06-28 13:35:00,12.7,10.35,36.462500000000006,2018-06-28 14:40:00,31.0,18.3,0.6555,17.6445,75082.97872340426,TSL Hit,4255.319148936171,7.508297872340426,2018,6,1176237.4062009098,117.62374062009103,117.62374062009103,0.0
49,BANKNIFTY,26300,P,2018-06-28,2018-06-28 14:00:00,BUY,2018-06-28 14:05:00,58.65,35.35,80.475,2018-06-28 14:20:00,78.45,19.800000000000004,2.0565,17.743500000000004,7615.236051502148,TSL Hit,429.1845493562232,0.7615236051502148,2018,6,1183852.642252412,118.38526422524124,118.38526422524124,0.0
50,BANKNIFTY,26300,P,2018-06-28,2018-06-28 14:25:00,BUY,2018-06-28 14:30:00,123.45,59.55,123.1875,2018-06-28 14:40:00,108.25,-15.200000000000005,3.4755,-18.675500000000003,-2922.613458528952,TSL Hit,156.49452269170578,-0.2922613458528952,2018,6,1180930.028793883,118.09300287938835,118.38526422524124,-0.2922613458528929
51,BANKNIFTY,26300,P,2018-06-28,2018-06-28 14:45:00,BUY,2018-06-28 14:50:00,117.0,78.0,78.0,2018-06-28 14:55:00,78.0,-39.0,2.925,-41.925,-10750.0,Initial SL Hit,256.4102564102564,-1.075,2018,6,1170180.028793883,117.01800287938835,118.38526422524124,-1.3672613458528957
334,NIFTY,10600,P,2018-06-28,2018-06-28 14:45:00,BUY,2018-06-28 14:50:00,35.85,25.9,25.9,2018-06-28 14:50:00,25.9,-9.950000000000005,0.92625,-10.876250000000002,-10930.904522613066,Initial SL Hit,1005.0251256281404,-1.0930904522613063,2018,6,1159249.12427127,115.92491242712704,118.38526422524124,-2.4603517981142033
335,NIFTY,10600,P,2018-06-28,2018-06-28 14:55:00,BUY,2018-06-28 15:00:00,28.35,19.2,19.2,2018-06-28 15:00:00,19.2,-9.150000000000002,0.7132499999999999,-9.863250000000004,-10779.50819672131,Initial SL Hit,1092.8961748633876,-1.077950819672131,2018,6,1148469.6160745486,114.84696160745492,118.38526422524124,-3.5383026177863286
52,BANKNIFTY,27100,P,2018-07-12,2018-07-12 14:20:00,BUY,2018-07-12 14:25:00,68.8,47.85,47.85,2018-07-12 14:30:00,47.85,-20.95,1.74975,-22.699749999999995,-10835.202863961813,Initial SL Hit,477.3269689737471,-1.0835202863961813,2018,7,1137634.4132105866,113.76344132105874,118.38526422524124,-4.621822904182508
53,BANKNIFTY,26900,P,2018-07-19,2018-07-19 14:00:00,BUY,2018-07-19 14:05:00,62.3,45.3,45.3,2018-07-19 14:10:00,45.3,-17.0,1.614,-18.614,-10949.411764705885,Initial SL Hit,588.2352941176471,-1.0949411764705883,2018,7,1126685.0014458809,112.66850014458815,118.38526422524124,-5.716764080653093
54,BANKNIFTY,26900,P,2018-07-19,2018-07-19 14:20:00,BUY,2018-07-19 14:25:00,42.45,24.3,24.3,2018-07-19 15:20:00,91.35,48.89999999999999,2.007,46.893,25836.363636363632,EOD Exit,550.9641873278237,2.5836363636363635,2018,7,1152521.3650822444,115.25213650822451,118.38526422524124,-3.133127717016734
