,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Trade Year,Trade Month
0,midcpnifty,9200,C,2023-09-11,2023-09-11 13:30:00,BUY,2023-09-11 13:35:00,7.0,5.75,5.75,2023-09-11 13:40:00,5.75,-1.25,0.19125,-1.44125,-28825.0,Initial SL Hit,20000.0,-1.153,2023,9
1,midcpnifty,9125,C,2023-09-25,2023-09-25 13:30:00,BUY,2023-09-25 13:35:00,11.95,8.45,8.45,2023-09-25 13:45:00,8.45,-3.5,0.306,-3.806,-27185.714285714286,Initial SL Hit,7142.857142857143,-1.0874285714285714,2023,9
2,midcpnifty,9125,C,2023-09-25,2023-09-25 14:10:00,BUY,2023-09-25 14:15:00,1.75,0.8,49.894999999999996,2023-09-25 15:20:00,64.0,62.25,0.98625,61.26375,1612203.9473684211,EOD Exit,26315.78947368421,64.48815789473684,2023,9
3,midcpnifty,9025,C,2023-10-09,2023-10-09 14:45:00,BUY,2023-10-09 14:50:00,15.9,5.85,9.98,2023-10-09 15:00:00,6.4,-9.5,0.3345,-9.8345,-24463.930348258706,TSL Hit,2487.5621890547263,-0.9785572139303483,2023,10
4,midcpnifty,9150,P,2023-10-16,2023-10-16 14:05:00,BUY,2023-10-16 14:10:00,4.35,1.7,1.7,2023-10-16 14:30:00,1.7,-2.6499999999999995,0.09075,-2.7407499999999994,-25856.132075471698,Initial SL Hit,9433.962264150945,-1.0342452830188678,2023,10
5,midcpnifty,8875,P,2023-10-23,2023-10-23 15:05:00,BUY,2023-10-23 15:10:00,11.35,1.8,9.35,2023-10-23 15:20:00,28.65,17.299999999999997,0.6,16.699999999999996,43717.27748691099,EOD Exit,2617.8010471204193,1.7486910994764397,2023,10
6,midcpnifty,8700,C,2023-10-30,2023-10-30 13:35:00,BUY,2023-10-30 13:40:00,14.95,11.75,14.665000000000001,2023-10-30 14:00:00,14.35,-0.5999999999999996,0.43949999999999995,-1.0394999999999996,-8121.093749999999,TSL Hit,7812.500000000002,-0.32484375,2023,10
7,midcpnifty,8700,C,2023-10-30,2023-10-30 14:25:00,BUY,2023-10-30 14:30:00,22.4,15.85,22.56,2023-10-30 14:50:00,22.2,-0.1999999999999993,0.6689999999999999,-0.8689999999999992,-3316.7938931297685,TSL Hit,3816.7938931297717,-0.13267175572519074,2023,10
8,midcpnifty,9250,C,2023-11-13,2023-11-13 13:50:00,BUY,2023-11-13 13:55:00,6.7,4.5,6.81,2023-11-13 14:10:00,6.25,-0.4500000000000002,0.19424999999999998,-0.6442500000000002,-7321.022727272729,TSL Hit,11363.636363636362,-0.29284090909090915,2023,11
9,midcpnifty,9250,C,2023-11-13,2023-11-13 14:15:00,BUY,2023-11-13 14:20:00,6.45,4.5,4.5,2023-11-13 14:30:00,4.5,-1.9500000000000002,0.16424999999999998,-2.11425,-27105.76923076923,Initial SL Hit,12820.512820512819,-1.0842307692307693,2023,11
10,midcpnifty,9250,C,2023-11-13,2023-11-13 14:30:00,BUY,2023-11-13 14:35:00,4.7,3.7,3.7,2023-11-13 14:35:00,3.7,-1.0,0.126,-1.126,-28149.999999999996,Initial SL Hit,25000.0,-1.126,2023,11
11,midcpnifty,9250,C,2023-11-13,2023-11-13 15:05:00,BUY,2023-11-13 15:10:00,5.95,0.4,0.4,2023-11-13 15:10:00,0.4,-5.55,0.09525,-5.64525,-25429.054054054053,Initial SL Hit,4504.504504504504,-1.017162162162162,2023,11
12,midcpnifty,9475,P,2023-11-20,2023-11-20 13:45:00,BUY,2023-11-20 13:50:00,8.9,5.25,10.73,2023-11-20 14:20:00,7.7,-1.2000000000000002,0.249,-1.4490000000000003,-9924.657534246577,TSL Hit,6849.31506849315,-0.39698630136986307,2023,11
13,midcpnifty,9875,C,2023-12-04,2023-12-04 13:30:00,BUY,2023-12-04 13:35:00,11.7,9.7,9.7,2023-12-04 13:35:00,9.7,-2.0,0.32099999999999995,-2.3209999999999997,-29012.499999999996,Initial SL Hit,12500.0,-1.1604999999999999,2023,12
14,midcpnifty,9875,C,2023-12-04,2023-12-04 14:25:00,BUY,2023-12-04 14:30:00,11.05,7.25,13.594999999999999,2023-12-04 15:00:00,10.25,-0.8000000000000007,0.3195,-1.1195000000000008,-7365.131578947373,TSL Hit,6578.947368421052,-0.2946052631578949,2023,12
15,midcpnifty,10000,C,2023-12-11,2023-12-11 14:55:00,BUY,2023-12-11 15:00:00,14.3,8.35,15.855,2023-12-11 15:10:00,15.25,0.9499999999999993,0.44325,0.5067499999999994,2129.201680672266,TSL Hit,4201.680672268907,0.08516806722689065,2023,12
16,midcpnifty,10325,P,2023-12-18,2023-12-18 14:55:00,BUY,2023-12-18 15:00:00,31.65,21.55,27.0,2023-12-18 15:20:00,29.05,-2.599999999999998,0.9105,-3.5104999999999977,-8689.35643564356,EOD Exit,2475.247524752476,-0.34757425742574244,2023,12
17,midcpnifty,10475,P,2024-01-08,2024-01-08 13:30:00,BUY,2024-01-08 13:35:00,13.35,9.8,27.2,2024-01-08 15:20:00,32.25,18.9,0.6839999999999999,18.215999999999998,128281.69014084508,EOD Exit,7042.253521126762,5.131267605633803,2024,1
18,midcpnifty,10650,C,2024-01-15,2024-01-15 13:35:00,BUY,2024-01-15 13:40:00,9.4,7.25,7.25,2024-01-15 13:45:00,7.25,-2.1500000000000004,0.24974999999999997,-2.3997500000000005,-27904.06976744186,Initial SL Hit,11627.906976744183,-1.1161627906976743,2024,1
19,midcpnifty,10650,C,2024-01-15,2024-01-15 13:50:00,BUY,2024-01-15 13:55:00,8.95,4.6,4.6,2024-01-15 14:25:00,4.6,-4.35,0.20325,-4.553249999999999,-26168.10344827586,Initial SL Hit,5747.126436781609,-1.0467241379310344,2024,1
20,midcpnifty,10650,C,2024-01-15,2024-01-15 14:30:00,BUY,2024-01-15 14:35:00,6.25,4.3,4.3,2024-01-15 14:40:00,4.3,-1.9500000000000002,0.15825,-2.10825,-27028.84615384615,Initial SL Hit,12820.512820512819,-1.081153846153846,2024,1
21,midcpnifty,10650,C,2024-01-29,2024-01-29 13:30:00,BUY,2024-01-29 13:35:00,19.55,13.15,20.725,2024-01-29 14:10:00,17.0,-2.5500000000000007,0.5482499999999999,-3.0982500000000006,-12102.539062500002,TSL Hit,3906.25,-0.48410156250000014,2024,1
22,midcpnifty,10650,C,2024-01-29,2024-01-29 14:15:00,BUY,2024-01-29 14:20:00,18.4,13.3,13.3,2024-01-29 14:30:00,13.3,-5.099999999999998,0.4755,-5.575499999999998,-27330.88235294118,Initial SL Hit,4901.960784313727,-1.093235294117647,2024,1
23,midcpnifty,10650,C,2024-01-29,2024-01-29 14:35:00,BUY,2024-01-29 14:40:00,23.2,10.45,17.415,2024-01-29 14:55:00,10.45,-12.75,0.5047499999999999,-13.25475,-25989.70588235294,Initial SL hit,1960.7843137254902,-1.0395882352941177,2024,1
24,midcpnifty,10700,P,2024-02-12,2024-02-12 15:05:00,BUY,2024-02-12 15:10:00,17.75,2.6,12.78,2024-02-12 15:20:00,30.8,13.05,0.72825,12.321750000000002,20332.92079207921,EOD Exit,1650.1650165016501,0.8133168316831684,2024,2
