,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,DD%
0,2022-01-11 11:15:00,LONG,2022-01-11 12:15:00,7784.85,7763.65,7763.65,2022-01-11 14:15:00,7763.65,-21.200000000000728,-28.97425000000073,-45634.44375000115,Initial SL Hit,1575,5x,-1.825377750000046,2022,1,0.0
1,2022-01-12 10:15:00,LONG,2022-01-12 11:15:00,7831.0,7815.65,7815.65,2022-01-12 11:15:00,7815.65,-15.350000000000364,-23.173325000000364,-36497.98687500058,Initial SL Hit,1575,5x,-1.459919475000023,2022,1,-1.459919475000023
2,2022-01-12 13:15:00,LONG,2022-01-12 14:15:00,7856.9,7831.05,7831.05,2022-01-18 14:15:00,7831.05,-25.849999999999454,-33.693974999999455,-53068.010624999144,Initial SL Hit,1575,5x,-2.1227204249999656,2022,1,-3.582639899999989
3,2022-01-20 14:15:00,LONG,2022-01-20 15:15:00,7754.95,7709.8,7709.8,2022-01-21 09:15:00,7705.95,-49.0,-56.73045,-89350.45874999999,Gap Open Outside ISL,1575,5x,-3.5740183499999993,2022,1,-7.156658249999989
4,2022-01-25 13:15:00,LONG,2022-01-25 14:15:00,7349.15,7301.5,7301.5,2022-01-27 09:15:00,7291.25,-57.899999999999636,-65.22019999999964,-112504.84499999938,Gap Open Outside ISL,1725,5x,-4.500193799999975,2022,1,-11.656852049999964
5,2022-01-27 14:15:00,LONG,2022-01-27 15:15:00,7360.35,7298.1,7490.913235294117,2022-02-07 09:15:00,7458.1,97.75,90.340775,155837.83687499998,TSL Hit,1725,5x,6.233513475,2022,1,-5.423338574999963
6,2022-02-09 09:15:00,LONG,2022-02-09 10:15:00,7459.85,7420.25,7531.133088235295,2022-02-10 14:15:00,7530.85,71.0,63.50465,104782.6725,TSL Hit,1650,5x,4.1913069,2022,2,-1.232031674999964
7,2022-02-16 11:15:00,LONG,2022-02-16 12:15:00,7340.25,7313.8,7313.8,2022-02-16 14:15:00,7313.8,-26.449999999999818,-33.77702499999982,-58265.36812499969,Initial SL Hit,1725,5x,-2.3306147249999873,2022,2,-3.562646399999952
8,2022-02-16 15:15:00,LONG,2022-02-17 09:15:00,7300.35,7263.8,7263.8,2022-02-17 10:15:00,7263.8,-36.55000000000018,-43.83207500000018,-75610.3293750003,Initial SL Hit,1725,5x,-3.0244131750000123,2022,2,-6.587059574999964
9,2022-02-17 10:15:00,LONG,2022-02-17 11:15:00,7324.6,7260.1,7260.1,2022-02-18 09:15:00,7240.65,-83.95000000000073,-91.23262500000072,-157376.27812500123,Gap Open Outside ISL,1725,5x,-6.295051125000049,2022,2,-12.882110700000014
10,2022-02-23 10:15:00,LONG,2022-02-23 11:15:00,7165.2,7134.65,7134.65,2022-02-23 12:15:00,7134.65,-30.550000000000182,-37.69992500000018,-65032.37062500031,Initial SL Hit,1725,5x,-2.601294825000012,2022,2,-15.483405525000025
11,2022-02-25 13:15:00,LONG,2022-02-25 14:15:00,6938.85,6896.6,6896.6,2022-02-28 09:15:00,6886.0,-52.850000000000364,-59.76242500000036,-107572.36500000066,Gap Open Outside ISL,1800,5x,-4.302894600000026,2022,2,-19.78630012500005
12,2022-02-28 10:15:00,LONG,2022-02-28 11:15:00,6933.5,6851.4,6851.4,2022-03-04 09:15:00,6851.4,-82.10000000000036,-88.99245000000036,-160186.41000000064,Initial SL Hit,1800,5x,-6.407456400000027,2022,2,-26.193756525000076
13,2022-03-08 13:15:00,LONG,2022-03-08 14:15:00,6589.15,6487.0,7495.950735294117,2022-04-12 12:15:00,7488.05,898.9000000000005,891.8614000000006,1672240.1250000012,TSL Hit,1875,5x,66.88960500000005,2022,3,0.0
14,2022-04-21 09:15:00,LONG,2022-04-21 10:15:00,7421.6,7387.35,7387.35,2022-04-22 09:15:00,7384.65,-36.95000000000073,-44.35312500000073,-73182.65625000121,Gap Open Outside ISL,1650,5x,-2.9273062500000484,2022,4,-2.9273062500000506
15,2022-04-26 13:15:00,LONG,2022-04-26 14:15:00,7308.2,7280.95,7280.95,2022-04-27 09:15:00,7264.4,-43.80000000000018,-51.08630000000018,-88123.86750000031,Gap Open Outside ISL,1725,5x,-3.5249547000000123,2022,4,-6.45226095000006
16,2022-04-28 11:15:00,LONG,2022-04-28 12:15:00,7251.3,7224.4,7224.4,2022-04-29 15:15:00,7224.4,-26.900000000000546,-34.13785000000055,-58887.79125000094,Initial SL Hit,1725,5x,-2.3555116500000377,2022,4,-8.8077726000001
17,2022-05-13 11:15:00,LONG,2022-05-13 12:15:00,6554.95,6524.75,6524.75,2022-05-13 13:15:00,6524.75,-30.199999999999818,-36.73984999999982,-68887.21874999967,Initial SL Hit,1875,5x,-2.7554887499999863,2022,5,-11.563261350000086
18,2022-05-17 10:15:00,LONG,2022-05-17 11:15:00,6620.85,6584.8,6645.632352941177,2022-05-19 09:15:00,6560.55,-60.30000000000018,-66.89070000000018,-125420.06250000033,Gap Open Outside ISL,1875,5x,-5.016802500000014,2022,5,-16.5800638500001
19,2022-05-20 12:15:00,LONG,2022-05-20 13:15:00,6605.5,6583.2,6583.2,2022-05-25 09:15:00,6583.2,-22.300000000000182,-28.89435000000018,-54176.90625000034,Initial SL hit,1875,5x,-2.167076250000014,2022,5,-18.747140100000117
20,2022-05-26 14:15:00,LONG,2022-05-26 15:15:00,6550.95,6495.7,6719.435294117647,2022-06-06 09:15:00,6673.3,122.35000000000036,115.73787500000036,217008.51562500067,TSL Hit,1875,5x,8.680340625000028,2022,5,-10.066799475000089
21,2022-06-08 11:15:00,LONG,2022-06-08 12:15:00,6703.45,6680.5,6680.5,2022-06-08 12:15:00,6680.5,-22.949999999999818,-29.641974999999817,-55578.70312499966,Initial SL Hit,1875,5x,-2.223148124999986,2022,6,-12.289947600000076
22,2022-06-09 14:15:00,LONG,2022-06-09 15:15:00,6696.2,6668.75,6668.75,2022-06-10 09:15:00,6635.0,-61.19999999999982,-67.86559999999982,-127247.99999999965,Gap Open Outside ISL,1875,5x,-5.089919999999986,2022,6,-17.37986760000006
23,2022-06-15 10:15:00,LONG,2022-06-15 11:15:00,6455.05,6431.35,6431.35,2022-06-16 11:15:00,6431.35,-23.699999999999818,-30.14319999999982,-58779.23999999965,Initial SL Hit,1950,5x,-2.351169599999986,2022,6,-19.731037200000046
24,2022-06-21 09:15:00,LONG,2022-06-21 10:15:00,6237.6,6151.95,6310.6080882352935,2022-07-01 09:15:00,6291.25,53.649999999999636,47.38557499999963,95955.78937499925,TSL Hit,2025,5x,3.8382315749999703,2022,6,-15.892805625000076
25,2022-07-01 14:15:00,LONG,2022-07-01 15:15:00,6390.25,6339.05,6339.05,2022-07-04 09:15:00,6339.05,-51.19999999999982,-57.564649999999816,-112251.06749999964,Initial SL hit,1950,5x,-4.490042699999986,2022,7,-20.38284832500006
26,2022-07-04 11:15:00,LONG,2022-07-04 12:15:00,6384.7,6367.05,6367.05,2022-07-04 12:15:00,6367.05,-17.649999999999636,-24.025874999999637,-46850.45624999929,Initial SL hit,1950,5x,-1.8740182499999716,2022,7,-22.256866575000032
27,2022-07-04 13:15:00,LONG,2022-07-04 14:15:00,6393.35,6368.5,7319.049999999999,2022-08-22 09:15:00,7306.2,912.8499999999995,906.0002249999994,1766700.4387499988,TSL Hit,1950,5x,70.66801754999995,2022,7,0.0
28,2022-08-24 13:15:00,LONG,2022-08-24 14:15:00,7319.5,7288.5,7365.971323529411,2022-08-25 14:15:00,7325.25,5.75,-1.572375,-2712.346875,TSL Hit,1725,5x,-0.10849387500000002,2022,8,-0.10849387499999352
29,2022-08-30 10:15:00,LONG,2022-08-30 11:15:00,7375.4,7359.15,7366.6772058823535,2022-09-01 09:15:00,7359.15,-16.25,-23.617275,-40739.799375,Initial SL hit,1725,5x,-1.6295919750000003,2022,8,-1.7380858499999903
30,2022-09-01 13:15:00,LONG,2022-09-01 14:15:00,7403.9,7375.8,7571.125,2022-09-16 11:15:00,7543.85,139.95000000000073,132.47612500000074,228521.31562500127,TSL Hit,1725,5x,9.14085262500005,2022,9,0.0
31,2022-09-20 15:15:00,LONG,2022-09-21 09:15:00,7498.25,7488.8,7488.8,2022-09-21 09:15:00,7488.8,-9.449999999999818,-16.943524999999816,-27956.816249999698,Initial SL Hit,1650,5x,-1.1182726499999878,2022,9,-1.1182726499999944
32,2022-09-22 14:15:00,LONG,2022-09-22 15:15:00,7504.9,7476.3,7476.3,2022-09-23 09:15:00,7476.3,-28.599999999999454,-36.090599999999455,-59549.4899999991,Initial SL Hit,1650,5x,-2.381979599999964,2022,9,-3.50025224999996
33,2022-09-27 12:15:00,LONG,2022-09-27 13:15:00,7090.05,7052.9,7052.9,2022-09-27 14:15:00,7052.9,-37.150000000000546,-44.221475000000545,-79598.65500000099,Initial SL Hit,1800,5x,-3.1839462000000394,2022,9,-6.684198449999997
34,2022-09-28 09:15:00,LONG,2022-09-28 10:15:00,7097.65,7012.55,7012.55,2022-09-29 12:15:00,7012.55,-85.09999999999945,-92.15509999999945,-158967.54749999905,Initial SL Hit,1725,5x,-6.358701899999962,2022,9,-13.042900349999954
35,2022-09-30 09:15:00,LONG,2022-09-30 10:15:00,7088.5,6996.3,7225.7955882352935,2022-10-11 14:15:00,7224.95,136.44999999999982,129.29327499999982,232727.89499999967,TSL Hit,1800,5x,9.309115799999987,2022,9,-3.7337845499999673
36,2022-10-14 10:15:00,LONG,2022-10-14 11:15:00,7290.95,7270.8,7270.8,2022-10-14 11:15:00,7270.8,-20.149999999999636,-27.430874999999638,-47318.259374999376,Initial SL hit,1725,5x,-1.8927303749999749,2022,10,-5.626514924999938
37,2022-10-18 09:15:00,LONG,2022-10-18 10:15:00,7333.95,7286.35,7296.003676470588,2022-10-20 09:15:00,7286.35,-47.599999999999454,-54.910149999999454,-94720.00874999906,Initial SL hit,1725,5x,-3.788800349999962,2022,10,-9.415315274999898
38,2022-10-27 10:15:00,LONG,2022-10-27 11:15:00,7327.45,7300.75,7300.75,2022-10-27 14:15:00,7300.75,-26.699999999999818,-34.01409999999982,-58674.32249999969,Initial SL hit,1725,5x,-2.3469728999999875,2022,10,-11.762288174999881
39,2022-10-31 09:15:00,LONG,2022-10-31 10:15:00,7375.75,7318.2,7418.613235294118,2022-11-09 15:15:00,7417.35,41.600000000000364,34.203450000000366,59000.95125000063,TSL Hit,1725,5x,2.3600380500000253,2022,10,-9.402250124999853
40,2022-11-22 11:15:00,LONG,2022-11-22 12:15:00,7190.85,7178.8,7416.830882352941,2022-12-09 12:15:00,7394.55,203.69999999999982,196.40729999999982,338802.5924999997,TSL Hit,1725,5x,13.552103699999988,2022,11,0.0
41,2022-12-13 10:15:00,LONG,2022-12-13 11:15:00,7405.75,7394.3,7441.389705882353,2022-12-15 14:15:00,7421.85,16.100000000000364,8.686200000000364,14983.695000000627,TSL Hit,1725,5x,0.5993478000000251,2022,12,0.0
42,2022-12-19 15:15:00,LONG,2022-12-20 09:15:00,7351.25,7343.65,7343.65,2022-12-20 09:15:00,7343.65,-7.600000000000364,-14.947450000000364,-25784.35125000063,Initial SL hit,1725,5x,-1.031374050000025,2022,12,-1.031374050000025
43,2022-12-20 11:15:00,LONG,2022-12-20 12:15:00,7279.2,7254.75,7254.75,2022-12-21 13:15:00,7254.75,-24.449999999999818,-31.71697499999982,-54711.78187499969,Initial SL Hit,1725,5x,-2.1884712749999875,2022,12,-3.2198453250000085
44,2022-12-26 11:15:00,LONG,2022-12-26 12:15:00,7082.5,7054.05,7054.05,2022-12-26 12:15:00,7054.05,-28.449999999999818,-35.51827499999982,-63932.89499999967,Initial SL Hit,1800,5x,-2.5573157999999867,2022,12,-5.777161124999992
45,2022-12-26 13:15:00,LONG,2022-12-26 14:15:00,7091.65,7067.4,7139.381617647059,2023-01-04 10:15:00,7136.8,45.150000000000546,38.03577500000055,68464.395000001,TSL Hit,1800,5x,2.73857580000004,2022,12,-3.038585324999957
46,2023-01-05 13:15:00,LONG,2023-01-05 14:15:00,7126.35,7094.15,7141.511029411765,2023-01-06 10:15:00,7139.8,13.449999999999818,6.316924999999817,10896.695624999686,TSL Hit,1725,5x,0.43586782499998744,2023,1,-2.6027174999999687
47,2023-01-09 13:15:00,LONG,2023-01-09 14:15:00,7159.35,7133.85,7133.85,2023-01-10 09:15:00,7133.85,-25.5,-32.6466,-56315.385,Initial SL Hit,1725,5x,-2.2526154,2023,1,-4.855332899999965
48,2023-01-18 09:15:00,LONG,2023-01-18 10:15:00,7031.2,6990.1,6990.1,2023-01-20 13:15:00,6990.1,-41.099999999999454,-48.11064999999945,-86599.16999999901,Initial SL Hit,1800,5x,-3.46396679999996,2023,1,-8.319299699999931
49,2023-01-23 12:15:00,LONG,2023-01-23 13:15:00,7049.95,7036.35,7036.35,2023-01-23 14:15:00,7036.35,-13.599999999999454,-20.643149999999455,-37157.669999999016,Initial SL Hit,1800,5x,-1.4863067999999606,2023,1,-9.805606499999897
