,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Trade Year,Trade Month
0,finnifty,19200,C,2023-01-03,2023-01-03 13:40:00,BUY,2023-01-03 13:45:00,23.75,15.0,20.7,2023-01-03 14:10:00,19.3,-4.449999999999999,0.6457499999999999,-5.095749999999999,-5823.714285714284,TSL Hit,1142.857142857143,-0.5823714285714284,2023,1
1,finnifty,19200,C,2023-01-03,2023-01-03 14:15:00,BUY,2023-01-03 14:20:00,33.15,19.2,29.659375,2023-01-03 14:50:00,27.45,-5.699999999999999,0.909,-6.608999999999999,-4737.63440860215,TSL Hit,716.8458781362008,-0.4737634408602149,2023,1
39,finnifty,19200,P,2023-01-03,2023-01-03 14:55:00,BUY,2023-01-03 15:00:00,32.35,11.4,21.270000000000003,2023-01-03 15:05:00,19.0,-13.35,0.77025,-14.120250000000002,-6739.976133651551,TSL Hit,477.3269689737469,-0.6739976133651552,2023,1
40,finnifty,18500,P,2023-01-10,2023-01-10 14:20:00,BUY,2023-01-10 14:25:00,58.55,34.35,61.75999999999999,2023-01-10 14:50:00,51.85,-6.699999999999996,1.656,-8.355999999999996,-3452.89256198347,TSL Hit,413.2231404958678,-0.345289256198347,2023,1
2,finnifty,18150,C,2023-01-31,2023-01-31 13:35:00,BUY,2023-01-31 13:40:00,32.75,26.6,26.6,2023-01-31 13:40:00,26.6,-6.149999999999999,0.89025,-7.040249999999999,-11447.560975609756,Initial SL Hit,1626.016260162602,-1.1447560975609756,2023,1
41,finnifty,18100,P,2023-01-31,2023-01-31 14:00:00,BUY,2023-01-31 14:05:00,44.1,26.9,55.52,2023-01-31 14:40:00,51.0,6.899999999999999,1.4265,5.473499999999999,3182.267441860464,TSL Hit,581.3953488372092,0.3182267441860464,2023,1
3,finnifty,18350,C,2023-02-07,2023-02-07 14:35:00,BUY,2023-02-07 14:40:00,68.6,27.45,53.496875,2023-02-07 15:05:00,52.9,-15.699999999999996,1.8225,-17.522499999999997,-4258.201701093561,TSL Hit,243.01336573511549,-0.425820170109356,2023,2
4,finnifty,18550,C,2023-02-14,2023-02-14 13:30:00,BUY,2023-02-14 13:35:00,15.4,11.9,11.9,2023-02-14 13:35:00,11.9,-3.5,0.4095,-3.9095,-11170.0,Initial SL Hit,2857.1428571428573,-1.117,2023,2
5,finnifty,18550,C,2023-02-14,2023-02-14 13:40:00,BUY,2023-02-14 13:45:00,12.2,8.45,45.84375,2023-02-14 15:10:00,42.4,30.2,0.8189999999999998,29.381,78349.33333333333,TSL Hit,2666.6666666666665,7.834933333333333,2023,2
42,finnifty,18300,P,2023-02-21,2023-02-21 14:20:00,BUY,2023-02-21 14:25:00,50.85,22.0,38.955,2023-02-21 14:40:00,35.45,-15.4,1.2945000000000002,-16.694499999999998,-5786.655112651646,TSL Hit,346.6204506065858,-0.5786655112651645,2023,2
43,finnifty,18300,P,2023-02-21,2023-02-21 14:50:00,BUY,2023-02-21 14:55:00,64.1,10.65,48.27,2023-02-21 15:05:00,37.35,-26.749999999999996,1.5217499999999995,-28.271749999999997,-5289.382600561271,TSL Hit,187.0907390084191,-0.5289382600561271,2023,2
44,finnifty,17950,P,2023-02-28,2023-02-28 14:00:00,BUY,2023-02-28 14:05:00,34.3,10.75,26.085,2023-02-28 14:25:00,18.0,-16.299999999999997,0.7845,-17.0845,-7254.564755838642,TSL Hit,424.6284501061572,-0.7254564755838642,2023,2
45,finnifty,18350,P,2023-03-06,2023-03-06 14:40:00,BUY,2023-03-06 14:45:00,16.25,5.3,5.3,2023-03-06 15:00:00,5.3,-10.95,0.32325,-11.27325,-10295.205479452054,Initial SL Hit,913.24200913242,-1.0295205479452054,2023,3
46,finnifty,17550,P,2023-03-14,2023-03-14 14:00:00,BUY,2023-03-14 14:05:00,53.0,34.75,34.75,2023-03-14 14:15:00,34.75,-18.25,1.31625,-19.56625,-10721.232876712327,Initial SL Hit,547.945205479452,-1.0721232876712328,2023,3
6,finnifty,17600,C,2023-03-14,2023-03-14 14:20:00,BUY,2023-03-14 14:25:00,20.0,3.2,13.13125,2023-03-14 14:35:00,6.0,-14.0,0.39,-14.39,-8565.47619047619,TSL Hit,595.2380952380952,-0.8565476190476191,2023,3
47,finnifty,17550,P,2023-03-14,2023-03-14 14:50:00,BUY,2023-03-14 14:55:00,25.0,12.35,12.35,2023-03-14 14:55:00,12.35,-12.65,0.56025,-13.21025,-10442.885375494072,Initial SL Hit,790.5138339920949,-1.044288537549407,2023,3
48,finnifty,17550,P,2023-03-14,2023-03-14 15:00:00,BUY,2023-03-14 15:05:00,33.5,2.95,2.95,2023-03-14 15:10:00,2.95,-30.55,0.5467500000000001,-31.09675,-10178.96890343699,Initial SL Hit,327.33224222585926,-1.0178968903436991,2023,3
7,finnifty,17750,C,2023-03-21,2023-03-21 13:40:00,BUY,2023-03-21 13:45:00,22.3,15.95,55.109375,2023-03-21 15:20:00,56.4,34.099999999999994,1.1805,32.91949999999999,51841.73228346454,EOD Exit,1574.8031496062988,5.184173228346454,2023,3
