,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,Index,Allocation,Portfolio,ROI% PF,DD%,Time In Trade,Premium Cost,Final Points,Final ROI%,Entry Date,date,day,expiry,DTE,strike,type,initial sl,TSL,Exit date,Remark,Slippage,Highest High,Lowest Low,Max ROI%,Margin,Comb ROI%
10,2019-01-07 09:15:00,LONG,2019-01-07 10:15:00,27460.5,27369.5,27369.5,2019-01-07 13:15:00,27369.5,-91.0,-96.483,-133146.54,Initial SL hit,1380,6.0,-0.7437997600000001,2019,1,BANKNIFTY,6250000.0,18750000.0,-0.7437997600000001,-12.257725301653297,1.0,4.5767500000000005,-101.05975,-0.7437997600000001,2019-01-07 10:15:00,,,,,,,,,,,,,,,,-0.37189988000000007
11,2019-01-08 11:15:00,LONG,2019-01-08 12:15:00,27313.0,27227.15,27554.85,2019-01-10 11:15:00,27550.7,237.7000000000008,232.2136300000008,320454.809400001,TSL Hit,1380,6.0,1.642084423466672,2019,1,BANKNIFTY,6250000.0,18750000.0,1.642084423466672,-10.548632984853292,2.0,9.104333333333331,223.10929666666743,1.642084423466672,2019-01-08 12:15:00,,,,,,,,,,,,,,,,0.821042211733336
12,2019-01-09 11:15:00,LONG,2019-01-09 12:15:00,10843.15,10829.4,10829.4,2019-01-09 12:15:00,10829.4,-13.75,-18.08451,-78667.61850000001,Initial SL hit,4350,7.5,-0.4614874786666667,2019,1,NIFTY,6250000.0,18750000.0,-0.4614874786666667,-10.968193616853291,1.0,1.8071916666666668,-19.89170166666667,-0.4614874786666667,2019-01-09 12:15:00,,,,,,,,,,,,,,,,-0.23074373933333334
13,2019-01-09 11:15:00,LONG,2019-01-09 12:15:00,36167.15,36110.14,36110.14,2019-01-09 12:15:00,36110.14,-57.01000000000204,-64.23772900000203,-83509.04770000264,Initial SL hit,1300,7.5,-0.4871747388444584,2019,1,SENSEX,6250000.0,18750000.0,-0.4871747388444584,-11.41357520458664,1.0,6.0278583333333335,-70.26558733333536,-0.4871747388444584,2019-01-09 12:15:00,,,,,,,,,,,,,,,,-0.2435873694222292
15,2019-01-09 13:15:00,LONG,2019-01-09 14:15:00,36229.19,35863.52,36144.24428571428,2019-01-10 14:15:00,36122.45,-106.74000000000524,-113.97516400000524,-148167.7132000068,TSL Hit,1300,7.5,-0.8739574872889252,2019,1,SENSEX,6250000.0,18750000.0,-0.8739574872889252,-13.269545584320015,2.0,12.076396666666668,-126.0515606666719,-0.8739574872889252,2019-01-09 14:15:00,,,,,,,,,,,,,,,,-0.4369787436444626
14,2019-01-09 13:15:00,LONG,2019-01-09 14:15:00,10863.75,10750.4,10829.503125,2019-01-10 14:15:00,10822.15,-41.60000000000037,-45.93718000000037,-199826.7330000016,TSL Hit,4350,7.5,-1.1497555760000089,2019,1,NIFTY,6250000.0,18750000.0,-1.1497555760000089,-12.479317780586648,2.0,3.62125,-49.55843000000037,-1.1497555760000089,2019-01-09 14:15:00,,,,,,,,,,,,,,,,-0.5748777880000044
16,2019-01-11 13:15:00,LONG,2019-01-11 14:15:00,27454.45,27383.75,27383.75,2019-01-14 09:15:00,27383.75,-70.70000000000073,-76.18382000000072,-105133.671600001,Initial SL Hit,1380,6.0,-0.6617452912000054,2019,1,BANKNIFTY,6250000.0,18750000.0,-0.6617452912000054,-13.830258499520022,3.0,13.727225,-89.91104500000073,-0.6617452912000054,2019-01-11 14:15:00,,,,,,,,,,,,,,,,-0.3308726456000027
17,2019-01-11 13:15:00,LONG,2019-01-11 14:15:00,35948.6,35840.6,35840.6,2019-01-14 09:15:00,35840.6,-108.0,-115.17892,-149732.59600000002,Initial SL Hit,1300,7.5,-0.9231956586666668,2019,1,SENSEX,6250000.0,18750000.0,-0.9231956586666668,-14.628832344853356,3.0,17.9743,-133.15322,-0.9231956586666668,2019-01-11 14:15:00,,,,,,,,,,,,,,,,-0.4615978293333334
18,2019-01-11 13:15:00,LONG,2019-01-11 14:15:00,10774.5,10739.7,10739.7,2019-01-14 09:15:00,10739.7,-34.79999999999927,-39.10283999999928,-170097.35399999685,Initial SL Hit,4350,7.5,-1.032170087999983,2019,1,NIFTY,6250000.0,18750000.0,-1.032170087999983,-15.53601823285334,3.0,5.38725,-44.49008999999928,-1.032170087999983,2019-01-11 14:15:00,,,,,,,,,,,,,,,,-0.5160850439999916
19,2019-01-14 12:15:00,LONG,2019-01-14 13:15:00,27286.1,27211.15,27462.493333333336,2019-01-17 12:15:00,27417.9,131.8000000000029,126.32960000000293,174334.848000004,TSL Hit,1380,6.0,0.8293730080000214,2019,1,BANKNIFTY,6250000.0,18750000.0,0.8293730080000214,-14.60623237685332,3.0,13.64305,112.68655000000292,0.8293730080000214,2019-01-14 13:15:00,,,,,,,,,,,,,,,,0.4146865040000107
20,2019-01-14 12:15:00,LONG,2019-01-14 13:15:00,35770.54,35716.72,36346.14714285714,2019-01-17 12:15:00,36319.73,549.1900000000023,541.9809730000023,715414.884360003,TSL Hit,1320,7.5,3.689633749120016,2019,1,SENSEX,6250000.0,18750000.0,3.689633749120016,-10.790686326933304,3.0,17.885270000000002,524.0957030000023,3.689633749120016,2019-01-14 13:15:00,,,,,,,,,,,,,,,,1.844816874560008
21,2019-01-15 09:15:00,LONG,2019-01-15 10:15:00,10837.0,10777.55,10890.825,2019-01-17 13:15:00,10873.5,36.5,32.1579,139886.865,TSL Hit,4350,7.5,0.6203540799999999,2019,1,NIFTY,6250000.0,18750000.0,0.6203540799999999,-10.044623046933305,3.0,5.4185,26.7394,0.6203540799999999,2019-01-15 10:15:00,,,,,,,,,,,,,,,,0.31017703999999996
22,2019-01-17 13:15:00,LONG,2019-01-17 14:15:00,36321.12,36170.8,36476.98642857142,2019-01-22 09:15:00,36417.17,96.04999999999563,88.77617099999563,115409.02229999432,TSL Hit,1300,7.5,0.4056594255999696,2019,1,SENSEX,6250000.0,18750000.0,0.4056594255999696,-9.429108261333331,5.0,30.2676,58.50857099999563,0.4056594255999696,2019-01-17 14:15:00,,,,,,,,,,,,,,,,0.2028297127999848
23,2019-01-18 12:15:00,LONG,2019-01-18 13:15:00,10882.4,10862.5,10922.296875,2019-01-22 09:15:00,10911.15,28.75,24.39129,104272.76475,TSL Hit,4275,7.5,0.390708932,2019,1,NIFTY,6250000.0,18750000.0,0.390708932,-8.872986849333333,4.0,7.254933333333334,17.136356666666668,0.390708932,2019-01-18 13:15:00,,,,,,,,,,,,,,,,0.195354466
24,2019-01-18 12:15:00,LONG,2019-01-18 13:15:00,27487.55,27431.6,27431.6,2019-01-21 09:15:00,27431.6,-55.95000000000073,-61.441915000000726,-82946.58525000098,Initial SL Hit,1350,6.0,-0.5413369680000053,2019,1,BANKNIFTY,6250000.0,18750000.0,-0.5413369680000053,-9.31536863733334,3.0,13.743775,-75.18569000000073,-0.5413369680000053,2019-01-18 13:15:00,,,,,,,,,,,,,,,,-0.27066848400000265
25,2019-01-22 13:15:00,LONG,2019-01-22 14:15:00,10920.85,10881.65,10881.65,2019-01-23 14:15:00,10881.65,-39.20000000000073,-43.56050000000073,-186221.13750000315,Initial SL Hit,4275,7.5,-1.0761778600000167,2019,1,NIFTY,6250000.0,18750000.0,-1.0761778600000167,-10.308548037333356,2.0,3.6402833333333335,-47.20078333333407,-1.0761778600000167,2019-01-22 14:15:00,,,,,,,,,,,,,,,,-0.5380889300000083
26,2019-01-23 11:15:00,LONG,2019-01-23 12:15:00,27554.4,27459.55,27487.533333333333,2019-01-23 13:15:00,27459.55,-94.85000000000218,-100.3513950000022,-135474.38325000295,Initial SL hit,1350,6.0,-0.7555953240000158,2019,1,BANKNIFTY,6250000.0,18750000.0,-0.7555953240000158,-11.031078081333373,1.0,4.5924000000000005,-104.9437950000022,-0.7555953240000158,2019-01-23 12:15:00,,,,,,,,,,,,,,,,-0.3777976620000079
27,2019-01-24 09:15:00,LONG,2019-01-24 10:15:00,27282.85,27177.65,27177.65,2019-01-24 11:15:00,27177.65,-105.19999999999708,-110.64604999999708,-152691.54899999598,Initial SL Hit,1380,6.0,-0.8478218906666452,2019,1,BANKNIFTY,6250000.0,18750000.0,-0.8478218906666452,-11.84543300933335,1.0,4.547141666666667,-115.19319166666374,-0.8478218906666452,2019-01-24 10:15:00,,,,,,,,,,,,,,,,-0.4239109453333226
28,2019-01-24 14:15:00,LONG,2019-01-24 15:15:00,27305.85,27153.8,27287.17,2019-01-25 13:15:00,27225.85,-80.0,-85.45317,-117925.3746,TSL Hit,1380,6.0,-0.6624305072,2019,1,BANKNIFTY,6250000.0,18750000.0,-0.6624305072,-12.47436834053335,1.0,4.550974999999999,-90.004145,-0.6624305072,2019-01-24 15:15:00,,,,,,,,,,,,,,,,-0.3312152536
1792,,,12:35:00,87.95,,,15:20:00,0.05,87.9,,411169.50000000006,,4725,,8.223390000000002,2019,1,,,,,,,,,,2019-01-25 12:35:00,2019-01-25,Friday,2019-01-31,6.0,10900.0,C,108.95,0.0,2019-01-31,EOD exit,0.88,89.55,0.05,8.30655,128.75625,4.111695000000001
1793,,,10:35:00,63.45,,,12:50:00,78.1,-14.649999999999991,,-109647.03749999996,,6825,,-2.192940749999999,2019,1,,,,,,,,,,2019-01-29 10:35:00,2019-01-29,Tuesday,2019-01-31,2.0,10650.0,P,78.1,62.032500000000006,2019-01-29,SL hit,1.4155000000000002,79.8,50.25,1.8018000000000003,181.715625,-1.0964703749999996
1794,,,09:50:00,60.0,,,10:25:00,63.7,-3.700000000000003,,-37027.50000000002,,7500,,-0.7405500000000004,2019,1,,,,,,,,,,2019-01-30 09:50:00,2019-01-30,Wednesday,2019-01-31,1.0,10700.0,P,63.7,59.88,2019-01-30,SL hit,1.237,69.6,49.55,1.5675,200.625,-0.3702750000000002
1795,,,10:30:00,48.6,,,10:35:00,54.0,-5.399999999999999,,-48194.99999999999,,7500,,-0.9638999999999996,2019,1,,,,,,,,,,2019-01-30 10:30:00,2019-01-30,Wednesday,2019-01-31,1.0,10650.0,P,54.0,35.28000000000001,2019-01-30,SL hit,1.026,66.35,40.8,1.1700000000000006,199.6875,-0.4819499999999998
1796,,,10:40:00,37.55,,,15:25:00,0.05,37.5,,278430.0,,7500,,5.5686,2019,1,,,,,,,,,,2019-01-30 10:40:00,2019-01-30,Wednesday,2019-01-31,1.0,10600.0,P,45.1,0.1625,2019-01-31,EOD exit,0.3759999999999999,45.1,0.05,5.625,198.75,2.7843
29,2019-02-01 11:15:00,LONG,2019-02-01 12:15:00,10883.1,10852.05,10852.05,2019-02-01 13:15:00,10852.05,-31.05000000000109,-35.397030000001095,-151322.30325000468,Initial SL hit,4275,7.5,-0.8484080640000251,2019,2,NIFTY,6250000.0,18750000.0,-0.8484080640000251,-13.281420624533377,1.0,1.81385,-37.2108800000011,-0.8484080640000251,2019-02-01 12:15:00,,,,,,,,,,,,,,,,-0.42420403200001255
31,2019-02-04 09:15:00,LONG,2019-02-04 15:15:00,36456.22,36456.22,36975.12714285714,2019-02-07 15:15:00,36930.88,474.6599999999962,467.3212899999962,598171.2511999952,TSL Hit,1280,7.5,3.0243303651555298,2019,2,SENSEX,6250000.0,18750000.0,3.0243303651555298,-7.094749159466751,4.0,24.304146666666664,443.0171433333296,3.0243303651555298,2019-02-04 15:15:00,,,,,,,,,,,,,,,,1.5121651825777649
30,2019-02-04 09:15:00,LONG,2019-02-05 10:15:00,10876.75,10846.75,11046.628125,2019-02-08 09:15:00,11012.55,135.79999999999927,131.42213999999927,561829.6484999969,TSL Hit,4275,7.5,2.8724298419999834,2019,2,NIFTY,6250000.0,18750000.0,2.8724298419999834,-10.284995832533392,3.0,5.438375,125.98376499999928,2.8724298419999834,2019-02-05 10:15:00,,,,,,,,,,,,,,,,1.4362149209999917
32,2019-02-05 09:15:00,LONG,2019-02-05 10:15:00,27271.9,27153.6,27400.51333333333,2019-02-07 15:15:00,27344.7,72.79999999999927,67.33833999999928,92926.909199999,TSL Hit,1380,6.0,0.3952495903999946,2019,2,BANKNIFTY,6250000.0,18750000.0,0.3952495903999946,-6.599138977066756,3.0,13.635950000000005,53.70238999999928,0.3952495903999946,2019-02-05 10:15:00,,,,,,,,,,,,,,,,0.1976247951999973
33,2019-02-08 11:15:00,LONG,2019-02-08 12:15:00,27284.2,27230.05,27230.05,2019-02-11 09:15:00,27230.05,-54.150000000001455,-59.601425000001456,-82249.966500002,Initial SL Hit,1380,6.0,-0.5390723440000107,2019,2,BANKNIFTY,6250000.0,18750000.0,-0.5390723440000107,-7.037805465066767,3.0,13.6421,-73.24352500000145,-0.5390723440000107,2019-02-08 12:15:00,,,,,,,,,,,,,,,,-0.26953617200000535
34,2019-02-08 12:15:00,LONG,2019-02-08 13:15:00,11005.25,10952.55,10952.55,2019-02-08 14:15:00,10952.55,-52.70000000000073,-57.091560000000726,-244066.4190000031,Initial SL Hit,4275,7.5,-1.3435075180000169,2019,2,NIFTY,6250000.0,18750000.0,-1.3435075180000169,-8.339493033066784,1.0,1.8342083333333328,-58.92576833333406,-1.3435075180000169,2019-02-08 13:15:00,,,,,,,,,,,,,,,,-0.6717537590000084
36,2019-02-11 10:15:00,LONG,2019-02-11 11:15:00,27205.4,27152.0,27152.0,2019-02-12 14:15:00,27152.0,-53.400000000001455,-58.83574000000146,-81193.32120000201,Initial SL Hit,1380,6.0,-0.4997749610666774,2019,2,BANKNIFTY,6250000.0,18750000.0,-0.4997749610666774,-9.32313085546682,2.0,9.068466666666668,-67.90420666666813,-0.4997749610666774,2019-02-11 11:15:00,,,,,,,,,,,,,,,,-0.2498874805333387
35,2019-02-11 10:15:00,LONG,2019-02-11 11:15:00,10883.45,10863.65,10863.65,2019-02-12 09:15:00,10863.65,-19.80000000000109,-24.149420000001093,-103238.77050000468,Initial SL Hit,4275,7.5,-0.5919638860000249,2019,2,NIFTY,6250000.0,18750000.0,-0.5919638860000249,-8.89009980906681,1.0,1.8139083333333332,-25.963328333334427,-0.5919638860000249,2019-02-11 11:15:00,,,,,,,,,,,,,,,,-0.29598194300001246
1797,,,13:05:00,125.0,,,14:45:00,151.8,-26.80000000000001,,-110880.00000000004,,3750,,-2.217600000000001,2019,2,,,,,,,,,,2019-02-11 13:05:00,2019-02-11,Monday,2019-02-14,3.0,11000.0,P,151.8,114.5075,2019-02-12,SL hit,2.768,155.0,91.0,2.55,103.125,-1.1088000000000005
37,2019-02-11 13:15:00,LONG,2019-02-11 14:15:00,36436.84,36300.95,36300.95,2019-02-12 12:15:00,36300.95,-135.88999999999942,-143.1637789999994,-183249.63711999924,Initial SL Hit,1280,7.5,-1.018788424817774,2019,2,SENSEX,6250000.0,18750000.0,-1.018788424817774,-10.300462253440148,1.0,6.072806666666666,-149.2365856666661,-1.018788424817774,2019-02-11 14:15:00,,,,,,,,,,,,,,,,-0.509394212408887
1798,,,10:30:00,46.8,,,15:25:00,0.05,46.75,,301986.78750000003,,6525,,6.03973575,2019,2,,,,,,,,,,2019-02-12 10:30:00,2019-02-12,Tuesday,2019-02-14,2.0,10900.0,C,62.1,0.0,2019-02-14,EOD exit,0.4684999999999999,55.5,0.05,6.100875,177.80625,3.019867875
38,2019-02-12 13:15:00,LONG,2019-02-12 14:15:00,36351.92,36282.49,36282.49,2019-02-12 14:15:00,36282.49,-69.43000000000029,-76.69344100000029,-98167.60448000036,Initial SL Hit,1280,7.5,-0.5649209639822242,2019,2,SENSEX,6250000.0,18750000.0,-0.5649209639822242,-10.824022810666817,1.0,6.058653333333333,-82.75209433333363,-0.5649209639822242,2019-02-12 14:15:00,,,,,,,,,,,,,,,,-0.2824604819911121
1799,,,12:50:00,32.0,,,13:30:00,39.15,-7.149999999999999,,-57782.02499999999,,7350,,-1.1556404999999996,2019,2,,,,,,,,,,2019-02-13 12:50:00,2019-02-13,Wednesday,2019-02-14,1.0,10850.0,P,39.15,29.067500000000003,2019-02-13,SL hit,0.7115,39.6,26.0,0.882,199.36875,-0.5778202499999998
39,2019-02-14 10:15:00,LONG,2019-02-14 11:15:00,26905.15,26835.35,26835.35,2019-02-15 09:15:00,26835.35,-69.80000000000291,-75.17405000000291,-103740.189000004,Initial SL Hit,1380,6.0,-0.586284658666688,2019,2,BANKNIFTY,6250000.0,18750000.0,-0.586284658666688,-11.37730381866684,1.0,4.484191666666667,-79.65824166666957,-0.586284658666688,2019-02-14 11:15:00,,,,,,,,,,,,,,,,-0.293142329333344
1801,,,12:35:00,30.45,,,15:25:00,0.05,30.4,,69970.875,,2325,,1.3994175,2019,2,,,,,,,,,,2019-02-15 12:35:00,2019-02-15,Friday,2019-02-21,6.0,10800.0,C,73.0,0.0,2019-02-21,EOD exit,0.305,54.7,0.05,1.4136,62.775000000000006,0.69970875
1800,,,14:30:00,85.0,,,15:10:00,157.2,-72.19999999999999,,-100739.69999999998,,1350,,-2.014794,2019,2,,,,,,,,,,2019-02-15 14:30:00,2019-02-15,Friday,2019-02-21,6.0,10750.0,P,157.2,96.45,2019-02-19,SL hit,2.422,158.85,55.95,0.7843499999999998,36.28125,-1.007397
1802,,,11:15:00,32.6,,,15:25:00,0.05,32.550000000000004,,120838.125,,3750,,2.4167625000000004,2019,2,,,,,,,,,,2019-02-20 11:15:00,2019-02-20,Wednesday,2019-02-21,1.0,10650.0,P,59.35,0.1575,2019-02-21,EOD exit,0.3265,41.75,0.05,2.44125,99.84375,1.2083812500000002
40,2019-02-21 10:15:00,LONG,2019-02-21 11:15:00,10749.3,10722.6,10808.83125,2019-02-26 09:15:00,10758.3,9.0,4.69848,20438.388,TSL Hit,4350,7.5,-0.0988150639999999,2019,2,NIFTY,6250000.0,18750000.0,-0.0988150639999999,-11.26829908266684,5.0,8.957749999999999,-4.259269999999999,-0.0988150639999999,2019-02-21 11:15:00,,,,,,,,,,,,,,,,-0.04940753199999995
1804,,,13:25:00,67.0,,,14:15:00,77.65,-10.650000000000006,,-88909.27500000004,,7350,,-1.7781855000000006,2019,2,,,,,,,,,,2019-02-22 13:25:00,2019-02-22,Friday,2019-02-28,6.0,10800.0,C,77.65,0.0,2019-02-22,SL hit,1.4465,79.5,63.8,0.4704000000000004,198.45,-0.8890927500000003
1803,,,14:55:00,48.85,,,09:55:00,64.9,-16.050000000000004,,-106992.18750000004,,6225,,-2.1398437500000007,2019,2,,,,,,,,,,2019-02-22 14:55:00,2019-02-22,Friday,2019-02-28,6.0,10750.0,P,64.9,35.120000000000005,2019-02-26,SL hit,1.1375,68.75,14.35,4.295249999999999,167.296875,-1.0699218750000004
1805,,,10:25:00,41.5,,,14:10:00,54.95,-13.450000000000005,,-105946.575,,7350,,-2.1189315000000004,2019,2,,,,,,,,,,2019-02-25 10:25:00,2019-02-25,Monday,2019-02-28,3.0,10850.0,C,54.95,0.0,2019-02-25,SL hit,0.9645,56.95,40.25,0.18375,199.36875,-1.0594657500000002
41,2019-02-25 10:15:00,LONG,2019-02-25 11:15:00,35976.96,35923.56,35961.60928571429,2019-02-26 09:15:00,35923.56,-53.400000000001455,-60.59005200000146,-78767.06760000189,Initial SL hit,1300,7.5,-0.46166440320001,2019,2,SENSEX,6250000.0,18750000.0,-0.46166440320001,-11.68839010986685,1.0,5.99616,-66.58621200000145,-0.46166440320001,2019-02-25 11:15:00,,,,,,,,,,,,,,,,-0.230832201600005
42,2019-02-25 12:15:00,LONG,2019-02-25 13:15:00,27061.35,27009.5,27009.5,2019-02-26 09:15:00,26853.8,-207.54999999999927,-212.94151499999927,-293859.29069999896,Gap Open Outside ISL,1380,6.0,-1.6004448063999943,2019,2,BANKNIFTY,6250000.0,18750000.0,-1.6004448063999943,-13.255639660266844,1.0,4.510225,-217.4517399999993,-1.6004448063999943,2019-02-25 13:15:00,,,,,,,,,,,,,,,,-0.8002224031999972
1807,,,10:15:00,53.5,,,11:50:00,86.25,-32.75,,-105003.5625,,3075,,-2.10007125,2019,2,,,,,,,,,,2019-02-26 10:15:00,2019-02-26,Tuesday,2019-02-28,2.0,10800.0,C,86.25,0.0,2019-02-26,SL hit,1.3975,89.15,48.85,0.2859749999999999,83.025,-1.050035625
43,2019-02-26 10:15:00,LONG,2019-02-26 11:15:00,35944.27,35767.34,36053.194285714286,2019-02-27 11:15:00,35767.34,-176.9300000000003,-184.1011610000003,-239331.5093000004,Initial SL hit,1300,7.5,-1.3595059180444466,2019,2,SENSEX,6250000.0,18750000.0,-1.3595059180444466,-14.532074376533512,2.0,11.981423333333332,-196.08258433333364,-1.3595059180444466,2019-02-26 11:15:00,,,,,,,,,,,,,,,,-0.6797529590222233
44,2019-02-26 10:15:00,LONG,2019-02-26 11:15:00,10805.75,10747.0,10840.15625,2019-02-27 11:15:00,10761.95,-43.79999999999927,-48.11353999999928,-209293.8989999969,TSL Hit,4350,7.5,-1.19979859466665,2019,2,NIFTY,6250000.0,18750000.0,-1.19979859466665,-15.648308504533496,2.0,3.6019166666666664,-51.71545666666595,-1.19979859466665,2019-02-26 11:15:00,,,,,,,,,,,,,,,,-0.599899297333325
1806,,,12:35:00,28.75,,,15:25:00,0.05,28.7,,46879.8,,1650,,0.937596,2019,2,,,,,,,,,,2019-02-26 12:35:00,2019-02-26,Tuesday,2019-02-28,2.0,10750.0,P,90.0,0.8125,2019-02-28,EOD exit,0.288,85.45,0.05,0.9471,44.34375,0.468798
45,2019-02-26 12:15:00,LONG,2019-02-26 13:15:00,27043.65,26881.1,27004.75333333333,2019-02-27 11:15:00,26881.1,-162.5500000000029,-167.9424750000029,-231760.615500004,Initial SL hit,1380,6.0,-1.269230160000021,2019,2,BANKNIFTY,6250000.0,18750000.0,-1.269230160000021,-16.884365120533516,1.0,4.507275,-172.4497500000029,-1.269230160000021,2019-02-26 13:15:00,,,,,,,,,,,,,,,,-0.6346150800000105
1808,,,12:35:00,21.2,,,15:25:00,0.05,21.15,,43968.75,,2100,,0.8793749999999999,2019,2,,,,,,,,,,2019-02-27 12:35:00,2019-02-27,Wednesday,2019-02-28,1.0,10900.0,C,68.6,0.0,2019-02-28,EOD exit,0.2125,31.7,0.05,0.8883,57.225,0.43968749999999995
47,2019-02-27 12:15:00,LONG,2019-02-27 13:15:00,35944.8,35762.26,36661.94642857143,2019-03-08 10:15:00,36653.92,709.1199999999953,701.8601279999954,912418.166399994,TSL Hit,1300,7.5,4.4924043007999686,2019,2,SENSEX,6250000.0,18750000.0,4.4924043007999686,-7.190640155733574,9.0,53.9172,647.9429279999954,4.4924043007999686,2019-02-27 13:15:00,,,,,,,,,,,,,,,,2.2462021503999843
