,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,Index,Allocation,Portfolio,ROI% PF,Entry Date,date,day,expiry,DTE,strike,type,initial sl,TSL,Exit date,Remark,Slippage,Highest High,Lowest Low,Max ROI%,Margin
10,2019-01-11 13:15:00,LONG,2019-01-11 14:15:00,27454.45,27382.45,27382.45,2019-01-14 09:15:00,27382.45,-72.0,-77.48369,-106927.4922,Initial SL Hit,1380.0,5.066,-0.2376166493333333,2019,1,BANKNIFTY,7500000.0,22500000.0,-0.4752332986666666,2019-01-11 14:15:00,,,,,,,,,,,,,,,
11,2019-01-14 11:15:00,LONG,2019-01-14 12:15:00,27246.1,27182.2,27450.16388888889,2019-01-17 12:15:00,27417.9,171.8000000000029,166.33360000000292,232035.37200000408,TSL Hit,1395.0,5.066,0.515634160000009,2019,1,BANKNIFTY,7500000.0,22500000.0,1.031268320000018,2019-01-14 12:15:00,,,,,,,,,,,,,,,
12,2019-01-15 09:15:00,LONG,2019-01-15 10:15:00,36192.92,35961.46,36377.01458333333,2019-01-23 14:15:00,36088.0,-104.91999999999824,-112.14809199999826,-146914.00051999773,TSL Hit,1310.0,6.333,-0.32647555671110606,2019,1,SENSEX,7500000.0,22500000.0,-0.6529511134222121,2019-01-15 10:15:00,,,,,,,,,,,,,,,
13,2019-01-15 09:15:00,LONG,2019-01-15 10:15:00,10837.5,10778.95,10892.0275,2019-01-22 11:15:00,10876.55,39.04999999999927,34.70718999999927,151843.95624999682,TSL Hit,4375.0,6.333,0.3374310138888818,2019,1,NIFTY,7500000.0,22500000.0,0.6748620277777636,2019-01-15 10:15:00,,,,,,,,,,,,,,,
14,2019-01-21 12:15:00,LONG,2019-01-21 13:15:00,27619.4,27514.3,27514.3,2019-01-21 15:15:00,27514.3,-105.10000000000218,-110.61337000000218,-152646.450600003,Initial SL hit,1380.0,5.066,-0.33921433466667333,2019,1,BANKNIFTY,7500000.0,22500000.0,-0.6784286693333467,2019-01-21 13:15:00,,,,,,,,,,,,,,,
15,2019-01-22 12:15:00,LONG,2019-01-22 13:15:00,10897.0,10870.75,10910.1,2019-01-23 14:15:00,10870.75,-26.25,-30.60355,-133125.4425,Initial SL hit,4350.0,6.333,-0.29583431666666665,2019,1,NIFTY,7500000.0,22500000.0,-0.5916686333333333,2019-01-22 13:15:00,,,,,,,,,,,,,,,
16,2019-01-22 15:15:00,LONG,2019-01-23 09:15:00,27495.2,27456.7,27456.7,2019-01-23 09:15:00,27456.7,-38.5,-43.99519,-60713.3622,Initial SL Hit,1380.0,5.066,-0.13491858266666665,2019,1,BANKNIFTY,7500000.0,22500000.0,-0.2698371653333333,2019-01-23 09:15:00,,,,,,,,,,,,,,,
17,2019-01-23 10:15:00,LONG,2019-01-23 11:15:00,27480.05,27441.1,27481.92777777778,2019-01-23 14:15:00,27441.1,-38.95000000000073,-44.442115000000726,-61330.118700001,Initial SL hit,1380.0,5.066,-0.1362891526666689,2019,1,BANKNIFTY,7500000.0,22500000.0,-0.2725783053333378,2019-01-23 11:15:00,,,,,,,,,,,,,,,
18,2019-01-24 13:15:00,LONG,2019-01-24 14:15:00,36154.99,36033.79,36362.79041666666,2019-01-25 13:15:00,36202.31,47.31999999999971,40.08426999999971,52510.39369999962,TSL Hit,1310.0,6.333,0.1166897637777769,2019,1,SENSEX,7500000.0,22500000.0,0.2333795275555538,2019-01-24 14:15:00,,,,,,,,,,,,,,,
1164,,,12:45:00,85.0,,,15:20:00,0.05,84.95,,70229.22755741127,,835.0730688935281,,3.511461377870564,2019,1,,,,,2019-01-25 12:45:00,2019-01-25,Friday,2019-01-31,6.0,10900.0,C,108.95,0.0,2019-01-31,EOD exit,0.8505,88.25,0.05,7.093945720250522,113.7787056367432
1165,,,10:25:00,61.5,,,12:50:00,78.1,-16.599999999999994,,-21681.92771084337,,1204.819277108434,,-1.0840963855421686,2019,1,,,,,2019-01-29 10:25:00,2019-01-29,Tuesday,2019-01-31,2.0,10650.0,P,78.1,62.032500000000006,2019-01-29,SL hit,1.396,79.8,50.25,1.3554216867469886,160.39156626506028
1166,,,09:50:00,55.75,,,10:25:00,63.7,-7.950000000000003,,-13674.01869158879,,1495.3271028037384,,-0.6837009345794395,2019,1,,,,,2019-01-30 09:50:00,2019-01-30,Wednesday,2019-01-31,1.0,10700.0,P,63.7,57.81500000000001,2019-01-30,SL hit,1.1945,69.6,49.55,0.9271028037383182,200.0
1167,,,10:45:00,57.4,,,14:50:00,69.4,-12.000000000000009,,-19933.14553990612,,1502.3474178403756,,-0.996657276995306,2019,1,,,,,2019-01-30 10:45:00,2019-01-30,Wednesday,2019-01-31,1.0,10650.0,P,69.4,36.495,2019-01-30,SL hit,1.2680000000000002,69.5,20.45,5.551173708920188,200.0
19,2019-02-01 10:15:00,LONG,2019-02-01 11:15:00,10881.3,10849.2,10849.2,2019-02-01 13:15:00,10849.2,-32.099999999998545,-36.44609999999855,-159451.68749999363,Initial SL hit,4375.0,6.333,-0.3543370833333192,2019,2,NIFTY,7500000.0,22500000.0,-0.7086741666666384,2019-02-01 11:15:00,,,,,,,,,,,,,,,
20,2019-02-01 11:15:00,LONG,2019-02-01 12:15:00,36439.84,36330.44,36330.44,2019-02-01 13:15:00,36330.44,-109.39999999999418,-116.67702799999418,-151680.13639999242,Initial SL hit,1300.0,6.333,-0.33706696977776096,2019,2,SENSEX,7500000.0,22500000.0,-0.6741339395555219,2019-02-01 12:15:00,,,,,,,,,,,,,,,
21,2019-02-04 12:15:00,LONG,2019-02-04 13:15:00,10857.85,10814.15,10967.1475,2019-02-08 14:15:00,10935.7,77.85000000000036,73.49129000000036,321524.3937500016,TSL Hit,4375.0,6.333,0.7144986527777814,2019,2,NIFTY,7500000.0,22500000.0,1.4289973055555627,2019-02-04 13:15:00,,,,,,,,,,,,,,,
22,2019-02-05 10:15:00,LONG,2019-02-05 11:15:00,36644.19,36555.29,36555.29,2019-02-05 11:15:00,36555.29,-88.90000000000146,-96.21994800000144,-125085.93240000188,Initial SL hit,1300.0,6.333,-0.2779687386666709,2019,2,SENSEX,7500000.0,22500000.0,-0.5559374773333418,2019-02-05 11:15:00,,,,,,,,,,,,,,,
23,2019-02-05 12:15:00,LONG,2019-02-05 13:15:00,27347.4,27265.9,27265.9,2019-02-05 13:15:00,27265.9,-81.5,-86.96133,-121311.05535,Initial SL hit,1395.0,5.066,-0.269580123,2019,2,BANKNIFTY,7500000.0,22500000.0,-0.539160246,2019-02-05 13:15:00,,,,,,,,,,,,,,,
24,2019-02-05 12:15:00,LONG,2019-02-05 13:15:00,36682.84,36617.42,36617.42,2019-02-05 13:15:00,36617.42,-65.41999999999825,-72.75002599999826,-93847.53353999776,Initial SL hit,1290.0,6.333,-0.20855007453332836,2019,2,SENSEX,7500000.0,22500000.0,-0.4171001490666567,2019-02-05 13:15:00,,,,,,,,,,,,,,,
25,2019-02-06 10:15:00,LONG,2019-02-06 11:15:00,27368.85,27294.1,27380.4,2019-02-07 15:15:00,27344.7,-24.149999999997817,-29.62135499999782,-41321.79022499696,TSL Hit,1395.0,5.066,-0.09182620049999325,2019,2,BANKNIFTY,7500000.0,22500000.0,-0.1836524009999865,2019-02-06 11:15:00,,,,,,,,,,,,,,,
26,2019-02-06 10:15:00,LONG,2019-02-06 11:15:00,36834.55,36770.27,36770.27,2019-02-08 09:15:00,36770.27,-64.28000000000611,-71.64048200000612,-92416.2217800079,Initial SL hit,1290.0,6.333,-0.20536938173335084,2019,2,SENSEX,7500000.0,22500000.0,-0.4107387634667017,2019-02-06 11:15:00,,,,,,,,,,,,,,,
27,2019-02-08 11:15:00,LONG,2019-02-08 12:15:00,27284.2,27230.05,27230.05,2019-02-11 09:15:00,27230.05,-54.150000000001455,-59.601425000001456,-83143.98787500203,Initial SL Hit,1395.0,5.066,-0.1847644175000045,2019,2,BANKNIFTY,7500000.0,22500000.0,-0.369528835000009,2019-02-08 12:15:00,,,,,,,,,,,,,,,
28,2019-02-08 12:15:00,LONG,2019-02-08 13:15:00,36756.48,36581.93,36597.46833333333,2019-02-08 14:15:00,36581.93,-174.5500000000029,-181.8838410000029,-234630.15489000376,Initial SL hit,1290.0,6.333,-0.5214003442000084,2019,2,SENSEX,7500000.0,22500000.0,-1.0428006884000167,2019-02-08 13:15:00,,,,,,,,,,,,,,,
30,2019-02-11 10:15:00,LONG,2019-02-11 11:15:00,10883.45,10863.65,10863.65,2019-02-12 09:15:00,10863.65,-19.80000000000109,-24.149420000001093,-105653.71250000478,Initial SL Hit,4375.0,6.333,-0.2347860277777884,2019,2,NIFTY,7500000.0,22500000.0,-0.4695720555555768,2019-02-11 11:15:00,,,,,,,,,,,,,,,
31,2019-02-11 10:15:00,LONG,2019-02-11 11:15:00,36389.02,36317.74,36317.74,2019-02-11 13:15:00,36317.74,-71.27999999999884,-78.55067599999883,-102901.38555999848,Initial SL Hit,1310.0,6.333,-0.22866974568888554,2019,2,SENSEX,7500000.0,22500000.0,-0.4573394913777711,2019-02-11 11:15:00,,,,,,,,,,,,,,,
29,2019-02-11 10:15:00,LONG,2019-02-11 11:15:00,27205.4,27151.55,27151.55,2019-02-12 09:15:00,27151.55,-53.85000000000218,-59.285695000002185,-82703.54452500305,Initial SL Hit,1395.0,5.066,-0.18378565450000675,2019,2,BANKNIFTY,7500000.0,22500000.0,-0.3675713090000135,2019-02-11 11:15:00,,,,,,,,,,,,,,,
1168,,,12:40:00,129.85,,,14:45:00,151.8,-21.950000000000017,,-22566.287015945327,,911.1617312072884,,-1.1283143507972664,2019,2,,,,,2019-02-11 12:40:00,2019-02-11,Monday,2019-02-14,3.0,11000.0,P,151.8,114.5075,2019-02-12,SL hit,2.8165,155.0,91.0,3.539863325740315,125.28473804100216
32,2019-02-11 15:15:00,LONG,2019-02-12 09:15:00,36446.42,36366.75,36366.75,2019-02-12 09:15:00,36366.75,-79.66999999999825,-86.95131699999826,-113036.71209999772,Initial SL Hit,1300.0,6.333,-0.25119269355555046,2019,2,SENSEX,7500000.0,22500000.0,-0.5023853871111009,2019-02-12 09:15:00,,,,,,,,,,,,,,,
1169,,,10:05:00,44.85,,,15:25:00,0.05,44.8,,51421.44927536233,,1159.4202898550725,,2.5710724637681164,2019,2,,,,,2019-02-12 10:05:00,2019-02-12,Tuesday,2019-02-14,2.0,10900.0,C,62.1,0.0,2019-02-14,EOD exit,0.449,55.5,0.05,5.194202898550725,157.97101449275362
33,2019-02-12 13:15:00,LONG,2019-02-12 14:15:00,36351.92,36281.55,36281.55,2019-02-12 14:15:00,36281.55,-70.36999999999534,-77.63334699999534,-101699.6845699939,Initial SL Hit,1310.0,6.333,-0.2259992990444309,2019,2,SENSEX,7500000.0,22500000.0,-0.4519985980888618,2019-02-12 14:15:00,,,,,,,,,,,,,,,
34,2019-02-12 13:15:00,LONG,2019-02-12 14:15:00,27235.15,27174.8,27174.8,2019-02-12 14:15:00,27174.8,-60.35000000000218,-65.79099500000218,-91778.43802500304,Initial SL Hit,1395.0,5.066,-0.20395208450000674,2019,2,BANKNIFTY,7500000.0,22500000.0,-0.4079041690000135,2019-02-12 14:15:00,,,,,,,,,,,,,,,
1170,,,11:35:00,28.1,,,13:30:00,39.15,-11.049999999999995,,-17286.635944700454,,1474.6543778801845,,-0.8643317972350228,2019,2,,,,,2019-02-13 11:35:00,2019-02-13,Wednesday,2019-02-14,1.0,10850.0,P,39.15,29.067500000000003,2019-02-13,SL hit,0.6725,39.6,22.6,0.8110599078341014,200.0
35,2019-02-13 11:15:00,LONG,2019-02-13 12:15:00,27080.15,27038.75,27038.75,2019-02-13 13:15:00,27038.75,-41.400000000001455,-46.811890000001455,-66004.76490000205,Initial SL Hit,1410.0,5.066,-0.1466772553333379,2019,2,BANKNIFTY,7500000.0,22500000.0,-0.2933545106666758,2019-02-13 12:15:00,,,,,,,,,,,,,,,
1171,,,12:30:00,31.65,,,15:25:00,0.05,31.6,,15130.834340991534,,483.6759371221282,,0.7565417170495768,2019,2,,,,,2019-02-15 12:30:00,2019-02-15,Friday,2019-02-21,6.0,10800.0,C,73.0,0.0,2019-02-21,EOD exit,0.317,54.7,0.05,1.528415961305925,65.2962515114873
1172,,,14:20:00,90.75,,,15:10:00,157.2,-66.44999999999999,,-20746.27539503386,,300.9781790820166,,-1.037313769751693,2019,2,,,,,2019-02-15 14:20:00,2019-02-15,Friday,2019-02-21,6.0,10750.0,P,157.2,96.45,2019-02-19,SL hit,2.4795,158.85,55.95,1.0474040632054176,40.443942814145984
1173,,,11:05:00,27.3,,,15:25:00,0.05,27.25,,16834.009360374417,,624.02496099844,,0.8417004680187209,2019,2,,,,,2019-02-20 11:05:00,2019-02-20,Wednesday,2019-02-21,1.0,10650.0,P,59.35,0.1575,2019-02-21,EOD exit,0.2735,41.75,0.05,1.700468018720749,83.07332293291732
36,2019-02-21 11:15:00,LONG,2019-02-21 12:15:00,10778.55,10743.4,10743.4,2019-02-26 09:15:00,10743.4,-35.14999999999964,-39.454389999999634,-173599.3159999984,Initial SL hit,4400.0,6.333,-0.3857762577777742,2019,2,NIFTY,7500000.0,22500000.0,-0.7715525155555484,2019-02-21 12:15:00,,,,,,,,,,,,,,,
37,2019-02-21 13:15:00,LONG,2019-02-21 14:15:00,27095.45,27024.4,27024.4,2019-02-21 14:15:00,27024.4,-71.04999999999927,-76.46198499999927,-106664.46907499898,Initial SL hit,1395.0,5.066,-0.2370321534999977,2019,2,BANKNIFTY,7500000.0,22500000.0,-0.4740643069999954,2019-02-21 14:15:00,,,,,,,,,,,,,,,
1174,,,12:40:00,51.5,,,09:55:00,64.9,-13.400000000000006,,-21676.651162790706,,1488.3720930232555,,-1.0838325581395354,2019,2,,,,,2019-02-22 12:40:00,2019-02-22,Friday,2019-02-28,6.0,10750.0,P,64.9,35.120000000000005,2019-02-26,SL hit,1.164,68.75,14.35,5.529302325581395,200.0
1175,,,13:40:00,68.1,,,14:15:00,77.65,-9.550000000000011,,-16307.407407407423,,1481.4814814814815,,-0.8153703703703712,2019,2,,,,,2019-02-22 13:40:00,2019-02-22,Friday,2019-02-28,6.0,10800.0,C,77.65,0.0,2019-02-22,SL hit,1.4575,79.5,63.8,0.6370370370370365,200.0
38,2019-02-22 13:15:00,LONG,2019-02-22 14:15:00,26919.15,26867.05,26867.05,2019-02-22 14:15:00,26867.05,-52.10000000000218,-57.47862000000218,-81044.85420000307,Initial SL Hit,1410.0,5.066,-0.1800996760000068,2019,2,BANKNIFTY,7500000.0,22500000.0,-0.3601993520000136,2019-02-22 14:15:00,,,,,,,,,,,,,,,
1176,,,10:15:00,40.0,,,14:10:00,54.95,-14.950000000000005,,-21270.234113712373,,1337.792642140468,,-1.0635117056856185,2019,2,,,,,2019-02-25 10:15:00,2019-02-25,Monday,2019-02-28,3.0,10850.0,C,54.95,0.0,2019-02-25,SL hit,0.9495,56.95,39.75,0.0334448160535117,181.43812709030092
39,2019-02-25 10:15:00,LONG,2019-02-25 11:15:00,27017.35,26958.8,26982.93888888889,2019-02-26 09:15:00,26865.5,-151.84999999999854,-157.23828499999854,-221705.981849998,Gap Open Outside ISL,1410.0,5.066,-0.4926799596666622,2019,2,BANKNIFTY,7500000.0,22500000.0,-0.9853599193333245,2019-02-25 11:15:00,,,,,,,,,,,,,,,
1178,,,09:55:00,54.6,,,11:50:00,86.25,-31.65,,-20890.047393364926,,631.9115323854661,,-1.0445023696682465,2019,2,,,,,2019-02-26 09:55:00,2019-02-26,Tuesday,2019-02-28,2.0,10800.0,C,86.25,0.0,2019-02-26,SL hit,1.4085,89.15,42.2,0.7835703001579779,85.30805687203792
40,2019-02-26 10:15:00,LONG,2019-02-26 11:15:00,10805.75,10747.0,10779.4975,2019-02-27 11:15:00,10760.2,-45.54999999999927,-49.86318999999927,-219398.0359999968,TSL Hit,4400.0,6.333,-0.487551191111104,2019,2,NIFTY,7500000.0,22500000.0,-0.975102382222208,2019-02-26 11:15:00,,,,,,,,,,,,,,,
41,2019-02-26 10:15:00,LONG,2019-02-26 11:15:00,26892.6,26775.55,26995.88333333333,2019-02-27 11:15:00,26775.55,-117.04999999999929,-122.41681499999927,-172607.709149999,Initial SL hit,1410.0,5.066,-0.38357268699999775,2019,2,BANKNIFTY,7500000.0,22500000.0,-0.7671453739999955,2019-02-26 11:15:00,,,,,,,,,,,,,,,
1179,,,11:55:00,52.0,,,12:35:00,58.6,-6.600000000000001,,-11363.6866359447,,1474.6543778801845,,-0.568184331797235,2019,2,,,,,2019-02-26 11:55:00,2019-02-26,Tuesday,2019-02-28,2.0,10850.0,C,58.6,0.0,2019-02-26,SL hit,1.106,63.9,46.05,0.8774193548387101,200.0
1177,,,12:30:00,35.45,,,15:25:00,0.05,35.400000000000006,,12848.76260311641,,366.63611365719527,,0.6424381301558205,2019,2,,,,,2019-02-26 12:30:00,2019-02-26,Tuesday,2019-02-28,2.0,10750.0,P,90.0,0.8125,2019-02-28,EOD exit,0.355,85.45,0.05,1.2978918423464716,49.26672777268561
42,2019-02-27 09:15:00,LONG,2019-02-27 10:15:00,36300.98,36129.66,36129.66,2019-02-27 11:15:00,36129.66,-171.3199999999997,-178.5630639999997,-233917.61383999963,Initial SL hit,1310.0,6.333,-0.5198169196444437,2019,2,SENSEX,7500000.0,22500000.0,-1.0396338392888873,2019-02-27 10:15:00,,,,,,,,,,,,,,,
1180,,,12:30:00,22.65,,,15:25:00,0.05,22.6,,9737.9760609358,,435.25571273122966,,0.48689880304679,2019,2,,,,,2019-02-27 12:30:00,2019-02-27,Wednesday,2019-02-28,1.0,10900.0,C,68.6,0.0,2019-02-28,EOD exit,0.227,31.7,0.05,0.983677910772579,59.30359085963004
43,2019-02-27 12:15:00,LONG,2019-02-27 13:15:00,10814.6,10760.45,10807.45375,2019-02-28 11:15:00,10804.6,-10.0,-14.32384,-63024.896,TSL Hit,4400.0,6.333,-0.1400553244444444,2019,2,NIFTY,7500000.0,22500000.0,-0.2801106488888888,2019-02-27 13:15:00,,,,,,,,,,,,,,,
44,2019-02-28 09:15:00,LONG,2019-02-28 10:15:00,26920.1,26819.0,26819.0,2019-02-28 12:15:00,26819.0,-101.09999999999854,-106.47390999999854,-150128.21309999793,Initial SL Hit,1410.0,5.066,-0.33361825133332873,2019,2,BANKNIFTY,7500000.0,22500000.0,-0.6672365026666575,2019-02-28 10:15:00,,,,,,,,,,,,,,,
45,2019-03-01 09:15:00,LONG,2019-03-01 10:15:00,27034.85,26928.9,29744.091666666667,2019-03-22 11:15:00,29701.2,2666.350000000002,2660.6763950000022,3751553.716950003,TSL Hit,1410.0,5.066,8.336786037666673,2019,3,BANKNIFTY,7500000.0,22500000.0,16.673572075333347,2019-03-01 10:15:00,,,,,,,,,,,,,,,
1182,,,12:30:00,76.95,,,13:20:00,98.5,-21.55,,-21628.30626450116,,928.0742459396752,,-1.0814153132250581,2019,3,,,,,2019-03-01 12:30:00,2019-03-01,Friday,2019-03-07,6.0,10850.0,C,98.5,0.0,2019-03-05,SL hit,1.7545,99.5,40.0,3.4292343387471003,125.87006960556847
47,2019-03-01 13:15:00,LONG,2019-03-01 14:15:00,36024.43,35954.86,35971.340416666666,2019-03-05 09:15:00,35954.86,-69.56999999999971,-76.76792899999971,-101333.6662799996,Initial SL hit,1320.0,6.333,-0.22518592506666574,2019,3,SENSEX,7500000.0,22500000.0,-0.4503718501333315,2019-03-01 14:15:00,,,,,,,,,,,,,,,
46,2019-03-01 13:15:00,LONG,2019-03-01 14:15:00,10840.95,10823.1,10826.7,2019-03-05 09:15:00,10823.1,-17.850000000000364,-22.18281000000037,-97049.7937500016,Initial SL hit,4375.0,6.333,-0.21566620833333686,2019,3,NIFTY,7500000.0,22500000.0,-0.4313324166666737,2019-03-01 14:15:00,,,,,,,,,,,,,,,
1181,,,15:00:00,44.35,,,15:20:00,0.05,44.3,,36095.4732510288,,823.0452674897118,,1.80477366255144,2019,3,,,,,2019-03-01 15:00:00,2019-03-01,Friday,2019-03-07,6.0,10800.0,P,68.65,0.0775,2019-03-07,EOD exit,0.444,55.0,0.05,3.646090534979424,111.1111111111111
49,2019-03-05 10:15:00,LONG,2019-03-05 11:15:00,10895.75,10855.3,11458.9975,2019-03-22 14:15:00,11453.95,558.2000000000007,553.7300600000008,2408725.761000003,TSL Hit,4350.0,6.333,5.35272391333334,2019,3,NIFTY,7500000.0,22500000.0,10.70544782666668,2019-03-05 11:15:00,,,,,,,,,,,,,,,
48,2019-03-05 10:15:00,LONG,2019-03-05 11:15:00,36154.22,36026.06,38086.058125,2019-03-25 09:15:00,37849.3,1695.0800000000015,1687.6796480000016,2210860.338880002,TSL Hit,1310.0,6.333,4.913022975288893,2019,3,SENSEX,7500000.0,22500000.0,9.826045950577786,2019-03-05 11:15:00,,,,,,,,,,,,,,,
1183,,,14:05:00,19.05,,,09:15:00,18.6,0.4499999999999993,,95.14563106796015,,1294.498381877023,,0.004757281553398,2019,3,,,,,2019-03-06 14:05:00,2019-03-06,Wednesday,2019-03-07,1.0,11050.0,C,34.5,0.0,2019-03-07,Gap SL hit,0.3765,38.0,17.35,0.2200647249190937,178.80258899676377
1185,,,12:50:00,58.4,,,15:25:00,0.05,58.35,,84022.54545454546,,1454.5454545454545,,4.201127272727273,2019,3,,,,,2019-03-08 12:50:00,2019-03-08,Friday,2019-03-14,6.0,11000.0,P,65.65,0.0525,2019-03-14,EOD exit,0.5845,62.4,0.05,8.487272727272728,200.0
1184,,,13:20:00,46.8,,,09:15:00,74.4,-27.60000000000001,,-37297.08737864078,,1294.4983818770224,,-1.8648543689320392,2019,3,,,,,2019-03-08 13:20:00,2019-03-08,Friday,2019-03-14,6.0,11050.0,C,62.25,0.0,2019-03-11,Gap SL hit,1.212,74.7,44.85,0.2524271844660188,178.80258899676372
1186,,,13:50:00,48.5,,,09:45:00,83.15,-34.650000000000006,,-20759.88455988456,,577.2005772005771,,-1.037994227994228,2019,3,,,,,2019-03-12 13:50:00,2019-03-12,Tuesday,2019-03-14,2.0,11250.0,C,83.15,0.0,2019-03-13,SL hit,1.3165,86.0,44.6,0.2251082251082249,81.16883116883115
1187,,,12:45:00,17.65,,,13:50:00,29.65,-12.0,,-17583.08370044053,,1409.691629955947,,-0.8791541850220264,2019,3,,,,,2019-03-13 12:45:00,2019-03-13,Wednesday,2019-03-14,1.0,11350.0,C,29.65,0.0,2019-03-13,SL hit,0.473,30.15,16.4,0.1762114537444933,200.0
1188,,,09:20:00,44.8,,,15:25:00,0.05,44.75,,62451.45374449339,,1409.691629955947,,3.1225726872246695,2019,3,,,,,2019-03-15 09:20:00,2019-03-15,Friday,2019-03-20,5.0,11350.0,P,58.05,0.0725,2019-03-20,EOD exit,0.4484999999999999,49.15,0.05,6.308370044052864,200.0
1189,,,12:30:00,37.15,,,15:25:00,13.6,23.55,,10907.692307692305,,473.3727810650887,,0.5453846153846152,2019,3,,,,,2019-03-18 12:30:00,2019-03-18,Monday,2019-03-20,2.0,11500.0,C,79.4,0.0,2019-03-20,EOD exit,0.5075000000000001,64.75,11.6,1.2094674556213014,68.0473372781065
1190,,,12:30:00,58.5,,,15:25:00,18.0,40.5,,20668.400520156047,,520.1560468140442,,1.0334200260078024,2019,3,,,,,2019-03-22 12:30:00,2019-03-22,Friday,2019-03-28,6.0,11550.0,C,96.95,0.0,2019-03-28,EOD exit,0.765,71.05,1.35,2.9726918075422626,75.09752925877763
50,2019-03-25 12:15:00,LONG,2019-03-25 13:15:00,37772.73,37729.83,37729.83,2019-03-25 13:15:00,37729.83,-42.900000000001455,-50.45025600000145,-63567.32256000183,Initial SL Hit,1260.0,6.333,-0.14126071680000404,2019,3,SENSEX,7500000.0,22500000.0,-0.2825214336000081,2019-03-25 13:15:00,,,,,,,,,,,,,,,
