Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,Index,Portfolio,Allocation,Qty apAlloc,PnL apAlloc,ROI% PF
2017-01-02 12:15:00,LONG,2017-01-02 13:15:00,26540.57,26381.32658,26381.32658,2017-01-09 15:15:00,26711.96,171.38999999999942,166.0647469999994,49819.42409999982,MACD Reversal,300,8,4.981942409999983,2017,1,SENSEX,1000000,500000.0,150.0,24909.712049999907,2.490971204999991
2017-01-02 12:15:00,LONG,2017-01-02 13:15:00,8166.55,8112.65077,8223.091250000001,2017-01-09 14:15:00,8235.2,68.65000000000055,65.36965000000055,39221.79000000033,MACD Reversal,600,5,3.9221790000000327,2017,1,NIFTY,1000000,500000.0,300.0,19610.895000000164,1.9610895000000164
2017-01-10 10:15:00,LONG,2017-01-10 11:15:00,26863.63,26702.44822,27177.240833333333,2017-01-20 10:15:00,27199.24,335.6100000000006,330.20371300000056,99061.11390000016,MACD Reversal,300,8,9.906111390000016,2017,1,SENSEX,1000000,500000.0,150.0,49530.556950000086,4.953055695000009
2017-01-10 12:15:00,LONG,2017-01-10 13:15:00,8274.9,8220.28566,8410.596249999999,2017-01-20 10:15:00,8407.6,132.70000000000073,129.36350000000073,77618.10000000044,TSL Hit,600,5,7.761810000000044,2017,1,NIFTY,1000000,500000.0,300.0,38809.05000000022,3.8809050000000225
2017-01-20 10:15:00,LONG,2017-01-20 11:15:00,8411.9,8356.381459999999,8356.381459999999,2017-01-20 11:15:00,8413.1,1.2000000000007276,-2.1649999999992726,-1298.9999999995637,MACD Reversal,600,5,-0.1298999999999563,2017,1,NIFTY,1000000,500000.0,300.0,-649.4999999997818,-0.06494999999997819
2017-01-24 09:15:00,LONG,2017-01-24 10:15:00,8434.35,8378.683289999999,8528.711249999998,2017-01-31 11:15:00,8561.7,127.35000000000036,123.95079000000035,74370.47400000022,MACD Reversal,600,5,7.437047400000021,2017,1,NIFTY,1000000,500000.0,300.0,37185.2370000001,3.7185237000000106
2017-01-24 11:15:00,LONG,2017-01-24 12:15:00,27268.5,27104.889,27476.671333333332,2017-02-01 09:15:00,27655.32,386.8199999999997,381.3276179999997,110585.0092199999,MACD Reversal,290,8,11.05850092199999,2017,1,SENSEX,1000000,500000.0,145.0,55292.50460999995,5.529250460999996
2017-02-01 12:15:00,LONG,2017-02-01 13:15:00,28003.13,27835.111220000003,28123.293,2017-02-09 11:15:00,28221.6,218.46999999999755,212.8475269999975,61725.78282999928,MACD Reversal,290,8,6.172578282999928,2017,2,SENSEX,1000000,500000.0,145.0,30862.891414999638,3.0862891414999636
2017-02-01 13:15:00,LONG,2017-02-01 14:15:00,8692.8,8635.42752,8755.213749999999,2017-02-09 10:15:00,8742.1,49.30000000000109,45.81302000000109,26342.486500000625,TSL Hit,575,5,2.6342486500000626,2017,2,NIFTY,1000000,500000.0,287.5,13171.243250000312,1.317124325000031
2017-02-09 14:15:00,LONG,2017-02-09 15:15:00,28334.77,28164.76138,28258.359333333334,2017-02-13 12:15:00,28236.79,-97.97999999999956,-103.63715599999956,-29018.40367999988,TSL Hit,280,8,-2.901840367999988,2017,2,SENSEX,1000000,500000.0,140.0,-14509.20183999994,-1.4509201839999941
2017-02-09 14:15:00,LONG,2017-02-09 15:15:00,8782.0,8724.0388,8780.695,2017-02-13 11:15:00,8770.25,-11.75,-15.26045,-8774.75875,TSL Hit,575,5,-0.877475875,2017,2,NIFTY,1000000,500000.0,287.5,-4387.379375,-0.43873793750000006
2017-02-13 13:15:00,LONG,2017-02-13 14:15:00,8803.8,8745.694919999998,8782.68625,2017-02-15 10:15:00,8764.05,-39.75,-43.26357,-24876.552750000003,TSL Hit,575,5,-2.4876552750000003,2017,2,NIFTY,1000000,500000.0,287.5,-12438.276375000001,-1.2438276375000001
2017-02-13 14:15:00,LONG,2017-02-13 15:15:00,28360.7,28190.5358,28320.881666666664,2017-02-14 15:15:00,28297.35,-63.35000000000218,-69.01580500000219,-19324.42540000061,TSL Hit,280,8,-1.932442540000061,2017,2,SENSEX,1000000,500000.0,140.0,-9662.212700000306,-0.9662212700000306
2017-02-14 15:15:00,LONG,2017-02-15 09:15:00,28343.33,28173.27002,28173.27002,2017-02-15 09:15:00,28296.62,-46.710000000002765,-52.373995000002765,-14664.718600000777,MACD Reversal,280,8,-1.4664718600000777,2017,2,SENSEX,1000000,500000.0,140.0,-7332.3593000003875,-0.7332359300000387
2017-02-17 10:15:00,LONG,2017-02-17 11:15:00,8836.8,8778.47712,8896.12125,2017-02-27 14:15:00,8899.15,62.35000000000037,58.80281000000036,33811.61575000021,MACD Reversal,575,5,3.381161575000021,2017,2,NIFTY,1000000,500000.0,287.5,16905.807875000104,1.6905807875000103
2017-02-17 10:15:00,LONG,2017-02-17 11:15:00,28530.13,28358.94922,28641.086333333336,2017-02-28 14:15:00,28727.99,197.86000000000055,192.1341880000006,53797.572640000166,MACD Reversal,280,8,5.379757264000016,2017,2,SENSEX,1000000,500000.0,140.0,26898.786320000083,2.689878632000008
2017-03-01 11:15:00,LONG,2017-03-01 12:15:00,8936.75,8877.76745,8930.06875,2017-03-02 14:15:00,8889.7,-47.04999999999927,-50.61528999999927,-27838.4094999996,TSL Hit,550,5,-2.78384094999996,2017,3,NIFTY,1000000,500000.0,275.0,-13919.204749999799,-1.3919204749999798
2017-03-01 12:15:00,LONG,2017-03-01 13:15:00,28950.23,28776.52862,28817.6595,2017-03-03 09:15:00,28776.52862,-173.7013799999986,-179.4740558619986,-50252.73564135961,Initial SL hit,280,8,-5.025273564135961,2017,3,SENSEX,1000000,500000.0,140.0,-25126.367820679807,-2.5126367820679807
2017-03-06 09:15:00,LONG,2017-03-06 10:15:00,29050.34,28876.03796,28920.518,2017-03-08 10:15:00,28876.03796,-174.30203999999867,-180.09467779599868,-50426.50978287963,Initial SL hit,280,8,-5.042650978287963,2017,3,SENSEX,1000000,500000.0,140.0,-25213.254891439814,-2.521325489143982
