Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,Index,Allocation,Portfolio,ROI% PF,DD%,Time In Trade,Premium Cost,Final Points,Final ROI%
2019-01-14 12:15:00,LONG,2019-01-14 13:15:00,35770.54,35716.72,36346.14714285714,2019-01-17 12:15:00,36319.73,549.1900000000023,541.9809730000023,715414.884360003,TSL Hit,1320,7.5,11.44663814976005,2019,1,SENSEX,6250000,18750000.0,3.689633749120016,-10.790686326933303,3,17.885270000000002,524.0957030000023,3.689633749120016
2019-01-15 09:15:00,LONG,2019-01-15 10:15:00,10837.0,10777.55,10890.825,2019-01-17 13:15:00,10873.5,36.5,32.1579,139886.865,TSL Hit,4350,7.5,2.23818984,2019,1,NIFTY,6250000,18750000.0,0.6203540799999999,-10.044623046933303,3,5.4185,26.739399999999996,0.6203540799999999
2019-01-17 13:15:00,LONG,2019-01-17 14:15:00,36321.12,36170.8,36476.98642857142,2019-01-22 09:15:00,36417.17,96.04999999999563,88.77617099999563,115409.02229999432,TSL Hit,1300,7.5,1.846544356799909,2019,1,SENSEX,6250000,18750000.0,0.40565942559996965,-9.429108261333333,5,30.2676,58.50857099999563,0.40565942559996965
2019-01-18 12:15:00,LONG,2019-01-18 13:15:00,27487.55,27431.6,27431.6,2019-01-21 09:15:00,27431.6,-55.95000000000073,-61.441915000000726,-82946.58525000098,Initial SL Hit,1350,6.0,-1.3271453640000157,2019,1,BANKNIFTY,6250000,18750000.0,-0.5413369680000053,-9.871490049333339,3,13.743775000000001,-75.18569000000073,-0.5413369680000053
2019-01-18 12:15:00,LONG,2019-01-18 13:15:00,10882.4,10862.5,10922.296875,2019-01-22 09:15:00,10911.15,28.75,24.39129,104272.76475,TSL Hit,4275,7.5,1.6683642359999995,2019,1,NIFTY,6250000,18750000.0,0.390708932,-9.31536863733334,4,7.254933333333334,17.136356666666668,0.390708932
2019-01-22 12:15:00,LONG,2019-01-23 09:15:00,36317.21,36300.05,36300.05,2019-01-24 09:15:00,36146.55,-170.65999999999622,-177.9063759999962,-231278.2887999951,Gap Open Outside ISL,1300,7.5,-3.700452620799922,2019,1,SENSEX,6250000,18750000.0,-1.3174173144888626,-10.548852844266646,2,12.105736666666667,-190.01211266666286,-1.3174173144888626
2019-01-22 13:15:00,LONG,2019-01-22 14:15:00,10920.85,10881.65,10881.65,2019-01-23 14:15:00,10881.65,-39.20000000000073,-43.56050000000073,-186221.13750000315,Initial SL Hit,4275,7.5,-2.97953820000005,2019,1,NIFTY,6250000,18750000.0,-1.0761778600000167,-11.542032244266663,2,3.6402833333333335,-47.200783333334066,-1.0761778600000167
2019-01-23 11:15:00,LONG,2019-01-23 12:15:00,27554.4,27459.55,27487.533333333333,2019-01-23 13:15:00,27459.55,-94.85000000000218,-100.3513950000022,-135474.38325000295,Initial SL hit,1350,6.0,-2.167590132000047,2019,1,BANKNIFTY,6250000,18750000.0,-0.7555953240000158,-12.264562288266678,1,4.5924000000000005,-104.9437950000022,-0.7555953240000158
2019-01-24 09:15:00,LONG,2019-01-24 10:15:00,27282.85,27177.65,27177.65,2019-01-24 11:15:00,27177.65,-105.19999999999708,-110.64604999999708,-152691.54899999598,Initial SL Hit,1380,6.0,-2.443064783999936,2019,1,BANKNIFTY,6250000,18750000.0,-0.8478218906666452,-13.078917216266657,1,4.547141666666667,-115.19319166666374,-0.8478218906666452
2019-01-24 14:15:00,LONG,2019-01-24 15:15:00,27305.85,27153.8,27287.17,2019-01-25 13:15:00,27225.85,-80.0,-85.45317,-117925.3746,TSL Hit,1380,6.0,-1.8868059936,2019,1,BANKNIFTY,6250000,18750000.0,-0.6624305072,-13.707852547466656,1,4.550974999999999,-90.004145,-0.6624305072
2019-02-01 09:15:00,LONG,2019-02-04 09:15:00,36311.74,36311.74,36975.12714285714,2019-02-07 15:15:00,36930.88,619.1399999999994,611.8157379999994,795360.4593999992,TSL Hit,1300,7.5,12.72576735039999,2019,2,SENSEX,6250000,18750000.0,4.074081518577774,-9.465930097333327,4,24.207826666666666,587.6079113333328,4.074081518577774
2019-02-01 11:15:00,LONG,2019-02-01 12:15:00,10883.1,10852.05,10852.05,2019-02-01 13:15:00,10852.05,-31.05000000000109,-35.397030000001095,-151322.30325000468,Initial SL hit,4275,7.5,-2.421156852000075,2019,2,NIFTY,6250000,18750000.0,-0.8484080640000251,-10.272982381333353,1,1.81385,-37.2108800000011,-0.8484080640000251
2019-02-04 09:15:00,LONG,2019-02-05 09:15:00,10876.75,10846.75,11046.628125,2019-02-08 09:15:00,11012.55,135.79999999999927,131.42213999999927,561829.6484999969,TSL Hit,4275,7.5,8.989274375999951,2019,2,NIFTY,6250000,18750000.0,2.831098191999984,-7.27655758933337,4,7.251166666666666,124.17097333333261,2.831098191999984
2019-02-05 09:15:00,LONG,2019-02-05 10:15:00,27271.9,27153.6,27400.51333333333,2019-02-07 15:15:00,27344.7,72.79999999999927,67.33833999999928,92926.909199999,TSL Hit,1380,6.0,1.486830547199984,2019,2,BANKNIFTY,6250000,18750000.0,0.39524959039999463,-6.780947406933375,3,13.635950000000003,53.702389999999276,0.39524959039999463
2019-02-08 11:15:00,LONG,2019-02-08 12:15:00,27284.2,27230.05,27230.05,2019-02-11 09:15:00,27230.05,-54.150000000001455,-59.601425000001456,-82249.966500002,Initial SL Hit,1380,6.0,-1.315999464000032,2019,2,BANKNIFTY,6250000,18750000.0,-0.5390723440000107,-7.219613894933386,3,13.642100000000001,-73.24352500000145,-0.5390723440000107
2019-02-08 12:15:00,LONG,2019-02-08 13:15:00,11005.25,10952.55,10952.55,2019-02-08 14:15:00,10952.55,-52.70000000000073,-57.091560000000726,-244066.4190000031,Initial SL Hit,4275,7.5,-3.90506270400005,2019,2,NIFTY,6250000,18750000.0,-1.3435075180000167,-8.521301462933403,1,1.8342083333333332,-58.92576833333406,-1.3435075180000167
2019-02-11 10:15:00,LONG,2019-02-11 11:15:00,27205.4,27152.0,27152.0,2019-02-12 14:15:00,27152.0,-53.400000000001455,-58.83574000000146,-81193.32120000201,Initial SL Hit,1380,6.0,-1.2990931392000322,2019,2,BANKNIFTY,6250000,18750000.0,-0.49977496106667746,-8.954332509333414,2,9.068466666666668,-67.90420666666813,-0.49977496106667746
2019-02-11 10:15:00,LONG,2019-02-11 11:15:00,10883.45,10863.65,10863.65,2019-02-12 09:15:00,10863.65,-19.80000000000109,-24.149420000001093,-103238.77050000468,Initial SL Hit,4275,7.5,-1.6518203280000747,2019,2,NIFTY,6250000,18750000.0,-0.5919638860000249,-9.504939285333439,1,1.8139083333333335,-25.963328333334427,-0.5919638860000249
2019-02-11 13:15:00,LONG,2019-02-11 14:15:00,36436.84,36300.95,36300.95,2019-02-12 12:15:00,36300.95,-135.88999999999942,-143.1637789999994,-183249.63711999924,Initial SL Hit,1280,7.5,-2.931994193919988,2019,2,SENSEX,6250000,18750000.0,-1.0187884248177739,-10.482270683306767,1,6.072806666666666,-149.2365856666661,-1.0187884248177739
2019-02-12 13:15:00,LONG,2019-02-12 14:15:00,36351.92,36282.49,36282.49,2019-02-12 14:15:00,36282.49,-69.43000000000029,-76.69344100000029,-98167.60448000036,Initial SL Hit,1280,7.5,-1.5706816716800058,2019,2,SENSEX,6250000,18750000.0,-0.5649209639822242,-11.005831240533436,1,6.058653333333333,-82.75209433333363,-0.5649209639822242
2019-02-14 10:15:00,LONG,2019-02-14 11:15:00,26905.15,26835.35,26835.35,2019-02-15 09:15:00,26835.35,-69.80000000000291,-75.17405000000291,-103740.189000004,Initial SL Hit,1380,6.0,-1.659843024000064,2019,2,BANKNIFTY,6250000,18750000.0,-0.586284658666688,-11.559112248533458,1,4.484191666666667,-79.65824166666957,-0.586284658666688
2019-02-21 10:15:00,LONG,2019-02-21 11:15:00,10749.3,10722.6,10808.83125,2019-02-26 09:15:00,10758.3,9.0,4.69848,20438.388,TSL Hit,4350,7.5,0.327014208,2019,2,NIFTY,6250000,18750000.0,-0.09881506399999997,-11.450107512533458,5,8.957749999999999,-4.259269999999999,-0.09881506399999997
2019-02-25 10:15:00,LONG,2019-02-25 11:15:00,35976.96,35923.56,35961.60928571429,2019-02-26 09:15:00,35923.56,-53.400000000001455,-60.59005200000146,-78767.06760000189,Initial SL hit,1300,7.5,-1.26027308160003,2019,2,SENSEX,6250000,18750000.0,-0.46166440320001007,-11.870198539733469,1,5.99616,-66.58621200000145,-0.46166440320001007
2019-02-25 12:15:00,LONG,2019-02-25 13:15:00,27061.35,27009.5,27009.5,2019-02-26 09:15:00,26853.8,-207.54999999999927,-212.94151499999927,-293859.29069999896,Gap Open Outside ISL,1380,6.0,-4.701748651199984,2019,2,BANKNIFTY,6250000,18750000.0,-1.6004448063999945,-13.437448090133463,1,4.510225,-217.45173999999926,-1.6004448063999945
2019-02-26 10:15:00,LONG,2019-02-26 11:15:00,35944.27,35767.34,36053.194285714286,2019-02-27 11:15:00,35767.34,-176.9300000000003,-184.1011610000003,-239331.5093000004,Initial SL hit,1300,7.5,-3.829304148800007,2019,2,SENSEX,6250000,18750000.0,-1.3595059180444466,-14.713882806400132,2,11.981423333333332,-196.08258433333364,-1.3595059180444466
2019-02-26 10:15:00,LONG,2019-02-26 11:15:00,10805.75,10747.0,10840.15625,2019-02-27 11:15:00,10761.95,-43.79999999999927,-48.11353999999928,-209293.8989999969,TSL Hit,4350,7.5,-3.34870238399995,2019,2,NIFTY,6250000,18750000.0,-1.19979859466665,-15.830116934400117,2,3.6019166666666664,-51.71545666666595,-1.19979859466665
2019-02-26 12:15:00,LONG,2019-02-26 13:15:00,27043.65,26881.1,27004.75333333333,2019-02-27 11:15:00,26881.1,-162.5500000000029,-167.9424750000029,-231760.615500004,Initial SL hit,1380,6.0,-3.708169848000064,2019,2,BANKNIFTY,6250000,18750000.0,-1.2692301600000213,-17.066173550400137,1,4.507275,-172.4497500000029,-1.2692301600000213
2019-02-27 12:15:00,LONG,2019-02-27 13:15:00,35944.8,35762.26,36661.94642857143,2019-03-08 10:15:00,36653.92,709.1199999999953,701.8601279999954,912418.166399994,TSL Hit,1300,7.5,14.598690662399902,2019,2,SENSEX,6250000,18750000.0,4.4924043007999686,-12.199943329600169,9,53.9172,647.9429279999954,4.4924043007999686
2019-02-27 12:15:00,LONG,2019-02-27 13:15:00,10814.6,10760.45,11042.178125,2019-03-08 09:15:00,11027.05,212.4499999999989,208.0816699999989,905155.2644999952,TSL Hit,4350,7.5,14.482484231999925,2019,2,NIFTY,6250000,18750000.0,4.451146663999974,-7.3724485856001944,9,16.2219,191.8597699999989,4.451146663999974
2019-02-28 09:15:00,LONG,2019-02-28 10:15:00,26918.15,26824.75,26824.75,2019-02-28 11:15:00,26824.75,-93.40000000000146,-98.77429000000146,-136308.520200002,Initial SL Hit,1380,6.0,-2.180936323200032,2019,2,BANKNIFTY,6250000,18750000.0,-0.759998371733344,-8.099427360000206,1,4.4863583333333334,-103.26064833333479,-0.759998371733344
2019-02-28 12:15:00,LONG,2019-02-28 13:15:00,26874.85,26800.4,26800.4,2019-02-28 14:15:00,26800.4,-74.44999999999709,-79.81752499999709,-112542.7102499959,Initial SL Hit,1410,6.0,-1.8006833639999344,2019,2,BANKNIFTY,6250000,18750000.0,-0.6339109333333115,-8.699655148000184,1,4.479141666666666,-84.29666666666375,-0.6339109333333115
2019-03-01 09:15:00,LONG,2019-03-01 10:15:00,27033.7,26941.0,29760.516666666663,2019-03-22 10:15:00,29756.55,2722.8499999999985,2717.170974999998,3749695.945499998,TSL Hit,1380,6.0,59.995135127999966,2019,3,BANKNIFTY,6250000,18750000.0,19.26882892533332,0.0,22,99.12356666666666,2618.0474083333315,19.26882892533332
2019-03-08 10:15:00,LONG,2019-03-08 11:15:00,11035.1,11019.4,11019.4,2019-03-08 12:15:00,11019.4,-15.700000000000728,-20.11090000000073,-85974.0975000031,Initial SL Hit,4275,7.5,-1.3755855600000495,2019,3,NIFTY,6250000,18750000.0,-0.5004619000000167,-0.45852852000001576,1,1.8391833333333336,-21.950083333334064,-0.5004619000000167
2019-03-08 13:15:00,LONG,2019-03-08 14:15:00,36661.98,36592.93,38009.39142857143,2019-03-18 13:15:00,38004.79,1342.8099999999977,1335.3433229999978,1709239.453439997,TSL Hit,1280,7.5,27.34783125503995,2019,3,SENSEX,6250000,18750000.0,8.69881189034665,0.0,10,61.1033,1274.2400229999978,8.69881189034665
2019-03-08 13:15:00,LONG,2019-03-08 14:15:00,11031.95,11011.15,11514.3,2019-03-22 10:15:00,11502.35,470.3999999999997,465.8931399999996,1991693.1734999984,TSL Hit,4275,7.5,31.867090775999973,2019,3,NIFTY,6250000,18750000.0,10.03546385199999,0.0,14,25.74121666666667,440.15192333333295,10.03546385199999
2019-03-18 14:15:00,LONG,2019-03-18 15:15:00,38180.0,37952.46,38361.11357142857,2019-03-22 10:15:00,38335.34,155.3399999999965,147.6884659999965,180179.9285199957,TSL Hit,1220,7.5,2.882878856319932,2019,3,SENSEX,6250000,18750000.0,0.7953432632177552,0.0,4,25.453333333333333,122.23513266666318,0.7953432632177552
2019-03-22 11:15:00,LONG,2019-03-22 12:15:00,11510.35,11478.4,11478.4,2019-03-22 13:15:00,11478.4,-31.950000000000728,-36.547750000000725,-148018.38750000295,Initial SL Hit,4050,7.5,-2.3682942000000478,2019,3,NIFTY,6250000,18750000.0,-0.8308686600000157,-0.7894314000000158,1,1.9183916666666667,-38.46614166666739,-0.8308686600000157
2019-03-22 11:15:00,LONG,2019-03-22 12:15:00,38357.71,38247.88,38247.88,2019-03-22 13:15:00,38247.88,-109.83000000000176,-117.49055900000177,-143338.48198000214,Initial SL Hit,1220,7.5,-2.293415711680034,2019,3,SENSEX,6250000,18750000.0,-0.806068709404456,-1.5539033038933603,1,6.392951666666667,-123.88351066666843,-0.806068709404456
2019-03-22 11:15:00,LONG,2019-03-22 12:15:00,29780.15,29670.0,29670.0,2019-03-22 14:15:00,29670.0,-110.15000000000146,-116.09501500000144,-146279.71890000184,Initial SL Hit,1260,6.0,-2.340475502400029,2019,3,BANKNIFTY,6250000,18750000.0,-0.8135122688000097,-2.33406180469337,1,4.963358333333334,-121.05837333333477,-0.8135122688000097
2019-03-22 14:15:00,LONG,2019-03-22 15:15:00,11467.25,11434.7,11434.7,2019-03-25 09:15:00,11383.95,-83.29999999999927,-87.87023999999927,-362464.73999999696,Gap Open Outside ISL,4125,7.5,-5.799435839999951,2019,3,NIFTY,6250000,18750000.0,-2.0592850299999843,-4.267207084693354,3,5.733625000000001,-93.60386499999927,-2.0592850299999843
2019-03-22 14:15:00,LONG,2019-03-22 15:15:00,38201.95,38089.69,38089.69,2019-03-25 09:15:00,37958.23,-243.7199999999939,-251.33601799999389,-306629.9419599925,Gap Open Outside ISL,1220,7.5,-4.906079071359881,2019,3,SENSEX,6250000,18750000.0,-1.759643367786627,-5.902566775146646,3,19.100975,-270.4369929999939,-1.759643367786627
2019-03-25 12:15:00,LONG,2019-03-25 13:15:00,29277.95,29212.4,29212.4,2019-03-25 13:15:00,29212.4,-65.54999999999927,-71.39903499999927,-92104.75514999908,Initial SL Hit,1290,6.0,-1.473676082399985,2019,3,BANKNIFTY,6250000,18750000.0,-0.5247974101333284,-6.39379213594664,1,4.879658333333333,-76.27869333333261,-0.5247974101333284
2019-03-25 14:15:00,LONG,2019-03-25 15:15:00,29287.8,29157.15,30427.68333333333,2019-04-01 14:15:00,30329.1,1041.2999999999993,1035.3383099999992,1335586.419899999,TSL Hit,1290,6.0,21.369382718399983,2019,3,BANKNIFTY,6250000,18750000.0,6.888044164799995,0.0,7,34.1691,1001.1692099999992,6.888044164799995
2019-03-25 14:15:00,LONG,2019-03-25 15:15:00,37839.7,37667.4,38143.35857142857,2019-03-27 15:15:00,38093.34,253.63999999999945,246.04669599999943,305097.9030399993,TSL Hit,1240,7.5,4.881566448639989,2019,3,SENSEX,6250000,18750000.0,1.502065541546663,0.0,3,18.91985,227.12684599999943,1.502065541546663
2019-03-26 14:15:00,LONG,2019-03-26 15:15:00,11486.35,11406.4,11703.05625,2019-04-03 14:15:00,11641.15,154.79999999999927,150.17449999999928,608206.7249999971,TSL Hit,4050,7.5,9.731307599999951,2019,3,NIFTY,6250000,18750000.0,2.912962319999985,0.0,8,15.315133333333334,134.85936666666595,2.912962319999985
2019-03-28 11:15:00,LONG,2019-03-28 12:15:00,38336.97,38272.33,39043.91285714286,2019-04-03 14:15:00,38867.35,530.3799999999974,522.6595679999974,637644.6729599969,TSL Hit,1220,7.5,10.20231476735995,2019,3,SENSEX,6250000,18750000.0,3.10975139018665,0.0,7,44.726465,477.9331029999974,3.10975139018665
2019-04-02 10:15:00,LONG,2019-04-02 11:15:00,30318.85,30234.75,30234.75,2019-04-02 13:15:00,30234.75,-84.09999999999854,-90.15535999999857,-110891.09279999822,Initial SL Hit,1230,6.0,-1.7742574847999717,2019,4,BANKNIFTY,6250000,18750000.0,-0.6245677709333239,-0.591419161599994,1,5.053141666666666,-95.20850166666523,-0.6245677709333239
2019-04-02 14:15:00,LONG,2019-04-02 15:15:00,30345.95,30157.8,30382.59333333333,2019-04-03 13:15:00,30365.7,19.75,13.678835,16824.96705,TSL Hit,1230,6.0,0.2691994727999999,2019,4,BANKNIFTY,6250000,18750000.0,0.05655491893333333,-0.5016860039999926,1,5.057658333333333,8.621176666666667,0.05655491893333333
2019-04-04 10:15:00,LONG,2019-04-04 11:15:00,38854.22,38784.99,38784.99,2019-04-04 11:15:00,38784.99,-69.2300000000032,-76.9939210000032,-92392.70520000384,Initial SL Hit,1200,7.5,-1.4782832832000614,2019,4,SENSEX,6250000,18750000.0,-0.5342055957333538,-0.9944470984000162,1,6.475703333333334,-83.46962433333653,-0.5342055957333538
2019-04-04 10:15:00,LONG,2019-04-04 11:15:00,11637.1,11616.45,11616.45,2019-04-04 11:15:00,11616.45,-20.64999999999964,-25.30070999999964,-102467.87549999852,Initial SL Hit,4050,7.5,-1.6394860079999765,2019,4,NIFTY,6250000,18750000.0,-0.5883888959999922,-1.5409424344000087,1,1.9395166666666668,-27.240226666666306,-0.5883888959999922
2019-04-04 10:15:00,LONG,2019-04-04 11:15:00,30148.95,30072.45,30072.45,2019-04-04 11:15:00,30072.45,-76.5,-82.52214000000001,-101502.2322,Initial SL Hit,1230,6.0,-1.6240357152000002,2019,4,BANKNIFTY,6250000,18750000.0,-0.5743080904,-2.082287672800007,1,5.024825,-87.546965,-0.5743080904
2019-04-05 11:15:00,LONG,2019-04-05 12:15:00,11637.5,11609.9,11634.409375,2019-04-08 11:15:00,11626.0,-11.5,-16.1527,-65418.435,TSL Hit,4050,7.5,-1.04669496,2019,4,NIFTY,6250000,18750000.0,-0.4745833199999999,-2.4311859928000032,3,5.81875,-21.971449999999997,-0.4745833199999999
2019-04-05 12:15:00,LONG,2019-04-05 13:15:00,29950.15,29852.1,29999.77333333333,2019-04-08 13:15:00,29852.1,-98.05000000000292,-104.03022500000291,-131078.08350000367,Initial SL hit,1260,6.0,-2.0972493360000586,2019,4,BANKNIFTY,6250000,18750000.0,-0.8332597840000198,-3.1302691048000213,4,19.96676666666667,-123.99699166666959,-0.8332597840000198
2019-04-05 12:15:00,LONG,2019-04-05 13:15:00,38776.37,38713.94,38798.55714285715,2019-04-08 11:15:00,38771.72,-4.650000000001455,-12.404809000001457,-14885.770800001746,TSL Hit,1200,7.5,-0.2381723328000279,2019,4,SENSEX,6250000,18750000.0,-0.20347516160000936,-3.2096598824000324,3,19.388185000000004,-31.79299400000146,-0.20347516160000936
2019-04-08 14:15:00,LONG,2019-04-08 15:15:00,38703.56,38520.96,38790.41,2019-04-10 13:15:00,38698.0,-5.559999999997672,-13.30015599999767,-16226.190319997158,TSL Hit,1220,7.5,-0.2596190451199545,2019,4,SENSEX,6250000,18750000.0,-0.17048340295109596,-3.2961995641066864,2,12.901186666666666,-26.20134266666434,-0.17048340295109596
2019-04-15 09:15:00,LONG,2019-04-15 10:15:00,38876.78,38783.65,39172.04785714286,2019-04-18 12:15:00,39168.34,291.5599999999977,283.7554879999977,340506.5855999972,TSL Hit,1200,7.5,5.448105369599955,2019,4,SENSEX,6250000,18750000.0,1.650160861866652,-1.480164440906698,4,25.917853333333333,257.83763466666437,1.650160861866652
