date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,TSL,Exit Price,Exit date,Exit Time,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin
2019-01-25,Friday,2019-01-31,6,10900,C,87.95,12:35:00,108.95,0.0,0.05,2019-01-31,15:20:00,EOD exit,87.9,0.88,7125,620017.5000000001,12.400350000000001,2019,1,89.55,0.05,12.525749999999999,194.15625
2019-01-29,Tuesday,2019-01-31,2,10650,P,63.45,10:35:00,78.1,62.032500000000006,78.1,2019-01-29,12:50:00,SL hit,-14.649999999999991,1.4155000000000002,10275,-165073.01249999992,-3.301460249999998,2019,1,79.8,50.25,2.7126000000000006,273.57187500000003
2019-01-30,Wednesday,2019-01-31,1,10700,P,60.0,09:50:00,63.7,59.879999999999995,63.7,2019-01-30,10:25:00,SL hit,-3.700000000000003,1.237,11250,-55541.25000000004,-1.1108250000000006,2019,1,69.6,49.55,2.3512500000000007,300.9375
2019-01-30,Wednesday,2019-01-31,1,10650,P,48.6,10:30:00,54.0,35.28000000000001,54.0,2019-01-30,10:35:00,SL hit,-5.399999999999999,1.026,11250,-72292.49999999999,-1.4458499999999996,2019,1,66.35,40.8,1.755000000000001,299.53125
2019-01-30,Wednesday,2019-01-31,1,10600,P,37.55,10:40:00,45.1,0.1625,0.05,2019-01-31,15:25:00,EOD exit,37.5,0.37599999999999995,11250,417645.0,8.3529,2019,1,45.1,0.05,8.4375,298.125
2019-02-11,Monday,2019-02-14,3,11000,P,125.0,13:05:00,151.8,114.50750000000001,151.8,2019-02-12,14:45:00,SL hit,-26.80000000000001,2.7680000000000002,5625,-166320.00000000006,-3.326400000000001,2019,2,155.0,91.0,3.8249999999999997,154.6875
2019-02-12,Tuesday,2019-02-14,2,10900,C,46.8,10:30:00,62.1,0.0,0.05,2019-02-14,15:25:00,EOD exit,46.75,0.46849999999999997,9825,454715.7375,9.09431475,2019,2,55.5,0.05,9.186375,267.73125000000005
2019-02-13,Wednesday,2019-02-14,1,10850,P,32.0,12:50:00,39.15,29.067500000000003,39.15,2019-02-13,13:30:00,SL hit,-7.149999999999999,0.7115,11025,-86673.03749999999,-1.7334607499999999,2019,2,39.6,26.0,1.323,299.053125
2019-02-15,Friday,2019-02-21,6,10750,P,85.0,14:30:00,157.2,96.45,157.2,2019-02-19,15:10:00,SL hit,-72.19999999999999,2.422,2100,-156706.19999999998,-3.134124,2019,2,158.85,55.95,1.2200999999999997,56.43749999999999
2019-02-15,Friday,2019-02-21,6,10800,C,30.45,12:35:00,73.0,0.0,0.05,2019-02-21,15:25:00,EOD exit,30.4,0.305,3525,106084.875,2.1216975,2019,2,54.7,0.05,2.1431999999999998,95.175
2019-02-20,Wednesday,2019-02-21,1,10650,P,32.6,11:15:00,59.35,0.15750000000000003,0.05,2019-02-21,15:25:00,EOD exit,32.550000000000004,0.3265,5625,181257.1875,3.62514375,2019,2,41.75,0.05,3.6618750000000007,149.765625
2019-02-22,Friday,2019-02-28,6,10750,P,48.85,14:55:00,64.9,35.120000000000005,64.9,2019-02-26,09:55:00,SL hit,-16.050000000000004,1.1375,9375,-161132.81250000003,-3.222656250000001,2019,2,68.75,14.35,6.468749999999999,251.953125
2019-02-22,Friday,2019-02-28,6,10800,C,67.0,13:25:00,77.65,0.0,77.65,2019-02-22,14:15:00,SL hit,-10.650000000000006,1.4465000000000001,11025,-133363.91250000006,-2.667278250000001,2019,2,79.5,63.8,0.7056000000000006,297.675
2019-02-25,Monday,2019-02-28,3,10850,C,41.5,10:25:00,54.95,0.0,54.95,2019-02-25,14:10:00,SL hit,-13.450000000000003,0.9645,11025,-158919.86250000002,-3.17839725,2019,2,56.95,40.25,0.275625,299.053125
2019-02-26,Tuesday,2019-02-28,2,10750,P,28.75,12:35:00,90.0,0.8125,0.05,2019-02-28,15:25:00,EOD exit,28.7,0.28800000000000003,2475,70319.7,1.406394,2019,2,85.45,0.05,1.42065,66.515625
2019-02-26,Tuesday,2019-02-28,2,10800,C,53.5,10:15:00,86.25,0.0,86.25,2019-02-26,11:50:00,SL hit,-32.75,1.3975,4575,-156224.8125,-3.12449625,2019,2,89.15,48.85,0.4254749999999998,123.52499999999999
2019-02-27,Wednesday,2019-02-28,1,10900,C,21.2,12:35:00,68.6,0.0,0.05,2019-02-28,15:25:00,EOD exit,21.15,0.2125,3150,65953.125,1.3190625,2019,2,31.7,0.05,1.33245,85.8375
2019-03-01,Friday,2019-03-07,6,10850,C,74.25,12:35:00,98.5,0.0,98.5,2019-03-05,13:20:00,SL hit,-24.25,1.7275,6150,-159761.625,-3.1952324999999995,2019,3,99.5,40.0,4.21275,166.81875
2019-03-05,Tuesday,2019-03-07,2,10850,P,62.15,09:20:00,78.4,0.07,0.05,2019-03-07,15:25:00,EOD exit,62.1,0.622,9225,567134.55,11.342691,2019,3,65.1,0.05,11.45745,250.22812499999998
2019-03-06,Wednesday,2019-03-07,1,11050,C,21.95,14:10:00,34.5,0.0,18.6,2019-03-07,09:15:00,Gap SL hit,3.349999999999998,0.40549999999999997,10800,31800.599999999977,0.6360119999999995,2019,3,38.0,17.35,0.9935999999999995,298.34999999999997
2019-03-08,Friday,2019-03-14,6,11050,C,55.3,14:35:00,62.25,0.0,74.4,2019-03-11,09:15:00,Gap SL hit,-19.10000000000001,1.297,10800,-220287.6000000001,-4.4057520000000014,2019,3,74.7,48.3,1.512,298.34999999999997
2019-03-08,Friday,2019-03-14,6,11000,P,57.45,12:35:00,65.65,0.052500000000000005,0.05,2019-03-14,15:25:00,EOD exit,57.400000000000006,0.5750000000000001,10800,613710.0,12.2742,2019,3,63.9,0.05,12.398400000000002,297.0
2019-03-12,Tuesday,2019-03-14,2,11250,C,50.65,13:55:00,83.15,0.0,83.15,2019-03-13,09:45:00,SL hit,-32.50000000000001,1.338,4650,-157346.70000000004,-3.1469340000000003,2019,3,86.0,45.45,0.48359999999999964,130.78125
2019-03-15,Friday,2019-03-20,5,11350,P,45.9,09:20:00,58.05,0.075,0.1,2019-03-20,15:25:00,EOD exit,45.8,0.46,10575,479470.49999999994,9.589409999999997,2019,3,49.15,0.05,9.697275,300.065625
2019-03-18,Monday,2019-03-20,2,11500,C,37.75,12:30:00,79.4,0.0,13.6,2019-03-20,15:25:00,EOD exit,24.15,0.5135000000000001,3600,85091.4,1.7018280000000001,2019,3,64.75,11.6,1.8828,103.49999999999999
