date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,TSL,Exit Price,Exit date,Exit Time,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin
2019-01-25,Friday,2019-01-31,6,10900,C,84.75,12:40:00,108.95,0.0,0.05,2019-01-31,15:20:00,EOD exit,84.7,0.848,4125,345889.5,6.91779,2019,1,89.55,0.05,6.987749999999999,112.40625
2019-01-29,Tuesday,2019-01-31,2,10650,P,63.45,10:35:00,78.1,62.032500000000006,78.1,2019-01-29,12:50:00,SL hit,-14.649999999999991,1.4155000000000002,6825,-109647.03749999995,-2.192940749999999,2019,1,79.8,50.25,1.8018000000000003,181.715625
2019-01-30,Wednesday,2019-01-31,1,10600,P,37.55,10:40:00,45.1,0.1625,0.05,2019-01-31,15:25:00,EOD exit,37.5,0.37599999999999995,7500,278430.0,5.5686,2019,1,45.1,0.05,5.625,198.75
2019-01-30,Wednesday,2019-01-31,1,10650,P,48.6,10:30:00,54.0,35.28000000000001,54.0,2019-01-30,10:35:00,SL hit,-5.399999999999999,1.026,7500,-48194.999999999985,-0.9638999999999996,2019,1,66.35,40.8,1.1700000000000006,199.6875
2019-01-30,Wednesday,2019-01-31,1,10700,P,55.5,09:55:00,63.7,59.879999999999995,63.7,2019-01-30,10:25:00,SL hit,-8.200000000000003,1.192,7500,-70440.00000000003,-1.4088000000000005,2019,1,69.6,49.55,0.8925000000000004,200.625
2019-02-11,Monday,2019-02-14,3,11000,P,125.0,13:05:00,151.8,114.50750000000001,151.8,2019-02-12,14:45:00,SL hit,-26.80000000000001,2.7680000000000002,3750,-110880.00000000004,-2.217600000000001,2019,2,155.0,91.0,2.55,103.125
2019-02-12,Tuesday,2019-02-14,2,10900,C,48.85,11:00:00,62.1,0.0,0.05,2019-02-14,15:25:00,EOD exit,48.800000000000004,0.489,7350,355085.85000000003,7.101717000000001,2019,2,55.5,0.05,7.1736,200.2875
2019-02-13,Wednesday,2019-02-14,1,10850,P,30.55,13:00:00,39.15,29.067500000000003,39.15,2019-02-13,13:30:00,SL hit,-8.599999999999998,0.6970000000000001,7350,-68332.94999999998,-1.3666589999999996,2019,2,39.6,26.7,0.5659500000000002,199.36875
2019-02-15,Friday,2019-02-21,6,10800,C,29.95,12:40:00,73.0,0.0,0.05,2019-02-21,15:25:00,EOD exit,29.9,0.3,2325,68820.0,1.3764,2019,2,54.7,0.05,1.39035,62.775000000000006
2019-02-15,Friday,2019-02-21,6,10750,P,85.0,14:30:00,157.2,96.45,157.2,2019-02-19,15:10:00,SL hit,-72.19999999999999,2.422,1350,-100739.69999999998,-2.0147939999999998,2019,2,158.85,55.95,0.7843499999999998,36.28125
2019-02-20,Wednesday,2019-02-21,1,10650,P,32.1,11:20:00,59.35,0.15750000000000003,0.05,2019-02-21,15:25:00,EOD exit,32.050000000000004,0.3215,3675,116602.23750000002,2.3320447500000006,2019,2,41.75,0.05,2.355675,97.846875
2019-02-22,Friday,2019-02-28,6,10800,C,68.1,13:30:00,77.65,0.0,77.65,2019-02-22,14:15:00,SL hit,-9.550000000000011,1.4575,7350,-80905.12500000009,-1.618102500000002,2019,2,79.5,63.8,0.6320999999999996,198.45
2019-02-22,Friday,2019-02-28,6,10750,P,47.45,15:00:00,64.9,35.120000000000005,64.9,2019-02-26,09:55:00,SL hit,-17.450000000000003,1.1235000000000002,5700,-105868.95000000001,-2.117379,2019,2,68.75,14.35,3.7733999999999996,153.1875
