date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,TSL,Exit Price,Exit date,Exit Time,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin
2019-03-01,Friday,2019-03-07,6,10850,C,74.25,12:35:00,98.5,0.0,98.5,2019-03-05,13:20:00,SL hit,-24.25,1.7275,4125,-107157.1875,-2.14314375,2019,3,99.5,40.0,2.825625,111.890625
2019-03-05,Tuesday,2019-03-07,2,10850,P,62.15,09:20:00,78.4,0.07,0.05,2019-03-07,15:25:00,EOD exit,62.1,0.622,6150,378089.7,7.561794000000001,2019,3,65.1,0.05,7.638300000000001,166.81875
2019-03-06,Wednesday,2019-03-07,1,11050,C,21.95,14:10:00,34.5,0.0,18.6,2019-03-07,09:15:00,Gap SL hit,3.349999999999998,0.40549999999999997,7200,21200.399999999983,0.42400799999999966,2019,3,38.0,17.35,0.6623999999999997,198.9
2019-03-08,Friday,2019-03-14,6,11050,C,55.3,14:35:00,62.25,0.0,74.4,2019-03-11,09:15:00,Gap SL hit,-19.10000000000001,1.297,7200,-146858.40000000005,-2.937168000000001,2019,3,74.7,48.3,1.008,198.9
2019-03-08,Friday,2019-03-14,6,11000,P,57.45,12:35:00,65.65,0.052500000000000005,0.05,2019-03-14,15:25:00,EOD exit,57.400000000000006,0.5750000000000001,7200,409140.0,8.1828,2019,3,63.9,0.05,8.265600000000001,198.0
2019-03-12,Tuesday,2019-03-14,2,11250,C,50.65,13:55:00,83.15,0.0,83.15,2019-03-13,09:45:00,SL hit,-32.50000000000001,1.338,3075,-104051.85000000002,-2.0810370000000007,2019,3,86.0,45.45,0.31979999999999975,86.484375
2019-03-15,Friday,2019-03-20,5,11350,P,45.9,09:20:00,58.05,0.075,0.1,2019-03-20,15:25:00,EOD exit,45.8,0.46,7050,319647.0,6.392939999999999,2019,3,49.15,0.05,6.46485,200.04375
2019-03-18,Monday,2019-03-20,2,11500,C,37.75,12:30:00,79.4,0.0,13.6,2019-03-20,15:25:00,EOD exit,24.15,0.5135000000000001,2400,56727.6,1.134552,2019,3,64.75,11.6,1.2552,69.0
2019-03-22,Friday,2019-03-28,6,11550,C,61.0,12:35:00,96.95,0.0,18.0,2019-03-28,15:25:00,EOD exit,43.0,0.79,2775,117132.75,2.342655,2019,3,71.05,1.35,3.3105750000000005,80.128125
2019-03-22,Friday,2019-03-28,6,11500,P,57.1,13:55:00,75.95,59.477500000000006,75.95,2019-03-22,14:05:00,SL hit,-18.85,1.3305000000000002,5325,-107461.1625,-2.14922325,2019,3,76.5,52.9,0.4473000000000003,153.09375
2019-03-26,Tuesday,2019-03-28,2,11350,P,31.45,09:30:00,42.85,0.085,0.05,2019-03-28,15:25:00,EOD exit,31.4,0.315,7050,219149.24999999997,4.382985,2019,3,42.05,0.05,4.4274000000000004,200.04375
2019-03-29,Friday,2019-04-04,6,11600,P,69.8,13:30:00,95.0,10.045,0.2,2019-04-04,15:25:00,EOD exit,69.6,0.7000000000000001,3975,273877.49999999994,5.477549999999999,2019,4,84.4,0.2,5.5332,115.27499999999999
2019-04-02,Tuesday,2019-04-04,2,11750,C,30.6,09:40:00,39.85,0.0,39.85,2019-04-02,12:20:00,SL hit,-9.25,0.7045,6750,-67192.875,-1.3438575,2019,4,41.85,26.45,0.5602500000000004,198.28125
2019-04-02,Tuesday,2019-04-04,2,11750,C,35.95,15:05:00,41.85,0.0,41.85,2019-04-02,15:15:00,SL hit,-5.899999999999999,0.7780000000000001,6750,-45076.49999999999,-0.9015299999999998,2019,4,43.05,34.75,0.1620000000000004,198.28125
2019-04-03,Wednesday,2019-04-04,1,11750,C,12.8,15:00:00,53.4,0.0,0.05,2019-04-04,15:20:00,EOD exit,12.75,0.1285,2475,31238.212499999998,0.6247642499999999,2019,4,18.3,0.05,0.631125,72.703125
2019-04-05,Friday,2019-04-11,6,11650,C,68.4,12:35:00,89.0,0.0,89.0,2019-04-05,15:15:00,SL hit,-20.599999999999994,1.574,4875,-108098.24999999999,-2.161965,2019,4,91.3,56.4,1.1700000000000008,141.984375
2019-04-05,Friday,2019-04-11,6,11600,P,45.6,14:05:00,57.0,44.6,57.0,2019-04-08,13:30:00,SL hit,-11.399999999999999,1.026,6900,-85739.4,-1.7147879999999998,2019,4,62.0,12.55,4.560899999999999,200.1
2019-04-08,Monday,2019-04-11,3,11750,C,22.6,12:00:00,60.0,0.0,0.05,2019-04-11,15:25:00,EOD exit,22.55,0.22650000000000003,2700,60273.45,1.205469,2019,4,25.9,0.05,1.2177,79.3125
2019-04-09,Tuesday,2019-04-11,2,11550,P,14.4,14:10:00,39.0,2.9175,0.05,2019-04-11,15:25:00,EOD exit,14.35,0.14450000000000002,4050,57532.274999999994,1.1506455,2019,4,16.5,0.05,1.16235,116.94375
2019-04-09,Tuesday,2019-04-11,2,11600,P,46.0,10:35:00,61.7,52.010000000000005,61.7,2019-04-09,12:05:00,SL hit,-15.700000000000003,1.077,6375,-106953.375,-2.1390675000000003,2019,4,63.9,42.75,0.414375,184.875
2019-04-12,Friday,2019-04-18,6,11650,C,47.65,12:35:00,62.0,0.0,62.0,2019-04-12,13:35:00,SL hit,-14.350000000000001,1.0965,6900,-106580.85000000002,-2.1316170000000008,2019,4,63.7,46.5,0.15869999999999979,200.96250000000003
2019-04-12,Friday,2019-04-18,6,11600,P,31.0,14:15:00,64.0,0.07,0.05,2019-04-18,15:25:00,EOD exit,30.95,0.3105,3000,91918.5,1.8383699999999998,2019,4,36.8,0.05,1.857,87.0
2019-04-15,Monday,2019-04-18,3,11700,C,42.1,11:20:00,47.7,0.0,47.7,2019-04-15,13:10:00,SL hit,-5.600000000000001,0.8980000000000001,6900,-44836.200000000004,-0.8967240000000001,2019,4,50.5,37.6,0.621,201.82500000000002
