,date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,TSL,Exit Price,Exit date,Exit Time,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,Entry Date,Signal Generated At,Trade Type,Initial SL,Final SL,After Costs,Remarks,Leverage,Index,Portfolio,Allocation,Qty apAlloc,PnL apAlloc,ROI% PF
1155,,,,,,,31184.8,2020-02-07 11:45:00,,,31041.7,,2020-02-10 09:45:00,,-143.09999999999854,,165.0,-24638.23724999976,-0.41063687686270844,2020,2,,,,,2020-02-07 11:45:00,2020-02-07 11:15:00,LONG,30717.028,30717.028,-149.32264999999853,MACD Reversal,5.0,BANKNIFTY,1000000.0,333333.0,54.999945,-8212.737537254168,-0.8212737537254169
180,2020-02-07,Friday,2020-02-13,6.0,12150.0,P,103.7,13:15:00,127.0,108.205,127.0,2020-02-10,09:15:00,SL hit,-23.3,2.307,858.3690987124464,-21980.25751072961,-1.0990128755364805,2020,2,130.25,62.85,3.506437768240344,130.3648068669528,2020-02-07 13:15:00,,,,,,,,,,,,,
179,2020-02-07,Friday,2020-02-13,6.0,12200.0,C,26.6,13:55:00,45.0,0.0,45.0,2020-02-12,14:00:00,SL hit,-18.4,0.716,1086.9565217391305,-20778.26086956522,-1.038913043478261,2020,2,51.9,7.55,2.0706521739130435,165.7608695652174,2020-02-07 13:55:00,,,,,,,,,,,,,
181,2020-02-10,Monday,2020-02-13,3.0,12100.0,P,123.85,13:35:00,147.4,0.3075,0.1,2020-02-13,15:25:00,EOD exit,123.75,1.2394999999999998,849.2569002123138,104042.88747346068,5.202144373673032,2020,2,135.65,0.05,10.513800424628444,128.4501061571125,2020-02-10 13:35:00,,,,,,,,,,,,,
1156,,,,,,,31466.3,2020-02-11 09:45:00,,,31299.95,,2020-02-11 15:15:00,,-166.34999999999854,,165.0,-28483.39312499976,-0.4747227440267772,2020,2,,,,,2020-02-11 09:45:00,2020-02-11 09:15:00,LONG,30994.3055,31320.61,-172.62662499999854,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,54.999945,-9494.454880535544,-0.9494454880535544
1157,,,,,,,41317.83,2020-02-11 13:15:00,,,41254.0,,2020-02-14 15:15:00,,-63.83000000000175,,190.0,-13696.564770000332,-0.228275851223926,2020,2,,,,,2020-02-11 13:15:00,2020-02-11 12:15:00,LONG,41069.92302,41215.31816666666,-72.08718300000174,MACD Reversal,8.0,SENSEX,1000000.0,333333.0,63.33327,-4565.51702447852,-0.456551702447852
1158,,,,,,,12142.4,2020-02-11 13:15:00,,,12121.95,,2020-02-14 10:15:00,,-20.44999999999891,,400.0,-10121.147999999564,-0.1686856313141927,2020,2,,,,,2020-02-11 13:15:00,2020-02-11 12:15:00,LONG,12062.26016,12126.177500000002,-25.302869999998908,TSL Hit,5.0,NIFTY,1000000.0,333333.0,133.3332,-3373.7126262838547,-0.3373712626283854
1159,,,,,,,31534.55,2020-02-12 10:15:00,,,31376.45,,2020-02-13 09:15:00,,-158.09999999999854,,165.0,-27124.53149999976,-0.452075072924471,2020,2,,,,,2020-02-12 10:15:00,2020-02-12 09:45:00,LONG,31061.53175,31474.476666666666,-164.39109999999854,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,54.999945,-9041.50145848942,-0.904150145848942
182,2020-02-14,Friday,2020-02-20,6.0,12200.0,C,53.6,12:30:00,96.5,0.0,0.05,2020-02-20,15:25:00,EOD exit,53.55,0.5365,466.2004662004662,24714.91841491842,1.235745920745921,2020,2,55.0,0.05,2.4965034965034967,71.0955710955711,2020-02-14 12:30:00,,,,,,,,,,,,,
183,2020-02-18,Tuesday,2020-02-20,2.0,12000.0,P,76.0,14:55:00,104.0,0.1175,0.05,2020-02-20,15:25:00,EOD exit,75.95,0.7605,714.2857142857143,53706.785714285725,2.6853392857142864,2020,2,79.0,0.05,5.425000000000001,107.14285714285715,2020-02-18 14:55:00,,,,,,,,,,,,,
1160,,,,,,,30709.9,2020-02-19 10:45:00,,,30939.55,,2020-02-20 15:15:00,,229.64999999999785,,165.0,36875.03407499964,0.6145832866660929,2020,2,,,,,2020-02-19 10:45:00,2020-02-19 10:15:00,LONG,30249.2515,30961.546666666665,223.48505499999783,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,54.999945,12291.665733321855,1.2291665733321857
1161,,,,,,,12093.55,2020-02-19 12:15:00,,,12084.6,,2020-02-20 14:15:00,,-8.949999999998909,,425.0,-5858.892749999536,-0.09764811485177975,2020,2,,,,,2020-02-19 12:15:00,2020-02-19 11:15:00,LONG,12013.732569999998,12089.64375,-13.785629999998909,TSL Hit,5.0,NIFTY,1000000.0,333333.0,141.666525,-1952.962297035596,-0.1952962297035595
1162,,,,,,,41288.79,2020-02-19 14:15:00,,,41177.62,,2020-02-20 14:15:00,,-111.16999999999824,,190.0,-22689.161789999667,-0.3781523183472979,2020,2,,,,,2020-02-19 14:15:00,2020-02-19 13:15:00,LONG,41041.05726,41236.34933333333,-119.41664099999824,TSL Hit,8.0,SENSEX,1000000.0,333333.0,63.33327,-7563.046366945958,-0.7563046366945958
184,2020-02-24,Monday,2020-02-27,3.0,12050.0,C,23.95,14:10:00,49.8,0.0,0.05,2020-02-27,15:25:00,EOD exit,23.9,0.24,773.6943907156674,18305.60928433269,0.9152804642166344,2020,2,25.25,0.05,1.849129593810445,116.5377176015474,2020-02-24 14:10:00,,,,,,,,,,,,,
185,2020-02-25,Tuesday,2020-02-27,2.0,11850.0,P,71.5,11:30:00,97.0,73.74249999999999,97.0,2020-02-25,14:05:00,SL hit,-25.5,1.685,784.3137254901961,-21321.568627450983,-1.066078431372549,2020,2,100.1,51.3,1.5843137254901964,116.1764705882353,2020-02-25 11:30:00,,,,,,,,,,,,,
186,2020-02-26,Wednesday,2020-02-27,1.0,11700.0,P,21.3,13:40:00,49.25,30.5225,49.25,2020-02-26,14:20:00,SL hit,-27.95,0.7055,715.5635062611807,-20504.830053667265,-1.0252415026833632,2020,2,52.25,16.95,0.3112701252236137,104.65116279069768,2020-02-26 13:40:00,,,,,,,,,,,,,
187,2020-02-28,Friday,2020-03-05,6.0,11400.0,C,89.5,12:40:00,145.0,0.0,0.05,2020-03-05,15:25:00,EOD exit,89.45,0.8955,360.3603603603604,31911.53153153153,1.5955765765765766,2020,3,126.75,0.05,3.223423423423424,51.35135135135135,2020-02-28 12:40:00,,,,,,,,,,,,,
188,2020-03-02,Monday,2020-03-05,3.0,11350.0,P,131.75,10:15:00,215.8,124.165,215.8,2020-03-02,15:00:00,SL hit,-84.05000000000001,3.4755000000000003,237.9535990481856,-20827.00773349197,-1.0413503866745983,2020,3,256.0,87.05,1.0636525877453895,33.75966686496133,2020-03-02 10:15:00,,,,,,,,,,,,,
189,2020-03-03,Tuesday,2020-03-05,2.0,11200.0,P,98.35,14:25:00,180.0,0.58,0.1,2020-03-05,15:25:00,EOD exit,98.25,0.9845,244.9479485609308,23824.984690753216,1.1912492345376609,2020,3,163.0,0.05,2.4078383343539493,34.29271279853031,2020-03-03 14:25:00,,,,,,,,,,,,,
1163,,,,,,,11367.55,2020-03-05 11:15:00,,,11292.52417,,2020-03-05 13:15:00,,-75.0258300000005,,450.0,-35801.03017530022,-0.5966832395711675,2020,3,,,,,2020-03-05 11:15:00,2020-03-05 10:15:00,LONG,11292.52417,11325.3975,-79.55784483400049,Initial SL hit,5.0,NIFTY,1000000.0,333333.0,149.99985,-11933.664791423347,-1.193366479142335
1164,,,,,,,29093.65,2020-03-05 12:15:00,,,28807.75,,2020-03-05 14:45:00,,-285.90000000000146,,165.0,-48128.87310000024,-0.802147082852119,2020,3,,,,,2020-03-05 12:15:00,2020-03-05 11:45:00,LONG,28657.24525,28833.986666666668,-291.69014000000146,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,54.999945,-16042.94165704238,-1.604294165704238
190,2020-03-06,Friday,2020-03-12,6.0,10900.0,P,165.2,12:30:00,269.05,136.31750000000002,269.05,2020-03-09,09:15:00,SL hit,-103.85000000000002,4.3425,192.58545979778523,-20836.302359171885,-1.0418151179585942,2020,3,299.75,105.5,1.1497351949927774,26.23976889744824,2020-03-06 12:30:00,,,,,,,,,,,,,
191,2020-03-09,Monday,2020-03-12,3.0,10750.0,C,67.0,10:00:00,118.5,0.0,0.1,2020-03-12,15:25:00,EOD exit,66.9,0.6709999999999999,388.3495145631068,25720.0,1.286,2020,3,75.85,0.05,2.6,52.18446601941748,2020-03-09 10:00:00,,,,,,,,,,,,,
192,2020-03-11,Wednesday,2020-03-12,1.0,10300.0,P,66.75,09:45:00,108.4,51.075,299.35,2020-03-12,09:15:00,Gap SL hit,-232.6,3.661000000000001,480.1920768307322,-113450.66026410564,-5.672533013205282,2020,3,353.15,29.5,1.7887154861944774,61.82472989195678,2020-03-11 09:45:00,,,,,,,,,,,,,
193,2020-03-13,Friday,2020-03-19,6.0,9100.0,P,112.15,13:25:00,840.65,652.9375,1144.15,2020-03-19,09:15:00,Gap SL hit,-1032.0,12.563000000000002,27.45367192862045,-28677.08991077557,-1.4338544955387784,2020,3,1144.15,99.75,0.0340425531914893,3.1228551818805768,2020-03-13 13:25:00,,,,,,,,,,,,,
1165,,,,,,,25212.95,2020-03-13 14:45:00,,,24074.15,,2020-03-16 09:15:00,,-1138.7999999999993,,195.0,-223027.09844999984,-3.71711459038169,2020,3,,,,,2020-03-13 14:45:00,2020-03-13 14:15:00,LONG,24834.75575,24834.75575,-1143.7287099999992,Gap Open Outside ISL,5.0,BANKNIFTY,1000000.0,333333.0,64.999935,-74342.2918076338,-7.43422918076338
194,2020-03-16,Monday,2020-03-19,3.0,9600.0,C,251.0,10:00:00,316.45,0.0,0.05,2020-03-19,15:20:00,EOD exit,250.95,2.5105,305.5767761650115,75917.34148204737,3.7958670741023686,2020,3,303.9,0.05,7.668449197860963,36.66921313980138,2020-03-16 10:00:00,,,,,,,,,,,,,
195,2020-03-20,Friday,2020-03-26,6.0,8250.0,P,273.0,12:30:00,547.65,300.995,547.65,2020-03-23,09:25:00,SL hit,-274.65,8.2065,72.81995266703078,-20597.59694156199,-1.0298798470780994,2020,3,550.0,195.95,0.5610777352994722,7.509557618787549,2020-03-20 12:30:00,,,,,,,,,,,,,
1166,,,,,,,20890.15,2020-03-20 13:45:00,,,20576.79775,,2020-03-20 13:45:00,,-313.3522499999999,,240.0,-76199.74674599999,-1.2699945091042206,2020,3,,,,,2020-03-20 13:45:00,2020-03-20 13:15:00,LONG,20576.79775,20576.79775,-317.4989447749999,Initial SL Hit,5.0,BANKNIFTY,1000000.0,333333.0,79.99992,-25399.89018208441,-2.5399890182084413
196,2020-03-23,Monday,2020-03-26,3.0,7950.0,C,282.2,12:40:00,574.95,0.0,574.95,2020-03-26,09:55:00,SL hit,-292.75000000000006,8.5715,68.31767719897522,-20585.584970111016,-1.0292792485055509,2020,3,594.7,156.0,0.8621690862510671,6.789069171648163,2020-03-23 12:40:00,,,,,,,,,,,,,
197,2020-03-24,Tuesday,2020-03-26,2.0,7800.0,P,388.4,11:10:00,507.1,0.61,0.05,2020-03-26,15:25:00,EOD exit,388.35,3.8845,168.49199663016,64779.359730412776,3.238967986520639,2020,3,408.45,0.05,6.543386689132263,16.427969671440596,2020-03-24 11:10:00,,,,,,,,,,,,,
1167,,,,,,,18319.0,2020-03-25 13:15:00,,,19384.85,,2020-03-26 13:45:00,,1065.8499999999983,,270.0,286761.4960499996,4.779353488141726,2020,3,,,,,2020-03-25 13:15:00,2020-03-25 12:45:00,LONG,18044.215,19415.85,1062.0796149999985,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,89.99991,95587.06976283452,9.558706976283451
1168,,,,,,,8320.85,2020-03-25 14:15:00,,,8391.95,,2020-03-30 12:15:00,,71.10000000000036,,600.0,40654.46400000022,0.6775737224256035,2020,3,,,,,2020-03-25 14:15:00,2020-03-25 13:15:00,LONG,8265.93239,8265.93239,67.75744000000036,MACD Reversal,5.0,NIFTY,1000000.0,333333.0,199.9998,13551.474448512072,1.355147444851207
1169,,,,,,,29845.03,2020-03-26 10:15:00,,,29665.95982,,2020-03-26 10:15:00,,-179.0701799999988,,270.0,-49955.74532513967,-0.8325949228232391,2020,3,,,,,2020-03-26 10:15:00,2020-03-26 09:15:00,LONG,29665.95982,29665.95982,-185.0212789819988,Initial SL hit,8.0,SENSEX,1000000.0,333333.0,89.99991,-16651.898456464784,-1.6651898456464782
1170,,,,,,,30065.14,2020-03-26 12:15:00,,,29884.74916,,2020-03-26 12:15:00,,-180.39084000000005,,270.0,-50324.17380732001,-0.8387353913857699,2020,3,,,,,2020-03-26 12:15:00,2020-03-26 11:15:00,LONG,29884.74916,29884.74916,-186.38582891600004,Initial SL hit,8.0,SENSEX,1000000.0,333333.0,89.99991,-16774.7078277154,-1.6774707827715398
1171,,,,,,,19631.55,2020-03-26 14:45:00,,,19747.0,,2020-03-27 10:45:00,,115.45000000000071,,255.0,28435.596975000182,0.4739261423233868,2020,3,,,,,2020-03-26 14:45:00,2020-03-26 14:15:00,LONG,19337.07675,20066.77666666667,111.51214500000071,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,84.999915,9478.522846467737,0.9478522846467736
1172,,,,,,,20301.45,2020-03-27 11:45:00,,,19996.92825,,2020-03-27 11:45:00,,-304.5217499999999,,240.0,-74052.38107799998,-1.2342051170936483,2020,3,,,,,2020-03-27 11:45:00,2020-03-27 11:15:00,LONG,19996.92825,19996.92825,-308.5515878249999,Initial SL Hit,5.0,BANKNIFTY,1000000.0,333333.0,79.99992,-24684.102341872967,-2.4684102341872967
199,2020-03-27,Friday,2020-04-01,5.0,8950.0,C,247.45,12:30:00,540.25,0.0,0.05,2020-04-01,15:20:00,EOD exit,247.4,2.475,68.30601092896174,16729.849726775952,0.8364924863387977,2020,4,270.0,0.05,1.689890710382513,7.641734972677596,2020-03-27 12:30:00,,,,,,,,,,,,,
1174,,,,,,,20156.65,2020-03-27 13:15:00,,,19854.30025,,2020-03-27 13:15:00,,-302.3497500000012,,255.0,-78119.4654813753,-1.3019897893651637,2020,3,,,,,2020-03-27 13:15:00,2020-03-27 12:45:00,LONG,19854.30025,19854.30025,-306.3508450250012,Initial SL Hit,5.0,BANKNIFTY,1000000.0,333333.0,84.999915,-26039.79578730328,-2.6039795787303275
1173,,,,,,,29965.99,2020-03-27 13:15:00,,,29786.19406,,2020-03-27 14:15:00,,-179.79593999999997,,270.0,-50158.21276962,-0.8359693768567874,2020,3,,,,,2020-03-27 13:15:00,2020-03-27 12:15:00,LONG,29786.19406,29786.19406,-185.771158406,Initial SL hit,8.0,SENSEX,1000000.0,333333.0,89.99991,-16719.387537135746,-1.6719387537135748
1175,,,,,,,20215.5,2020-03-27 13:45:00,,,19912.2675,,2020-03-27 14:45:00,,-303.2325000000019,,240.0,-73738.86642000046,-1.2289798780189005,2020,3,,,,,2020-03-27 13:45:00,2020-03-27 13:15:00,LONG,19912.2675,19912.2675,-307.2452767500019,Initial SL Hit,5.0,BANKNIFTY,1000000.0,333333.0,79.99992,-24579.597560378013,-2.457959756037801
198,2020-03-27,Friday,2020-04-01,5.0,8900.0,P,475.0,14:20:00,618.95,514.495,600.0,2020-03-30,09:15:00,Gap SL hit,-125.0,10.75,138.93713094824588,-18860.71552622438,-0.943035776311219,2020,3,639.95,438.0,0.5140673845085098,15.456755817992354,2020-03-27 14:20:00,,,,,,,,,,,,,
200,2020-03-30,Monday,2020-04-01,2.0,8350.0,P,282.3,09:30:00,425.0,130.70499999999998,96.15,2020-04-01,15:25:00,EOD exit,186.15,3.7845,140.1541695865452,25559.28521373511,1.2779642606867556,2020,4,315.0,35.0,3.466012613875264,14.628591450595655,2020-03-30 09:30:00,,,,,,,,,,,,,
1177,,,,,,,19653.5,2020-03-30 09:45:00,,,19441.9,,2020-03-30 09:45:00,,-211.5999999999985,,255.0,-54954.93269999963,-0.9159146290844487,2020,3,,,,,2020-03-30 09:45:00,2020-03-30 09:15:00,LONG,19358.6975,19358.6975,-215.5095399999985,MACD Reversal,5.0,BANKNIFTY,1000000.0,333333.0,84.999915,-18318.292581688973,-1.8318292581688973
1176,,,,,,,29405.57,2020-03-30 10:15:00,,,29229.13658,,2020-03-30 11:15:00,,-176.4334200000012,,270.0,-49220.16047766033,-0.8203351876249974,2020,3,,,,,2020-03-30 10:15:00,2020-03-30 09:15:00,LONG,29229.13658,29229.13658,-182.2968906580012,Initial SL hit,8.0,SENSEX,1000000.0,333333.0,89.99991,-16406.703752499947,-1.6406703752499947
1179,,,,,,,8574.85,2020-03-31 12:15:00,,,8518.25599,,2020-04-01 09:15:00,,-56.59401000000071,,575.0,-34507.26293885041,-0.5751204738597911,2020,3,,,,,2020-03-31 12:15:00,2020-03-31 11:15:00,LONG,8518.25599,8518.25599,-60.01263119800071,Initial SL hit,5.0,NIFTY,1000000.0,333333.0,191.666475,-11502.409477195824,-1.1502409477195823
1178,,,,,,,29398.57,2020-03-31 12:15:00,,,29222.17858,,2020-04-01 09:15:00,,-176.39141999999993,,270.0,-49208.44361165998,-0.8201399067202728,2020,3,,,,,2020-03-31 12:15:00,2020-03-31 11:15:00,LONG,29222.17858,29222.17858,-182.25349485799995,Initial SL hit,8.0,SENSEX,1000000.0,333333.0,89.99991,-16402.798134405457,-1.6402798134405456
201,2020-04-03,Friday,2020-04-09,6.0,8400.0,C,84.05,13:15:00,180.0,0.0,140.15,2020-04-07,09:15:00,Gap SL hit,-56.10000000000001,2.242,208.44189682126105,-12160.917144346013,-0.6080458572173006,2020,4,252.75,55.25,0.6003126628452318,21.88639916623241,2020-04-03 13:15:00,,,,,,,,,,,,,
202,2020-04-07,Tuesday,2020-04-09,2.0,8400.0,P,117.3,09:55:00,205.45,0.1425,0.05,2020-04-09,15:25:00,EOD exit,117.25,1.1735,226.88598979013048,26336.13159387408,1.316806579693704,2020,4,164.8,0.05,2.66023823028928,23.8230289279637,2020-04-07 09:55:00,,,,,,,,,,,,,
1181,,,,,,,18246.75,2020-04-07 11:15:00,,,19083.05,,2020-04-08 12:15:00,,836.2999999999993,,270.0,224793.09539999985,3.7465478434484063,2020,4,,,,,2020-04-07 11:15:00,2020-04-07 10:45:00,LONG,17973.048749999998,19092.15333333333,832.5670199999993,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,89.99991,74930.95686896813,7.493095686896813
1180,,,,,,,8499.75,2020-04-07 11:15:00,,,8900.4,,2020-04-16 09:15:00,,400.6499999999997,,600.0,238301.98199999976,3.9716957283002965,2020,4,,,,,2020-04-07 11:15:00,2020-04-07 10:15:00,LONG,8443.65165,8837.69375,397.1699699999997,MACD Reversal,5.0,NIFTY,1000000.0,333333.0,199.9998,79433.91456600593,7.943391456600593
1182,,,,,,,29180.31,2020-04-07 12:15:00,,,30707.68,,2020-04-21 11:15:00,,1527.369999999999,,270.0,410772.9242699997,6.846208558284592,2020,4,,,,,2020-04-07 12:15:00,2020-04-07 11:15:00,LONG,29005.228140000003,30681.171,1521.381200999999,MACD Reversal,8.0,SENSEX,1000000.0,333333.0,89.99991,136924.17116569183,13.692417116569183
203,2020-04-08,Wednesday,2020-04-09,1.0,8700.0,C,151.0,13:00:00,445.0,0.0,411.0,2020-04-09,15:25:00,EOD exit,-260.0,5.62,68.02721088435374,-18069.38775510204,-0.903469387755102,2020,4,415.0,98.4,0.3578231292517006,7.397959183673469,2020-04-08 13:00:00,,,,,,,,,,,,,
1183,,,,,,,19003.15,2020-04-08 14:15:00,,,19356.5,,2020-04-13 09:15:00,,353.34999999999854,,270.0,94368.7894499996,1.572811584686836,2020,4,,,,,2020-04-08 14:15:00,2020-04-08 13:45:00,LONG,18718.10275,19566.17666666667,349.51403499999856,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,89.99991,31456.23169373672,3.145623169373672
1184,,,,,,,19506.35,2020-04-13 10:15:00,,,19500.95,,2020-04-13 12:45:00,,-5.399999999997817,,255.0,-2371.686149999444,-0.0395280629718882,2020,4,,,,,2020-04-13 10:15:00,2020-04-13 09:45:00,LONG,19213.75475,19622.640000000003,-9.300729999997818,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,84.999915,-790.5612594377645,-0.0790561259437764
204,2020-04-13,Monday,2020-04-16,3.0,9100.0,P,250.7,12:35:00,330.0,93.7025,107.55,2020-04-16,15:25:00,EOD exit,143.14999999999998,3.5825,252.20680958385876,35199.87389659519,1.7599936948297599,2020,4,299.0,55.2,4.930643127364438,28.68852459016393,2020-04-13 12:35:00,,,,,,,,,,,,,
1185,,,,,,,19539.7,2020-04-13 13:45:00,,,19558.95,,2020-04-15 13:15:00,,19.25,,255.0,3911.734425,0.06519550855442625,2020,4,,,,,2020-04-13 13:45:00,2020-04-13 13:15:00,LONG,19246.6045,19740.65666666667,15.340135,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,84.999915,1303.910171088525,0.1303910171088525
205,2020-04-13,Monday,2020-04-16,3.0,9150.0,C,103.0,13:50:00,189.5,0.0,142.15,2020-04-15,09:15:00,Gap SL hit,-39.150000000000006,2.4515,231.21387283236996,-9618.84393063584,-0.480942196531792,2020,4,205.0,88.1,0.3445086705202313,26.445086705202318,2020-04-13 13:50:00,,,,,,,,,,,,,
206,2020-04-15,Wednesday,2020-04-16,1.0,9200.0,C,97.8,13:00:00,163.2,0.0,0.05,2020-04-16,15:25:00,EOD exit,97.75,0.9785,305.81039755351685,29593.73088685016,1.479686544342508,2020,4,104.05,0.05,2.9892966360856272,35.16819571865444,2020-04-15 13:00:00,,,,,,,,,,,,,
1186,,,,,,,9041.1,2020-04-16 13:15:00,,,8981.42874,,2020-04-16 14:15:00,,-59.67126000000098,,550.0,-34801.67116140054,-0.5800272726621564,2020,4,,,,,2020-04-16 13:15:00,2020-04-16 12:15:00,LONG,8981.42874,8981.42874,-63.275765748000985,Initial SL hit,5.0,NIFTY,1000000.0,333333.0,183.33315,-11600.545453243129,-1.1600545453243127
1187,,,,,,,20076.1,2020-04-17 11:15:00,,,19774.9585,,2020-04-17 11:45:00,,-301.14150000000154,,255.0,-77807.2844917504,-1.296786778074432,2020,4,,,,,2020-04-17 11:15:00,2020-04-17 10:45:00,LONG,19774.9585,19774.9585,-305.1266058500016,Initial SL hit,5.0,BANKNIFTY,1000000.0,333333.0,84.999915,-25935.73556148864,-2.593573556148864
208,2020-04-17,Friday,2020-04-23,6.0,9350.0,C,103.15,12:30:00,191.85,0.0,0.05,2020-04-23,15:25:00,EOD exit,103.1,1.032,225.47914317925597,23014.2051860203,1.150710259301015,2020,4,191.0,0.05,2.324689966178129,26.352874859075538,2020-04-17 12:30:00,,,,,,,,,,,,,
1188,,,,,,,19925.55,2020-04-17 12:45:00,,,20529.9,,2020-04-20 14:45:00,,604.3500000000022,,255.0,153077.63602500057,2.5512913824560757,2020,4,,,,,2020-04-17 12:45:00,2020-04-17 12:15:00,LONG,19626.66675,20731.11,600.3044550000022,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,84.999915,51025.82764912152,5.102582764912151
1189,,,,,,,9175.65,2020-04-17 14:15:00,,,9032.45,,2020-04-21 09:15:00,,-143.1999999999989,,550.0,-80762.89099999939,-1.3460468372851397,2020,4,,,,,2020-04-17 14:15:00,2020-04-17 13:15:00,LONG,9115.09071,9115.09071,-146.8416199999989,Gap Open Outside ISL,5.0,NIFTY,1000000.0,333333.0,183.33315,-26920.936745702795,-2.6920936745702795
207,2020-04-17,Friday,2020-04-23,6.0,9300.0,P,223.0,14:40:00,323.55,182.915,323.55,2020-04-21,09:15:00,SL hit,-100.55,5.4655,198.9060169070114,-21087.120835405272,-1.0543560417702638,2020,4,356.4,137.15,1.7076081551466928,23.122824465440075,2020-04-17 14:40:00,,,,,,,,,,,,,
209,2020-04-22,Wednesday,2020-04-23,1.0,9000.0,P,131.55,09:35:00,162.4,0.185,0.05,2020-04-23,15:25:00,EOD exit,131.5,1.3160000000000005,648.2982171799028,84398.05510534847,4.219902755267423,2020,4,155.0,0.05,8.525121555915723,72.93354943273907,2020-04-22 09:35:00,,,,,,,,,,,,,
1190,,,,,,,9162.65,2020-04-22 14:15:00,,,9145.55,,2020-04-24 14:15:00,,-17.100000000000364,,550.0,-11418.9020000002,-0.1903148430183033,2020,4,,,,,2020-04-22 14:15:00,2020-04-22 13:15:00,LONG,9102.17651,9178.05625,-20.76164000000036,TSL Hit,5.0,NIFTY,1000000.0,333333.0,183.33315,-3806.2968603660656,-0.3806296860366066
1191,,,,,,,31328.25,2020-04-22 14:15:00,,,32035.11,,2020-05-04 11:15:00,,706.8600000000006,,260.0,182136.15264000016,3.0355995083974587,2020,4,,,,,2020-04-22 14:15:00,2020-04-22 13:15:00,LONG,31140.2805,31897.048000000003,700.5236640000006,MACD Reversal,8.0,SENSEX,1000000.0,333333.0,86.66658,60711.99016794917,6.0711990167949175
1192,,,,,,,19761.25,2020-04-23 09:15:00,,,19704.1,,2020-04-24 09:15:00,,-57.150000000001455,,255.0,-15579.616425000371,-0.25966001408973244,2020,4,,,,,2020-04-23 09:15:00,2020-04-22 15:15:00,LONG,19464.83125,20058.75333333333,-61.09653500000145,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,84.999915,-5193.200281794649,-0.5193200281794649
1193,,,,,,,19765.8,2020-04-24 09:45:00,,,19665.65,,2020-04-24 10:15:00,,-100.14999999999782,,255.0,-26543.751974999443,-0.4423954238541245,2020,4,,,,,2020-04-24 09:45:00,2020-04-24 09:15:00,LONG,19469.313,19469.313,-104.09314499999782,MACD Reversal,5.0,BANKNIFTY,1000000.0,333333.0,84.999915,-8847.90847708249,-0.884790847708249
211,2020-04-24,Friday,2020-04-30,6.0,9150.0,P,128.4,12:45:00,178.5,144.7175,178.5,2020-04-24,14:20:00,SL hit,-50.1,3.069,399.2015968063873,-21225.1497005988,-1.06125748502994,2020,4,178.6,125.6,0.1117764471057888,45.65868263473055,2020-04-24 12:45:00,,,,,,,,,,,,,
210,2020-04-24,Friday,2020-04-30,6.0,9200.0,C,126.0,14:35:00,204.7,0.0,204.7,2020-04-27,09:30:00,SL hit,-78.69999999999999,3.307,254.1296060991106,-20840.40660736976,-1.042020330368488,2020,4,214.9,118.3,0.1956797966963152,29.22490470139772,2020-04-24 14:35:00,,,,,,,,,,,,,
213,2020-04-27,Monday,2020-04-30,3.0,9250.0,P,105.0,09:55:00,176.0,0.125,0.05,2020-04-30,15:25:00,EOD exit,104.95,1.0505,281.6901408450704,29267.46478873239,1.46337323943662,2020,4,114.45,0.05,2.956338028169014,32.57042253521127,2020-04-27 09:55:00,,,,,,,,,,,,,
1195,,,,,,,20128.7,2020-04-27 10:15:00,,,21547.35,,2020-04-30 14:15:00,,1418.6499999999978,,255.0,360693.0107249994,6.011544167199811,2020,4,,,,,2020-04-27 10:15:00,2020-04-27 09:45:00,LONG,19826.7695,21584.89333333333,1414.4823949999975,TSL Hit,5.0,BANKNIFTY,1000000.0,333333.0,84.999915,120230.88334399622,12.023088334399622
1194,,,,,,,9353.65,2020-04-27 10:15:00,,,9291.91591,,2020-04-27 14:15:00,,-61.73408999999992,,525.0,-34368.181670549966,-0.5728024550394715,2020,4,,,,,2020-04-27 10:15:00,2020-04-27 09:15:00,LONG,9291.91591,9291.91591,-65.46320318199993,Initial SL hit,5.0,NIFTY,1000000.0,333333.0,174.999825,-11456.04910078943,-1.145604910078943
212,2020-04-27,Monday,2020-04-30,3.0,9350.0,C,129.0,13:30:00,144.0,0.0,144.0,2020-04-29,11:15:00,SL hit,-15.0,2.73,1333.3333333333333,-23640.0,-1.1820000000000002,2020,4,144.6,68.0,8.133333333333333,155.83333333333334,2020-04-27 13:30:00,,,,,,,,,,,,,
