,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Trade Year,Trade Month
0,finnifty,19200,C,2023-01-03,2023-01-03 13:40:00,BUY,2023-01-03 13:45:00,23.75,15.0,20.7,2023-01-03 14:10:00,19.3,-4.449999999999999,0.6457499999999999,-5.095749999999999,-5823.714285714284,TSL Hit,1142.857142857143,-0.5823714285714284,2023,1
1,finnifty,19200,C,2023-01-03,2023-01-03 14:15:00,BUY,2023-01-03 14:20:00,33.15,19.2,29.659375,2023-01-03 14:50:00,27.45,-5.699999999999999,0.9089999999999999,-6.608999999999999,-4737.63440860215,TSL Hit,716.8458781362008,-0.47376344086021493,2023,1
7,finnifty,18150,C,2023-01-31,2023-01-31 13:35:00,BUY,2023-01-31 13:40:00,32.75,26.6,26.6,2023-01-31 13:40:00,26.6,-6.149999999999999,0.89025,-7.040249999999999,-11447.560975609756,Initial SL Hit,1626.016260162602,-1.1447560975609756,2023,1
8,finnifty,18350,C,2023-02-07,2023-02-07 14:35:00,BUY,2023-02-07 14:40:00,68.6,27.45,53.496875,2023-02-07 15:05:00,52.9,-15.699999999999996,1.8225,-17.522499999999997,-4258.201701093561,TSL Hit,243.01336573511549,-0.425820170109356,2023,2
9,finnifty,18550,C,2023-02-14,2023-02-14 13:30:00,BUY,2023-02-14 13:35:00,15.4,11.9,11.9,2023-02-14 13:35:00,11.9,-3.5,0.4095,-3.9095,-11170.0,Initial SL Hit,2857.1428571428573,-1.117,2023,2
10,finnifty,18550,C,2023-02-14,2023-02-14 13:40:00,BUY,2023-02-14 13:45:00,12.2,8.45,45.84375,2023-02-14 15:10:00,42.4,30.2,0.8189999999999998,29.381,78349.33333333333,TSL Hit,2666.6666666666665,7.834933333333333,2023,2
17,finnifty,17600,C,2023-03-14,2023-03-14 14:20:00,BUY,2023-03-14 14:25:00,20.0,3.2,13.13125,2023-03-14 14:35:00,6.0,-14.0,0.39,-14.39,-8565.47619047619,TSL Hit,595.2380952380952,-0.8565476190476191,2023,3
19,finnifty,17750,C,2023-03-21,2023-03-21 13:40:00,BUY,2023-03-21 13:45:00,22.3,15.95,55.109375,2023-03-21 15:20:00,56.4,34.099999999999994,1.1805,32.91949999999999,51841.73228346454,EOD Exit,1574.8031496062988,5.184173228346454,2023,3
21,finnifty,18150,C,2023-04-03,2023-04-03 14:25:00,BUY,2023-04-03 14:30:00,20.4,14.45,17.150000000000002,2023-04-03 15:00:00,14.45,-5.949999999999999,0.5227499999999999,-6.47275,-10878.57142857143,Initial SL hit,1680.6722689075632,-1.087857142857143,2023,4
22,finnifty,18150,C,2023-04-03,2023-04-03 15:05:00,BUY,2023-04-03 15:10:00,18.55,6.2,6.2,2023-04-03 15:20:00,13.15,-5.4,0.47550000000000003,-5.875500000000001,-4757.48987854251,EOD Exit,809.7165991902833,-0.47574898785425107,2023,4
