,index,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Index,Final PnL,Final ROI%,DD%
10,190,2017-01-24 13:15:00,LONG,2017-01-24 14:15:00,19013.15,18935.05,19601.18888888889,2017-01-30 15:15:00,19590.3,577.1499999999978,573.2896549999978,300977.06887499883,TSL Hit,175.0,5x,12.039082754999956,2017,BNF,100325.6896249996,4.013027584999985,0.0
11,828,2017-01-24 14:15:00,LONG,2017-01-24 15:15:00,8476.1,8454.5,8563.572499999998,2017-02-01 11:15:00,8547.1,71.0,67.59536,99703.156,TSL Hit,491.6666666666667,5x,3.98812624,2017,NIFTY,33234.38533333333,1.3293754133333333,0.0
12,191,2017-01-31 11:15:00,LONG,2017-01-31 12:15:00,19492.3,19442.9,19442.9,2017-01-31 12:15:00,19442.9,-49.39999999999782,-53.29351999999782,-27179.69519999889,Initial SL Hit,170.0,5x,-1.0871878079999555,2017,BNF,-9059.898399999629,-0.36239593599998515,-0.36239593599998443
13,192,2017-01-31 15:15:00,LONG,2017-02-01 09:15:00,19543.45,19488.85,19488.85,2017-02-01 11:15:00,19488.85,-54.60000000000218,-58.50323000000218,-29836.647300001117,Initial SL Hit,170.0,5x,-1.1934658920000445,2017,BNF,-9945.549100000371,-0.39782196400001485,-0.7602179000000007
14,829,2017-02-01 12:15:00,LONG,2017-02-01 13:15:00,8658.8,8540.7,8755.213749999999,2017-02-09 10:15:00,8742.1,83.30000000000109,79.81982000000109,115738.73900000156,TSL Hit,483.3333333333333,5x,4.629549560000063,2017,NIFTY,38579.57966666719,1.5431831866666876,0.0
15,193,2017-02-01 12:15:00,LONG,2017-02-01 13:15:00,19941.7,19470.95,20334.152777777777,2017-02-07 15:15:00,20308.3,366.59999999999854,362.57499999999857,179474.6249999993,TSL Hit,165.0,5x,7.178984999999972,2017,BNF,59824.87499999977,2.3929949999999907,0.0
16,194,2017-02-08 12:15:00,LONG,2017-02-08 13:15:00,20297.3,20268.35,20268.35,2017-02-08 13:15:00,20268.35,-28.950000000000728,-33.00656500000073,-16338.24967500036,Initial SL Hit,165.0,5x,-0.6535299870000144,2017,BNF,-5446.0832250001195,-0.2178433290000048,-0.21784332900000436
17,195,2017-02-08 14:15:00,LONG,2017-02-08 15:15:00,20300.1,20070.15,20070.15,2017-02-09 10:15:00,20070.15,-229.9499999999971,-233.9870249999971,-115823.57737499855,Initial SL Hit,165.0,5x,-4.632943094999942,2017,BNF,-38607.85912499952,-1.5443143649999809,-1.7621576939999848
18,196,2017-02-09 11:15:00,LONG,2017-02-09 12:15:00,20108.3,20000.35,20221.766666666663,2017-02-10 14:15:00,20196.75,88.45000000000073,84.41949500000072,41787.65002500036,TSL Hit,165.0,5x,1.6715060010000142,2017,BNF,13929.21667500012,0.5571686670000048,-1.2049890269999786
19,830,2017-02-09 11:15:00,LONG,2017-02-09 12:15:00,8755.55,8724.1,8780.695,2017-02-13 11:15:00,8770.25,14.700000000000728,11.194840000000728,15952.647000001036,TSL Hit,475.0,5x,0.6381058800000414,2017,NIFTY,5317.549000000346,0.21270196000001385,-0.9922870669999639
20,197,2017-02-13 12:15:00,LONG,2017-02-13 13:15:00,20194.2,20116.9,20235.38888888889,2017-02-14 11:15:00,20196.3,2.099999999998545,-1.939050000001456,-959.8297500007204,TSL Hit,165.0,5x,-0.0383931900000288,2017,BNF,-319.94325000024025,-0.01279773000000961,-1.0050847969999737
21,831,2017-02-13 13:15:00,LONG,2017-02-13 14:15:00,8803.8,8763.65,8782.68625,2017-02-15 10:15:00,8764.05,-39.75,-43.26357,-61650.58725,TSL Hit,475.0,5x,-2.46602349,2017,NIFTY,-20550.19575,-0.82200783,-1.827092626999974
22,198,2017-02-14 12:15:00,LONG,2017-02-14 13:15:00,20228.75,20158.85,20233.041666666668,2017-02-15 11:15:00,20158.85,-69.90000000000146,-73.93876000000145,-36599.68620000072,Initial SL hit,165.0,5x,-1.4639874480000286,2017,BNF,-12199.89540000024,-0.48799581600000963,-2.3150884429999827
23,1264,2017-02-16 10:15:00,LONG,2017-02-16 11:15:00,8144.65,8116.35,8306.0125,2017-03-02 15:15:00,8300.6,155.95000000000073,152.66095000000072,232044.6440000011,TSL Hit,506.6666666666667,5x,9.281785760000044,2017,FINNIFTY,77348.21466666703,3.093928586666681,0.0
24,199,2017-02-17 10:15:00,LONG,2017-02-17 11:15:00,20707.2,20640.4,20640.4,2017-02-17 12:15:00,20640.4,-66.79999999999927,-70.93475999999927,-34048.68479999965,Initial SL hit,160.0,5x,-1.361947391999986,2017,BNF,-11349.561599999884,-0.4539824639999954,-0.45398246399999564
25,832,2017-02-17 10:15:00,LONG,2017-02-17 11:15:00,8836.8,8814.35,8814.35,2017-02-17 13:15:00,8814.35,-22.44999999999891,-25.980229999998908,-37021.82774999845,Initial SL hit,475.0,5x,-1.480873109999938,2017,NIFTY,-12340.609249999481,-0.4936243699999793,-0.9476068339999735
26,200,2017-02-20 09:15:00,LONG,2017-02-20 10:15:00,20560.8,20472.4,20859.316666666666,2017-02-23 14:15:00,20844.95,284.15000000000146,280.00942500000144,134404.5240000007,TSL Hit,160.0,5x,5.376180960000028,2017,BNF,44801.508000000234,1.7920603200000091,0.0
27,833,2017-02-20 10:15:00,LONG,2017-02-20 11:15:00,8840.7,8827.0,8897.61875,2017-02-27 15:15:00,8896.45,55.75,52.20257,74388.66225000001,TSL Hit,475.0,5x,2.9755464900000006,2017,NIFTY,24796.22075,0.9918488300000001,0.0
28,201,2017-02-27 10:15:00,LONG,2017-02-27 11:15:00,20730.35,20669.65,20669.65,2017-02-27 14:15:00,20669.65,-60.69999999999709,-64.83999999999709,-31123.199999998604,Initial SL Hit,160.0,5x,-1.244927999999944,2017,BNF,-10374.399999999534,-0.41497599999998136,-0.4149759999999816
29,202,2017-02-27 15:15:00,LONG,2017-02-28 09:15:00,20632.25,20584.75,20584.75,2017-02-28 11:15:00,20584.75,-47.5,-51.6217,-24778.416,Initial SL Hit,160.0,5x,-0.99113664,2017,BNF,-8259.472,-0.33037888,-0.745354879999983
30,834,2017-02-28 11:15:00,LONG,2017-02-28 12:15:00,8894.5,8879.2,8879.2,2017-02-28 13:15:00,8879.2,-15.299999999999272,-18.85473999999927,-26396.63599999898,Initial SL Hit,466.6666666666667,5x,-1.0558654399999592,2017,NIFTY,-8798.878666666327,-0.35195514666665306,-1.0973100266666371
31,203,2017-02-28 13:15:00,LONG,2017-02-28 14:15:00,20614.4,20560.6,20724.55277777778,2017-03-02 14:15:00,20560.6,-53.80000000000291,-57.91750000000291,-27800.4000000014,Initial SL hit,160.0,5x,-1.1120160000000558,2017,BNF,-9266.800000000465,-0.3706720000000186,-1.4679820266666574
32,835,2017-03-01 11:15:00,LONG,2017-03-01 12:15:00,8936.75,8927.35,8927.35,2017-03-01 12:15:00,8927.35,-9.399999999999636,-12.972819999999636,-18161.94799999949,Initial SL hit,466.6666666666667,5x,-0.7264779199999796,2017,NIFTY,-6053.982666666498,-0.24215930666665988,-1.7101413333333184
33,836,2017-03-01 13:15:00,LONG,2017-03-01 14:15:00,8942.45,8927.7,8930.06875,2017-03-02 14:15:00,8927.7,-14.75,-18.32403,-25653.642,Initial SL hit,466.6666666666667,5x,-1.0261456800000002,2017,NIFTY,-8551.214,-0.34204856,-2.052189893333317
34,1265,2017-03-03 12:15:00,LONG,2017-03-03 13:15:00,8241.75,8221.2,8323.20375,2017-03-10 13:15:00,8296.75,55.0,51.6923,78572.296,TSL Hit,506.6666666666667,5x,3.14289184,2017,FINNIFTY,26190.765333333336,1.0476306133333335,-1.0045592799999845
35,837,2017-03-06 09:15:00,LONG,2017-03-06 10:15:00,8960.25,8914.0,8927.73125,2017-03-08 10:15:00,8914.0,-46.25,-49.82485,-69754.79,Initial SL hit,466.6666666666667,5x,-2.7901916,2017,NIFTY,-23251.596666666668,-0.9300638666666667,-1.9346231466666524
36,204,2017-03-08 14:15:00,LONG,2017-03-08 15:15:00,20687.15,20628.2,20634.411111111112,2017-03-09 09:15:00,20628.2,-58.95000000000073,-63.08153500000073,-30279.13680000035,Initial SL hit,160.0,5x,-1.211165472000014,2017,BNF,-10093.045600000116,-0.4037218240000046,-2.3383449706666575
37,205,2017-03-09 10:15:00,LONG,2017-03-09 11:15:00,20705.35,20662.45,20662.45,2017-03-09 12:15:00,20662.45,-42.89999999999782,-47.03677999999782,-22577.65439999895,Initial SL hit,160.0,5x,-0.903106175999958,2017,BNF,-7525.884799999651,-0.301035391999986,-2.6393803626666426
38,838,2017-03-09 12:15:00,LONG,2017-03-09 13:15:00,8915.2,8905.6,8905.6,2017-03-09 13:15:00,8905.6,-9.600000000000364,-13.164160000000363,-18429.82400000051,Initial SL Hit,466.6666666666667,5x,-0.7371929600000204,2017,NIFTY,-6143.274666666836,-0.24573098666667348,-2.8851113493333145
39,206,2017-03-09 13:15:00,LONG,2017-03-09 14:15:00,20697.8,20649.9,20684.36111111111,2017-03-10 13:15:00,20649.9,-47.89999999999782,-52.03476999999782,-24976.689599998957,Initial SL hit,160.0,5x,-0.999067583999958,2017,BNF,-8325.563199999651,-0.33302252799998605,-3.218133877333301
40,839,2017-03-10 11:15:00,LONG,2017-03-10 12:15:00,8941.8,8927.85,8927.85,2017-03-10 13:15:00,8927.85,-13.949999999998909,-17.52392999999891,-24533.501999998472,Initial SL hit,466.6666666666667,5x,-0.981340079999939,2017,NIFTY,-8177.833999999491,-0.32711335999997965,-3.5452472373332817
41,1266,2017-03-14 10:15:00,LONG,2017-03-14 11:15:00,8516.55,8494.8,8494.8,2017-03-14 14:15:00,8494.8,-21.75,-25.15227,-37225.3596,Initial SL hit,493.3333333333333,5x,-1.489014384,2017,FINNIFTY,-12408.4532,-0.49633812800000005,-4.041585365333283
42,207,2017-03-14 10:15:00,LONG,2017-03-14 11:15:00,21180.85,21119.35,21119.35,2017-03-14 12:15:00,21119.35,-61.5,-65.73002,-30564.4593,Initial SL hit,155.0,5x,-1.222578372,2017,BNF,-10188.1531,-0.407526124,-4.4491114893332835
43,840,2017-03-14 12:15:00,LONG,2017-03-14 13:15:00,9082.9,9072.2,9072.2,2017-03-14 14:15:00,9072.2,-10.699999999998909,-14.331019999998908,-19705.152499998498,Initial SL hit,458.3333333333333,5x,-0.7882060999999398,2017,NIFTY,-6568.384166666166,-0.26273536666664665,-4.71184685599993
44,841,2017-03-14 15:15:00,LONG,2017-03-15 09:15:00,9091.9,9073.2,9111.17375,2017-03-21 11:15:00,9104.3,12.399999999999636,8.760759999999637,12046.044999999502,TSL Hit,458.3333333333333,5x,0.4818417999999801,2017,NIFTY,4015.348333333167,0.16061393333332666,-4.551232922666603
45,208,2017-03-14 15:15:00,LONG,2017-03-15 09:15:00,21116.2,21059.7,21192.53888888889,2017-03-17 09:15:00,21183.4,67.20000000000073,62.97004000000073,30225.61920000035,TSL Hit,160.0,5x,1.209024768000014,2017,BNF,10075.206400000117,0.4030082560000047,-4.1482246666666
46,1267,2017-03-14 15:15:00,LONG,2017-03-15 09:15:00,8515.65,8499.15,8499.15,2017-03-15 09:15:00,8499.15,-16.5,-19.90296,-29456.3808,Initial SL hit,493.3333333333333,5x,-1.1782552320000002,2017,FINNIFTY,-9818.793599999999,-0.39275174399999996,-4.540976410666602
47,1268,2017-03-15 12:15:00,LONG,2017-03-15 13:15:00,8544.15,8534.4,8534.4,2017-03-15 13:15:00,8534.4,-9.75,-13.16571,-19485.2508,Initial SL hit,493.3333333333333,5x,-0.779410032,2017,FINNIFTY,-6495.0836,-0.259803344,-4.800779754666603
48,1269,2017-03-16 11:15:00,LONG,2017-03-16 12:15:00,8584.35,8568.4,8568.4,2017-03-20 09:15:00,8568.4,-15.950000000000728,-19.380550000000728,-27907.99200000105,Initial SL hit,480.0,5x,-1.116319680000042,2017,FINNIFTY,-9302.66400000035,-0.37210656000001396,-5.172886314666616
49,209,2017-03-17 11:15:00,LONG,2017-03-17 12:15:00,21179.3,21127.95,21127.95,2017-03-20 09:15:00,21127.95,-51.34999999999855,-55.580724999998544,-25845.03712499932,Initial SL Hit,155.0,5x,-1.0338014849999728,2017,BNF,-8615.012374999775,-0.34460049499999096,-5.517486809666607
50,210,2017-03-20 10:15:00,LONG,2017-03-20 11:15:00,21132.6,21086.35,21086.35,2017-03-21 09:15:00,21086.35,-46.25,-50.471895,-24226.5096,Initial SL Hit,160.0,5x,-0.969060384,2017,BNF,-8075.503200000001,-0.323020128,-5.840506937666607
51,1270,2017-03-20 10:15:00,LONG,2017-03-20 11:15:00,8596.5,8565.3,8565.3,2017-03-21 11:15:00,8565.3,-31.200000000000728,-34.63236000000073,-49870.59840000105,Initial SL hit,480.0,5x,-1.9948239360000424,2017,FINNIFTY,-16623.53280000035,-0.6649413120000139,-6.505448249666621
52,842,2017-03-21 12:15:00,LONG,2017-03-21 13:15:00,9105.95,9087.8,9087.8,2017-03-21 13:15:00,9087.8,-18.15000000000145,-21.788750000001457,-29959.531250002005,Initial SL Hit,458.3333333333333,5x,-1.19838125000008,2017,NIFTY,-9986.510416667334,-0.39946041666669335,-6.904908666333313
53,211,2017-03-21 12:15:00,LONG,2017-03-21 13:15:00,21028.7,20980.55,20980.55,2017-03-21 13:15:00,20980.55,-48.150000000001455,-52.35092500000145,-25128.444000000694,Initial SL Hit,160.0,5x,-1.005137760000028,2017,BNF,-8376.148000000232,-0.33504592000000927,-7.239954586333322
54,1271,2017-03-21 12:15:00,LONG,2017-03-21 13:15:00,8551.6,8535.5,8535.5,2017-03-21 14:15:00,8535.5,-16.100000000000364,-19.517420000000364,-28885.781600000537,Initial SL hit,493.3333333333333,5x,-1.1554312640000215,2017,FINNIFTY,-9628.593866666846,-0.38514375466667383,-7.6250983409999975
55,843,2017-03-21 14:15:00,LONG,2017-03-21 15:15:00,9125.65,9097.05,9097.05,2017-03-22 09:15:00,9047.6,-78.04999999999927,-81.68464999999927,-112316.39374999898,Gap Open Outside ISL,458.3333333333333,5x,-4.49265574999996,2017,NIFTY,-37438.79791666633,-1.497551916666653,-9.122650257666649
56,212,2017-03-21 14:15:00,LONG,2017-03-21 15:15:00,21027.65,20967.0,20967.0,2017-03-22 09:15:00,20816.05,-211.60000000000215,-215.78437000000216,-103576.49760000104,Gap Open Outside ISL,160.0,5x,-4.143059904000042,2017,BNF,-34525.49920000035,-1.381019968000014,-10.503670225666664
57,213,2017-03-22 11:15:00,LONG,2017-03-22 12:15:00,20863.75,20827.0,20827.0,2017-03-22 14:15:00,20827.0,-36.75,-40.919075,-19641.156,Initial SL Hit,160.0,5x,-0.7856462399999999,2017,BNF,-6547.052,-0.26188207999999996,-10.765552305666663
58,1272,2017-03-22 11:15:00,LONG,2017-03-22 12:15:00,8488.8,8472.6,8472.6,2017-03-22 14:15:00,8472.6,-16.19999999999891,-19.592279999998908,-28996.574399998382,Initial SL hit,493.3333333333333,5x,-1.1598629759999353,2017,FINNIFTY,-9665.52479999946,-0.38662099199997846,-11.152173297666641
59,1273,2017-03-23 13:15:00,LONG,2017-03-23 14:15:00,8491.75,8474.35,8795.643125,2017-04-19 09:15:00,8785.35,293.6000000000004,290.1445800000004,429413.97840000055,TSL Hit,493.3333333333333,5x,17.176559136000023,2017,FINNIFTY,143137.9928000002,5.7255197120000085,-5.426653585666632
60,844,2017-03-28 09:15:00,LONG,2017-03-28 10:15:00,9096.9,9080.8,9080.8,2017-03-28 14:15:00,9080.8,-16.100000000000364,-19.735540000000363,-27136.3675000005,Initial SL hit,458.3333333333333,5x,-1.08545470000002,2017,NIFTY,-9045.455833333499,-0.36181823333333996,-5.788471818999973
61,214,2017-03-28 10:15:00,LONG,2017-03-28 11:15:00,21228.65,21171.9,21466.50277777778,2017-03-31 14:15:00,21440.7,212.04999999999927,207.78306499999928,96619.12522499966,TSL Hit,155.0,5x,3.8647650089999863,2017,BNF,32206.375074999887,1.2882550029999955,-4.500216815999977
62,845,2017-03-29 10:15:00,LONG,2017-03-29 11:15:00,9126.1,9117.95,9117.95,2017-03-29 14:15:00,9117.95,-8.149999999999636,-11.798809999999635,-16223.363749999502,Initial SL hit,458.3333333333333,5x,-0.6489345499999801,2017,NIFTY,-5407.7879166665,-0.21631151666666,-4.716528332666638
63,846,2017-03-29 15:15:00,LONG,2017-03-30 09:15:00,9153.15,9143.1,9143.1,2017-03-30 09:15:00,9143.1,-10.049999999999272,-13.709249999999273,-18850.218749999,Initial SL hit,458.3333333333333,5x,-0.75400874999996,2017,NIFTY,-6283.406249999666,-0.25133624999998666,-4.967864582666625
64,847,2017-03-30 12:15:00,LONG,2017-03-30 13:15:00,9157.85,9148.55,9148.55,2017-03-30 13:15:00,9148.55,-9.300000000001091,-12.961280000001093,-17821.7600000015,Initial SL hit,458.3333333333333,5x,-0.7128704000000601,2017,NIFTY,-5940.586666667167,-0.23762346666668668,-5.2054880493333116
65,848,2017-03-30 14:15:00,LONG,2017-03-30 15:15:00,9181.6,9145.95,9213.715,2017-04-07 14:15:00,9193.75,12.149999999999636,8.474929999999636,11441.15549999951,TSL Hit,450.0,5x,0.4576462199999804,2017,NIFTY,3813.7184999998362,0.15254873999999344,-5.052939309333318
66,215,2017-04-03 10:15:00,LONG,2017-04-03 11:15:00,21493.35,21429.25,21575.46388888889,2017-04-06 12:15:00,21564.1,70.75,66.444255,30896.578575,TSL Hit,155.0,5x,1.235863143,2017,BNF,10298.859525,0.411954381,-4.640984928333317
67,216,2017-04-06 13:15:00,LONG,2017-04-06 14:15:00,21604.15,21560.95,21560.95,2017-04-06 14:15:00,21560.95,-43.20000000000073,-47.51651000000073,-22095.177150000334,Initial SL Hit,155.0,5x,-0.8838070860000136,2017,BNF,-7365.059050000113,-0.2946023620000045,-4.9355872903333236
68,217,2017-04-07 09:15:00,LONG,2017-04-07 10:15:00,21607.4,21514.6,21514.6,2017-04-07 14:15:00,21514.6,-92.80000000000292,-97.11220000000291,-45157.17300000136,Initial SL Hit,155.0,5x,-1.8062869200000544,2017,BNF,-15052.391000000453,-0.6020956400000181,-5.537682930333343
69,218,2017-04-10 10:15:00,LONG,2017-04-10 11:15:00,21498.55,21431.65,21692.286111111112,2017-04-13 14:15:00,21678.1,179.54999999999927,175.23233499999927,81483.03577499966,TSL Hit,155.0,5x,3.2593214309999863,2017,BNF,27161.011924999886,1.0864404769999956,-4.451242453333347
70,219,2017-04-13 15:15:00,LONG,2017-04-17 09:15:00,21711.6,21665.0,21665.0,2017-04-17 09:15:00,21665.0,-46.59999999999855,-50.937659999998544,-23686.011899999325,Initial SL Hit,155.0,5x,-0.947440475999973,2017,BNF,-7895.337299999775,-0.315813491999991,-4.767055945333336
71,220,2017-04-17 14:15:00,LONG,2017-04-17 15:15:00,21649.75,21599.75,21728.05277777778,2017-04-18 14:15:00,21682.9,33.150000000001455,28.81673500000145,13399.781775000676,TSL Hit,155.0,5x,0.535991271000027,2017,BNF,4466.593925000225,0.178663757000009,-4.5883921883333265
72,221,2017-04-18 15:15:00,LONG,2017-04-19 09:15:00,21695.1,21651.5,21651.5,2017-04-19 09:15:00,21651.5,-43.59999999999855,-47.934659999998544,-22289.616899999324,Initial SL Hit,155.0,5x,-0.8915846759999729,2017,BNF,-7429.872299999774,-0.29719489199999094,-4.885587080333316
73,222,2017-04-19 10:15:00,LONG,2017-04-19 11:15:00,21613.7,21560.95,21560.95,2017-04-19 11:15:00,21560.95,-52.75,-57.067465,-26536.371225,Initial SL Hit,155.0,5x,-1.061454849,2017,BNF,-8845.457075,-0.353818283,-5.239405363333315
74,1274,2017-04-19 14:15:00,LONG,2017-04-19 15:15:00,8791.5,8759.2,8800.654375,2017-04-21 11:15:00,8788.05,-3.450000000000728,-6.965910000000728,-10030.910400001048,TSL Hit,480.0,5x,-0.4012364160000419,2017,FINNIFTY,-3343.6368000003495,-0.133745472000014,-5.37315083533333
75,223,2017-04-19 14:15:00,LONG,2017-04-19 15:15:00,21582.7,21470.2,21470.2,2017-04-20 09:15:00,21437.55,-145.15000000000146,-149.45202500000147,-69495.19162500069,Gap Open Outside ISL,155.0,5x,-2.779807665000028,2017,BNF,-23165.06387500023,-0.9266025550000092,-6.29975339033334
76,224,2017-04-20 10:15:00,LONG,2017-04-20 11:15:00,21539.3,21443.6,21443.6,2017-04-21 12:15:00,21443.6,-95.70000000000071,-99.99829000000072,-46499.20485000034,Initial SL Hit,155.0,5x,-1.8599681940000128,2017,BNF,-15499.734950000113,-0.6199893980000045,-6.919742788333345
77,1275,2017-04-21 14:15:00,LONG,2017-04-21 15:15:00,8819.3,8765.95,9256.559375,2017-05-19 11:15:00,9214.2,394.9000000000015,391.2933000000015,547810.6200000021,TSL Hit,466.6666666666667,5x,21.91242480000008,2017,FINNIFTY,182603.5400000007,7.304141600000028,0.0
78,225,2017-04-24 10:15:00,LONG,2017-04-24 11:15:00,21737.15,21683.55,22215.82777777778,2017-04-28 09:15:00,22206.05,468.8999999999978,464.5056799999978,215995.141199999,TSL Hit,155.0,5x,8.63980564799996,2017,BNF,71998.38039999966,2.879935215999986,0.0
79,849,2017-04-24 10:15:00,LONG,2017-04-24 11:15:00,9166.95,9153.8,9312.7975,2017-05-03 11:15:00,9309.1,142.14999999999964,138.45478999999963,190375.3362499995,TSL Hit,458.3333333333333,5x,7.61501344999998,2017,NIFTY,63458.445416666495,2.53833781666666,0.0
80,226,2017-04-28 11:15:00,LONG,2017-04-28 12:15:00,22246.75,22182.55,22308.397222222226,2017-05-03 10:15:00,22276.85,30.099999999998545,25.647639999998542,11541.437999999343,TSL Hit,150.0,5x,0.4616575199999738,2017,BNF,3847.1459999997815,0.15388583999999125,0.0
81,227,2017-05-03 12:15:00,LONG,2017-05-03 13:15:00,22290.45,22240.05,22720.355555555558,2017-05-09 09:15:00,22694.3,403.84999999999854,399.35152499999856,179708.18624999936,TSL Hit,150.0,5x,7.188327449999974,2017,BNF,59902.728749999784,2.3961091499999916,0.0
82,850,2017-05-03 12:15:00,LONG,2017-05-03 13:15:00,9316.4,9298.4,9325.87375,2017-05-05 09:15:00,9324.2,7.800000000001091,4.071880000001091,5497.038000001473,TSL Hit,450.0,5x,0.2198815200000589,2017,NIFTY,1832.346000000491,0.07329384000001964,0.0
83,851,2017-05-08 09:15:00,LONG,2017-05-08 10:15:00,9324.2,9297.95,9318.33375,2017-05-09 14:15:00,9317.9,-6.300000000001091,-10.028420000001091,-13538.367000001474,TSL Hit,450.0,5x,-0.541534680000059,2017,NIFTY,-4512.789000000491,-0.18051156000001964,-0.18051156000002067
84,228,2017-05-09 10:15:00,LONG,2017-05-09 11:15:00,22720.75,22665.1,22824.483333333334,2017-05-11 15:15:00,22773.85,53.09999999999855,48.55053999999855,21119.48489999937,TSL Hit,145.0,5x,0.8447793959999749,2017,BNF,7039.828299999789,0.28159313199999153,0.0
85,852,2017-05-10 11:15:00,LONG,2017-05-10 12:15:00,9390.65,9373.0,9373.0,2017-05-10 12:15:00,9373.0,-17.649999999999636,-21.40272999999964,-28358.61724999952,Initial SL hit,441.6666666666667,5x,-1.1343446899999807,2017,NIFTY,-9452.872416666507,-0.3781148966666603,-0.3781148966666592
86,853,2017-05-10 13:15:00,LONG,2017-05-10 14:15:00,9392.9,9375.6,9375.6,2017-05-12 14:15:00,9375.6,-17.299999999999272,-21.053699999999274,-27896.15249999904,Initial SL hit,441.6666666666667,5x,-1.1158460999999615,2017,NIFTY,-9298.71749999968,-0.37194869999998725,-0.7500635966666493
87,229,2017-05-12 14:15:00,LONG,2017-05-12 15:15:00,22696.35,22578.0,22792.877777777776,2017-05-15 12:15:00,22782.6,86.25,81.702105,35540.415675000004,TSL Hit,145.0,5x,1.421616627,2017,BNF,11846.805225,0.473872209,-0.27619138766664975
88,854,2017-05-15 10:15:00,LONG,2017-05-15 11:15:00,9445.35,9436.85,9436.85,2017-05-15 11:15:00,9436.85,-8.5,-12.27644,-16266.283,Initial SL hit,441.6666666666667,5x,-0.65065132,2017,NIFTY,-5422.094333333333,-0.21688377333333334,-0.49307516099998594
89,230,2017-05-15 13:15:00,LONG,2017-05-15 14:15:00,22825.55,22764.85,22769.186111111117,2017-05-16 09:15:00,22764.85,-60.70000000000073,-65.25904000000072,-28387.682400000314,Initial SL hit,145.0,5x,-1.1355072960000123,2017,BNF,-9462.560800000105,-0.37850243200000416,-0.8715775929999907
