,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Trade Year,Trade Month
1,finnifty,19200,P,2023-01-03,2023-01-03 14:55:00,BUY,2023-01-03 15:00:00,32.35,11.4,21.270000000000003,2023-01-03 15:05:00,19.0,-13.350000000000001,0.77025,-14.120250000000002,-6739.976133651551,TSL Hit,477.32696897374694,-0.6739976133651552,2023,1
2,finnifty,18500,P,2023-01-10,2023-01-10 14:20:00,BUY,2023-01-10 14:25:00,58.55,34.35,61.75999999999999,2023-01-10 14:50:00,51.85,-6.699999999999996,1.656,-8.355999999999996,-3452.89256198347,TSL Hit,413.2231404958678,-0.345289256198347,2023,1
9,finnifty,18100,P,2023-01-31,2023-01-31 14:00:00,BUY,2023-01-31 14:05:00,44.1,26.9,55.519999999999996,2023-01-31 14:40:00,51.0,6.899999999999999,1.4264999999999999,5.473499999999999,3182.267441860464,TSL Hit,581.3953488372092,0.3182267441860464,2023,1
13,finnifty,18300,P,2023-02-21,2023-02-21 14:20:00,BUY,2023-02-21 14:25:00,50.85,22.0,38.955,2023-02-21 14:40:00,35.45,-15.399999999999999,1.2945000000000002,-16.694499999999998,-5786.655112651646,TSL Hit,346.6204506065858,-0.5786655112651645,2023,2
14,finnifty,18300,P,2023-02-21,2023-02-21 14:50:00,BUY,2023-02-21 14:55:00,64.1,10.65,48.269999999999996,2023-02-21 15:05:00,37.35,-26.749999999999993,1.5217499999999997,-28.271749999999994,-5289.382600561271,TSL Hit,187.0907390084191,-0.5289382600561271,2023,2
16,finnifty,17950,P,2023-02-28,2023-02-28 14:00:00,BUY,2023-02-28 14:05:00,34.3,10.75,26.085,2023-02-28 14:25:00,18.0,-16.299999999999997,0.7845,-17.0845,-7254.564755838642,TSL Hit,424.6284501061572,-0.7254564755838642,2023,2
18,finnifty,18350,P,2023-03-06,2023-03-06 14:40:00,BUY,2023-03-06 14:45:00,16.25,5.3,5.3,2023-03-06 15:00:00,5.3,-10.95,0.32325,-11.273249999999999,-10295.205479452054,Initial SL Hit,913.2420091324201,-1.0295205479452054,2023,3
20,finnifty,17550,P,2023-03-14,2023-03-14 14:00:00,BUY,2023-03-14 14:05:00,53.0,34.75,34.75,2023-03-14 14:15:00,34.75,-18.25,1.31625,-19.56625,-10721.232876712329,Initial SL Hit,547.945205479452,-1.0721232876712328,2023,3
21,finnifty,17550,P,2023-03-14,2023-03-14 14:50:00,BUY,2023-03-14 14:55:00,25.0,12.35,12.35,2023-03-14 14:55:00,12.35,-12.65,0.56025,-13.21025,-10442.885375494072,Initial SL Hit,790.5138339920949,-1.0442885375494073,2023,3
22,finnifty,17550,P,2023-03-14,2023-03-14 15:00:00,BUY,2023-03-14 15:05:00,33.5,2.95,2.95,2023-03-14 15:10:00,2.95,-30.55,0.5467500000000001,-31.09675,-10178.96890343699,Initial SL Hit,327.33224222585926,-1.0178968903436991,2023,3
