Date,Position,Type,Expiry,Index,Contract,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL
2024-01-01,CLOSED,HEDGE,2024-01-03,BANKNIFTY,47500PE,09:16:00,15:22:00,63.95,42.35,315.7894736842105,-6821.0526315789475
2024-01-01,CLOSED,HEDGE,2024-01-03,BANKNIFTY,48900CE,09:16:00,15:22:00,60.65,29.85,306.7484662576687,-9447.852760736196
2024-01-01,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48000CE,09:16:00,10:45:00,395.0,536.65,-62.5,-8853.124999999998
2024-01-01,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48000PE,09:16:00,10:45:00,183.15,101.95,-62.5,5075.0
2024-01-01,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48100CE,09:16:00,14:25:00,336.0,567.05,-62.37006237006237,-14410.602910602907
2024-01-01,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48100PE,09:16:00,14:25:00,223.7,82.05,-62.37006237006237,8834.719334719333
2024-01-01,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48200CE,09:16:00,15:22:00,280.0,213.8,-62.24066390041494,4120.331950207468
2024-01-01,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48200PE,09:16:00,15:22:00,267.45,247.9,-62.24066390041494,1216.804979253111
2024-01-01,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48300CE,09:16:00,15:22:00,231.2,167.15,-62.11180124223603,3978.2608695652166
2024-01-01,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48300PE,09:16:00,15:22:00,319.9,305.4,-62.11180124223603,900.6211180124224
2024-01-01,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48400CE,09:16:00,15:22:00,190.0,130.0,-61.98347107438016,3719.0082644628096
2024-01-01,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48400PE,09:16:00,15:22:00,377.55,362.85,-61.98347107438016,911.1570247933877
2024-01-01,CLOSED,REBALANCE UP,2024-01-03,BANKNIFTY,48500CE,10:45:00,15:21:00,228.2,119.5,-61.855670103092784,6723.711340206185
2024-01-01,CLOSED,REBALANCE UP,2024-01-03,BANKNIFTY,48500PE,10:45:00,15:21:00,289.2,373.9,-61.855670103092784,-5239.1752577319585
2024-01-01,CLOSED,REBALANCE UP,2024-01-03,BANKNIFTY,48600CE,14:25:00,15:09:00,234.85,129.3,-61.72839506172839,6515.432098765431
2024-01-01,CLOSED,REBALANCE UP,2024-01-03,BANKNIFTY,48600PE,14:25:00,15:09:00,249.0,378.0,-61.72839506172839,-7962.962962962963
2024-01-01,CLOSED,REBALANCE,2024-01-03,BANKNIFTY,48100CE,15:09:00,15:22:00,389.6,264.65,-62.37006237006237,7793.139293139296
2024-01-01,CLOSED,REBALANCE,2024-01-03,BANKNIFTY,48100PE,15:09:00,15:22:00,136.75,203.3,-62.37006237006237,-4150.727650727651
2024-01-01,CLOSED,REBALANCE,2024-01-03,BANKNIFTY,48000CE,15:21:00,15:22:00,377.8,325.65,-62.5,3259.3750000000023
2024-01-01,CLOSED,REBALANCE,2024-01-03,BANKNIFTY,48000PE,15:21:00,15:22:00,132.2,159.6,-62.5,-1712.5000000000005
2024-01-02,CLOSED,HEDGE,2024-01-03,BANKNIFTY,47400PE,09:16:00,15:22:00,26.8,66.6,316.45569620253167,12594.93670886076
2024-01-02,CLOSED,HEDGE,2024-01-03,BANKNIFTY,48800CE,09:16:00,15:22:00,34.35,5.9,307.37704918032784,-8744.877049180328
2024-01-02,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,47900CE,09:16:00,15:22:00,377.6,75.2,-62.63048016701461,18939.457202505222
2024-01-02,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,47900PE,09:16:00,15:22:00,112.75,329.75,-62.63048016701461,-13590.81419624217
2024-01-02,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48000CE,09:16:00,15:22:00,310.0,54.5,-62.5,15968.75
2024-01-02,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48000PE,09:16:00,15:22:00,148.9,410.6,-62.5,-16356.250000000004
2024-01-02,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48100CE,09:16:00,15:08:00,249.4,38.8,-62.37006237006237,13135.135135135137
2024-01-02,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48100PE,09:16:00,15:08:00,187.6,488.8,-62.37006237006237,-18785.862785862788
2024-01-02,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48200CE,09:16:00,10:37:00,198.8,90.85,-62.24066390041494,6718.8796680497935
2024-01-02,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48200PE,09:16:00,10:37:00,237.05,446.85,-62.24066390041494,-13058.091286307055
2024-01-02,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48300CE,09:16:00,09:57:00,153.45,115.3,-62.11180124223603,2369.565217391304
2024-01-02,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,48300PE,09:16:00,09:57:00,293.1,327.2,-62.11180124223603,-2118.0124223602465
2024-01-02,CLOSED,REBALANCE,2024-01-03,BANKNIFTY,47800CE,09:57:00,15:22:00,382.55,102.9,-62.76150627615063,17551.25523012552
2024-01-02,CLOSED,REBALANCE,2024-01-03,BANKNIFTY,47800PE,09:57:00,15:22:00,95.05,259.7,-62.76150627615063,-10333.6820083682
2024-01-02,CLOSED,REBALANCE,2024-01-03,BANKNIFTY,47700CE,10:37:00,15:22:00,300.0,140.0,-62.893081761006286,10062.893081761005
2024-01-02,CLOSED,REBALANCE,2024-01-03,BANKNIFTY,47700PE,10:37:00,15:22:00,156.45,194.15,-62.893081761006286,-2371.069182389938
2024-01-02,CLOSED,REBALANCE,2024-01-03,BANKNIFTY,47600CE,15:08:00,15:22:00,190.05,185.05,-63.02521008403362,315.1260504201681
2024-01-02,CLOSED,REBALANCE,2024-01-03,BANKNIFTY,47600PE,15:08:00,15:22:00,132.7,140.8,-63.02521008403362,-510.5042016806737
2024-01-03,CLOSED,HEDGE,2024-01-03,BANKNIFTY,46900PE,09:16:00,15:22:00,9.65,0.05,319.8294243070362,-3070.3624733475476
2024-01-03,CLOSED,HEDGE,2024-01-03,BANKNIFTY,48300CE,09:16:00,15:22:00,8.85,0.1,310.55900621118013,-2717.391304347826
2024-01-03,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,47400CE,09:16:00,11:44:00,223.25,355.95,-63.29113924050633,-8398.73417721519
2024-01-03,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,47400PE,09:16:00,11:44:00,88.8,7.35,-63.29113924050633,5155.063291139241
2024-01-03,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,47500CE,09:16:00,15:22:00,165.45,204.05,-63.1578947368421,-2437.894736842107
2024-01-03,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,47500PE,09:16:00,15:22:00,129.95,0.15,-63.1578947368421,8197.894736842103
2024-01-03,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,47600CE,09:16:00,15:22:00,117.05,104.05,-63.02521008403362,819.327731092437
2024-01-03,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,47600PE,09:16:00,15:22:00,181.8,0.1,-63.02521008403362,11451.680672268909
2024-01-03,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,47700CE,09:16:00,15:22:00,83.25,4.9,-62.893081761006286,4927.672955974842
2024-01-03,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,47700PE,09:16:00,15:22:00,248.4,1.1,-62.893081761006286,15553.459119496856
2024-01-03,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,47800CE,09:16:00,15:22:00,57.75,0.15,-62.76150627615063,3615.0627615062763
2024-01-03,CLOSED,STRADDLE,2024-01-03,BANKNIFTY,47800PE,09:16:00,15:22:00,322.25,96.15,-62.76150627615063,14190.376569037657
2024-01-03,CLOSED,REBALANCE UP,2024-01-03,BANKNIFTY,47900CE,11:44:00,12:27:00,33.65,5.95,-62.63048016701461,1734.8643006263046
2024-01-03,CLOSED,REBALANCE UP,2024-01-03,BANKNIFTY,47900PE,11:44:00,12:27:00,182.7,359.8,-62.63048016701461,-11091.85803757829
2024-01-03,CLOSED,REBALANCE,2024-01-03,BANKNIFTY,47400CE,12:27:00,13:13:00,171.1,322.0,-63.29113924050633,-9550.632911392406
2024-01-03,CLOSED,REBALANCE,2024-01-03,BANKNIFTY,47400PE,12:27:00,13:13:00,22.15,6.8,-63.29113924050633,971.5189873417721
2024-01-03,CLOSED,REBALANCE UP,2024-01-03,BANKNIFTY,47900CE,13:13:00,15:22:00,13.9,0.15,-62.63048016701461,861.1691022964509
2024-01-03,CLOSED,REBALANCE UP,2024-01-03,BANKNIFTY,47900PE,13:13:00,15:22:00,199.45,195.9,-62.63048016701461,222.3382045929008
2024-01-04,CLOSED,HEDGE,2024-01-10,BANKNIFTY,47100PE,09:16:00,15:22:00,108.4,41.0,318.4713375796178,-21464.96815286624
2024-01-04,CLOSED,HEDGE,2024-01-10,BANKNIFTY,48500CE,09:16:00,15:22:00,114.75,219.05,309.2783505154639,32257.731958762888
2024-01-04,CLOSED,STRADDLE,2024-01-10,BANKNIFTY,47600CE,09:16:00,10:01:00,505.3,570.0,-63.02521008403362,-4077.7310924369744
2024-01-04,CLOSED,STRADDLE,2024-01-10,BANKNIFTY,47600PE,09:16:00,10:01:00,246.0,190.05,-63.02521008403362,3526.2605042016803
2024-01-04,CLOSED,STRADDLE,2024-01-10,BANKNIFTY,47700CE,09:16:00,11:04:00,443.1,592.8,-62.893081761006286,-9415.094339622638
2024-01-04,CLOSED,STRADDLE,2024-01-10,BANKNIFTY,47700PE,09:16:00,11:04:00,282.85,182.5,-62.893081761006286,6311.320754716982
2024-01-04,CLOSED,STRADDLE,2024-01-10,BANKNIFTY,47800CE,09:16:00,11:16:00,385.35,607.7,-62.76150627615063,-13955.020920502093
2024-01-04,CLOSED,STRADDLE,2024-01-10,BANKNIFTY,47800PE,09:16:00,11:16:00,326.05,198.75,-62.76150627615063,7989.5397489539755
2024-01-04,CLOSED,STRADDLE,2024-01-10,BANKNIFTY,47900CE,09:16:00,15:22:00,334.1,566.9,-62.63048016701461,-14580.375782880998
