Date,Position,Type,Expiry,Index,Contract,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL
2021-01-07,CLOSED,HEDGE,2021-01-07,NIFTY,14050PE,09:16:00,15:22:00,3.75,0.25,1067.6156583629893,-3736.6548042704626
2021-01-07,CLOSED,HEDGE,2021-01-07,NIFTY,14450CE,09:16:00,15:22:00,0.8,0.05,1038.0622837370242,-778.5467128027682
2021-01-07,CLOSED,STRADDLE,2021-01-07,NIFTY,14150CE,09:16:00,15:22:00,86.85,28.1,-212.01413427561837,12455.830388692579
2021-01-07,CLOSED,STRADDLE,2021-01-07,NIFTY,14150PE,09:16:00,15:22:00,15.1,1.7,-212.01413427561837,2840.989399293286
2021-01-07,CLOSED,STRADDLE,2021-01-07,NIFTY,14200CE,09:16:00,15:22:00,50.55,1.65,-211.26760563380282,10330.985915492958
2021-01-07,CLOSED,STRADDLE,2021-01-07,NIFTY,14200PE,09:16:00,15:22:00,28.95,25.05,-211.26760563380282,823.9436619718307
2021-01-07,CLOSED,STRADDLE,2021-01-07,NIFTY,14250CE,09:16:00,15:22:00,28.15,0.35,-210.52631578947367,5852.631578947367
2021-01-07,CLOSED,STRADDLE,2021-01-07,NIFTY,14250PE,09:16:00,15:22:00,65.15,73.55,-210.52631578947367,-1768.4210526315771
2021-01-07,CLOSED,STRADDLE,2021-01-07,NIFTY,14300CE,09:16:00,15:19:00,14.0,0.05,-209.7902097902098,2926.5734265734263
2021-01-07,CLOSED,STRADDLE,2021-01-07,NIFTY,14300PE,09:16:00,15:19:00,92.0,163.3,-209.7902097902098,-14958.04195804196
2021-01-07,CLOSED,STRADDLE,2021-01-07,NIFTY,14350CE,09:16:00,10:31:00,4.25,1.05,-209.05923344947735,668.9895470383276
2021-01-07,CLOSED,STRADDLE,2021-01-07,NIFTY,14350PE,09:16:00,10:31:00,132.0,168.1,-209.05923344947735,-7547.038327526131
2021-01-07,CLOSED,REBALANCE,2021-01-07,NIFTY,14100CE,10:31:00,15:22:00,95.45,76.9,-212.7659574468085,3946.808510638297
