,Date,Position,Type,Expiry,Index,Contract,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL,Points,ROI,Datetime
0,2017-01-05,CLOSED,STRADDLE,2017-01-05,BANKNIFTY,18000CE,09:16:00,15:22:00,58.0,105.3,-166.6666667,-7883.333333,-47.3,-0.7883333333,2017-01-05 09:16:00
1,2017-01-05,CLOSED,STRADDLE,2017-01-05,BANKNIFTY,18000PE,09:16:00,15:22:00,50.0,0.05,-166.6666667,8325.0,49.95,0.8325,2017-01-05 09:16:00
2,2017-01-05,CLOSED,STRADDLE,2017-01-05,BANKNIFTY,17900PE,09:16:00,15:22:00,18.35,0.05,-167.5977654,3067.039106,18.3,0.3067039106,2017-01-05 09:16:00
3,2017-01-05,CLOSED,STRADDLE,2017-01-05,BANKNIFTY,18200PE,09:16:00,15:22:00,192.55,73.45,-164.8351648,19631.86813,119.1,1.963186813,2017-01-05 09:16:00
4,2017-01-05,CLOSED,STRADDLE,2017-01-05,BANKNIFTY,17900CE,09:16:00,15:22:00,117.65,195.0,-167.5977654,-12963.68715,-77.35,-1.296368715,2017-01-05 09:16:00
5,2017-01-05,CLOSED,STRADDLE,2017-01-05,BANKNIFTY,17800PE,09:16:00,13:56:00,4.95,0.1,-168.5393258,817.4157303,4.85,0.08174157303,2017-01-05 09:16:00
6,2017-01-05,CLOSED,STRADDLE,2017-01-05,BANKNIFTY,18200CE,09:16:00,15:22:00,7.35,0.05,-164.8351648,1203.296703,7.3,0.1203296703,2017-01-05 09:16:00
7,2017-01-05,CLOSED,HEDGE,2017-01-05,BANKNIFTY,18300CE,09:16:00,15:22:00,2.3,0.05,819.6721311,-1844.262295,-2.25,-0.1844262295,2017-01-05 09:16:00
8,2017-01-05,CLOSED,HEDGE,2017-01-05,BANKNIFTY,17700PE,09:16:00,15:22:00,1.1,0.05,847.4576271,-889.8305085,-1.05,-0.08898305085,2017-01-05 09:16:00
9,2017-01-05,CLOSED,STRADDLE,2017-01-05,BANKNIFTY,18100PE,09:16:00,15:22:00,111.4,0.2,-165.7458564,18430.93923,111.2,1.843093923,2017-01-05 09:16:00
10,2017-01-05,CLOSED,STRADDLE,2017-01-05,BANKNIFTY,18100CE,09:16:00,15:22:00,22.65,8.6,-165.7458564,2328.729282,14.05,0.2328729282,2017-01-05 09:16:00
11,2017-01-05,CLOSED,STRADDLE,2017-01-05,BANKNIFTY,17800CE,09:16:00,13:56:00,200.0,302.65,-168.5393258,-17300.5618,-102.65,-1.73005618,2017-01-05 09:16:00
12,2017-01-05,CLOSED,REBALANCE UP,2017-01-05,BANKNIFTY,18300CE,13:56:00,15:22:00,0.6,0.05,-163.9344262,90.16393443,0.55,0.009016393443,2017-01-05 13:56:00
13,2017-01-05,CLOSED,REBALANCE UP,2017-01-05,BANKNIFTY,18300PE,13:56:00,15:22:00,170.0,174.3,-163.9344262,-704.9180328,-4.3,-0.07049180328,2017-01-05 13:56:00
14,2017-01-12,CLOSED,STRADDLE,2017-01-12,BANKNIFTY,19000CE,09:16:00,,10.55,10000.0,-157.8947368,0.0,-9989.45,0.0,2017-01-12 09:16:00
15,2017-01-12,CLOSED,STRADDLE,2017-01-12,BANKNIFTY,19100CE,09:16:00,,2.75,10000.0,-157.0680628,0.0,-9997.25,0.0,2017-01-12 09:16:00
16,2017-01-12,CLOSED,STRADDLE,2017-01-12,BANKNIFTY,19000PE,09:16:00,15:22:00,166.9,121.5,-157.8947368,7168.421053,45.4,0.7168421053,2017-01-12 09:16:00
17,2017-01-12,CLOSED,STRADDLE,2017-01-12,BANKNIFTY,18900PE,09:16:00,15:22:00,90.0,18.0,-158.7301587,11428.57143,72.0,1.142857143,2017-01-12 09:16:00
18,2017-01-12,CLOSED,STRADDLE,2017-01-12,BANKNIFTY,18700CE,09:16:00,15:22:00,136.6,162.3,-160.4278075,-4122.994652,-25.7,-0.4122994652,2017-01-12 09:16:00
19,2017-01-12,CLOSED,STRADDLE,2017-01-12,BANKNIFTY,18800PE,09:16:00,,34.7,10000.0,-159.5744681,0.0,-9965.3,0.0,2017-01-12 09:16:00
20,2017-01-12,CLOSED,STRADDLE,2017-01-12,BANKNIFTY,18800CE,09:16:00,15:22:00,67.3,64.25,-159.5744681,486.7021277,3.05,0.04867021277,2017-01-12 09:16:00
21,2017-01-12,CLOSED,STRADDLE,2017-01-12,BANKNIFTY,18700PE,09:16:00,15:22:00,9.3,0.05,-160.4278075,1483.957219,9.25,0.1483957219,2017-01-12 09:16:00
22,2017-01-12,CLOSED,HEDGE,2017-01-12,BANKNIFTY,19200CE,09:16:00,15:22:00,0.75,0.05,781.25,-546.875,-0.7,-0.0546875,2017-01-12 09:16:00
23,2017-01-12,CLOSED,HEDGE,2017-01-12,BANKNIFTY,18600PE,09:16:00,15:22:00,2.25,0.05,806.4516129,-1774.193548,-2.2,-0.1774193548,2017-01-12 09:16:00
24,2017-01-12,CLOSED,STRADDLE,2017-01-12,BANKNIFTY,18900CE,09:16:00,,29.0,10000.0,-158.7301587,0.0,-9971.0,0.0,2017-01-12 09:16:00
25,2017-01-19,CLOSED,STRADDLE,2017-01-19,BANKNIFTY,19200CE,09:16:00,15:22:00,33.05,0.05,-156.25,5156.25,33.0,0.515625,2017-01-19 09:16:00
26,2017-01-19,CLOSED,STRADDLE,2017-01-19,BANKNIFTY,19300PE,09:16:00,15:22:00,164.95,158.4,-155.4404145,1018.134715,6.55,0.1018134715,2017-01-19 09:16:00
27,2017-01-19,CLOSED,STRADDLE,2017-01-19,BANKNIFTY,19300CE,09:16:00,15:22:00,9.8,0.05,-155.4404145,1515.544041,9.75,0.1515544041,2017-01-19 09:16:00
28,2017-01-19,CLOSED,STRADDLE,2017-01-19,BANKNIFTY,19200PE,09:16:00,15:22:00,89.95,70.0,-156.25,3117.1875,19.95,0.31171875,2017-01-19 09:16:00
29,2017-01-19,CLOSED,STRADDLE,2017-01-19,BANKNIFTY,19100PE,09:16:00,,39.2,10000.0,-157.0680628,0.0,-9960.8,0.0,2017-01-19 09:16:00
30,2017-01-19,CLOSED,HEDGE,2017-01-19,BANKNIFTY,19400CE,09:16:00,15:22:00,2.45,0.05,773.1958763,-1855.670103,-2.4,-0.1855670103,2017-01-19 09:16:00
31,2017-01-19,CLOSED,STRADDLE,2017-01-19,BANKNIFTY,19000PE,09:16:00,15:22:00,12.45,0.05,-157.8947368,1957.894737,12.4,0.1957894737,2017-01-19 09:16:00
32,2017-01-19,CLOSED,STRADDLE,2017-01-19,BANKNIFTY,19000CE,09:16:00,15:22:00,138.0,120.25,-157.8947368,2802.631579,17.75,0.2802631579,2017-01-19 09:16:00
33,2017-01-19,CLOSED,STRADDLE,2017-01-19,BANKNIFTY,18900PE,09:16:00,15:22:00,2.8,0.05,-158.7301587,436.5079365,2.75,0.04365079365,2017-01-19 09:16:00
34,2017-01-19,CLOSED,STRADDLE,2017-01-19,BANKNIFTY,18900CE,09:16:00,15:22:00,224.5,217.3,-158.7301587,1142.857143,7.2,0.1142857143,2017-01-19 09:16:00
35,2017-01-19,CLOSED,HEDGE,2017-01-19,BANKNIFTY,18800PE,09:16:00,,1.15,10000.0,797.8723404,0.0,9998.85,0.0,2017-01-19 09:16:00
36,2017-01-19,CLOSED,STRADDLE,2017-01-19,BANKNIFTY,19100CE,09:16:00,15:22:00,68.05,20.55,-157.0680628,7460.732984,47.5,0.7460732984,2017-01-19 09:16:00
37,2017-01-25,SL CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19400CE,09:16:00,15:17:00,1.85,61.1,-154.6391753,-9162.371134,-59.25,-0.9162371134,2017-01-25 09:16:00
38,2017-01-25,SL CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19300PE,09:16:00,,150.0,10000.0,-155.4404145,0.0,-9850.0,0.0,2017-01-25 09:16:00
39,2017-01-25,SL CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19300CE,09:16:00,15:17:00,7.7,155.95,-155.4404145,-23044.04145,-148.25,-2.304404145,2017-01-25 09:16:00
40,2017-01-25,SL CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19200PE,09:16:00,,93.0,10000.0,-156.25,0.0,-9907.0,0.0,2017-01-25 09:16:00
41,2017-01-25,CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19100CE,09:16:00,15:04:00,67.35,285.0,-157.0680628,-34185.86387,-217.65,-3.418586387,2017-01-25 09:16:00
42,2017-01-25,CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19100PE,09:16:00,15:04:00,21.0,10000.0,-157.0680628,0.0,-9979.0,0.0,2017-01-25 09:16:00
43,2017-01-25,CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19000PE,09:16:00,14:39:00,4.8,10000.0,-157.8947368,0.0,-9995.2,0.0,2017-01-25 09:16:00
44,2017-01-25,CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19000CE,09:16:00,14:39:00,144.15,311.9,-157.8947368,-26486.84211,-167.75,-2.648684211,2017-01-25 09:16:00
45,2017-01-25,SL CLOSED,HEDGE,2017-01-25,BANKNIFTY,19500CE,09:16:00,15:17:00,0.9,2.1,769.2307692,923.0769231,1.2,0.09230769231,2017-01-25 09:16:00
46,2017-01-25,SL CLOSED,HEDGE,2017-01-25,BANKNIFTY,18900PE,09:16:00,15:17:00,1.75,0.05,793.6507937,-1349.206349,-1.7,-0.1349206349,2017-01-25 09:16:00
47,2017-01-25,SL CLOSED,STRADDLE,2017-01-25,BANKNIFTY,19200CE,09:16:00,15:17:00,26.4,253.05,-156.25,-35414.0625,-226.65,-3.54140625,2017-01-25 09:16:00
48,2017-01-25,SL CLOSED,REBALANCE UP,2017-01-25,BANKNIFTY,19500PE,14:39:00,15:17:00,163.0,26.0,-153.8461538,21076.92308,137.0,2.107692308,2017-01-25 14:39:00
49,2017-01-25,SL CLOSED,REBALANCE UP,2017-01-25,BANKNIFTY,19500CE,14:39:00,15:17:00,0.65,2.1,-153.8461538,-223.0769231,-1.45,-0.02230769231,2017-01-25 14:39:00
50,2017-02-02,CLOSED,HEDGE,2017-02-02,BANKNIFTY,20300CE,09:16:00,15:22:00,11.0,0.05,738.9162562,-8091.133005,-10.95,-0.8091133005,2017-02-02 09:16:00
51,2017-02-02,CLOSED,HEDGE,2017-02-02,BANKNIFTY,19700PE,09:16:00,15:22:00,2.6,0.05,761.4213198,-1941.624365,-2.55,-0.1941624365,2017-02-02 09:16:00
52,2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,20200PE,09:16:00,15:22:00,207.45,125.65,-148.5148515,12148.51485,81.8,1.214851485,2017-02-02 09:16:00
53,2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,20200CE,09:16:00,15:22:00,24.45,0.05,-148.5148515,3623.762376,24.4,0.3623762376,2017-02-02 09:16:00
54,2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,20100PE,09:16:00,15:22:00,121.85,24.15,-149.2537313,14582.08955,97.7,1.458208955,2017-02-02 09:16:00
55,2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,20100CE,09:16:00,,50.5,10000.0,-149.2537313,0.0,-9949.5,0.0,2017-02-02 09:16:00
56,2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,19800PE,09:16:00,14:05:00,8.75,10000.0,-151.5151515,0.0,-9991.25,0.0,2017-02-02 09:16:00
57,2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,20000CE,09:16:00,15:22:00,84.0,56.8,-150.0,4080.0,27.2,0.408,2017-02-02 09:16:00
58,2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,19900PE,09:16:00,15:22:00,26.8,0.05,-150.7537688,4032.663317,26.75,0.4032663317,2017-02-02 09:16:00
59,2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,19900CE,09:16:00,15:22:00,138.85,154.0,-150.7537688,-2283.919598,-15.15,-0.2283919598,2017-02-02 09:16:00
60,2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,20000PE,09:16:00,15:22:00,64.0,0.05,-150.0,9592.5,63.95,0.95925,2017-02-02 09:16:00
61,2017-02-02,CLOSED,STRADDLE,2017-02-02,BANKNIFTY,19800CE,09:16:00,14:05:00,214.0,327.95,-151.5151515,-17265.15152,-113.95,-1.726515152,2017-02-02 09:16:00
62,2017-02-02,CLOSED,REBALANCE UP,2017-02-02,BANKNIFTY,20300CE,14:05:00,15:22:00,2.75,0.05,-147.7832512,399.0147783,2.7,0.03990147783,2017-02-02 14:05:00
63,2017-02-02,CLOSED,REBALANCE UP,2017-02-02,BANKNIFTY,20300PE,14:05:00,,150.15,10000.0,-147.7832512,0.0,-9849.85,0.0,2017-02-02 14:05:00
64,2017-02-09,CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20600PE,09:16:00,10:17:00,211.4,315.75,-145.631068,-15196.60194,-104.35,-1.519660194,2017-02-09 09:16:00
65,2017-02-09,CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20600CE,09:16:00,10:17:00,7.0,1.4,-145.631068,815.5339806,5.6,0.08155339806,2017-02-09 09:16:00
66,2017-02-09,CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20500CE,09:16:00,10:25:00,21.35,3.2,-146.3414634,2656.097561,18.15,0.2656097561,2017-02-09 09:16:00
67,2017-02-09,SL CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20400PE,09:16:00,10:33:00,71.0,311.25,-147.0588235,-35330.88235,-240.25,-3.533088235,2017-02-09 09:16:00
68,2017-02-09,CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20500PE,09:16:00,10:25:00,138.9,316.55,-146.3414634,-25997.56098,-177.65,-2.599756098,2017-02-09 09:16:00
69,2017-02-09,SL CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20300PE,09:16:00,10:33:00,29.55,220.05,-147.7832512,-28152.70936,-190.5,-2.815270936,2017-02-09 09:16:00
70,2017-02-09,SL CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20300CE,09:16:00,10:33:00,103.4,11.4,-147.7832512,13596.05911,92.0,1.359605911,2017-02-09 09:16:00
71,2017-02-09,SL CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20200PE,09:16:00,10:33:00,9.2,142.0,-148.5148515,-19722.77228,-132.8,-1.972277228,2017-02-09 09:16:00
72,2017-02-09,SL CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20200CE,09:16:00,10:33:00,179.9,26.55,-148.5148515,22774.75248,153.35,2.277475248,2017-02-09 09:16:00
73,2017-02-09,SL CLOSED,HEDGE,2017-02-09,BANKNIFTY,20700CE,09:16:00,10:33:00,1.9,0.45,724.6376812,-1050.724638,-1.45,-0.1050724638,2017-02-09 09:16:00
74,2017-02-09,SL CLOSED,STRADDLE,2017-02-09,BANKNIFTY,20400CE,09:16:00,10:33:00,51.35,4.6,-147.0588235,6875.0,46.75,0.6875,2017-02-09 09:16:00
75,2017-02-09,SL CLOSED,HEDGE,2017-02-09,BANKNIFTY,20100PE,09:16:00,10:33:00,3.4,80.05,746.2686567,57201.49254,76.65,5.720149254,2017-02-09 09:16:00
76,2017-02-09,SL CLOSED,REBALANCE,2017-02-09,BANKNIFTY,20100PE,10:17:00,10:33:00,9.8,80.05,-149.2537313,-10485.07463,-70.25,-1.048507463,2017-02-09 10:17:00
77,2017-02-09,SL CLOSED,REBALANCE,2017-02-09,BANKNIFTY,20100CE,10:17:00,10:33:00,150.65,58.2,-149.2537313,13798.50746,92.45,1.379850746,2017-02-09 10:17:00
78,2017-02-09,SL CLOSED,REBALANCE,2017-02-09,BANKNIFTY,20000PE,10:25:00,10:33:00,14.0,40.9,-150.0,-4035.0,-26.9,-0.4035,2017-02-09 10:25:00
79,2017-02-09,SL CLOSED,REBALANCE,2017-02-09,BANKNIFTY,20000CE,10:25:00,10:33:00,175.0,113.8,-150.0,9180.0,61.2,0.918,2017-02-09 10:25:00
80,2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20400PE,09:16:00,15:22:00,168.55,148.0,-147.0588235,3022.058824,20.55,0.3022058824,2017-02-16 09:16:00
81,2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20400CE,09:16:00,,12.0,10000.0,-147.0588235,0.0,-9988.0,0.0,2017-02-16 09:16:00
82,2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20300PE,09:16:00,15:22:00,95.65,52.05,-147.7832512,6443.349754,43.6,0.6443349754,2017-02-16 09:16:00
83,2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20300CE,09:16:00,15:22:00,36.15,0.1,-147.7832512,5327.586207,36.05,0.5327586207,2017-02-16 09:16:00
84,2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20200PE,09:16:00,15:22:00,46.4,0.05,-148.5148515,6883.663366,46.35,0.6883663366,2017-02-16 09:16:00
85,2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20100PE,09:16:00,,20.7,10000.0,-149.2537313,0.0,-9979.3,0.0,2017-02-16 09:16:00
86,2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20100CE,09:16:00,15:22:00,148.7,133.5,-149.2537313,2268.656716,15.2,0.2268656716,2017-02-16 09:16:00
87,2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20000CE,09:16:00,15:22:00,234.0,226.55,-150.0,1117.5,7.45,0.11175,2017-02-16 09:16:00
88,2017-02-16,CLOSED,HEDGE,2017-02-16,BANKNIFTY,20500CE,09:16:00,15:22:00,3.5,0.05,731.7073171,-2524.390244,-3.45,-0.2524390244,2017-02-16 09:16:00
89,2017-02-16,CLOSED,HEDGE,2017-02-16,BANKNIFTY,19900PE,09:16:00,,3.9,10000.0,753.7688442,0.0,9996.1,0.0,2017-02-16 09:16:00
90,2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20200CE,09:16:00,15:22:00,82.05,38.3,-148.5148515,6497.524752,43.75,0.6497524752,2017-02-16 09:16:00
91,2017-02-16,CLOSED,STRADDLE,2017-02-16,BANKNIFTY,20000PE,09:16:00,15:22:00,9.1,0.05,-150.0,1357.5,9.05,0.13575,2017-02-16 09:16:00
92,2017-02-23,CLOSED,STRADDLE,2017-02-23,NIFTY,9000CE,9:16:00,15:22:00,4.4,0.8,-333.3333333,1200.0,3.6,0.12%,2017-02-23 09:16:00
93,2017-02-23,CLOSED,STRADDLE,2017-02-23,NIFTY,9000PE,9:16:00,15:22:00,70.9,33.1,-333.3333333,12600.0,37.8,1.26%,2017-02-23 09:16:00
94,2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,21000PE,09:16:00,15:22:00,150.2,122.05,-142.8571429,4021.428571,28.15,0.4021428571,2017-02-23 09:16:00
95,2017-02-23,CLOSED,STRADDLE,2017-02-23,NIFTY,8950PE,9:16:00,15:22:00,33.55,4.75,-335.1955307,9653.631285,28.8,0.97%,2017-02-23 09:16:00
96,2017-02-23,CLOSED,STRADDLE,2017-02-23,NIFTY,8950CE,9:16:00,15:22:00,15.85,17.65,-335.1955307,-603.3519553,-1.8,-0.06%,2017-02-23 09:16:00
97,2017-02-23,CLOSED,STRADDLE,2017-02-23,NIFTY,8900PE,9:16:00,15:22:00,11.95,1.0,-337.0786517,3691.011236,10.95,0.37%,2017-02-23 09:16:00
98,2017-02-23,CLOSED,STRADDLE,2017-02-23,NIFTY,8900CE,9:16:00,15:22:00,41.6,64.05,-337.0786517,-7567.41573,-22.45,-0.76%,2017-02-23 09:16:00
99,2017-02-23,CLOSED,STRADDLE,2017-02-23,NIFTY,8850PE,9:16:00,15:22:00,2.35,0.1,-338.9830508,762.7118644,2.25,0.08%,2017-02-23 09:16:00
100,2017-02-23,CLOSED,STRADDLE,2017-02-23,NIFTY,8850CE,9:16:00,15:22:00,77.4,112.0,-338.9830508,-11728.81356,-34.6,-1.17%,2017-02-23 09:16:00
101,2017-02-23,CLOSED,HEDGE,2017-02-23,NIFTY,9100CE,9:16:00,15:22:00,0.15,0.1,1648.351648,-82.41758242,-0.05,-0.01%,2017-02-23 09:16:00
102,2017-02-23,CLOSED,STRADDLE,2017-02-23,NIFTY,9050CE,9:16:00,15:22:00,0.6,0.1,-331.4917127,165.7458564,0.5,0.02%,2017-02-23 09:16:00
103,2017-02-23,CLOSED,HEDGE,2017-02-23,NIFTY,8800PE,9:16:00,15:22:00,0.8,0.1,1704.545455,-1193.181818,-0.7,-0.12%,2017-02-23 09:16:00
104,2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,21000CE,09:16:00,,18.95,10000.0,-142.8571429,0.0,-9981.05,0.0,2017-02-23 09:16:00
105,2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,20900PE,09:16:00,15:22:00,80.0,24.0,-143.5406699,8038.277512,56.0,0.8038277512,2017-02-23 09:16:00
106,2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,20900CE,09:16:00,15:22:00,47.1,0.25,-143.5406699,6724.880383,46.85,0.6724880383,2017-02-23 09:16:00
107,2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,20800PE,09:16:00,15:22:00,38.4,0.05,-144.2307692,5531.25,38.35,0.553125,2017-02-23 09:16:00
108,2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,20800CE,09:16:00,15:22:00,99.5,66.0,-144.2307692,4831.730769,33.5,0.4831730769,2017-02-23 09:16:00
109,2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,20700PE,09:16:00,,16.7,10000.0,-144.9275362,0.0,-9983.3,0.0,2017-02-23 09:16:00
110,2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,20700CE,09:16:00,15:22:00,179.1,166.9,-144.9275362,1768.115942,12.2,0.1768115942,2017-02-23 09:16:00
111,2017-02-23,CLOSED,HEDGE,2017-02-23,BANKNIFTY,20600PE,09:16:00,15:22:00,6.6,0.05,728.1553398,-4769.417476,-6.55,-0.4769417476,2017-02-23 09:16:00
112,2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,21100CE,09:16:00,15:22:00,5.7,0.05,-142.1800948,803.3175355,5.65,0.08033175355,2017-02-23 09:16:00
113,2017-02-23,CLOSED,STRADDLE,2017-02-23,BANKNIFTY,21100PE,09:16:00,15:22:00,219.25,210.0,-142.1800948,1315.165877,9.25,0.1315165877,2017-02-23 09:16:00
114,2017-02-23,CLOSED,STRADDLE,2017-02-23,NIFTY,9050PE,9:17:00,15:22:00,110.3,85.0,-331.4917127,8386.740331,25.3,0.84%,2017-02-23 09:17:00
115,2017-03-02,SL CLOSED,STRADDLE,2017-03-02,BANKNIFTY,20700PE,09:16:00,14:55:00,7.95,76.35,-144.9275362,-9913.043478,-68.4,-0.9913043478,2017-03-02 09:16:00
116,2017-03-02,SL CLOSED,HEDGE,2017-03-02,BANKNIFTY,20600PE,09:16:00,14:55:00,1.95,9.0,728.1553398,5133.495146,7.05,0.5133495146,2017-03-02 09:16:00
117,2017-03-02,SL CLOSED,HEDGE,2017-03-02,BANKNIFTY,21200CE,09:16:00,,1.8,10000.0,707.5471698,0.0,9998.2,0.0,2017-03-02 09:16:00
118,2017-03-02,SL CLOSED,STRADDLE,2017-03-02,BANKNIFTY,20700CE,09:16:00,14:55:00,174.25,0.75,-144.9275362,25144.92754,173.5,2.514492754,2017-03-02 09:16:00
119,2017-03-02,SL CLOSED,STRADDLE,2017-03-02,BANKNIFTY,20800CE,09:16:00,14:55:00,101.45,0.15,-144.2307692,14610.57692,101.3,1.461057692,2017-03-02 09:16:00
120,2017-03-02,SL CLOSED,STRADDLE,2017-03-02,BANKNIFTY,20800PE,09:16:00,14:55:00,28.05,168.85,-144.2307692,-20307.69231,-140.8,-2.030769231,2017-03-02 09:16:00
121,2017-03-02,SL CLOSED,STRADDLE,2017-03-02,BANKNIFTY,20900CE,09:16:00,,50.55,10000.0,-143.5406699,0.0,-9949.45,0.0,2017-03-02 09:16:00
122,2017-03-02,SL CLOSED,STRADDLE,2017-03-02,BANKNIFTY,20900PE,09:16:00,14:55:00,69.95,263.95,-143.5406699,-27846.88995,-194.0,-2.784688995,2017-03-02 09:16:00
123,2017-03-02,CLOSED,STRADDLE,2017-03-02,BANKNIFTY,21000CE,09:16:00,14:38:00,22.3,10000.0,-142.8571429,0.0,-9977.7,0.0,2017-03-02 09:16:00
124,2017-03-02,CLOSED,STRADDLE,2017-03-02,BANKNIFTY,21000PE,09:16:00,14:38:00,137.45,290.0,-142.8571429,-21792.85714,-152.55,-2.179285714,2017-03-02 09:16:00
125,2017-03-02,CLOSED,STRADDLE,2017-03-02,BANKNIFTY,21100CE,09:16:00,12:36:00,7.1,0.35,-142.1800948,959.7156398,6.75,0.09597156398,2017-03-02 09:16:00
126,2017-03-02,CLOSED,STRADDLE,2017-03-02,BANKNIFTY,21100PE,09:16:00,12:36:00,218.8,283.05,-142.1800948,-9135.07109,-64.25,-0.913507109,2017-03-02 09:16:00
127,2017-03-02,SL CLOSED,REBALANCE,2017-03-02,BANKNIFTY,20600CE,12:36:00,14:55:00,193.7,17.05,-145.631068,25725.72816,176.65,2.572572816,2017-03-02 12:36:00
128,2017-03-02,SL CLOSED,REBALANCE,2017-03-02,BANKNIFTY,20600PE,12:36:00,14:55:00,1.85,9.0,-145.631068,-1041.262136,-7.15,-0.1041262136,2017-03-02 12:36:00
129,2017-03-02,SL CLOSED,REBALANCE,2017-03-02,BANKNIFTY,20500CE,14:38:00,14:55:00,185.5,106.3,-146.3414634,11590.2439,79.2,1.15902439,2017-03-02 14:38:00
130,2017-03-02,SL CLOSED,REBALANCE,2017-03-02,BANKNIFTY,20500PE,14:38:00,14:55:00,0.4,0.75,-146.3414634,-51.2195122,-0.35,-0.00512195122,2017-03-02 14:38:00
131,2017-03-09,CLOSED,HEDGE,2017-03-09,BANKNIFTY,20300PE,09:16:00,15:22:00,3.85,0.05,738.9162562,-2807.881773,-3.8,-0.2807881773,2017-03-09 09:16:00
132,2017-03-09,CLOSED,HEDGE,2017-03-09,BANKNIFTY,20900CE,09:16:00,15:22:00,4.6,0.05,717.7033493,-3265.550239,-4.55,-0.3265550239,2017-03-09 09:16:00
133,2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20400CE,09:16:00,11:38:00,229.05,335.55,-147.0588235,-15661.76471,-106.5,-1.566176471,2017-03-09 09:16:00
134,2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20400PE,09:16:00,11:38:00,8.95,1.7,-147.0588235,1066.176471,7.25,0.1066176471,2017-03-09 09:16:00
135,2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20500CE,09:16:00,15:22:00,142.05,209.0,-146.3414634,-9797.560976,-66.95,-0.9797560976,2017-03-09 09:16:00
136,2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20500PE,09:16:00,,21.75,10000.0,-146.3414634,0.0,-9978.25,0.0,2017-03-09 09:16:00
137,2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20600CE,09:16:00,15:22:00,75.45,114.95,-145.631068,-5752.427184,-39.5,-0.5752427184,2017-03-09 09:16:00
138,2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20600PE,09:16:00,,49.5,10000.0,-145.631068,0.0,-9950.5,0.0,2017-03-09 09:16:00
139,2017-03-09,CLOSED,STRADDLE,2017-03-09,BANKNIFTY,20700CE,09:16:00,15:22:00,32.15,12.1,-144.9275362,2905.797101,20.05,0.2905797101,2017-03-09 09:16:00
