time,open,high,low,close,Volume
2017-01-02T09:15:00+05:30,605,605.05,597.65,599.375,108206
2017-01-02T09:45:00+05:30,599.5,599.95,598.275,599.15,32744
2017-01-02T10:15:00+05:30,599.375,600.5,599.125,600.2,36890
2017-01-02T10:45:00+05:30,600.175,600.2,598.05,598.7,68016
2017-01-02T11:15:00+05:30,598.7,598.975,596.025,597.125,93354
2017-01-02T11:45:00+05:30,597.125,598.725,597.125,597.375,82554
2017-01-02T12:15:00+05:30,597.375,599.85,597.025,597.5,187608
2017-01-02T12:45:00+05:30,597.5,599.875,597.275,599.6,83940
2017-01-02T13:15:00+05:30,599.7,600.05,597.125,598.275,237828
2017-01-02T13:45:00+05:30,598.375,602.25,598.225,601.5,132232
2017-01-02T14:15:00+05:30,601.5,602.475,600.05,600.125,160512
2017-01-02T14:45:00+05:30,600.3,600.9,597.65,597.75,430116
2017-01-02T15:15:00+05:30,597.775,599.025,597.5,599.025,198558
2017-01-03T09:15:00+05:30,600.975,600.975,592.875,593.75,236722
2017-01-03T09:45:00+05:30,593.7,597.675,592.975,597.5,99288
2017-01-03T10:15:00+05:30,597.45,598.85,596.55,598.275,96810
2017-01-03T10:45:00+05:30,598.275,599,597,598.475,109564
2017-01-03T11:15:00+05:30,598.475,599.4,597.8,598.025,182226
2017-01-03T11:45:00+05:30,598.025,599.35,598.025,598.975,61568
2017-01-03T12:15:00+05:30,598.975,599,597.625,597.85,44740
2017-01-03T12:45:00+05:30,597.85,598.55,597.55,597.975,30518
2017-01-03T13:15:00+05:30,597.9,598.225,594.5,595,139462
2017-01-03T13:45:00+05:30,594.925,596.9,594.75,595,254452
2017-01-03T14:15:00+05:30,595.025,597.425,594.925,596.575,169776
2017-01-03T14:45:00+05:30,597,597.1,594.525,594.9,240492
2017-01-03T15:15:00+05:30,595,595.325,594,595,256190
2017-01-04T09:15:00+05:30,594.375,595.6,592.025,592.25,163006
2017-01-04T09:45:00+05:30,592.15,594,591.9,593.725,87458
2017-01-04T10:15:00+05:30,593.725,594.25,593.2,593.55,222324
2017-01-04T10:45:00+05:30,593.7,594.8,593.275,594.7,167918
2017-01-04T11:15:00+05:30,594.7,596,594.525,594.525,132846
2017-01-04T11:45:00+05:30,594.6,595.5,594.425,595,207806
2017-01-04T12:15:00+05:30,595,595.925,594.75,595.35,125316
2017-01-04T12:45:00+05:30,595.15,595.5,594.8,595.4,292530
2017-01-04T13:15:00+05:30,595.4,595.975,595,595.075,161768
2017-01-04T13:45:00+05:30,595.525,596,594.3,595.45,110496
2017-01-04T14:15:00+05:30,595.7,595.875,594.15,594.45,403146
2017-01-04T14:45:00+05:30,594.5,594.5,592,592.675,1161604
2017-01-04T15:15:00+05:30,592.95,594.4,592.525,594.4,245690
2017-01-05T09:15:00+05:30,594.5,597.25,594.025,595.475,135692
2017-01-05T09:45:00+05:30,595.6,596.2,593.6,594,219832
2017-01-05T10:15:00+05:30,594,594.5,593.05,593.275,210724
2017-01-05T10:45:00+05:30,593.5,594.575,593.1,594,146972
2017-01-05T11:15:00+05:30,594.025,594.6,593.8,593.85,188280
2017-01-05T11:45:00+05:30,593.975,594.5,593.75,594,177188
2017-01-05T12:15:00+05:30,594.025,594.4,592.5,593,356558
2017-01-05T12:45:00+05:30,593.025,593.275,592,592.425,295656
2017-01-05T13:15:00+05:30,592.5,592.85,592,592.75,180568
2017-01-05T13:45:00+05:30,592.725,593.5,592.25,593.225,396616
2017-01-05T14:15:00+05:30,593.225,593.4,593,593.3,228550
2017-01-05T14:45:00+05:30,593.3,594.75,592.925,593.375,385882
2017-01-05T15:15:00+05:30,593.5,593.625,591.55,592.25,462004
2017-01-06T09:15:00+05:30,596,596,594.1,595.5,204218
2017-01-06T09:45:00+05:30,595.65,598.95,595.5,598.275,282004
2017-01-06T10:15:00+05:30,598.275,599.2,597.375,597.8,224018
2017-01-06T10:45:00+05:30,597.775,598.725,596.5,597.025,175362
2017-01-06T11:15:00+05:30,596.825,598,595.825,596,137068
2017-01-06T11:45:00+05:30,596.025,596.725,595.55,595.875,123194
2017-01-06T12:15:00+05:30,595.875,596.15,594.75,595,186364
2017-01-06T12:45:00+05:30,595,595.8,594.5,595.225,183854
2017-01-06T13:15:00+05:30,595.1,596.75,594.6,596.4,172034
2017-01-06T13:45:00+05:30,596.475,597.95,595.5,596.425,221906
2017-01-06T14:15:00+05:30,596.425,597.15,595.2,595.775,217396
2017-01-06T14:45:00+05:30,595.95,597.475,595.525,596.525,311422
2017-01-06T15:15:00+05:30,596.525,597.5,596.225,597.25,318596
2017-01-09T09:15:00+05:30,598.975,602.075,597.5,599.5,271892
2017-01-09T09:45:00+05:30,599.6,600.525,598.775,599.85,129670
2017-01-09T10:15:00+05:30,599.85,600.15,598.5,598.775,96910
2017-01-09T10:45:00+05:30,598.775,599.225,598.025,598.4,58276
2017-01-09T11:15:00+05:30,598.4,598.975,597.575,598,91414
2017-01-09T11:45:00+05:30,598.025,598.2,597.55,597.75,127698
2017-01-09T12:15:00+05:30,597.75,598.5,597.55,598,176920
2017-01-09T12:45:00+05:30,597.825,598.5,596.575,597.75,270028
2017-01-09T13:15:00+05:30,597.75,599.125,597.25,598.65,164110
2017-01-09T13:45:00+05:30,598.975,599.55,598.2,599.525,128348
2017-01-09T14:15:00+05:30,599.55,601.85,599.275,600.3,244086
2017-01-09T14:45:00+05:30,600.3,600.3,597.675,597.75,328672
2017-01-09T15:15:00+05:30,597.775,598,596.075,596.575,197028
2017-01-10T09:15:00+05:30,598.5,602.95,597.65,600.375,195814
2017-01-10T09:45:00+05:30,600.275,601.225,599.275,599.275,239414
2017-01-10T10:15:00+05:30,599.65,600.45,599.325,600.15,61036
2017-01-10T10:45:00+05:30,600.15,603.725,600.1,602.475,256072
2017-01-10T11:15:00+05:30,602.125,603.7,602.025,603.625,150538
2017-01-10T11:45:00+05:30,603.55,605.375,603.25,604.5,272358
2017-01-10T12:15:00+05:30,604.5,605.125,603.5,603.6,175306
2017-01-10T12:45:00+05:30,603.6,604.475,603.275,604.25,204888
2017-01-10T13:15:00+05:30,604.3,605.45,603.55,605.05,213222
2017-01-10T13:45:00+05:30,605.325,607.25,605.075,606.875,330082
