,DATETIME,TODAYS OPEN,TODAYS CLOSE,POINTS CAPTURED TODAY,QTY,MTM,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,THEO PnL,Remarks,Qty,ROI%,Trade Year,Trade Month
0,2017-01-17,7624.07451,7614.35,-9.72451000000001,983.9227030324497,-9568.166164866097,,,,,,,,,,,,,,,,
1,2017-01-18,7614.35,7639.95,25.599999999999454,983.9227030324497,25188.421197630174,,,,,,,,,,,,,,,,
2,2017-01-19,7639.95,7624.05,-15.899999999999636,983.9227030324497,-15644.370978215593,,,,,,,,,,,,,,,,
3,2017-01-20,7624.05,7574.43481,-49.61519000000044,983.9227030324497,-48817.511856269,,,,,,,,,,,,,,,,
4,,,,,,,2017-01-17 12:15:00,LONG,2017-01-17 13:15:00,7622.55,7590.5,7590.5,2017-01-20 09:15:00,7575.95,-46.600000000000364,-49.63970000000037,-45850.79796131251,Gap Open Outside ISL,983.9227030324497,-4.8841627801720255,2017.0,1.0
5,2017-01-20,7572.1,7552.13927,-19.960730000000694,990.4782028763486,-19770.667978500707,,,,,,,,,,,,,,,,
6,,,,,,,2017-01-20 10:15:00,LONG,2017-01-20 11:15:00,7572.1,7553.65,7553.65,2017-01-20 12:15:00,7553.65,-18.450000000000728,-21.475150000000728,-18274.322843069353,Initial SL hit,990.4782028763486,-2.1270667978500737,2017.0,1.0
7,2017-01-23,7509.9,7493.05109,-16.848909999999705,998.681740103064,-16826.698757639624,,,,,,,,,,,,,,,,
8,,,,,,,2017-01-20 15:15:00,LONG,2017-01-23 09:15:00,7509.9,7494.55,7494.55,2017-01-23 12:15:00,7494.55,-15.349999999999454,-18.350889999999456,-15329.764710581489,Initial SL Hit,998.681740103064,-1.8326698757639375,2017.0,1.0
9,2017-01-23,7512.80226,7550.6,37.797739999999976,998.4955999627228,37740.877078534984,,,,,,,,,,,,,,,,
10,2017-01-24,7550.6,7634.2,83.59999999999945,998.4955999627228,83474.23215688308,,,,,,,,,,,,,,,,
11,2017-01-25,7634.2,7836.8,202.60000000000036,998.4955999627228,202295.20855244802,,,,,,,,,,,,,,,,
12,2017-01-27,7836.8,7968.85,132.05000000000018,998.4955999627228,131851.34397507773,,,,,,,,,,,,,,,,
13,2017-01-30,7968.85,7956.15,-12.700000000000728,998.4955999627228,-12680.894119527307,,,,,,,,,,,,,,,,
14,2017-01-31,7956.15,7906.7,-49.44999999999982,998.4955999627228,-49375.60741815646,,,,,,,,,,,,,,,,
15,2017-02-01,7906.7,8136.8,230.10000000000036,998.4955999627228,229753.83755142288,,,,,,,,,,,,,,,,
16,2017-02-02,8136.8,8128.65,-8.150000000000546,998.4955999627228,-8137.739139696736,,,,,,,,,,,,,,,,
17,2017-02-03,8128.65,8135.65,7.0,998.4955999627228,6989.46919973906,,,,,,,,,,,,,,,,
18,2017-02-06,8135.65,8225.85,90.20000000000073,998.4955999627228,90064.30311663833,,,,,,,,,,,,,,,,
19,2017-02-07,8225.85,8196.8,-29.05000000000109,998.4955999627228,-29006.29717891819,,,,,,,,,,,,,,,,
20,2017-02-08,8196.8,8186.3,-10.49999999999909,998.4955999627228,-10484.203799607682,,,,,,,,,,,,,,,,
21,2017-02-09,8186.3,8150.35,-35.94999999999982,998.4955999627228,-35895.9168186597,,,,,,,,,,,,,,,,
22,2017-02-10,8150.35,8151.7,1.3499999999994543,998.4955999627228,1347.969059949131,,,,,,,,,,,,,,,,
23,2017-02-13,8151.7,8164.45,12.75,998.4955999627228,12730.818899524716,,,,,,,,,,,,,,,,
24,2017-02-14,8164.45,8163.2,-1.25,998.4955999627228,-1248.1194999534036,,,,,,,,,,,,,,,,
25,2017-02-15,8163.2,8145.7,-17.5,998.4955999627228,-17473.67299934765,,,,,,,,,,,,,,,,
26,2017-02-16,8145.7,8125.27462,-20.425379999999677,998.4955999627228,-20394.652057566276,,,,,,,,,,,,,,,,
27,,,,,,,2017-01-23 13:15:00,LONG,2017-01-23 14:15:00,7511.3,7486.0,8146.24375,2017-02-16 09:15:00,8126.9,615.5999999999995,612.4723599999994,614673.8913370516,TSL Hit,998.4955999627228,61.15509565587842,2017.0,1.0
28,2017-02-16,8146.2789299999995,8180.95,34.67107000000033,920.8498830520649,31926.85075479026,,,,,,,,,,,,,,,,
29,2017-02-17,8180.95,8286.65,105.69999999999982,920.8498830520649,97333.8326386031,,,,,,,,,,,,,,,,
30,2017-02-20,8286.65,8312.7,26.05000000000109,920.8498830520649,23988.139453507298,,,,,,,,,,,,,,,,
31,2017-02-21,8312.7,8399.1,86.39999999999964,920.8498830520649,79561.42989569808,,,,,,,,,,,,,,,,
32,2017-02-22,8399.1,8396.9,-2.2000000000007276,920.8498830520649,-2025.8697427152129,,,,,,,,,,,,,,,,
33,2017-02-23,8396.9,8378.9,-18.0,920.8498830520649,-16575.297894937168,,,,,,,,,,,,,,,,
34,2017-02-27,8378.9,8296.05,-82.85000000000036,920.8498830520649,-76292.41281086391,,,,,,,,,,,,,,,,
35,2017-02-28,8296.05,8292.7,-3.349999999998545,920.8498830520649,-3084.8471082230776,,,,,,,,,,,,,,,,
36,2017-03-01,8292.7,8372.7,80.0,920.8498830520649,73667.9906441652,,,,,,,,,,,,,,,,
37,2017-03-02,8372.7,8300.6,-72.10000000000036,920.8498830520649,-66393.27656805422,,,,,,,,,,,,,,,,
38,2017-03-02,8300.6,8298.93988,-1.660120000000461,920.8498830520649,-1528.7213078528184,,,,,,,,,,,,,,,,
39,,,,,,,2017-02-16 10:15:00,LONG,2017-02-16 11:15:00,8144.65,8116.35,8306.0125,2017-03-02 15:15:00,8300.6,155.95000000000073,152.66095000000072,143606.5392619702,TSL Hit,920.8498830520649,14.057781795411778,2017.0,2.0
40,2017-03-03,8243.39835,8255.9,12.501650000000154,910.00091000091,11376.512876513018,,,,,,,,,,,,,,,,
41,2017-03-06,8255.9,8295.9,40.0,910.00091000091,36400.0364000364,,,,,,,,,,,,,,,,
42,2017-03-07,8295.9,8280.9,-15.0,910.00091000091,-13650.01365001365,,,,,,,,,,,,,,,,
43,2017-03-08,8280.9,8299.45,18.55000000000109,910.00091000091,16880.516880517873,,,,,,,,,,,,,,,,
44,2017-03-09,8299.45,8324.4,24.94999999999891,910.00091000091,22704.52270452171,,,,,,,,,,,,,,,,
45,2017-03-10,8324.4,8295.09065,-29.30934999999954,910.00091000091,-26671.535171534753,,,,,,,,,,,,,,,,
