time,open,high,low,close,MA,Shapes
2016-07-07T14:15:00+05:30,18126.5,18146.55,18048.3,18067.15,18065.750000000015,1
2016-07-07T15:15:00+05:30,18066.6,18098.95,18059.5,18073.65,18063.402777777796,1
2016-07-08T09:15:00+05:30,18076.4,18079.2,17910.9,17955.35,18056.116666666683,1
2016-07-08T10:15:00+05:30,17955.5,17960.5,17925.55,17935.75,18047.51666666668,1
2016-07-08T11:15:00+05:30,17935.2,17962.85,17930.25,17949.5,18039.672222222238,1
2016-07-08T12:15:00+05:30,17948.3,18003,17933.3,17980.95,18032.797222222238,1
2016-07-08T13:15:00+05:30,17981.2,18018.5,17975.65,17984.9,18027.311111111125,1
2016-07-08T14:15:00+05:30,17985,18030.25,17967.75,18018.8,18023.502777777794,1
2016-07-08T15:15:00+05:30,18020.7,18025.35,18004.8,18008.65,18020.3888888889,1
2016-07-11T09:15:00+05:30,18270.75,18357,18243.3,18355.45,18036.208333333347,1
2016-07-11T10:15:00+05:30,18354.55,18365.85,18342.45,18344.55,18055.2638888889,1
2016-07-11T11:15:00+05:30,18343.15,18350.5,18319.15,18345.9,18074.43333333335,1
2016-07-11T12:15:00+05:30,18345.95,18372.9,18341.25,18350.7,18093.54444444446,1
2016-07-11T13:15:00+05:30,18349.7,18384.45,18339.95,18381.4,18111.900000000012,1
2016-07-11T14:15:00+05:30,18381.2,18397.25,18343.1,18391.9,18131.438888888904,1
2016-07-11T15:15:00+05:30,18391.55,18409.45,18388,18398.9,18151.9888888889,1
2016-07-12T09:15:00+05:30,18532.65,18532.65,18464.15,18513.4,18176.872222222235,1
2016-07-12T10:15:00+05:30,18514.85,18552.75,18509.7,18537.25,18199.675000000014,1
2016-07-12T11:15:00+05:30,18537.95,18544.1,18509.85,18534.4,18225.633333333346,1
2016-07-12T12:15:00+05:30,18534.15,18574.6,18525.2,18553.45,18252.288888888903,1
2016-07-12T13:15:00+05:30,18554.2,18585.85,18500.65,18585.7,18287.308333333345,1
2016-07-12T14:15:00+05:30,18585.25,18671.35,18579.35,18665.6,18327.85555555557,1
2016-07-12T15:15:00+05:30,18666.45,18684.45,18659.45,18661.4,18367.405555555568,1
2016-07-13T09:15:00+05:30,18698.85,18711.6,18598.7,18613.2,18402.530555555568,1
2016-07-13T10:15:00+05:30,18617.3,18638.2,18557.85,18604.65,18436.96111111112,1
2016-07-13T11:15:00+05:30,18602.65,18630.5,18546.25,18627.7,18470.7888888889,1
2016-07-13T12:15:00+05:30,18628.1,18648.3,18588.7,18617.85,18504.633333333346,1
2016-07-13T13:15:00+05:30,18617.95,18661.05,18609.75,18638.25,18520.344444444454,1
2016-07-13T14:15:00+05:30,18637,18662.9,18584.8,18603.05,18534.705555555567,1
2016-07-13T15:15:00+05:30,18602.75,18620.8,18595.15,18611,18549.43333333334,1
2016-07-14T09:15:00+05:30,18633.3,18668.3,18580.2,18658.95,18566.55833333334,1
2016-07-14T10:15:00+05:30,18657.75,18664.95,18634.1,18652,18581.591666666678,1
2016-07-14T11:15:00+05:30,18653.75,18735.55,18640.55,18722.5,18599.958333333343,1
2016-07-14T12:15:00+05:30,18723.2,18811.1,18720.65,18797.95,18622.12777777779,1
2016-07-14T13:15:00+05:30,18797.3,18846.6,18794.7,18840.8,18640.316666666677,1
2016-07-14T14:15:00+05:30,18840.15,18872.7,18812.45,18869.55,18658.777777777792,1
2016-07-14T15:15:00+05:30,18869.3,18880.9,18829.6,18835.9,18675.527777777792,1
2016-07-15T09:15:00+05:30,18888.3,18932.05,18798.85,18819,18690.280555555568,1
2016-07-15T10:15:00+05:30,18818.85,18865.95,18796.4,18839.35,18704.37222222223,1
2016-07-15T11:15:00+05:30,18839.45,18852.1,18772.45,18814.5,18712.644444444453,1
2016-07-15T12:15:00+05:30,18814.85,19001.5,18804,18997.15,18731.29722222223,1
2016-07-15T13:15:00+05:30,19001.45,19016.1,18947.2,18982.8,18751.830555555567,1
2016-07-15T14:15:00+05:30,18985.9,19000.15,18930.35,18949.55,18770.991666666676,1
2016-07-15T15:15:00+05:30,18949.45,18965.2,18931.1,18954.7,18789.158333333344,1
2016-07-18T09:15:00+05:30,18998.4,19086.15,18979.7,19043.1,18812.78333333334,1
2016-07-18T10:15:00+05:30,19042.75,19147.75,19038.8,19139.1,18840.608333333344,1
2016-07-18T11:15:00+05:30,19138.55,19141.05,19103.95,19137.7,18870.31111111112,1
2016-07-18T12:15:00+05:30,19137.6,19158,19111.5,19116.45,18898.391666666677,1
2016-07-18T13:15:00+05:30,19117,19130.3,19000.7,19074.05,18921.452777777784,1
2016-07-18T14:15:00+05:30,19078.5,19078.5,18930.75,18941.75,18937.550000000007,1
2016-07-18T15:15:00+05:30,18940.8,18942.1,18885,18890.9,18946.905555555564,1
2016-07-19T09:15:00+05:30,18930.55,18967.8,18833.6,18897.15,18952.416666666675,1
2016-07-19T10:15:00+05:30,18897.95,18955.05,18872.4,18917.55,18956.680555555566,1
2016-07-19T11:15:00+05:30,18918.35,18929.45,18879.2,18926.25,18959.830555555563,1
2016-07-19T12:15:00+05:30,18925.75,19030.05,18911.8,18926.25,18964.850000000006,1
2016-07-19T13:15:00+05:30,18926.5,18930.45,18839.75,18862.6,18967.27222222223,1
2016-07-19T14:15:00+05:30,18865.4,18934.55,18836.65,18926.9,18972.136111111122,1
2016-07-19T15:15:00+05:30,18926.75,18932.3,18883.5,18925.85,18978.322222222232,1
2016-07-20T09:15:00+05:30,18893.8,19000.15,18886.3,18972.5,18976.952777777784,1
2016-07-20T10:15:00+05:30,18970.45,18974.7,18930.15,18953.05,18975.300000000003,1
2016-07-20T11:15:00+05:30,18952.8,19012.3,18949.35,18994.95,18977.82222222223,1
2016-07-20T12:15:00+05:30,18998.6,19016.25,18953.5,18967.6,18978.538888888892,1
2016-07-20T13:15:00+05:30,18967.65,19001.15,18945.5,18978.9,18974.97222222223,1
2016-07-20T14:15:00+05:30,18978.8,19004.45,18964.8,18969.8,18965.566666666673,1
2016-07-20T15:15:00+05:30,18971.25,18975.1,18952.75,18960.5,18955.72222222223,1
2016-07-21T09:15:00+05:30,18960.55,19000.3,18901,18912.5,18944.391666666674,1
2016-07-21T10:15:00+05:30,18913.5,18962.25,18913.5,18940.8,18936.988888888896,1
2016-07-21T11:15:00+05:30,18940.45,18950.2,18821.85,18862.8,18932.60277777778,1
2016-07-21T12:15:00+05:30,18861.1,18879.05,18780.35,18783.35,18926.62777777778,1
2016-07-21T13:15:00+05:30,18783.25,18838.7,18759.8,18779.75,18920.105555555558,1
2016-07-21T14:15:00+05:30,18778.75,18791.8,18670.1,18683.05,18907.077777777784,1
2016-07-21T15:15:00+05:30,18680.1,18685.1,18644.55,18665.05,18892.56666666667,1
2016-07-22T09:15:00+05:30,18705.65,18705.95,18551.3,18649,18877.163888888892,1
2016-07-22T10:15:00+05:30,18650.2,18661.95,18606.7,18631.7,18864.336111111115,1
2016-07-22T11:15:00+05:30,18634,18726.85,18616.1,18712.9,18852.447222222225,1
2016-07-22T12:15:00+05:30,18714.15,18735.4,18665.8,18711.05,18840.51388888889,1
2016-07-22T13:15:00+05:30,18710.95,18712.1,18604.15,18693.85,18825.033333333336,1
2016-07-22T14:15:00+05:30,18699.2,18729.1,18671.35,18677.15,18809.70555555556,1
2016-07-22T15:15:00+05:30,18676.45,18722.4,18662.05,18706.35,18793.672222222223,1
2016-07-25T09:15:00+05:30,18587.5,18697.25,18572.1,18666.75,18776.958333333336,1
2016-07-25T10:15:00+05:30,18667.2,18782.65,18646.35,18780.85,18765.955555555556,1
2016-07-25T11:15:00+05:30,18780.5,18832.05,18765.35,18813.5,18757.272222222226,1
2016-07-25T12:15:00+05:30,18813.95,18913.1,18797.55,18905.95,18754.24166666667,1
2016-07-25T13:15:00+05:30,18907.25,19035.35,18902.65,18989.2,18758.50277777778,1
2016-07-25T14:15:00+05:30,18989.6,19033.05,18978.25,18999.65,18761.772222222226,1
2016-07-25T15:15:00+05:30,18999.25,19007.75,18957.75,18972.95,18767.891666666674,1
2016-07-26T09:15:00+05:30,18978,19032.5,18927.7,18992.3,18779.500000000007,1
2016-07-26T10:15:00+05:30,18993.2,19010.2,18957.5,19007.75,18792.16666666667,1
2016-07-26T11:15:00+05:30,19008.05,19044.45,18972.75,19017.95,18810.77222222223,1
2016-07-26T12:15:00+05:30,19019.55,19023.95,18960.75,18966.75,18827.53333333334,0
2016-07-26T13:15:00+05:30,18965.6,19024.55,18953,19007.55,18847.452777777784,1
2016-07-26T14:15:00+05:30,19007.1,19033.65,18814.25,18838.35,18858.93333333334,0
2016-07-26T15:15:00+05:30,18837.85,18863.05,18815.25,18857.85,18866.98611111112,0
2016-07-27T09:15:00+05:30,18912.35,19125,18888.6,19116.25,18889.49722222223,0
2016-07-27T10:15:00+05:30,19116.9,19121.4,19010.4,19039.05,18908.67500000001,0
2016-07-27T11:15:00+05:30,19039.35,19039.35,18882.4,18898.8,18920.988888888896,0
2016-07-27T12:15:00+05:30,18897.5,19025.2,18897.5,18968.65,18935.56111111112,0
2016-07-27T13:15:00+05:30,18968.1,19031.25,18949.3,18983.65,18953.16666666668,1
2016-07-27T14:15:00+05:30,18979.9,19047.3,18930.05,19035.55,18967.316666666677,1
2016-07-27T15:15:00+05:30,19038.6,19041.35,19002.75,19002.75,18977.83055555557,1
2016-07-28T09:15:00+05:30,19061.65,19115.1,19028.95,19057.65,18986.258333333346,1
2016-07-28T10:15:00+05:30,19056.65,19107.55,19038.4,19097.25,18992.26111111113,1
2016-07-28T11:15:00+05:30,19095.4,19120.6,19077.05,19097.85,18997.716666666685,1
2016-07-28T12:15:00+05:30,19098.5,19126.75,19053.9,19093.8,19004.430555555573,1
2016-07-28T13:15:00+05:30,19094.1,19100.45,18998.8,19052.05,19007.750000000015,1
2016-07-28T14:15:00+05:30,19053.95,19097.1,19010.2,19067.15,19011.050000000017,1
2016-07-28T15:15:00+05:30,19064.05,19088.25,19049.35,19083.15,19014.67222222224,1
2016-07-29T09:15:00+05:30,19060.65,19070.15,18918.55,18947.8,19013.619444444466,0
2016-07-29T10:15:00+05:30,18945.35,18980.3,18933.7,18955.6,19010.73333333335,0
2016-07-29T11:15:00+05:30,18958.85,18989.7,18939.55,18965.05,19017.77222222224,0
2016-07-29T12:15:00+05:30,18965.3,18981.15,18936.7,18964.2,19023.680555555573,0
2016-07-29T13:15:00+05:30,18965.95,18970.9,18922.9,18930.6,19013.366666666683,0
2016-07-29T14:15:00+05:30,18931.6,18972.4,18912.6,18964.9,19009.247222222242,1
2016-07-29T15:15:00+05:30,18965.55,18974.5,18948.95,18950.35,19012.11111111113,1
2016-08-01T09:15:00+05:30,18896.4,19078.5,18896.4,18993.6,19013.497222222242,1
2016-08-01T10:15:00+05:30,18993.9,19016.4,18957.75,18966.55,19012.54722222224,1
2016-08-01T11:15:00+05:30,18966.6,18994.7,18777.6,18795.85,18999.230555555572,1
2016-08-01T12:15:00+05:30,18796.1,18803.05,18654,18680.45,18981.32500000002,0
2016-08-01T13:15:00+05:30,18679.3,18781.75,18634.4,18742.6,18963.82222222224,1
2016-08-01T14:15:00+05:30,18743,18746.35,18684.65,18736.35,18943.772222222244,1
2016-08-01T15:15:00+05:30,18737.5,18785.6,18725.85,18771.8,18925.65833333335,1
2016-08-02T09:15:00+05:30,18765.3,18866.55,18711.7,18750.2,18906.569444444463,1
2016-08-02T10:15:00+05:30,18751.3,18810.9,18721.3,18804.45,18892.813888888908,1
2016-08-02T11:15:00+05:30,18801.95,18824,18751.55,18768.35,18876.213888888906,1
2016-08-02T12:15:00+05:30,18768.45,18786.6,18708.6,18768.25,18858.71944444446,1
