time,open,high,low,close,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2018-01-01T09:15:00+05:30,25566.45,25588,25496.55,25551.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-01T09:45:00+05:30,25551.7,25574.25,25537.15,25561.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-01T10:15:00+05:30,25563.65,25573.25,25541.4,25554.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-01T10:45:00+05:30,25556.3,25562.65,25545.05,25552.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-01T11:15:00+05:30,25555,25566.3,25547.85,25551.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-01T11:45:00+05:30,25551.65,25556.35,25515.3,25524.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-01T12:15:00+05:30,25523.9,25528.95,25508.7,25519.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-01T12:45:00+05:30,25517,25521.85,25504.85,25508.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-01T13:15:00+05:30,25507.2,25528.8,25495,25510.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-01T13:45:00+05:30,25509.75,25534,25501.3,25531.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-01T14:15:00+05:30,25532.35,25557.65,25522.2,25536.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-01T14:45:00+05:30,25536.8,25540.9,25292.7,25326.05,12.741695587505987,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-01T15:15:00+05:30,25324.65,25329.8,25271.55,25271.55,10.634482758620507,NaN,NaN,NaN,10.634482758620507,NaN,NaN,NaN
2018-01-02T09:15:00+05:30,25387,25425.5,25281.9,25325.3,24.22886881267712,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T09:45:00+05:30,25328.85,25360.25,25232.8,25285.3,21.54582941173399,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T10:15:00+05:30,25287.6,25345.75,25274.4,25315.05,28.063093696060974,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T10:45:00+05:30,25314.5,25336.3,25284.55,25312.4,27.83651672028735,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T11:15:00+05:30,25312.8,25317.05,25290.7,25311.05,27.711140489519437,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T11:45:00+05:30,25313.45,25335.9,25289.8,25309.15,27.519251763795936,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T12:15:00+05:30,25309.5,25346.75,25308.35,25333.5,33.96545911602186,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T12:45:00+05:30,25333.1,25333.1,25289.8,25310.55,31.098040881015137,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T13:15:00+05:30,25311.1,25336.8,25299.9,25324.05,34.66690918088497,25.455571674374845,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T13:45:00+05:30,25323.25,25334.6,25269.45,25283.35,29.585030446164865,26.986783934252923,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T14:15:00+05:30,25283.95,25299.25,25243.2,25288.95,31.11340636980772,28.84850426254267,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T14:45:00+05:30,25289.1,25377.4,25285.75,25349.1,45.17370075663434,30.75257989381151,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T15:15:00+05:30,25346.55,25352.8,25314.25,25319.5,40.67920546055736,32.49197771643182,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T09:15:00+05:30,25433.15,25454.9,25382.25,25387.4,52.58332117227306,34.72108930517837,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T09:45:00+05:30,25387.5,25441.4,25384.9,25429.6,58.30367996676494,37.490831418494516,NaN,NaN,NaN,NaN,58.30367996676494,NaN
2018-01-03T10:15:00+05:30,25430.05,25436.45,25394.6,25413.2,55.44429214375547,40.012027023425055,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T10:45:00+05:30,25412.25,25425.85,25398.55,25408.65,54.626689639068374,42.47633955754074,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T11:15:00+05:30,25408.45,25424.85,25397.55,25404.8,53.88706407980919,44.28739455424868,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T11:45:00+05:30,25404.3,25418.65,25392.7,25399.65,52.83446371610651,46.26343299380243,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T12:15:00+05:30,25400.35,25416.5,25354.3,25368.25,46.714537941577696,47.358671972047226,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T12:45:00+05:30,25368.4,25383.7,25350.05,25378.65,48.87219479718484,49.11205054941268,NaN,NaN,NaN,NaN,NaN,NaN
