time,open,high,low,close
2021-05-03T09:15:00+05:30,48270.35,48422.94,48028.07,48400.18
2021-05-03T09:30:00+05:30,48400.74,48445.97,48273.43,48435.58
2021-05-03T09:45:00+05:30,48437.29,48493.14,48398.87,48441.93
2021-05-03T10:00:00+05:30,48441.08,48474.73,48359.11,48417.49
2021-05-03T10:15:00+05:30,48417.1,48438.77,48324.7,48375.29
2021-05-03T10:30:00+05:30,48375.25,48546.17,48347.49,48544.53
2021-05-03T10:45:00+05:30,48545.25,48613.29,48426.3,48463.79
2021-05-03T11:00:00+05:30,48462.52,48470.07,48385.09,48430.75
2021-05-03T11:15:00+05:30,48430.31,48503.57,48411.84,48456.96
2021-05-03T11:30:00+05:30,48457.61,48457.92,48379.31,48393.29
2021-05-03T11:45:00+05:30,48395.27,48473.01,48338.77,48453.43
2021-05-03T12:00:00+05:30,48453.65,48493.12,48436.99,48489.77
2021-05-03T12:15:00+05:30,48488.82,48489.92,48407.76,48428.16
2021-05-03T12:30:00+05:30,48428.42,48462.45,48388.64,48422.24
2021-05-03T12:45:00+05:30,48421.67,48525.86,48414.64,48515.22
2021-05-03T13:00:00+05:30,48517.82,48582.51,48478.67,48576.83
2021-05-03T13:15:00+05:30,48575.87,48610.72,48367.83,48440.46
2021-05-03T13:30:00+05:30,48437.6,48476.34,48411.39,48448.88
2021-05-03T13:45:00+05:30,48450.41,48518.01,48402.88,48505.9
2021-05-03T14:00:00+05:30,48506.42,48510.88,48436.2,48465.94
2021-05-03T14:15:00+05:30,48466.85,48650.19,48455.11,48643.05
2021-05-03T14:30:00+05:30,48647.94,48837.17,48647.94,48824.6
2021-05-03T14:45:00+05:30,48825.76,48863.23,48770.93,48773.07
2021-05-03T15:00:00+05:30,48772.39,48798.36,48672.25,48716.77
2021-05-03T15:15:00+05:30,48717.73,48781.91,48673.24,48771.6
2021-05-04T09:15:00+05:30,48905.78,48996.53,48738.41,48809.47
2021-05-04T09:30:00+05:30,48806.06,48870.75,48643.22,48648.84
2021-05-04T09:45:00+05:30,48648.43,48758.32,48521.85,48753.11
2021-05-04T10:00:00+05:30,48753.19,48824.94,48728.45,48744.57
2021-05-04T10:15:00+05:30,48742.88,48769.23,48703.64,48738.52
2021-05-04T10:30:00+05:30,48739.02,48802.37,48728,48760.22
2021-05-04T10:45:00+05:30,48759.68,48809.49,48750.51,48792
2021-05-04T11:00:00+05:30,48792.15,48899.41,48782.12,48883.63
2021-05-04T11:15:00+05:30,48885.09,48909.82,48809.63,48826.32
2021-05-04T11:30:00+05:30,48827.92,48921.74,48819.08,48900.95
2021-05-04T11:45:00+05:30,48901.67,48910.84,48871.54,48893.95
2021-05-04T12:00:00+05:30,48893.01,48907.08,48803.64,48827
2021-05-04T12:15:00+05:30,48827.16,48859.54,48749.07,48848.89
2021-05-04T12:30:00+05:30,48845.7,48872.08,48788.86,48847.2
2021-05-04T12:45:00+05:30,48846.92,48877.64,48809.73,48839.54
2021-05-04T13:00:00+05:30,48839.97,48842.58,48554.88,48554.88
2021-05-04T13:15:00+05:30,48549.19,48647.59,48492.6,48647.59
2021-05-04T13:30:00+05:30,48648.68,48683.72,48603.24,48635.08
2021-05-04T13:45:00+05:30,48635.36,48721.38,48617.22,48672.06
2021-05-04T14:00:00+05:30,48670.4,48727.44,48588.71,48619.79
2021-05-04T14:15:00+05:30,48621.52,48674.18,48590.83,48623
2021-05-04T14:30:00+05:30,48626.35,48674.92,48246.01,48251.99
2021-05-04T14:45:00+05:30,48253.44,48339.11,48149.45,48158.26
2021-05-04T15:00:00+05:30,48159.8,48311.37,48158.53,48294.47
2021-05-04T15:15:00+05:30,48292.81,48293.72,48234.75,48287.92
2021-05-05T09:15:00+05:30,48614.94,48620.51,48362.16,48390.74
2021-05-05T09:30:00+05:30,48393.31,48509.87,48391.56,48468.56
2021-05-05T09:45:00+05:30,48470.04,48500.43,48402.56,48446.31
2021-05-05T10:00:00+05:30,48443.94,48564.11,48254.32,48418.49
2021-05-05T10:15:00+05:30,48418.34,48494.87,48361.81,48494.68
2021-05-05T10:30:00+05:30,48493.07,48570.53,48466.14,48559.79
2021-05-05T10:45:00+05:30,48565.49,48613.45,48520.35,48546.8
2021-05-05T11:00:00+05:30,48546.2,48572.86,48437.86,48477.05
2021-05-05T11:15:00+05:30,48472.1,48475.5,48362.53,48454.53
2021-05-05T11:30:00+05:30,48456.54,48496.73,48389.29,48426.07
2021-05-05T11:45:00+05:30,48427.14,48504.62,48425.99,48482.08
2021-05-05T12:00:00+05:30,48481.93,48548.54,48428.13,48522.31
2021-05-05T12:15:00+05:30,48522.7,48548.13,48484.25,48514.49
2021-05-05T12:30:00+05:30,48511.46,48523.04,48449.65,48481.1
2021-05-05T12:45:00+05:30,48478.96,48667.14,48465.76,48631.66
2021-05-05T13:00:00+05:30,48631.9,48726.8,48601.85,48671.08
2021-05-05T13:15:00+05:30,48671.32,48705.19,48611.14,48635.01
2021-05-05T13:30:00+05:30,48637.02,48644.71,48536.2,48606.53
2021-05-05T13:45:00+05:30,48607.68,48651.24,48555.83,48583.91
2021-05-05T14:00:00+05:30,48584.47,48631.77,48432.77,48445.79
2021-05-05T14:15:00+05:30,48446.24,48621.77,48443.52,48601.58
2021-05-05T14:30:00+05:30,48600.58,48605.5,48504.12,48585.77
2021-05-05T14:45:00+05:30,48586.32,48621.26,48562.93,48586.36
2021-05-05T15:00:00+05:30,48586.25,48692.59,48586.25,48687.05
2021-05-05T15:15:00+05:30,48684.65,48742.72,48668.66,48717.52
2021-05-06T09:15:00+05:30,48852.46,48898.68,48690.23,48734.89
2021-05-06T09:30:00+05:30,48733.07,48868.67,48714.67,48819.84
2021-05-06T09:45:00+05:30,48819.7,48868.46,48761.4,48771.1
2021-05-06T10:00:00+05:30,48767.3,48808.34,48703.82,48729.7
2021-05-06T10:15:00+05:30,48736.55,48752.61,48614.11,48680.66
2021-05-06T10:30:00+05:30,48680.93,48711.83,48637.48,48692.26
2021-05-06T10:45:00+05:30,48692.42,48740.07,48692.06,48729.67
2021-05-06T11:00:00+05:30,48729.15,48784.86,48669.29,48686.79
2021-05-06T11:15:00+05:30,48686.05,48689.35,48619.66,48671.69
2021-05-06T11:30:00+05:30,48672.92,48722.53,48658.61,48722.53
2021-05-06T11:45:00+05:30,48728.56,48783.63,48690.39,48778.41
2021-05-06T12:00:00+05:30,48776.15,48812.5,48761.8,48801.11
2021-05-06T12:15:00+05:30,48800.87,48881.87,48784.96,48857.12
2021-05-06T12:30:00+05:30,48863.93,48885.44,48831.44,48862.66
2021-05-06T12:45:00+05:30,48860.71,48956.48,48839.9,48936.99
2021-05-06T13:00:00+05:30,48936.69,48980.69,48899.76,48957.36
2021-05-06T13:15:00+05:30,48957.49,48972.47,48842.16,48879.39
2021-05-06T13:30:00+05:30,48876.81,48911.52,48806.79,48903.4
2021-05-06T13:45:00+05:30,48902.95,48917.13,48833.8,48869.25
2021-05-06T14:00:00+05:30,48867.77,48921.25,48843.27,48855.76
