time,open,high,low,close,MA,MA,EMA
2022-01-10T09:15:00+05:30,7690.1,7733.8,7684.7,7729.6,NaN,NaN,NaN
2022-01-10T09:45:00+05:30,7729.2,7744.35,7724.2,7729.95,NaN,NaN,NaN
2022-01-10T10:15:00+05:30,7730.3,7735.9,7721.55,7725.5,NaN,NaN,NaN
2022-01-10T10:45:00+05:30,7725.7,7739.45,7724.8,7738.25,NaN,NaN,NaN
2022-01-10T11:15:00+05:30,7738.6,7739.3,7713.05,7722.1,7713.660000000001,7738.56,NaN
2022-01-10T11:45:00+05:30,7722.55,7722.9,7707.65,7717.45,7718.25,7736.38,NaN
2022-01-10T12:15:00+05:30,7717.4,7727.7,7716.2,7725.35,7716.65,7733.05,NaN
2022-01-10T12:45:00+05:30,7725.1,7730.7,7717.6,7727.2,7715.860000000001,7732.01,NaN
2022-01-10T13:15:00+05:30,7726.9,7730.3,7722.45,7729.8,7715.389999999999,7730.18,NaN
2022-01-10T13:45:00+05:30,7730.05,7731.4,7719.5,7727.3,7716.68,7728.6,NaN
2022-01-10T14:15:00+05:30,7727.6,7734.75,7721.85,7733.2,7719.5199999999995,7730.969999999999,NaN
2022-01-10T14:45:00+05:30,7732.9,7742.5,7730.75,7737.1,7722.43,7733.93,NaN
2022-01-10T15:15:00+05:30,7736.65,7739.45,7729.5,7736.8,7724.81,7735.6799999999985,NaN
2022-01-11T09:15:00+05:30,7736.9,7783.25,7731.05,7746.85,7726.530000000001,7746.2699999999995,NaN
2022-01-11T09:45:00+05:30,7746.5,7768.25,7740.8,7760.95,7730.789999999999,7753.639999999999,NaN
2022-01-11T10:15:00+05:30,7760.85,7773.25,7744.6,7766.8,7735.339999999999,7761.339999999999,NaN
2022-01-11T10:45:00+05:30,7766.95,7767.75,7758.45,7767.15,7740.88,7766.389999999999,NaN
2022-01-11T11:15:00+05:30,7767.4,7776.25,7765.5,7767.6,7748.08,7773.75,NaN
2022-01-11T11:45:00+05:30,7767.9,7784.85,7763.65,7771.15,7754.6,7774.07,NaN
2022-01-11T12:15:00+05:30,7770.85,7785.6,7767.7,7784.85,7759.9800000000005,7777.539999999999,NaN
2022-01-11T12:45:00+05:30,7784.65,7794.8,7780.55,7788.9,7767.17,7781.85,NaN
2022-01-11T13:15:00+05:30,7789.15,7790.95,7777.85,7787.1,7771.05,7786.490000000001,NaN
2022-01-11T13:45:00+05:30,7787.25,7788.9,7773.8,7787.45,7772.710000000001,7789.0199999999995,NaN
2022-01-11T14:15:00+05:30,7786.05,7790.05,7749.05,7756.8,7769.790000000001,7790.06,NaN
2022-01-11T14:45:00+05:30,7757.05,7782.15,7748.55,7775.8,7765.960000000001,7789.37,NaN
2022-01-11T15:15:00+05:30,7776.45,7781.6,7771.25,7776.2,7764.1,7786.7300000000005,NaN
2022-01-12T09:15:00+05:30,7812.85,7823.65,7785.35,7822.15,7765.600000000001,7793.2699999999995,NaN
2022-01-12T09:45:00+05:30,7822.7,7837.85,7811.45,7825.9,7773.13,7803.0599999999995,NaN
