time,open,high,low,close,MA,Plot,Zero line,MACD Signal
2024-09-06T13:15:00+05:30,24861.75,24893.85,24839.4,24865.6,25184.66874999996,-152.34746528452888,0,NaN
2024-09-06T14:15:00+05:30,24865.15,24871.9,24801.3,24853.05,25175.52374999996,-153.35792679933002,0,NaN
2024-09-06T15:15:00+05:30,24852.1,24878.2,24846.6,24868.5,25166.25874999996,-145.4203344812995,0,NaN
2024-09-09T09:15:00+05:30,24825.1,24868.45,24753.15,24826.5,25155.763749999962,-146.016061829745,0,NaN
2024-09-09T10:15:00+05:30,24826,24916.75,24818.3,24894.15,25147.061249999962,-125.63281604532312,0,NaN
2024-09-09T11:15:00+05:30,24894.65,24898.4,24846,24851.95,25137.20499999996,-119.39743553899461,0,NaN
2024-09-09T12:15:00+05:30,24852.05,24884.15,24834.4,24882.15,25128.19874999996,-104.65554140695531,0,NaN
2024-09-09T13:15:00+05:30,24881.25,24938.6,24873.35,24893.45,25119.359999999964,-89.75073093343963,0,NaN
2024-09-09T14:15:00+05:30,24893.85,24947.45,24867.7,24940.55,25110.24374999996,-66.69701252295636,0,NaN
2024-09-09T15:15:00+05:30,24939.75,24957.5,24930.75,24942.25,25100.914999999964,-50.269467687336146,0,NaN
2024-09-10T09:15:00+05:30,25011.7,25014.8,24896.8,24915.05,25091.27874999996,-45.24112420910751,0,NaN
2024-09-10T10:15:00+05:30,24915.55,24981.55,24908,24981.55,25084.424999999967,-24.93859562830039,0,NaN
2024-09-10T11:15:00+05:30,24981.9,25042.25,24974.4,25023,25078.106249999964,-2.0318769405639614,0,NaN
2024-09-10T12:15:00+05:30,25024.3,25106.95,25016.05,25098.55,25073.567499999965,29.837473281895655,0,29.837473281895655
2024-09-10T13:15:00+05:30,25097.9,25130.5,25089,25114,25069.569999999963,51.79160601030162,0,51.79160601030162
2024-09-10T14:15:00+05:30,25113.9,25122,25014.8,25042.95,25064.006249999966,46.472936671554635,0,46.472936671554635
2024-09-10T15:15:00+05:30,25042.25,25061.75,25037.9,25052.1,25059.237499999967,43.96809050940283,0,43.96809050940283
2024-09-11T09:15:00+05:30,25036,25073.5,24981.3,25055.95,25054.144999999968,41.9780851890755,0,41.9780851890755
2024-09-11T10:15:00+05:30,25055.7,25091.25,25031.6,25086.05,25049.25499999997,46.61179356128923,0,46.61179356128923
2024-09-11T11:15:00+05:30,25086.25,25109.15,25035.4,25093.3,25044.789999999968,49.65317976798178,0,49.65317976798178
2024-09-11T12:15:00+05:30,25093.7,25113.7,25045.35,25059.55,25039.36124999997,41.87566097938543,0,41.87566097938543
2024-09-11T13:15:00+05:30,25058.95,25068.1,24935.05,24937.55,25031.152499999967,6.8074540599300235,0,6.8074540599300235
2024-09-11T14:15:00+05:30,24937.35,24967.2,24885.15,24900.65,25024.85749999997,-23.34662167116403,0,NaN
2024-09-11T15:15:00+05:30,24901.35,24951.8,24900.8,24951.8,25020.434999999965,-28.615060313059075,0,NaN
2024-09-12T09:15:00+05:30,25047.75,25072.55,24981.9,25017.2,25017.511249999967,-15.313005515694385,0,NaN
2024-09-12T10:15:00+05:30,25019.05,25031.15,24979.6,25008.3,25013.888749999966,-8.922464351704548,0,NaN
2024-09-12T11:15:00+05:30,25007.95,25036.8,24941.45,25011.2,25010.077499999963,-4.094123194005078,0,NaN
2024-09-12T12:15:00+05:30,25010.3,25019.7,24963.75,24996.35,25004.733749999963,-4.587532553043275,0,NaN
2024-09-12T13:15:00+05:30,24994.15,25230.2,24977.1,25204.7,25004.692499999965,44.867634263824584,0,44.867634263824584
2024-09-12T14:15:00+05:30,25204.55,25433.35,25203.8,25414.95,25009.891249999964,123.33288935133896,0,123.33288935133896
