Entry Time,Entry Date,ROI% MACD,ROI% MTrend,Dates 1,Dates,,,,ROI% PF
2018-06-21 13:15:00,2018-06-21,-0.52786214,,21/06/2018,13/05/2020,-7.739857484,0,0,-3.869928742
2018-06-22 09:15:00,2018-06-22,-0.3711761172,,22/06/2018,14/05/2020,0.3163806964,2.090944449,3.136416673,1.726398685
2018-06-22 09:15:00,2018-06-22,-0.5220879814,,22/06/2018,20/05/2020,-0.9003339761,0,0,-0.4501669881
2018-06-22 14:15:00,2018-06-22,-0.3086180227,,22/06/2018,21/05/2020,-2.348313535,-2.474173199,-3.711259799,-3.029786667
2018-06-22 14:15:00,2018-06-22,0.3788654499,,22/06/2018,22/05/2020,-0.8399790775,0,0,-0.4199895388
2018-06-22 15:15:00,2018-06-22,-0.9923012774,,22/06/2018,26/05/2020,-2.931356905,0,0,-1.465678453
2018-06-22 15:15:00,2018-06-22,-0.9779677234,,22/06/2018,27/05/2020,67.21931973,0,0,33.60965986
2018-06-26 12:15:00,2018-06-26,-0.3841289865,,26/06/2018,28/05/2020,0,4.876277317,7.314415976,3.657207988
2018-06-26 12:15:00,2018-06-26,-0.358321572,,26/06/2018,29/05/2020,4.979362898,0,0,2.489681449
2018-06-26 13:45:00,2018-06-26,-0.2436500063,,26/06/2018,02/06/2020,4.391343356,0,0,2.195671678
2018-06-29 13:15:00,2018-06-29,-0.5214750789,,29/06/2018,04/06/2020,-1.517648953,0,0,-0.7588244766
2018-06-29 13:15:00,2018-06-29,-0.2979832779,,29/06/2018,05/06/2020,0.3840202968,0,0,0.1920101484
2018-06-29 15:15:00,2018-06-29,-0.9932832053,,29/06/2018,08/06/2020,-0.561520799,0,0,-0.2807603995
2018-07-02 09:15:00,2018-07-02,-0.9791832367,,02/07/2018,09/06/2020,-1.042461631,0,0,-0.5212308157
2018-07-03 11:15:00,2018-07-03,3.752022745,,03/07/2018,10/06/2020,-1.984310078,0,0,-0.9921550391
2018-07-03 11:15:00,2018-07-03,4.378542116,,03/07/2018,11/06/2020,0,0.9733611399,1.46004171,0.7300208549
2018-07-03 11:15:00,2018-07-03,-0.3831577985,,03/07/2018,16/06/2020,2.755709386,0,0,1.377854693
2018-07-04 13:45:00,2018-07-04,0.5133767688,,04/07/2018,17/06/2020,-5.572075669,0,0,-2.786037835
2018-07-04 14:15:00,2018-07-04,0.203365253,,04/07/2018,18/06/2020,24.76659377,11.91777341,17.87666011,21.32162694
2018-07-04 14:15:00,2018-07-04,1.57600873,,04/07/2018,24/06/2020,-1.520600099,0,0,-0.7603000496
2018-07-06 09:15:00,2018-07-06,0.0370222272,,06/07/2018,25/06/2020,-0.9910833631,-2.137438851,-3.206158277,-2.09862082
2018-07-06 12:15:00,2018-07-06,1.217264831,,06/07/2018,26/06/2020,-3.946176552,0,0,-1.973088276
2018-07-09 11:15:00,2018-07-09,1.279632986,,09/07/2018,30/06/2020,-4.327055038,0,0,-2.163527519
2018-07-11 11:45:00,2018-07-11,-0.1138933986,,11/07/2018,01/07/2020,19.12077112,0,0,9.56038556
2018-07-12 09:45:00,2018-07-12,-0.2216194997,,12/07/2018,02/07/2020,0,-0.03576683956,-0.05365025934,-0.02682512967
2018-07-12 10:15:00,2018-07-12,-0.52082143,,12/07/2018,03/07/2020,-0.559455912,0,0,-0.279727956
2018-07-13 09:15:00,2018-07-13,-0.5187224131,,13/07/2018,06/07/2020,-1.542665911,0,0,-0.7713329556
2018-07-13 09:15:00,2018-07-13,-0.2985106311,,13/07/2018,07/07/2020,4.169531143,0,0,2.084765572
2018-07-17 14:15:00,2018-07-17,-0.6249261053,,17/07/2018,09/07/2020,-0.2363378796,-1.0759375,-1.61390625,-0.9251220648
2018-07-17 14:15:00,2018-07-17,-0.5212423711,,17/07/2018,10/07/2020,-0.8781439443,0,0,-0.4390719722
2018-07-17 13:45:00,2018-07-17,0.400333938,,17/07/2018,13/07/2020,-0.9800045493,0,0,-0.4900022746
2018-07-17 14:15:00,2018-07-17,-0.356419101,,17/07/2018,15/07/2020,-1.970942328,0,0,-0.9854711638
2018-07-17 15:15:00,2018-07-17,-0.653385155,,17/07/2018,16/07/2020,0,0.932371315,1.398556973,0.6992784863
2018-07-18 14:45:00,2018-07-18,-0.2543799984,,18/07/2018,17/07/2020,19.66097073,0,0,9.830485367
2018-07-19 11:15:00,2018-07-19,-0.5178525409,,19/07/2018,21/07/2020,0.3488496323,0,0,0.1744248161
2018-07-19 12:45:00,2018-07-19,-0.4606549098,,19/07/2018,22/07/2020,0.0290842074,0,0,0.0145421037
2018-07-20 11:15:00,2018-07-20,3.381255112,,20/07/2018,23/07/2020,-0.7577843475,-0.9245348367,-1.386802255,-1.072293301
2018-07-20 11:15:00,2018-07-20,3.201428076,,20/07/2018,28/07/2020,-0.275341375,0,0,-0.1376706875
2018-07-23 09:15:00,2018-07-23,2.781750585,,23/07/2018,29/07/2020,-1.029112944,0,0,-0.5145564718
2018-07-23 09:45:00,2018-07-23,-0.4275126486,,23/07/2018,30/07/2020,-1.834567694,5.337339148,8.006008722,3.085720514
2018-07-23 11:15:00,2018-07-23,3.807925007,,23/07/2018,04/08/2020,1.376114372,0,0,0.6880571859
2018-07-23 13:45:00,2018-07-23,-0.0356513268,,23/07/2018,05/08/2020,-0.1910693635,0,0,-0.09553468176
2018-07-24 13:15:00,2018-07-24,2.794411529,,24/07/2018,06/08/2020,-1.033331667,0,0,-0.5166658336
2018-07-31 13:15:00,2018-07-31,-0.030194046,,31/07/2018,07/08/2020,2.485047585,0,0,1.242523793
2018-08-03 10:45:00,2018-08-03,1.062138599,,03/08/2018,10/08/2020,0.8919198576,0,0,0.4459599288
2018-08-03 12:15:00,2018-08-03,0.6620064491,,03/08/2018,12/08/2020,0.4414684275,0,0,0.2207342137
2018-08-03 12:15:00,2018-08-03,1.102858087,,03/08/2018,13/08/2020,-0.4580876025,-3.265320078,-4.897980116,-2.678033859
2018-08-03 13:15:00,2018-08-03,0.107564758,,03/08/2018,18/08/2020,1.636974078,0,0,0.818487039
2018-08-03 13:15:00,2018-08-03,2.489630253,,03/08/2018,20/08/2020,-0.379683006,-3.360223444,-5.040335166,-2.710009086
2018-08-07 09:15:00,2018-08-07,0.1744347517,,07/08/2018,21/08/2020,20.78574852,0,0,10.39287426
2018-08-08 14:45:00,2018-08-08,0.616981091,,08/08/2018,31/08/2020,-1.523776988,0,0,-0.7618884942
2018-08-10 10:15:00,2018-08-10,-0.5281335735,,10/08/2018,03/09/2020,-6.013719099,0,0,-3.006859549
2018-08-14 13:15:00,2018-08-14,-0.7985452104,,14/08/2018,10/09/2020,1.525855227,4.130345842,6.195518763,3.860686995
2018-08-14 13:15:00,2018-08-14,-0.9918254648,,14/08/2018,14/09/2020,-1.270061906,0,0,-0.6350309531
2018-08-14 13:15:00,2018-08-14,-0.52394328,,14/08/2018,15/09/2020,-1.448534413,0,0,-0.7242672066
2018-08-14 13:15:00,2018-08-14,-0.5003017099,,14/08/2018,16/09/2020,-0.4776439261,0,0,-0.238821963
2018-08-16 10:15:00,2018-08-16,-0.5189960919,,16/08/2018,17/09/2020,-0.2031577452,-1.355336799,-2.033005198,-1.118081472
2018-08-16 10:15:00,2018-08-16,-0.369459983,,16/08/2018,24/09/2020,0,3.054794476,4.582191714,2.291095857
2018-08-17 10:15:00,2018-08-17,2.405523044,,17/08/2018,25/09/2020,2.502894342,0,0,1.251447171
2018-08-17 10:15:00,2018-08-17,0.2756549974,,17/08/2018,28/09/2020,15.22037438,0,0,7.61018719
2018-08-17 10:15:00,2018-08-17,0.6385752891,,17/08/2018,29/09/2020,-1.65551363,0,0,-0.8277568152
2018-08-17 11:15:00,2018-08-17,2.702191726,,17/08/2018,30/09/2020,22.17090759,0,0,11.08545379
2018-08-20 11:15:00,2018-08-20,-0.237504636,,20/08/2018,01/10/2020,0,0.4287394332,0.6431091498,0.3215545749
2018-08-21 12:15:00,2018-08-21,-0.148554198,,21/08/2018,05/10/2020,3.035772071,0,0,1.517886035
2018-08-21 12:45:00,2018-08-21,-0.1033230243,,21/08/2018,08/10/2020,0,-2.769741885,-4.154612828,-2.077306414
2018-08-21 15:15:00,2018-08-21,-0.5188489497,,21/08/2018,09/10/2020,2.248365967,0,0,1.124182984
2018-08-27 10:15:00,2018-08-27,-0.5220134892,,27/08/2018,12/10/2020,-0.89767461,0,0,-0.448837305
2018-08-27 10:15:00,2018-08-27,0.0111870018,,27/08/2018,14/10/2020,-3.183906503,0,0,-1.591953252
2018-08-27 11:15:00,2018-08-27,-0.0302339115,,27/08/2018,15/10/2020,-0.5205913739,11.77448365,17.66172547,8.570567051
2018-08-28 10:45:00,2018-08-28,-0.0449331315,,28/08/2018,16/10/2020,3.111419583,0,0,1.555709791
2018-09-06 14:15:00,2018-09-06,-0.5223274027,,06/09/2018,19/10/2020,0.8287476201,0,0,0.41437381
2018-09-06 14:45:00,2018-09-06,-0.97094514,,06/09/2018,21/10/2020,-2.986959022,0,0,-1.493479511
2018-09-07 12:15:00,2018-09-07,-0.686238674,,07/09/2018,22/10/2020,-2.975933832,0,0,-1.487966916
2018-09-07 14:15:00,2018-09-07,-0.9938383913,,07/09/2018,23/10/2020,-1.34744819,0,0,-0.6737240949
2018-09-14 10:15:00,2018-09-14,-0.9414687218,,14/09/2018,27/10/2020,-1.851579546,0,0,-0.9257897729
2018-09-14 12:15:00,2018-09-14,-0.8379674927,,14/09/2018,28/10/2020,-3.288085891,0,0,-1.644042946
2018-09-14 12:15:00,2018-09-14,-0.5192741602,,14/09/2018,29/10/2020,0,-1.055931507,-1.58389726,-0.7919486301
2018-09-14 12:15:00,2018-09-14,-0.615207082,,14/09/2018,02/11/2020,38.36982923,0,0,19.18491462
2018-09-14 13:15:00,2018-09-14,-0.9899442085,,14/09/2018,03/11/2020,24.35834929,0,0,12.17917464
2018-09-26 09:15:00,2018-09-26,-0.520727488,,26/09/2018,04/11/2020,12.03618155,0,0,6.018090773
2018-09-26 12:15:00,2018-09-26,-0.5197697151,,26/09/2018,11/11/2020,-0.9373112248,0,0,-0.4686556124
2018-09-26 11:45:00,2018-09-26,-0.6262987122,,26/09/2018,12/11/2020,-0.4264078221,0,0,-0.213203911
2018-09-26 13:15:00,2018-09-26,-0.5197708102,,26/09/2018,13/11/2020,3.553392112,0,0,1.776696056
2018-09-26 13:45:00,2018-09-26,-0.0240322896,,26/09/2018,17/11/2020,0.780588222,0,0,0.390294111
2018-09-27 09:15:00,2018-09-27,-0.6214027771,,27/09/2018,19/11/2020,-1.26043212,17.48067348,26.22101023,12.48028905
2018-10-01 15:15:00,2018-10-01,-0.8413840248,,01/10/2018,20/11/2020,-1.23531553,0,0,-0.6176577651
2018-10-01 14:45:00,2018-10-01,-0.8846212518,,01/10/2018,23/11/2020,-2.208652001,0,0,-1.104326
2018-10-01 15:15:00,2018-10-01,-0.8480735343,,01/10/2018,24/11/2020,-0.759561712,0,0,-0.379780856
2018-10-03 10:15:00,2018-10-03,-0.8420743103,,03/10/2018,25/11/2020,-1.515526939,0,0,-0.7577634693
2018-10-03 11:15:00,2018-10-03,-0.5188232153,,03/10/2018,26/11/2020,-1.116770486,-0.2369758218,-0.3554637327,-0.7361171094
2018-10-09 11:15:00,2018-10-09,-0.3902192283,,09/10/2018,27/11/2020,-0.2575286215,0,0,-0.1287643107
2018-10-09 14:15:00,2018-10-09,-0.5207814198,,09/10/2018,01/12/2020,4.621038985,0,0,2.310519493
2018-10-09 14:45:00,2018-10-09,-0.800779122,,09/10/2018,02/12/2020,-0.548616516,0,0,-0.274308258
2018-10-10 10:15:00,2018-10-10,-1.7858976,,10/10/2018,03/12/2020,-0.5480622,-1.045089485,-1.567634228,-1.057848214
2018-10-10 09:45:00,2018-10-10,-0.3992738063,,10/10/2018,04/12/2020,3.686020258,0,0,1.843010129
2018-10-10 10:15:00,2018-10-10,-0.5204646049,,10/10/2018,08/12/2020,0.8932677765,0,0,0.4466338883
2018-10-10 13:15:00,2018-10-10,-3.831412688,,10/10/2018,10/12/2020,-0.5285097769,-1.22823832,-1.842357479,-1.185433628
2018-10-11 10:15:00,2018-10-11,-0.01210368825,,11/10/2018,11/12/2020,0.1559941155,0,0,0.07799705774
2018-10-11 11:15:00,2018-10-11,0.5219616675,,11/10/2018,15/12/2020,0.43939843,0,0,0.219699215
2018-10-12 09:45:00,2018-10-12,-0.45639594,,12/10/2018,16/12/2020,-0.8269431102,0,0,-0.4134715551
2018-10-12 10:15:00,2018-10-12,-0.5200945695,,12/10/2018,17/12/2020,0,-1.216130904,-1.824196356,-0.9120981782
2018-10-12 10:15:00,2018-10-12,-0.8379701172,,12/10/2018,23/12/2020,27.53399876,0,0,13.76699938
2018-10-12 11:15:00,2018-10-12,0.028395672,,12/10/2018,24/12/2020,2.655873212,-2.348661044,-3.522991566,-0.4335591772
2018-10-12 13:15:00,2018-10-12,-1.60768793,,12/10/2018,30/12/2020,-0.2898403213,0,0,-0.1449201607
2018-10-15 10:15:00,2018-10-15,1.13343322,,15/10/2018,31/12/2020,-0.1269639744,0,0,-0.0634819872
2018-10-15 11:15:00,2018-10-15,0.7590618946,,15/10/2018,01/01/2021,-0.2118542059,0,0,-0.105927103
2018-10-15 11:15:00,2018-10-15,-0.8403690152,,15/10/2018,04/01/2021,1.1036954,0,0,0.5518476999
2018-10-17 11:45:00,2018-10-17,-0.7045911795,,17/10/2018,05/01/2021,2.378399981,0,0,1.18919999
2018-10-22 11:15:00,2018-10-22,-0.5180103915,,22/10/2018,06/01/2021,0.4406031158,0,0,0.2203015579
2018-10-22 11:15:00,2018-10-22,-0.6622293071,,22/10/2018,08/01/2021,-1.012698695,0,0,-0.5063493474
2018-10-24 11:45:00,2018-10-24,-0.9039606943,,24/10/2018,12/01/2021,-0.2714201628,0,0,-0.1357100814
2018-10-24 13:15:00,2018-10-24,-0.8417252728,,24/10/2018,13/01/2021,-0.05406523174,0,0,-0.02703261587
2018-10-24 14:15:00,2018-10-24,-0.858237872,,24/10/2018,14/01/2021,-1.205348064,-3.468422251,-5.202633377,-3.20399072
2018-10-29 12:15:00,2018-10-29,-0.28292607,,29/10/2018,19/01/2021,0.2070251161,0,0,0.103512558
2018-10-29 13:15:00,2018-10-29,-0.174357696,,29/10/2018,21/01/2021,0,11.65821361,17.48732041,8.743660206
2018-10-29 13:15:00,2018-10-29,0.4254161784,,29/10/2018,28/01/2021,0,-1.050780488,-1.576170732,-0.7880853659
2018-10-29 14:15:00,2018-10-29,-0.9815841164,,29/10/2018,29/01/2021,29.63445132,0,0,14.81722566
2018-10-29 15:15:00,2018-10-29,-0.993050455,,29/10/2018,01/02/2021,30.76048943,0,0,15.38024472
2018-10-30 13:45:00,2018-10-30,-0.6530839182,,30/10/2018,04/02/2021,3.820673107,6.557877277,9.836815916,6.828744512
2018-10-31 09:15:00,2018-10-31,-0.9926751756,,31/10/2018,05/02/2021,0.7413602229,0,0,0.3706801115
2018-10-31 09:15:00,2018-10-31,-0.290484864,,31/10/2018,09/02/2021,0.1097546243,0,0,0.05487731213
2018-10-31 11:15:00,2018-10-31,4.732904963,,31/10/2018,10/02/2021,-0.7056001962,0,0,-0.3528000981
2018-10-31 12:15:00,2018-10-31,3.233148489,,31/10/2018,12/02/2021,6.634987884,0,0,3.317493942
2018-10-31 12:15:00,2018-10-31,3.888454548,,31/10/2018,16/02/2021,0.0892505655,0,0,0.04462528275
2018-10-31 14:15:00,2018-10-31,2.508125966,,31/10/2018,17/02/2021,-0.326147229,0,0,-0.1630736145
2018-10-31 13:45:00,2018-10-31,2.901184052,,31/10/2018,18/02/2021,0,-1.116470588,-1.674705882,-0.8373529412
2018-11-05 10:45:00,2018-11-05,-0.3189544605,,05/11/2018,24/02/2021,0.4093319222,0,0,0.2046659611
2018-11-09 09:45:00,2018-11-09,-0.07971598215,,09/11/2018,25/02/2021,-3.617884357,0,0,-1.808942179
2018-11-09 14:15:00,2018-11-09,-0.5214939967,,09/11/2018,02/03/2021,2.11929239,0,0,1.059646195
2018-11-12 11:15:00,2018-11-12,-0.1665923931,,12/11/2018,03/03/2021,-1.400208059,0,0,-0.7001040293
2018-11-13 14:15:00,2018-11-13,0.572798431,,13/11/2018,04/03/2021,0.0851928317,-1.685482039,-2.528223059,-1.221515114
2018-11-13 14:45:00,2018-11-13,0.556251741,,13/11/2018,09/03/2021,-5.311330126,0,0,-2.655665063
2018-11-13 15:15:00,2018-11-13,0.8733355297,,13/11/2018,10/03/2021,0.3052494081,0,0,0.152624704
2018-11-13 15:15:00,2018-11-13,1.558168028,,13/11/2018,18/03/2021,0,0.9659954459,1.448993169,0.7244965844
2018-11-13 15:15:00,2018-11-13,0.711514452,,13/11/2018,23/03/2021,-3.164050413,0,0,-1.582025207
2018-11-15 09:15:00,2018-11-15,0.908687328,,15/11/2018,25/03/2021,0,3.495886818,5.243830227,2.621915114
2018-11-19 09:15:00,2018-11-19,-0.1282012803,,19/11/2018,26/03/2021,-1.14308339,0,0,-0.5715416951
2018-11-20 09:45:00,2018-11-20,-0.3760167296,,20/11/2018,30/03/2021,-3.013286011,0,0,-1.506643005
2018-11-21 13:15:00,2018-11-21,-0.5213654791,,21/11/2018,31/03/2021,0.0974754845,0,0,0.04873774225
2018-11-21 13:15:00,2018-11-21,-0.2303012412,,21/11/2018,01/04/2021,-3.594452253,2.683573939,4.025360909,0.2154543279
2018-11-21 14:15:00,2018-11-21,-0.8395028042,,21/11/2018,06/04/2021,-0.9817006444,0,0,-0.4908503222
2018-11-26 14:15:00,2018-11-26,1.86358095,,26/11/2018,07/04/2021,-2.613692823,0,0,-1.306846412
2018-11-26 13:45:00,2018-11-26,0.5742657171,,26/11/2018,08/04/2021,-2.3137557,0.005007132668,0.007510699001,-1.153122501
2018-11-26 15:15:00,2018-11-26,-0.5215204143,,26/11/2018,09/04/2021,-0.9935616303,0,0,-0.4967808151
2018-11-27 09:15:00,2018-11-27,-0.3244037267,,27/11/2018,13/04/2021,-0.522004949,0,0,-0.2610024745
2018-11-27 10:15:00,2018-11-27,2.112714374,,27/11/2018,15/04/2021,-1.621873777,-0.2150430435,-0.3225645653,-0.9722191711
2018-11-27 12:15:00,2018-11-27,2.374267684,,27/11/2018,16/04/2021,-4.887461196,0,0,-2.443730598
2018-11-27 13:15:00,2018-11-27,-0.1713448007,,27/11/2018,20/04/2021,-0.1988083053,0,0,-0.09940415265
2018-11-28 14:15:00,2018-11-28,1.007609236,,28/11/2018,22/04/2021,-0.4504512226,-1.768781698,-2.653172547,-1.551811885
2018-11-29 10:15:00,2018-11-29,0.2372547106,,29/11/2018,23/04/2021,2.973348694,0,0,1.486674347
2018-11-30 12:15:00,2018-11-30,-0.057165426,,30/11/2018,26/04/2021,2.616317449,0,0,1.308158725
2018-12-03 13:15:00,2018-12-03,-0.4492191276,,03/12/2018,27/04/2021,6.347526893,0,0,3.173763447
2018-12-07 12:15:00,2018-12-07,-0.8138942343,,07/12/2018,29/04/2021,0.3053974523,0,0,0.1526987261
2018-12-07 14:15:00,2018-12-07,-1.141917602,,07/12/2018,30/04/2021,-0.44626245,0,0,-0.223131225
2018-12-12 09:15:00,2018-12-12,2.133212523,,12/12/2018,04/05/2021,-1.281613561,0,0,-0.6408067807
2018-12-12 09:15:00,2018-12-12,2.42704313,,12/12/2018,05/05/2021,-0.9571689125,0,0,-0.4785844562
2018-12-12 10:15:00,2018-12-12,2.28682445,,12/12/2018,06/05/2021,1.747817411,-1.096774194,-1.64516129,0.05132806015
2018-12-12 13:15:00,2018-12-12,2.327022836,,12/12/2018,07/05/2021,-0.4325906154,0,0,-0.2162953077
2018-12-12 13:15:00,2018-12-12,2.084744192,,12/12/2018,11/05/2021,-0.243775992,0,0,-0.121887996
2018-12-13 15:15:00,2018-12-13,0.223672998,,13/12/2018,17/05/2021,8.163382168,0,0,4.081691084
2018-12-18 10:45:00,2018-12-18,-0.031899,,18/12/2018,19/05/2021,-0.3658716121,0,0,-0.1829358061
2018-12-18 12:45:00,2018-12-18,1.236630579,,18/12/2018,20/05/2021,0,3.11240773,4.668611594,2.334305797
2018-12-18 13:15:00,2018-12-18,0.9591810588,,18/12/2018,21/05/2021,14.85438344,0,0,7.427191719
2018-12-20 09:45:00,2018-12-20,-0.309400479,,20/12/2018,25/05/2021,-0.8032781664,0,0,-0.4016390832
2018-12-20 13:45:00,2018-12-20,-0.5037416112,,20/12/2018,26/05/2021,-1.655960043,0,0,-0.8279800217
2018-12-26 15:15:00,2018-12-26,0.04321612395,,26/12/2018,27/05/2021,1.526870816,-1.13,-1.695,-0.08406459222
2018-12-26 14:45:00,2018-12-26,-0.049261449,,26/12/2018,28/05/2021,0.7016551943,0,0,0.3508275971
2018-12-27 09:15:00,2018-12-27,0.814601097,,27/12/2018,01/06/2021,-0.4928088744,0,0,-0.2464044372
2018-12-27 13:15:00,2018-12-27,0.175759731,,27/12/2018,02/06/2021,0.69077466,0,0,0.34538733
2018-12-27 13:15:00,2018-12-27,0.08590749866,,27/12/2018,03/06/2021,-0.9919449389,-1.078491049,-1.617736573,-1.304840756
2018-12-28 10:15:00,2018-12-28,-0.2199776601,,28/12/2018,04/06/2021,-0.2316000717,0,0,-0.1158000358
2018-12-28 09:45:00,2018-12-28,-0.1292697774,,28/12/2018,07/06/2021,-0.7830643833,0,0,-0.3915321917
2018-12-31 12:45:00,2018-12-31,-0.00694256895,,31/12/2018,09/06/2021,-1.155836009,0,0,-0.5779180043
2019-01-01 09:15:00,2019-01-01,-0.4270258773,,01/01/2019,10/06/2021,-2.134972279,1.066039755,1.599059633,-0.2679563231
2019-01-01 14:45:00,2019-01-01,-0.3433187421,,01/01/2019,11/06/2021,-1.360614514,0,0,-0.6803072572
2019-01-01 15:15:00,2019-01-01,-0.5208278363,,01/01/2019,14/06/2021,-0.2289441015,0,0,-0.1144720507
2019-01-01 15:15:00,2019-01-01,-0.9937556455,,01/01/2019,15/06/2021,-0.109845506,0,0,-0.05492275299
2019-01-01 15:15:00,2019-01-01,-0.9815156868,,01/01/2019,16/06/2021,-0.4829650898,0,0,-0.2414825449
2019-01-02 10:15:00,2019-01-02,-0.9787277626,,02/01/2019,17/06/2021,0,-2.119080741,-3.178621111,-1.589310556
2019-01-02 10:15:00,2019-01-02,-0.5203935959,,02/01/2019,21/06/2021,-0.1887247172,0,0,-0.09436235858
2019-01-02 10:15:00,2019-01-02,-0.9920142898,,02/01/2019,22/06/2021,-0.4754619802,0,0,-0.2377309901
2019-01-04 12:15:00,2019-01-04,0.5254693393,,04/01/2019,23/06/2021,-1.402705105,0,0,-0.7013525524
2019-01-04 15:15:00,2019-01-04,-0.171522926,,04/01/2019,24/06/2021,2.133315672,-2.198989972,-3.298484958,-0.5825846429
2019-01-07 10:15:00,2019-01-07,-0.9808700935,,07/01/2019,28/06/2021,-0.6169931157,0,0,-0.3084965579
2019-01-07 10:15:00,2019-01-07,-0.5183174589,,07/01/2019,30/06/2021,-1.490460033,0,0,-0.7452300163
2019-01-07 13:15:00,2019-01-07,-0.4999137148,,07/01/2019,05/07/2021,1.804356801,0,0,0.9021784007
2019-01-08 09:15:00,2019-01-08,1.245006776,,08/01/2019,07/07/2021,0.1520659197,0,0,0.07603295985
2019-01-08 09:15:00,2019-01-08,0.2326273471,,08/01/2019,08/07/2021,0,3.650676095,5.476014143,2.738007071
2019-01-08 09:15:00,2019-01-08,-0.09894196,,08/01/2019,12/07/2021,-0.9821676029,0,0,-0.4910838014
2019-01-08 09:45:00,2019-01-08,-0.2104689405,,08/01/2019,13/07/2021,0.2753847748,0,0,0.1376923874
2019-01-08 12:45:00,2019-01-08,0.7038727536,,08/01/2019,14/07/2021,0.342867585,0,0,0.1714337925
2019-01-08 14:15:00,2019-01-08,0.193446594,,08/01/2019,15/07/2021,0.4645146749,0.3232411001,0.4848616502,0.4746881625
2019-01-09 14:45:00,2019-01-09,-0.1641513951,,09/01/2019,16/07/2021,-0.3077559302,0,0,-0.1538779651
2019-01-10 10:15:00,2019-01-10,-0.3773915162,,10/01/2019,22/07/2021,-1.060732437,2.495752547,3.74362882,1.341448192
2019-01-15 11:15:00,2019-01-15,0.300633339,,15/01/2019,23/07/2021,-1.666018272,0,0,-0.8330091362
2019-01-15 10:45:00,2019-01-15,0.1925725104,,15/01/2019,26/07/2021,-0.8515413422,0,0,-0.4257706711
2019-01-15 11:15:00,2019-01-15,-0.672335429,,15/01/2019,27/07/2021,-0.7767874358,0,0,-0.3883937179
2019-01-15 14:15:00,2019-01-15,-0.081786258,,15/01/2019,29/07/2021,-1.879844534,-1.137470588,-1.706205882,-1.793025208
2019-01-15 15:15:00,2019-01-15,0.3768960569,,15/01/2019,30/07/2021,-0.5738261045,0,0,-0.2869130523
2019-01-16 14:15:00,2019-01-16,-0.5199525686,,16/01/2019,02/08/2021,15.25358202,0,0,7.626791008
2019-01-17 09:15:00,2019-01-17,-0.3090638083,,17/01/2019,03/08/2021,3.378104712,0,0,1.689052356
2019-01-18 09:15:00,2019-01-18,-0.2854956703,,18/01/2019,05/08/2021,0.02285566605,-1.263383366,-1.895075048,-0.9361096912
2019-01-18 13:15:00,2019-01-18,-0.2588805457,,18/01/2019,06/08/2021,-0.4212356927,0,0,-0.2106178463
2019-01-18 13:15:00,2019-01-18,-0.1482584384,,18/01/2019,09/08/2021,-0.7099670516,0,0,-0.3549835258
2019-01-21 09:45:00,2019-01-21,-0.112919499,,21/01/2019,10/08/2021,-0.138293112,0,0,-0.069146556
2019-01-21 13:15:00,2019-01-21,-0.3710571833,,21/01/2019,11/08/2021,-0.652321782,0,0,-0.326160891
2019-01-23 09:15:00,2019-01-23,-0.979237389,,23/01/2019,12/08/2021,2.309435524,-2.181656244,-3.272484367,-0.4815244214
2019-01-23 12:15:00,2019-01-23,-0.5195806005,,23/01/2019,13/08/2021,-0.0295851852,0,0,-0.0147925926
2019-01-23 12:15:00,2019-01-23,-0.3316088309,,23/01/2019,16/08/2021,-0.787705656,0,0,-0.393852828
2019-01-25 10:45:00,2019-01-25,-0.3532480293,,25/01/2019,17/08/2021,-0.8390043592,0,0,-0.4195021796
2019-01-25 12:15:00,2019-01-25,-0.5222944603,,25/01/2019,18/08/2021,-0.6756187716,3.786291141,5.679436712,2.50190897
2019-01-30 12:15:00,2019-01-30,0.9023432302,,30/01/2019,23/08/2021,8.475416487,0,0,4.237708244
2019-01-30 12:15:00,2019-01-30,1.512968494,,30/01/2019,24/08/2021,10.9883083,0,0,5.494154149
2019-01-31 11:15:00,2019-01-31,2.890690492,,31/01/2019,25/08/2021,-0.062955795,0,0,-0.0314778975
2019-01-31 12:15:00,2019-01-31,0.734677768,,31/01/2019,26/08/2021,-0.6712955667,-1.046540342,-1.569810513,-1.12055304
2019-01-31 12:15:00,2019-01-31,2.146808345,,31/01/2019,27/08/2021,4.849233556,0,0,2.424616778
2019-02-01 14:45:00,2019-02-01,-0.5010100267,,01/02/2019,31/08/2021,0.2682254074,0,0,0.1341127037
2019-02-04 11:15:00,2019-02-04,1.320892388,,04/02/2019,02/09/2021,0.4751976138,8.070715828,12.10607374,6.290635678
2019-02-04 14:45:00,2019-02-04,0.560843028,,04/02/2019,03/09/2021,-0.4605375001,0,0,-0.2302687501
2019-02-05 11:15:00,2019-02-05,-0.07705642839,,05/02/2019,06/09/2021,-0.3183461595,0,0,-0.1591730797
2019-02-07 12:45:00,2019-02-07,-0.3141359348,,07/02/2019,08/09/2021,-2.203646717,0,0,-1.101823359
2019-02-15 09:15:00,2019-02-15,-0.5187689856,,15/02/2019,09/09/2021,-0.8494241011,0,0,-0.4247120506
2019-02-19 11:15:00,2019-02-19,-0.6861817884,,19/02/2019,13/09/2021,1.074463687,0,0,0.5372318437
2019-02-19 12:15:00,2019-02-19,-0.5213401674,,19/02/2019,14/09/2021,-1.227395175,0,0,-0.6136975874
