time,open,high,low,close,Shapes,MA
2016-07-22T09:15:00+05:30,27742.77,27764.19,27653.75,27715.55,1,27833.873958333217
2016-07-22T10:15:00+05:30,27715.86,27716.81,27646.21,27705.76,1,27831.568124999885
2016-07-22T11:15:00+05:30,27705.69,27790.11,27684.9,27783.3,1,27831.557499999883
2016-07-22T12:15:00+05:30,27784.77,27813.8,27727.7,27804.03,1,27831.05166666655
2016-07-22T13:15:00+05:30,27804.17,27806.88,27695.64,27797.18,1,27830.557708333214
2016-07-22T14:15:00+05:30,27798.13,27823.15,27776.82,27789.51,1,27830.40249999988
2016-07-22T15:15:00+05:30,27789.57,27832.45,27780.46,27809.35,1,27830.666041666544
2016-07-25T09:15:00+05:30,27775.57,27810.58,27736.51,27790.91,1,27830.802708333213
2016-07-25T10:15:00+05:30,27790.64,27883.31,27777.9,27882.02,1,27831.081874999883
2016-07-25T11:15:00+05:30,27882.79,27961.16,27879.58,27941.88,1,27832.582708333215
2016-07-25T12:15:00+05:30,27940.99,27994.03,27925.96,27989.31,1,27834.624999999884
2016-07-25T13:15:00+05:30,27990.51,28086.87,27988.97,28059.63,1,27836.850833333217
2016-07-25T14:15:00+05:30,28058.72,28110.37,28045.07,28097.95,1,27840.077291666556
2016-07-25T15:15:00+05:30,28099.7,28108.66,28068.62,28071.26,1,27844.619791666555
2016-07-26T09:15:00+05:30,28125.88,28141.49,28063.95,28090.71,1,27850.729999999883
2016-07-26T10:15:00+05:30,28090.94,28131.43,28058.31,28131.25,1,27858.11083333322
2016-07-26T11:15:00+05:30,28131.06,28136.3,28096.37,28128.03,1,27863.098958333216
2016-07-26T12:15:00+05:30,28128.39,28133.77,28082.39,28087.54,1,27867.58041666655
2016-07-26T13:15:00+05:30,28088.46,28127.42,28076.32,28115.03,1,27873.25333333322
2016-07-26T14:15:00+05:30,28114.72,28149.53,27941.48,27949.92,1,27875.674583333213
2016-07-26T15:15:00+05:30,27950.67,27963.94,27927.13,27951.49,1,27875.245624999883
2016-07-27T09:15:00+05:30,27993.26,28210.88,27973.37,28197.73,1,27879.29437499988
2016-07-27T10:15:00+05:30,28198.11,28199.3,28095.61,28117.33,1,27882.002499999882
2016-07-27T11:15:00+05:30,28116.37,28116.48,27912.01,27912.37,1,27881.220833333213
2016-07-27T12:15:00+05:30,27912.61,28018.87,27899.93,27939.61,1,27881.986874999882
2016-07-27T13:15:00+05:30,27939.22,27981.69,27923.85,27936.27,1,27885.75020833321
2016-07-27T14:15:00+05:30,27938.74,28052.48,27917.43,28044.07,1,27892.885416666544
2016-07-27T15:15:00+05:30,28045.94,28049.19,27996.21,27997.5,1,27897.84645833321
2016-07-28T09:15:00+05:30,28077.38,28144.32,28064.9,28113.6,1,27905.26166666654
2016-07-28T10:15:00+05:30,28113.72,28143.36,28100.6,28133.36,1,27913.84708333321
2016-07-28T11:15:00+05:30,28132.62,28139.8,28112.51,28135.17,1,27922.51562499988
2016-07-28T12:15:00+05:30,28135.31,28149.72,28090.7,28133.78,1,27932.04187499988
2016-07-28T13:15:00+05:30,28133.11,28151.99,28087.93,28117.43,1,27938.28520833321
2016-07-28T14:15:00+05:30,28116.61,28236.35,28070.73,28226.84,1,27946.923749999874
2016-07-28T15:15:00+05:30,28226.41,28240.2,28185.94,28196.24,1,27953.631874999875
2016-07-29T09:15:00+05:30,28233.47,28233.47,28076.48,28097.78,1,27958.59187499988
2016-07-29T10:15:00+05:30,28098.33,28168,28095.21,28135.16,1,27963.681249999878
2016-07-29T11:15:00+05:30,28134.24,28172.48,28089.68,28119.66,1,27969.19083333321
2016-07-29T12:15:00+05:30,28120.02,28131.32,28092.26,28127.38,1,27974.47333333321
2016-07-29T13:15:00+05:30,28127.7,28137.47,28066.66,28081.99,1,27977.96708333321
2016-07-29T14:15:00+05:30,28082.51,28107.08,28037.87,28052.49,1,27980.67249999988
2016-07-29T15:15:00+05:30,28051.56,28081.64,28044.41,28067.9,1,27984.803541666548
2016-08-01T09:15:00+05:30,28083.98,28265.27,28077.42,28240.91,1,27991.993749999878
2016-08-01T10:15:00+05:30,28241.39,28284.85,28216.65,28220.04,1,28000.07020833321
2016-08-01T11:15:00+05:30,28220,28232.68,28061.2,28100.02,1,28007.031041666545
2016-08-01T12:15:00+05:30,28100.78,28103.17,27920.25,27940.75,1,28010.27020833321
2016-08-01T13:15:00+05:30,27940.79,28047.01,27873.53,28019.86,1,28016.559374999877
2016-08-01T14:15:00+05:30,28020.8,28028.47,27963.59,28007.39,1,28023.004999999874
2016-08-01T15:15:00+05:30,28008.75,28042.69,27982.76,28033.25,1,28029.62374999987
2016-08-02T09:15:00+05:30,28070.06,28175.22,28000.94,28094.74,1,28037.727499999877
2016-08-02T10:15:00+05:30,28095.52,28150.92,28071.45,28150.92,1,28045.386249999876
2016-08-02T11:15:00+05:30,28150.81,28167.6,28063.25,28073.46,1,28050.99937499988
2016-08-02T12:15:00+05:30,28073.78,28084.99,28011.92,28046.15,1,28056.18624999988
2016-08-02T13:15:00+05:30,28046.03,28063.47,27945.22,27945.22,1,28059.430208333204
2016-08-02T14:15:00+05:30,27945.02,28029.25,27943.91,27978.88,1,28062.962083333205
2016-08-02T15:15:00+05:30,27979.58,28018.73,27974.72,27997.1,1,28067.25770833321
2016-08-03T09:15:00+05:30,28015.43,28015.43,27760.28,27880.69,1,28067.229999999876
2016-08-03T10:15:00+05:30,27881.94,27887.08,27770.98,27776.01,0,28063.774374999874
2016-08-03T11:15:00+05:30,27776.52,27788.55,27704.42,27778.03,0,28059.372708333205
2016-08-03T12:15:00+05:30,27778.59,27788.93,27700.08,27700.37,0,28051.88812499987
2016-08-03T13:15:00+05:30,27699.84,27818.86,27690.06,27777.74,0,28045.21708333321
2016-08-03T14:15:00+05:30,27777.34,27816.96,27683,27686.15,0,28037.193958333213
2016-08-03T15:15:00+05:30,27686,27690.07,27647.14,27679.97,0,28028.63687499988
2016-08-04T09:15:00+05:30,27921.91,27921.91,27633.11,27767.45,0,28021.057708333214
2016-08-04T10:15:00+05:30,27768.33,27798.28,27736.5,27776.28,0,28013.729583333214
2016-08-04T11:15:00+05:30,27775.1,27790.69,27728.82,27744.31,0,28006.578958333208
2016-08-04T12:15:00+05:30,27744.51,27761.71,27690.39,27698.81,0,27997.907708333212
2016-08-04T13:15:00+05:30,27698.49,27713.23,27636.16,27642.42,0,27991.501458333212
2016-08-04T14:15:00+05:30,27643.03,27708.22,27627.97,27694.6,0,27986.149583333216
2016-08-04T15:15:00+05:30,27695.18,27760.09,27695.18,27752.06,1,27976.864791666547
2016-08-05T09:15:00+05:30,27795.74,27976.51,27795.74,27963.57,1,27973.661458333212
2016-08-05T10:15:00+05:30,27964.2,28034.93,27957.77,28004.25,1,27975.57562499988
2016-08-05T11:15:00+05:30,28004.14,28031.32,27985.99,28007.81,1,27976.996458333215
2016-08-05T12:15:00+05:30,28007.62,28019.51,27929.45,27952.44,1,27977.333333333212
2016-08-05T13:15:00+05:30,27952.36,27974.23,27925.15,27927.71,1,27974.909166666544
2016-08-05T14:15:00+05:30,27927.08,28110.37,27895.87,28093.1,1,27976.900833333213
2016-08-05T15:15:00+05:30,28094.96,28107.16,28065.9,28075.15,1,27976.099791666547
2016-08-08T09:15:00+05:30,28196.81,28226.38,28154.49,28176.48,1,27976.99812499988
2016-08-08T10:15:00+05:30,28176.49,28199.33,28141.76,28172.6,1,27977.777916666542
2016-08-08T11:15:00+05:30,28173.88,28179.01,28134.99,28152.98,1,27978.17791666654
2016-08-08T12:15:00+05:30,28152.95,28183.22,28146.99,28170.18,1,27979.27687499987
2016-08-08T13:15:00+05:30,28170.41,28197.49,28131.64,28167.97,1,27978.050416666538
2016-08-08T14:15:00+05:30,28167.82,28208.17,28146.51,28191.4,1,27977.949583333204
2016-08-08T15:15:00+05:30,28190.02,28191.39,28128.06,28139.06,1,27978.8095833332
2016-08-09T09:15:00+05:30,28289.96,28289.96,28116.03,28137.72,1,27978.862916666534
2016-08-09T10:15:00+05:30,28137.64,28154.14,28056.56,28117.18,0,27978.811249999868
2016-08-09T11:15:00+05:30,28117.52,28172.56,28003.48,28027.42,0,27976.728749999867
2016-08-09T12:15:00+05:30,28027.83,28033.21,27969.28,27970.43,0,27974.404583333202
2016-08-09T13:15:00+05:30,27969.06,28080.13,27956.77,28068.02,1,27974.728124999867
2016-08-09T14:15:00+05:30,28068.04,28099.83,28049.08,28059.02,1,27974.54312499987
2016-08-09T15:15:00+05:30,28059.98,28098.66,28055.03,28062.44,0,27970.824999999877
2016-08-10T09:15:00+05:30,28143.28,28143.28,27905.42,27908.44,0,27964.33333333321
2016-08-10T10:15:00+05:30,27907.3,27937.7,27846.57,27885.8,0,27959.87041666654
2016-08-10T11:15:00+05:30,27885.9,27901,27816.65,27869.2,0,27958.379791666546
2016-08-10T12:15:00+05:30,27869.06,27884.75,27834.65,27858.09,0,27955.009583333213
2016-08-10T13:15:00+05:30,27858.29,27859.92,27780.99,27794.07,0,27950.565416666548
2016-08-10T14:15:00+05:30,27794.15,27842.82,27765.83,27770.49,0,27945.091249999878
2016-08-10T15:15:00+05:30,27769.79,27772.73,27736.62,27742.33,0,27937.74937499988
2016-08-11T09:15:00+05:30,27811.35,27828.42,27697.33,27776.26,0,27929.943958333213
2016-08-11T10:15:00+05:30,27776.02,27855.11,27764.97,27839.36,0,27925.066874999884
2016-08-11T11:15:00+05:30,27839.26,27902.39,27830.02,27871.02,0,27921.418333333215
2016-08-11T12:15:00+05:30,27871.27,27872.59,27755.42,27788.66,0,27918.156666666546
2016-08-11T13:15:00+05:30,27788.88,27798.74,27719.32,27743.69,0,27913.25687499988
2016-08-11T14:15:00+05:30,27743.03,27879.65,27733.72,27847.24,0,27910.134791666544
2016-08-11T15:15:00+05:30,27850.46,27879.31,27847.85,27873.28,0,27909.980416666545
2016-08-12T09:15:00+05:30,27923.29,28148.56,27900.91,28137.25,1,27917.50624999988
2016-08-12T10:15:00+05:30,28137.08,28150.76,28117.59,28136.5,1,27924.974374999878
2016-08-12T11:15:00+05:30,28136.52,28144.62,28041.97,28118.26,0,27933.68041666655
2016-08-12T12:15:00+05:30,28117.78,28159.9,28066.77,28152.45,1,27941.486874999882
2016-08-12T13:15:00+05:30,28152.01,28161.43,28113.38,28144.59,1,27951.037708333217
2016-08-12T14:15:00+05:30,28144.67,28203.27,28096.04,28152.91,1,27960.890624999884
2016-08-12T15:15:00+05:30,28152.66,28162.64,28103.2,28109.36,0,27968.013749999885
2016-08-16T09:15:00+05:30,28160.59,28196.16,28090.85,28191.16,0,27976.657083333223
2016-08-16T10:15:00+05:30,28191.66,28199.1,28092.13,28130.15,1,27984.695416666556
2016-08-16T11:15:00+05:30,28130.28,28136.2,27942.65,27970.23,1,27990.34999999989
2016-08-16T12:15:00+05:30,27968.53,28030.64,27963.73,28012.04,0,27998.050416666552
2016-08-16T13:15:00+05:30,28012.09,28015.74,27953.07,27984.24,0,28004.084583333224
2016-08-16T14:15:00+05:30,27985.02,28105.69,27976.37,28082.11,1,28010.96062499989
2016-08-16T15:15:00+05:30,28082.1,28100.37,28056.4,28057.97,0,28012.92729166656
2016-08-17T09:15:00+05:30,28052.72,28136.1,28024.36,28085.38,0,28014.61749999989
2016-08-17T10:15:00+05:30,28085.77,28133.21,28068.62,28132.57,1,28017.216666666558
2016-08-17T11:15:00+05:30,28132.53,28134.03,28072.6,28126.15,1,28020.83562499989
2016-08-17T12:15:00+05:30,28127.07,28174.3,28047.26,28062.59,1,28023.64562499989
2016-08-17T13:15:00+05:30,28062.43,28066.48,27960.14,28004.57,1,28021.80124999989
2016-08-17T14:15:00+05:30,28004.77,28030.82,27962.58,28002.47,1,28020.287083333224
2016-08-17T15:15:00+05:30,28002.78,28012.96,27989.28,27996.63,1,28016.540208333226
2016-08-18T09:15:00+05:30,28077,28170.83,28077,28108.89,1,28015.212916666555
2016-08-18T10:15:00+05:30,28109.07,28214.17,28107.59,28166.82,1,28015.50124999989
2016-08-18T11:15:00+05:30,28167.21,28172.28,28123.35,28139.28,1,28014.857499999893
2016-08-18T12:15:00+05:30,28140.05,28166.94,28138.08,28154.15,1,28014.569583333225
2016-08-18T13:15:00+05:30,28154.03,28183.98,28098.78,28126.45,1,28013.21645833322
2016-08-18T14:15:00+05:30,28125.92,28146.08,28097.1,28115.76,1,28012.731041666557
2016-08-18T15:15:00+05:30,28116.16,28130.03,28096.61,28106.17,1,28012.07374999989
2016-08-19T09:15:00+05:30,28170.38,28212.3,28093.05,28113.82,1,28012.00374999989
2016-08-19T10:15:00+05:30,28113.54,28131.15,28092.06,28097.79,1,28013.469791666557
2016-08-19T11:15:00+05:30,28097.57,28146.25,28089.55,28131.02,1,28016.81541666656
2016-08-19T12:15:00+05:30,28131.9,28132.37,28026.12,28054.22,1,28016.527916666553
2016-08-19T13:15:00+05:30,28054.64,28080.2,28041.11,28076.79,1,28016.898124999887
2016-08-19T14:15:00+05:30,28076.78,28098.24,28046.36,28079.04,1,28017.243958333216
2016-08-19T15:15:00+05:30,28077.84,28086.25,28065.48,28082.78,1,28020.87604166655
2016-08-22T09:15:00+05:30,28083.93,28143.28,27987.51,28023.35,1,28023.74166666655
2016-08-22T10:15:00+05:30,28023.8,28026.26,27923.79,27965.15,0,28025.740624999886
2016-08-22T11:15:00+05:30,27964.75,27979.48,27918.05,27935.55,0,28027.354374999883
2016-08-22T12:15:00+05:30,27934.46,27987.13,27930.94,27965.28,1,28030.921249999883
2016-08-22T13:15:00+05:30,27964.53,28024.62,27957.82,28024.05,0,28036.203749999884
2016-08-22T14:15:00+05:30,28023.77,28043.96,27954.45,27981.51,0,28041.18666666655
2016-08-22T15:15:00+05:30,27981.26,27995.01,27969.58,27980.56,0,28045.44291666655
2016-08-23T09:15:00+05:30,28027.75,28028.98,27928.63,27980.46,0,28048.38249999988
2016-08-23T10:15:00+05:30,27979.35,27995.96,27932.58,27956.99,0,28050.173541666547
2016-08-23T11:15:00+05:30,27955.52,27965.66,27946.79,27958.61,0,28053.714166666545
2016-08-23T12:15:00+05:30,27958.75,27992.92,27931.13,27941.59,0,28057.837083333216
2016-08-23T13:15:00+05:30,27941.69,27941.69,27854.43,27877.46,0,28058.466666666543
2016-08-23T14:15:00+05:30,27876.48,27995.97,27876.35,27988.27,0,28060.862291666548
2016-08-23T15:15:00+05:30,27985.17,28017.24,27980.51,28008.5,0,28058.17999999988
2016-08-24T09:15:00+05:30,28063.44,28108.39,28003.51,28031.02,0,28055.98249999988
2016-08-24T10:15:00+05:30,28030.63,28040.63,28010.48,28029.83,1,28054.14020833321
2016-08-24T11:15:00+05:30,28028.91,28045.41,28009.88,28009.88,1,28051.16999999988
2016-08-24T12:15:00+05:30,28008.75,28039.55,27959.87,28024.65,0,28048.67124999988
2016-08-24T13:15:00+05:30,28025.51,28026.26,27969.57,27994.15,0,28045.363749999877
2016-08-24T14:15:00+05:30,27994.35,28086.24,27993.76,28059.93,0,28044.333958333213
2016-08-24T15:15:00+05:30,28059.08,28065.1,28038.63,28051.67,1,28041.42791666654
2016-08-25T09:15:00+05:30,28099.91,28154.21,28097.77,28141.42,1,28041.66270833321
2016-08-25T10:15:00+05:30,28141,28144.39,28105.02,28133.25,1,28045.058958333204
2016-08-25T11:15:00+05:30,28132.32,28132.95,28097.68,28106.25,1,28047.02166666654
2016-08-25T12:15:00+05:30,28104.55,28112.89,28048.56,28054.53,1,28048.486041666543
2016-08-25T13:15:00+05:30,28055.31,28072.28,27958,27972.49,1,28046.20229166654
2016-08-25T14:15:00+05:30,27971.4,27973.6,27815.38,27826.64,1,28041.382916666542
2016-08-25T15:15:00+05:30,27825.41,27848.78,27803.24,27833.13,1,28036.127708333206
2016-08-26T09:15:00+05:30,27880.48,27935.88,27794.46,27830.75,0,28029.839791666538
2016-08-26T10:15:00+05:30,27831.72,27853.69,27793.22,27813.08,0,28023.317499999874
2016-08-26T11:15:00+05:30,27813.17,27841.01,27767.06,27779.9,0,28017.428124999875
2016-08-26T12:15:00+05:30,27779.81,27795.06,27745.5,27761.59,1,28012.36604166654
2016-08-26T13:15:00+05:30,27760.01,27805.92,27722.25,27739.28,0,28006.882916666542
2016-08-26T14:15:00+05:30,27739.08,27800.79,27696.99,27783.26,0,28002.437708333207
2016-08-26T15:15:00+05:30,27783.8,27826.21,27771.02,27790.9,0,27995.812916666542
2016-08-29T09:15:00+05:30,27821.19,27821.26,27698.71,27740.93,0,27986.94020833321
2016-08-29T10:15:00+05:30,27741.45,27800.56,27735.95,27772.66,0,27979.30229166654
2016-08-29T11:15:00+05:30,27772.65,27810.83,27769.73,27790.63,0,27971.728958333206
2016-08-29T12:15:00+05:30,27790.37,27805.8,27764.7,27783.4,0,27964.58208333321
2016-08-29T13:15:00+05:30,27783.67,27834.29,27744.51,27830.12,0,27958.63124999988
2016-08-29T14:15:00+05:30,27829.16,27941.48,27829.16,27912.67,0,27954.59999999988
2016-08-29T15:15:00+05:30,27911.89,27952.85,27868.39,27921.13,0,27950.58562499988
2016-08-30T09:15:00+05:30,28015.14,28121.4,28010.66,28114.76,0,27950.939166666547
2016-08-30T10:15:00+05:30,28114.67,28138.24,28095.03,28104.43,1,27950.385208333217
2016-08-30T11:15:00+05:30,28105.25,28135.69,28086.17,28128.13,1,27951.924999999883
2016-08-30T12:15:00+05:30,28128,28219.35,28128,28215.72,1,27954.81937499988
2016-08-30T13:15:00+05:30,28216.62,28239.94,28197.96,28233.93,1,27958.04624999988
2016-08-30T14:15:00+05:30,28233.86,28356.66,28232.08,28330.93,1,27963.216041666543
2016-08-30T15:15:00+05:30,28330.94,28478.02,28182.62,28350.32,1,27970.027916666546
2016-08-31T09:15:00+05:30,28369.23,28490.21,28363.1,28457.26,1,27980.28020833321
2016-08-31T10:15:00+05:30,28456.17,28457.66,28400.72,28435.38,1,27990.69333333321
2016-08-31T11:15:00+05:30,28439.08,28445.36,28391.48,28391.48,1,27999.57249999988
2016-08-31T12:15:00+05:30,28391.91,28450.87,28372.35,28443.26,1,28008.306041666543
2016-08-31T13:15:00+05:30,28444.76,28532.25,28444.76,28451.46,1,28018.096666666548
2016-08-31T14:15:00+05:30,28451.33,28525.97,28428,28432.39,1,28027.509791666544
2016-08-31T15:15:00+05:30,28432.35,28466.34,28411.8,28435.44,1,28036.988541666546
2016-09-01T09:15:00+05:30,28487.38,28542.72,28416.54,28448.91,1,28047.236874999875
2016-09-01T10:15:00+05:30,28449.77,28507.29,28446.68,28505.21,1,28058.62437499988
2016-09-01T11:15:00+05:30,28505.13,28505.13,28414.4,28449.29,1,28069.20145833321
2016-09-01T12:15:00+05:30,28448.13,28497.13,28424.19,28481.22,1,28081.779791666544
2016-09-01T13:15:00+05:30,28481.8,28543.69,28467.61,28533.68,1,28093.142499999874
2016-09-01T14:15:00+05:30,28533.25,28548.85,28386.61,28406.56,1,28101.435416666547
2016-09-01T15:15:00+05:30,28406.88,28454.02,28403.62,28441.93,1,28109.996041666545
2016-09-02T09:15:00+05:30,28507.54,28525.87,28428.35,28472.8,1,28119.22458333321
2016-09-02T10:15:00+05:30,28473.05,28491.54,28457.18,28477.23,1,28128.961041666542
2016-09-02T11:15:00+05:30,28476.94,28505.97,28465.44,28469,1,28138.21833333321
2016-09-02T12:15:00+05:30,28468.31,28490.23,28427.63,28448.79,1,28147.689999999875
2016-09-02T13:15:00+05:30,28448.94,28539.97,28439.07,28517.07,1,28157.21374999988
2016-09-02T14:15:00+05:30,28518.15,28581.58,28515.94,28535.08,1,28167.284791666545
2016-09-02T15:15:00+05:30,28532.98,28538.01,28516.13,28522.31,1,28175.219999999874
2016-09-06T09:15:00+05:30,28669.83,28827.57,28669.83,28800.93,1,28189.129999999874
2016-09-06T10:15:00+05:30,28801.02,28837.88,28799.93,28812.83,1,28203.85041666654
2016-09-06T11:15:00+05:30,28812.66,28833.73,28798.35,28832.38,1,28220.055624999877
2016-09-06T12:15:00+05:30,28834.33,28866.08,28821.73,28855.01,1,28238.44145833321
2016-09-06T13:15:00+05:30,28855.33,28858.53,28816.1,28852.57,1,28259.814999999875
2016-09-06T14:15:00+05:30,28852.92,28989.39,28820.91,28985.8,1,28283.828958333208
2016-09-06T15:15:00+05:30,28988.4,29013.4,28977.18,28998.22,1,28308.151249999875
2016-09-07T09:15:00+05:30,29055.9,29067.84,28928.1,28943.99,1,28331.711874999874
2016-09-07T10:15:00+05:30,28944.96,29019.84,28933.51,28993.32,1,28356.991458333203
2016-09-07T11:15:00+05:30,28993.25,29033.48,28986.67,29021.01,1,28383.229374999868
2016-09-07T12:15:00+05:30,29020.21,29026.52,28951.51,28991.24,1,28409.31187499987
2016-09-07T13:15:00+05:30,28991.77,29049.5,28978.98,29007.16,1,28434.80979166654
2016-09-07T14:15:00+05:30,29005.59,29014.96,28914.16,28952.12,1,28459.00187499987
2016-09-07T15:15:00+05:30,28952.32,28952.41,28911.31,28941.75,1,28484.018958333207
2016-09-08T09:15:00+05:30,28934.21,28953.63,28854.56,28912.16,1,28507.75854166654
2016-09-08T10:15:00+05:30,28911.75,28988.51,28901.37,28964.95,1,28532.22354166654
2016-09-08T11:15:00+05:30,28965.04,29005.06,28943.12,28982.49,1,28557.204583333205
2016-09-08T12:15:00+05:30,28981.94,29018.75,28925.77,28994.96,1,28581.472083333207
2016-09-08T13:15:00+05:30,28994.68,29007.5,28961.36,28984.12,1,28603.793958333208
2016-09-08T14:15:00+05:30,28983.86,29077.28,28971.99,29045.15,1,28627.21104166654
2016-09-08T15:15:00+05:30,29042.83,29059.08,29022.76,29050.85,1,28646.71291666654
2016-09-09T09:15:00+05:30,29035.08,29038.51,28826.82,28830.5,1,28661.83937499987
