time,open,high,low,close
2018-01-01T09:15:00+05:30,25566.45,25588,25496.55,25551.5
2018-01-01T09:45:00+05:30,25551.7,25574.25,25537.15,25561.5
2018-01-01T10:15:00+05:30,25563.65,25573.25,25541.4,25554.05
2018-01-01T10:45:00+05:30,25556.3,25562.65,25545.05,25552.65
2018-01-01T11:15:00+05:30,25555,25566.3,25547.85,25551.8
2018-01-01T11:45:00+05:30,25551.65,25556.35,25515.3,25524.6
2018-01-01T12:15:00+05:30,25523.9,25528.95,25508.7,25519.55
2018-01-01T12:45:00+05:30,25517,25521.85,25504.85,25508.4
2018-01-01T13:15:00+05:30,25507.2,25528.8,25495,25510.7
2018-01-01T13:45:00+05:30,25509.75,25534,25501.3,25531.85
2018-01-01T14:15:00+05:30,25532.35,25557.65,25522.2,25536.95
2018-01-01T14:45:00+05:30,25536.8,25540.9,25292.7,25326.05
2018-01-01T15:15:00+05:30,25324.65,25329.8,25271.55,25271.55
2018-01-02T09:15:00+05:30,25387,25425.5,25281.9,25325.3
2018-01-02T09:45:00+05:30,25328.85,25360.25,25232.8,25285.3
2018-01-02T10:15:00+05:30,25287.6,25345.75,25274.4,25315.05
2018-01-02T10:45:00+05:30,25314.5,25336.3,25284.55,25312.4
2018-01-02T11:15:00+05:30,25312.8,25317.05,25290.7,25311.05
2018-01-02T11:45:00+05:30,25313.45,25335.9,25289.8,25309.15
2018-01-02T12:15:00+05:30,25309.5,25346.75,25308.35,25333.5
2018-01-02T12:45:00+05:30,25333.1,25333.1,25289.8,25310.55
2018-01-02T13:15:00+05:30,25311.1,25336.8,25299.9,25324.05
2018-01-02T13:45:00+05:30,25323.25,25334.6,25269.45,25283.35
2018-01-02T14:15:00+05:30,25283.95,25299.25,25243.2,25288.95
2018-01-02T14:45:00+05:30,25289.1,25377.4,25285.75,25349.1
2018-01-02T15:15:00+05:30,25346.55,25352.8,25314.25,25319.5
2018-01-03T09:15:00+05:30,25433.15,25454.9,25382.25,25387.4
2018-01-03T09:45:00+05:30,25387.5,25441.4,25384.9,25429.6
2018-01-03T10:15:00+05:30,25430.05,25436.45,25394.6,25413.2
2018-01-03T10:45:00+05:30,25412.25,25425.85,25398.55,25408.65
2018-01-03T11:15:00+05:30,25408.45,25424.85,25397.55,25404.8
2018-01-03T11:45:00+05:30,25404.3,25418.65,25392.7,25399.65
2018-01-03T12:15:00+05:30,25400.35,25416.5,25354.3,25368.25
2018-01-03T12:45:00+05:30,25368.4,25383.7,25350.05,25378.65
2018-01-03T13:15:00+05:30,25376.9,25407.8,25356.05,25357.8
2018-01-03T13:45:00+05:30,25356.95,25394.6,25354,25362.5
2018-01-03T14:15:00+05:30,25363,25377.3,25308.35,25310.3
2018-01-03T14:45:00+05:30,25313.35,25359.8,25300.9,25311.75
2018-01-03T15:15:00+05:30,25313.7,25329,25302.35,25326.15
2018-01-04T09:15:00+05:30,25356.1,25377.3,25322.15,25346.95
2018-01-04T09:45:00+05:30,25348.65,25361.6,25323.4,25325.95
2018-01-04T10:15:00+05:30,25326.45,25341.75,25310.3,25326.45
2018-01-04T10:45:00+05:30,25326.3,25422.85,25325.4,25400.45
2018-01-04T11:15:00+05:30,25400.15,25423.95,25378.4,25411.3
2018-01-04T11:45:00+05:30,25411.4,25434.3,25391.05,25426.5
2018-01-04T12:15:00+05:30,25427.25,25437.2,25414.1,25425.05
2018-01-04T12:45:00+05:30,25424.5,25430.85,25403.85,25428.6
2018-01-04T13:15:00+05:30,25429.85,25475.95,25418,25451.1
2018-01-04T13:45:00+05:30,25449.8,25472.2,25393.65,25422.95
2018-01-04T14:15:00+05:30,25424.1,25448.85,25407.25,25422.65
2018-01-04T14:45:00+05:30,25427.45,25472.45,25424.7,25466.65
2018-01-04T15:15:00+05:30,25467.15,25490.35,25444.3,25478.4
2018-01-05T09:15:00+05:30,25510.2,25574,25499.55,25554.95
2018-01-05T09:45:00+05:30,25551.8,25575.25,25545.85,25565.05
2018-01-05T10:15:00+05:30,25564.85,25572,25529.5,25566.85
2018-01-05T10:45:00+05:30,25567.75,25573.35,25554.3,25563.9
2018-01-05T11:15:00+05:30,25563.55,25569.9,25531.55,25545.1
2018-01-05T11:45:00+05:30,25545.15,25552.65,25508.4,25535.85
2018-01-05T12:15:00+05:30,25534,25570.8,25522.45,25566.7
2018-01-05T12:45:00+05:30,25565.65,25568.25,25531.4,25557.55
2018-01-05T13:15:00+05:30,25559.6,25591.4,25550.8,25574.2
2018-01-05T13:45:00+05:30,25574.05,25585.45,25551.95,25563.5
2018-01-05T14:15:00+05:30,25561.6,25582.95,25551.6,25556.5
2018-01-05T14:45:00+05:30,25556.4,25608.4,25546.1,25594.85
2018-01-05T15:15:00+05:30,25596.4,25643.35,25589.75,25619.9
2018-01-08T09:15:00+05:30,25690.65,25757.85,25686.3,25749.5
2018-01-08T09:45:00+05:30,25749.4,25771.5,25727.85,25728.05
2018-01-08T10:15:00+05:30,25728.5,25749.85,25723.65,25735.85
2018-01-08T10:45:00+05:30,25734.35,25743.95,25717.85,25722.3
2018-01-08T11:15:00+05:30,25722.05,25741.5,25710,25734.5
2018-01-08T11:45:00+05:30,25734.05,25735.5,25698.8,25706.8
2018-01-08T12:15:00+05:30,25709,25726.55,25700.15,25723.15
2018-01-08T12:45:00+05:30,25723.05,25727.45,25691.2,25702.5
2018-01-08T13:15:00+05:30,25703.4,25715.85,25670.35,25713.45
2018-01-08T13:45:00+05:30,25713.55,25724.7,25679.3,25683.05
2018-01-08T14:15:00+05:30,25683.25,25704.1,25658.85,25698.3
2018-01-08T14:45:00+05:30,25699.35,25708.35,25669.8,25675.35
2018-01-08T15:15:00+05:30,25674.95,25688.85,25643.8,25670
2018-01-09T09:15:00+05:30,25737.45,25803.8,25617.25,25657.2
2018-01-09T09:45:00+05:30,25657,25681.75,25639.3,25680.15
2018-01-09T10:15:00+05:30,25679.3,25692.15,25667,25675.3
2018-01-09T10:45:00+05:30,25674.9,25706.45,25666.75,25697.2
2018-01-09T11:15:00+05:30,25698.1,25711.55,25682.95,25696.55
2018-01-09T11:45:00+05:30,25695.65,25699.9,25659.9,25665.8
2018-01-09T12:15:00+05:30,25664.5,25675.85,25642.1,25665.75
2018-01-09T12:45:00+05:30,25665.35,25671.65,25649.4,25652.45
2018-01-09T13:15:00+05:30,25653.6,25689.55,25629.85,25674.95
2018-01-09T13:45:00+05:30,25675.05,25731.7,25667.8,25713.1
2018-01-09T14:15:00+05:30,25717,25728.8,25686.6,25717.2
2018-01-09T14:45:00+05:30,25716.85,25730,25684.15,25698.2
