datetime,open,high,low,close,volume
2017-01-02T00:00:00.000000,20802.48,20836.68,20367.81,20503.18,0
2017-01-03T00:00:00.000000,20507.95,20696.91,20357.56,20615.91,0
2017-01-04T00:00:00.000000,20619.17,20692.45,20422.52,20446.24,0
2017-01-05T00:00:00.000000,20520.47,20784.42,20520.47,20722.41,0
2017-01-06T00:00:00.000000,20890.02,20982.06,20778.87,20900.86,0
2017-01-09T00:00:00.000000,20938.65,21029.77,20891.98,20922.08,0
2017-01-10T00:00:00.000000,21031.14,21089.86,20890.0,21036.44,0
2017-01-11T00:00:00.000000,21153.03,21631.96,21153.03,21542.16,0
2017-01-12T00:00:00.000000,21616.23,21717.22,21539.74,21587.33,0
2017-01-13T00:00:00.000000,21606.77,21700.74,21499.15,21657.0,0
2017-01-16T00:00:00.000000,21643.52,21921.75,21602.22,21868.43,0
2017-01-17T00:00:00.000000,21897.89,22002.35,21753.15,21854.64,0
2017-01-18T00:00:00.000000,21875.59,22089.1,21858.77,21970.97,0
2017-01-19T00:00:00.000000,21948.98,22006.85,21832.91,21928.18,0
2017-01-20T00:00:00.000000,21763.88,21857.56,21510.59,21540.08,0
2017-01-23T00:00:00.000000,21496.33,21621.96,21414.11,21540.55,0
2017-01-24T00:00:00.000000,21621.14,21759.95,21617.1,21726.58,0
2017-01-25T00:00:00.000000,21875.56,22275.0,21832.59,22232.01,0
2017-01-27T00:00:00.000000,22342.02,22658.21,22321.69,22566.24,0
2017-01-30T00:00:00.000000,22550.74,22641.52,22367.67,22394.75,0
2017-01-31T00:00:00.000000,22368.94,22453.39,22219.76,22311.97,0
2017-02-01T00:00:00.000000,22307.62,22940.59,22272.87,22927.39,0
2017-02-02T00:00:00.000000,23017.71,23100.68,22820.38,23000.78,0
2017-02-03T00:00:00.000000,23042.74,23172.21,22929.88,23137.98,0
2017-02-06T00:00:00.000000,23276.14,23478.27,23275.9,23354.41,0
2017-02-07T00:00:00.000000,23344.51,23433.58,23257.31,23314.32,0
2017-02-08T00:00:00.000000,23309.12,23344.21,23000.55,23227.9,0
2017-02-09T00:00:00.000000,23287.64,23400.19,22929.25,23118.37,0
2017-02-10T00:00:00.000000,23187.96,23299.2,23132.38,23174.51,0
2017-02-13T00:00:00.000000,23292.41,23293.93,23061.28,23206.86,0
2017-02-14T00:00:00.000000,23252.4,23267.13,23104.08,23226.47,0
2017-02-15T00:00:00.000000,23240.86,23336.22,23030.49,23073.02,0
2017-02-16T00:00:00.000000,23175.64,23218.8,22975.64,23162.78,0
2017-02-17T00:00:00.000000,23690.72,23923.29,23349.24,23442.01,0
2017-02-20T00:00:00.000000,23455.55,23556.26,23396.35,23523.4,0
2017-02-22T00:00:00.000000,23781.19,23905.26,23749.61,23807.52,0
2017-02-23T00:00:00.000000,23795.04,23975.17,23753.96,23825.17,0
2017-02-27T00:00:00.000000,23812.84,23831.61,23478.82,23493.8,0
2017-02-28T00:00:00.000000,23509.46,23579.62,23436.38,23482.44,0
2017-03-01T00:00:00.000000,23578.78,23779.76,23578.78,23706.75,0
2017-03-02T00:00:00.000000,23830.54,23866.68,23397.06,23437.49,0
2017-03-03T00:00:00.000000,23447.0,23486.47,23294.39,23375.83,0
2017-03-06T00:00:00.000000,23413.6,23646.29,23403.42,23580.76,0
2017-03-07T00:00:00.000000,23623.4,23629.47,23483.13,23532.23,0
2017-03-08T00:00:00.000000,23520.18,23627.43,23412.75,23570.21,0
2017-03-09T00:00:00.000000,23563.45,23696.65,23511.73,23627.63,0
2017-03-10T00:00:00.000000,23754.66,23816.46,23535.3,23625.66,0
2017-03-14T00:00:00.000000,24147.74,24293.87,24048.97,24082.58,0
2017-03-15T00:00:00.000000,24081.98,24229.03,24037.24,24150.78,0
2017-03-16T00:00:00.000000,24250.36,24318.45,24196.82,24263.78,0
2017-03-17T00:00:00.000000,24301.56,24346.02,24091.41,24151.13,0
2017-03-20T00:00:00.000000,24191.12,24191.47,24012.09,24050.29,0
2017-03-21T00:00:00.000000,24037.71,24064.4,23839.3,23907.7,0
2017-03-22T00:00:00.000000,23793.74,23793.74,23596.9,23627.89,0
2017-03-23T00:00:00.000000,23678.54,23820.16,23624.15,23769.26,0
2017-03-24T00:00:00.000000,23824.61,24132.27,23821.8,24061.02,0
2017-03-27T00:00:00.000000,24091.97,24163.81,23918.35,24025.16,0
2017-03-28T00:00:00.000000,24196.45,24262.73,24107.08,24213.05,0
2017-03-29T00:00:00.000000,24297.65,24423.18,24247.83,24401.94,0
2017-03-30T00:00:00.000000,24424.17,24672.15,24356.03,24601.02,0
2017-03-31T00:00:00.000000,24592.47,24596.33,24405.94,24420.77,0
2017-04-03T00:00:00.000000,24521.38,24622.42,24408.86,24584.44,0
2017-04-05T00:00:00.000000,24660.08,24761.58,24532.66,24711.29,0
2017-04-06T00:00:00.000000,24621.03,24749.42,24532.4,24659.29,0
2017-04-07T00:00:00.000000,24574.78,24677.53,24357.64,24422.72,0
2017-04-10T00:00:00.000000,24462.38,24600.86,24402.53,24551.68,0
2017-04-11T00:00:00.000000,24623.31,24828.61,24521.19,24793.97,0
2017-04-12T00:00:00.000000,24835.57,24880.56,24587.74,24729.31,0
2017-04-17T00:00:00.000000,24765.23,24837.29,24640.33,24708.44,0
2017-04-18T00:00:00.000000,24757.15,25062.49,24668.51,24704.53,0
2017-04-19T00:00:00.000000,24781.27,24791.87,24472.86,24574.66,0
2017-04-20T00:00:00.000000,24403.96,24545.72,24369.45,24443.75,0
2017-04-21T00:00:00.000000,24579.8,24589.32,24282.52,24437.88,0
2017-04-24T00:00:00.000000,24498.15,24788.58,24495.24,24748.18,0
2017-04-25T00:00:00.000000,24872.79,25031.81,24803.56,25003.33,0
2017-04-26T00:00:00.000000,25130.7,25248.24,25033.14,25208.03,0
2017-04-27T00:00:00.000000,25239.64,25319.91,25113.84,25251.1,0
2017-04-28T00:00:00.000000,25296.26,25383.39,25141.02,25325.27,0
2017-05-02T00:00:00.000000,25432.0,25517.48,25261.95,25341.38,0
2017-05-03T00:00:00.000000,25417.56,25431.24,25190.54,25246.28,0
2017-05-04T00:00:00.000000,25648.04,25855.02,25496.55,25831.15,0
2017-05-05T00:00:00.000000,25884.45,25952.5,25567.8,25679.62,0
2017-05-08T00:00:00.000000,25749.73,25985.48,25722.86,25882.23,0
2017-05-09T00:00:00.000000,25940.13,25988.5,25765.76,25832.12,0
2017-05-10T00:00:00.000000,25896.64,25993.12,25854.7,25940.45,0
2017-05-11T00:00:00.000000,26009.66,26117.85,25886.43,25948.81,0
2017-05-12T00:00:00.000000,25991.02,26000.78,25630.82,25717.07,0
2017-05-15T00:00:00.000000,25828.01,26014.41,25822.5,25927.94,0
2017-05-16T00:00:00.000000,25992.01,26085.16,25826.84,26059.27,0
2017-05-17T00:00:00.000000,26104.62,26124.73,25951.54,26084.47,0
2017-05-18T00:00:00.000000,25850.38,25953.09,25706.76,25758.39,0
2017-05-19T00:00:00.000000,25820.92,26039.84,25692.29,25858.58,0
2017-05-22T00:00:00.000000,25994.73,26036.77,25621.29,25699.79,0
2017-05-23T00:00:00.000000,25686.62,25792.66,25474.74,25604.65,0
2017-05-24T00:00:00.000000,25675.86,25721.26,25482.72,25570.36,0
2017-05-25T00:00:00.000000,25607.82,26354.53,25600.69,26290.96,0
2017-05-26T00:00:00.000000,26316.86,26547.15,26219.92,26495.24,0
2017-05-29T00:00:00.000000,26479.86,26597.48,26197.08,26246.54,0
2017-05-30T00:00:00.000000,26228.58,26474.55,26151.52,26402.52,0
2017-05-31T00:00:00.000000,26478.96,26592.02,26359.54,26547.35,0
2017-06-01T00:00:00.000000,26515.8,26564.23,26328.88,26420.21,0
2017-06-02T00:00:00.000000,26513.39,26599.21,26417.05,26499.16,0
2017-06-05T00:00:00.000000,26545.66,26637.74,26491.07,26593.08,0
2017-06-06T00:00:00.000000,26668.91,26695.46,26493.87,26528.86,0
2017-06-07T00:00:00.000000,26583.95,26779.49,26569.28,26721.93,0
2017-06-08T00:00:00.000000,26807.58,26831.7,26651.87,26682.42,0
