time,open,high,low,close,MA,MA,EMA
2024-11-04T12:15:00+05:30,51096.4,51138.35,51069.9,51123.8,51282.14166666651,51444.88333333345,51487.07370464455
2024-11-04T12:45:00+05:30,51120.85,51165,51077.8,51143.4,51262.1166666665,51424.24166666678,51466.24499527215
2024-11-04T13:15:00+05:30,51143.05,51204.3,51108.6,51175.85,51239.96249999983,51401.22916666678,51448.64529858899
2024-11-04T13:45:00+05:30,51176.05,51224.75,51134.45,51216.3,51213.62083333315,51371.70000000012,51434.563765341176
2024-11-04T14:15:00+05:30,51210.85,51230.05,51141.8,51172.6,51187.1541666665,51322.07916666678,51418.687173502316
2024-11-04T14:45:00+05:30,51170.5,51236.6,51155.6,51218.95,51147.51249999983,51280.950000000106,51406.58189025975
2024-11-04T15:15:00+05:30,51218.15,51260.8,51181.15,51227.2,51138.01249999983,51240.79166666677,51395.71026054704
2024-11-05T09:15:00+05:30,51052.3,51279.9,51050,51134.2,51119.45833333317,51229.67916666678,51379.861153847225
2024-11-05T09:45:00+05:30,51134.8,51261.7,51080.2,51207.95,51103.0916666665,51221.87500000011,51369.4422960383
2024-11-05T10:15:00+05:30,51206.95,51443.7,51026.9,51102.15,51097.47916666649,51231.89166666677,51353.24276294507
2024-11-05T10:45:00+05:30,51100.8,51252.25,51072.05,51240.6,51097.91666666649,51239.3375000001,51346.415928827184
2024-11-05T11:15:00+05:30,51238.4,51278.85,50865.45,50940.95,51080.32499999983,51248.02083333344,51321.84223617099
2024-11-05T11:45:00+05:30,50940.85,51148.25,50897.05,51029.1,51065.92083333316,51248.845833333435,51304.10028246366
2024-11-05T12:15:00+05:30,51030.55,51108.9,50922.75,51072.55,51052.999999999825,51244.17083333343,51290.066932011316
2024-11-05T12:45:00+05:30,51073.65,51230.85,51004.55,51113.55,51044.329166666495,51246.383333333426,51279.36893613184
2024-11-05T13:15:00+05:30,51112.9,51886.6,51100.2,51768.95,51041.47499999983,51301.5375000001,51309.040515760214
2024-11-05T13:45:00+05:30,51768.25,52130.35,51754.45,52110.1,51092.5291666665,51376.562500000095,51357.58957541111
2024-11-05T14:15:00+05:30,52112.5,52213.9,52059.65,52165.25,51167.866666666494,51458.00416666677,51406.53869205286
2024-11-05T14:45:00+05:30,52156,52289.55,52103.85,52192.9,51244.75833333316,51543.73333333343,51454.19695314057
2024-11-05T15:15:00+05:30,52190.2,52209.65,52094.4,52105.85,51331.79166666649,51621.2125000001,51493.691077192656
2024-11-06T09:15:00+05:30,52449.1,52493.95,52256.35,52325.15,51429.804166666494,51723.9000000001,51544.08252705977
2024-11-06T09:45:00+05:30,52324.7,52415.8,52284.3,52340.15,51534.58749999982,51804.908333333435,51592.3290405713
2024-11-06T10:15:00+05:30,52341.45,52364.3,52185.4,52227.95,51627.366666666494,51897.57916666677,51630.85152296092
2024-11-06T10:45:00+05:30,52227.25,52365.7,52223.85,52321.75,51740.5666666665,51988.1500000001,51672.724157932986
2024-11-06T11:15:00+05:30,52320.35,52396.3,52306.4,52383.25,51858.01249999983,52092.15416666677,51715.78633017947
2024-11-06T11:45:00+05:30,52384.45,52451.15,52363.45,52395.95,51978.07083333316,52204.00833333344,51757.00837077465
2024-11-06T12:15:00+05:30,52393.7,52409.8,52348.95,52383.95,52090.10416666648,52302.25416666677,51795.00483315194
2024-11-06T12:45:00+05:30,52384.2,52387,52326.7,52341.45,52192.312499999825,52343.95416666677,51828.12272205183
2024-11-06T13:15:00+05:30,52338.25,52359.35,52284.25,52344.45,52236.46249999982,52363.0375000001,51859.415284351715
2024-11-06T13:45:00+05:30,52344.8,52377.25,52314.8,52352.9,52257.724999999824,52376.6500000001,51889.32344893646
2024-11-06T14:15:00+05:30,52355.1,52409.4,52242.7,52262.15,52269.295833333155,52386.6375000001,51911.918997485765
2024-11-06T14:45:00+05:30,52269,52319.7,52232.35,52293.7,52280.79166666648,52395.80833333343,51935.057240062386
