time,open,high,low,close,RSI,RSI
2024-12-19T11:50:00+05:30,77,80,74.7,79.9,46.6294762843449,43.58974358974351
2024-12-19T11:55:00+05:30,79.5,80.3,77.25,77.9,44.75111463227957,32.17993079584765
2024-12-19T12:00:00+05:30,78,80.25,76.8,79,46.038620138371364,34.00673400673391
2024-12-19T12:05:00+05:30,79.15,80,76,76,43.08938675899707,31.415241057542673
2024-12-19T12:10:00+05:30,75.2,77.6,75.2,77.15,44.555628490165454,33.9879154078549
2024-12-19T12:15:00+05:30,77.15,78.6,75.5,77.9,45.54106703347956,32.97546012269932
2024-12-19T12:20:00+05:30,78.05,78.2,76.1,76.4,43.86197335845727,31.120943952802264
2024-12-19T12:25:00+05:30,76,76.65,74.9,76.05,43.45933396915364,34.087237479806035
2024-12-19T12:30:00+05:30,76.2,78,75.6,77.75,46.04985014029081,38.34115805946783
2024-12-19T12:35:00+05:30,77.8,78.9,77.05,77.55,45.78408033377243,37.32283464566922
2024-12-19T12:40:00+05:30,77.3,78.75,76.1,78.75,47.7332032919346,40.27777777777771
2024-12-19T12:45:00+05:30,78.8,81.4,78.8,81.2,51.56204758828974,58.490566037735775
2024-12-19T12:50:00+05:30,81.35,81.5,78.2,78.35,47.22789799334206,45.36489151873757
2024-12-19T12:55:00+05:30,78.3,79.65,78.3,78.6,47.643639155756766,54.27251732101605
2024-12-19T13:00:00+05:30,78.6,79.2,75.8,77.85,46.46110390636717,44.67532467532453
2024-12-19T13:05:00+05:30,77.9,78.45,76.2,76.7,44.63184463280851,46.73913043478248
2024-12-19T13:10:00+05:30,76.6,82.2,76.5,79.6,49.98011407859045,51.48514851485137
2024-12-19T13:15:00+05:30,79.8,87.4,79.35,86.2,59.55526876619078,71.42857142857136
2024-12-19T13:20:00+05:30,86,90.05,83.45,84.4,56.385111562280635,64.82617586912059
2024-12-19T13:25:00+05:30,84.35,84.4,80.55,83.2,54.30957476870685,60.64257028112441
2024-12-19T13:30:00+05:30,83.5,84.35,80.25,80.75,50.24315318780074,58.41392649903279
2024-12-19T13:35:00+05:30,80.7,82.45,80.25,81.15,50.88968119487213,59.8455598455598
2024-12-19T13:40:00+05:30,81.3,84.6,80.35,82.1,52.46931656200512,58.64811133200787
2024-12-19T13:45:00+05:30,82.15,82.15,79.1,79.45,47.846164517070214,53.44202898550718
2024-12-19T13:50:00+05:30,79.35,79.35,77.25,77.45,44.6486679900751,47.71126760563373
2024-12-19T13:55:00+05:30,77.55,78.45,75.15,77.85,45.43408280846736,43.64326375711564
2024-12-19T14:00:00+05:30,77.95,78.2,70.4,76.65,43.4425289678879,46.558704453441216
2024-12-19T14:05:00+05:30,76.8,79.65,75.85,78.25,46.7915241687765,49.328214971209135
2024-12-19T14:10:00+05:30,78.15,80.3,78.05,78.65,47.62647526336192,51.55642023346298
2024-12-19T14:15:00+05:30,78.35,81.55,76.7,78.05,46.44905093022075,52.68389662027824
2024-12-19T14:20:00+05:30,78.05,82.05,76.35,82,54.435311870715644,54.58015267175566
2024-12-19T14:25:00+05:30,82.05,83.9,80.6,81,52.30846657693793,37.37864077669888
2024-12-19T14:30:00+05:30,80.8,85.2,78.4,80,50.196377431270015,38.88888888888874
2024-12-19T14:35:00+05:30,79.95,81.35,78.65,81.05,52.37100867047584,44.52926208651385
2024-12-19T14:40:00+05:30,80.95,86.15,80.65,81.5,53.31189855874045,52.12464589235116
2024-12-19T14:45:00+05:30,81.2,83.55,81,81.55,53.421999348317904,51.15606936416171
2024-12-19T14:50:00+05:30,81.25,84.4,81.25,83.4,57.4228068411149,53.571428571428505
2024-12-19T14:55:00+05:30,83.4,85.75,82.85,85.7,61.81426507590656,67.50700280112038
2024-12-19T15:00:00+05:30,85.8,85.95,80.35,81.65,51.70195136159361,60.552763819095404
2024-12-19T15:05:00+05:30,81.7,82.4,80.75,82.1,52.629238768295366,60.65162907268163
2024-12-19T15:10:00+05:30,82.4,86,82.25,85.8,59.51230195308113,70.37861915367475
2024-12-19T15:15:00+05:30,86.1,91.35,85.15,91.25,67.09626279594985,74.71482889733835
2024-12-19T15:20:00+05:30,91.2,92.3,88,89.65,63.344869433277644,69.99999999999996
2024-12-19T15:25:00+05:30,89.65,93.7,89.65,93.6,68.08842802438203,75.2025931928687
2024-12-20T09:15:00+05:30,100,119.55,88.4,106.35,77.9897352667478,80.70617906683479
2024-12-20T09:20:00+05:30,105,112.95,101.35,109.7,79.76614174308176,84.16666666666666
2024-12-20T09:25:00+05:30,110.2,110.25,99.3,103.4,68.55972931473794,74.73572938689217
2024-12-20T09:30:00+05:30,103.55,104.2,91.5,92.6,54.43980248790137,60.12269938650304
2024-12-20T09:35:00+05:30,94.2,95.4,77,77.3,41.4240731116952,47.079276773296215
2024-12-20T09:40:00+05:30,79.45,81.9,71.6,76.75,41.044181667587644,46.68508287292815
2024-12-20T09:45:00+05:30,75.95,133.7,74.95,131,70.13618863829286,69.07051282051282
2024-12-20T09:50:00+05:30,131.9,150.6,124.05,136.85,71.75476435444635,69.9259836384885
2024-12-20T09:55:00+05:30,135.85,147.75,127.1,145.8,74.07022981407441,74.07129455909943
2024-12-20T10:00:00+05:30,160,160,141.65,148.15,74.65767727639451,74.43581206067333
2024-12-20T10:05:00+05:30,150.5,161.85,147.55,155.65,76.48843152669673,75.1349406261245
2024-12-20T10:10:00+05:30,156.45,156.45,135.1,140.25,65.95279080468698,66.45399597044997
2024-12-20T10:15:00+05:30,141.9,145.6,100.5,107.3,50.06346464073894,54.895977808599156
2024-12-20T10:20:00+05:30,108.4,126,106.75,125,56.17186907313084,58.092783505154635
2024-12-20T10:25:00+05:30,126.6,131.35,112.75,118.2,53.46599631625172,53.15075777718691
2024-12-20T10:30:00+05:30,115.65,115.65,98.05,100.7,47.168673235506056,47.77448071216616
2024-12-20T10:35:00+05:30,100.95,104.45,93.75,96.7,45.8396688662409,48.32416208104051
2024-12-20T10:40:00+05:30,96.7,100.65,86.55,96.05,45.61475504516143,50.90909090909089
2024-12-20T10:45:00+05:30,95.5,101.9,92.8,95.2,45.30172955257319,55.10553337136337
2024-12-20T10:50:00+05:30,95,95.45,78.5,82.8,40.89302458096618,51.616350520972475
2024-12-20T10:55:00+05:30,82.2,88.4,82.2,85,41.9720194752176,32.97557364914876
2024-12-20T11:00:00+05:30,84.95,86.5,79,80.55,40.366826413933595,28.94540014958862
2024-12-20T11:05:00+05:30,80.35,82.9,76.55,77.5,39.25860439052318,23.27856025039121
2024-12-20T11:10:00+05:30,77.1,79.6,75.15,79.15,40.21483878873857,22.856018882769447
2024-12-20T11:15:00+05:30,79,96,77.35,94.25,48.24476520875519,27.208611729769842
2024-12-20T11:20:00+05:30,94.8,94.8,82.7,87.65,45.37599355989184,29.1104050833995
2024-12-20T11:25:00+05:30,87.35,89.5,85.35,87.25,45.20056898853905,39.26084627745043
2024-12-20T11:30:00+05:30,87.4,96.95,87.1,89.6,46.5089609429595,27.307692307692264
2024-12-20T11:35:00+05:30,89.15,89.95,82.95,85.65,44.582160049237594,28.34331337325345
2024-12-20T11:40:00+05:30,85.1,85.55,79.85,82.2,42.9100461145436,34.86088379705396
2024-12-20T11:45:00+05:30,82.2,85.7,77.7,78.7,41.220942431383804,35.1485148514851
2024-12-20T11:50:00+05:30,78.7,79.4,74.3,78.5,41.1213305550034,35.411471321695714
2024-12-20T11:55:00+05:30,78.5,79.75,69.7,71.5,37.68848248526185,32.12669683257914
2024-12-20T12:00:00+05:30,71.2,75.55,69.9,75.1,40.44217471956173,43.30434782608691
2024-12-20T12:05:00+05:30,75.1,81.05,73.05,79.65,43.82135902866427,45.53049289891391
2024-12-20T12:10:00+05:30,79.5,88.85,77.4,88.25,49.63770581090658,56.01562499999998
2024-12-20T12:15:00+05:30,91.3,113.05,91.3,106.45,59.25245807564442,68.28806064434616
2024-12-20T12:20:00+05:30,108.4,118.55,102.85,105,58.29754431471115,66.37112096263456
2024-12-20T12:25:00+05:30,103.9,108.6,98.25,105.7,58.6440501093724,58.86909372579394
2024-12-20T12:30:00+05:30,106.45,109,99.5,102.75,56.51294215764395,62.397372742200304
2024-12-20T12:35:00+05:30,102.6,104.55,97,101.8,55.80958396390101,61.838893409275805
2024-12-20T12:40:00+05:30,102.3,121.65,102.3,119.5,64.63990349671698,69.46614583333331
2024-12-20T12:45:00+05:30,118.45,143.9,115.4,141.35,72.06172864308998,79.40865892291444
2024-12-20T12:50:00+05:30,141.4,153.85,137.6,145.95,73.33083430100618,83.25508607198746
2024-12-20T12:55:00+05:30,148.6,150.5,139.6,143.3,71.32087331770569,84
2024-12-20T13:00:00+05:30,143.95,155.25,133.65,153.75,74.31108456076969,85.74821852731591
2024-12-20T13:05:00+05:30,153.3,159.45,143.7,155.1,74.67839172157895,91.96787148594379
2024-12-20T13:10:00+05:30,154.75,158.6,148.4,154.1,73.83621359342123,90.72164948453609
2024-12-20T13:15:00+05:30,153.55,156.6,146,149.5,69.92949687856697,85.98660484286451
2024-12-20T13:20:00+05:30,150.45,162.95,142.8,144.9,66.15967730665376,80.44062332079528
2024-12-20T13:25:00+05:30,146.6,147.15,134.8,138.6,61.286706124760045,69.80899568699937
2024-12-20T13:30:00+05:30,138.95,141.85,129,135.45,58.94878419455782,68.37658418829207
2024-12-20T13:35:00+05:30,136.2,151.95,134.2,149.2,65.19091858455275,72.67987486965588
2024-12-20T13:40:00+05:30,149.75,166.35,148.85,159.3,68.92836178344609,77.43813682678311
2024-12-20T13:45:00+05:30,160.05,179.2,155.9,176.75,74.10210872279623,81.34671685487244
2024-12-20T13:50:00+05:30,175.75,176.65,159.3,160.3,63.3870041977554,67.2442941673711
2024-12-20T13:55:00+05:30,159.25,165.9,152.45,155.8,60.79712113787411,57.157008420009895
2024-12-20T14:00:00+05:30,156.1,171.35,156.1,168.45,65.11244290311095,60.32110091743118
2024-12-20T14:05:00+05:30,169.1,178.05,163.15,173.25,66.61417588627206,63.47278452541609
2024-12-20T14:10:00+05:30,173.4,183.4,168.15,173.2,66.582025025172,59.65260545905705
2024-12-20T14:15:00+05:30,174.3,176.5,160.2,161.7,59.47229416100158,52.97565374210999
2024-12-20T14:20:00+05:30,160.95,166.25,155.2,158.85,57.82436427043128,52.10643015521062
2024-12-20T14:25:00+05:30,159.55,163.95,154.3,162,59.17097906723793,55.615453728661265
2024-12-20T14:30:00+05:30,160.45,179.75,160.45,178.8,65.49812502429222,63.72469635627529
2024-12-20T14:35:00+05:30,178.2,192.95,174.9,184.7,67.4083006786301,68.7246141348497
2024-12-20T14:40:00+05:30,184.65,187.3,170.6,177.8,63.01438164575665,66.6929444225463
2024-12-20T14:45:00+05:30,178,194.7,175.65,185.6,65.73356092206149,65.05376344086021
2024-12-20T14:50:00+05:30,185.4,203.4,182.75,200.25,70.16956778189747,66.32124352331606
2024-12-20T14:55:00+05:30,198.75,214.75,191.75,210.8,72.89122054783653,64.36102910164487
2024-12-20T15:00:00+05:30,218,230.55,204.25,225.6,76.17517303144677,77.92985457656115
2024-12-20T15:05:00+05:30,226.95,240,221.9,224.8,75.64176261114297,80.47703180212015
2024-12-20T15:10:00+05:30,223.3,251.1,218.5,250,80.31726887454795,82.4254473161034
2024-12-20T15:15:00+05:30,249.1,249.1,216.25,221.3,65.01196043404434,66.0541262946876
2024-12-20T15:20:00+05:30,220.5,221.45,196.75,212.95,61.349018492846255,62.58309591642925
2024-12-20T15:25:00+05:30,212.25,216.4,205.75,211.35,60.64393212809132,66.76798378926038
2024-12-23T09:15:00+05:30,150.55,174,104,104.75,33.236377593396455,39.257347100873695
2024-12-23T09:20:00+05:30,102,112.65,92.8,100.95,32.669567732230206,37.90849673202613
2024-12-23T09:25:00+05:30,100.45,127.35,100.45,115.75,37.1641951571932,37.41265721700937
2024-12-23T09:30:00+05:30,114.6,116.95,81.2,91.7,33.27677426743399,32.6880119136262
2024-12-23T09:35:00+05:30,91.9,124.95,89.65,109.45,38.39827964504978,37.77062086240829
2024-12-23T09:40:00+05:30,110.4,129.1,91.35,101.6,37.04404179696035,34.973166368515194
2024-12-23T09:45:00+05:30,101,105.65,86.65,90.8,35.20445780290302,30.14692544893886
2024-12-23T09:50:00+05:30,89.65,94,79.7,91.4,35.396399864579195,27.531050056454617
2024-12-23T09:55:00+05:30,93.85,111.45,93.45,95.85,36.88960464553187,24.59369492852946
2024-12-23T10:00:00+05:30,95.75,102.9,67.7,70.95,32.37977171551947,22.472714260153865
2024-12-23T10:05:00+05:30,71.15,76.15,65.3,66.7,31.66814323725015,14.545454545454533
2024-12-23T10:10:00+05:30,65.95,76.9,63.55,74.2,34.40775516391483,19.005478297513676
2024-12-23T10:15:00+05:30,72.6,77.65,68.05,74.55,34.53965237054928,19.821194941125142
2024-12-23T10:20:00+05:30,73.8,75.7,69.2,73.1,34.232533300511435,19.834169757800552
2024-12-23T10:25:00+05:30,73.25,80.35,57.75,62,31.894532163905552,34.00673400673398
2024-12-23T10:30:00+05:30,61.75,66.75,56.75,59.15,31.30337439852032,34.250188394875636
2024-12-23T10:35:00+05:30,58.45,60.25,54.3,57.15,30.870953155975016,25.562969140950756
2024-12-23T10:40:00+05:30,56.7,61.35,54,60.75,32.67379321671481,34.43941679235796
2024-12-23T10:45:00+05:30,60.5,63.85,57.8,58.5,32.11015078901592,19.654556283502046
2024-12-23T10:50:00+05:30,58.3,59.6,55.75,55.75,31.397247599779632,20.92580849714645
2024-12-23T10:55:00+05:30,55.65,59.2,49.3,50.25,29.964373308381838,22.433718558803477
2024-12-23T11:00:00+05:30,50.3,50.6,44.55,44.8,28.57285585114151,20.280612244897895
2024-12-23T11:05:00+05:30,44.15,48.35,41.4,41.8,27.807343164841484,14.879792072774492
2024-12-23T11:10:00+05:30,42.1,44.7,42,43.7,29.10286417985023,24.74513438368855
2024-12-23T11:15:00+05:30,43.85,44.35,39.3,41.8,28.551093191229768,25.872093023255772
2024-12-23T11:20:00+05:30,41.55,43.5,40.1,42.8,29.31073295605644,15.18847006651879
2024-12-23T11:25:00+05:30,43.05,43.2,39.05,40.15,28.447579566307738,13.713080168776315
2024-12-23T11:30:00+05:30,39.7,43.35,38.8,41.65,29.709374496867014,16.859852476290783
2024-12-23T11:35:00+05:30,42.05,45.2,40.35,45.05,32.61025989296482,28.679245283018815
2024-12-23T11:40:00+05:30,45.05,46.85,41.45,42.25,31.458824814090462,28.71536523929467
2024-12-23T11:45:00+05:30,42,43,39.8,41,30.93371047481976,29.2682926829268
2024-12-23T11:50:00+05:30,41,42.65,40.8,41.9,31.81620041109329,23.999999999999957
2024-12-23T11:55:00+05:30,42,58,41.9,56.35,44.15418657093783,47.781217750258016
2024-12-23T12:00:00+05:30,56.15,65.45,48.65,65,49.988213050471735,58.50965961361548
2024-12-23T12:05:00+05:30,63.85,69.4,62.45,64.55,49.697347641856624,64.50304259634893
2024-12-23T12:10:00+05:30,65,71.95,59.35,62.85,48.54808921794,69.81339187705825
2024-12-23T12:15:00+05:30,63.4,70.85,59.35,63.05,48.698396900474904,74.85380116959072
2024-12-23T12:20:00+05:30,64.6,74.9,60.4,73.95,56.2070945356344,79.2270531400967
2024-12-23T12:25:00+05:30,74.15,82.25,70.1,78.25,58.77078388177634,83.65650969529095
2024-12-23T12:30:00+05:30,79,93,78,86.85,63.387240708325216,85.66801619433207
2024-12-23T12:35:00+05:30,87.35,96.45,83,95.1,67.1833454482923,90.79435783221983
2024-12-23T12:40:00+05:30,95.2,95.2,79.3,82.3,57.26312203001842,75.84233947870317
2024-12-23T12:45:00+05:30,82.5,101.55,78.2,99.1,64.64257896611208,79.35904399782731
2024-12-23T12:50:00+05:30,98.85,114.1,96.2,109.2,68.1978658496002,83.69401107196784
2024-12-23T12:55:00+05:30,110.65,114.25,101.6,111.7,69.02803417693785,85.13916500994041
2024-12-23T13:00:00+05:30,110.6,119.5,88.25,95.55,58.41888905700757,73.15494173500218
2024-12-23T13:05:00+05:30,95.4,120.5,94.65,120.5,66.88621714325097,75.38583300356156
2024-12-23T13:10:00+05:30,120.15,120.15,107.95,116.4,64.55968171571755,71.10016420361251
2024-12-23T13:15:00+05:30,117,117,102.75,115.45,64.00415412925892,70.8094848732625
2024-12-23T13:20:00+05:30,114.45,117.6,103.3,105.1,58.134903769608925,66.13211149293625
2024-12-23T13:25:00+05:30,106.65,126.65,104.25,117.45,62.5481580036149,69.00768693221525
2024-12-23T13:30:00+05:30,117.7,128.55,116.5,126.3,65.36572319194983,68.5572492024105
2024-12-23T13:35:00+05:30,127,127.15,106.35,112.3,57.93984884029296,61.29353233830847
2024-12-23T13:40:00+05:30,111.75,114.2,94,95.75,50.61893677107794,52.80403276622558
2024-12-23T13:45:00+05:30,95.25,100.05,90.5,97.6,51.35879846218381,50.82074852265266
2024-12-23T13:50:00+05:30,98,107.6,97.55,106.55,54.88078453336544,58.167733243516345
2024-12-23T13:55:00+05:30,106.85,115.6,105.7,114.8,57.90640828400303,55.61115082201574
2024-12-23T14:00:00+05:30,114.6,124,112.2,122.7,60.62903010484695,54.901960784313744
2024-12-23T14:05:00+05:30,121.9,123.4,108.6,108.6,53.924969255884925,48.96182183523108
2024-12-23T14:10:00+05:30,108.45,112.55,97.2,97.55,49.322118458525296,50.693481276005556
2024-12-23T14:15:00+05:30,96.3,100.3,75.1,78.45,42.55984402932968,34.80303577882182
2024-12-23T14:20:00+05:30,78.4,81.45,70.75,78.4,42.54340013843718,35.85256887565153
2024-12-23T14:25:00+05:30,78.15,81.75,69.5,71.95,40.37617454088749,34.442060085836914
2024-12-23T14:30:00+05:30,71.75,73.2,63.8,67.35,38.85593478001571,35.91943304737039
2024-12-23T14:35:00+05:30,67.65,70.9,60,60.85,36.75027721183043,27.92511700468019
2024-12-23T14:40:00+05:30,59.2,71,58.7,70.25,41.67293544089041,28.233009708737868
2024-12-23T14:45:00+05:30,70.3,77.65,68.6,76,44.517537131324595,34.93775933609959
2024-12-23T14:50:00+05:30,75.3,79.2,67.05,72.3,43.06219186368804,39.108221086855565
2024-12-23T14:55:00+05:30,71.9,75,69.25,72.9,43.38541130453102,38.392857142857146
2024-12-23T15:00:00+05:30,72.6,78.95,64.95,70.75,42.455372061321405,32.028112449799195
2024-12-23T15:05:00+05:30,70.25,72.1,66.5,69.5,41.89308749855185,25.539956803455723
2024-12-23T15:10:00+05:30,69.45,69.95,64.95,66.2,40.37288344119611,17.897727272727252
2024-12-23T15:15:00+05:30,66.8,69.85,65.5,65.7,40.13523983785297,21.169354838709666
2024-12-23T15:20:00+05:30,65.8,67.65,62.3,66.1,40.43729443378353,25.333333333333314
2024-12-23T15:25:00+05:30,66.15,69.35,65.65,66.15,40.47772300880998,36.24161073825505
2024-12-24T09:15:00+05:30,70,70,48.1,51.1,33.1778757556784,27.1356783919598
2024-12-24T09:20:00+05:30,52.05,52.8,47.75,51,33.135116082375006,30.365510777881923
2024-12-24T09:25:00+05:30,50.8,54.35,49.9,51.6,33.68734374804539,34.042553191489404
2024-12-24T09:30:00+05:30,51.55,84,49.9,79.85,53.26034591984762,63.36146272855138
2024-12-24T09:35:00+05:30,80.55,82.85,68.85,77.6,51.94525537666772,55.746677091477764
2024-12-24T09:40:00+05:30,77.3,80.55,69.85,70.75,48.05495957118554,45.96464258262878
2024-12-24T09:45:00+05:30,70.05,72,54.8,55.65,40.80095071852482,39.110529758011786
2024-12-24T09:50:00+05:30,56,57.4,48.3,52.9,39.62773061281455,37.27735368956744
2024-12-24T09:55:00+05:30,52.45,55.95,44.2,44.75,36.29664850209966,34.63356973995272
2024-12-24T10:00:00+05:30,43.3,45.3,41.1,41.9,35.182893607181285,33.990719257540604
2024-12-24T10:05:00+05:30,42,44.85,36.75,37,33.29145693538847,33.37129840546697
2024-12-24T10:10:00+05:30,37.05,41.9,36.6,41.25,36.48109066849034,36.64664117968323
2024-12-24T10:15:00+05:30,40.65,41.4,33,34.5,33.72313766331693,33.86108273748724
2024-12-24T10:20:00+05:30,34.3,34.65,31.25,33.85,33.46080659932741,33.60406091370558
2024-12-24T10:25:00+05:30,34.05,35.8,31,31.4,32.436584198514765,38.53317811408615
2024-12-24T10:30:00+05:30,31.55,32.7,30.2,30.65,32.112533991162564,38.24378971692663
2024-12-24T10:35:00+05:30,30.45,33.6,30.1,32.25,33.63572698672385,38.94917190177042
2024-12-24T10:40:00+05:30,32.3,37.95,32.05,36.2,37.3716514922491,15.494071146245034
2024-12-24T10:45:00+05:30,36.1,40.9,33,35.85,37.17197130485034,15.973920130399321
2024-12-24T10:50:00+05:30,36.25,40,34.35,35.1,36.71921554673279,17.737556561085952
2024-12-24T10:55:00+05:30,35.1,38.2,32.75,36.05,37.75343055494998,26.155717761557156
2024-12-24T11:00:00+05:30,36.7,36.7,31.15,31.4,34.75896165453108,24.999999999999986
2024-12-24T11:05:00+05:30,31.25,34.55,31.25,32.6,36.16607128955374,33.148404993065185
2024-12-24T11:10:00+05:30,32.65,34.95,32.05,34,37.850211331071016,38.58381502890174
2024-12-24T11:15:00+05:30,34.05,34.65,28,30,35.00827721416752,39.61424332344214
2024-12-24T11:20:00+05:30,29.9,31.45,29.65,30.85,36.106140935725215,32.83828382838283
2024-12-24T11:25:00+05:30,30.95,31.2,29.3,30.15,35.57320237385295,41.030927835051564
2024-12-24T11:30:00+05:30,29.6,32.7,28.7,31.35,37.2822510199939,44.95967741935488
2024-12-24T11:35:00+05:30,31.55,34.8,30.35,31.15,37.105581935019906,49.44567627494463
2024-12-24T11:40:00+05:30,31,31.95,29.65,31.1,37.05830289473843,51.02974828375293
2024-12-24T11:45:00+05:30,31.15,32.6,28.85,32.35,39.145887242733764,50.23255813953495
2024-12-24T11:50:00+05:30,32.55,33.75,29.95,31.7,38.43206943093075,37.637362637362656
2024-12-24T11:55:00+05:30,31.8,33.1,30.3,31.65,38.374102434033844,38.26815642458102
2024-12-24T12:00:00+05:30,32,40.05,31.8,38.6,49.725178884875234,57.26141078838183
2024-12-24T12:05:00+05:30,38.6,40,35.45,38.4,49.44294574783793,55.03211991434697
2024-12-24T12:10:00+05:30,38.55,42.25,37.45,40.35,52.28650435340059,71.6707021791769
2024-12-24T12:15:00+05:30,41.1,49.05,40.6,43.1,56.04147303210015,73.64864864864879
2024-12-24T12:20:00+05:30,43.25,48.2,43.25,46.05,59.70492929441843,75.3684210526317
2024-12-24T12:25:00+05:30,46.9,48.75,40.75,42.45,53.811254541541295,76.65952890792306
2024-12-24T12:30:00+05:30,43.05,44.4,36.05,36.85,46.175411978674695,60.676156583629975
2024-12-24T12:35:00+05:30,36.25,37.35,32,33.3,42.097266155761695,55.08885298869149
2024-12-24T12:40:00+05:30,32.75,34.05,30.5,31.4,40.05810163038273,50.07898894154822
2024-12-24T12:45:00+05:30,31.4,32.1,26.05,31.85,40.789644262566256,51.09717868338564
2024-12-24T12:50:00+05:30,32.25,33.1,30.9,32.65,42.14152471662544,52.37366003062792
2024-12-24T12:55:00+05:30,32.6,34.15,31.75,33.05,42.84420149710151,51.10062893081765
2024-12-24T13:00:00+05:30,32.75,35.6,31.75,35.2,46.59830960206796,55.25525525525532
2024-12-24T13:05:00+05:30,35.6,37.45,33,34.8,45.993045577011976,54.68053491827643
2024-12-24T13:10:00+05:30,34.75,35.75,33.2,33.25,43.628222738365324,40.530973451327455
2024-12-24T13:15:00+05:30,32.95,35.4,31.2,34.9,46.76607068844337,44.10774410774414
2024-12-24T13:20:00+05:30,34.55,35.05,30.9,31.85,42.100952334074,36.20129870129871
2024-12-24T13:25:00+05:30,32.3,36.2,32,36.05,49.56235861531675,39.06976744186047
2024-12-24T13:30:00+05:30,36.3,37,34.65,35.55,48.756813296813114,32.38255033557047
2024-12-24T13:35:00+05:30,35.6,36.35,32.85,35.8,49.20138779577362,37.429111531190934
2024-12-24T13:40:00+05:30,36,48.1,35.95,47.05,64.23744949754929,65.88785046728981
2024-12-24T13:45:00+05:30,47.3,54.05,45.95,52.4,68.9450446183474,78.17109144542785
2024-12-24T13:50:00+05:30,52.4,52.5,41.55,43.35,55.60978893041503,64.5554202192449
2024-12-24T13:55:00+05:30,43.75,47,43.65,45.85,58.02505267822423,66.24129930394437
2024-12-24T14:00:00+05:30,46.45,49.65,44.05,45.85,58.02505267822423,65.60283687943269
2024-12-24T14:05:00+05:30,46.05,53.8,46.05,52.2,63.82344554446682,69.8445595854923
2024-12-24T14:10:00+05:30,51.8,52.8,37.55,41.25,50.79330674289393,55.302366345311164
2024-12-24T14:15:00+05:30,41.85,58.35,41.2,54.6,61.19508067281727,64.1428571428572
2024-12-24T14:20:00+05:30,54.45,56.35,49.8,50.75,57.42501843177527,62.102351313969606
2024-12-24T14:25:00+05:30,51,51,44.35,46,53.08010299034406,57.360742705570324
2024-12-24T14:30:00+05:30,46.3,48.75,43.15,47.7,54.4096184972483,60.702228224172885
