time,open,high,low,close,MA,Plot,Zero line,MACD Signal
2014-09-12T11:15:00+05:30,6559.05,6576.3,6557.5,6571.1,6562.406153846147,3.2581475009319547,0,3.2581475009319547
2014-09-12T12:15:00+05:30,6572.35,6580.35,6562.6,6570.1,6562.917692307686,3.5576547565024157,0,3.5576547565024157
2014-09-12T13:15:00+05:30,6569.9,6587.55,6566.05,6577.05,6563.47307692307,5.280130410449601,0,5.280130410449601
2014-09-12T14:15:00+05:30,6576.7,6599.05,6575.95,6592.15,6564.357692307686,9.746698887101957,0,9.746698887101957
2014-09-12T15:15:00+05:30,6592.35,6603.25,6587.8,6603.05,6565.279230769224,14.72663863850812,0,14.72663863850812
2014-09-15T09:15:00+05:30,6563.85,6564.2,6528.75,6548.2,6565.410769230763,4.203375674641393,0,4.203375674641393
2014-09-15T10:15:00+05:30,6548.95,6552.7,6530.45,6533.35,6565.025384615379,-5.813144071012175,0,NaN
2014-09-15T11:15:00+05:30,6533.3,6560.05,6532.85,6554.75,6564.836153846148,-6.57507204232661,0,NaN
2014-09-15T12:15:00+05:30,6553.7,6572.2,6547.3,6562.1,6564.420769230764,-5.0759151982838375,0,NaN
2014-09-15T13:15:00+05:30,6562.8,6570.1,6551.7,6565.85,6564.107692307687,-3.1176645558998644,0,NaN
2014-09-15T14:15:00+05:30,6565.05,6576.1,6549.35,6555.3,6563.480769230764,-4.349428785702912,0,NaN
2014-09-15T15:15:00+05:30,6554.7,6555.7,6545.65,6545.65,6562.526153846149,-7.25193962953108,0,NaN
2014-09-16T09:15:00+05:30,6539.1,6550.25,6517.55,6520.85,6561.443076923072,-14.677202055028829,0,NaN
2014-09-16T10:15:00+05:30,6521.3,6535.5,6521.3,6525.5,6560.4169230769185,-17.582845992471448,0,NaN
2014-09-16T11:15:00+05:30,6525.2,6536.15,6520.55,6521.4,6559.473846153842,-19.75346151053327,0,NaN
2014-09-16T12:15:00+05:30,6519.95,6522.85,6467.95,6483.35,6557.890769230764,-29.495151457600514,0,NaN
2014-09-16T13:15:00+05:30,6486.6,6488.9,6446,6453.2,6556.004615384611,-41.61330883971732,0,NaN
2014-09-16T14:15:00+05:30,6452.75,6461.45,6416.85,6420.35,6553.566923076918,-55.4230447578293,0,NaN
2014-09-16T15:15:00+05:30,6418.95,6422.95,6403.65,6406.5,6550.47538461538,-65.29088404945742,0,NaN
2014-09-17T09:15:00+05:30,6452.45,6453.1,6412.55,6448.9,6548.4607692307645,-59.07494952537763,0,NaN
2014-09-17T10:15:00+05:30,6448.8,6463.75,6435.35,6436.8,6546.381538461535,-56.331212843380854,0,NaN
2014-09-17T11:15:00+05:30,6436.9,6441.45,6417.6,6421.25,6544.259999999996,-56.590349040164256,0,NaN
2014-09-17T12:15:00+05:30,6421.15,6426.95,6400.85,6416.1,6542.31461538461,-56.17632487186984,0,NaN
2014-09-17T13:15:00+05:30,6416.9,6420.2,6397.4,6411.9,6540.403076923072,-55.14322061569692,0,NaN
2014-09-17T14:15:00+05:30,6412.4,6429.7,6408.9,6421.65,6538.367692307687,-50.44807136226882,0,NaN
2014-09-17T15:15:00+05:30,6420,6420.5,6405.65,6412.6,6536.230769230764,-48.169312404255834,0,NaN
2014-09-18T09:15:00+05:30,6394.7,6484.65,6386.2,6469.9,6534.64384615384,-31.622781210398898,0,NaN
2014-09-18T10:15:00+05:30,6469.6,6506.55,6467.25,6500.05,6533.529999999995,-13.45986457885283,0,NaN
2014-09-18T11:15:00+05:30,6500.15,6529.15,6494.1,6525.45,6532.899230769225,3.970461788710054,0,3.970461788710054
2014-09-18T12:15:00+05:30,6524.95,6545.45,6521,6545.45,6532.926153846149,19.119850334582225,0,19.119850334582225
2014-09-18T13:15:00+05:30,6545.8,6549.85,6538,6547.3,6533.342307692304,28.091073573851645,0,28.091073573851645
2014-09-18T14:15:00+05:30,6546.95,6563.55,6544.8,6561.3,6534.103076923073,35.943840811066366,0,35.943840811066366
2014-09-18T15:15:00+05:30,6562.15,6565.1,6553.55,6553.55,6534.559230769227,37.69411816649517,0,37.69411816649517
2014-09-19T09:15:00+05:30,6570.2,6575.15,6539.4,6555.35,6535.020769230765,37.98177377242155,0,37.98177377242155
2014-09-19T10:15:00+05:30,6555.4,6584.2,6551.4,6570.35,6535.634615384611,40.52093830385547,0,40.52093830385547
2014-09-19T11:15:00+05:30,6570.2,6570.65,6540.4,6560.9,6535.48615384615,38.516118868724334,0,38.516118868724334
2014-09-19T12:15:00+05:30,6561.15,6561.4,6538.3,6539.05,6535.103076923073,30.88174781678117,0,30.88174781678117
2014-09-19T13:15:00+05:30,6540.55,6556.1,6539.45,6548.7,6534.847692307689,27.59413518809197,0,27.59413518809197
2014-09-19T14:15:00+05:30,6549.35,6592.25,6544.55,6583.65,6535.241538461535,33.056555025134,0,33.056555025134
2014-09-19T15:15:00+05:30,6581.65,6583.95,6564.15,6567.05,6535.164615384611,31.349552545091683,0,31.349552545091683
2014-09-22T09:15:00+05:30,6531,6563.7,6524.55,6549.75,6534.5846153846105,25.205660492206334,0,25.205660492206334
2014-09-22T10:15:00+05:30,6550.55,6554.7,6533.45,6538.45,6533.837692307688,18.00916495261845,0,18.00916495261845
2014-09-22T11:15:00+05:30,6539.6,6550.35,6532.6,6545.4,6533.518461538458,14.751463993735342,0,14.751463993735342
2014-09-22T12:15:00+05:30,6545.65,6569.35,6544.25,6559.45,6533.369999999996,15.663439161591668,0,15.663439161591668
2014-09-22T13:15:00+05:30,6560,6587.7,6560,6577.85,6533.612307692304,20.097219765645605,0,20.097219765645605
2014-09-22T14:15:00+05:30,6578.95,6615.3,6578.95,6589.9,6534.121538461534,25.00260426441946,0,25.00260426441946
2014-09-22T15:15:00+05:30,6589.3,6598.4,6578.65,6580.25,6534.516923076919,24.870055096555916,0,24.870055096555916
2014-09-23T09:15:00+05:30,6597.15,6604.9,6567.85,6577.5,6534.699999999995,23.34581734144558,0,23.34581734144558
2014-09-23T10:15:00+05:30,6577.7,6582.55,6549.65,6563.05,6534.661538461534,18.244822589428622,0,18.244822589428622
2014-09-23T11:15:00+05:30,6563.75,6569.35,6550.6,6552.5,6534.767692307687,12.076926625055421,0,12.076926625055421
2014-09-23T12:15:00+05:30,6554.45,6556.45,6537,6540.6,6534.661538461534,5.1398805949556845,0,5.1398805949556845
2014-09-23T13:15:00+05:30,6540.7,6542.15,6495.25,6510.7,6534.119230769226,-6.326587823039517,0,NaN
2014-09-23T14:15:00+05:30,6511.6,6515.7,6484.15,6492.55,6533.308461538458,-17.363454874432136,0,NaN
2014-09-23T15:15:00+05:30,6492,6494.8,6481.7,6488.15,6532.695384615381,-24.517011036401527,0,NaN
2014-09-24T09:15:00+05:30,6478.4,6498.9,6463.05,6469.75,6531.613076923073,-32.4344890059574,0,NaN
2014-09-24T10:15:00+05:30,6470.2,6470.2,6445.85,6461.95,6530.169230769227,-38.037587177881505,0,NaN
