time,open,high,low,close,MA,Plot,Zero line,MACD Signal
2021-09-01T09:15:00+05:30,57765.92,57765.92,57277.88,57752.25,NaN,NaN,0,NaN
2021-09-01T09:30:00+05:30,57752.76,57783.34,57665.08,57773.62,NaN,NaN,0,NaN
2021-09-01T09:45:00+05:30,57776.33,57913.46,57745.02,57861.94,NaN,NaN,0,NaN
2021-09-01T10:00:00+05:30,57858.97,57918.71,57820.79,57828.29,NaN,NaN,0,NaN
2021-09-01T10:15:00+05:30,57834.47,57844.92,57662.07,57668.82,NaN,NaN,0,NaN
2021-09-01T10:30:00+05:30,57667.54,57746.46,57644.62,57724.22,NaN,NaN,0,NaN
2021-09-01T10:45:00+05:30,57724.44,57735.42,57559.85,57574.15,NaN,NaN,0,NaN
2021-09-01T11:00:00+05:30,57572.75,57614.39,57443.13,57518.39,NaN,NaN,0,NaN
2021-09-01T11:15:00+05:30,57518.57,57589.43,57449.16,57486.28,NaN,NaN,0,NaN
2021-09-01T11:30:00+05:30,57486.35,57527.83,57455.1,57508.7,NaN,NaN,0,NaN
2021-09-01T11:45:00+05:30,57508.66,57517.94,57397.44,57410.1,NaN,NaN,0,NaN
2021-09-01T12:00:00+05:30,57403.12,57487.08,57402.1,57432.87,NaN,NaN,0,NaN
2021-09-01T12:15:00+05:30,57434.03,57447.55,57363.32,57422.15,NaN,NaN,0,NaN
2021-09-01T12:30:00+05:30,57422.98,57446.37,57363.83,57440.97,NaN,NaN,0,NaN
2021-09-01T12:45:00+05:30,57442.45,57552.67,57434.88,57545.74,NaN,NaN,0,NaN
2021-09-01T13:00:00+05:30,57546.1,57576.25,57479.23,57491.55,NaN,NaN,0,NaN
2021-09-01T13:15:00+05:30,57491.65,57530.66,57436.37,57469.87,NaN,NaN,0,NaN
2021-09-01T13:30:00+05:30,57469.25,57533.02,57450.83,57499.7,NaN,NaN,0,NaN
2021-09-01T13:45:00+05:30,57501.3,57601.14,57494.8,57592.33,NaN,NaN,0,NaN
2021-09-01T14:00:00+05:30,57590.8,57600.74,57491.99,57502.27,NaN,NaN,0,NaN
2021-09-01T14:15:00+05:30,57501.66,57541.5,57490.85,57503.18,NaN,NaN,0,NaN
2021-09-01T14:30:00+05:30,57504.99,57524.73,57430.01,57460.64,NaN,NaN,0,NaN
2021-09-01T14:45:00+05:30,57460.86,57475.44,57381.98,57419.02,NaN,NaN,0,NaN
2021-09-01T15:00:00+05:30,57423.7,57470.39,57312.25,57315.74,NaN,NaN,0,NaN
2021-09-01T15:15:00+05:30,57314.98,57332.01,57263.9,57284.57,NaN,NaN,0,NaN
2021-09-02T09:15:00+05:30,57443.53,57509.82,57287.79,57500.92,NaN,NaN,0,NaN
2021-09-02T09:30:00+05:30,57502.17,57512.08,57422.6,57445.07,NaN,NaN,0,NaN
2021-09-02T09:45:00+05:30,57446.58,57491.19,57387.49,57471.64,NaN,NaN,0,NaN
2021-09-02T10:00:00+05:30,57470.99,57495.74,57453.15,57481.63,NaN,NaN,0,NaN
2021-09-02T10:15:00+05:30,57481.79,57485.96,57429.58,57460.76,NaN,-71.6119750605285,0,NaN
2021-09-02T10:30:00+05:30,57460.68,57519.46,57438.23,57510.84,NaN,-52.42034896508994,0,NaN
2021-09-02T10:45:00+05:30,57513.06,57541.45,57496.85,57531.26,NaN,-33.83481120738725,0,NaN
2021-09-02T11:00:00+05:30,57530.87,57573.21,57517.96,57568.86,NaN,-11.408673440062557,0,NaN
2021-09-02T11:15:00+05:30,57568.55,57616.67,57567.54,57611.5,NaN,14.285233413545939,0,14.285233413545939
2021-09-02T11:30:00+05:30,57609.64,57637.08,57587.21,57618.56,NaN,31.90003051765234,0,31.90003051765234
2021-09-02T11:45:00+05:30,57619.35,57661.83,57607.99,57639.98,NaN,47.957645259615674,0,47.957645259615674
2021-09-02T12:00:00+05:30,57640.19,57651.78,57592.43,57644.43,NaN,58.13696100709058,0,58.13696100709058
2021-09-02T12:15:00+05:30,57645.12,57671.72,57637.37,57660.42,NaN,67.53348134407133,0,67.53348134407133
2021-09-02T12:30:00+05:30,57660.49,57664.77,57601.06,57603.19,NaN,56.55693528876873,0,NaN
2021-09-02T12:45:00+05:30,57602.06,57702.84,57562.11,57680.09,NaN,69.16711225882318,0,69.16711225882318
2021-09-02T13:00:00+05:30,57681.66,57712.68,57641.3,57705.64,NaN,82.41233849264245,0,82.41233849264245
2021-09-02T13:15:00+05:30,57706.48,57727.92,57652.89,57675.02,NaN,80.66931101496448,0,NaN
2021-09-02T13:30:00+05:30,57665.71,57694.84,57621.35,57633.94,NaN,66.80442697479884,0,NaN
2021-09-02T13:45:00+05:30,57633.46,57734.03,57632.41,57710.93,NaN,77.41709226212697,0,77.41709226212697
2021-09-02T14:00:00+05:30,57718.91,57801.78,57717.89,57801.78,NaN,106.79290303782909,0,106.79290303782909
2021-09-02T14:15:00+05:30,57803.12,57881.14,57779.01,57865.58,NaN,139.9672172197097,0,139.9672172197097
2021-09-02T14:30:00+05:30,57866.73,57886.36,57824.13,57858.88,NaN,155.84545150046324,0,155.84545150046324
2021-09-02T14:45:00+05:30,57857,57887.85,57838.28,57868.15,NaN,164.88842661103263,0,164.88842661103263
2021-09-02T15:00:00+05:30,57869.41,57892.37,57839.06,57848.87,NaN,161.79934815072193,0,NaN
2021-09-02T15:15:00+05:30,57850.21,57873.65,57794.44,57831.48,NaN,151.7185390431987,0,NaN
2021-09-03T09:15:00+05:30,57985.4,58115.69,57939.42,58013.55,NaN,191.1123669321969,0,191.1123669321969
2021-09-03T09:30:00+05:30,58015.09,58060.87,57937.95,57992.13,NaN,205.81255277840683,0,205.81255277840683
2021-09-03T09:45:00+05:30,57992.24,58082.88,57968.24,58052.08,NaN,226.66992561199004,0,226.66992561199004
2021-09-03T10:00:00+05:30,58053.58,58100.53,58038.13,58078.51,NaN,241.90796618321474,0,241.90796618321474
2021-09-03T10:15:00+05:30,58078.65,58107.25,58000.01,58000.01,NaN,225.10678791187092,0,NaN
2021-09-03T10:30:00+05:30,57994.44,58018.22,57869.63,57869.65,NaN,174.74461677679938,0,NaN
2021-09-03T10:45:00+05:30,57868.32,57956.03,57836.33,57930.84,NaN,156.02692689091054,0,NaN
2021-09-03T11:00:00+05:30,57929.91,57932.65,57820.88,57844.91,NaN,117.89864874936757,0,NaN
2021-09-03T11:15:00+05:30,57844.87,57900.68,57797.21,57814.08,NaN,83.29663337616512,0,NaN
2021-09-03T11:30:00+05:30,57814.64,57846.29,57764.07,57812.79,57652.088833333335,59.578782210584905,0,NaN
2021-09-03T11:45:00+05:30,57812.5,57940.83,57798.5,57923.72,57654.94666666666,73.3256324038739,0,73.3256324038739
2021-09-03T12:00:00+05:30,57922.71,57959.01,57897.46,57951.77,57657.91583333334,87.862364085624,0,87.862364085624
2021-09-03T12:15:00+05:30,57950.82,57994.45,57949.62,57980.44,57659.89083333334,102.74575881003693,0,102.74575881003693
2021-09-03T12:30:00+05:30,57984.93,57998.55,57913.7,57918.87,57661.400499999996,93.26721447020827,0,NaN
2021-09-03T12:45:00+05:30,57918.62,58013.75,57915.07,58004.87,57667.00133333333,108.46839725891186,0,108.46839725891186
2021-09-03T13:00:00+05:30,58004.3,58039.08,57954.38,58034.75,57672.17683333333,123.64830916457868,0,123.64830916457868
2021-09-03T13:15:00+05:30,58032.6,58068.63,57998.05,58038.63,57679.91816666666,131.4992583280109,0,131.4992583280109
2021-09-03T13:30:00+05:30,58040.74,58140.33,58020.51,58118.37,57689.91783333333,155.00309203578945,0,155.00309203578945
2021-09-03T13:45:00+05:30,58119.56,58121.58,58014.28,58022.96,57698.8625,140.68014763771498,0,NaN
2021-09-03T14:00:00+05:30,58022.18,58025.62,57830.33,57967.19,57706.504,113.73024365531455,0,NaN
2021-09-03T14:15:00+05:30,57965.63,58001.02,57928.02,57998.58,57716.312000000005,102.91513700703217,0,NaN
2021-09-03T14:30:00+05:30,58000.84,58051.79,58000.2,58023.12,57726.14950000001,100.55377722623962,0,NaN
2021-09-03T14:45:00+05:30,58021.81,58045.93,57963.74,58003.05,57735.83116666667,91.52349312151637,0,NaN
2021-09-03T15:00:00+05:30,58000.88,58143.22,58000.88,58123.79,57747.2115,116.38044511810585,0,116.38044511810585
2021-09-03T15:15:00+05:30,58125.11,58194.79,58116.43,58137.66,57757.07683333333,133.1083195865649,0,133.1083195865649
2021-09-06T09:15:00+05:30,58417.24,58480.2,58356.43,58455.65,57773.14516666667,226.15939571556373,0,226.15939571556373
2021-09-06T09:30:00+05:30,58459.15,58515.85,58402.17,58402.17,57788.68350000001,264.95126264084683,0,264.95126264084683
2021-09-06T09:45:00+05:30,58401.09,58443.2,58334.28,58387.13,57803.474,279.40315249444393,0,279.40315249444393
2021-09-06T10:00:00+05:30,58383.21,58461.28,58366.22,58406.73,57817.04733333333,287.6763063279941,0,287.6763063279941
2021-09-06T10:15:00+05:30,58407.75,58418.26,58294.12,58324.35,57830.74866666667,264.5041591203553,0,NaN
2021-09-06T10:30:00+05:30,58324.57,58324.57,58233.44,58269.81,57843.52583333333,229.7031606656892,0,NaN
2021-09-06T10:45:00+05:30,58269.25,58309.45,58247.78,58270.74,57857.0275,203.30945924953994,0,NaN
2021-09-06T11:00:00+05:30,58270.56,58336.43,58258.06,58286.07,57871.478333333325,186.5975925760431,0,NaN
2021-09-06T11:15:00+05:30,58282.66,58304.74,58264.2,58279.27,57887.53716666667,170.33432964899112,0,NaN
2021-09-06T11:30:00+05:30,58279.58,58282.48,58200.29,58238.05,57903.4285,145.44790051924065,0,NaN
2021-09-06T11:45:00+05:30,58237.95,58335.72,58231.92,58307.64,57916.87383333334,145.50640922284947,0,145.50640922284947
2021-09-06T12:00:00+05:30,58307.45,58330.34,58262.05,58280.08,57930.79066666667,135.0051262805282,0,NaN
2021-09-06T12:15:00+05:30,58281.25,58299.17,58258.12,58299.17,57944.582833333334,130.68432345024485,0,NaN
