Signal Generated At,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,Qty,ROI%,Trade Year,Trade Month
2023-12-26 11:15:00,2023-12-26 12:15:00,10315.6,10293.9,10293.9,2023-12-26 13:15:00,10293.9,-21.7,-23.87,465.314669,-1.110706115,2023,12
2023-12-27 13:15:00,2023-12-27 14:15:00,10304.95,10264.7,10351.89375,2023-12-29 09:15:00,10348.1,43.15,38.835,465.7955643,1.808917074,2023,12
2023-12-29 10:15:00,2023-12-29 11:15:00,10380,10346.2,10346.2,2023-12-29 13:15:00,10346.2,-33.8,-37.18,462.4277457,-1.719306358,2023,12
2024-01-01 10:15:00,2024-01-01 11:15:00,10431.7,10410.5,10410.5,2024-01-02 10:15:00,10410.5,-21.2,-23.32,460.1359318,-1.073036993,2024,1
2024-01-04 10:15:00,2024-01-04 11:15:00,10517.05,10471.5,10556.11875,2024-01-05 13:15:00,10523.65,6.6,5.94,456.4017476,0.2711026381,2024,1
2024-01-08 12:15:00,2024-01-08 13:15:00,10475,10456.75,10456.75,2024-01-08 14:15:00,10456.75,-18.25,-20.075,458.2338902,-0.9199045346,2024,1
2024-01-12 11:15:00,2024-01-12 12:15:00,10504.1,10481.4,10639.775,2024-01-16 11:15:00,10604.45,100.35,90.315,456.9644234,4.12707419,2024,1
2024-01-16 13:15:00,2024-01-16 14:15:00,10556.7,10483.9,10483.9,2024-01-17 09:15:00,10483.9,-72.8,-80.08,454.6875444,-3.641137856,2024,1
2024-01-20 12:15:00,2024-01-20 13:15:00,10653,10617.85,10617.85,2024-01-20 14:15:00,10617.85,-35.15,-38.665,450.5773022,-1.742157139,2024,1
2024-01-29 13:15:00,2024-01-29 14:15:00,10669.2,10631.8,10672.9,2024-02-01 09:15:00,10657.2,-12,-13.2,449.8931504,-0.5938589585,2024,1
2024-02-01 13:15:00,2024-02-01 14:15:00,10626.55,10565.4,10736.15,2024-02-02 15:15:00,10728.05,101.5,91.35,451.698811,4.126268638,2024,2
2024-02-05 11:15:00,2024-02-05 12:15:00,10785.3,10762.1,10762.1,2024-02-05 13:15:00,10762.1,-23.2,-25.52,445.0502072,-1.135768129,2024,2
2024-02-06 12:15:00,2024-02-06 13:15:00,10783.35,10744.65,10877.59375,2024-02-08 13:15:00,10867.55,84.2,75.78,445.1306876,3.373200351,2024,2
