time,open,high,low,close,MA,MA,EMA
2024-11-28T15:15:00+05:30,23915.35,23959.45,23913.4,23957.45,24128.69558823523,24197.479411764605,24032.202686522724
2024-11-29T09:15:00+05:30,23962.6,24049.35,23947.35,24003.1,24122.027941176406,24192.20294117637,24031.42661488212
2024-11-29T09:45:00+05:30,24002.85,24072.15,23969,23969,24117.07058823523,24188.688235294012,24029.76190515193
2024-11-29T10:15:00+05:30,23970.1,24132.65,23962.85,24082.35,24111.5985294117,24187.133823529308,24031.164254347877
2024-11-29T10:45:00+05:30,24082.8,24144.45,24082.4,24120.9,24110.333823529345,24185.919117646958,24033.557207565267
2024-11-29T11:15:00+05:30,24120.6,24143.05,24088.65,24103.25,24108.638235294053,24184.15147058813,24035.415682030194
2024-11-29T11:45:00+05:30,24102.95,24123.3,24074.35,24120.2,24105.589705882285,24180.94852941166,24037.676597176054
2024-11-29T12:15:00+05:30,24120.25,24123.75,24089.8,24106.1,24103.099999999933,24177.52647058813,24039.50122125136
2024-11-29T12:45:00+05:30,24106.25,24131.95,24089.4,24118.3,24100.33970588228,24175.380882352838,24041.60252201799
2024-11-29T13:15:00+05:30,24119.2,24157.45,24111.15,24146.05,24099.324999999928,24172.1044117646,24044.387788097512
2024-11-29T13:45:00+05:30,24146.2,24151.4,24105.15,24107.5,24097.524999999932,24169.907352941074,24046.070780414913
2024-11-29T14:15:00+05:30,24107.55,24188.45,24096.25,24161.9,24095.31911764699,24169.46176470578,24049.15955960385
2024-11-29T14:45:00+05:30,24162.15,24167.2,24109.7,24127.25,24093.445588235227,24168.224999999897,24051.241971347747
2024-11-29T15:15:00+05:30,24127.3,24144.8,24111.95,24123.65,24091.145588235227,24166.173529411662,24053.172852111806
2024-12-02T09:15:00+05:30,24154.65,24154.65,24008.65,24120.55,24086.644117646993,24164.285294117544,24054.96957605549
2024-12-02T09:45:00+05:30,24119.6,24147.3,24079.75,24118.35,24083.172058823464,24159.65147058813,24056.65972069401
2024-12-02T10:15:00+05:30,24117.7,24182.6,24098.2,24122.1,24077.708823529345,24155.3544117646,24058.404794808837
2024-12-02T10:45:00+05:30,24121,24134.5,24103.05,24130.8,24071.930882352877,24149.27647058813,24060.335333613933
2024-12-02T11:15:00+05:30,24130.5,24158.85,24126.9,24155.25,24067.263235294056,24143.52058823519,24062.86639138423
2024-12-02T11:45:00+05:30,24155.4,24169.6,24122.9,24140.6,24062.769117646996,24139.376470588133,24064.939287613983
2024-12-02T12:15:00+05:30,24140.8,24190.35,24138.3,24171.3,24059.260294117586,24136.313235294016,24067.77557327761
2024-12-02T12:45:00+05:30,24171.65,24187.4,24153.1,24162.2,24055.907352941114,24133.544117646958,24070.293557990208
2024-12-02T13:15:00+05:30,24162.05,24181.6,24139.65,24180.3,24052.53382352935,24129.383823529308,24073.22706311047
2024-12-02T13:45:00+05:30,24180.2,24262.2,24162.6,24249,24049.439705882294,24126.926470588132,24077.914341427524
2024-12-02T14:15:00+05:30,24248.85,24301.35,24246.1,24293.75,24054.672058823468,24125.976470588135,24083.669958989456
2024-12-02T14:45:00+05:30,24295.5,24301.7,24252.8,24275.55,24060.502941176408,24130.919117646958,24088.786760083072
2024-12-02T15:15:00+05:30,24274.65,24280.1,24259,24275.25,24067.029411764644,24136.499999999898,24093.759113147524
2024-12-03T09:15:00+05:30,24377.1,24377.9,24280,24317.6,24073.897058823466,24143.932352941076,24099.72820346359
2024-12-03T09:45:00+05:30,24318,24348.4,24300.05,24336.95,24082.779411764644,24151.35147058813,24106.054118037893
2024-12-03T10:15:00+05:30,24336.8,24415.4,24335.3,24407.45,24093.53382352935,24162.467647058722,24114.091341556883
2024-12-03T10:45:00+05:30,24407.75,24425.7,24394.9,24416.75,24106.194117646995,24174.626470588133,24122.162239115365
2024-12-03T11:15:00+05:30,24416.95,24439.15,24414.55,24421.95,24122.111764705824,24185.341176470487,24130.156579405622
2024-12-03T11:45:00+05:30,24421,24445.8,24400.45,24419.75,24136.819117647,24198.17794117637,24137.87907062147
2024-12-03T12:15:00+05:30,24418.95,24438,24382.65,24437.6,24151.479411764645,24212.704411764604,24145.87162873823
2024-12-03T12:45:00+05:30,24437.3,24442.15,24409.75,24412.15,24166.07794117641,24226.901470588135,24152.97238530521
2024-12-03T13:15:00+05:30,24412.65,24466.3,24401.1,24447.5,24179.4235294117,24239.164705882253,24160.826455030405
2024-12-03T13:45:00+05:30,24446.75,24475,24444.7,24461.75,24193.414705882285,24251.013235294016,24168.85108289626
2024-12-03T14:15:00+05:30,24462.15,24481.35,24439.85,24455.4,24207.44411764699,24261.26911764696,24176.492387352362
2024-12-03T14:45:00+05:30,24455.7,24474.75,24449.25,24461.35,24218.233823529346,24270.983823529314,24184.0885903563
2024-12-03T15:15:00+05:30,24462.45,24466.1,24432.75,24445.85,24228.354411764638,24280.48529411755,24191.068894613465
2024-12-04T09:15:00+05:30,24501.15,24562.2,24446.85,24561.55,24239.31029411758,24293.39411764696,24200.948390757105
2024-12-04T09:45:00+05:30,24560.8,24573.2,24536.1,24542.85,24252.436764705813,24306.61323529402,24210.065767003583
2024-12-04T10:15:00+05:30,24542.45,24551.35,24508.75,24529.75,24264.770588235227,24318.948529411664,24218.590679883488
2024-12-04T10:45:00+05:30,24529.4,24556.2,24515.85,24529.55,24276.673529411695,24330.676470588136,24226.882928419927
2024-12-04T11:15:00+05:30,24529.45,24552.9,24521.4,24540.8,24288.916176470524,24342.48529411755,24235.25405032873
2024-12-04T11:45:00+05:30,24541,24544.9,24366.3,24449.7,24296.85882352935,24352.96911764696,24240.97260898663
2024-12-04T12:15:00+05:30,24450,24497.5,24432.1,24439.9,24306.341176470527,24362.68382352931,24246.277339413653
2024-12-04T12:45:00+05:30,24440.55,24488.25,24437.95,24481.2,24315.929411764642,24372.785294117548,24252.541943695956
2024-12-04T13:15:00+05:30,24482.85,24530.25,24462.05,24510.05,24329.26470588229,24383.832352941074,24259.4088251974
2024-12-04T13:45:00+05:30,24511.7,24541.85,24504.5,24532.4,24341.757352941117,24395.43676470578,24266.6885898588
2024-12-04T14:15:00+05:30,24532.6,24536.3,24435.25,24470.8,24351.670588235233,24405.839705882252,24272.1315607959
2024-12-04T14:45:00+05:30,24470.85,24479.35,24417.25,24467.95,24360.91176470582,24415.982352941075,24277.353385841343
2024-12-04T15:15:00+05:30,24467.9,24482.4,24456.45,24461.55,24370.604411764645,24425.498529411663,24282.26529555224
2024-12-05T09:15:00+05:30,24512.2,24539.95,24449.5,24473.15,24380.21029411759,24436.391176470486,24287.35555433751
2024-12-05T09:45:00+05:30,24472.85,24482.4,24396.2,24400.1,24387.795588235233,24444.980882352836,24290.36207288851
2024-12-05T10:15:00+05:30,24400.35,24428.8,24368.4,24414.95,24394.12794117641,24452.08088235284,24293.684417611483
