time,open,high,low,close
2021-05-03T09:15:00+05:30,36580.08,36926.44,36483.21,36903.37
2021-05-03T09:30:00+05:30,36890.02,36894.31,36677.41,36842.73
2021-05-03T09:45:00+05:30,36850.8,36921.19,36789.82,36824.85
2021-05-03T10:00:00+05:30,36823.23,36856.38,36723.9,36763.09
2021-05-03T10:15:00+05:30,36771.89,36819.51,36694.84,36770.05
2021-05-03T10:30:00+05:30,36776.83,36986.07,36738.97,36964.48
2021-05-03T10:45:00+05:30,36977.75,37091.71,36890.49,36953.68
2021-05-03T11:00:00+05:30,36953.03,36968.66,36875.81,36962.35
2021-05-03T11:15:00+05:30,36956.42,37027.08,36925.39,36935.36
2021-05-03T11:30:00+05:30,36948.48,36948.48,36810.31,36813.46
2021-05-03T11:45:00+05:30,36814.09,36842.86,36743.7,36819.35
2021-05-03T12:00:00+05:30,36820.51,36853.49,36789.47,36831.61
2021-05-03T12:15:00+05:30,36825.64,36833.37,36682.21,36713.19
2021-05-03T12:30:00+05:30,36711.07,36756.8,36654.88,36683.14
2021-05-03T12:45:00+05:30,36683.42,36822.74,36671.43,36804.71
2021-05-03T13:00:00+05:30,36806.92,36856.69,36746.07,36845.95
2021-05-03T13:15:00+05:30,36841.37,36894.06,36333.73,36495.98
2021-05-03T13:30:00+05:30,36506.59,36554.93,36427.72,36482.69
2021-05-03T13:45:00+05:30,36492.52,36623.47,36425.4,36585.47
2021-05-03T14:00:00+05:30,36598.78,36598.78,36504.33,36528.89
2021-05-03T14:15:00+05:30,36531.59,36846.03,36513.77,36806.74
2021-05-03T14:30:00+05:30,36838.71,37052.81,36838.71,37015.3
2021-05-03T14:45:00+05:30,37032.45,37060.1,36899.88,36940.44
2021-05-03T15:00:00+05:30,36948.52,37039.5,36862.71,36939.66
2021-05-03T15:15:00+05:30,36940.68,37080.89,36912.68,37059.38
2021-05-04T09:15:00+05:30,37156.39,37407.18,37156.39,37295.95
2021-05-04T09:30:00+05:30,37282,37409.08,37207.88,37217.05
2021-05-04T09:45:00+05:30,37201.97,37380.17,37037.73,37380.17
2021-05-04T10:00:00+05:30,37367.04,37472.46,37365.56,37385.15
2021-05-04T10:15:00+05:30,37381.94,37438.61,37326.05,37385.57
2021-05-04T10:30:00+05:30,37375.82,37479.8,37375.82,37396.45
2021-05-04T10:45:00+05:30,37394.57,37449.75,37379.79,37402.22
2021-05-04T11:00:00+05:30,37404.65,37544.8,37393.4,37501.84
2021-05-04T11:15:00+05:30,37512.11,37522.9,37449.52,37458.67
2021-05-04T11:30:00+05:30,37458.21,37589.94,37454.37,37584.28
2021-05-04T11:45:00+05:30,37577.99,37591.26,37506.85,37544.02
2021-05-04T12:00:00+05:30,37552.1,37590.13,37470.91,37502.16
2021-05-04T12:15:00+05:30,37499.56,37556.46,37430.45,37536.58
2021-05-04T12:30:00+05:30,37546.54,37567.94,37464.4,37528.23
2021-05-04T12:45:00+05:30,37527.8,37556.49,37473.74,37502.75
2021-05-04T13:00:00+05:30,37505.82,37505.82,37155.73,37166.72
2021-05-04T13:15:00+05:30,37114.21,37204.34,37008.08,37204.34
2021-05-04T13:30:00+05:30,37214.69,37256.98,37129.53,37188.7
2021-05-04T13:45:00+05:30,37192.54,37306.26,37165.58,37237.04
2021-05-04T14:00:00+05:30,37238.68,37303.05,37102.03,37185.98
2021-05-04T14:15:00+05:30,37194.81,37244.81,37153.45,37226.42
2021-05-04T14:30:00+05:30,37262.96,37290.18,36760.51,36769.43
2021-05-04T14:45:00+05:30,36746.48,36879.83,36683.31,36704.64
2021-05-04T15:00:00+05:30,36702.59,36835.29,36671.09,36821.08
2021-05-04T15:15:00+05:30,36820.61,36821.27,36726.36,36776.24
2021-05-05T09:15:00+05:30,37130.64,37139.72,36904.5,36980.05
2021-05-05T09:30:00+05:30,36983.11,37067.14,36952.4,36966.33
2021-05-05T09:45:00+05:30,36969.48,37022.36,36874.3,37021.53
2021-05-05T10:00:00+05:30,37048.05,37144.63,36520.52,36978.44
2021-05-05T10:15:00+05:30,36976.87,37063.64,36892.17,37063.64
2021-05-05T10:30:00+05:30,37065.99,37223.96,37035.94,37159.27
2021-05-05T10:45:00+05:30,37167.69,37265.95,37166.67,37208.31
2021-05-05T11:00:00+05:30,37202.82,37246,37057.94,37093.81
2021-05-05T11:15:00+05:30,37084.33,37086.79,36971.57,37081.83
2021-05-05T11:30:00+05:30,37094.45,37134.74,37025.56,37064.85
2021-05-05T11:45:00+05:30,37068.89,37138.26,37053.96,37119.26
2021-05-05T12:00:00+05:30,37114.27,37191.59,37035.15,37139.57
2021-05-05T12:15:00+05:30,37124.75,37174.53,37090.67,37158.7
2021-05-05T12:30:00+05:30,37152.5,37164.89,37050.28,37095.73
2021-05-05T12:45:00+05:30,37094.36,37343.42,37067.43,37308.68
2021-05-05T13:00:00+05:30,37330.28,37426.8,37268.53,37344.93
2021-05-05T13:15:00+05:30,37334.2,37393.16,37243.93,37288.89
2021-05-05T13:30:00+05:30,37293.17,37335.21,37216.99,37288.58
2021-05-05T13:45:00+05:30,37287.04,37320.64,37238.07,37268.71
