time,open,high,low,close,MA,MA,Shapes,Volume
1991-10-04,36.82899907,37.42779907,35.93069807,36.23020207,36.92256242350001,37.51516938055557,1,0
1991-10-07,36.97869907,37.72729908,36.97869907,37.12839907,37.05355989875001,37.66488046416667,1,0
1991-10-09,36.23020207,36.82899907,35.93069807,36.82899907,37.184557374000015,37.78963877000001,1,0
1991-10-10,37.42779907,38.32609908,37.12839907,37.87699908,37.35298237450001,37.92271649250001,1,0
1991-10-11,37.57759908,38.32609908,37.57759908,37.87699908,37.50643735000001,38.05579421500001,1,0
1991-10-14,38.02669908,38.02669908,36.97869907,37.42779907,37.64866232525001,38.159758048333345,1,0
1991-10-15,37.27809907,37.72729908,36.97869907,37.57759908,37.779659800750004,38.24293296527779,1,0
1991-10-16,37.87699908,38.62550008,37.87699908,38.32609908,37.91065725100001,38.30947188222223,1,0
1991-10-18,38.62550008,38.77520008,38.17639908,38.32609908,38.04165470125001,38.35937468805557,1,0
1991-10-21,37.57759908,38.17639908,37.57759908,38.17639908,38.15393715150001,38.39680246611112,1,0
1991-10-22,37.57759908,38.17639908,37.57759908,38.17639908,38.24376457675,38.43423024416668,1,0
1991-10-23,38.47580008,38.86510108,38.17639908,38.80519908,38.315627102,38.50991913333334,1,0
1991-10-24,39.82320008,40.42210008,39.16450108,39.22440008,38.382997152250006,38.588932966944455,1,0
1991-10-29,40.36220208,41.08079908,40.00289908,41.02090108,38.487794702500004,38.68874135611112,1,0
1991-10-30,40.72150008,40.87120108,39.82320008,39.82320008,38.56264972775,38.73448582833335,1,0
1991-10-31,40.42210008,41.32040008,40.42210008,40.72150008,38.678677253000004,38.75943860611112,1,0
1991-11-01,41.32040008,41.61980108,40.72150008,41.17060108,38.798444728250004,38.80518307833334,1,0
1991-11-05,41.32040008,41.32040008,39.97290008,39.97290008,38.8620722535,38.80934141166668,1,0
1991-11-08,40.57180008,40.57180008,39.67350008,39.82320008,38.9032422785,38.82597474500001,1,0
1991-11-11,39.52380008,39.82320008,38.92499908,39.67350008,38.899499778499994,38.85092752277778,1,0
1991-11-12,39.52380008,39.67350008,39.07469908,39.22440008,38.8920147785,38.86756363388889,1,0
1991-11-13,38.62550008,39.37410008,38.47580008,38.92499908,38.8695597535,38.846771939444444,1,0
1991-11-14,38.77520008,38.77520008,38.32609908,38.62550008,38.8545872535,38.813502495,1,0
1991-11-15,38.02669908,38.02669908,36.67929807,37.72729908,38.8283897285,38.76775802277778,1,0
1991-11-18,36.82899907,37.12839907,36.08039907,36.37990207,38.77224977825,38.65963307805556,1,0
1991-11-19,37.12839907,37.42779907,36.82899907,37.42779907,38.716107253000004,38.55982468888889,0,0
1991-11-20,37.27809907,37.27809907,35.33190207,35.48160207,38.60756730275,38.435066410833336,0,0
1991-11-22,35.63130207,35.63130207,33.68510107,34.28390107,38.480312327499995,38.28535532722222,0,0
1991-11-26,33.98450107,34.13420107,32.78680007,32.93650107,38.29691485225,38.11900816027779,0,0
1991-11-27,32.93650107,34.13420107,32.93650107,33.53540007,38.109777326999996,37.98593318777778,0,0
1991-11-28,33.23590107,34.13420107,33.23590107,33.53540007,37.948839826749996,37.857016548611114,0,0
1991-11-29,33.83480107,34.43360107,33.83480107,34.13420107,37.810357351499995,37.78216104861111,0,0
1991-12-02,34.58330207,34.58330207,33.53540007,33.83480107,37.68310240125,37.6366083261111,0,0
1991-12-03,33.83480107,33.83480107,32.78680007,33.23590107,37.55584745099999,37.48273890916666,0,0
1991-12-04,32.93650107,32.93650107,32.33770006,32.48740006,37.41362247549999,37.31639446416666,0,0
1991-12-05,32.03820006,32.33770006,31.43940006,32.03820006,37.29385250025,37.166683380555554,0,0
1991-12-06,32.33770006,32.93650107,32.33770006,32.93650107,37.140397549999996,37.075191686111104,0,0
1991-12-09,32.78680007,33.08620107,31.73880006,32.03820006,36.971972549499995,36.93379726916666,0,0
1991-12-10,31.73880006,32.18800006,31.28970006,32.18800006,36.814777549,36.80488062999999,0,0
1991-12-11,32.03820006,32.63710007,31.88850006,32.18800006,36.68378257374999,36.64685287944444,0,0
1991-12-12,32.33770006,32.33770006,31.58910006,31.88850006,36.575240023499994,36.48050568444444,0,0
1991-12-16,31.73880006,33.38560107,31.73880006,33.23590107,36.47792757349999,36.36406407333333,0,0
1991-12-17,33.38560107,33.53540007,32.63710007,32.63710007,36.37313009849999,36.22682798972222,0,0
1991-12-18,32.78680007,33.08620107,32.63710007,32.78680007,36.245875123249995,36.07295857277777,0,0
1991-12-19,33.08620107,33.83480107,32.78680007,33.38560107,36.133590172999995,35.93572251694444,0,0
1991-12-20,33.53540007,33.98450107,33.08620107,33.53540007,36.03628019799999,35.80680587777777,0,0
1991-12-23,33.98450107,33.98450107,33.53540007,33.83480107,35.942710247749986,35.686205933055554,0,0
1991-12-24,34.43360107,34.43360107,33.83480107,33.98450107,35.83417029749999,35.552297655,0,0
1992-01-01,34.43360107,34.58330207,33.68510107,34.28390107,35.733115347249985,35.41506157138888,0,0
1992-01-02,34.73310107,34.73310107,33.83480107,34.28390107,35.63580289699999,35.227922682222214,0,0
1992-01-03,34.73310107,35.63130207,34.73310107,35.03250107,35.55720544674999,35.09484770972222,0,0
1992-01-06,35.78099807,35.78099807,34.58330207,34.73310107,35.455402996499984,34.928503292777776,0,0
1992-01-07,34.43360107,34.73310107,33.83480107,34.43360107,35.33563302124999,34.74136440361111,0,0
1992-01-08,34.13420107,34.88280107,33.98450107,34.58330207,35.17469304599999,34.59165334777777,0,0
1992-01-09,34.58330207,34.58330207,34.13420107,34.28390107,35.03621057074999,34.43778393083332,0,0
1992-01-13,34.13420107,36.97869907,34.13420107,35.93069807,34.91644052049999,34.33381720833333,0,0
1992-01-14,35.63130207,36.37990207,35.33190207,36.23020207,34.79293054524999,34.25064504138888,0,0
1992-01-15,37.12839907,37.12839907,36.23020207,36.52959807,34.70684799499999,34.18410612444443,0,0
1992-01-16,35.93069807,36.37990207,35.63130207,35.63130207,34.602050544749986,34.10093395749999,0,0
1992-01-20,34.73310107,35.48160207,34.73310107,35.33190207,34.49351059449999,34.03439515166666,0,0
1992-01-21,37.12839907,37.57759908,36.23020207,36.52959807,34.42614054424999,34.03855337388888,0,0
1992-01-22,36.23020207,36.82899907,36.08039907,36.67929807,34.369998018999986,34.01776167944443,0,0
1992-01-23,38.32609908,38.32609908,37.12839907,37.27809907,34.336312993749985,34.06766437388888,0,0
1992-01-24,36.82899907,37.27809907,36.52959807,36.82899907,34.313855493499986,34.13836154055554,0,0
1992-01-27,36.23020207,36.82899907,36.08039907,36.52959807,34.31759789349998,34.23816979055554,0,0
1992-01-29,36.52959807,37.27809907,36.52959807,37.12839907,34.31011289349998,34.33797531833332,0,0
1992-01-30,37.57759908,38.62550008,37.12839907,38.32609908,34.38122531874998,34.47105029083332,0,0
1992-01-31,37.72729908,38.47580008,37.57759908,38.17639908,34.47853776899998,34.58333356888887,0,0
1992-02-03,35.93069807,37.72729908,35.93069807,36.52959807,34.56836519399998,34.65818904111109,0,0
1992-02-04,36.52959807,37.42779907,36.52959807,37.42779907,34.66567516899998,34.77463065222221,0,0
1992-02-05,37.72729908,38.32609908,37.12839907,37.72729908,34.77047264424998,34.920183402777766,0,0
1992-02-06,38.32609908,38.32609908,37.42779907,38.02669908,34.86778509449998,35.08653059777776,0,0
1992-02-07,38.32609908,38.92499908,36.82899907,37.12839907,34.95012504449998,35.202972208888866,0,0
1992-02-10,37.12839907,37.72729908,36.52959807,37.42779907,35.054922494499976,35.35268329249998,0,0
1992-02-12,38.92499908,39.52380008,38.02669908,38.02669908,35.193404969999975,35.51486937638887,0,0
1992-02-13,37.72729908,38.92499908,37.72729908,38.92499908,35.36557494549997,35.70200823805554,0,0
1992-02-17,39.22440008,41.32040008,38.92499908,41.32040008,35.57517242074998,35.96400546083331,0,0
1992-02-18,41.32040008,41.47010008,40.42210008,40.42210008,35.784769921249975,36.16362209999998,1,0
1992-02-19,40.12270008,40.12270008,38.32609908,39.82320008,35.97564992174998,36.36323598916665,1,0
1992-02-20,40.12270008,41.02090108,39.82320008,40.27240008,36.177759922249976,36.57116932277776,1,0
1992-02-21,39.52380008,41.02090108,39.22440008,40.57180008,36.394842422749974,36.770785961944426,1,0
1992-02-24,41.32040008,41.32040008,40.27240008,40.72150008,36.58198239799997,36.9703998511111,1,0
1992-02-26,42.51800208,44.01509909,42.51800208,43.11690109,36.84397742349998,37.22823596277775,1,0
1992-02-27,44.91339909,47.15910009,43.71569809,46.11109909,37.17708489899998,37.56508590777776,1,0
1992-02-28,47.9076001,48.8059011,45.51229909,48.5065001,37.55510737474997,37.960158103055534,1,0
1992-03-02,52.0996021,52.0996021,48.5065001,50.9019011,37.98926990049998,38.421769214999976,1,0
1992-03-03,50.3030011,52.0996021,49.7042011,51.2013021,38.423432426249974,38.87090257694442,1,0
1992-03-10,49.1053011,49.1053011,45.51229909,48.5065001,38.786482401999976,39.25349699444442,1,0
1992-03-11,44.91339909,47.9076001,44.91339909,46.70999909,39.09713485249998,39.59450805055553,1,0
1992-03-12,47.6082001,49.1053011,47.30880009,48.5065001,39.452699828249976,39.98126355138887,1,0
1992-03-13,48.5065001,50.3030011,48.5065001,49.7042011,39.81949232899997,40.40960521888886,1,0
1992-03-16,50.3030011,51.5007021,50.3030011,50.3030011,40.20873982974997,40.80883585861109,1,0
1992-03-17,50.3030011,51.5007021,50.3030011,50.3030011,40.60547483049997,41.19974694277775,1,0
1992-03-18,49.7042011,50.9019011,48.5065001,49.1053011,40.968524806249974,41.549072026944415,1,0
1992-03-20,49.7042011,49.7042011,48.8059011,49.7042011,41.354032306999976,41.93998588888886,1,0
1992-03-24,52.69839911,57.48920111,51.5007021,55.09380011,41.83310985799998,42.488927501111085,1,0
1992-03-25,52.0996021,57.48920111,52.0996021,57.48920111,42.36458483399998,43.071138696666644,1,0
1992-03-27,55.69260011,56.29150011,52.0996021,56.29150011,42.85863238499998,43.61592208666664,1,0
1992-03-30,62.87879913,62.87879913,58.68690112,59.88460212,43.46496488624997,44.2438805047222,1,0
1992-03-31,61.68109912,64.67530113,61.08219912,61.08219912,44.10872231249998,44.917580506111086,1,0
1992-04-02,62.87879913,65.27420013,60.78279912,61.68109912,44.73750983874997,45.61623331305553,1,0
1992-04-03,59.88460212,64.67530113,58.08800112,61.68109912,45.36255486499997,46.29825275888887,1,0
1992-04-06,60.48339812,60.78279912,58.08800112,60.48339812,45.94268734124997,46.91373328777775,1,0
1992-04-07,59.28570212,61.08219912,58.98630112,61.08219912,46.54901734249997,47.55000551111109,1,0
1992-04-08,61.08219912,70.06490314,61.08219912,70.06490314,47.38739996925,48.48154176305555,1,0
1992-04-10,68.26840214,69.46610314,67.07070213,68.86720314,48.180870070999994,49.35485854277777,1,0
1992-04-13,65.87300113,67.07070213,63.47760013,63.47760013,48.809657597249995,50.070144683055545,1,0
1992-04-22,64.67530113,71.26260414,64.67530113,71.26260414,49.63681272375,50.993364268055544,1,0
1992-04-28,63.47760013,63.47760013,57.48920111,60.48339812,50.235657724999996,51.642114241666654,1,0
1992-04-29,59.88460212,61.08219912,56.89030111,59.88460212,50.79707780124999,52.265914326388874,1,0
1992-04-30,58.08800112,64.07650013,58.08800112,63.47760013,51.4408353275,52.97288379999999,1,0
1992-05-06,56.89030111,59.88460212,55.09380011,59.28570212,51.9723104035,53.53845888444443,1,0
1992-05-07,60.48339812,61.08219912,58.68690112,59.88460212,52.541215479749994,54.054131163333324,1,0
1992-05-11,57.48920111,57.48920111,55.09380011,56.89030111,53.02777803075001,54.51158119194443,1,0
1992-05-12,55.09380011,55.69260011,52.0996021,53.29729811,53.40954300650001,54.88586169277776,1,0
1992-05-13,55.69260011,58.68690112,55.09380011,55.69260011,53.82873303225,55.31420058249998,1,0
1992-05-14,56.29150011,56.29150011,52.69839911,54.49490011,54.158095532999994,55.7009533611111,1,0
1992-05-18,54.49490011,56.29150011,53.89609911,53.89609911,54.49494550874999,56.06691444527776,1,0
1992-05-19,55.09380011,56.29150011,53.89609911,55.69260011,54.8916805095,56.41623941805554,1,0
1992-05-20,54.49490011,55.69260011,54.19549911,55.09380011,55.262215510249995,56.66575889083332,1,0
1992-05-22,51.5007021,54.19549911,51.5007021,53.89609911,55.595322986,56.815469974444426,1,0
1992-05-25,53.29729811,53.89609911,52.69839911,52.99779911,55.902230461749994,56.87368936361109,1,0
1992-05-26,52.0996021,52.0996021,50.3030011,50.9019011,56.09685546199999,56.865372669166646,1,0
1992-05-27,52.69839911,52.69839911,49.1053011,49.7042011,56.18668301225,56.89864214138887,1,0
1992-05-28,49.1053011,49.7042011,45.51229909,49.1053011,56.20165303724999,56.96517830833332,1,0
1992-05-29,48.5065001,50.4527021,47.6082001,48.8059011,56.14925303724999,56.97349500277775,1,0
1992-06-01,47.30880009,49.7042011,47.30880009,49.4048001,56.10434048725,56.96517830833332,1,0
1992-06-02,49.1053011,52.69839911,49.1053011,52.3989981,56.20165293724999,57.0234004472222,1,0
