time,open,high,low,close,MA,MA,Shapes,Volume
1991-01-02,20.95960004,21.85790104,20.95960004,21.85790104,NaN,NaN,0,0
1991-01-03,20.95960004,21.85790104,20.95960004,21.85790104,NaN,NaN,0,0
1991-01-07,20.36080004,21.25900104,20.06130004,21.10930104,NaN,NaN,0,0
1991-01-09,21.25900104,21.25900104,20.06130004,20.51050004,NaN,NaN,0,0
1991-01-11,20.36080004,20.95960004,20.06130004,20.95960004,NaN,NaN,0,0
1991-01-14,20.66020004,20.66020004,20.06130004,20.36080004,NaN,NaN,0,0
1991-01-23,20.66020004,20.66020004,19.76190004,20.06130004,NaN,NaN,0,0
1991-01-24,19.76190004,19.76190004,19.46250004,19.76190004,NaN,NaN,0,0
1991-01-25,19.76190004,19.76190004,18.86360004,19.16309904,NaN,NaN,0,0
1991-01-31,20.06130004,20.06130004,19.31279904,19.46250004,NaN,NaN,0,0
1991-02-01,19.46250004,19.76190004,19.31279904,19.76190004,NaN,NaN,0,0
1991-02-04,20.36080004,20.66020004,19.76190004,20.06130004,NaN,NaN,0,0
1991-02-05,20.36080004,20.36080004,19.76190004,20.06130004,NaN,NaN,0,0
1991-02-06,20.06130004,20.21100004,19.91160004,20.06130004,NaN,NaN,0,0
1991-02-07,19.16309904,19.46250004,19.01330004,19.46250004,NaN,NaN,0,0
1991-02-08,19.16309904,19.31279904,18.86360004,18.86360004,NaN,NaN,0,0
1991-02-11,18.56419904,18.56419904,17.81570104,18.26479904,NaN,NaN,0,0
1991-02-13,17.66600004,17.96540104,17.21680103,17.21680103,NaN,NaN,0,0
1991-02-14,17.51619903,17.96540104,17.36650103,17.51619903,NaN,NaN,0,0
1991-02-15,17.81570104,17.96540104,17.06710103,17.66600004,NaN,NaN,0,0
1991-02-19,19.76190004,20.95960004,19.76190004,20.36080004,NaN,NaN,0,0
1991-02-20,19.46250004,19.91160004,19.16309904,19.91160004,NaN,NaN,0,0
1991-02-21,20.51050004,20.51050004,19.76190004,19.76190004,NaN,NaN,0,0
1991-02-22,20.66020004,20.95960004,20.36080004,20.66020004,NaN,NaN,0,0
1991-02-26,20.95960004,22.75610005,20.66020004,22.30699904,NaN,NaN,0,0
1991-02-27,22.75610005,23.20529905,21.85790104,23.05559905,NaN,NaN,0,0
1991-02-28,22.90580005,23.05559905,22.45669904,22.45669904,NaN,NaN,0,0
1991-03-04,22.15730104,22.75610005,20.66020004,22.45669904,NaN,NaN,0,0
1991-03-05,22.15730104,22.75610005,22.15730104,22.75610005,NaN,NaN,0,0
1991-03-07,20.95960004,21.85790104,20.95960004,21.85790104,NaN,NaN,0,0
1991-03-08,21.10930104,22.15730104,20.95960004,22.15730104,NaN,NaN,0,0
1991-03-11,21.55839904,21.85790104,21.25900104,21.70820004,NaN,NaN,0,0
1991-03-12,21.55839904,21.70820004,20.95960004,21.70820004,NaN,NaN,0,0
1991-03-13,21.40870104,21.85790104,21.25900104,21.70820004,NaN,NaN,0,0
1991-03-15,21.25900104,22.15730104,21.25900104,21.70820004,NaN,NaN,0,0
1991-03-18,21.25900104,21.55839904,20.95960004,21.25900104,NaN,20.552058373333335,0,0
1991-03-20,20.95960004,21.25900104,20.06130004,20.95960004,NaN,20.52710556777778,0,0
1991-03-21,20.36080004,21.10930104,20.36080004,20.95960004,NaN,20.502152762222224,0,0
1991-03-22,21.25900104,21.55839904,20.66020004,20.66020004,NaN,20.48967773444444,0,0
1991-03-25,20.66020004,20.95960004,20.36080004,20.95960004,20.58532754,20.502152734444444,0,0
1991-03-26,20.36080004,20.95960004,20.36080004,20.80990004,20.559127515,20.497994401111114,0,0
1991-03-27,20.66020004,21.25900104,20.66020004,20.66020004,20.529184989999997,20.50631106777778,0,0
1991-04-01,20.95960004,21.55839904,20.95960004,21.55839904,20.54041244,20.547897151111112,0,0
1991-04-02,21.85790104,22.45669904,21.85790104,22.45669904,20.589067415,20.622752678888887,0,0
1991-04-03,22.45669904,23.05559905,22.30699904,22.75610005,20.633979915250002,20.7225582625,0,0
1991-04-04,22.15730104,22.90580005,22.15730104,22.90580005,20.6976049155,20.818205485,0,0
1991-04-05,22.75610005,24.25330005,22.75610005,24.10350005,20.79865991575,20.93880548527778,0,0
1991-04-08,25.15150105,25.60070005,24.85210005,25.45089905,20.940884891000003,21.088516568888892,0,0
1991-04-09,25.15150105,26.34919905,25.15150105,25.45089905,21.098079891250002,21.2382276525,0,0
1991-04-11,25.45089905,25.90010105,25.45089905,25.90010105,21.2590199165,21.400416569444445,0,0
1991-04-12,26.79830005,27.54690006,26.64860005,26.79830005,21.43492991675,21.60418879194445,0,0
1991-04-15,27.54690006,28.14570006,27.09779905,27.24749905,21.614584892000003,21.837074875555558,1,0
1991-04-16,27.54690006,27.54690006,26.04980105,26.79830005,21.78300989225,22.07411657027778,1,0
1991-04-18,26.34919905,27.09779905,25.90010105,26.64860005,21.947692392500002,22.336110987500003,1,0
1991-04-19,26.64860005,27.39720005,26.64860005,26.94800005,22.134829892750002,22.59810546027778,1,0
1991-04-22,26.94800005,27.39720005,26.64860005,27.24749905,22.344427368000005,22.86425821055556,1,0
1991-04-23,26.79830005,27.09779905,26.64860005,26.94800005,22.561507393250004,23.047235988611114,1,0
1991-04-24,26.94800005,27.24749905,26.64860005,26.94800005,22.804787368750006,23.242691544444448,1,0
1991-04-25,27.39720005,27.54690006,26.79830005,26.94800005,23.040582394250002,23.442305433611114,1,0
1991-04-26,27.24749905,27.39720005,26.79830005,26.94800005,23.2726323945,23.616966545000004,1,0
1991-04-29,26.64860005,27.09779905,26.34919905,26.94800005,23.437312394750002,23.74588323972223,1,0
1991-04-30,26.64860005,26.94800005,26.49889905,26.64860005,23.605737395000002,23.84568882305556,1,0
1991-05-03,27.84630006,28.59490006,27.69660006,27.84630006,23.8078473955,23.995399962500002,1,0
1991-05-06,27.69660006,27.84630006,26.94800005,27.09779905,23.968787370750004,24.124319407222224,1,0
1991-05-07,26.79830005,27.39720005,26.64860005,27.09779905,24.088557371000004,24.244922157222224,1,0
1991-05-08,27.84630006,27.84630006,27.24749905,27.24749905,24.193354871000004,24.394633213055556,1,0
1991-05-09,27.09779905,27.24749905,26.94800005,27.09779905,24.309382371250003,24.53186926888889,1,0
1991-05-10,27.39720005,27.84630006,27.39720005,27.54690006,24.43663739675,24.694055380555557,1,0
1991-05-13,27.54690006,27.99600006,27.24749905,27.24749905,24.548922371750002,24.847924797500003,1,0
1991-05-14,27.24749905,27.39720005,26.94800005,27.39720005,24.687404847000003,25.00595257555556,1,0
1991-05-16,27.24749905,27.39720005,26.94800005,27.09779905,24.810917297250004,25.155663659166674,1,0
1991-05-17,27.24749905,27.54690006,27.09779905,27.09779905,24.945657272500004,25.31785249277778,1,0
1991-05-20,26.94800005,27.24749905,26.79830005,27.09779905,25.080397247750003,25.488358020833335,1,0
1991-05-21,27.09779905,27.69660006,27.09779905,27.54690006,25.226364748250006,25.67133857694445,1,0
1991-05-23,26.94800005,27.39720005,26.94800005,27.09779905,25.361104723500006,25.85016077166667,1,0
1991-05-27,26.94800005,27.24749905,26.79830005,26.94800005,25.50332969875,26.016505216388893,1,0
1991-05-29,26.94800005,26.94800005,26.94800005,26.94800005,25.653039699000004,26.187007994444453,1,0
1991-05-30,27.24749905,27.24749905,26.64860005,26.79830005,25.799007199250003,26.357510772500007,1,0
1991-05-31,26.49889905,28.74460006,26.34919905,27.24749905,25.963689674500007,26.51554132833334,1,0
1991-06-03,27.09779905,27.24749905,26.79830005,26.94800005,26.113399674750006,26.64029968972223,1,0
1991-06-04,26.79830005,27.24749905,26.79830005,26.94800005,26.266852175000007,26.7567413563889,1,0
1991-06-05,26.94800005,27.39720005,26.49889905,26.79830005,26.42030467525,26.8648663563889,1,0
1991-06-06,27.39720005,27.39720005,26.64860005,26.64860005,26.547559700500006,26.935563578611124,1,0
1991-06-07,26.94800005,27.09779905,26.34919905,26.64860005,26.652357225750006,26.968833050833346,1,0
1991-06-11,27.09779905,27.24749905,26.64860005,26.94800005,26.757154725750006,27.010419189722235,1,0
1991-06-12,27.24749905,27.39720005,26.94800005,27.39720005,26.869439725750006,27.05200527305557,1,0
1991-06-13,27.39720005,27.69660006,26.64860005,26.94800005,26.940552225750004,27.056163606388903,1,0
1991-06-17,27.84630006,27.84630006,27.24749905,27.39720005,26.98920975075,27.060321967500013,1,0
1991-06-18,27.84630006,28.44520006,27.39720005,28.29550006,27.060324776000005,27.101910856666684,1,0
1991-06-19,28.14570006,28.74460006,27.99600006,28.29550006,27.12020975125,27.147658079166682,1,0
1991-06-20,28.74460006,29.64290006,28.74460006,29.04400106,27.1763522765,27.205880329444458,1,0
1991-06-24,29.64290006,29.79260106,27.39720005,27.54690006,27.183837301750003,27.214197024166683,1,0
1991-06-25,27.24749905,27.99600006,27.24749905,27.99600006,27.213779802000005,27.24330813555557,1,0
1991-06-26,27.69660006,28.29550006,26.04980105,26.64860005,27.213779802000005,27.234991468888904,1,0
1991-06-27,26.64860005,28.14570006,26.34919905,28.14570006,27.243722302250006,27.268260913611126,1,0
1991-06-28,28.44520006,28.74460006,26.79830005,27.09779905,27.23997980225,27.27242199694446,1,0
1991-07-02,27.99600006,28.29550006,27.69660006,28.14570006,27.269922302500003,27.30569144166668,1,0
1991-07-03,28.14570006,28.29550006,27.39720005,27.84630006,27.29237980275001,27.338960886388904,1,0
1991-07-04,27.54690006,27.69660006,26.94800005,27.24749905,27.299867277750007,27.322327525000013,1,0
1991-07-05,27.54690006,28.44520006,27.54690006,27.84630006,27.322324778000006,27.343119219722237,1,0
1991-07-08,27.54690006,28.29550006,27.54690006,27.84630006,27.344782278250005,27.363910914444457,1,0
1991-07-09,27.84630006,28.44520006,27.84630006,28.29550006,27.385954778500007,27.39302205361112,1,0
1991-07-10,29.34339906,29.79260106,29.04400106,29.04400106,27.41589730350001,27.44708322055557,1,0
1991-07-11,28.74460006,30.24169906,28.74460006,29.94230106,27.487009853750003,27.513622137222235,1,0
1991-07-12,30.54110006,30.84050006,29.64290006,29.94230106,27.558122404000006,27.588477748611123,1,0
1991-07-15,29.49320006,29.79260106,29.04400106,29.04400106,27.603034954250006,27.634222221111123,1,0
1991-07-16,28.74460006,29.64290006,28.59490006,29.49320006,27.662919979500003,27.700761138055565,1,0
1991-07-17,29.64290006,29.94230106,29.04400106,29.34339906,27.707832454500004,27.76313891611112,1,0
1991-07-19,29.04400106,29.49320006,29.04400106,29.34339906,27.760229954750002,27.825516694166677,1,0
1991-07-22,29.04400106,29.19370106,28.44520006,28.74460006,27.793914955,27.858786138611123,1,0
1991-07-24,28.89430006,29.49320006,28.74460006,28.89430006,27.83882748025,27.908688944444453,1,0
1991-07-25,29.34339906,30.54110006,29.34339906,30.24169906,27.917424980500005,28.00018058361112,1,0
1991-07-26,31.13999906,32.63710007,30.84050006,31.28970006,28.022222505750005,28.12078336166668,1,0
1991-07-29,31.43940006,33.23590107,31.43940006,31.88850006,28.130762505750006,28.262177806388898,1,0
1991-07-30,31.13999906,31.88850006,31.13999906,31.58910006,28.243045031,28.382777834444454,1,0
1991-07-31,30.84050006,31.58910006,30.39139906,31.13999906,28.347845006250004,28.499222251388897,1,0
1991-08-01,31.28970006,32.18800006,31.28970006,31.73880006,28.467615006500004,28.632300029444455,1,0
1991-08-02,32.33770006,32.33770006,31.43940006,31.73880006,28.591127506750006,28.769536140833345,1,0
1991-08-05,31.13999906,32.93650107,30.84050006,32.33770006,28.718382532000003,28.92756669666667,1,0
1991-08-07,33.53540007,34.13420107,32.78680007,33.08620107,28.871837557500005,29.10638894722223,1,0
1991-08-08,32.63710007,33.23590107,31.43940006,33.08620107,29.025292583000002,29.276894531111118,1,0
1991-08-09,33.08620107,33.98450107,33.08620107,33.68510107,29.1974626085,29.451558448333337,1,0
1991-08-12,34.13420107,34.88280107,33.53540007,34.58330207,29.395830159000003,29.66365017111112,1,0
1991-08-13,35.78099807,36.37990207,35.63130207,35.93069807,29.6278826095,29.900691782777788,1,0
1991-08-14,36.23020207,36.82899907,35.93069807,36.52959807,29.86742256,30.12941672750001,1,0
1991-08-16,37.12839907,37.42779907,36.37990207,36.82899907,30.1032175355,30.366458366666677,1,0
1991-08-19,37.72729908,38.02669908,36.23020207,36.82899907,30.350242510999998,30.5827083113889,1,0
1991-08-20,36.23020207,36.82899907,35.78099807,36.08039907,30.567322486499997,30.819749950555565,1,0
1991-08-21,35.48160207,36.52959807,35.48160207,36.37990207,30.769432536749996,31.052636117500015,1,0
1991-08-22,37.72729908,38.02669908,37.27809907,37.42779907,30.997740011999998,31.352058312500017,1,0
1991-08-23,37.27809907,38.77520008,36.97869907,38.17639908,31.226049962499992,31.630688840833347,1,0
1991-08-26,39.07469908,40.12270008,38.92499908,39.82320008,31.532957462999995,31.984172202777795,1,0
1991-08-27,39.22440008,39.67350008,39.07469908,39.52380008,31.8211524635,32.30023053666668,1,0
1991-08-28,39.52380008,40.12270008,39.52380008,39.82320008,32.15051746425,32.63292220388891,1,0
1991-08-30,38.47580008,39.52380008,38.32609908,39.22440008,32.42748496475,32.965613899166684,1,0
1991-09-03,38.92499908,39.52380008,38.62550008,38.77520008,32.7194199905,33.26919445527779,1,0
1991-09-04,38.32609908,38.92499908,38.02669908,38.62550008,32.981414991,33.56861667805557,1,0
1991-09-05,39.37410008,39.97290008,39.07469908,39.67350008,33.27709499150001,33.88467223416668,1,0
1991-09-06,39.82320008,40.57180008,39.82320008,39.82320008,33.59148751725,34.18409442916668,1,0
1991-09-10,39.52380008,40.27240008,39.37410008,39.37410008,33.879682517750005,34.4460888463889,1,0
1991-09-13,39.82320008,40.42210008,39.22440008,40.27240008,34.19033501825,34.7330360413889,1,0
1991-09-16,41.02090108,41.17060108,40.42210008,41.02090108,34.50847004375001,35.06572770861112,1,0
1991-09-17,40.42210008,40.42210008,39.52380008,39.97290008,34.78169251925001,35.35683048694446,1,0
1991-09-18,39.82320008,40.72150008,39.52380008,39.67350008,35.02497249475001,35.64377773750002,1,0
1991-09-20,40.12270008,40.12270008,38.62550008,38.92499908,35.249539945250014,35.909933293611125,1,0
1991-09-24,38.62550008,38.62550008,37.72729908,38.32609908,35.48159239575001,36.17608604416668,1,0
1991-09-25,38.02669908,38.77520008,38.02669908,38.17639908,35.69867237125001,36.43392212805557,1,0
1991-09-26,37.72729908,38.02669908,36.37990207,36.82899907,35.885812371500016,36.6169026838889,1,0
1991-09-27,37.72729908,39.07469908,37.72729908,39.07469908,36.12909487200001,36.83315265666668,1,0
1991-09-30,39.52380008,39.67350008,38.62550008,38.77520008,36.37985987250001,37.02444987944446,1,0
1991-10-01,38.92499908,38.92499908,38.02669908,38.47580008,36.61939737300001,37.21574710222224,1,0
1991-10-03,37.42779907,37.72729908,37.12839907,37.42779907,36.79904987325001,37.390408213611124,1,0
