time,open,high,low,close,Shapes,MA
2013-01-01T09:15:00+05:30,19515.59,19588.46,19508.93,19581.57,0,NaN
2013-01-01T10:15:00+05:30,19580.63,19586.4,19559.16,19566.86,0,NaN
2013-01-01T11:15:00+05:30,19565.55,19586.69,19559.11,19569.87,0,NaN
2013-01-01T12:15:00+05:30,19570.12,19623.76,19565.75,19611.27,0,NaN
2013-01-01T13:15:00+05:30,19611.47,19611.78,19572.65,19585.92,0,NaN
2013-01-01T14:15:00+05:30,19585.27,19605.2,19575.31,19577.84,0,NaN
2013-01-01T15:15:00+05:30,19577.6,19585.29,19573.05,19580.62,0,NaN
2013-01-02T09:15:00+05:30,19693.3,19731.65,19686.5,19707.94,0,NaN
2013-01-02T10:15:00+05:30,19709.16,19733,19693.73,19731.94,0,NaN
2013-01-02T11:15:00+05:30,19731.8,19756.68,19728,19747.83,0,NaN
2013-01-02T12:15:00+05:30,19748.08,19752.73,19698.93,19741.79,0,NaN
2013-01-02T13:15:00+05:30,19741.67,19746.52,19703.41,19717.06,0,NaN
2013-01-02T14:15:00+05:30,19717.3,19738.78,19696,19711.04,0,NaN
2013-01-02T15:15:00+05:30,19712.54,19721.79,19700.67,19704.39,0,NaN
2013-01-03T09:15:00+05:30,19771.03,19786.3,19693.29,19729.24,0,NaN
2013-01-03T10:15:00+05:30,19728.8,19759.42,19727.71,19753.95,0,NaN
2013-01-03T11:15:00+05:30,19754.07,19774.39,19747.93,19752.91,0,NaN
2013-01-03T12:15:00+05:30,19753.63,19757.51,19719.27,19726.19,0,NaN
2013-01-03T13:15:00+05:30,19726.82,19766.64,19721.69,19742.72,0,NaN
2013-01-03T14:15:00+05:30,19743.05,19783.84,19730.9,19764.82,0,NaN
2013-01-03T15:15:00+05:30,19764.09,19766.86,19742.61,19748.99,0,NaN
2013-01-04T09:15:00+05:30,19786.19,19790.58,19686.34,19726.97,0,NaN
2013-01-04T10:15:00+05:30,19727.41,19732.66,19693.03,19711.57,0,NaN
2013-01-04T11:15:00+05:30,19712.09,19745.66,19709.17,19733.45,0,NaN
2013-01-04T12:15:00+05:30,19733.18,19733.59,19679.99,19696.03,0,NaN
2013-01-04T13:15:00+05:30,19696.17,19756.13,19692.68,19755.44,0,NaN
2013-01-04T14:15:00+05:30,19755.55,19796.69,19728.09,19796.15,0,NaN
2013-01-04T15:15:00+05:30,19796.63,19797.44,19760.86,19769.68,0,NaN
2013-01-07T09:15:00+05:30,19825.25,19856.43,19782.91,19809.1,0,NaN
2013-01-07T10:15:00+05:30,19809.93,19825.15,19784.08,19784.4,0,NaN
2013-01-07T11:15:00+05:30,19784.57,19797.89,19758.23,19776.48,0,NaN
2013-01-07T12:15:00+05:30,19777.22,19784.49,19767.49,19775.62,0,NaN
2013-01-07T13:15:00+05:30,19776.28,19776.32,19741.69,19762.88,0,NaN
2013-01-07T14:15:00+05:30,19761.84,19764.56,19688.93,19688.93,0,NaN
2013-01-07T15:15:00+05:30,19688.66,19693.49,19654.46,19659.03,0,NaN
2013-01-08T09:15:00+05:30,19681.38,19710.74,19652.82,19680.67,0,NaN
2013-01-08T10:15:00+05:30,19680.37,19688.64,19638.54,19657.83,0,NaN
2013-01-08T11:15:00+05:30,19656.78,19686.69,19632.59,19642.39,0,NaN
2013-01-08T12:15:00+05:30,19643.09,19665.79,19638.21,19658.84,0,NaN
2013-01-08T13:15:00+05:30,19658.82,19729.73,19656.15,19719.41,0,NaN
2013-01-08T14:15:00+05:30,19719.29,19761.78,19691.23,19742.22,0,NaN
2013-01-08T15:15:00+05:30,19743.26,19748.47,19731.73,19746.16,0,NaN
2013-01-09T09:15:00+05:30,19769.73,19808.06,19765.66,19795.55,0,NaN
2013-01-09T10:15:00+05:30,19795.67,19811.2,19781.75,19799.49,0,NaN
2013-01-09T11:15:00+05:30,19799.71,19824.06,19739.21,19754.56,0,NaN
2013-01-09T12:15:00+05:30,19754.61,19759.8,19722.55,19735.5,0,NaN
2013-01-09T13:15:00+05:30,19735.61,19777.42,19724.52,19739.99,0,NaN
2013-01-09T14:15:00+05:30,19738.67,19755.94,19627.16,19655.3,0,19711.008333333335
2013-01-09T15:15:00+05:30,19656.21,19689.8,19651.56,19655.33,0,19712.545000000002
2013-01-10T09:15:00+05:30,19727.91,19783.75,19700.82,19719.06,0,19715.715833333332
2013-01-10T10:15:00+05:30,19718.49,19718.49,19669.88,19697.1,0,19718.366458333334
2013-01-10T11:15:00+05:30,19696.62,19698.16,19649.86,19683.95,0,19719.880625
2013-01-10T12:15:00+05:30,19684.43,19703.65,19668.84,19683.66,0,19721.916875
2013-01-10T13:15:00+05:30,19683.63,19684.58,19596.38,19619.05,0,19722.775416666667
2013-01-10T14:15:00+05:30,19619.57,19700.07,19616.63,19662.83,0,19724.488125
2013-01-10T15:15:00+05:30,19664.14,19664.14,19637.57,19651.84,0,19723.319375000003
2013-01-11T09:15:00+05:30,19813.64,19839.8,19727.12,19738.59,0,19723.457916666666
2013-01-11T10:15:00+05:30,19739.48,19770.17,19729.96,19748.7,0,19723.476041666665
2013-01-11T11:15:00+05:30,19749.44,19779.07,19712.22,19724.27,0,19723.111041666667
2013-01-11T12:15:00+05:30,19723.54,19723.92,19681.63,19702.08,0,19722.798958333336
2013-01-11T13:15:00+05:30,19701.46,19736.44,19656.69,19686.38,0,19722.285208333335
2013-01-11T14:15:00+05:30,19686.77,19698.05,19625.3,19686.51,0,19721.912708333333
2013-01-11T15:15:00+05:30,19686.06,19693.85,19619.83,19631.83,0,19719.883333333335
