Entry Time,Entry Date,ROI% MACD,ROI% MTrend,Dates,,,,Combined ROI,100
2018-09-14 12:15:00,2018-09-14,-0.8379674927,,14/09/2018,,-3.288085891,0,-1.644042946,441.4110886
2018-09-14 12:15:00,2018-09-14,-0.5192741602,,14/09/2018,,0,-1.58389726,-0.7919486301,440.61914
2018-09-14 12:15:00,2018-09-14,-0.615207082,,14/09/2018,,38.36982923,0,19.18491462,459.8040546
2018-09-14 13:15:00,2018-09-14,-0.9899442085,,14/09/2018,,24.35834929,0,12.17917464,471.9832293
2018-09-26 09:15:00,2018-09-26,-0.520727488,,26/09/2018,,12.03618155,0,6.018090773,478.00132
2018-09-26 12:15:00,2018-09-26,-0.5197697151,,26/09/2018,,-0.9373112248,0,-0.4686556124,477.5326644
2018-09-26 11:45:00,2018-09-26,-0.6262987122,,26/09/2018,,-0.4264078221,0,-0.213203911,477.3194605
2018-09-26 13:15:00,2018-09-26,-0.5197708102,,26/09/2018,,3.553392112,0,1.776696056,479.0961566
2018-09-26 13:45:00,2018-09-26,-0.0240322896,,26/09/2018,,0.780588222,0,0.390294111,479.4864507
2018-09-27 09:15:00,2018-09-27,-0.6214027771,,27/09/2018,,-1.26043212,26.22101023,12.48028905,491.9667397
2018-10-01 15:15:00,2018-10-01,-0.8413840248,,01/10/2018,,-1.23531553,0,-0.6176577651,491.349082
2018-10-01 14:45:00,2018-10-01,-0.8846212518,,01/10/2018,,-2.208652001,0,-1.104326,490.244756
2018-10-01 15:15:00,2018-10-01,-0.8480735343,,01/10/2018,,-0.759561712,0,-0.379780856,489.8649751
2018-10-03 10:15:00,2018-10-03,-0.8420743103,,03/10/2018,,-1.515526939,0,-0.7577634693,489.1072116
2018-10-03 11:15:00,2018-10-03,-0.5188232153,,03/10/2018,,-1.116770486,-0.3554637327,-0.7361171094,488.3710945
2018-10-09 11:15:00,2018-10-09,-0.3902192283,,09/10/2018,,-0.2575286215,0,-0.1287643107,488.2423302
2018-10-09 14:15:00,2018-10-09,-0.5207814198,,09/10/2018,,4.621038985,0,2.310519493,490.5528497
2018-10-09 14:45:00,2018-10-09,-0.800779122,,09/10/2018,,-0.548616516,0,-0.274308258,490.2785415
2018-10-10 10:15:00,2018-10-10,-1.7858976,,10/10/2018,,-0.5480622,-1.567634228,-1.057848214,489.2206932
2018-10-10 09:45:00,2018-10-10,-0.3992738063,,10/10/2018,,3.686020258,0,1.843010129,491.0637034
2018-10-10 10:15:00,2018-10-10,-0.5204646049,,10/10/2018,,0.8932677765,0,0.4466338883,491.5103373
2018-10-10 13:15:00,2018-10-10,-3.831412688,,10/10/2018,,-0.5285097769,-1.842357479,-1.185433628,490.3249036
2018-10-11 10:15:00,2018-10-11,-0.01210368825,,11/10/2018,,0.1559941155,0,0.07799705774,490.4029007
2018-10-11 11:15:00,2018-10-11,0.5219616675,,11/10/2018,,0.43939843,0,0.219699215,490.6225999
2018-10-12 09:45:00,2018-10-12,-0.45639594,,12/10/2018,,-0.8269431102,0,-0.4134715551,490.2091284
2018-10-12 10:15:00,2018-10-12,-0.5200945695,,12/10/2018,,0,-1.824196356,-0.9120981782,489.2970302
2018-10-12 10:15:00,2018-10-12,-0.8379701172,,12/10/2018,,27.53399876,0,13.76699938,503.0640296
2018-10-12 11:15:00,2018-10-12,0.028395672,,12/10/2018,,2.655873212,-3.522991566,-0.4335591772,502.6304704
2018-10-12 13:15:00,2018-10-12,-1.60768793,,12/10/2018,,-0.2898403213,0,-0.1449201607,502.4855502
2018-10-15 10:15:00,2018-10-15,1.13343322,,15/10/2018,,-0.1269639744,0,-0.0634819872,502.4220682
2018-10-15 11:15:00,2018-10-15,0.7590618946,,15/10/2018,,-0.2118542059,0,-0.105927103,502.3161411
2018-10-15 11:15:00,2018-10-15,-0.8403690152,,15/10/2018,,1.1036954,0,0.5518476999,502.8679888
2018-10-17 11:45:00,2018-10-17,-0.7045911795,,17/10/2018,,2.378399981,0,1.18919999,504.0571888
2018-10-22 11:15:00,2018-10-22,-0.5180103915,,22/10/2018,,0.4406031158,0,0.2203015579,504.2774904
2018-10-22 11:15:00,2018-10-22,-0.6622293071,,22/10/2018,,-1.012698695,0,-0.5063493474,503.771141
2018-10-24 11:45:00,2018-10-24,-0.9039606943,,24/10/2018,,-0.2714201628,0,-0.1357100814,503.6354309
2018-10-24 13:15:00,2018-10-24,-0.8417252728,,24/10/2018,,-0.05406523174,0,-0.02703261587,503.6083983
2018-10-24 14:15:00,2018-10-24,-0.858237872,,24/10/2018,,-1.205348064,-5.202633377,-3.20399072,500.4044076
2018-10-29 12:15:00,2018-10-29,-0.28292607,,29/10/2018,,0.2070251161,0,0.103512558,500.5079202
2018-10-29 13:15:00,2018-10-29,-0.174357696,,29/10/2018,,0,17.48732041,8.743660206,509.2515804
2018-10-29 13:15:00,2018-10-29,0.4254161784,,29/10/2018,,0,-1.576170732,-0.7880853659,508.463495
2018-10-29 14:15:00,2018-10-29,-0.9815841164,,29/10/2018,,29.63445132,0,14.81722566,523.2807207
2018-10-29 15:15:00,2018-10-29,-0.993050455,,29/10/2018,,30.76048943,0,15.38024472,538.6609654
2018-10-30 13:45:00,2018-10-30,-0.6530839182,,30/10/2018,,3.820673107,9.836815916,6.828744512,545.4897099
2018-10-31 09:15:00,2018-10-31,-0.9926751756,,31/10/2018,,0.7413602229,0,0.3706801115,545.86039
2018-10-31 09:15:00,2018-10-31,-0.290484864,,31/10/2018,,0.1097546243,0,0.05487731213,545.9152673
2018-10-31 11:15:00,2018-10-31,4.732904963,,31/10/2018,,-0.7056001962,0,-0.3528000981,545.5624672
2018-10-31 12:15:00,2018-10-31,3.233148489,,31/10/2018,,6.634987884,0,3.317493942,548.8799612
2018-10-31 12:15:00,2018-10-31,3.888454548,,31/10/2018,,0.0892505655,0,0.04462528275,548.9245864
2018-10-31 14:15:00,2018-10-31,2.508125966,,31/10/2018,,-0.326147229,0,-0.1630736145,548.7615128
2018-10-31 13:45:00,2018-10-31,2.901184052,,31/10/2018,,0,-1.674705882,-0.8373529412,547.9241599
2018-11-05 10:45:00,2018-11-05,-0.3189544605,,05/11/2018,,0.4093319222,0,0.2046659611,548.1288259
2018-11-09 09:45:00,2018-11-09,-0.07971598215,,09/11/2018,,-3.617884357,0,-1.808942179,546.3198837
2018-11-09 14:15:00,2018-11-09,-0.5214939967,,09/11/2018,,2.11929239,0,1.059646195,547.3795299
2018-11-12 11:15:00,2018-11-12,-0.1665923931,,12/11/2018,,-1.400208059,0,-0.7001040293,546.6794258
2018-11-13 14:15:00,2018-11-13,0.572798431,,13/11/2018,,0.0851928317,-2.528223059,-1.221515114,545.4579107
2018-11-13 14:45:00,2018-11-13,0.556251741,,13/11/2018,,-5.311330126,0,-2.655665063,542.8022457
2018-11-13 15:15:00,2018-11-13,0.8733355297,,13/11/2018,,0.3052494081,0,0.152624704,542.9548704
2018-11-13 15:15:00,2018-11-13,1.558168028,,13/11/2018,,0,1.448993169,0.7244965844,543.679367
2018-11-13 15:15:00,2018-11-13,0.711514452,,13/11/2018,,-3.164050413,0,-1.582025207,542.0973417
2018-11-15 09:15:00,2018-11-15,0.908687328,,15/11/2018,,0,5.243830227,2.621915114,544.7192569
2018-11-19 09:15:00,2018-11-19,-0.1282012803,,19/11/2018,,-1.14308339,0,-0.5715416951,544.1477152
2018-11-20 09:45:00,2018-11-20,-0.3760167296,,20/11/2018,,-3.013286011,0,-1.506643005,542.6410722
2018-11-21 13:15:00,2018-11-21,-0.5213654791,,21/11/2018,,0.0974754845,0,0.04873774225,542.6898099
2018-11-21 13:15:00,2018-11-21,-0.2303012412,,21/11/2018,,-3.594452253,4.025360909,0.2154543279,542.9052642
2018-11-21 14:15:00,2018-11-21,-0.8395028042,,21/11/2018,,-0.9817006444,0,-0.4908503222,542.4144139
2018-11-26 14:15:00,2018-11-26,1.86358095,,26/11/2018,,-2.613692823,0,-1.306846412,541.1075675
2018-11-26 13:45:00,2018-11-26,0.5742657171,,26/11/2018,,-2.3137557,0.007510699001,-1.153122501,539.954445
2018-11-26 15:15:00,2018-11-26,-0.5215204143,,26/11/2018,,-0.9935616303,0,-0.4967808151,539.4576642
2018-11-27 09:15:00,2018-11-27,-0.3244037267,,27/11/2018,,-0.522004949,0,-0.2610024745,539.1966617
2018-11-27 10:15:00,2018-11-27,2.112714374,,27/11/2018,,-1.621873777,-0.3225645653,-0.9722191711,538.2244425
2018-11-27 12:15:00,2018-11-27,2.374267684,,27/11/2018,,-4.887461196,0,-2.443730598,535.7807119
2018-11-27 13:15:00,2018-11-27,-0.1713448007,,27/11/2018,,-0.1988083053,0,-0.09940415265,535.6813078
2018-11-28 14:15:00,2018-11-28,1.007609236,,28/11/2018,,-0.4504512226,-2.653172547,-1.551811885,534.1294959
2018-11-29 10:15:00,2018-11-29,0.2372547106,,29/11/2018,,2.973348694,0,1.486674347,535.6161702
2018-11-30 12:15:00,2018-11-30,-0.057165426,,30/11/2018,,2.616317449,0,1.308158725,536.924329
2018-12-03 13:15:00,2018-12-03,-0.4492191276,,03/12/2018,,6.347526893,0,3.173763447,540.0980924
2018-12-07 12:15:00,2018-12-07,-0.8138942343,,07/12/2018,,0.3053974523,0,0.1526987261,540.2507911
2018-12-07 14:15:00,2018-12-07,-1.141917602,,07/12/2018,,-0.44626245,0,-0.223131225,540.0276599
2018-12-12 09:15:00,2018-12-12,2.133212523,,12/12/2018,,-1.281613561,0,-0.6408067807,539.3868531
2018-12-12 09:15:00,2018-12-12,2.42704313,,12/12/2018,,-0.9571689125,0,-0.4785844562,538.9082687
2018-12-12 10:15:00,2018-12-12,2.28682445,,12/12/2018,,1.747817411,-1.64516129,0.05132806015,538.9595967
2018-12-12 13:15:00,2018-12-12,2.327022836,,12/12/2018,,-0.4325906154,0,-0.2162953077,538.7433014
2018-12-12 13:15:00,2018-12-12,2.084744192,,12/12/2018,,-0.243775992,0,-0.121887996,538.6214134
2018-12-13 15:15:00,2018-12-13,0.223672998,,13/12/2018,,8.163382168,0,4.081691084,542.7031045
2018-12-18 10:45:00,2018-12-18,-0.031899,,18/12/2018,,-0.3658716121,0,-0.1829358061,542.5201687
2018-12-18 12:45:00,2018-12-18,1.236630579,,18/12/2018,,0,4.668611594,2.334305797,544.8544745
2018-12-18 13:15:00,2018-12-18,0.9591810588,,18/12/2018,,14.85438344,0,7.427191719,552.2816662
2018-12-20 09:45:00,2018-12-20,-0.309400479,,20/12/2018,,-0.8032781664,0,-0.4016390832,551.8800271
2018-12-20 13:45:00,2018-12-20,-0.5037416112,,20/12/2018,,-1.655960043,0,-0.8279800217,551.0520471
2018-12-26 15:15:00,2018-12-26,0.04321612395,,26/12/2018,,1.526870816,-1.695,-0.08406459222,550.9679825
2018-12-26 14:45:00,2018-12-26,-0.049261449,,26/12/2018,,0.7016551943,0,0.3508275971,551.3188101
2018-12-27 09:15:00,2018-12-27,0.814601097,,27/12/2018,,-0.4928088744,0,-0.2464044372,551.0724057
2018-12-27 13:15:00,2018-12-27,0.175759731,,27/12/2018,,0.69077466,0,0.34538733,551.417793
2018-12-27 13:15:00,2018-12-27,0.08590749866,,27/12/2018,,-0.9919449389,-1.617736573,-1.304840756,550.1129523
2018-12-28 10:15:00,2018-12-28,-0.2199776601,,28/12/2018,,-0.2316000717,0,-0.1158000358,549.9971522
2018-12-28 09:45:00,2018-12-28,-0.1292697774,,28/12/2018,,-0.7830643833,0,-0.3915321917,549.60562
2018-12-31 12:45:00,2018-12-31,-0.00694256895,,31/12/2018,,-1.155836009,0,-0.5779180043,549.027702
2019-01-01 09:15:00,2019-01-01,-0.4270258773,,01/01/2019,,-2.134972279,1.599059633,-0.2679563231,548.7597457
2019-01-01 14:45:00,2019-01-01,-0.3433187421,,01/01/2019,,-1.360614514,0,-0.6803072572,548.0794385
2019-01-01 15:15:00,2019-01-01,-0.5208278363,,01/01/2019,,-0.2289441015,0,-0.1144720507,547.9649664
2019-01-01 15:15:00,2019-01-01,-0.9937556455,,01/01/2019,,-0.109845506,0,-0.05492275299,547.9100437
2019-01-01 15:15:00,2019-01-01,-0.9815156868,,01/01/2019,,-0.4829650898,0,-0.2414825449,547.6685611
2019-01-02 10:15:00,2019-01-02,-0.9787277626,,02/01/2019,,0,-3.178621111,-1.589310556,546.0792506
2019-01-02 10:15:00,2019-01-02,-0.5203935959,,02/01/2019,,-0.1887247172,0,-0.09436235858,545.9848882
2019-01-02 10:15:00,2019-01-02,-0.9920142898,,02/01/2019,,-0.4754619802,0,-0.2377309901,545.7471572
2019-01-04 12:15:00,2019-01-04,0.5254693393,,04/01/2019,,-1.402705105,0,-0.7013525524,545.0458047
2019-01-04 15:15:00,2019-01-04,-0.171522926,,04/01/2019,,2.133315672,-3.298484958,-0.5825846429,544.46322
2019-01-07 10:15:00,2019-01-07,-0.9808700935,,07/01/2019,,-0.6169931157,0,-0.3084965579,544.1547234
2019-01-07 10:15:00,2019-01-07,-0.5183174589,,07/01/2019,,-1.490460033,0,-0.7452300163,543.4094934
2019-01-07 13:15:00,2019-01-07,-0.4999137148,,07/01/2019,,1.804356801,0,0.9021784007,544.3116718
2019-01-08 09:15:00,2019-01-08,1.245006776,,08/01/2019,,0.1520659197,0,0.07603295985,544.3877048
2019-01-08 09:15:00,2019-01-08,0.2326273471,,08/01/2019,,0,5.476014143,2.738007071,547.1257119
2019-01-08 09:15:00,2019-01-08,-0.09894196,,08/01/2019,,-0.9821676029,0,-0.4910838014,546.6346281
2019-01-08 09:45:00,2019-01-08,-0.2104689405,,08/01/2019,,0.2753847748,0,0.1376923874,546.7723205
2019-01-08 12:45:00,2019-01-08,0.7038727536,,08/01/2019,,0.342867585,0,0.1714337925,546.9437542
2019-01-08 14:15:00,2019-01-08,0.193446594,,08/01/2019,,0.4645146749,0.4848616502,0.4746881625,547.4184424
2019-01-09 14:45:00,2019-01-09,-0.1641513951,,09/01/2019,,-0.3077559302,0,-0.1538779651,547.2645644
2019-01-10 10:15:00,2019-01-10,-0.3773915162,,10/01/2019,,-1.060732437,3.74362882,1.341448192,548.6060126
2019-01-15 11:15:00,2019-01-15,0.300633339,,15/01/2019,,-1.666018272,0,-0.8330091362,547.7730035
2019-01-15 10:45:00,2019-01-15,0.1925725104,,15/01/2019,,-0.8515413422,0,-0.4257706711,547.3472328
2019-01-15 11:15:00,2019-01-15,-0.672335429,,15/01/2019,,-0.7767874358,0,-0.3883937179,546.9588391
2019-01-15 14:15:00,2019-01-15,-0.081786258,,15/01/2019,,-1.879844534,-1.706205882,-1.793025208,545.1658139
2019-01-15 15:15:00,2019-01-15,0.3768960569,,15/01/2019,,-0.5738261045,0,-0.2869130523,544.8789008
2019-01-16 14:15:00,2019-01-16,-0.5199525686,,16/01/2019,,15.25358202,0,7.626791008,552.5056919
2019-01-17 09:15:00,2019-01-17,-0.3090638083,,17/01/2019,,3.378104712,0,1.689052356,554.1947442
2019-01-18 09:15:00,2019-01-18,-0.2854956703,,18/01/2019,,0.02285566605,-1.895075048,-0.9361096912,553.2586345
2019-01-18 13:15:00,2019-01-18,-0.2588805457,,18/01/2019,,-0.4212356927,0,-0.2106178463,553.0480167
2019-01-18 13:15:00,2019-01-18,-0.1482584384,,18/01/2019,,-0.7099670516,0,-0.3549835258,552.6930331
2019-01-21 09:45:00,2019-01-21,-0.112919499,,21/01/2019,,-0.138293112,0,-0.069146556,552.6238866
2019-01-21 13:15:00,2019-01-21,-0.3710571833,,21/01/2019,,-0.652321782,0,-0.326160891,552.2977257
2019-01-23 09:15:00,2019-01-23,-0.979237389,,23/01/2019,,2.309435524,-3.272484367,-0.4815244214,551.8162013
2019-01-23 12:15:00,2019-01-23,-0.5195806005,,23/01/2019,,-0.0295851852,0,-0.0147925926,551.8014087
2019-01-23 12:15:00,2019-01-23,-0.3316088309,,23/01/2019,,-0.787705656,0,-0.393852828,551.4075559
2019-01-25 10:45:00,2019-01-25,-0.3532480293,,25/01/2019,,-0.8390043592,0,-0.4195021796,550.9880537
2019-01-25 12:15:00,2019-01-25,-0.5222944603,,25/01/2019,,-0.6756187716,5.679436712,2.50190897,553.4899627
2019-01-30 12:15:00,2019-01-30,0.9023432302,,30/01/2019,,8.475416487,0,4.237708244,557.7276709
2019-01-30 12:15:00,2019-01-30,1.512968494,,30/01/2019,,10.9883083,0,5.494154149,563.221825
2019-01-31 11:15:00,2019-01-31,2.890690492,,31/01/2019,,-0.062955795,0,-0.0314778975,563.1903471
2019-01-31 12:15:00,2019-01-31,0.734677768,,31/01/2019,,-0.6712955667,-1.569810513,-1.12055304,562.0697941
2019-01-31 12:15:00,2019-01-31,2.146808345,,31/01/2019,,4.849233556,0,2.424616778,564.4944109
2019-02-01 14:45:00,2019-02-01,-0.5010100267,,01/02/2019,,0.2682254074,0,0.1341127037,564.6285236
2019-02-04 11:15:00,2019-02-04,1.320892388,,04/02/2019,,0.4751976138,12.10607374,6.290635678,570.9191593
2019-02-04 14:45:00,2019-02-04,0.560843028,,04/02/2019,,-0.4605375001,0,-0.2302687501,570.6888905
2019-02-05 11:15:00,2019-02-05,-0.07705642839,,05/02/2019,,-0.3183461595,0,-0.1591730797,570.5297174
2019-02-07 12:45:00,2019-02-07,-0.3141359348,,07/02/2019,,-2.203646717,0,-1.101823359,569.4278941
2019-02-15 09:15:00,2019-02-15,-0.5187689856,,15/02/2019,,-0.8494241011,0,-0.4247120506,569.003182
2019-02-19 11:15:00,2019-02-19,-0.6861817884,,19/02/2019,,1.074463687,0,0.5372318437,569.5404139
2019-02-19 12:15:00,2019-02-19,-0.5213401674,,19/02/2019,,-1.227395175,0,-0.6136975874,568.9267163
2019-02-19 13:15:00,2019-02-19,-0.8387782533,,19/02/2019,,4.88323711,0,2.441618555,571.3683348
2019-02-20 12:15:00,2019-02-20,-0.4127843957,,20/02/2019,,0,9.069507375,4.534753687,575.9030885
2019-02-20 12:15:00,2019-02-20,-0.3110320458,,20/02/2019,,-0.1235422216,0,-0.06177111082,575.8413174
2019-02-20 15:15:00,2019-02-20,-0.4925829465,,20/02/2019,,-0.4973404594,0,-0.2486702297,575.5926472
2019-02-20 15:15:00,2019-02-20,0.0971999235,,20/02/2019,,-0.1409689818,0,-0.0704844909,575.5221627
2019-02-21 11:15:00,2019-02-21,-0.519662764,,21/02/2019,,0.4251374097,9.259006135,4.842071772,580.3642345
2019-02-21 11:15:00,2019-02-21,0.1476483045,,21/02/2019,,0.7644275892,0,0.3822137946,580.7464483
2019-02-21 11:15:00,2019-02-21,-0.3782055537,,21/02/2019,,-0.499523442,0,-0.249761721,580.4966865
2019-02-22 10:15:00,2019-02-22,-0.2581150272,,22/02/2019,,0,-3.601956882,-1.800978441,578.6957081
2019-02-22 13:15:00,2019-02-22,-0.5319146659,,22/02/2019,,-1.678851589,0,-0.8394257947,577.8562823
2019-02-25 11:15:00,2019-02-25,-0.9152780208,,25/02/2019,,-0.5348139552,0,-0.2674069776,577.5888753
2019-02-25 10:45:00,2019-02-25,-0.6722459343,,25/02/2019,,6.545597791,0,3.272798896,580.8616742
2019-02-26 13:15:00,2019-02-26,-0.3446457417,,26/02/2019,,-0.2900305452,0,-0.1450152726,580.7166589
2019-02-27 10:15:00,2019-02-27,-0.5221627356,,27/02/2019,,6.077119779,0,3.038559889,583.7552188
2019-02-27 10:15:00,2019-02-27,-0.841640617,,27/02/2019,,0.8181166757,0,0.4090583378,584.1642772
2019-02-27 10:45:00,2019-02-27,-0.7197968057,,27/02/2019,,2.015483706,5.235862979,3.625673343,587.7899505
2019-02-27 13:15:00,2019-02-27,-0.1330567175,,27/02/2019,,-0.1134834876,0,-0.0567417438,587.7332088
2019-02-27 13:15:00,2019-02-27,-0.1784253239,,27/02/2019,,-1.912105266,0,-0.9560526328,586.7771561
2019-03-01 10:15:00,2019-03-01,9.832939677,,01/03/2019,,6.659150917,-3.898130383,1.380510267,588.1576664
2019-03-01 09:45:00,2019-03-01,1.832802539,,01/03/2019,,-0.4825371439,0,-0.2412685719,587.9163978
2019-03-01 11:15:00,2019-03-01,8.362651651,,01/03/2019,,-0.7173684648,0,-0.3586842324,587.5577136
2019-03-01 14:15:00,2019-03-01,8.069622864,,01/03/2019,,0,12.37764649,6.188823244,593.7465368
2019-03-01 14:15:00,2019-03-01,7.850179158,,01/03/2019,,-0.07223205788,0,-0.03611602894,593.7104208
2019-03-06 14:15:00,2019-03-06,0.08253572745,,06/03/2019,,-2.33794449,0,-1.168972245,592.5414486
2019-03-07 10:15:00,2019-03-07,-0.243467131,,07/03/2019,,-0.8171275706,-1.173995145,-0.995561358,591.5458872
2019-03-07 11:45:00,2019-03-07,-0.1607048372,,07/03/2019,,-0.7224329611,0,-0.3612164805,591.1846707
2019-03-07 13:15:00,2019-03-07,0.2750437206,,07/03/2019,,-0.8429564363,0,-0.4214782181,590.7631925
2019-03-08 13:15:00,2019-03-08,4.279272282,,08/03/2019,,-0.1164101998,0,-0.05820509989,590.7049874
2019-03-15 09:45:00,2019-03-15,0.3095889336,,15/03/2019,,0,-0.5405653522,-0.2702826761,590.4347047
2019-03-18 12:15:00,2019-03-18,0.5599660986,,18/03/2019,,-1.020977142,0,-0.5104885712,589.9242162
2019-03-20 10:45:00,2019-03-20,0.0606406752,,20/03/2019,,-1.14595524,0,-0.5729776199,589.3512386
2019-03-22 11:15:00,2019-03-22,-0.4033476384,,22/03/2019,,-1.314111527,0,-0.6570557637,588.6941828
2019-03-26 14:15:00,2019-03-26,2.91149823,,26/03/2019,,0,-1.569207317,-0.7846036585,587.9095791
2019-03-26 14:15:00,2019-03-26,1.685661397,,26/03/2019,,-2.041747212,0,-1.020873606,586.8887055
2019-03-26 15:15:00,2019-03-26,-0.562254812,,26/03/2019,,-0.2334173082,0,-0.1167086541,586.7719969
2019-03-26 15:15:00,2019-03-26,-0.9911185112,,26/03/2019,,-0.5722124039,0.4990790327,-0.03656668564,586.7354302
2019-03-26 15:15:00,2019-03-26,-0.8387087775,,26/03/2019,,3.944914372,0,1.972457186,588.7078874
2019-03-28 09:15:00,2019-03-28,2.545096079,,28/03/2019,,-0.4064664672,0,-0.2032332336,588.5046541
2019-03-28 09:15:00,2019-03-28,1.039168291,,28/03/2019,,-0.325863054,0,-0.162931527,588.3417226
2019-03-28 09:15:00,2019-03-28,1.568457918,,28/03/2019,,-1.067537629,0,-0.5337688144,587.8079538
2019-03-28 11:15:00,2019-03-28,1.440024683,,28/03/2019,,-0.5184609901,0,-0.259230495,587.5487233
2019-03-29 14:15:00,2019-03-29,0.3265735605,,29/03/2019,,-1.079464456,0,-0.539732228,587.0089911
2019-04-03 10:45:00,2019-04-03,-0.5664943258,,03/04/2019,,0,-3.235070647,-1.617535324,585.3914557
2019-04-03 12:15:00,2019-04-03,-0.5186135013,,03/04/2019,,9.39941492,0,4.69970746,590.0911632
2019-04-04 13:15:00,2019-04-04,-0.8406968678,,04/04/2019,,-1.014918881,0,-0.5074594404,589.5837038
2019-04-05 13:15:00,2019-04-05,-0.5887378065,,05/04/2019,,-3.375856633,0,-1.687928317,587.8957755
2019-04-08 09:15:00,2019-04-08,-0.82275696,,08/04/2019,,10.18473836,0,5.092369178,592.9881446
2019-04-08 09:15:00,2019-04-08,-0.7980774312,,08/04/2019,,-0.878519454,0,-0.439259727,592.5488849
2019-04-08 11:15:00,2019-04-08,-0.4432239108,,08/04/2019,,0,-1.58391055,-0.7919552752,591.7569296
2019-04-08 11:15:00,2019-04-08,-0.3953231145,,08/04/2019,,21.47567608,0,10.73783804,602.4947677
2019-04-09 14:45:00,2019-04-09,-0.5620939767,,09/04/2019,,1.216232745,0,0.6081163725,603.102884
2019-04-09 15:15:00,2019-04-09,-0.518240577,,09/04/2019,,0.5934988238,-3.755277654,-1.580889415,601.5219946
2019-04-09 15:15:00,2019-04-09,-0.9902648166,,09/04/2019,,1.060593654,0,0.5302968268,602.0522914
2019-04-09 15:15:00,2019-04-09,-0.9808720007,,09/04/2019,,5.720118147,0,2.860059074,604.9123505
2019-04-10 10:15:00,2019-04-10,-0.5184662062,,10/04/2019,,0.02489995463,-1.59298627,-0.7840431577,604.1283074
2019-04-10 12:15:00,2019-04-10,-0.5175612436,,10/04/2019,,-1.621305612,0,-0.8106528061,603.3176546
2019-04-12 14:15:00,2019-04-12,0.237871579,,12/04/2019,,0,-1.239748204,-0.6198741018,602.6977805
2019-04-12 14:15:00,2019-04-12,1.019413052,,12/04/2019,,-1.183733394,0,-0.5918666971,602.1059138
2019-04-12 14:15:00,2019-04-12,1.526707931,,12/04/2019,,6.587290148,2.428530839,4.507910493,606.6138243
2019-04-15 09:15:00,2019-04-15,-0.4003492,,15/04/2019,,-1.51257642,0,-0.7562882099,605.857536
2019-04-15 09:15:00,2019-04-15,0.429725373,,15/04/2019,,-1.056632872,0,-0.5283164359,605.3292196
2019-04-18 10:45:00,2019-04-18,-0.502794369,,18/04/2019,,3.474731619,0,1.73736581,607.0665854
2019-04-25 09:15:00,2019-04-25,-0.5191446162,,25/04/2019,,-0.9006764263,5.263510733,2.181417154,609.2480026
2019-04-25 09:15:00,2019-04-25,-0.2110936,,25/04/2019,,-2.050654178,0,-1.025327089,608.2226755
2019-04-25 09:15:00,2019-04-25,-0.9813347359,,25/04/2019,,0,-2.383620027,-1.191810014,607.0308655
2019-04-25 09:15:00,2019-04-25,-0.107433648,,25/04/2019,,-0.09322194,0,-0.04661097,606.9842545
2019-04-25 09:15:00,2019-04-25,-0.993243244,,25/04/2019,,-0.1976394827,0,-0.09881974133,606.8854348
2019-04-26 14:15:00,2019-04-26,-0.9922336593,,26/04/2019,,-2.732915944,0,-1.366457972,605.5189768
2019-04-26 14:15:00,2019-04-26,-0.12991032,,26/04/2019,,-3.333803322,0,-1.666901661,603.8520751
2019-04-26 14:15:00,2019-04-26,-0.6119926105,,26/04/2019,,-1.349058484,0,-0.6745292422,603.1775459
2019-04-26 14:15:00,2019-04-26,-0.977795066,,26/04/2019,,-4.772777689,0,-2.386388844,600.791157
2019-04-26 14:15:00,2019-04-26,-0.7827771726,,26/04/2019,,-3.462081787,0,-1.731040894,599.0601161
2019-04-30 11:15:00,2019-04-30,-1.248614258,,30/04/2019,,0,13.18732887,6.593664436,605.6537806
2019-04-30 11:15:00,2019-04-30,-0.012930139,,30/04/2019,,-2.532640733,0,-1.266320367,604.3874602
2019-04-30 12:15:00,2019-04-30,-0.00443032,,30/04/2019,,1.652867635,0,0.8264338177,605.213894
2019-05-02 09:45:00,2019-05-02,-0.365924916,,02/05/2019,,0,-4.90319654,-2.45159827,602.7622958
2019-05-02 13:45:00,2019-05-02,-0.2677963848,,02/05/2019,,25.87048004,0,12.93524002,615.6975358
2019-05-03 10:15:00,2019-05-03,0.0027164475,,03/05/2019,,0,-6.669608322,-3.334804161,612.3627316
2019-05-03 12:15:00,2019-05-03,-1.267800993,,03/05/2019,,4.120902055,0,2.060451027,614.4231826
2019-05-10 13:15:00,2019-05-10,-0.3945282863,,10/05/2019,,0.094982575,0,0.0474912875,614.4706739
2019-05-10 14:15:00,2019-05-10,-0.5174948783,,10/05/2019,,4.003772287,0,2.001886143,616.4725601
2019-05-13 10:15:00,2019-05-13,-0.3856737521,,13/05/2019,,0,-4.217349383,-2.108674692,614.3638854
2019-05-14 14:15:00,2019-05-14,-0.5212848084,,14/05/2019,,-0.508571216,0,-0.254285608,614.1095998
2019-05-15 09:15:00,2019-05-15,-0.5194121024,,15/05/2019,,-3.258827207,0,-1.629413604,612.4801862
2019-05-15 09:15:00,2019-05-15,-0.3019494338,,15/05/2019,,-1.401261845,0,-0.7006309227,611.7795553
2019-05-15 10:15:00,2019-05-15,-0.8413637217,,15/05/2019,,-0.8155418331,-1.622381306,-1.218961569,610.5605937
2019-05-16 15:15:00,2019-05-16,6.413256978,,16/05/2019,,11.20628793,0,5.603143967,616.1637376
