Entry Time,Entry Date,ROI% MACD,ROI% MTrend,Dates,,,,Combined ROI,100
2017-03-06 14:15:00,2017-03-06,-0.09621225336,,06/03/2017,,-0.0532531344,0,-0.0266265672,171.4978836
2017-03-07 10:45:00,2017-03-07,-0.1245303072,,07/03/2017,,0.0495683724,0,0.0247841862,171.5226678
2017-03-07 15:15:00,2017-03-07,-0.280785431,,07/03/2017,,0,-0.5496187003,-0.2748093501,171.2478585
2017-03-07 15:15:00,2017-03-07,-0.2299918212,,07/03/2017,,-0.285656787,0,-0.1428283935,171.1050301
2017-03-08 14:45:00,2017-03-08,-0.0842140929,,08/03/2017,,-1.213511669,0,-0.6067558345,170.4982742
2017-03-08 15:15:00,2017-03-08,2.309829304,,08/03/2017,,14.63410316,27.33115881,20.98263099,191.4809052
2017-03-09 09:15:00,2017-03-09,-0.185824496,,09/03/2017,,0.2052420084,0,0.1026210042,191.5835262
2017-03-09 13:45:00,2017-03-09,0.1422901578,,09/03/2017,,-0.07626499272,0,-0.03813249636,191.5453937
2017-03-10 12:15:00,2017-03-10,-0.5954267453,,10/03/2017,,0,-1.6575,-0.82875,190.7166437
2017-03-10 12:15:00,2017-03-10,-0.5214700505,,10/03/2017,,0.04642109277,0,0.02321054638,190.7398543
2017-03-10 12:45:00,2017-03-10,-0.2364003411,,10/03/2017,,0.0590802147,0,0.02954010735,190.7693944
2017-03-10 14:15:00,2017-03-10,2.65172082,,10/03/2017,,-0.2555360574,0,-0.1277680287,190.6416263
2017-03-10 15:15:00,2017-03-10,2.62110072,,10/03/2017,,-1.86149194,0,-0.9307459702,189.7108804
2017-03-10 15:15:00,2017-03-10,1.502946922,,10/03/2017,,0,1.720344828,0.8601724138,190.5710528
2017-03-14 11:15:00,2017-03-14,-0.188053815,,14/03/2017,,-0.7323725548,0,-0.3661862774,190.2048665
2017-03-15 09:45:00,2017-03-15,0.1809384084,,15/03/2017,,-0.07725141135,0,-0.03862570567,190.1662408
2017-03-16 11:15:00,2017-03-16,-0.1897912163,,16/03/2017,,-1.00278709,0,-0.5013935452,189.6648473
2017-03-24 09:45:00,2017-03-24,-0.1543681725,,24/03/2017,,0,1.462664234,0.7313321168,190.3961794
2017-03-24 10:15:00,2017-03-24,-0.707487491,,24/03/2017,,2.131552408,0,1.065776204,191.4619556
2017-03-24 10:15:00,2017-03-24,-0.5216313166,,24/03/2017,,-0.3100036971,0,-0.1550018486,191.3069537
2017-03-24 12:15:00,2017-03-24,-0.9901317217,,24/03/2017,,-0.3842359839,0,-0.192117992,191.1148357
2017-03-24 12:15:00,2017-03-24,-0.364473163,,24/03/2017,,-0.295829699,0,-0.1479148495,190.9669209
2017-03-27 13:15:00,2017-03-27,1.827837647,,27/03/2017,,-1.330267119,9.327378069,3.998555475,194.9654764
2017-03-27 13:15:00,2017-03-27,2.617117659,,27/03/2017,,-0.99454473,0,-0.497272365,194.468204
2017-03-27 14:15:00,2017-03-27,1.671295347,,27/03/2017,,-1.08083917,-7.902697105,-4.491768138,189.9764359
2017-03-28 12:15:00,2017-03-28,1.266985009,,28/03/2017,,5.959371996,0,2.979685998,192.9561219
2017-03-28 14:15:00,2017-03-28,1.4698799,,28/03/2017,,-0.3589042439,0,-0.1794521219,192.7766697
2017-03-31 11:45:00,2017-03-31,-0.3047717648,,31/03/2017,,1.024585354,0,0.5122926771,193.2889624
2017-04-03 13:15:00,2017-04-03,0.2899729889,,03/04/2017,,0,-1.723575949,-0.8617879747,192.4271744
2017-04-03 12:45:00,2017-04-03,0.3496343835,,03/04/2017,,0.8570803482,0,0.4285401741,192.8557146
2017-04-06 09:45:00,2017-04-06,-0.1920374379,,06/04/2017,,-0.1673728072,0,-0.08368640362,192.7720282
2017-04-07 14:15:00,2017-04-07,-0.727596517,,07/04/2017,,7.841753505,0,3.920876752,196.692905
2017-04-11 09:15:00,2017-04-11,0.3193831575,,11/04/2017,,0.85812489,0,0.429062445,197.1219674
2017-04-11 09:15:00,2017-04-11,0.4878020134,,11/04/2017,,-0.225650548,0,-0.112825274,197.0091421
2017-04-11 11:15:00,2017-04-11,-0.1710818415,,11/04/2017,,3.805086575,0,1.902543288,198.9116854
2017-04-11 13:15:00,2017-04-11,-0.978683426,,11/04/2017,,0,1.822087912,0.911043956,199.8227294
2017-04-11 15:15:00,2017-04-11,-0.9903586532,,11/04/2017,,-0.4850482554,0,-0.2425241277,199.5802053
2017-04-12 10:45:00,2017-04-12,0.0772337643,,12/04/2017,,-0.5524665149,0,-0.2762332575,199.303972
2017-04-13 09:15:00,2017-04-13,0.1130131002,,13/04/2017,,0.06436793685,0,0.03218396843,199.336156
2017-04-13 12:45:00,2017-04-13,-0.2625088702,,13/04/2017,,-0.6881075597,0,-0.3440537798,198.9921022
2017-04-18 10:15:00,2017-04-18,-0.5194727041,,18/04/2017,,0,9.302514947,4.651257474,203.6433597
2017-04-18 09:45:00,2017-04-18,-0.8625462072,,18/04/2017,,-1.52285246,0,-0.7614262299,202.8819334
2017-04-20 13:15:00,2017-04-20,-0.301073051,,20/04/2017,,-2.208312935,0,-1.104156467,201.777777
2017-04-21 11:15:00,2017-04-21,-0.9911830891,,21/04/2017,,-0.5312176328,0,-0.2656088164,201.5121681
2017-04-21 11:15:00,2017-04-21,-0.899689113,,21/04/2017,,0.05361940388,0,0.02680970194,201.5389778
2017-04-24 10:15:00,2017-04-24,1.30852035,,24/04/2017,,-2.881215884,0,-1.440607942,200.0983699
2017-04-24 09:45:00,2017-04-24,1.902393088,,24/04/2017,,-0.3207637431,0,-0.1603818716,199.937988
2017-04-24 11:15:00,2017-04-24,1.838208539,,24/04/2017,,0.9903323039,0,0.4951661519,200.4331542
2017-04-24 11:15:00,2017-04-24,1.757706307,,24/04/2017,,-0.7990240796,0,-0.3995120398,200.0336421
2017-04-24 11:15:00,2017-04-24,2.580885237,,24/04/2017,,-0.7934695308,0,-0.3967347654,199.6369074
2017-04-26 14:45:00,2017-04-26,-0.051932115,,26/04/2017,,-0.08353504248,0,-0.04176752124,199.5951399
2017-04-27 10:15:00,2017-04-27,0.1885582125,,27/04/2017,,-1.600690283,0,-0.8003451416,198.7947947
2017-04-28 10:15:00,2017-04-28,0.082092015,,28/04/2017,,0.2691054352,-1.62075,-0.6758222824,198.1189724
2017-05-02 11:45:00,2017-05-02,-0.002079891,,02/05/2017,,-0.5211147379,0,-0.260557369,197.8584151
2017-05-02 12:15:00,2017-05-02,0.95261463,,02/05/2017,,-0.6672518008,0,-0.3336259004,197.5247892
2017-05-02 13:15:00,2017-05-02,-0.2201254907,,02/05/2017,,-2.050697186,0,-1.025348593,196.4994406
2017-05-02 14:45:00,2017-05-02,-0.4224792563,,02/05/2017,,1.287893475,0,0.6439467375,197.1433873
2017-05-03 09:15:00,2017-05-03,-0.2013837,,03/05/2017,,-0.7690939431,0,-0.3845469716,196.7588403
2017-05-03 13:15:00,2017-05-03,-0.242667404,,03/05/2017,,1.154541346,0,0.5772706732,197.336111
2017-05-04 11:15:00,2017-05-04,-0.1166727354,,04/05/2017,,4.325753939,0,2.16287697,199.498988
2017-05-04 10:45:00,2017-05-04,0.0227884998,,04/05/2017,,-0.2614897038,0,-0.1307448519,199.3682431
2017-05-04 12:15:00,2017-05-04,-0.9919835507,,04/05/2017,,-0.3140651331,0,-0.1570325665,199.2112106
2017-05-04 13:15:00,2017-05-04,-0.31624725,,04/05/2017,,-1.952479224,0,-0.976239612,198.2349709
2017-05-05 13:45:00,2017-05-05,-0.2122110081,,05/05/2017,,0.0251124615,0,0.01255623075,198.2475272
2017-05-08 10:15:00,2017-05-08,-0.5215681504,,08/05/2017,,-0.2487951931,0,-0.1243975966,198.1231296
2017-05-08 09:45:00,2017-05-08,-0.0667703988,,08/05/2017,,0,-1.584,-0.792,197.3311296
2017-05-08 14:15:00,2017-05-08,-0.29066145,,08/05/2017,,-2.790980179,0,-1.39549009,195.9356395
2017-05-09 10:15:00,2017-05-09,-0.0491338386,,09/05/2017,,5.538614843,0,2.769307421,198.7049469
2017-05-09 11:15:00,2017-05-09,-0.05896035945,,09/05/2017,,-0.1329354421,0,-0.06646772105,198.6384792
2017-05-09 11:15:00,2017-05-09,-0.2284419,,09/05/2017,,-1.333187879,0,-0.6665939395,197.9718853
2017-05-09 13:15:00,2017-05-09,-0.4108778468,,09/05/2017,,0.1235843406,0,0.0617921703,198.0336774
2017-05-09 12:45:00,2017-05-09,0.5721448446,,09/05/2017,,2.652171973,6.139726174,4.395949073,202.4296265
2017-05-09 14:15:00,2017-05-09,-0.2700229187,,09/05/2017,,0.9088870314,0,0.4544435157,202.88407
2017-05-10 10:15:00,2017-05-10,1.040455378,,10/05/2017,,0.2058100448,0,0.1029050224,202.986975
2017-05-10 10:15:00,2017-05-10,-0.40762602,,10/05/2017,,-0.4678213927,0,-0.2339106964,202.7530643
2017-05-10 10:15:00,2017-05-10,-0.313056384,,10/05/2017,,4.306157829,0,2.153078914,204.9061433
2017-05-10 10:15:00,2017-05-10,1.010078261,,10/05/2017,,9.90388856,0,4.95194428,209.8580875
2017-05-11 14:15:00,2017-05-11,-0.6225660188,,11/05/2017,,3.686468831,0,1.843234416,211.7013219
2017-05-15 10:15:00,2017-05-15,-0.46672329,,15/05/2017,,0,4.827504377,2.413752188,214.1150741
2017-05-15 11:15:00,2017-05-15,-0.5186600581,,15/05/2017,,-0.6116826774,0,-0.3058413387,213.8092328
2017-05-15 11:15:00,2017-05-15,-0.3706054875,,15/05/2017,,1.660481684,0,0.8302408422,214.6394736
2017-05-16 10:45:00,2017-05-16,0.2721339114,,16/05/2017,,1.678580771,0,0.8392903853,215.478764
2017-05-16 11:15:00,2017-05-16,-0.3253870458,,16/05/2017,,0.5647059837,0,0.2823529918,215.761117
2017-05-17 12:45:00,2017-05-17,0.0495683724,,17/05/2017,,-0.4494969375,0,-0.2247484688,215.5363685
2017-05-19 14:15:00,2017-05-19,-0.285656787,,19/05/2017,,0.2182338472,0,0.1091169236,215.6454855
2017-05-22 11:15:00,2017-05-22,-0.9912010897,,22/05/2017,,5.535763251,0,2.767881625,218.4133671
2017-05-22 11:15:00,2017-05-22,-0.2223105792,,22/05/2017,,-0.9923537318,0,-0.4961768659,217.9171902
2017-05-25 10:15:00,2017-05-25,2.480414577,,25/05/2017,,0.9502522462,0,0.4751261231,218.3923164
2017-05-25 11:15:00,2017-05-25,1.593359713,,25/05/2017,,-0.2682090923,0,-0.1341045461,218.2582118
2017-05-25 12:15:00,2017-05-25,4.086498213,,25/05/2017,,-0.1104943824,0,-0.0552471912,218.2029646
2017-05-25 13:15:00,2017-05-25,3.488428092,,25/05/2017,,-1.147059845,0,-0.5735299226,217.6294347
2017-05-25 13:15:00,2017-05-25,2.985402569,,25/05/2017,,-0.8645938985,0,-0.4322969493,217.1971377
2017-05-29 11:45:00,2017-05-29,0.2052420084,,29/05/2017,,-0.1666686321,0,-0.08333431605,217.1138034
2017-05-30 13:15:00,2017-05-30,-0.07626499272,,30/05/2017,,-0.1831111205,0,-0.09155556023,217.0222479
2017-06-02 10:15:00,2017-06-02,0.01663792845,,02/06/2017,,0,-1.664410112,-0.8322050562,216.1900428
2017-06-02 11:15:00,2017-06-02,0.02978316432,,02/06/2017,,2.093611558,0,1.046805779,217.2368486
2017-06-05 09:15:00,2017-06-05,0.0590802147,,05/06/2017,,-0.4114928586,0,-0.2057464293,217.0311022
2017-06-06 10:15:00,2017-06-06,-0.2555360574,,06/06/2017,,-0.6190113722,0,-0.3095056861,216.7215965
2017-06-07 10:15:00,2017-06-07,-0.1122069488,,07/06/2017,,-1.818290207,0,-0.9091451034,215.8124514
2017-06-07 10:15:00,2017-06-07,-0.5030659125,,07/06/2017,,-2.480358965,2.960528181,0.2400846077,216.052536
2017-06-07 09:45:00,2017-06-07,-0.2168262468,,07/06/2017,,-3.810005703,0,-1.905002851,214.1475331
2017-06-07 10:15:00,2017-06-07,-0.6716394306,,07/06/2017,,0.3716775775,0,0.1858387888,214.3333719
2017-06-07 15:15:00,2017-06-07,-0.35325596,,07/06/2017,,-0.1078040145,0,-0.05390200725,214.2794699
2017-06-07 14:45:00,2017-06-07,-0.00449744175,,07/06/2017,,-0.394543344,0,-0.197271672,214.0821982
2017-06-09 09:15:00,2017-06-09,-0.2332536801,,09/06/2017,,-0.660193098,0,-0.330096549,213.7521017
2017-06-09 11:15:00,2017-06-09,-0.0664700085,,09/06/2017,,-1.928474219,0,-0.9642371097,212.7878646
2017-06-09 13:15:00,2017-06-09,-0.4326488662,,09/06/2017,,-0.9603203655,-4.901579043,-2.930949704,209.8569149
2017-06-12 10:15:00,2017-06-12,-0.07725141135,,12/06/2017,,-2.552976643,0,-1.276488322,208.5804266
2017-06-13 11:15:00,2017-06-13,-0.2022501321,,13/06/2017,,-0.3798603605,0,-0.1899301802,208.3904964
2017-06-13 13:15:00,2017-06-13,-0.5321966234,,13/06/2017,,18.74721948,0,9.373609741,217.7641061
2017-06-13 13:15:00,2017-06-13,-0.268340335,,13/06/2017,,-0.1801162935,0,-0.09005814675,217.674048
2017-06-16 12:15:00,2017-06-16,-0.0764121951,,16/06/2017,,6.43570373,0,3.217851865,220.8918998
2017-06-16 13:15:00,2017-06-16,0.665482865,,16/06/2017,,7.658431092,0,3.829215546,224.7211154
2017-06-16 13:15:00,2017-06-16,0.452848032,,16/06/2017,,2.126157101,0,1.06307855,225.7841939
2017-06-16 14:45:00,2017-06-16,1.089633706,,16/06/2017,,0,-0.3663594264,-0.1831797132,225.6010142
2017-06-19 12:15:00,2017-06-19,-0.31207422,,19/06/2017,,2.841395025,0,1.420697513,227.0217117
2017-06-19 13:15:00,2017-06-19,0.00207052288,,19/06/2017,,-0.7049368071,-2.439703806,-1.572320307,225.4493914
2017-06-20 14:45:00,2017-06-20,-0.3842359839,,20/06/2017,,0.02305618095,0,0.01152809047,225.4609195
2017-06-21 14:15:00,2017-06-21,-0.295829699,,21/06/2017,,-5.834652516,0,-2.917326258,222.5435933
2017-06-22 10:15:00,2017-06-22,-0.5204056925,,22/06/2017,,-1.255680055,0,-0.6278400276,221.9157532
2017-06-22 10:15:00,2017-06-22,-0.750810729,,22/06/2017,,-6.585614767,-1.605314614,-4.095464691,217.8202885
2017-06-22 09:45:00,2017-06-22,-0.059050698,,22/06/2017,,-1.056370446,0,-0.5281852232,217.2921033
2017-06-23 09:15:00,2017-06-23,-0.378392679,,23/06/2017,,-2.115693618,0,-1.057846809,216.2342565
2017-06-23 09:15:00,2017-06-23,-0.616152051,,23/06/2017,,-3.146218765,-2.585924581,-2.866071673,213.3681848
2017-06-29 09:45:00,2017-06-29,-1.08083917,,29/06/2017,,-0.8833505943,0,-0.4416752972,212.9265095
2017-07-03 10:15:00,2017-07-03,-0.3681081634,,03/07/2017,,0,-1.01522449,-0.5076122449,212.4188973
2017-07-03 10:45:00,2017-07-03,-0.1833983151,,03/07/2017,,4.858242299,0,2.429121149,214.8480184
2017-07-03 11:15:00,2017-07-03,3.014421228,,03/07/2017,,-0.3326413111,0,-0.1663206556,214.6816978
2017-07-03 11:15:00,2017-07-03,3.496457247,,03/07/2017,,0,-1.635600699,-0.8178003493,213.8638974
2017-07-04 12:15:00,2017-07-04,0.20247864,,04/07/2017,,0,8.77712985,4.388564925,218.2524624
2017-07-04 14:15:00,2017-07-04,-0.2660153114,,04/07/2017,,-2.870132905,0,-1.435066453,216.8173959
2017-07-04 14:45:00,2017-07-04,-0.2953675725,,04/07/2017,,2.12424439,0,1.062122195,217.8795181
2017-07-05 10:15:00,2017-07-05,0.3975053935,,05/07/2017,,-0.7256664653,0,-0.3628332326,217.5166849
2017-07-05 10:15:00,2017-07-05,0.6270799606,,05/07/2017,,-1.0814033,0,-0.5407016501,216.9759832
2017-07-07 10:45:00,2017-07-07,0.8570803482,,07/07/2017,,-1.255179696,0,-0.6275898482,216.3483934
2017-07-10 09:15:00,2017-07-10,0.1099221915,,10/07/2017,,-0.690627924,0,-0.345313962,216.0030794
2017-07-10 13:15:00,2017-07-10,-0.2772949988,,10/07/2017,,-0.3584644,0,-0.1792322,215.8238472
2017-07-12 09:15:00,2017-07-12,-0.04429831545,,12/07/2017,,0.2320323376,0,0.1160161688,215.9398634
2017-07-12 14:15:00,2017-07-12,0.8711762409,,12/07/2017,,-0.9914351431,0,-0.4957175715,215.4441458
2017-07-12 15:15:00,2017-07-12,1.984811494,,12/07/2017,,-0.649541445,0,-0.3247707225,215.1193751
2017-07-12 15:15:00,2017-07-12,5.030064085,,12/07/2017,,0.2884146531,0,0.1442073266,215.2635824
2017-07-14 11:15:00,2017-07-14,0.85812489,,14/07/2017,,-0.5189209555,0,-0.2594604778,215.0041219
2017-07-19 09:45:00,2017-07-19,0.249919587,,19/07/2017,,16.97100516,2.463716995,9.717361077,224.721483
2017-07-19 14:15:00,2017-07-19,-0.03469014,,19/07/2017,,0.0506482221,0,0.02532411105,224.7468071
2017-07-19 15:15:00,2017-07-19,-0.440879995,,19/07/2017,,1.435755095,-1.59928125,-0.08176307745,224.665044
2017-07-21 10:15:00,2017-07-21,-0.9938242641,,21/07/2017,,-0.3737779254,0,-0.1868889627,224.4781551
2017-07-21 09:45:00,2017-07-21,-0.5339968029,,21/07/2017,,-0.2312312508,0,-0.1156156254,224.3625395
2017-07-21 10:15:00,2017-07-21,-0.9787368084,,21/07/2017,,-0.6947996983,0,-0.3473998492,224.0151396
2017-07-21 14:15:00,2017-07-21,1.33310933,,21/07/2017,,-0.10497392,0,-0.05248696,223.9626526
2017-07-21 15:15:00,2017-07-21,1.752265603,,21/07/2017,,-1.787461365,0,-0.8937306824,223.068922
2017-07-21 15:15:00,2017-07-21,0.899844234,,21/07/2017,,4.273193381,0.9408067831,2.607000082,225.675922
2017-07-21 15:15:00,2017-07-21,2.326425284,,21/07/2017,,2.981961392,0,1.490980696,227.1669027
2017-07-28 10:15:00,2017-07-28,-0.4850482554,,28/07/2017,,-0.253205784,0,-0.126602892,227.0402998
2017-07-31 10:15:00,2017-07-31,-0.7443390646,,31/07/2017,,-0.416988507,0.2524846154,-0.08225194581,226.9580479
2017-07-31 10:15:00,2017-07-31,0.5141818788,,31/07/2017,,4.359639525,0,2.179819763,229.1378677
2017-07-31 11:15:00,2017-07-31,-0.05284889718,,31/07/2017,,0.6952699971,0,0.3476349986,229.4855027
2017-07-31 11:15:00,2017-07-31,-0.269460432,,31/07/2017,,-0.1831957156,0,-0.09159785782,229.3939048
2017-08-01 11:45:00,2017-08-01,0.06436793685,,01/08/2017,,1.426441985,0,0.7132209926,230.1071258
2017-08-02 13:15:00,2017-08-02,-0.6881075597,,02/08/2017,,-0.4612525875,0,-0.2306262938,229.8764995
2017-08-07 09:15:00,2017-08-07,-0.5214330378,,07/08/2017,,-1.537919496,0,-0.7689597481,229.1075398
2017-08-07 09:15:00,2017-08-07,0.1723589673,,07/08/2017,,4.771297707,7.389368622,6.080333164,235.1878729
2017-08-07 09:15:00,2017-08-07,-0.335352512,,07/08/2017,,-0.08384965978,0,-0.04192482989,235.1459481
2017-08-07 10:15:00,2017-08-07,-0.8384258774,,07/08/2017,,-0.9180783108,0,-0.4590391554,234.6869089
2017-08-08 09:15:00,2017-08-08,-0.9783858946,,08/08/2017,,0.9778733452,21.92944596,11.45365965,246.1405686
2017-08-08 09:15:00,2017-08-08,-1.22992704,,08/08/2017,,-0.9902818688,0,-0.4951409344,245.6454277
2017-08-14 11:45:00,2017-08-14,-0.1942953336,,14/08/2017,,2.871297336,0,1.435648668,247.0810763
2017-08-14 14:15:00,2017-08-14,-0.3369222992,,14/08/2017,,-1.68700755,0,-0.8435037748,246.2375725
2017-08-16 13:15:00,2017-08-16,0.0310224,,16/08/2017,,-1.601995948,0,-0.8009979739,245.4365746
2017-08-16 13:15:00,2017-08-16,-0.28665895,,16/08/2017,,0.3938428936,0,0.1969214468,245.633496
2017-08-16 13:15:00,2017-08-16,0.2622817781,,16/08/2017,,0,-1.615588235,-0.8077941176,244.8257019
2017-08-16 13:15:00,2017-08-16,0.2496523326,,16/08/2017,,-0.7647142635,0,-0.3823571318,244.4433448
2017-08-16 15:15:00,2017-08-16,-0.2026781568,,16/08/2017,,-0.911419838,0,-0.455709919,243.9876349
2017-08-17 12:15:00,2017-08-17,-0.5186686435,,17/08/2017,,0.594322409,0,0.2971612045,244.2847961
