time,open,high,low,close,Long Signal,Short Signal,MA 25,MA 50,MA 100,MA,MA,MA
2021-12-01T09:15:00+05:30,35834.15,36190.2,35805,36176.8,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T09:30:00+05:30,36179.2,36205.45,35988.35,35992.95,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T09:45:00+05:30,35994.4,36061.95,35921.35,35921.35,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T10:00:00+05:30,35917.3,36012.1,35872.95,35876.85,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T10:15:00+05:30,35875.9,35964.35,35834.75,35962.7,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T10:30:00+05:30,35960.1,36147.45,35958.05,36117.2,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T10:45:00+05:30,36118.45,36133.15,36067.2,36085.7,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T11:00:00+05:30,36087.95,36277.15,36074.1,36240.45,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T11:15:00+05:30,36245.15,36330.65,36203.05,36276.5,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T11:30:00+05:30,36278.15,36309.75,36222.8,36261.6,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T11:45:00+05:30,36259.45,36343.2,36252.95,36340.6,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T12:00:00+05:30,36338.05,36364.7,36251.35,36273.55,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T12:15:00+05:30,36272.3,36272.3,36184.35,36212.9,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T12:30:00+05:30,36214.35,36247.9,36115.9,36217.95,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T12:45:00+05:30,36215.9,36311.4,36180.7,36285.2,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T13:00:00+05:30,36289.25,36289.95,36180.15,36244.65,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T13:15:00+05:30,36249.5,36258.7,36178.5,36190.1,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T13:30:00+05:30,36197.15,36310.05,36104.55,36166.7,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T13:45:00+05:30,36165.25,36236.8,36123.15,36226.45,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T14:00:00+05:30,36228.75,36233.55,36101.5,36106.25,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T14:15:00+05:30,36106.4,36273.35,36037.4,36260,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T14:30:00+05:30,36256.1,36339.05,36230.4,36313,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T14:45:00+05:30,36314.05,36445.35,36313.9,36389.55,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T15:00:00+05:30,36386.85,36409.05,36332.2,36370.25,0,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-12-01T15:15:00+05:30,36373.8,36406.2,36340.4,36384.8,0,0,36195.761999999995,NaN,NaN,NaN,NaN,36195.761999999995
2021-12-02T09:15:00+05:30,36308.2,36351,36166.7,36306.95,0,0,36200.968,NaN,NaN,NaN,NaN,36200.968
2021-12-02T09:30:00+05:30,36304.65,36425.6,36304.65,36335.95,0,0,36214.687999999995,NaN,NaN,NaN,NaN,36214.687999999995
2021-12-02T09:45:00+05:30,36335.85,36402.5,36283.65,36352.35,0,0,36231.928,NaN,NaN,NaN,NaN,36231.928
2021-12-02T10:00:00+05:30,36349.75,36379.55,36294.15,36375.7,0,0,36251.882,NaN,NaN,NaN,NaN,36251.882
2021-12-02T10:15:00+05:30,36375.55,36426.85,36350,36424.05,0,0,36270.336,NaN,NaN,NaN,NaN,36270.336
2021-12-02T10:30:00+05:30,36424.55,36474.75,36400.25,36439.65,0,0,36283.234,NaN,NaN,NaN,NaN,36283.234
2021-12-02T10:45:00+05:30,36438.75,36462.95,36334.75,36390.7,0,0,36295.434,NaN,NaN,NaN,NaN,36295.434
2021-12-02T11:00:00+05:30,36388.75,36412.45,36350.3,36391.65,0,0,36301.482,NaN,NaN,NaN,NaN,36301.482
2021-12-02T11:15:00+05:30,36391.85,36494.55,36387.55,36488.25,0,0,36309.952000000005,NaN,NaN,NaN,NaN,36309.952000000005
2021-12-02T11:30:00+05:30,36488.2,36517.3,36437.5,36440.55,0,0,36317.11,NaN,NaN,NaN,NaN,36317.11
2021-12-02T11:45:00+05:30,36438.85,36460.5,36342.9,36377.25,0,0,36318.576,NaN,NaN,NaN,NaN,36318.576
2021-12-02T12:00:00+05:30,36373.2,36377.25,36306.75,36314.1,0,0,36320.198,NaN,NaN,NaN,NaN,36320.198
2021-12-02T12:15:00+05:30,36313.7,36325.95,36261.85,36294.15,0,0,36323.448,NaN,NaN,NaN,NaN,36323.448
2021-12-02T12:30:00+05:30,36291.45,36339.3,36256,36284.85,0,0,36326.123999999996,NaN,NaN,NaN,NaN,36326.123999999996
2021-12-02T12:45:00+05:30,36285.85,36348.95,36274.85,36335.2,0,0,36328.123999999996,NaN,NaN,NaN,NaN,36328.123999999996
2021-12-02T13:00:00+05:30,36334.4,36358.5,36225.9,36306.4,0,0,36330.594,NaN,NaN,NaN,NaN,36330.594
2021-12-02T13:15:00+05:30,36311.55,36327.35,36278.05,36292.7,0,0,36334.698,NaN,NaN,NaN,NaN,36334.698
2021-12-02T13:30:00+05:30,36290.25,36374.8,36266.95,36370.25,0,0,36342.84,NaN,NaN,NaN,NaN,36342.84
2021-12-02T13:45:00+05:30,36368.6,36426.75,36325.45,36349.65,0,0,36347.768,NaN,NaN,NaN,NaN,36347.768
2021-12-02T14:00:00+05:30,36350.55,36360.8,36278.45,36352.65,0,0,36357.623999999996,NaN,NaN,NaN,NaN,36357.623999999996
2021-12-02T14:15:00+05:30,36354,36401,36344,36401,0,0,36363.263999999996,NaN,NaN,NaN,NaN,36363.263999999996
2021-12-02T14:30:00+05:30,36399.55,36463,36370.9,36431.95,0,0,36368.02199999999,NaN,NaN,NaN,NaN,36368.02199999999
2021-12-02T14:45:00+05:30,36431.1,36468.65,36392.05,36446.95,0,0,36370.31799999999,NaN,NaN,NaN,NaN,36370.31799999999
2021-12-02T15:00:00+05:30,36446,36513.15,36446,36486.8,0,0,36374.97999999999,NaN,NaN,NaN,NaN,36374.97999999999
2021-12-02T15:15:00+05:30,36486.55,36563.5,36479.7,36535.65,0,0,36381.013999999996,36288.388,NaN,NaN,36288.388,36381.013999999996
2021-12-03T09:15:00+05:30,36516,36817.8,36462.5,36791.6,0,0,36400.399999999994,36300.684,NaN,NaN,36300.684,36400.399999999994
2021-12-03T09:30:00+05:30,36791.1,36844,36679,36723.5,0,0,36415.901999999995,36315.295,NaN,NaN,36315.295,36415.901999999995
2021-12-03T09:45:00+05:30,36720.95,36739,36580.1,36604.1,0,0,36425.971999999994,36328.95,NaN,NaN,36328.95,36425.971999999994
2021-12-03T10:00:00+05:30,36601.05,36655.55,36555.6,36613.25,0,0,36435.473999999995,36343.678,NaN,NaN,36343.678,36435.473999999995
2021-12-03T10:15:00+05:30,36611.35,36616.8,36510,36607.6,0,0,36442.81599999999,36356.576,NaN,NaN,36356.576,36442.81599999999
2021-12-03T10:30:00+05:30,36607.3,36638.4,36576.5,36617.5,0,0,36449.92999999999,36366.582,NaN,NaN,36366.582,36449.92999999999
2021-12-03T10:45:00+05:30,36616.15,36702.7,36615.45,36660.65,0,0,36460.727999999996,36378.081,NaN,NaN,36378.081,36460.727999999996
2021-12-03T11:00:00+05:30,36659.6,36739.25,36622.1,36724.55,0,0,36474.043999999994,36387.763,NaN,NaN,36387.763,36474.043999999994
2021-12-03T11:15:00+05:30,36724.4,36744.95,36671.15,36694.65,0,0,36482.299999999996,36396.126000000004,NaN,NaN,36396.126000000004,36482.299999999996
2021-12-03T11:30:00+05:30,36693.1,36722.05,36661.9,36722.05,0,0,36493.56,36405.335,NaN,NaN,36405.335,36493.56
2021-12-03T11:45:00+05:30,36717.15,36732.7,36648.4,36657.1,0,0,36504.754,36411.665,NaN,NaN,36411.665,36504.754
2021-12-03T12:00:00+05:30,36656.85,36663.3,36597.75,36626.5,0,0,36517.24999999999,36418.724,NaN,NaN,36418.724,36517.24999999999
2021-12-03T12:15:00+05:30,36624.4,36651.6,36548.1,36563.85,0,0,36528.038,36425.742999999995,NaN,NaN,36425.742999999995,36528.038
2021-12-03T12:30:00+05:30,36566.15,36566.5,36399.1,36399.1,0,0,36532.608,36429.366,NaN,NaN,36429.366,36532.608
2021-12-03T12:45:00+05:30,36392.95,36450.1,36356.55,36417.85,0,0,36535.914,36432.019,NaN,NaN,36432.019,36535.914
2021-12-03T13:00:00+05:30,36418.85,36448.8,36334.2,36351.4,0,0,36537.71400000001,36434.154,NaN,NaN,36434.154,36537.71400000001
2021-12-03T13:15:00+05:30,36350.85,36394.65,36298.6,36306.15,0,0,36538.252,36436.475,NaN,NaN,36436.475,36538.252
2021-12-03T13:30:00+05:30,36305.7,36335.95,36254.5,36278.45,0,0,36534.58,36438.70999999999,NaN,NaN,36438.70999999999,36534.58
2021-12-03T13:45:00+05:30,36278.9,36362.8,36245.7,36317.1,0,0,36533.278,36440.523,NaN,NaN,36440.523,36533.278
2021-12-03T14:00:00+05:30,36320.05,36322.75,36228.55,36228.55,0,0,36528.314,36442.969,NaN,NaN,36442.969,36528.314
2021-12-03T14:15:00+05:30,36224.8,36251.1,36163.05,36172.65,0,0,36519.18,36441.221999999994,NaN,NaN,36441.221999999994,36519.18
2021-12-03T14:30:00+05:30,36174.4,36192.4,36062.85,36127.55,0,0,36507.004,36437.513,NaN,NaN,36437.513,36507.004
2021-12-03T14:45:00+05:30,36130.25,36249.6,36081,36239.75,0,0,36498.716,36434.517,NaN,NaN,36434.517,36498.716
2021-12-03T15:00:00+05:30,36239.3,36239.3,36111.35,36204.45,0,0,36487.422,36431.200999999994,NaN,NaN,36431.200999999994,36487.422
2021-12-03T15:15:00+05:30,36204.55,36290.6,36178,36213.6,0,0,36474.54000000001,36427.776999999995,NaN,NaN,36427.776999999995,36474.54000000001
2021-12-06T09:15:00+05:30,36268.75,36268.75,35984.75,36034.65,0,0,36444.26200000001,36422.331,NaN,NaN,36422.331,36444.26200000001
2021-12-06T09:30:00+05:30,36036.65,36053.4,35891.25,36051.55,0,0,36417.384000000005,36416.643,NaN,NaN,36416.643,36417.384000000005
2021-12-06T09:45:00+05:30,36048.45,36155.15,36045.25,36113.25,0,0,36397.75000000001,36411.861,NaN,NaN,36411.861,36397.75000000001
2021-12-06T10:00:00+05:30,36114.15,36284.1,36100.65,36209.2,0,0,36381.588,36408.530999999995,NaN,NaN,36408.530999999995,36381.588
2021-12-06T10:15:00+05:30,36209.4,36248.7,36148.75,36244,0,0,36367.044,36404.92999999999,NaN,NaN,36404.92999999999,36367.044
2021-12-06T10:30:00+05:30,36245.6,36321.8,36216.9,36316.4,0,0,36355,36402.465,NaN,NaN,36402.465,36355
2021-12-06T10:45:00+05:30,36323,36344.55,36182.65,36205.3,0,0,36336.786,36398.757,NaN,NaN,36398.757,36336.786
2021-12-06T11:00:00+05:30,36200.95,36224.85,36142.65,36206.6,0,0,36316.068,36395.056,NaN,NaN,36395.056,36316.068
2021-12-06T11:15:00+05:30,36208.55,36211.25,36076.1,36094.8,0,0,36292.074,36387.187,NaN,NaN,36387.187,36292.074
2021-12-06T11:30:00+05:30,36096.85,36152.25,36055.85,36085.75,0,0,36266.621999999996,36380.09099999999,NaN,NaN,36380.09099999999,36266.621999999996
2021-12-06T11:45:00+05:30,36084.65,36141.35,36060.05,36133.35,0,0,36245.672,36375.212999999996,NaN,NaN,36375.212999999996,36245.672
2021-12-06T12:00:00+05:30,36132.4,36183,36109.55,36112.15,0,0,36225.09799999999,36371.174000000006,NaN,NaN,36371.174000000006,36225.09799999999
2021-12-06T12:15:00+05:30,36112.25,36117.7,36029.05,36098.2,0,0,36206.471999999994,36367.255,NaN,NaN,36367.255,36206.471999999994
2021-12-06T12:30:00+05:30,36096.25,36167.25,36081.1,36159.6,0,0,36196.892,36364.75000000001,NaN,NaN,36364.75000000001,36196.892
2021-12-06T12:45:00+05:30,36158.35,36221.1,36110.1,36183.3,0,0,36187.509999999995,36361.712,NaN,NaN,36361.712,36187.509999999995
2021-12-06T13:00:00+05:30,36183.25,36219.1,36119.3,36119.3,0,0,36178.225999999995,36357.97,NaN,NaN,36357.97,36178.225999999995
2021-12-06T13:15:00+05:30,36117.35,36162.3,36098.35,36144.6,0,0,36171.763999999996,36355.008,NaN,NaN,36355.008,36171.763999999996
2021-12-06T13:30:00+05:30,36143.15,36154.9,36056.1,36080.9,0,0,36163.861999999994,36349.221000000005,NaN,NaN,36349.221000000005,36163.861999999994
2021-12-06T13:45:00+05:30,36075.75,36114.8,36032.8,36059.2,0,0,36153.545999999995,36343.412000000004,NaN,NaN,36343.412000000004,36153.545999999995
2021-12-06T14:00:00+05:30,36062.1,36087.45,35938.95,35938.95,0,0,36141.96199999999,36335.138000000006,NaN,NaN,36335.138000000006,36141.96199999999
2021-12-06T14:15:00+05:30,35937,35976.7,35879.9,35884.35,0,0,36130.42999999999,36324.80500000001,NaN,NaN,36324.80500000001,36130.42999999999
2021-12-06T14:30:00+05:30,35879.25,35898.5,35722.75,35769.4,0,0,36116.10399999999,36311.55400000001,NaN,NaN,36311.55400000001,36116.10399999999
2021-12-06T14:45:00+05:30,35771.15,35860.55,35753.65,35822.1,0,0,36099.39799999999,36299.05700000001,NaN,NaN,36299.05700000001,36099.39799999999
2021-12-06T15:00:00+05:30,35822.5,35830.15,35696.75,35708.5,0,0,36079.55999999999,36283.49100000001,NaN,NaN,36283.49100000001,36079.55999999999
2021-12-06T15:15:00+05:30,35707.7,35763.4,35704.2,35736.65,0,0,36060.48199999999,36267.511000000006,36277.9495,36277.9495,36267.511000000006,36060.48199999999
2021-12-07T09:15:00+05:30,36087.85,36210.5,36013.95,36141.05,0,0,36064.73799999999,36254.50000000001,36277.592000000004,36277.592000000004,36254.50000000001,36064.73799999999
2021-12-07T09:30:00+05:30,36142.65,36292.25,36132.05,36287.7,0,0,36074.18399999999,36245.78400000001,36280.5395,36280.5395,36245.78400000001,36074.18399999999
2021-12-07T09:45:00+05:30,36286.65,36380.2,36280.85,36369.5,0,0,36084.43399999999,36241.092000000004,36285.021,36285.021,36241.092000000004,36084.43399999999
2021-12-07T10:00:00+05:30,36367.65,36412.9,36294.1,36341.8,0,0,36089.73799999999,36235.663,36289.6705,36289.6705,36235.663,36089.73799999999
2021-12-07T10:15:00+05:30,36345.55,36417.7,36326.7,36361.4,0,0,36094.433999999994,36230.739,36293.6575,36293.6575,36230.739,36094.433999999994
2021-12-07T10:30:00+05:30,36362.65,36466.55,36362.65,36439.2,0,0,36099.34599999999,36227.173,36296.8775,36296.8775,36227.173,36099.34599999999
2021-12-07T10:45:00+05:30,36441.1,36500.35,36418.65,36461.4,0,0,36109.58999999999,36223.188,36300.6345,36300.6345,36223.188,36109.58999999999
