datetime,open,high,low,close,volume
2017-01-02T00:00:00.000000,3265.66,3265.66,3265.66,3265.66,0
2017-01-03T00:00:00.000000,3286.98,3286.98,3286.98,3286.98,0
2017-01-04T00:00:00.000000,3291.67,3291.67,3291.67,3291.67,0
2017-01-05T00:00:00.000000,3349.35,3349.35,3349.35,3349.35,0
2017-01-06T00:00:00.000000,3333.56,3333.56,3333.56,3333.56,0
2017-01-09T00:00:00.000000,3339.78,3339.78,3339.78,3339.78,0
2017-01-10T00:00:00.000000,3356.96,3356.96,3356.96,3356.96,0
2017-01-11T00:00:00.000000,3420.22,3420.22,3420.22,3420.22,0
2017-01-12T00:00:00.000000,3413.13,3413.13,3413.13,3413.13,0
2017-01-13T00:00:00.000000,3408.01,3408.01,3408.01,3408.01,0
2017-01-16T00:00:00.000000,3431.05,3431.05,3431.05,3431.05,0
2017-01-17T00:00:00.000000,3442.71,3442.71,3442.71,3442.71,0
2017-01-18T00:00:00.000000,3460.61,3460.61,3460.61,3460.61,0
2017-01-19T00:00:00.000000,3472.08,3472.08,3472.08,3472.08,0
2017-01-20T00:00:00.000000,3414.53,3414.53,3414.53,3414.53,0
2017-01-23T00:00:00.000000,3424.63,3424.63,3424.63,3424.63,0
2017-01-24T00:00:00.000000,3453.14,3453.14,3453.14,3453.14,0
2017-01-25T00:00:00.000000,3509.84,3509.84,3509.84,3509.84,0
2017-01-27T00:00:00.000000,3524.75,3524.75,3524.75,3524.75,0
2017-01-30T00:00:00.000000,3509.38,3509.38,3509.38,3509.38,0
2017-01-31T00:00:00.000000,3444.59,3444.59,3444.59,3444.59,0
2017-02-01T00:00:00.000000,3534.31,3534.31,3534.31,3534.31,0
2017-02-02T00:00:00.000000,3559.19,3559.19,3559.19,3559.19,0
2017-02-03T00:00:00.000000,3599.83,3599.83,3599.83,3599.83,0
2017-02-06T00:00:00.000000,3605.25,3605.25,3605.25,3605.25,0
2017-02-07T00:00:00.000000,3582.07,3582.07,3582.07,3582.07,0
2017-02-08T00:00:00.000000,3608.42,3608.42,3608.42,3608.42,0
2017-02-09T00:00:00.000000,3612.06,3612.06,3612.06,3612.06,0
2017-02-10T00:00:00.000000,3613.96,3613.96,3613.96,3613.96,0
2017-02-13T00:00:00.000000,3594.76,3594.76,3594.76,3594.76,0
2017-02-14T00:00:00.000000,3586.85,3586.85,3586.85,3586.85,0
2017-02-15T00:00:00.000000,3519.32,3519.32,3519.32,3519.32,0
2017-02-16T00:00:00.000000,3577.79,3577.79,3577.79,3577.79,0
2017-02-17T00:00:00.000000,3607.87,3607.87,3607.87,3607.87,0
2017-02-20T00:00:00.000000,3642.76,3642.76,3642.76,3642.76,0
2017-02-22T00:00:00.000000,3637.77,3637.77,3637.77,3637.77,0
2017-02-23T00:00:00.000000,3644.97,3644.97,3644.97,3644.97,0
2017-02-27T00:00:00.000000,3638.66,3638.66,3638.66,3638.66,0
2017-02-28T00:00:00.000000,3666.14,3666.14,3666.14,3666.14,0
2017-03-01T00:00:00.000000,3676.65,3676.65,3676.65,3676.65,0
2017-03-02T00:00:00.000000,3612.69,3612.69,3612.69,3612.69,0
2017-03-03T00:00:00.000000,3636.43,3636.43,3636.43,3636.43,0
2017-03-06T00:00:00.000000,3669.16,3669.16,3669.16,3669.16,0
2017-03-07T00:00:00.000000,3662.47,3662.47,3662.47,3662.47,0
2017-03-08T00:00:00.000000,3632.71,3632.71,3632.71,3632.71,0
2017-03-09T00:00:00.000000,3641.61,3641.61,3641.61,3641.61,0
2017-03-10T00:00:00.000000,3623.6,3623.6,3623.6,3623.6,0
2017-03-14T00:00:00.000000,3674.58,3674.58,3674.58,3674.58,0
2017-03-15T00:00:00.000000,3730.14,3730.14,3730.14,3730.14,0
2017-03-16T00:00:00.000000,3782.84,3782.84,3782.84,3782.84,0
2017-03-17T00:00:00.000000,3795.35,3795.35,3795.35,3795.35,0
2017-03-20T00:00:00.000000,3805.91,3805.91,3805.91,3805.91,0
2017-03-21T00:00:00.000000,3812.73,3812.73,3812.73,3812.73,0
2017-03-22T00:00:00.000000,3756.64,3756.64,3756.64,3756.64,0
2017-03-23T00:00:00.000000,3810.55,3810.55,3810.55,3810.55,0
2017-03-24T00:00:00.000000,3830.39,3830.39,3830.39,3830.39,0
2017-03-27T00:00:00.000000,3837.16,3837.16,3837.16,3837.16,0
2017-03-28T00:00:00.000000,3838.14,3838.14,3838.14,3838.14,0
2017-03-29T00:00:00.000000,3860.21,3860.21,3860.21,3860.21,0
2017-03-30T00:00:00.000000,3860.29,3860.29,3860.29,3860.29,0
2017-03-31T00:00:00.000000,3880.6,3880.6,3880.6,3880.6,0
2017-04-03T00:00:00.000000,3915.08,3915.08,3915.08,3915.08,0
2017-04-05T00:00:00.000000,3919.44,3919.44,3919.44,3919.44,0
2017-04-06T00:00:00.000000,3911.55,3911.55,3911.55,3911.55,0
2017-04-07T00:00:00.000000,3891.26,3891.26,3891.26,3891.26,0
2017-04-10T00:00:00.000000,3915.18,3915.18,3915.18,3915.18,0
2017-04-11T00:00:00.000000,3954.47,3954.47,3954.47,3954.47,0
2017-04-12T00:00:00.000000,3914.39,3914.39,3914.39,3914.39,0
2017-04-17T00:00:00.000000,3919.71,3919.71,3919.71,3919.71,0
2017-04-18T00:00:00.000000,3890.73,3890.73,3890.73,3890.73,0
2017-04-19T00:00:00.000000,3928.88,3928.88,3928.88,3928.88,0
2017-04-20T00:00:00.000000,3979.7,3979.7,3979.7,3979.7,0
2017-04-21T00:00:00.000000,3971.51,3971.51,3971.51,3971.51,0
2017-04-24T00:00:00.000000,4010.93,4010.93,4010.93,4010.93,0
2017-04-25T00:00:00.000000,4054.2,4054.2,4054.2,4054.2,0
2017-04-26T00:00:00.000000,4066.4,4066.4,4066.4,4066.4,0
2017-04-27T00:00:00.000000,4084.66,4084.66,4084.66,4084.66,0
2017-04-28T00:00:00.000000,4133.35,4133.35,4133.35,4133.35,0
2017-05-02T00:00:00.000000,4157.16,4157.16,4157.16,4157.16,0
2017-05-03T00:00:00.000000,4117.18,4117.18,4117.18,4117.18,0
2017-05-04T00:00:00.000000,4129.62,4129.62,4129.62,4129.62,0
2017-05-05T00:00:00.000000,4115.55,4115.55,4115.55,4115.55,0
2017-05-08T00:00:00.000000,4132.03,4132.03,4132.03,4132.03,0
2017-05-09T00:00:00.000000,4129.66,4129.66,4129.66,4129.66,0
2017-05-10T00:00:00.000000,4152.35,4152.35,4152.35,4152.35,0
2017-05-11T00:00:00.000000,4164.18,4164.18,4164.18,4164.18,0
2017-05-12T00:00:00.000000,4136.09,4136.09,4136.09,4136.09,0
2017-05-15T00:00:00.000000,4174.5,4174.5,4174.5,4174.5,0
2017-05-16T00:00:00.000000,4172.59,4172.59,4172.59,4172.59,0
2017-05-17T00:00:00.000000,4160.66,4160.66,4160.66,4160.66,0
2017-05-18T00:00:00.000000,4042.28,4042.28,4042.28,4042.28,0
2017-05-19T00:00:00.000000,4014.5,4014.5,4014.5,4014.5,0
2017-05-22T00:00:00.000000,3962.82,3962.82,3962.82,3962.82,0
2017-05-23T00:00:00.000000,3885.67,3885.67,3885.67,3885.67,0
2017-05-24T00:00:00.000000,3843.84,3843.84,3843.84,3843.84,0
2017-05-25T00:00:00.000000,3935.82,3935.82,3935.82,3935.82,0
2017-05-26T00:00:00.000000,4003.47,4003.47,4003.47,4003.47,0
2017-05-29T00:00:00.000000,3933.32,3933.32,3933.32,3933.32,0
2017-05-30T00:00:00.000000,3978.13,3978.13,3978.13,3978.13,0
2017-05-31T00:00:00.000000,4016.93,4016.93,4016.93,4016.93,0
2017-06-01T00:00:00.000000,4081.85,4081.85,4081.85,4081.85,0
2017-06-02T00:00:00.000000,4104.66,4104.66,4104.66,4104.66,0
2017-06-05T00:00:00.000000,4110.83,4110.83,4110.83,4110.83,0
2017-06-06T00:00:00.000000,4082.52,4082.52,4082.52,4082.52,0
2017-06-07T00:00:00.000000,4104.67,4104.67,4104.67,4104.67,0
2017-06-08T00:00:00.000000,4116.53,4116.53,4116.53,4116.53,0
2017-06-09T00:00:00.000000,4125.25,4125.25,4125.25,4125.25,0
2017-06-12T00:00:00.000000,4090.12,4090.12,4090.12,4090.12,0
2017-06-13T00:00:00.000000,4082.61,4082.61,4082.61,4082.61,0
2017-06-14T00:00:00.000000,4089.44,4089.44,4089.44,4089.44,0
2017-06-15T00:00:00.000000,4106.08,4106.08,4106.08,4106.08,0
2017-06-16T00:00:00.000000,4111.52,4111.52,4111.52,4111.52,0
2017-06-19T00:00:00.000000,4102.05,4102.05,4102.05,4102.05,0
2017-06-20T00:00:00.000000,4108.16,4108.16,4108.16,4108.16,0
2017-06-21T00:00:00.000000,4098.7,4098.7,4098.7,4098.7,0
2017-06-22T00:00:00.000000,4078.43,4078.43,4078.43,4078.43,0
