time,open,high,low,close,MA,Plot,Zero line,MACD Signal
2024-10-17T10:15:00+05:30,51398.05,51426.25,51239.2,51402.1,51780.37333333337,-205.55580451423157,0,NaN
2024-10-17T10:45:00+05:30,51404.75,51437.95,51246.9,51253.25,51734.303333333366,-262.97943515359657,0,NaN
2024-10-17T11:15:00+05:30,51254,51283.7,51150.25,51222,51687.7366666667,-299.58681208157213,0,NaN
2024-10-17T11:45:00+05:30,51222.75,51325.3,51216.8,51302.25,51647.2466666667,-293.8557924454217,0,NaN
2024-10-17T12:15:00+05:30,51308.6,51355.8,51220.4,51225.15,51606.13000000004,-302.5634779912434,0,NaN
2024-10-17T12:45:00+05:30,51225.9,51283.85,51186.7,51230.55,51563.7066666667,-298.77940042991395,0,NaN
2024-10-17T13:15:00+05:30,51231.45,51270.9,51178.35,51260.25,51521.84666666671,-281.1743424324304,0,NaN
2024-10-17T13:45:00+05:30,51262.65,51297.8,51225.75,51260.35,51478.430000000044,-263.1052210382768,0,NaN
2024-10-17T14:15:00+05:30,51257.95,51287.75,51209.3,51248.35,51437.46000000005,-248.31639707679278,0,NaN
2024-10-17T14:45:00+05:30,51245.85,51304,51245.85,51295.15,51400.06000000005,-220.84849522673176,0,NaN
2024-10-17T15:15:00+05:30,51291.3,51346.8,51247.9,51269.55,51363.84333333338,-204.84649164651637,0,NaN
2024-10-18T09:15:00+05:30,51328,51381.05,51000.9,51340.8,51332.50333333338,-171.477399913907,0,NaN
2024-10-18T09:45:00+05:30,51342.7,51566.9,51333.6,51555.3,51316.430000000044,-91.54571782425774,0,NaN
2024-10-18T10:15:00+05:30,51555,51661.05,51507.8,51560.65,51321.78000000004,-38.63786941461876,0,NaN
2024-10-18T10:45:00+05:30,51558.45,51628.75,51459,51529.15,51330.32333333338,-13.165401946775091,0,NaN
2024-10-18T11:15:00+05:30,51533.6,51765.45,51489.55,51749.45,51353.48000000005,59.33471654488676,0,59.33471654488676
2024-10-18T11:45:00+05:30,51748.9,51855,51698.65,51763.4,51387.490000000034,106.0056941668081,0,106.0056941668081
2024-10-18T12:15:00+05:30,51767.4,51934.6,51767.25,51928.75,51434.6066666667,174.405636955511,0,174.405636955511
2024-10-18T12:45:00+05:30,51926.9,51962.95,51854.2,51878.65,51473.03333333337,199.1798161855986,0,199.1798161855986
2024-10-18T13:15:00+05:30,51876.8,52128.9,51868.65,52121.85,51532.81333333337,271.67726452756324,0,271.67726452756324
2024-10-18T13:45:00+05:30,52126.15,52173.05,52018.9,52121.25,51592.19333333337,309.1711490321686,0,309.1711490321686
2024-10-18T14:15:00+05:30,52117.6,52199.45,52085.35,52157,51651.976666666706,333.48351003418065,0,333.48351003418065
