time,open,high,low,close,MA,MA,Shapes
2022-01-10T09:15:00+05:30,7690.1,7744.35,7684.7,7729.95,NaN,NaN,0
2022-01-10T10:15:00+05:30,7730.3,7739.45,7721.55,7738.25,NaN,NaN,0
2022-01-10T11:15:00+05:30,7738.6,7739.3,7707.65,7717.45,NaN,NaN,0
2022-01-10T12:15:00+05:30,7717.4,7730.7,7716.2,7727.2,NaN,NaN,0
2022-01-10T13:15:00+05:30,7726.9,7731.4,7719.5,7727.3,NaN,NaN,0
2022-01-10T14:15:00+05:30,7727.6,7742.5,7721.85,7737.1,NaN,NaN,0
2022-01-10T15:15:00+05:30,7736.65,7739.45,7729.5,7736.8,NaN,NaN,0
2022-01-11T09:15:00+05:30,7736.9,7783.25,7731.05,7760.95,NaN,NaN,0
2022-01-11T10:15:00+05:30,7760.85,7773.25,7744.6,7767.15,NaN,NaN,0
2022-01-11T11:15:00+05:30,7767.4,7784.85,7763.65,7771.15,NaN,NaN,0
2022-01-11T12:15:00+05:30,7770.85,7794.8,7767.7,7788.9,NaN,NaN,0
2022-01-11T13:15:00+05:30,7789.15,7790.95,7773.8,7787.45,7749.1375,NaN,0
2022-01-11T14:15:00+05:30,7786.05,7790.05,7748.55,7775.8,7752.958333333333,NaN,0
2022-01-11T15:15:00+05:30,7776.45,7781.6,7771.25,7776.2,7756.120833333333,NaN,0
2022-01-12T09:15:00+05:30,7812.85,7837.85,7785.35,7825.9,7765.158333333333,NaN,0
2022-01-12T10:15:00+05:30,7826,7831,7815.65,7820,7772.891666666666,NaN,0
2022-01-12T11:15:00+05:30,7820.1,7831.65,7814.85,7830.15,7781.462500000001,NaN,0
2022-01-12T12:15:00+05:30,7830.4,7858.95,7829.65,7857.1,7791.462500000001,NaN,0
2022-01-12T13:15:00+05:30,7856.8,7856.9,7831.05,7845.3,7800.504166666667,NaN,0
2022-01-12T14:15:00+05:30,7845.4,7892.4,7842.1,7888.8,7811.158333333334,NaN,0
2022-01-12T15:15:00+05:30,7888.7,7892.9,7869.4,7874,7820.0625,NaN,0
2022-01-13T09:15:00+05:30,7900.35,7906.1,7840.05,7849.05,7826.554166666666,NaN,0
2022-01-13T10:15:00+05:30,7848.65,7895.45,7842.1,7891.9,7835.137500000001,NaN,0
2022-01-13T11:15:00+05:30,7892.15,7921.35,7887.85,7911.5,7845.474999999999,NaN,0
2022-01-13T12:15:00+05:30,7911.3,7915.05,7888.55,7895.65,7855.462500000001,NaN,0
2022-01-13T13:15:00+05:30,7895.2,7925.8,7886.75,7918.95,7867.358333333334,NaN,0
2022-01-13T14:15:00+05:30,7918.4,7946.65,7907.75,7941.2,7876.966666666667,NaN,0
2022-01-13T15:15:00+05:30,7941.05,7942.2,7926.15,7929.8,7886.116666666666,NaN,0
2022-01-14T09:15:00+05:30,7915.15,7970.65,7880.05,7958.7,7896.829166666666,NaN,0
2022-01-14T10:15:00+05:30,7959.15,7960.8,7922.75,7926.1,7902.5791666666655,NaN,0
2022-01-14T11:15:00+05:30,7925.65,7929.1,7899.55,7928.55,7909.5166666666655,NaN,0
2022-01-14T12:15:00+05:30,7928.4,7931.5,7919.8,7927.75,7912.762499999998,NaN,0
2022-01-14T13:15:00+05:30,7927.55,7934.65,7923.5,7930.1,7917.437499999999,NaN,0
2022-01-14T14:15:00+05:30,7929.7,7952.1,7927.55,7943.5,7925.308333333332,NaN,0
2022-01-14T15:15:00+05:30,7943.05,7944.85,7927.45,7930.5,7928.524999999999,NaN,0
2022-01-17T09:15:00+05:30,7953.3,7977,7942,7966,7933.066666666665,NaN,0
2022-01-17T10:15:00+05:30,7965.5,7967.8,7936.65,7941.25,7936.866666666664,NaN,0
2022-01-17T11:15:00+05:30,7941.2,7949.65,7936.2,7936.5,7938.329166666664,NaN,0
2022-01-17T12:15:00+05:30,7936.65,7949.45,7927.9,7948.75,7938.958333333331,NaN,0
2022-01-17T13:15:00+05:30,7948.15,7953.85,7932.35,7945.7,7940.28333333333,NaN,0
2022-01-17T14:15:00+05:30,7946.05,7958.35,7939.9,7943.15,7938.9874999999965,NaN,0
2022-01-17T15:15:00+05:30,7943.45,7946.35,7935.95,7944.3,7940.504166666663,NaN,0
2022-01-18T09:15:00+05:30,7969.8,7996.3,7911.6,7930.4,7940.658333333329,NaN,0
2022-01-18T10:15:00+05:30,7930.65,7930.65,7899.4,7928.05,7940.68333333333,NaN,0
2022-01-18T11:15:00+05:30,7927.85,7941.35,7927.85,7932.05,7940.845833333329,NaN,0
2022-01-18T12:15:00+05:30,7932.15,7936.7,7919.6,7930.95,7939.799999999996,NaN,0
2022-01-18T13:15:00+05:30,7930.65,7932.5,7895.6,7915.1,7938.516666666663,NaN,0
2022-01-18T14:15:00+05:30,7914.95,7915.4,7760.55,7767.05,7921.937499999996,NaN,0
