datetime,open,high,low,close,volume
2017-01-02T00:00:00.000000,8210.1,8212.0,8133.8,8179.5,0
2017-01-03T00:00:00.000000,8196.04,8219.1,8148.6,8192.25,0
2017-01-04T00:00:00.000000,8202.65,8218.5,8180.9,8190.5,0
2017-01-05T00:00:00.000000,8226.65,8282.65,8223.7,8273.8,0
2017-01-06T00:00:00.000000,8281.85,8306.85,8233.25,8243.8,0
2017-01-09T00:00:00.000000,8259.35,8263.0,8227.75,8236.05,0
2017-01-10T00:00:00.000000,8262.7,8293.8,8261.0,8288.6,0
2017-01-11T00:00:00.000000,8327.79,8389.0,8322.25,8380.65,0
2017-01-12T00:00:00.000000,8391.04,8417.2,8382.29,8407.2,0
2017-01-13T00:00:00.000000,8457.65,8461.05,8373.15,8400.35,0
2017-01-16T00:00:00.000000,8390.95,8426.7,8374.4,8412.8,0
2017-01-17T00:00:00.000000,8415.04,8440.9,8378.29,8398.0,0
2017-01-18T00:00:00.000000,8403.85,8460.3,8397.4,8417.0,0
2017-01-19T00:00:00.000000,8418.4,8445.15,8404.04,8435.1,0
2017-01-20T00:00:00.000000,8404.35,8423.65,8340.95,8349.35,0
2017-01-23T00:00:00.000000,8329.6,8404.15,8327.2,8391.5,0
2017-01-24T00:00:00.000000,8407.04,8480.95,8398.15,8475.8,0
2017-01-25T00:00:00.000000,8499.45,8612.6,8493.95,8602.75,0
2017-01-27T00:00:00.000000,8610.5,8672.7,8606.9,8641.25,0
2017-01-30T00:00:00.000000,8635.54,8662.6,8617.75,8632.75,0
2017-01-31T00:00:00.000000,8629.45,8631.75,8552.4,8561.3,0
2017-02-01T00:00:00.000000,8570.35,8722.4,8537.5,8716.4,0
2017-02-02T00:00:00.000000,8724.75,8757.6,8685.79,8734.25,0
2017-02-03T00:00:00.000000,8735.15,8748.25,8707.75,8740.95,0
2017-02-06T00:00:00.000000,8785.45,8814.1,8770.2,8801.05,0
2017-02-07T00:00:00.000000,8805.7,8809.3,8741.04,8768.3,0
2017-02-08T00:00:00.000000,8774.54,8791.25,8715.0,8769.05,0
2017-02-09T00:00:00.000000,8795.54,8821.4,8724.1,8778.4,0
2017-02-10T00:00:00.000000,8812.35,8822.1,8771.2,8793.55,0
2017-02-13T00:00:00.000000,8819.79,8826.9,8754.2,8805.05,0
2017-02-14T00:00:00.000000,8819.9,8820.45,8772.5,8792.3,0
2017-02-15T00:00:00.000000,8778.95,8807.9,8712.85,8724.7,0
2017-02-16T00:00:00.000000,8739.0,8783.95,8719.6,8778.0,0
2017-02-17T00:00:00.000000,8883.7,8896.45,8804.25,8821.7,0
2017-02-20T00:00:00.000000,8818.54,8886.25,8809.79,8879.2,0
