time,open,high,low,close
2016-04-21T10:15:00+05:30,6824.15,6827.55,6785.6,6800.9
2016-04-21T11:15:00+05:30,6801.85,6812.1,6794.75,6808.4
2016-04-21T12:15:00+05:30,6808.8,6816.85,6795.9,6811.4
2016-04-21T13:15:00+05:30,6811.1,6828.95,6809.2,6818.85
2016-04-21T14:15:00+05:30,6818.9,6827.5,6770.9,6799.6
2016-04-21T15:15:00+05:30,6800.45,6802.6,6775.5,6775.5
2016-04-22T09:15:00+05:30,6773.95,6781.5,6754.15,6769.85
2016-04-22T10:15:00+05:30,6768.7,6786.45,6756.55,6756.55
2016-04-22T11:15:00+05:30,6754.7,6777.15,6745.35,6776.05
2016-04-22T12:15:00+05:30,6775.35,6788.9,6760.6,6788.9
2016-04-22T13:15:00+05:30,6789.75,6792.3,6767.9,6777.2
2016-04-22T14:15:00+05:30,6777.25,6784.65,6758.55,6783.25
2016-04-22T15:15:00+05:30,6785.8,6789.25,6779.05,6786.2
2016-04-25T09:15:00+05:30,6789.75,6794,6751.1,6765.4
2016-04-25T10:15:00+05:30,6764.95,6772.3,6751.6,6762.3
2016-04-25T11:15:00+05:30,6763.1,6772.6,6745.95,6763.2
2016-04-25T12:15:00+05:30,6763.5,6765.15,6748.8,6755.35
2016-04-25T13:15:00+05:30,6755.5,6755.5,6738.15,6750.05
2016-04-25T14:15:00+05:30,6750.15,6756.75,6730.2,6748
2016-04-25T15:15:00+05:30,6748.6,6768.15,6745,6766.7
2016-04-26T09:15:00+05:30,6730.85,6737.85,6715.45,6730.5
2016-04-26T10:15:00+05:30,6730.15,6760.1,6729.25,6758.4
2016-04-26T11:15:00+05:30,6757.45,6767.3,6744.95,6757.4
2016-04-26T12:15:00+05:30,6757.45,6843.05,6752.5,6822.7
2016-04-26T13:15:00+05:30,6822.95,6852.1,6822.95,6845.4
2016-04-26T14:15:00+05:30,6845.5,6875.65,6836.3,6867.35
2016-04-26T15:15:00+05:30,6866.8,6868.95,6852,6863.55
2016-04-27T09:15:00+05:30,6814.3,6847.9,6814.3,6836.75
2016-04-27T10:15:00+05:30,6837.1,6844.55,6816.35,6827.2
2016-04-27T11:15:00+05:30,6827.95,6841.65,6821.85,6839.85
2016-04-27T12:15:00+05:30,6839.5,6846.15,6825.95,6832.4
