Total ROI,Total Trades,Win Rate,Avg Profit% per Trade,Avg Loss% per Trade,Max Drawdown,ROI/DD Ratio,Variation
1.7111136624569463,2,50.0,1.7111136624569463,,0.0,inf,"0, 0.25, 10:30:00, 11:15:00, 11:30:00"
-2.5640366972477064,2,0.0,,-2.5640366972477064,0.0,-inf,"0, 0.25, 10:30:00, 11:15:00, 11:30:00"
-2.2490847457627123,2,0.0,,-2.2490847457627123,0.0,-inf,"0, 0.25, 10:30:00, 11:15:00, 11:30:00"
1.9755295622233153,4,50.0,0.9877647811116577,,0.0,inf,"0, 0.25, 10:30:00, 11:15:00, 11:30:00"
3.4267379408541947,14,35.714285714285715,1.6479718767729228,-2.406560721505209,-4.813121443010418,0.7119575064598629,"0, 0.25, 10:30:00, 11:15:00, 11:30:00"
2.1774202898550734,2,50.0,2.1774202898550734,,0.0,inf,"0, 0.25, 10:30:00, 11:30:00, 11:45:00"
0.0,2,0.0,,,,,"0, 0.25, 10:30:00, 11:30:00, 11:45:00"
0.0,2,0.0,,,,,"0, 0.25, 10:30:00, 11:30:00, 11:45:00"
-2.384774193548387,2,0.0,,-2.384774193548387,0.0,-inf,"0, 0.25, 10:30:00, 11:30:00, 11:45:00"
0.0,2,0.0,,,,,"0, 0.25, 10:30:00, 11:30:00, 11:45:00"
0.0,4,0.0,,,,,"0, 0.25, 10:30:00, 11:30:00, 11:45:00"
-0.2073539036933134,14,7.142857142857142,2.1774202898550734,-2.384774193548387,-2.384774193548387,-0.08694907226616054,"0, 0.25, 10:30:00, 11:30:00, 11:45:00"
0.7536315789473683,2,50.0,0.7536315789473683,,0.0,inf,"0, 0.25, 10:30:00, 11:45:00, 12:00:00"
0.0,2,0.0,,,,,"0, 0.25, 10:30:00, 11:45:00, 12:00:00"
0.8074983410749833,2,50.0,0.8074983410749833,,0.0,inf,"0, 0.25, 10:30:00, 11:45:00, 12:00:00"
1.3199775112443783,2,50.0,1.3199775112443783,,0.0,inf,"0, 0.25, 10:30:00, 11:45:00, 12:00:00"
0.0,2,0.0,,,,,"0, 0.25, 10:30:00, 11:45:00, 12:00:00"
0.27707112970711284,4,25.0,0.27707112970711284,,0.0,inf,"0, 0.25, 10:30:00, 11:45:00, 12:00:00"
3.158178560973843,14,28.57142857142857,0.7895446402434607,,0.0,inf,"0, 0.25, 10:30:00, 11:45:00, 12:00:00"
0.0,2,0.0,,,,,"0, 0.25, 10:30:00, 12:00:00, 12:15:00"
1.5475461741424796,2,50.0,1.5475461741424796,,0.0,inf,"0, 0.25, 10:30:00, 12:00:00, 12:15:00"
0.0,2,0.0,,,,,"0, 0.25, 10:30:00, 12:00:00, 12:15:00"
-2.2455489809335965,2,0.0,,-2.2455489809335965,0.0,-inf,"0, 0.25, 10:30:00, 12:00:00, 12:15:00"
-2.1712634186622632,2,0.0,,-2.1712634186622632,0.0,-inf,"0, 0.25, 10:30:00, 12:00:00, 12:15:00"
-0.1281429702492805,4,25.0,0.19473197781885399,-0.3228749480681345,-0.3228749480681345,-0.39688111764632544,"0, 0.25, 10:30:00, 12:00:00, 12:15:00"
-2.9974091957026605,14,14.285714285714285,0.8711390759806668,-1.579895782554665,-4.54495536984514,-0.6595024487126682,"0, 0.25, 10:30:00, 12:00:00, 12:15:00"
-2.216836601307189,2,0.0,,-2.216836601307189,0.0,-inf,"0, 0.25, 10:30:00, 12:15:00, 12:30:00"
0.0,2,0.0,,,,,"0, 0.25, 10:30:00, 12:15:00, 12:30:00"
0.0,2,0.0,,,,,"0, 0.25, 10:30:00, 12:15:00, 12:30:00"
-2.212658522396742,2,0.0,,-2.212658522396742,0.0,-inf,"0, 0.25, 10:30:00, 12:15:00, 12:30:00"
0.6736051502145921,2,50.0,0.6736051502145921,,0.0,inf,"0, 0.25, 10:30:00, 12:15:00, 12:30:00"
0.6089895661724326,4,25.0,0.6089895661724326,,0.0,inf,"0, 0.25, 10:30:00, 12:15:00, 12:30:00"
-3.146900407316907,14,14.285714285714285,0.6412973581935124,-2.214747561851966,-2.2126585223967425,-1.4222259672984683,"0, 0.25, 10:30:00, 12:15:00, 12:30:00"
0.6879330543933062,2,50.0,2.392887029288703,-1.7049539748953968,-1.7049539748953968,0.40349068920497555,"0, 0.25, 10:45:00, 11:00:00, 11:30:00"
-2.750232558139534,2,0.0,,-2.750232558139534,0.0,-inf,"0, 0.25, 10:45:00, 11:00:00, 11:30:00"
0.9002737579880424,2,50.0,3.379546485260772,-2.4792727272727295,0.0,inf,"0, 0.25, 10:45:00, 11:00:00, 11:30:00"
-4.350529914529915,2,0.0,,-2.1752649572649574,-2.295680911680912,-1.8950934741816663,"0, 0.25, 10:45:00, 11:00:00, 11:30:00"
0.9368792134831458,2,50.0,2.337823033707865,-1.4009438202247193,-1.4009438202247193,0.6687485964518299,"0, 0.25, 10:45:00, 11:00:00, 11:30:00"
-4.545260164614437,4,25.0,1.0017224770642204,-1.8489942138928857,-5.546982641678657,-0.8194112832555983,"0, 0.25, 10:45:00, 11:00:00, 11:30:00"
-9.120936611419392,14,28.57142857142857,2.27799475633039,-2.0258795151934392,-11.513823640708095,-0.7921726870274052,"0, 0.25, 10:45:00, 11:00:00, 11:30:00"
2.392887029288703,2,50.0,2.392887029288703,,0.0,inf,"0, 0.25, 10:45:00, 11:15:00, 11:30:00"
2.4637837837837826,2,50.0,2.4637837837837826,,0.0,inf,"0, 0.25, 10:45:00, 11:15:00, 11:30:00"
2.780559701492538,2,50.0,2.780559701492538,,0.0,inf,"0, 0.25, 10:45:00, 11:15:00, 11:30:00"
-2.585063291139241,2,0.0,,-2.585063291139241,0.0,-inf,"0, 0.25, 10:45:00, 11:15:00, 11:30:00"
-2.2490847457627123,2,0.0,,-2.2490847457627123,0.0,-inf,"0, 0.25, 10:45:00, 11:15:00, 11:30:00"
2.1489006481325417,4,50.0,1.0744503240662708,,0.0,inf,"0, 0.25, 10:45:00, 11:15:00, 11:30:00"
4.951983125795611,14,35.714285714285715,1.957226232539513,-2.4170740184509767,-4.834148036901954,1.0243755648346204,"0, 0.25, 10:45:00, 11:15:00, 11:30:00"
2.1774202898550734,2,50.0,2.1774202898550734,,0.0,inf,"0, 0.25, 10:45:00, 11:30:00, 11:45:00"
0.0,2,0.0,,,,,"0, 0.25, 10:45:00, 11:30:00, 11:45:00"
0.0,2,0.0,,,,,"0, 0.25, 10:45:00, 11:30:00, 11:45:00"
-2.384774193548387,2,0.0,,-2.384774193548387,0.0,-inf,"0, 0.25, 10:45:00, 11:30:00, 11:45:00"
0.0,2,0.0,,,,,"0, 0.25, 10:45:00, 11:30:00, 11:45:00"
0.0,4,0.0,,,,,"0, 0.25, 10:45:00, 11:30:00, 11:45:00"
-0.2073539036933134,14,7.142857142857142,2.1774202898550734,-2.384774193548387,-2.384774193548387,-0.08694907226616054,"0, 0.25, 10:45:00, 11:30:00, 11:45:00"
0.7536315789473683,2,50.0,0.7536315789473683,,0.0,inf,"0, 0.25, 10:45:00, 11:45:00, 12:00:00"
0.0,2,0.0,,,,,"0, 0.25, 10:45:00, 11:45:00, 12:00:00"
1.0383105802047783,2,50.0,1.0383105802047783,,0.0,inf,"0, 0.25, 10:45:00, 11:45:00, 12:00:00"
1.3199775112443783,2,50.0,1.3199775112443783,,0.0,inf,"0, 0.25, 10:45:00, 11:45:00, 12:00:00"
0.0,2,0.0,,,,,"0, 0.25, 10:45:00, 11:45:00, 12:00:00"
0.27707112970711284,4,25.0,0.27707112970711284,,0.0,inf,"0, 0.25, 10:45:00, 11:45:00, 12:00:00"
3.388990800103638,14,28.57142857142857,0.8472477000259095,,0.0,inf,"0, 0.25, 10:45:00, 11:45:00, 12:00:00"
0.0,2,0.0,,,,,"0, 0.25, 10:45:00, 12:00:00, 12:15:00"
1.5475461741424796,2,50.0,1.5475461741424796,,0.0,inf,"0, 0.25, 10:45:00, 12:00:00, 12:15:00"
-2.253178294573644,2,0.0,,-2.253178294573644,0.0,-inf,"0, 0.25, 10:45:00, 12:00:00, 12:15:00"
-2.2455489809335965,2,0.0,,-2.2455489809335965,0.0,-inf,"0, 0.25, 10:45:00, 12:00:00, 12:15:00"
-2.1712634186622632,2,0.0,,-2.1712634186622632,0.0,-inf,"0, 0.25, 10:45:00, 12:00:00, 12:15:00"
-0.1281429702492805,4,25.0,0.19473197781885399,-0.3228749480681345,-0.3228749480681345,-0.39688111764632544,"0, 0.25, 10:45:00, 12:00:00, 12:15:00"
-5.250587490276304,14,14.285714285714285,0.8711390759806668,-1.7482164105594098,-6.798133664418784,-0.7723572011768043,"0, 0.25, 10:45:00, 12:00:00, 12:15:00"
-2.216836601307189,2,0.0,,-2.216836601307189,0.0,-inf,"0, 0.25, 10:45:00, 12:15:00, 12:30:00"
0.0,2,0.0,,,,,"0, 0.25, 10:45:00, 12:15:00, 12:30:00"
0.0,2,0.0,,,,,"0, 0.25, 10:45:00, 12:15:00, 12:30:00"
-2.212658522396742,2,0.0,,-2.212658522396742,0.0,-inf,"0, 0.25, 10:45:00, 12:15:00, 12:30:00"
0.6736051502145921,2,50.0,0.6736051502145921,,0.0,inf,"0, 0.25, 10:45:00, 12:15:00, 12:30:00"
0.6089895661724326,4,25.0,0.6089895661724326,,0.0,inf,"0, 0.25, 10:45:00, 12:15:00, 12:30:00"
-3.146900407316907,14,14.285714285714285,0.6412973581935124,-2.214747561851966,-2.2126585223967425,-1.4222259672984683,"0, 0.25, 10:45:00, 12:15:00, 12:30:00"
2.5049748953974893,2,50.0,2.5049748953974893,,0.0,inf,"0, 0.25, 11:00:00, 11:15:00, 11:30:00"
2.4637837837837826,2,50.0,2.4637837837837826,,0.0,inf,"0, 0.25, 11:00:00, 11:15:00, 11:30:00"
3.489954441913441,2,50.0,3.489954441913441,,0.0,inf,"0, 0.25, 11:00:00, 11:15:00, 11:30:00"
-2.585063291139241,2,0.0,,-2.585063291139241,0.0,-inf,"0, 0.25, 11:00:00, 11:15:00, 11:30:00"
-2.2490847457627123,2,0.0,,-2.2490847457627123,0.0,-inf,"0, 0.25, 11:00:00, 11:15:00, 11:30:00"
2.729191688548921,4,50.0,1.3645958442744606,,0.0,inf,"0, 0.25, 11:00:00, 11:15:00, 11:30:00"
6.353756772741683,14,35.714285714285715,2.237580961928727,-2.4170740184509767,-4.8341480369019525,1.3143488209793421,"0, 0.25, 11:00:00, 11:15:00, 11:30:00"
2.1774202898550734,2,50.0,2.1774202898550734,,0.0,inf,"0, 0.25, 11:00:00, 11:30:00, 11:45:00"
0.0,2,0.0,,,,,"0, 0.25, 11:00:00, 11:30:00, 11:45:00"
0.0,2,0.0,,,,,"0, 0.25, 11:00:00, 11:30:00, 11:45:00"
-2.384774193548387,2,0.0,,-2.384774193548387,0.0,-inf,"0, 0.25, 11:00:00, 11:30:00, 11:45:00"
0.0,2,0.0,,,,,"0, 0.25, 11:00:00, 11:30:00, 11:45:00"
0.0,4,0.0,,,,,"0, 0.25, 11:00:00, 11:30:00, 11:45:00"
-0.2073539036933134,14,7.142857142857142,2.1774202898550734,-2.384774193548387,-2.384774193548387,-0.08694907226616054,"0, 0.25, 11:00:00, 11:30:00, 11:45:00"
0.7536315789473683,2,50.0,0.7536315789473683,,0.0,inf,"0, 0.25, 11:00:00, 11:45:00, 12:00:00"
0.0,2,0.0,,,,,"0, 0.25, 11:00:00, 11:45:00, 12:00:00"
1.0383105802047783,2,50.0,1.0383105802047783,,0.0,inf,"0, 0.25, 11:00:00, 11:45:00, 12:00:00"
1.3199775112443783,2,50.0,1.3199775112443783,,0.0,inf,"0, 0.25, 11:00:00, 11:45:00, 12:00:00"
0.0,2,0.0,,,,,"0, 0.25, 11:00:00, 11:45:00, 12:00:00"
0.27707112970711284,4,25.0,0.27707112970711284,,0.0,inf,"0, 0.25, 11:00:00, 11:45:00, 12:00:00"
3.388990800103638,14,28.57142857142857,0.8472477000259095,,0.0,inf,"0, 0.25, 11:00:00, 11:45:00, 12:00:00"
0.0,2,0.0,,,,,"0, 0.25, 11:00:00, 12:00:00, 12:15:00"
1.5475461741424796,2,50.0,1.5475461741424796,,0.0,inf,"0, 0.25, 11:00:00, 12:00:00, 12:15:00"
-2.253178294573644,2,0.0,,-2.253178294573644,0.0,-inf,"0, 0.25, 11:00:00, 12:00:00, 12:15:00"
-2.2455489809335965,2,0.0,,-2.2455489809335965,0.0,-inf,"0, 0.25, 11:00:00, 12:00:00, 12:15:00"
-2.1712634186622632,2,0.0,,-2.1712634186622632,0.0,-inf,"0, 0.25, 11:00:00, 12:00:00, 12:15:00"
-0.1281429702492805,4,25.0,0.19473197781885399,-0.3228749480681345,-0.3228749480681345,-0.39688111764632544,"0, 0.25, 11:00:00, 12:00:00, 12:15:00"
-5.250587490276304,14,14.285714285714285,0.8711390759806668,-1.7482164105594098,-6.798133664418784,-0.7723572011768043,"0, 0.25, 11:00:00, 12:00:00, 12:15:00"
-2.216836601307189,2,0.0,,-2.216836601307189,0.0,-inf,"0, 0.25, 11:00:00, 12:15:00, 12:30:00"
0.0,2,0.0,,,,,"0, 0.25, 11:00:00, 12:15:00, 12:30:00"
0.0,2,0.0,,,,,"0, 0.25, 11:00:00, 12:15:00, 12:30:00"
-2.212658522396742,2,0.0,,-2.212658522396742,0.0,-inf,"0, 0.25, 11:00:00, 12:15:00, 12:30:00"
0.6736051502145921,2,50.0,0.6736051502145921,,0.0,inf,"0, 0.25, 11:00:00, 12:15:00, 12:30:00"
0.6089895661724326,4,25.0,0.6089895661724326,,0.0,inf,"0, 0.25, 11:00:00, 12:15:00, 12:30:00"
-3.146900407316907,14,14.285714285714285,0.6412973581935124,-2.214747561851966,-2.2126585223967425,-1.4222259672984683,"0, 0.25, 11:00:00, 12:15:00, 12:30:00"
2.200196652719666,2,50.0,2.200196652719666,,0.0,inf,"0, 0.25, 11:15:00, 11:30:00, 11:45:00"
0.0,2,0.0,,,,,"0, 0.25, 11:15:00, 11:30:00, 11:45:00"
0.0,2,0.0,,,,,"0, 0.25, 11:15:00, 11:30:00, 11:45:00"
-2.46752,2,0.0,,-2.46752,0.0,-inf,"0, 0.25, 11:15:00, 11:30:00, 11:45:00"
1.102419547079857,2,50.0,1.102419547079857,,0.0,inf,"0, 0.25, 11:15:00, 11:30:00, 11:45:00"
0.0,4,0.0,,,,,"0, 0.25, 11:15:00, 11:30:00, 11:45:00"
0.835096199799523,14,14.285714285714285,1.6513080998997616,-2.46752,-2.46752,0.3384354330662053,"0, 0.25, 11:15:00, 11:30:00, 11:45:00"
0.7719137466307275,2,50.0,0.7719137466307275,,0.0,inf,"0, 0.25, 11:15:00, 11:45:00, 12:00:00"
0.0,2,0.0,,,,,"0, 0.25, 11:15:00, 11:45:00, 12:00:00"
1.138353601496726,2,50.0,1.138353601496726,,0.0,inf,"0, 0.25, 11:15:00, 11:45:00, 12:00:00"
