Day,Strike,Expiry,DTE,Option Type,Entry Price,Initial SL,Exit Price,Exit Time,Max Price After Entry,Min Price After Entry,Points,Qty,Pnl,Slippage,Final PnL,Margin,ROI%,Trade Year
2020-04-20,9500,2020-04-23,3,CE,81.7,106.21000000000001,49.0,2020-04-20 15:29:00,83.35,45.0,32.7,815.9934720522234,26682.986536107706,1.307,25616.483068135454,96.89922480620152,2.5616483068135456,2020
2020-04-20,9300,2020-04-23,3,PE,172.85,224.705,178.2,2020-04-20 15:30:00,210.4,151.75,-5.349999999999994,385.69086876868175,-2063.446147912445,3.5104999999999995,-3417.4139427249024,44.836563494359254,-0.34174139427249023,2020
2020-04-21,9100,2020-04-23,2,CE,98.05,127.465,64.0,2020-04-21 15:29:00,103.0,57.6,34.05,679.9252082270949,23151.45334013258,1.6205,22049.63454020057,77.34149243583204,2.2049634540200573,2020
2020-04-21,8950,2020-04-23,2,PE,122.3,158.99,158.99,2020-04-21 13:04:00,165.0,100.65,-36.69000000000001,545.1076587626054,-20000.0,2.8129000000000004,-21533.333333333332,60.983919324066484,-2.153333333333333,2020
2020-04-22,9100,2020-04-23,1,CE,50.1,65.13000000000001,65.13000000000001,2020-04-22 09:18:00,145.25,45.3,-15.030000000000008,1330.6719893546233,-20000.0,1.1523,-21533.333333333332,151.3639387890884,-2.153333333333333,2020
2020-04-22,8950,2020-04-23,1,PE,128.25,166.725,15.4,2020-04-22 15:29:00,128.45,15.4,112.85,519.8180636777129,58661.468486029895,1.4365,57914.74983755686,58.15464587394412,5.791474983755687,2020
2020-04-23,9300,2020-04-23,0,CE,12.7,16.509999999999998,16.509999999999998,2020-04-23 09:18:00,34.5,5.0,-3.8099999999999987,2150.537634408602,-8193.548387096771,0.29209999999999997,-8821.720430107523,250.0,-0.8821720430107522,2020
2020-04-23,9150,2020-04-23,0,PE,54.35,70.655,0.05,2020-04-23 15:29:00,49.55,0.05,54.300000000000004,1226.6176019625882,66605.33578656854,0.544,65938.0558111009,140.29438822447105,6.59380558111009,2020
2020-04-24,9250,2020-04-30,6,CE,126.0,163.8,163.8,2020-04-24 12:36:00,173.15,98.75,-37.80000000000001,529.1005291005289,-19999.999999999996,2.898,-21533.333333333332,61.177248677248656,-2.153333333333333,2020
2020-04-24,9050,2020-04-30,6,PE,116.0,150.8,112.9,2020-04-24 15:29:00,134.2,92.0,3.0999999999999943,574.7126436781607,1781.609195402295,2.289,466.09195402298496,65.01436781609193,0.04660919540229849,2020
2020-04-27,9350,2020-04-30,3,CE,101.85,132.405,132.405,2020-04-27 10:15:00,143.0,92.55,-30.555000000000007,654.5573555882833,-20000.0,2.34255,-21533.333333333336,76.50139093438061,-2.1533333333333333,2020
2020-04-27,9150,2020-04-30,3,PE,86.2,112.06,65.0,2020-04-27 15:29:00,86.3,56.9,21.200000000000003,773.3952049497293,16395.978344934265,1.512,15226.604795050273,88.4570765661253,1.5226604795050271,2020
2020-04-28,9500,2020-04-30,2,CE,49.6,64.48,49.9,2020-04-28 15:30:00,54.95,25.45,-0.29999999999999716,1344.086021505376,-403.225806451609,0.995,-1740.5913978494582,159.6102150537634,-0.1740591397849458,2020
2020-04-28,9300,2020-04-30,2,PE,83.35,108.35499999999999,108.35499999999999,2020-04-28 09:40:00,130.95,41.5,-25.004999999999995,799.8400319936014,-20000.0,1.91705,-21533.333333333332,92.98140371925616,-2.153333333333333,2020
2020-04-29,9500,2020-04-30,1,CE,44.5,57.85,57.85,2020-04-29 12:41:00,124.65,36.05,-13.350000000000001,1498.12734082397,-20000.0,1.0234999999999999,-21533.333333333336,177.90262172284642,-2.1533333333333333,2020
2020-04-29,9300,2020-04-30,1,PE,32.85,42.705000000000005,8.75,2020-04-29 15:29:00,35.65,7.7,24.1,2029.4266869609328,48909.18315575848,0.41600000000000004,48064.941653982736,235.92085235920842,4.806494165398274,2020
2020-04-30,9850,2020-04-30,0,CE,6.85,8.905,8.905,2020-04-30 09:24:00,50.0,0.45,-2.0549999999999997,2030.4568527918782,-4172.588832487309,0.15755,-4492.48730964467,250.0,-0.449248730964467,2020
2020-04-30,9650,2020-04-30,0,PE,16.5,21.45,0.05,2020-04-30 15:29:00,16.35,0.05,16.45,2072.538860103627,34093.26424870466,0.1655,33750.25906735751,250.0,3.375025906735751,2020
2020-05-04,9650,2020-05-07,3,CE,74.25,96.525,42.4,2020-05-04 15:29:00,67.5,37.85,31.85,897.867564534231,28597.081930415257,1.1665,27549.719416386077,108.3052749719416,2.7549719416386074,2020
2020-05-04,9450,2020-05-07,3,PE,171.95,223.535,223.535,2020-05-04 10:03:00,295.15,162.35,-51.58500000000001,387.70960550547636,-20000.0,3.9548500000000004,-21533.333333333336,45.798197150334396,-2.1533333333333333,2020
