Day,Strike,Expiry,DTE,Option Type,Entry Price,Initial SL,Exit Price,Exit Time,Max Price After Entry,Min Price After Entry,Points,Qty,Pnl,Slippage,Final PnL,Margin,ROI%,Trade Year
2019-02-07,11200,2019-02-07,0,CE,,,,,,,,,,,,,,2019
2019-02-07,10950,2019-02-07,0,PE,,,,,,,,,,,,,,2019
2019-02-08,11150,2019-02-14,6,CE,,,,,,,,,,,,,,2019
2019-02-08,10900,2019-02-14,6,PE,,,,,,,,,,,,,,2019
2019-02-11,11050,2019-02-14,3,CE,16.9,21.97,7.55,2019-02-11 15:29:00,13.0,4.9,9.349999999999998,1809.9547511312219,16923.076923076922,0.2445,16480.542986425335,250.0,1.6480542986425333,2019
2019-02-11,10800,2019-02-14,3,PE,34.8,45.239999999999995,16.25,2019-02-11 15:30:00,37.4,15.45,18.549999999999997,1851.851851851852,34351.85185185185,0.5105,33406.481481481474,250.0,3.3406481481481474,2019
2019-02-12,11000,2019-02-14,2,CE,13.75,17.875,17.875,2019-02-12 09:18:00,19.05,5.15,-4.125,1818.181818181818,-7499.999999999999,0.31625000000000003,-8074.999999999999,250.0,-0.8074999999999999,2019
2019-02-12,10750,2019-02-14,2,PE,7.15,9.295,9.295,2019-02-12 09:39:00,16.6,5.25,-2.1449999999999996,1860.4651162790697,-3990.6976744186036,0.16445,-4296.651162790697,250.0,-0.42966511627906967,2019
2019-02-13,11000,2019-02-14,1,CE,8.25,10.725,0.95,2019-02-13 15:29:00,8.35,0.95,7.3,1818.181818181818,13272.727272727272,0.092,13105.454545454544,250.0,1.3105454545454545,2019
2019-02-13,10750,2019-02-14,1,PE,7.05,9.165000000000001,9.165000000000001,2019-02-13 10:12:00,16.6,4.75,-2.115000000000001,1860.4651162790697,-3934.883720930234,0.16215,-4236.558139534885,250.0,-0.42365581395348856,2019
2019-02-14,10900,2019-02-14,0,CE,1.15,1.4949999999999999,0.05,2019-02-14 15:29:00,1.2,0.05,1.0999999999999999,1834.8623853211009,2018.3486238532107,0.012,1996.3302752293575,250.0,0.19963302752293577,2019
2019-02-14,10700,2019-02-14,0,PE,3.65,4.745,4.745,2019-02-14 09:17:00,7.3,0.05,-1.0950000000000002,1869.1588785046729,-2046.7289719626172,0.08395,-2203.6448598130846,250.0,-0.22036448598130845,2019
2019-02-15,10900,2019-02-21,6,CE,20.8,27.040000000000003,17.9,2019-02-15 15:29:00,23.25,11.45,2.900000000000002,1834.8623853211009,5321.100917431197,0.387,4611.00917431193,250.0,0.46110091743119297,2019
2019-02-15,10650,2019-02-21,6,PE,45.65,59.345,59.345,2019-02-15 09:57:00,100.1,41.9,-13.695,1460.3870025556773,-20000.0,1.0499500000000002,-21533.333333333336,194.41401971522455,-2.1533333333333333,2019
2019-02-18,10850,2019-02-21,3,CE,28.0,36.4,8.0,2019-02-18 15:30:00,26.55,8.0,20.0,1843.3179723502303,36866.35944700461,0.36,36202.764976958526,250.0,3.6202764976958526,2019
2019-02-18,10650,2019-02-21,3,PE,43.0,55.9,55.9,2019-02-18 09:24:00,76.5,43.35,-12.899999999999999,1550.387596899225,-20000.0,0.9890000000000001,-21533.333333333336,206.39534883720933,-2.1533333333333333,2019
2019-02-19,10750,2019-02-21,2,CE,31.35,40.755,40.755,2019-02-19 12:45:00,47.6,6.1,-9.405000000000001,1860.4651162790697,-17497.674418604653,0.7210500000000001,-18839.162790697676,250.0,-1.8839162790697677,2019
2019-02-19,10550,2019-02-21,2,PE,31.0,40.300000000000004,33.75,2019-02-19 15:29:00,37.75,8.85,-2.75,1895.7345971563982,-5213.270142180095,0.6475,-6440.758293838863,250.0,-0.6440758293838863,2019
2019-02-20,10750,2019-02-21,1,CE,11.35,14.755,14.755,2019-02-20 09:21:00,31.0,7.45,-3.405000000000001,1860.4651162790697,-6334.883720930235,0.26105,-6820.558139534885,250.0,-0.6820558139534886,2019
2019-02-20,10550,2019-02-21,1,PE,14.1,18.330000000000002,3.7,2019-02-20 15:29:00,11.9,3.2,10.399999999999999,1895.7345971563982,19715.63981042654,0.17800000000000002,19378.1990521327,250.0,1.9378199052132699,2019
2019-02-21,10850,2019-02-21,0,CE,0.9,1.1700000000000002,1.1700000000000002,2019-02-21 11:38:00,2.0,0.05,-0.27000000000000013,1843.3179723502303,-497.69585253456245,0.020700000000000003,-535.8525345622122,250.0,-0.05358525345622123,2019
2019-02-21,10650,2019-02-21,0,PE,3.9,5.07,0.05,2019-02-21 15:29:00,4.2,0.05,3.85,1877.9342723004695,7230.046948356808,0.0395,7155.8685446009395,250.0,0.7155868544600938,2019
2019-02-22,10900,2019-02-28,6,CE,28.85,37.505,28.7,2019-02-22 15:30:00,33.05,25.35,0.15000000000000213,1834.8623853211009,275.229357798169,0.5755,-780.7339449541246,250.0,-0.07807339449541247,2019
