Total ROI,Total Trades,Win Rate,Avg Profit% per Trade,Avg Loss% per Trade,Max Drawdown,ROI/DD Ratio,Variation,SL PCT,Strike Away,Time
7.842975732217574,2,50.0,9.303615062761507,-1.4606393305439331,-1.4606393305439331,5.36954987327152,"SL PCT: 0.1%, Strike Away: 0%, Time: 11:05:00",0.1,0.0,11:05
14.169675313807529,2,50.0,16.37976569037657,-2.2100903765690405,-2.21009037656904,6.411355600672147,"SL PCT: 0.1%, Strike Away: 0%, Time: 11:05:00",0.1,0.0,11:05
15.526129032258034,2,50.0,18.366129032258034,-2.8399999999999994,0.0,inf,"SL PCT: 0.1%, Strike Away: 0%, Time: 11:05:00",0.1,0.0,11:05
3.759011965811965,2,50.0,6.138381766381768,-2.3793698005698025,-2.3793698005698025,1.5798351163874447,"SL PCT: 0.1%, Strike Away: 0%, Time: 11:05:00",0.1,0.0,11:05
-2.817264044943823,2,0.0,,-1.4086320224719115,-1.071621348314608,-2.628973423658155,"SL PCT: 0.1%, Strike Away: 0%, Time: 11:05:00",0.1,0.0,11:05
10.52148438498477,4,50.0,6.649255385937705,-1.3885131934453194,-1.8815144602851337,5.592029509776021,"SL PCT: 0.1%, Strike Away: 0%, Time: 11:05:00",0.1,0.0,11:05
49.00201238413605,14,42.857142857142854,10.581067053942215,-1.8105487424396547,-5.196633845513631,9.42956803209073,"SL PCT: 0.1%, Strike Away: 0%, Time: 11:05:00",0.1,0.0,11:05
6.300963725490197,2,50.0,7.445316666666669,-1.1443529411764717,-1.1443529411764715,5.506136698536716,"SL PCT: 0.1%, Strike Away: 0.5%, Time: 11:05:00",0.1,0.5,11:05
12.088149999999999,2,50.0,13.96255,-1.8744000000000018,-1.8744000000000014,6.449077037985483,"SL PCT: 0.1%, Strike Away: 0.5%, Time: 11:05:00",0.1,0.5,11:05
14.163581122032198,2,50.0,16.438656934306568,-2.2750758122743706,0.0,inf,"SL PCT: 0.1%, Strike Away: 0.5%, Time: 11:05:00",0.1,0.5,11:05
4.345819764261525,2,50.0,6.266034090909091,-1.9202143266475662,-1.9202143266475664,2.2631951568910207,"SL PCT: 0.1%, Strike Away: 0.5%, Time: 11:05:00",0.1,0.5,11:05
-1.8496406464034347,2,0.0,,-0.9248203232017174,-0.6879378531073446,-2.6886740394481827,"SL PCT: 0.1%, Strike Away: 0.5%, Time: 11:05:00",0.1,0.5,11:05
8.256155956518613,4,50.0,5.044331373745217,-0.9162533954859102,-1.4720957055214736,5.608436955254863,"SL PCT: 0.1%, Strike Away: 0.5%, Time: 11:05:00",0.1,0.5,11:05
43.3050299218991,14,42.857142857142854,9.03353673989546,-1.3620238146842083,-4.149475812274371,10.43626517686897,"SL PCT: 0.1%, Strike Away: 0.5%, Time: 11:05:00",0.1,0.5,11:05
