Day,Time,Strike,Expiry,DTE,Option Type,Entry Price,Initial SL,Exit Price,Exit Time,Max Price After Entry,Min Price After Entry,Points,Qty,Pnl,Slippage,Final PnL,Margin,ROI%,Trade Year
2021-06-07,09:15:00,15550,2021-06-10,3,PE,33.35,50.025000000000006,22.4,2021-06-07 15:30:00,41.15,19.45,10.950000000000003,1199.4002998500746,13133.43328335832,0.5575,12464.767616191904,233.13343328335824,1.2464767616191905,2021
2021-06-08,09:15:00,15950,2021-06-10,2,CE,11.75,17.625,6.15,2021-06-08 15:30:00,12.35,5.85,5.6,1253.9184952978055,7021.943573667711,0.179,6797.492163009403,249.99999999999994,0.6797492163009404,2021
2021-06-08,09:15:00,15600,2021-06-10,2,PE,30.25,45.375,45.375,2021-06-08 10:00:00,45.65,17.6,-15.125,1282.051282051282,-19391.02564102564,0.75625,-20360.576923076922,250.0,-2.036057692307692,2021
2021-06-09,09:15:00,15900,2021-06-10,1,CE,8.55,12.825000000000001,2.6,2021-06-09 15:30:00,10.8,2.45,5.950000000000001,1257.8616352201257,7484.276729559749,0.1115,7344.025157232704,249.99999999999994,0.7344025157232705,2021
2021-06-09,09:15:00,15600,2021-06-10,1,PE,17.15,25.724999999999998,25.724999999999998,2021-06-09 13:14:00,68.8,9.3,-8.575,1282.051282051282,-10993.589743589742,0.42875,-11543.26923076923,250.0,-1.154326923076923,2021
2021-06-10,09:15:00,15850,2021-06-10,0,CE,2.5,3.75,0.05,2021-06-10 15:29:00,2.7,0.05,2.45,1261.8296529968454,3091.4826498422717,0.0255,3059.3059936908517,250.0,0.3059305993690852,2021
2021-06-10,09:15:00,15550,2021-06-10,0,PE,7.95,11.925,11.925,2021-06-10 09:27:00,14.1,0.05,-3.9750000000000005,1286.1736334405145,-5112.540192926046,0.19875,-5368.167202572349,250.0,-0.5368167202572349,2021
2021-06-11,09:15:00,15950,2021-06-17,6,CE,36.4,54.599999999999994,31.35,2021-06-11 15:30:00,47.6,22.55,5.049999999999997,1098.9010989010992,5549.450549450547,0.6775,4804.945054945053,219.09340659340666,0.4804945054945053,2021
2021-06-11,09:15:00,15650,2021-06-17,6,PE,54.45,81.67500000000001,36.5,2021-06-11 15:29:00,62.2,36.5,17.950000000000003,734.618916437098,13186.409550045912,0.9095000000000001,12518.273645546371,143.70982552800731,1.2518273645546372,2021
2021-06-14,09:15:00,15950,2021-06-17,3,CE,16.8,25.200000000000003,25.200000000000003,2021-06-14 13:24:00,28.55,10.25,-8.400000000000002,1253.9184952978055,-10532.915360501569,0.42,-11059.561128526648,249.99999999999994,-1.1059561128526647,2021
2021-06-14,09:15:00,15650,2021-06-17,3,PE,51.05,76.57499999999999,76.57499999999999,2021-06-14 09:25:00,118.2,23.4,-25.52499999999999,783.5455435847211,-20000.0,1.2762499999999999,-21000.0,153.28109696376106,-2.1,2021
2021-06-15,09:15:00,16050,2021-06-17,2,CE,10.7,16.049999999999997,5.5,2021-06-15 15:29:00,11.35,5.05,5.199999999999999,1246.1059190031153,6479.750778816199,0.162,6277.881619937694,250.0,0.6277881619937694,2021
2021-06-15,09:15:00,15700,2021-06-17,2,PE,27.05,40.575,19.5,2021-06-15 15:29:00,26.95,16.35,7.550000000000001,1273.8853503184712,9617.834394904457,0.46549999999999997,9024.840764331211,249.99999999999994,0.9024840764331211,2021
2021-06-16,09:15:00,16000,2021-06-17,1,CE,8.2,12.299999999999999,12.299999999999999,2021-06-16 09:34:00,12.6,3.05,-4.1,1250.0,-5125.0,0.20500000000000002,-5381.25,250.0,-0.538125,2021
2021-06-16,09:15:00,15700,2021-06-17,1,PE,22.1,33.150000000000006,33.150000000000006,2021-06-16 12:40:00,40.45,13.4,-11.050000000000004,1273.8853503184712,-14076.433121019112,0.5525000000000001,-14780.254777070068,249.99999999999994,-1.4780254777070068,2021
2021-06-17,09:15:00,15800,2021-06-17,0,CE,8.15,12.225000000000001,12.225000000000001,2021-06-17 10:36:00,19.15,0.05,-4.075000000000001,1265.8227848101267,-5158.227848101267,0.20375000000000001,-5416.139240506332,250.0,-0.5416139240506332,2021
2021-06-17,09:15:00,15500,2021-06-17,0,PE,5.5,8.25,0.05,2021-06-17 15:29:00,6.95,0.05,5.45,1290.3225806451612,7032.258064516129,0.0555,6960.645161290322,250.0,0.6960645161290322,2021
2021-06-18,09:15:00,15900,2021-06-24,6,CE,42.75,64.125,32.3,2021-06-18 15:30:00,45.0,17.6,10.450000000000003,935.672514619883,9777.777777777781,0.7505,9075.555555555558,185.96491228070175,0.9075555555555559,2021
2021-06-18,09:15:00,15600,2021-06-24,6,PE,62.95,94.42500000000001,94.42500000000001,2021-06-18 09:52:00,228.0,45.9,-31.47500000000001,635.4249404289117,-20000.0,1.57375,-20999.999999999996,123.90786338363777,-2.0999999999999996,2021
2021-06-21,09:15:00,15700,2021-06-24,3,CE,42.3,63.449999999999996,63.449999999999996,2021-06-21 10:45:00,119.45,35.8,-21.15,945.6264775413712,-20000.0,1.0575,-21000.0,185.5791962174941,-2.1,2021
2021-06-21,09:15:00,15350,2021-06-24,3,PE,55.0,82.5,10.0,2021-06-21 15:29:00,63.25,10.0,45.0,727.2727272727273,32727.272727272728,0.65,32254.545454545456,139.54545454545456,3.2254545454545456,2021
2021-06-22,09:15:00,16000,2021-06-24,2,CE,14.3,21.450000000000003,21.450000000000003,2021-06-22 10:18:00,23.2,6.5,-7.150000000000002,1250.0,-8937.500000000002,0.3575,-9384.375000000002,250.0,-0.9384375000000003,2021
2021-06-22,09:15:00,15700,2021-06-24,2,PE,36.9,55.349999999999994,46.0,2021-06-22 15:30:00,51.25,22.0,-9.100000000000001,1084.0108401084012,-9864.498644986452,0.8290000000000001,-10763.143631436318,212.73712737127374,-1.0763143631436318,2021
2021-06-23,09:15:00,16000,2021-06-24,1,CE,10.1,15.149999999999999,2.85,2021-06-23 15:30:00,10.5,2.75,7.25,1250.0,9062.5,0.1295,8900.625,250.0,0.8900625,2021
2021-06-23,09:15:00,15700,2021-06-24,1,PE,20.0,30.0,30.0,2021-06-23 09:22:00,69.85,18.0,-10.0,1273.8853503184712,-12738.853503184711,0.5,-13375.796178343948,249.99999999999994,-1.3375796178343948,2021
2021-06-24,09:15:00,15900,2021-06-24,0,CE,3.35,5.025,0.05,2021-06-24 15:29:00,4.9,0.05,3.3000000000000003,1257.8616352201257,4150.943396226415,0.034,4108.176100628931,249.99999999999994,0.4108176100628931,2021
2021-06-24,09:15:00,15600,2021-06-24,0,PE,13.2,19.799999999999997,0.05,2021-06-24 15:29:00,14.4,0.05,13.149999999999999,1282.051282051282,16858.974358974356,0.1325,16689.102564102563,250.0,1.6689102564102563,2021
2021-06-25,09:15:00,16000,2021-07-01,6,CE,46.7,70.05000000000001,31.6,2021-06-25 15:30:00,46.9,27.4,15.100000000000001,856.531049250535,12933.61884368308,0.7830000000000001,12262.955032119911,171.30620985010702,1.226295503211991,2021
2021-06-25,09:15:00,15700,2021-07-01,6,PE,62.25,93.375,42.2,2021-06-25 15:30:00,80.9,36.5,20.049999999999997,642.570281124498,12883.534136546183,1.0445,12212.369477911645,126.10441767068275,1.2212369477911644,2021
2021-06-28,09:15:00,16050,2021-07-01,3,CE,22.3,33.45,12.35,2021-06-28 15:29:00,23.25,10.15,9.950000000000001,1246.1059190031153,12398.753894080999,0.3465,11966.978193146419,250.0,1.1966978193146418,2021
2021-06-28,09:15:00,15750,2021-07-01,3,PE,39.85,59.775000000000006,59.775000000000006,2021-06-28 10:45:00,66.0,35.2,-19.925000000000004,1003.764115432873,-20000.0,0.99625,-21000.0,197.61606022584687,-2.1,2021
2021-06-29,09:15:00,15950,2021-07-01,2,CE,25.3,37.95,8.9,2021-06-29 15:29:00,28.65,8.35,16.4,1253.9184952978055,20564.26332288401,0.342,20135.42319749216,249.99999999999994,2.013542319749216,2021
2021-06-29,09:15:00,15650,2021-07-01,2,PE,28.85,43.275000000000006,20.2,2021-06-29 15:30:00,39.8,16.7,8.650000000000002,1277.9552715654952,11054.313099041536,0.4905,10427.47603833866,250.0,1.042747603833866,2021
2021-06-30,09:15:00,15950,2021-07-01,1,CE,8.45,12.674999999999999,12.674999999999999,2021-06-30 10:47:00,13.0,2.2,-4.225,1253.9184952978055,-5297.805642633228,0.21125,-5562.695924764889,249.99999999999994,-0.5562695924764889,2021
2021-06-30,09:15:00,15600,2021-07-01,1,PE,7.75,11.625,7.1,2021-06-30 15:29:00,8.2,3.9,0.6500000000000004,1282.051282051282,833.3333333333337,0.1485,642.9487179487185,250.0,0.06429487179487185,2021
2021-07-01,09:15:00,15900,2021-07-01,0,CE,2.4,3.5999999999999996,0.05,2021-07-01 15:30:00,2.4,0.05,2.35,1257.8616352201257,2955.9748427672953,0.024499999999999997,2925.1572327044023,249.99999999999994,0.29251572327044023,2021
2021-07-01,09:15:00,15600,2021-07-01,0,PE,3.4,5.1,5.1,2021-07-01 09:20:00,7.4,0.05,-1.6999999999999997,1282.051282051282,-2179.487179487179,0.085,-2288.461538461538,250.0,-0.2288461538461538,2021
2021-07-02,09:15:00,15850,2021-07-08,6,CE,33.9,50.849999999999994,30.3,2021-07-02 15:30:00,33.9,19.1,3.599999999999998,1179.9410029498529,4247.787610619468,0.642,3490.2654867256624,233.7758112094396,0.3490265486725663,2021
2021-07-02,09:15:00,15550,2021-07-08,6,PE,37.45,56.175000000000004,19.85,2021-07-02 15:30:00,50.25,17.9,17.6,1068.090787716956,18798.397863818427,0.5730000000000001,18186.38184245661,207.6101468624833,1.818638184245661,2021
2021-07-05,09:15:00,15950,2021-07-08,3,CE,13.9,20.85,18.8,2021-07-05 15:30:00,19.25,12.0,-4.9,1253.9184952978055,-6144.2006269592475,0.327,-6554.231974921629,249.99999999999994,-0.6554231974921629,2021
2021-07-05,09:15:00,15650,2021-07-08,3,PE,28.35,42.525000000000006,11.35,2021-07-05 15:30:00,28.0,10.3,17.0,1277.9552715654952,21725.239616613417,0.397,21217.89137380192,250.0,2.1217891373801923,2021
2021-07-06,09:15:00,15950,2021-07-08,2,CE,14.55,21.825000000000003,21.825000000000003,2021-07-06 11:19:00,36.0,7.25,-7.275000000000002,1253.9184952978055,-9122.257053291538,0.36375,-9578.369905956115,249.99999999999994,-0.9578369905956116,2021
2021-07-06,09:15:00,15650,2021-07-08,2,PE,12.1,18.15,8.05,2021-07-06 15:29:00,13.35,6.85,4.049999999999999,1277.9552715654952,5175.718849840254,0.20149999999999998,4918.210862619807,250.0,0.4918210862619807,2021
2021-07-07,09:15:00,16000,2021-07-08,1,CE,3.85,5.775,5.775,2021-07-07 09:25:00,7.0,2.8,-1.9250000000000003,1250.0,-2406.2500000000005,0.09625,-2526.5625000000005,250.0,-0.2526562500000001,2021
2021-07-07,09:15:00,15650,2021-07-08,1,PE,11.85,17.775,4.45,2021-07-07 15:29:00,13.95,3.6,7.3999999999999995,1277.9552715654952,9456.869009584663,0.163,9248.562300319487,250.0,0.9248562300319486,2021
2021-07-08,09:15:00,16000,2021-07-08,0,CE,2.5,3.75,0.05,2021-07-08 15:29:00,2.9,0.05,2.45,1250.0,3062.5,0.0255,3030.625,250.0,0.3030625,2021
2021-07-08,09:15:00,15700,2021-07-08,0,PE,3.75,5.625,5.625,2021-07-08 12:18:00,24.0,0.05,-1.875,1273.8853503184712,-2388.5350318471333,0.09375,-2507.9617834394903,249.99999999999994,-0.250796178343949,2021
2021-07-09,09:15:00,15850,2021-07-15,6,CE,38.45,57.675000000000004,34.1,2021-07-09 15:30:00,49.3,27.7,4.350000000000001,1040.3120936280884,4525.357607282186,0.7255000000000001,3770.6111833550076,206.111833550065,0.37706111833550077,2021
2021-07-09,09:15:00,15550,2021-07-15,6,PE,61.75,92.625,32.0,2021-07-09 15:30:00,72.8,27.85,29.75,647.7732793522267,19271.255060728745,0.9375,18663.967611336033,125.91093117408907,1.8663967611336032,2021
2021-07-12,09:15:00,15900,2021-07-15,3,CE,30.2,45.3,10.5,2021-07-12 15:30:00,30.9,9.9,19.7,1257.8616352201257,24779.874213836476,0.40700000000000003,24267.924528301883,249.99999999999994,2.4267924528301883,2021
2021-07-12,09:15:00,15600,2021-07-15,3,PE,23.45,35.175,35.175,2021-07-12 13:13:00,63.85,14.4,-11.724999999999998,1282.051282051282,-15032.051282051278,0.58625,-15783.653846153842,250.0,-1.5783653846153842,2021
2021-07-13,09:15:00,15950,2021-07-15,2,CE,8.6,12.899999999999999,7.6,2021-07-13 15:30:00,11.25,6.15,1.0,1253.9184952978055,1253.9184952978055,0.162,1050.783699059561,249.99999999999994,0.1050783699059561,2021
2021-07-13,09:15:00,15650,2021-07-15,2,PE,19.05,28.575000000000003,28.575000000000003,2021-07-13 10:51:00,30.7,10.2,-9.525000000000002,1277.9552715654952,-12172.523961661345,0.47625,-12781.150159744411,250.0,-1.278115015974441,2021
2021-07-14,09:15:00,15950,2021-07-15,1,CE,4.85,7.2749999999999995,7.2749999999999995,2021-07-14 10:45:00,15.25,3.35,-2.425,1253.9184952978055,-3040.7523510971782,0.12125,-3192.789968652037,249.99999999999994,-0.31927899686520367,2021
2021-07-14,09:15:00,15650,2021-07-15,1,PE,12.65,18.975,5.55,2021-07-14 15:29:00,17.85,4.25,7.1000000000000005,1277.9552715654952,9073.482428115016,0.182,8840.894568690095,250.0,0.8840894568690095,2021
2021-07-15,09:15:00,16050,2021-07-15,0,CE,1.2,1.7999999999999998,1.7999999999999998,2021-07-15 10:40:00,3.1,0.05,-0.5999999999999999,1246.1059190031153,-747.6635514018691,0.03,-785.0467289719626,250.0,-0.07850467289719626,2021
2021-07-15,09:15:00,15700,2021-07-15,0,PE,4.6,6.8999999999999995,0.05,2021-07-15 15:29:00,4.6,0.05,4.55,1273.8853503184712,5796.178343949044,0.04649999999999999,5736.942675159235,249.99999999999994,0.5736942675159235,2021
2021-07-16,09:15:00,16100,2021-07-22,6,CE,28.4,42.599999999999994,17.0,2021-07-16 15:29:00,29.25,13.35,11.399999999999999,1242.2360248447205,14161.490683229813,0.454,13597.515527950309,250.0,1.3597515527950308,2021
2021-07-16,09:15:00,15800,2021-07-22,6,PE,36.6,54.900000000000006,31.0,2021-07-16 15:29:00,47.7,27.6,5.600000000000001,1092.8961748633876,6120.218579234972,0.6759999999999999,5381.420765027322,215.84699453551903,0.5381420765027323,2021
2021-07-19,09:15:00,15900,2021-07-22,3,CE,33.9,50.849999999999994,19.0,2021-07-19 15:30:00,41.6,15.15,14.899999999999999,1179.9410029498529,17581.120943952807,0.529,16956.932153392336,234.51327433628327,1.6956932153392337,2021
2021-07-19,09:15:00,15600,2021-07-22,3,PE,23.5,35.25,16.95,2021-07-19 15:30:00,34.85,10.15,6.550000000000001,1282.051282051282,8397.435897435898,0.4045,7878.846153846155,250.0,0.7878846153846155,2021
2021-07-20,09:15:00,15850,2021-07-22,2,CE,22.8,34.2,5.9,2021-07-20 15:30:00,22.6,5.1,16.9,1261.8296529968454,21324.921135646688,0.28700000000000003,20962.77602523659,250.0,2.096277602523659,2021
2021-07-20,09:15:00,15550,2021-07-22,2,PE,13.5,20.25,20.25,2021-07-20 09:30:00,51.0,13.4,-6.75,1286.1736334405145,-8681.672025723474,0.3375,-9115.755627009647,250.0,-0.9115755627009646,2021
2021-07-22,09:15:00,15900,2021-07-22,0,CE,3.75,5.625,0.05,2021-07-22 15:29:00,3.85,0.05,3.7,1257.8616352201257,4654.088050314465,0.038,4606.2893081761,249.99999999999994,0.4606289308176101,2021
2021-07-22,09:15:00,15600,2021-07-22,0,PE,3.55,5.324999999999999,0.05,2021-07-22 15:29:00,4.1,0.05,3.5,1282.051282051282,4487.179487179487,0.036,4441.025641025641,250.0,0.44410256410256405,2021
2021-07-23,09:15:00,16000,2021-07-29,6,CE,24.2,36.3,22.05,2021-07-23 15:30:00,35.9,16.15,2.1499999999999986,1250.0,2687.499999999998,0.4625,2109.374999999998,250.0,0.21093749999999983,2021
2021-07-23,09:15:00,15700,2021-07-29,6,PE,37.6,56.400000000000006,56.400000000000006,2021-07-23 09:32:00,63.45,23.8,-18.800000000000004,1063.8297872340422,-19999.999999999996,0.9400000000000001,-21000.0,208.77659574468078,-2.1,2021
2021-07-26,09:15:00,16000,2021-07-29,3,CE,13.3,19.950000000000003,19.950000000000003,2021-07-26 09:23:00,26.6,10.65,-6.650000000000002,1250.0,-8312.500000000002,0.3325,-8728.125000000002,250.0,-0.8728125000000002,2021
2021-07-26,09:15:00,15700,2021-07-29,3,PE,40.45,60.675000000000004,28.5,2021-07-26 15:30:00,43.35,19.9,11.950000000000003,988.8751545117428,11817.05809641533,0.6895,11135.228677379482,194.06674907292953,1.1135228677379483,2021
2021-07-27,09:15:00,16000,2021-07-29,2,CE,15.75,23.625,4.1,2021-07-27 15:30:00,15.65,4.0,11.65,1250.0,14562.5,0.1985,14314.375000000002,250.0,1.4314375000000001,2021
2021-07-27,09:15:00,15700,2021-07-29,2,PE,16.15,24.224999999999998,24.224999999999998,2021-07-27 11:38:00,71.2,14.9,-8.075,1273.8853503184712,-10286.624203821653,0.40375,-10800.955414012737,249.99999999999994,-1.0800955414012736,2021
2021-07-28,09:15:00,15900,2021-07-29,1,CE,9.45,14.174999999999999,3.7,2021-07-28 15:30:00,9.55,3.15,5.749999999999999,1257.8616352201257,7232.704402515721,0.13149999999999998,7067.295597484275,249.99999999999994,0.7067295597484274,2021
2021-07-28,09:15:00,15600,2021-07-29,1,PE,22.5,33.75,33.75,2021-07-28 09:18:00,141.45,9.45,-11.25,1282.051282051282,-14423.076923076922,0.5625,-15144.230769230768,250.0,-1.5144230769230769,2021
2021-07-29,09:15:00,15900,2021-07-29,0,CE,3.5,5.25,0.05,2021-07-29 15:29:00,4.55,0.05,3.45,1257.8616352201257,4339.622641509433,0.0355,4294.96855345912,249.99999999999994,0.429496855345912,2021
2021-07-29,09:15:00,15600,2021-07-29,0,PE,3.7,5.550000000000001,5.550000000000001,2021-07-29 09:31:00,6.85,0.05,-1.8500000000000005,1282.051282051282,-2371.7948717948725,0.0925,-2490.384615384616,250.0,-0.24903846153846163,2021
2021-07-30,09:15:00,15950,2021-08-05,6,CE,26.5,39.75,15.5,2021-07-30 15:30:00,36.75,14.35,11.0,1253.9184952978055,13793.10344827586,0.42,13266.457680250782,249.99999999999994,1.326645768025078,2021
2021-07-30,09:15:00,15650,2021-08-05,6,PE,51.2,76.80000000000001,40.35,2021-07-30 15:29:00,53.6,25.7,10.850000000000001,781.2499999999998,8476.562499999998,0.9155000000000001,7761.328124999999,152.83203124999994,0.7761328124999999,2021
2021-08-02,09:15:00,16050,2021-08-05,3,CE,7.85,11.774999999999999,11.774999999999999,2021-08-02 13:47:00,12.75,6.4,-3.924999999999999,1246.1059190031153,-4890.965732087227,0.19625,-5135.514018691588,250.0,-0.5135514018691588,2021
2021-08-02,09:15:00,15700,2021-08-05,3,PE,30.55,45.825,18.3,2021-08-02 15:29:00,31.1,16.75,12.25,1273.8853503184712,15605.095541401271,0.48850000000000005,14982.802547770698,249.99999999999994,1.4982802547770697,2021
2021-08-03,09:15:00,16100,2021-08-05,2,CE,7.7,11.55,11.55,2021-08-03 09:58:00,92.3,6.2,-3.8500000000000005,1242.2360248447205,-4782.608695652175,0.1925,-5021.739130434783,250.0,-0.5021739130434782,2021
2021-08-03,09:15:00,15800,2021-08-05,2,PE,36.0,54.0,14.2,2021-08-03 15:30:00,36.6,12.4,21.8,1111.111111111111,24222.222222222223,0.502,23664.444444444445,219.44444444444446,2.3664444444444444,2021
2021-08-04,09:15:00,16350,2021-08-05,1,CE,22.55,33.825,8.45,2021-08-04 15:29:00,31.4,7.15,14.100000000000001,1223.2415902140674,17247.706422018353,0.31,16868.50152905199,250.00000000000006,1.6868501529051991,2021
2021-08-04,09:15:00,16050,2021-08-05,1,PE,17.35,26.025000000000002,5.3,2021-08-04 15:30:00,21.2,3.4,12.05,1246.1059190031153,15015.576323987541,0.22650000000000003,14733.333333333336,250.0,1.4733333333333334,2021
2021-08-05,09:15:00,16450,2021-08-05,0,CE,1.2,1.7999999999999998,1.7999999999999998,2021-08-05 12:51:00,2.1,0.05,-0.5999999999999999,1215.80547112462,-729.4832826747719,0.03,-765.9574468085104,250.0,-0.07659574468085105,2021
2021-08-05,09:15:00,16150,2021-08-05,0,PE,7.95,11.925,11.925,2021-08-05 09:27:00,16.85,0.05,-3.9750000000000005,1238.3900928792568,-4922.600619195046,0.19875,-5168.730650154799,249.99999999999994,-0.5168730650154799,2021
2021-08-06,09:15:00,16450,2021-08-12,6,CE,37.4,56.099999999999994,19.95,2021-08-06 15:29:00,43.6,16.65,17.45,1069.5187165775403,18663.10160427808,0.5735,18049.732620320858,219.91978609625673,1.8049732620320857,2021
2021-08-06,09:15:00,16150,2021-08-12,6,PE,56.95,85.42500000000001,44.0,2021-08-06 15:29:00,62.1,41.25,12.950000000000003,702.3705004389814,9095.69798068481,1.0095,8386.65496049166,141.79104477611938,0.838665496049166,2021
2021-08-09,09:15:00,16450,2021-08-12,3,CE,21.75,32.625,12.0,2021-08-09 15:30:00,27.25,7.3,9.75,1215.80547112462,11854.103343465045,0.3375,11443.768996960485,250.0,1.1443768996960486,2021
2021-08-09,09:15:00,16100,2021-08-12,3,PE,27.7,41.55,41.55,2021-08-09 13:41:00,46.5,16.25,-13.849999999999998,1242.2360248447205,-17204.968944099375,0.6925,-18065.217391304348,250.0,-1.806521739130435,2021
2021-08-10,09:15:00,16450,2021-08-12,2,CE,13.35,20.025,20.025,2021-08-10 10:57:00,27.35,5.95,-6.674999999999999,1215.80547112462,-8115.501519756837,0.33375,-8521.276595744679,250.0,-0.8521276595744679,2021
2021-08-10,09:15:00,16100,2021-08-12,2,PE,17.55,26.325000000000003,26.325000000000003,2021-08-10 14:14:00,28.85,9.05,-8.775000000000002,1242.2360248447205,-10900.621118012425,0.43875000000000003,-11445.652173913048,250.0,-1.1445652173913046,2021
2021-08-11,09:15:00,16500,2021-08-12,1,CE,6.4,9.600000000000001,1.85,2021-08-11 15:30:00,6.7,1.6,4.550000000000001,1212.1212121212122,5515.151515151517,0.0825,5415.151515151517,250.00000000000006,0.5415151515151517,2021
2021-08-11,09:15:00,16150,2021-08-12,1,PE,11.45,17.174999999999997,17.174999999999997,2021-08-11 09:37:00,50.0,6.3,-5.724999999999998,1238.3900928792568,-7089.783281733743,0.28624999999999995,-7444.27244582043,249.99999999999994,-0.744427244582043,2021
2021-08-12,09:15:00,16450,2021-08-12,0,CE,3.05,4.574999999999999,0.05,2021-08-12 15:29:00,3.2,0.05,3.0,1215.80547112462,3647.41641337386,0.030999999999999996,3609.7264437689964,250.0,0.36097264437689963,2021
2021-08-12,09:15:00,16150,2021-08-12,0,PE,3.75,5.625,0.1,2021-08-12 15:29:00,5.25,0.05,3.65,1238.3900928792568,4520.123839009288,0.0385,4472.445820433436,249.99999999999994,0.44724458204334355,2021
2021-08-13,09:15:00,16550,2021-08-18,5,CE,23.25,34.875,34.875,2021-08-13 09:56:00,72.45,22.7,-11.625,1208.4592145015106,-14048.33836858006,0.58125,-14750.755287009064,250.0,-1.4750755287009063,2021
2021-08-13,09:15:00,16200,2021-08-18,5,PE,29.15,43.724999999999994,18.0,2021-08-13 15:30:00,30.1,16.3,11.149999999999999,1234.567901234568,13765.43209876543,0.4715,13183.33333333333,250.0,1.318333333333333,2021
2021-08-16,09:15:00,16700,2021-08-18,2,CE,11.8,17.700000000000003,17.700000000000003,2021-08-16 09:19:00,21.25,9.0,-5.900000000000002,1197.6047904191616,-7065.868263473057,0.29500000000000004,-7419.161676646709,250.0,-0.7419161676646708,2021
2021-08-16,09:15:00,16350,2021-08-18,2,PE,38.45,57.675000000000004,20.5,2021-08-16 15:29:00,40.0,15.35,17.950000000000003,1040.3120936280884,18673.60208062419,0.5895,18060.338101430432,212.61378413524054,1.8060338101430433,2021
2021-08-17,09:15:00,16700,2021-08-18,1,CE,7.55,11.325,11.325,2021-08-17 09:25:00,13.8,3.0,-3.7749999999999995,1197.6047904191616,-4520.9580838323345,0.18875,-4747.005988023951,250.0,-0.4747005988023952,2021
2021-08-17,09:15:00,16400,2021-08-18,1,PE,28.6,42.900000000000006,7.1,2021-08-17 15:29:00,29.3,6.3,21.5,1219.5121951219512,26219.51219512195,0.35700000000000004,25784.146341463416,250.0,2.5784146341463416,2021
2021-08-18,09:15:00,16850,2021-08-18,0,CE,1.7,2.55,0.1,2021-08-18 15:29:00,1.7,0.05,1.5999999999999999,1186.9436201780416,1899.1097922848664,0.018000000000000002,1877.7448071216616,250.0,0.18777448071216615,2021
2021-08-18,09:15:00,16550,2021-08-18,0,PE,7.25,10.875,10.875,2021-08-18 12:50:00,21.4,0.05,-3.625,1208.4592145015106,-4380.664652567976,0.18125,-4599.697885196375,250.0,-0.4599697885196375,2021
2021-08-20,09:15:00,16550,2021-08-26,6,CE,47.4,71.1,71.1,2021-08-20 09:26:00,80.95,42.2,-23.699999999999996,843.8818565400845,-20000.0,1.185,-21000.0,174.57805907173,-2.1,2021
2021-08-20,09:15:00,16200,2021-08-26,6,PE,45.95,68.92500000000001,34.8,2021-08-20 15:30:00,50.9,23.65,11.150000000000006,870.5114254624589,9706.202393906422,0.8075,9003.264417845487,176.27856365614792,0.9003264417845487,2021
2021-08-23,09:15:00,16750,2021-08-26,3,CE,16.75,25.125,7.85,2021-08-23 15:30:00,18.35,6.95,8.9,1194.0298507462687,10626.865671641792,0.24600000000000002,10333.13432835821,250.0,1.033313432835821,2021
2021-08-23,09:15:00,16450,2021-08-26,3,PE,44.0,66.0,66.0,2021-08-23 09:55:00,127.2,40.55,-22.0,909.0909090909091,-20000.0,1.1,-21000.000000000004,186.9318181818182,-2.1000000000000005,2021
2021-08-24,09:15:00,16750,2021-08-26,2,CE,8.85,13.274999999999999,13.274999999999999,2021-08-24 14:23:00,15.5,5.05,-4.424999999999999,1194.0298507462687,-5283.582089552237,0.22125,-5547.76119402985,250.0,-0.554776119402985,2021
2021-08-24,09:15:00,16400,2021-08-26,2,PE,28.35,42.525000000000006,9.65,2021-08-24 15:29:00,38.8,9.4,18.700000000000003,1219.5121951219512,22804.87804878049,0.38,22341.463414634152,250.0,2.2341463414634153,2021
2021-08-25,09:15:00,16800,2021-08-26,1,CE,6.95,10.425,10.425,2021-08-25 09:30:00,15.85,2.25,-3.4750000000000005,1190.4761904761906,-4136.904761904763,0.17375000000000002,-4343.750000000001,250.00000000000006,-0.4343750000000001,2021
2021-08-25,09:15:00,16500,2021-08-26,1,PE,14.15,21.225,9.0,2021-08-25 15:30:00,19.45,7.9,5.15,1212.1212121212122,6242.424242424244,0.23149999999999998,5961.818181818183,250.00000000000006,0.5961818181818183,2021
2021-08-26,09:15:00,16800,2021-08-26,0,CE,1.55,2.325,2.325,2021-08-26 10:06:00,2.45,0.05,-0.7750000000000001,1190.4761904761906,-922.6190476190478,0.03875,-968.7500000000002,250.00000000000006,-0.09687500000000003,2021
2021-08-26,09:15:00,16450,2021-08-26,0,PE,3.8,5.699999999999999,0.05,2021-08-26 15:29:00,4.75,0.05,3.75,1215.80547112462,4559.270516717325,0.0385,4512.462006079028,250.0,0.45124620060790277,2021
2021-08-27,09:15:00,16800,2021-09-02,6,CE,31.55,47.325,47.325,2021-08-27 13:23:00,50.75,20.0,-15.775000000000002,1190.4761904761906,-18779.76190476191,0.7887500000000001,-19718.750000000004,250.00000000000006,-1.9718750000000005,2021
2021-08-27,09:15:00,16500,2021-09-02,6,PE,55.05,82.57499999999999,34.8,2021-08-27 15:30:00,72.7,31.45,20.25,726.6121707538604,14713.896457765672,0.8985,14061.03542234333,149.8637602179837,1.406103542234333,2021
