,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month
0,2018-01-01 10:45:00,LONG,2018-01-01 11:15:00,25562.65,25179.21025,25179.21025,2018-01-01 11:45:00,25524.6,-38.05000000000291,-43.15872500000291,-1942.142625000131,MACD Reversal,45,1,-0.19421426250001309,2018,1
1,2018-01-04 11:15:00,LONG,2018-01-04 11:45:00,25423.95,25042.59075,25689.603333333333,2018-01-08 14:45:00,25675.35,251.39999999999782,246.29006999999783,11083.053149999902,TSL Hit,45,1,1.1083053149999902,2018,1
2,2018-01-08 15:15:00,LONG,2018-01-09 09:15:00,25688.85,25303.517249999997,25679.97666666667,2018-01-10 09:15:00,25647.8,-41.04999999999927,-46.18366499999927,-2078.264924999967,TSL Hit,45,1,-0.2078264924999967,2018,1
3,2018-01-11 12:15:00,LONG,2018-01-11 12:45:00,25682.15,25296.91775,25675.483333333334,2018-01-12 12:15:00,25565.0,-117.15000000000146,-122.27471500000145,-5502.362175000066,TSL Hit,45,1,-0.5502362175000066,2018,1
4,2018-01-12 13:45:00,LONG,2018-01-12 14:15:00,25713.4,25327.699,26032.373333333333,2018-01-16 10:15:00,25984.55,271.1499999999978,265.9802049999978,11969.1092249999,TSL Hit,45,1,1.1969109224999899,2018,1
5,2018-01-16 10:15:00,LONG,2018-01-16 10:45:00,26036.8,25646.248,26617.77,2018-01-18 14:15:00,26595.75,558.9500000000007,553.6867450000008,24915.903525000034,TSL Hit,45,1,2.4915903525000034,2018,1
6,2018-01-18 15:15:00,LONG,2018-01-19 09:15:00,26594.1,26195.188499999997,27359.04666666667,2018-01-25 09:15:00,27354.85,760.75,755.355105,33990.979725,TSL Hit,45,1,3.3990979724999995,2018,1
7,2018-01-25 11:15:00,LONG,2018-01-25 11:45:00,27372.0,26961.42,26961.42,2018-01-25 13:15:00,27184.85,-187.15000000000146,-192.60568500000144,-5778.1705500000435,MACD Reversal,30,1,-0.5778170550000044,2018,1
8,2018-01-25 15:15:00,LONG,2018-01-29 09:15:00,27486.25,27073.95625,27530.086666666666,2018-01-29 14:45:00,27498.1,11.849999999998545,6.351564999998545,190.54694999995635,TSL Hit,30,1,0.019054694999995635,2018,1
9,2018-01-31 15:15:00,LONG,2018-02-01 09:15:00,27398.85,26987.86725,27353.920000000002,2018-02-01 12:15:00,27173.6,-225.25,-230.707245,-6921.21735,TSL Hit,30,1,-0.692121735,2018,2
10,2018-02-01 12:15:00,LONG,2018-02-01 12:45:00,27414.1,27002.888499999997,27418.163333333334,2018-02-01 14:15:00,27369.75,-44.349999999998545,-49.82838499999855,-1494.8515499999564,TSL Hit,30,1,-0.14948515499999562,2018,2
11,2018-02-07 09:45:00,LONG,2018-02-07 10:15:00,25957.15,25567.79275,25574.26,2018-02-07 10:45:00,25753.25,-203.90000000000146,-209.07104000000146,-9408.196800000065,MACD Reversal,45,1,-0.9408196800000065,2018,2
12,2018-02-08 10:15:00,LONG,2018-02-08 10:45:00,26021.5,25631.177499999998,25900.909999999996,2018-02-09 09:15:00,25421.2,-600.2999999999993,-605.4442699999993,-27244.99214999997,Gap Open Outside ISL,45,1,-2.724499214999997,2018,2
13,2018-02-12 13:45:00,LONG,2018-02-12 14:15:00,25692.4,25307.014000000003,25616.996666666666,2018-02-14 09:15:00,25559.85,-132.5500000000029,-137.6752250000029,-6195.385125000131,TSL Hit,45,1,-0.619538512500013,2018,2
14,2018-02-22 15:15:00,LONG,2018-02-23 09:15:00,24978.3,24603.6255,25579.42666666667,2018-02-27 09:15:00,25531.6,553.2999999999993,548.2490099999993,24671.20544999997,TSL Hit,45,1,2.467120544999997,2018,2
15,2018-02-27 10:15:00,LONG,2018-02-27 10:45:00,25497.55,25115.08675,25115.08675,2018-02-27 14:15:00,25418.0,-79.54999999999927,-84.64155499999927,-3808.8699749999673,MACD Reversal,45,1,-0.3808869974999967,2018,2
16,2018-03-08 15:15:00,LONG,2018-03-09 09:15:00,24488.25,24120.92625,24417.353333333333,2018-03-09 13:45:00,24390.35,-97.90000000000146,-102.78786000000146,-4625.4537000000655,TSL Hit,45,1,-0.46254537000000656,2018,3
17,2018-03-09 13:45:00,LONG,2018-03-09 14:15:00,24471.75,24104.673749999998,24104.673749999998,2018-03-09 14:45:00,24284.8,-186.95000000000073,-191.82565500000072,-8632.154475000032,MACD Reversal,45,1,-0.8632154475000032,2018,3
18,2018-03-12 11:15:00,LONG,2018-03-12 11:45:00,24417.45,24051.18825,24784.833333333332,2018-03-13 13:45:00,24639.35,221.89999999999782,216.99431999999783,9764.744399999901,TSL Hit,45,1,0.9764744399999902,2018,3
19,2018-03-13 14:15:00,LONG,2018-03-13 14:45:00,24721.65,24350.82525,24350.82525,2018-03-14 09:15:00,24547.4,-174.25,-179.176905,-8062.960725,MACD Reversal,45,1,-0.8062960725,2018,3
