,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,Index,Allocation,Portfolio,ROI% PF,Strategy,Qty apAlloc,PnL apAlloc
48,2017-03-09 13:15:00,LONG,2017-03-09 14:15:00,20697.8,20649.9,20684.36111111111,2017-03-10 13:15:00,20649.9,-47.89999999999782,-52.03476999999782,-95223.62909999602,Initial SL hit,1830,5.066,-1.269648387999947,2017,3,BANKNIFTY,7500000.0,22500000.0,-0.04232161293333156,MTREND,,
1725,2017-03-10 11:15:00,LONG,2017-03-10 12:15:00,8941.8,8882.784119999998,8924.05875,2017-03-10 13:15:00,8912.05,-29.75,-33.32077,-18326.4235,TSL Hit,550,5.0,-1.83264235,2017,3,NIFTY,500000.0,1000000.0,-0.0916321175,WAVE,275.0,-9163.21175
1724,2017-03-10 11:15:00,LONG,2017-03-10 12:15:00,28986.86,28812.93884,28922.090333333334,2017-03-10 13:15:00,28884.78,-102.08000000000176,-107.86716400000176,-30202.80592000049,TSL Hit,280,8.0,-3.020280592000049,2017,3,SENSEX,500000.0,1000000.0,-0.1510140296000025,WAVE,140.0,-15101.402960000249
49,2017-03-10 11:15:00,LONG,2017-03-10 12:15:00,8941.8,8927.85,8927.85,2017-03-10 13:15:00,8927.85,-13.949999999998909,-17.52392999999891,-92876.82899999422,Initial SL hit,5300,6.333,-1.238357719999923,2017,3,NIFTY,7500000.0,22500000.0,-0.0412785906666641,MTREND,,
1726,2017-03-10 13:15:00,LONG,2017-03-10 14:15:00,8940.9,8881.89006,9106.367499999998,2017-03-21 10:15:00,9113.95,173.0500000000011,169.43903000000108,93191.4665000006,MACD Reversal,550,5.0,9.31914665000006,2017,3,NIFTY,500000.0,1000000.0,0.46595733250000304,WAVE,275.0,46595.733250000296
1727,2017-03-14 10:15:00,LONG,2017-03-14 11:15:00,29457.92,29281.17248,29297.26483333333,2017-03-21 11:15:00,29429.24,-28.679999999996653,-34.568715999996655,-9333.553319999097,MACD Reversal,270,8.0,-0.9333553319999096,2017,3,SENSEX,500000.0,1000000.0,-0.04666776659999548,WAVE,135.0,-4666.776659999548
51,2017-03-14 10:15:00,LONG,2017-03-14 11:15:00,29457.92,29413.1,29413.1,2017-03-14 11:15:00,29413.1,-44.81999999999971,-50.70710199999971,-90258.64155999948,Initial SL hit,1780,7.0,-1.2034485541333264,2017,3,SENSEX,7500000.0,22500000.0,-0.04011495180444421,MTREND,,
50,2017-03-14 10:15:00,LONG,2017-03-14 11:15:00,21180.85,21119.35,21119.35,2017-03-14 12:15:00,21119.35,-61.5,-65.73002,-118314.036,Initial SL hit,1800,5.066,-1.5775204799999998,2017,3,BANKNIFTY,7500000.0,22500000.0,-0.052584016,MTREND,,
53,2017-03-14 12:15:00,LONG,2017-03-14 13:15:00,9082.9,9072.2,9072.2,2017-03-14 14:15:00,9072.2,-10.699999999998909,-14.331019999998908,-74879.57949999429,Initial SL hit,5225,6.333,-0.9983943933332572,2017,3,NIFTY,7500000.0,22500000.0,-0.03327981311110857,MTREND,,
52,2017-03-14 12:15:00,LONG,2017-03-14 13:15:00,29433.77,29396.05,29396.05,2017-03-14 14:15:00,29396.05,-37.72000000000117,-43.60298200000116,-77613.30796000207,Initial SL hit,1780,7.0,-1.034844106133361,2017,3,SENSEX,7500000.0,22500000.0,-0.03449480353777869,MTREND,,
54,2017-03-14 15:15:00,LONG,2017-03-15 09:15:00,21116.2,21059.7,21192.53888888889,2017-03-17 09:15:00,21183.4,67.20000000000073,62.97004000000073,113346.07200000132,TSL Hit,1800,5.066,1.5112809600000174,2017,3,BANKNIFTY,7500000.0,22500000.0,0.05037603200000059,MTREND,,
55,2017-03-14 15:15:00,LONG,2017-03-15 09:15:00,9091.9,9073.2,9111.17375,2017-03-21 11:15:00,9104.3,12.399999999999636,8.760759999999637,45774.970999998106,TSL Hit,5225,6.333,0.6103329466666414,2017,3,NIFTY,7500000.0,22500000.0,0.02034443155555471,MTREND,,
56,2017-03-15 12:15:00,LONG,2017-03-15 13:15:00,29444.32,29416.93,29416.93,2017-03-15 13:15:00,29416.93,-27.38999999999941,-33.27612499999942,-59231.50249999896,Initial SL hit,1780,7.0,-0.7897533666666527,2017,3,SENSEX,7500000.0,22500000.0,-0.02632511222222176,MTREND,,
57,2017-03-16 11:15:00,LONG,2017-03-16 12:15:00,29545.19,29506.86,29506.86,2017-03-20 09:15:00,29506.86,-38.32999999999811,-44.23520499999811,-78738.66489999664,Initial SL hit,1780,7.0,-1.0498488653332887,2017,3,SENSEX,7500000.0,22500000.0,-0.03499496217777628,MTREND,,
58,2017-03-17 11:15:00,LONG,2017-03-17 12:15:00,21179.3,21127.95,21127.95,2017-03-20 09:15:00,21127.95,-51.34999999999855,-55.580724999998544,-100045.30499999736,Initial SL Hit,1800,5.066,-1.333937399999965,2017,3,BANKNIFTY,7500000.0,22500000.0,-0.044464579999998824,MTREND,,
59,2017-03-20 10:15:00,LONG,2017-03-20 11:15:00,21132.6,21086.35,21086.35,2017-03-21 09:15:00,21086.35,-46.25,-50.471895,-90849.411,Initial SL Hit,1800,5.066,-1.2113254800000002,2017,3,BANKNIFTY,7500000.0,22500000.0,-0.04037751599999999,MTREND,,
60,2017-03-20 10:15:00,LONG,2017-03-20 11:15:00,29523.4,29490.43,29490.43,2017-03-20 11:15:00,29490.43,-32.970000000001164,-38.87138300000117,-69191.06174000207,Initial SL hit,1780,7.0,-0.9225474898666942,2017,3,SENSEX,7500000.0,22500000.0,-0.03075158299555647,MTREND,,
61,2017-03-20 12:15:00,LONG,2017-03-20 13:15:00,29523.47,29492.85,29492.85,2017-03-20 13:15:00,29492.85,-30.62000000000262,-36.52163200000262,-65008.50496000466,Initial SL hit,1780,7.0,-0.8667800661333954,2017,3,SENSEX,7500000.0,22500000.0,-0.02889266887111318,MTREND,,
