,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,Index,Allocation,Portfolio,ROI% PF,Strategy,Qty apAlloc,PnL apAlloc
2671,2021-12-22 11:15:00,LONG,2021-12-22 12:15:00,16904.3,16792.73162,18207.0325,2022-01-18 14:15:00,18097.6,1193.2999999999993,1186.299619999999,355889.8859999998,TSL Hit,300,5.0,35.58898859999998,2021,12,NIFTY,333333.0,1000000.0,1.1862984337003792,WAVE,99.9999,118629.84337003792
2672,2021-12-22 14:45:00,LONG,2021-12-22 15:15:00,35051.25,34525.48125,35217.706666666665,2021-12-23 15:15:00,35082.85,31.599999999998545,24.586589999998544,3687.9884999997817,TSL Hit,150,5.0,0.3687988499999782,2021,12,BANKNIFTY,333333.0,1000000.0,0.01229328270670427,WAVE,49.99995,1229.3282706704272
2673,2021-12-23 10:15:00,LONG,2021-12-23 11:15:00,57311.89,56968.01866,57292.456666666665,2021-12-23 13:15:00,57261.39,-50.5,-61.957328,-8674.02592,TSL Hit,140,8.0,-0.867402592,2021,12,SENSEX,333333.0,1000000.0,-0.0289133908199136,WAVE,46.66662,-2891.33908199136
2674,2021-12-23 15:15:00,LONG,2021-12-24 09:15:00,35249.85,34721.10225,34721.10225,2021-12-24 09:15:00,34766.8,-483.0499999999956,-490.0516649999957,-66156.97477499941,MACD Reversal,135,5.0,-6.615697477499942,2021,12,BANKNIFTY,333333.0,1000000.0,-0.22052302872674878,WAVE,44.999955,-22052.30287267488
2675,2021-12-23 15:15:00,LONG,2021-12-24 09:15:00,57396.97,57052.58818,57052.58818,2021-12-24 09:15:00,57052.58818,-344.38182000000234,-355.8267758180023,-49815.74861452032,Initial SL Hit,140,8.0,-4.9815748614520325,2021,12,SENSEX,333333.0,1000000.0,-0.16605232932923902,WAVE,46.66662,-16605.232932923904
2676,2021-12-24 10:15:00,LONG,2021-12-24 11:15:00,57033.8,56691.5972,56691.5972,2021-12-27 09:15:00,56691.5972,-342.2027999999991,-353.57533971999914,-49500.54756079988,Initial SL Hit,140,8.0,-4.950054756079989,2021,12,SENSEX,333333.0,1000000.0,-0.1650016602008411,WAVE,46.66662,-16500.166020084107
996,2021-12-24 13:15:00,LONG,2021-12-24 14:15:00,17046.35,16941.5,16941.5,2021-12-27 09:15:00,16941.5,-104.84999999999854,-111.64756999999857,-309822.006749996,Initial SL hit,2775,6.333,-4.130960089999947,2021,12,NIFTY,7500000.0,22500000.0,-0.13769866966666489,MTREND,,
2677,2021-12-27 09:15:00,LONG,2021-12-27 10:15:00,57102.84,56760.22296,60705.314333333336,2022-01-18 15:15:00,60755.64,3652.800000000003,3641.014152000003,509741.9812800004,MACD Reversal,140,8.0,50.97419812800004,2021,12,SENSEX,333333.0,1000000.0,1.6991382384600642,WAVE,46.66662,169913.8238460064
997,2021-12-27 11:15:00,LONG,2021-12-27 12:15:00,17029.5,16990.6,18207.0325,2022-01-18 14:15:00,18097.6,1068.0999999999983,1061.0745799999986,2971008.8239999963,TSL Hit,2800,6.333,39.61345098666661,2021,12,NIFTY,7500000.0,22500000.0,1.3204483662222206,MTREND,,
2678,2021-12-27 12:45:00,LONG,2021-12-27 13:15:00,35084.9,34558.6265,35164.18666666667,2021-12-28 14:15:00,35131.75,46.84999999999855,39.82833499999855,5974.250249999782,TSL Hit,150,5.0,0.5974250249999782,2021,12,BANKNIFTY,333333.0,1000000.0,0.019914147585831772,WAVE,49.99995,1991.4147585831777
2679,2021-12-28 15:15:00,LONG,2021-12-29 09:15:00,35201.8,34673.773,35211.29666666667,2021-12-29 10:45:00,35168.65,-33.150000000001455,-40.187045000001454,-5425.251075000197,TSL Hit,135,5.0,-0.5425251075000197,2021,12,BANKNIFTY,333333.0,1000000.0,-0.0180841521658304,WAVE,44.999955,-1808.4152165830403
999,2021-12-28 15:15:00,LONG,2021-12-29 09:15:00,57923.98,57876.79,57876.79,2021-12-29 09:15:00,57876.79,-47.19000000000233,-58.77007700000233,-53480.77007000212,Initial SL hit,910,7.0,-0.7130769342666949,2021,12,SENSEX,7500000.0,22500000.0,-0.02376923114222316,MTREND,,
998,2021-12-28 15:15:00,LONG,2021-12-29 09:15:00,35201.8,35165.2,35165.2,2021-12-29 09:15:00,35165.2,-36.60000000000582,-43.636700000005824,-47127.63600000629,Initial SL Hit,1080,5.066,-0.6283684800000839,2021,12,BANKNIFTY,7500000.0,22500000.0,-0.02094561600000279,MTREND,,
1000,2021-12-29 11:15:00,LONG,2021-12-29 12:15:00,35224.55,35142.9,35142.9,2021-12-29 12:15:00,35142.9,-81.65000000000146,-88.68674500000145,-95781.68460000156,Initial SL hit,1080,5.066,-1.2770891280000207,2021,12,BANKNIFTY,7500000.0,22500000.0,-0.042569637600000695,MTREND,,
2680,2021-12-29 12:15:00,LONG,2021-12-29 12:45:00,35207.5,34679.3875,34679.3875,2021-12-29 14:45:00,35076.95,-130.5500000000029,-137.57844500000292,-18573.0900750004,MACD Reversal,135,5.0,-1.8573090075000391,2021,12,BANKNIFTY,333333.0,1000000.0,-0.061910238339701065,WAVE,44.999955,-6191.023833970106
1002,2021-12-29 13:15:00,LONG,2021-12-29 14:15:00,35226.85,35124.1,35124.1,2021-12-29 14:15:00,35124.1,-102.75,-109.785095,-118567.9026,Initial SL Hit,1080,5.066,-1.580905368,2021,12,BANKNIFTY,7500000.0,22500000.0,-0.0526968456,MTREND,,
1001,2021-12-29 13:15:00,LONG,2021-12-29 14:15:00,57950.85,57863.88,57863.88,2021-12-29 14:15:00,57863.88,-86.97000000000116,-98.55147300000117,-89681.84043000106,Initial SL hit,910,7.0,-1.1957578724000142,2021,12,SENSEX,7500000.0,22500000.0,-0.03985859574666713,MTREND,,
1004,2021-12-30 11:15:00,LONG,2021-12-30 12:15:00,34968.4,34864.75,38500.21944444445,2022-01-13 09:15:00,38438.75,3470.3499999999985,3463.0092849999987,3740050.0277999984,TSL Hit,1080,5.066,49.867333703999975,2021,12,BANKNIFTY,7500000.0,22500000.0,1.6622444567999992,MTREND,,
1003,2021-12-30 11:15:00,LONG,2021-12-30 12:15:00,57929.14,57809.49,57809.49,2021-12-30 14:15:00,57809.49,-119.65000000000146,-131.22386300000144,-119413.71533000132,Initial SL hit,910,7.0,-1.5921828710666843,2021,12,SENSEX,7500000.0,22500000.0,-0.053072762368889484,MTREND,,
1005,2021-12-30 15:15:00,LONG,2021-12-31 09:15:00,57910.76,57777.2,60939.29083333333,2022-01-18 14:15:00,60707.62,2796.8600000000006,2784.998162000001,2534348.327420001,TSL Hit,910,7.0,33.79131103226668,2021,12,SENSEX,7500000.0,22500000.0,1.1263770344088893,MTREND,,
2681,2021-12-30 15:15:00,LONG,2021-12-31 09:15:00,35179.05,34651.364250000006,36554.37666666667,2022-01-04 13:15:00,36539.1,1360.0499999999956,1352.8781849999957,182638.55497499945,TSL Hit,135,5.0,18.263855497499943,2021,12,BANKNIFTY,333333.0,1000000.0,0.6087945744548148,WAVE,44.999955,60879.45744548148
2682,2022-01-04 13:15:00,LONG,2022-01-04 13:45:00,36690.0,36139.65,37490.833333333336,2022-01-06 09:15:00,37232.0,542.0,534.6078,72172.053,TSL Hit,135,5.0,7.2172053,2022,1,BANKNIFTY,250000.0,1000000.0,0.1804301325,WAVE,33.75,18043.01325
2683,2022-01-06 10:45:00,LONG,2022-01-06 11:15:00,37228.1,36669.6785,37634.903333333335,2022-01-07 12:15:00,37499.35,271.25,263.777255,35609.929425,TSL Hit,135,5.0,3.5609929425,2022,1,BANKNIFTY,250000.0,1000000.0,0.08902482356250001,WAVE,33.75,8902.48235625
2684,2022-01-07 12:45:00,LONG,2022-01-07 13:15:00,37651.35,37086.57975,38153.87333333333,2022-01-11 09:15:00,38135.6,484.25,476.671305,64350.626175000005,TSL Hit,135,5.0,6.435062617500001,2022,1,BANKNIFTY,250000.0,1000000.0,0.1608765654375,WAVE,33.75,16087.65654375
2685,2022-01-10 15:15:00,LONG,2022-01-11 09:15:00,7739.45,7688.369629999999,7688.369629999999,2022-01-18 10:15:00,7928.05,188.6000000000004,180.76625000000035,189804.5625000004,MACD Reversal,1050,8.0,18.98045625000004,2022,1,MIDCPNIFTY,250000.0,1000000.0,0.474511406250001,WAVE,262.5,47451.140625000095
2686,2022-01-11 09:45:00,LONG,2022-01-11 10:15:00,38218.25,37644.97625,38711.55666666666,2022-01-12 15:15:00,38708.85,490.59999999999854,482.90728999999857,65192.48414999981,TSL Hit,135,5.0,6.519248414999981,2022,1,BANKNIFTY,250000.0,1000000.0,0.16298121037499952,WAVE,33.75,16298.121037499952
1006,2022-01-11 11:15:00,LONG,2022-01-11 12:15:00,7784.85,7763.65,7763.65,2022-01-11 14:15:00,7763.65,-21.200000000000728,-28.97425000000073,-176742.92500000444,Initial SL Hit,6100,6.333,-2.3565723333333928,2022,1,MIDCPNIFTY,7500000.0,30000000.0,-0.05891430833333481,MTREND,,
1007,2022-01-12 10:15:00,LONG,2022-01-12 11:15:00,7831.0,7815.65,7815.65,2022-01-12 11:15:00,7815.65,-15.350000000000364,-23.173325000000364,-140198.6162500022,Initial SL Hit,6050,6.333,-1.8693148833333628,2022,1,MIDCPNIFTY,7500000.0,30000000.0,-0.04673287208333406,MTREND,,
1008,2022-01-12 13:15:00,LONG,2022-01-12 14:15:00,7856.9,7831.05,7831.05,2022-01-18 14:15:00,7831.05,-25.84999999999945,-33.693974999999455,-203848.5487499967,Initial SL Hit,6050,6.333,-2.717980649999956,2022,1,MIDCPNIFTY,7500000.0,30000000.0,-0.0679495162499989,MTREND,,
1009,2022-01-13 10:15:00,LONG,2022-01-13 11:15:00,38567.45,38401.7,38401.7,2022-01-13 13:15:00,38401.7,-165.75,-173.446915,-171712.44585,Initial SL Hit,990,5.066,-2.289499278,2022,1,BANKNIFTY,7500000.0,30000000.0,-0.05723748194999999,MTREND,,
2687,2022-01-13 10:15:00,LONG,2022-01-13 10:45:00,38499.15,37921.66275,37921.66275,2022-01-13 10:45:00,38518.3,19.15000000000145,11.448255000001453,1545.514425000196,MACD Reversal,135,5.0,0.1545514425000196,2022,1,BANKNIFTY,250000.0,1000000.0,0.0038637860625004897,WAVE,33.75,386.378606250049
1010,2022-01-13 14:15:00,LONG,2022-01-13 15:15:00,38496.4,38392.35,38392.35,2022-01-14 09:15:00,38304.3,-192.0999999999985,-199.7800699999985,-197782.26929999856,Gap Open Outside ISL,990,5.066,-2.637096923999981,2022,1,BANKNIFTY,7500000.0,30000000.0,-0.06592742309999952,MTREND,,
1011,2022-01-14 11:15:00,LONG,2022-01-14 12:15:00,38155.8,38007.75,38338.14722222222,2022-01-18 14:15:00,38164.15,8.349999999998545,0.7180049999985432,710.8249499985577,TSL Hit,990,5.066,0.0094776659999807,2022,1,BANKNIFTY,7500000.0,30000000.0,0.00023694164999951,MTREND,,
2688,2022-01-18 10:15:00,LONG,2022-01-18 10:45:00,38382.25,37806.51625,38436.25666666667,2022-01-18 14:45:00,38164.15,-218.0999999999985,-225.7546399999985,-30476.876399999805,TSL Hit,135,5.0,-3.0476876399999804,2022,1,BANKNIFTY,250000.0,1000000.0,-0.07619219099999949,WAVE,33.75,-7619.21909999995
1012,2022-01-19 09:15:00,LONG,2022-01-19 10:15:00,38170.65,37892.2,37892.2,2022-01-19 12:15:00,37892.2,-278.4500000000044,-286.0562850000044,-283195.72215000435,Initial SL Hit,990,5.066,-3.7759429620000575,2022,1,BANKNIFTY,7500000.0,30000000.0,-0.09439857405000143,MTREND,,
1013,2022-01-20 11:15:00,LONG,2022-01-20 12:15:00,59636.9,59476.94,59476.94,2022-01-20 13:15:00,59476.94,-159.95999999999913,-171.87138399999913,-151246.81791999924,Initial SL Hit,880,7.0,-2.016624238933323,2022,1,SENSEX,7500000.0,30000000.0,-0.05041560597333309,MTREND,,
1014,2022-01-20 14:15:00,LONG,2022-01-20 15:15:00,7754.95,7709.8,7709.8,2022-01-21 09:15:00,7705.95,-49.0,-56.73045,-346055.745,Gap Open Outside ISL,6100,6.333,-4.6140766,2022,1,MIDCPNIFTY,7500000.0,30000000.0,-0.115351915,MTREND,,
2689,2022-01-25 12:45:00,LONG,2022-01-25 13:15:00,37330.05,36770.09925,37292.276666666665,2022-01-27 09:15:00,37145.85,-184.2000000000044,-191.6475900000044,-25872.424650000587,TSL Hit,135,5.0,-2.5872424650000587,2022,1,BANKNIFTY,250000.0,1000000.0,-0.0646810616250015,WAVE,33.75,-6468.106162500149
1015,2022-01-25 13:15:00,LONG,2022-01-25 14:15:00,7349.15,7301.5,7301.5,2022-01-27 09:15:00,7291.25,-57.89999999999964,-65.22019999999964,-420670.2899999977,Gap Open Outside ISL,6450,6.333,-5.608937199999969,2022,1,MIDCPNIFTY,7500000.0,30000000.0,-0.14022342999999923,MTREND,,
2690,2022-01-27 09:15:00,LONG,2022-01-27 09:45:00,37391.35,36830.47975,36830.47975,2022-01-27 11:15:00,37169.2,-222.15000000000143,-229.60605500000145,-30996.8174250002,MACD Reversal,135,5.0,-3.09968174250002,2022,1,BANKNIFTY,250000.0,1000000.0,-0.07749204356250047,WAVE,33.75,-7749.204356250048
2691,2022-01-27 12:45:00,LONG,2022-01-27 13:15:00,37630.5,37066.0425,38088.99333333333,2022-01-28 13:45:00,37854.1,223.5999999999985,216.0515399999985,29166.9578999998,TSL Hit,135,5.0,2.91669578999998,2022,1,BANKNIFTY,250000.0,1000000.0,0.07291739474999949,WAVE,33.75,7291.739474999949
1016,2022-01-27 14:15:00,LONG,2022-01-27 15:15:00,7360.35,7298.1,7490.913235294117,2022-02-07 09:15:00,7458.1,97.75,90.340775,582697.9987499999,TSL Hit,6450,6.333,7.769306649999999,2022,1,MIDCPNIFTY,7500000.0,30000000.0,0.19423266625,MTREND,,
2692,2022-01-27 14:15:00,LONG,2022-01-27 15:15:00,7360.35,7311.77169,7556.214999999999,2022-02-03 14:15:00,7624.95,264.59999999999945,257.1073499999994,282818.0849999994,MACD Reversal,1100,8.0,28.28180849999994,2022,1,MIDCPNIFTY,250000.0,1000000.0,0.7070452124999984,WAVE,275.0,70704.52124999985
2693,2022-01-28 10:15:00,LONG,2022-01-28 11:15:00,17343.95,17229.47993,17229.47993,2022-01-28 13:15:00,17229.47993,-114.4700699999994,-121.3847559859994,-36415.426795799816,Initial SL Hit,300,5.0,-3.6415426795799815,2022,1,NIFTY,250000.0,1000000.0,-0.09103856698949955,WAVE,75.0,-9103.856698949956
2694,2022-01-31 10:15:00,LONG,2022-01-31 11:15:00,17359.0,17244.4306,17446.8725,2022-02-03 15:15:00,17520.25,161.25,154.27415,46282.245,MACD Reversal,300,5.0,4.628224499999999,2022,1,NIFTY,250000.0,1000000.0,0.1157056125,WAVE,75.0,11570.56125
2696,2022-01-31 11:15:00,LONG,2022-01-31 12:15:00,58184.37,57835.26378,58369.73566666666,2022-02-01 12:15:00,57835.26378,-349.1062200000015,-360.7081833780015,-50499.14567292021,Initial SL hit,140,8.0,-5.04991456729202,2022,1,SENSEX,250000.0,1000000.0,-0.12624786418230052,WAVE,35.0,-12624.786418230053
2695,2022-01-31 11:15:00,LONG,2022-01-31 11:45:00,37934.15,37365.13775,38269.24333333333,2022-02-01 12:45:00,37761.7,-172.45000000000437,-180.01958500000435,-24302.64397500059,TSL Hit,135,5.0,-2.430264397500059,2022,1,BANKNIFTY,250000.0,1000000.0,-0.06075660993750147,WAVE,33.75,-6075.660993750147
1017,2022-01-31 11:15:00,LONG,2022-01-31 12:15:00,38008.0,37833.4,37964.92222222222,2022-01-31 15:15:00,37957.65,-50.34999999999855,-57.94656499999854,-58236.29782499854,TSL Hit,1005,5.066,-0.7764839709999806,2022,1,BANKNIFTY,7500000.0,30000000.0,-0.01941209927499951,MTREND,,
1018,2022-02-01 09:15:00,LONG,2022-02-01 10:15:00,38787.5,38221.35,38221.35,2022-02-01 12:15:00,38221.35,-566.1500000000015,-573.8508850000014,-559504.6128750014,Initial SL hit,975,5.066,-7.460061505000018,2022,2,BANKNIFTY,7500000.0,30000000.0,-0.1865015376250005,MTREND,,
1019,2022-02-01 10:15:00,LONG,2022-02-01 11:15:00,17596.1,17536.85,17536.85,2022-02-01 11:15:00,17536.85,-59.25,-66.27659,-178946.793,Initial SL hit,2700,6.333,-2.38595724,2022,2,NIFTY,7500000.0,30000000.0,-0.059648931,MTREND,,
2698,2022-02-01 13:15:00,LONG,2022-02-01 14:15:00,58778.87,58426.196780000006,58426.196780000006,2022-02-04 11:15:00,58619.26,-159.61000000000058,-171.34981300000058,-23988.973820000083,MACD Reversal,140,8.0,-2.3988973820000083,2022,2,SENSEX,250000.0,1000000.0,-0.05997243455000021,WAVE,35.0,-5997.243455000021
2697,2022-02-01 13:15:00,LONG,2022-02-01 13:45:00,38217.25,37643.99125,39233.44666666666,2022-02-03 11:15:00,39214.2,996.9499999999972,989.2068549999972,133542.92542499962,TSL Hit,135,5.0,13.354292542499962,2022,2,BANKNIFTY,250000.0,1000000.0,0.33385731356249904,WAVE,33.75,33385.731356249904
1020,2022-02-01 13:15:00,LONG,2022-02-01 14:15:00,17555.5,17244.55,17497.76875,2022-02-04 12:15:00,17478.6,-76.90000000000146,-83.90682000000146,-226548.41400000395,TSL Hit,2700,6.333,-3.020645520000053,2022,2,NIFTY,7500000.0,30000000.0,-0.07551613800000131,MTREND,,
1021,2022-02-01 13:15:00,LONG,2022-02-01 14:15:00,38358.2,37690.6,38983.79166666666,2022-02-03 15:15:00,38880.6,522.4000000000015,514.6761200000014,509529.35880000144,TSL Hit,990,5.066,6.793724784000019,2022,2,BANKNIFTY,7500000.0,30000000.0,0.16984311960000048,MTREND,,
2699,2022-02-03 11:45:00,LONG,2022-02-03 12:15:00,39223.15,38634.80275,39250.63666666667,2022-02-03 13:15:00,39153.95,-69.20000000000437,-77.03771000000437,-9244.525200000524,TSL Hit,120,5.0,-0.9244525200000524,2022,2,BANKNIFTY,250000.0,1000000.0,-0.02311131300000131,WAVE,30.0,-2311.131300000131
2700,2022-02-03 13:45:00,LONG,2022-02-03 14:15:00,39219.6,38631.306,38631.306,2022-02-03 15:15:00,38880.6,-339.0,-346.81002,-41617.2024,MACD Reversal,120,5.0,-4.16172024,2022,2,BANKNIFTY,250000.0,1000000.0,-0.10404300600000001,WAVE,30.0,-10404.3006
1022,2022-02-04 12:15:00,LONG,2022-02-04 13:15:00,38840.05,38562.6,38562.6,2022-02-07 09:15:00,38562.6,-277.4500000000044,-285.1902650000044,-278060.5083750043,Initial SL Hit,975,5.066,-3.707473445000057,2022,2,BANKNIFTY,7500000.0,30000000.0,-0.09268683612500143,MTREND,,
1023,2022-02-04 15:15:00,LONG,2022-02-07 09:15:00,17530.4,17496.4,17496.4,2022-02-07 09:15:00,17496.4,-34.0,-41.00536,-110714.472,Initial SL hit,2700,6.333,-1.47619296,2022,2,NIFTY,7500000.0,30000000.0,-0.03690482399999999,MTREND,,
1024,2022-02-08 13:15:00,LONG,2022-02-08 14:15:00,37913.9,37595.4,38598.625,2022-02-11 09:15:00,38471.95,558.0499999999956,550.4114149999956,553163.4720749956,TSL Hit,1005,5.066,7.375512960999941,2022,2,BANKNIFTY,7500000.0,30000000.0,0.1843878240249985,MTREND,,
2701,2022-02-09 09:15:00,LONG,2022-02-09 09:45:00,38478.85,37901.66725,38966.25,2022-02-10 15:15:00,38962.25,483.4000000000015,475.6558900000015,64213.5451500002,TSL Hit,135,5.0,6.42135451500002,2022,2,BANKNIFTY,250000.0,1000000.0,0.16053386287500052,WAVE,33.75,16053.38628750005
1025,2022-02-09 09:15:00,LONG,2022-02-09 10:15:00,7459.85,7420.25,7531.133088235295,2022-02-10 14:15:00,7530.85,71.0,63.50465,403254.5275,TSL Hit,6350,6.333,5.376727033333333,2022,2,MIDCPNIFTY,7500000.0,30000000.0,0.13441817583333332,MTREND,,
2703,2022-02-09 10:15:00,LONG,2022-02-09 11:15:00,17422.4,17307.41216,17416.6875,2022-02-11 09:15:00,17330.8,-91.60000000000218,-98.55064000000218,-27101.4260000006,TSL Hit,275,5.0,-2.71014260000006,2022,2,NIFTY,250000.0,1000000.0,-0.0677535650000015,WAVE,68.75,-6775.35650000015
2702,2022-02-09 10:15:00,LONG,2022-02-09 11:15:00,7476.7,7427.353779999999,7502.828125,2022-02-11 09:15:00,7439.55,-37.14999999999964,-44.60812499999964,-46838.53124999962,TSL Hit,1050,8.0,-4.683853124999962,2022,2,MIDCPNIFTY,250000.0,1000000.0,-0.11709632812499904,WAVE,262.5,-11709.632812499904
1026,2022-02-09 10:15:00,LONG,2022-02-09 11:15:00,58320.85,58137.67,58489.685625000006,2022-02-11 09:15:00,58137.67,-183.1800000000003,-194.82585200000028,-175343.26680000024,Initial SL hit,900,7.0,-2.337910224000004,2022,2,SENSEX,7500000.0,30000000.0,-0.05844775560000008,MTREND,,
2704,2022-02-09 12:15:00,LONG,2022-02-09 13:15:00,58352.03,58001.91782,58522.697666666674,2022-02-11 09:15:00,58001.91782,-350.1121800000037,-361.7475747820037,-50644.66046948052,Initial SL hit,140,8.0,-5.064466046948052,2022,2,SENSEX,250000.0,1000000.0,-0.1266116511737013,WAVE,35.0,-12661.16511737013
1027,2022-02-10 12:15:00,LONG,2022-02-10 13:15:00,17618.6,17570.0,17570.0,2022-02-11 09:15:00,17454.75,-163.84999999999854,-170.86466999999854,-461334.608999996,Gap Open Outside ISL,2700,6.333,-6.151128119999947,2022,2,NIFTY,7500000.0,30000000.0,-0.15377820299999864,MTREND,,
1028,2022-02-11 11:15:00,LONG,2022-02-11 12:15:00,58096.44,57922.65,57922.65,2022-02-14 09:15:00,57090.6,-1005.8400000000038,-1017.3587040000036,-915622.8336000034,Gap Open Outside ISL,900,7.0,-12.208304448000046,2022,2,SENSEX,7500000.0,30000000.0,-0.30520761120000117,MTREND,,
2705,2022-02-15 13:15:00,LONG,2022-02-15 14:15:00,7254.45,7206.570629999999,7206.570629999999,2022-02-17 14:15:00,7273.0,18.550000000000185,11.28627500000018,12414.902500000198,MACD Reversal,1100,8.0,1.2414902500000198,2022,2,MIDCPNIFTY,250000.0,1000000.0,0.031037256250000488,WAVE,275.0,3103.725625000049
2706,2022-02-15 13:45:00,LONG,2022-02-15 14:15:00,38072.75,37501.65875,38097.26666666667,2022-02-16 14:15:00,38096.5,23.75,16.133074999999998,2177.965125,TSL Hit,135,5.0,0.2177965124999999,2022,2,BANKNIFTY,250000.0,1000000.0,0.00544491281249999,WAVE,33.75,544.4912812499999
2707,2022-02-15 14:15:00,LONG,2022-02-15 15:15:00,17357.05,17242.493469999998,17289.28125,2022-02-16 10:15:00,17288.0,-69.04999999999927,-75.97900999999928,-22793.702999999783,TSL Hit,300,5.0,-2.2793702999999783,2022,2,NIFTY,250000.0,1000000.0,-0.056984257499999455,WAVE,75.0,-5698.425749999946
2708,2022-02-15 15:15:00,LONG,2022-02-16 09:15:00,58211.38,57862.11171999999,57862.11171999999,2022-02-16 10:15:00,57862.11171999999,-349.26828000000387,-360.8756291720039,-50522.58808408054,Initial SL Hit,140,8.0,-5.052258808408054,2022,2,SENSEX,250000.0,1000000.0,-0.12630647021020136,WAVE,35.0,-12630.647021020137
2710,2022-02-16 11:15:00,LONG,2022-02-16 12:15:00,58045.53,57697.25682,57921.52583333333,2022-02-16 15:15:00,57884.91,-160.61999999999534,-172.21304399999534,-24109.826159999346,TSL Hit,140,8.0,-2.4109826159999344,2022,2,SENSEX,250000.0,1000000.0,-0.06027456539999837,WAVE,35.0,-6027.456539999836
2709,2022-02-16 11:15:00,LONG,2022-02-16 12:15:00,17342.05,17227.59247,17297.73125,2022-02-16 15:15:00,17293.05,-49.0,-55.92702,-16778.106,TSL Hit,300,5.0,-1.6778106000000002,2022,2,NIFTY,250000.0,1000000.0,-0.041945264999999995,WAVE,75.0,-4194.5265
1029,2022-02-16 11:15:00,LONG,2022-02-16 12:15:00,7340.25,7313.8,7313.8,2022-02-16 14:15:00,7313.8,-26.44999999999981,-33.77702499999982,-217861.81124999883,Initial SL Hit,6450,6.333,-2.9048241499999845,2022,2,MIDCPNIFTY,7500000.0,30000000.0,-0.07262060374999961,MTREND,,
1030,2022-02-16 12:15:00,LONG,2022-02-16 13:15:00,38275.0,37906.8,37906.8,2022-02-16 15:15:00,37906.8,-368.1999999999971,-375.8181799999971,-372059.9981999971,Initial SL hit,990,5.066,-4.9607999759999615,2022,2,BANKNIFTY,7500000.0,30000000.0,-0.12401999939999904,MTREND,,
2711,2022-02-16 15:15:00,LONG,2022-02-17 09:15:00,17329.75,17215.373649999998,17237.415,2022-02-18 15:15:00,17268.75,-61.0,-67.9197,-20375.910000000003,MACD Reversal,300,5.0,-2.0375910000000004,2022,2,NIFTY,250000.0,1000000.0,-0.05093977500000001,WAVE,75.0,-5093.977500000001
2713,2022-02-16 15:15:00,LONG,2022-02-17 09:15:00,58004.26,57656.23444,57656.23444,2022-02-17 10:15:00,57656.23444,-348.02556000000186,-359.59160944400185,-50342.82532216026,Initial SL Hit,140,8.0,-5.034282532216026,2022,2,SENSEX,250000.0,1000000.0,-0.12585706330540064,WAVE,35.0,-12585.706330540064
2712,2022-02-16 15:15:00,LONG,2022-02-17 09:15:00,37986.3,37416.5055,37416.5055,2022-02-17 09:45:00,37656.9,-329.40000000000146,-336.96432000000146,-45490.1832000002,MACD Reversal,135,5.0,-4.54901832000002,2022,2,BANKNIFTY,250000.0,1000000.0,-0.11372545800000049,WAVE,33.75,-11372.545800000047
2714,2022-02-17 10:15:00,LONG,2022-02-17 11:15:00,58129.23,57780.45462,57874.453166666666,2022-02-17 14:15:00,57832.09,-297.1400000000067,-308.7361320000067,-43223.05848000094,TSL Hit,140,8.0,-4.322305848000093,2022,2,SENSEX,250000.0,1000000.0,-0.10805764620000236,WAVE,35.0,-10805.764620000236
1031,2022-02-17 10:15:00,LONG,2022-02-17 11:15:00,7324.6,7260.1,7260.1,2022-02-18 09:15:00,7240.65,-83.95000000000073,-91.23262500000072,-593012.0625000047,Gap Open Outside ISL,6500,6.333,-7.906827500000062,2022,2,MIDCPNIFTY,7500000.0,30000000.0,-0.19767068750000155,MTREND,,
1032,2022-02-17 11:15:00,LONG,2022-02-17 12:15:00,37858.85,37642.95,37642.95,2022-02-17 13:15:00,37642.95,-215.90000000000143,-223.45018000000147,-224567.43090000143,Initial SL Hit,1005,5.066,-2.99423241200002,2022,2,BANKNIFTY,7500000.0,30000000.0,-0.07485581030000048,MTREND,,
2715,2022-02-17 15:15:00,LONG,2022-02-18 09:15:00,57865.24,57518.04856,57916.31516666667,2022-02-18 14:15:00,57849.29,-15.94999999999709,-27.521452999997088,-3853.003419999592,TSL Hit,140,8.0,-0.3853003419999592,2022,2,SENSEX,250000.0,1000000.0,-0.00963250854999898,WAVE,35.0,-963.250854999898
2716,2022-02-18 13:15:00,LONG,2022-02-18 13:45:00,37794.1,37227.1885,37593.62333333333,2022-02-18 14:15:00,37535.6,-258.5,-266.03297,-35914.45095,TSL Hit,135,5.0,-3.591445095,2022,2,BANKNIFTY,250000.0,1000000.0,-0.089786127375,WAVE,33.75,-8978.6127375
1033,2022-02-21 10:15:00,LONG,2022-02-21 11:15:00,17225.9,17104.4,17225.48375,2022-02-21 14:15:00,17195.9,-30.0,-36.88436,-101431.99,TSL Hit,2750,6.333,-1.3524265333333334,2022,2,NIFTY,7500000.0,30000000.0,-0.03381066333333333,MTREND,,
2717,2022-02-21 11:15:00,LONG,2022-02-21 11:45:00,37941.8,37372.673,37704.14333333333,2022-02-21 14:15:00,37651.55,-290.25,-297.809335,-40204.260225,TSL Hit,135,5.0,-4.0204260225,2022,2,BANKNIFTY,250000.0,1000000.0,-0.1005106505625,WAVE,33.75,-10051.06505625
