Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,Index,Portfolio,Allocation,Qty apAlloc,PnL apAlloc,ROI% PF
2017-01-02 12:15:00,LONG,2017-01-02 13:15:00,26540.57,26381.32658,26381.32658,2017-01-09 15:15:00,26711.96,171.38999999999942,166.0647469999994,6642.589879999977,MACD Reversal,40,1,0.6642589879999976,2017,1,SENSEX,1000000,500000.0,20.0,3321.294939999988,0.3321294939999988
2017-01-02 12:15:00,LONG,2017-01-02 13:15:00,8166.55,8112.65077,8223.091250000001,2017-01-09 14:15:00,8235.2,68.65000000000055,65.36965000000055,8171.206250000068,MACD Reversal,125,1,0.8171206250000068,2017,1,NIFTY,1000000,500000.0,62.5,4085.603125000034,0.4085603125000034
2017-01-10 10:15:00,LONG,2017-01-10 11:15:00,26863.63,26702.44822,27177.240833333333,2017-01-20 10:15:00,27199.24,335.6100000000006,330.20371300000056,13208.148520000022,MACD Reversal,40,1,1.3208148520000025,2017,1,SENSEX,1000000,500000.0,20.0,6604.074260000011,0.6604074260000011
2017-01-10 12:15:00,LONG,2017-01-10 13:15:00,8274.9,8220.28566,8410.596249999999,2017-01-20 10:15:00,8407.6,132.70000000000073,129.36350000000073,16170.437500000093,TSL Hit,125,1,1.617043750000009,2017,1,NIFTY,1000000,500000.0,62.5,8085.2187500000455,0.8085218750000045
2017-01-20 10:15:00,LONG,2017-01-20 11:15:00,8411.9,8356.381459999999,8356.381459999999,2017-01-20 11:15:00,8413.1,1.2000000000007276,-2.1649999999992726,-270.62499999990905,MACD Reversal,125,1,-0.0270624999999909,2017,1,NIFTY,1000000,500000.0,62.5,-135.31249999995453,-0.013531249999995453
2017-01-24 09:15:00,LONG,2017-01-24 10:15:00,8434.35,8378.683289999999,8528.711249999998,2017-01-31 11:15:00,8561.7,127.35000000000036,123.95079000000035,15493.848750000046,MACD Reversal,125,1,1.5493848750000043,2017,1,NIFTY,1000000,500000.0,62.5,7746.924375000022,0.7746924375000022
2017-01-24 11:15:00,LONG,2017-01-24 12:15:00,27268.5,27104.889,27476.671333333332,2017-02-01 09:15:00,27655.32,386.8199999999997,381.3276179999997,15253.104719999988,MACD Reversal,40,1,1.5253104719999988,2017,1,SENSEX,1000000,500000.0,20.0,7626.552359999994,0.7626552359999994
2017-02-01 12:15:00,LONG,2017-02-01 13:15:00,28003.13,27835.111220000003,28123.293,2017-02-09 11:15:00,28221.6,218.46999999999755,212.8475269999975,8513.901079999901,MACD Reversal,40,1,0.8513901079999902,2017,2,SENSEX,1000000,500000.0,20.0,4256.950539999951,0.4256950539999951
2017-02-01 13:15:00,LONG,2017-02-01 14:15:00,8692.8,8635.42752,8755.213749999999,2017-02-09 10:15:00,8742.1,49.30000000000109,45.81302000000109,5726.627500000136,TSL Hit,125,1,0.5726627500000135,2017,2,NIFTY,1000000,500000.0,62.5,2863.313750000068,0.2863313750000068
2017-02-09 14:15:00,LONG,2017-02-09 15:15:00,28334.77,28164.76138,28258.359333333334,2017-02-13 12:15:00,28236.79,-97.97999999999956,-103.63715599999956,-4145.486239999983,TSL Hit,40,1,-0.4145486239999983,2017,2,SENSEX,1000000,500000.0,20.0,-2072.7431199999914,-0.20727431199999913
2017-02-09 14:15:00,LONG,2017-02-09 15:15:00,8782.0,8724.0388,8780.695,2017-02-13 11:15:00,8770.25,-11.75,-15.26045,-1907.55625,TSL Hit,125,1,-0.190755625,2017,2,NIFTY,1000000,500000.0,62.5,-953.778125,-0.0953778125
2017-02-13 13:15:00,LONG,2017-02-13 14:15:00,8803.8,8745.694919999998,8782.68625,2017-02-15 10:15:00,8764.05,-39.75,-43.26357,-5407.94625,TSL Hit,125,1,-0.540794625,2017,2,NIFTY,1000000,500000.0,62.5,-2703.973125,-0.2703973125
2017-02-13 14:15:00,LONG,2017-02-13 15:15:00,28360.7,28190.5358,28320.881666666664,2017-02-14 15:15:00,28297.35,-63.35000000000218,-69.01580500000219,-2760.632200000088,TSL Hit,40,1,-0.2760632200000087,2017,2,SENSEX,1000000,500000.0,20.0,-1380.3161000000437,-0.13803161000000436
2017-02-14 15:15:00,LONG,2017-02-15 09:15:00,28343.33,28173.27002,28173.27002,2017-02-15 09:15:00,28296.62,-46.710000000002765,-52.373995000002765,-2094.9598000001106,MACD Reversal,40,1,-0.209495980000011,2017,2,SENSEX,1000000,500000.0,20.0,-1047.4799000000553,-0.10474799000000554
2017-02-17 10:15:00,LONG,2017-02-17 11:15:00,8836.8,8778.47712,8896.12125,2017-02-27 14:15:00,8899.15,62.35000000000037,58.80281000000036,7350.351250000045,MACD Reversal,125,1,0.7350351250000046,2017,2,NIFTY,1000000,500000.0,62.5,3675.1756250000226,0.3675175625000023
2017-02-17 10:15:00,LONG,2017-02-17 11:15:00,28530.13,28358.94922,28641.086333333336,2017-02-28 14:15:00,28727.99,197.86000000000055,192.1341880000006,7685.367520000023,MACD Reversal,40,1,0.7685367520000024,2017,2,SENSEX,1000000,500000.0,20.0,3842.6837600000117,0.38426837600000113
2017-03-01 11:15:00,LONG,2017-03-01 12:15:00,8936.75,8877.76745,8930.06875,2017-03-02 14:15:00,8889.7,-47.04999999999927,-50.61528999999927,-5061.528999999927,TSL Hit,100,1,-0.5061528999999927,2017,3,NIFTY,1000000,500000.0,50.0,-2530.7644999999634,-0.25307644999999634
2017-03-01 12:15:00,LONG,2017-03-01 13:15:00,28950.23,28776.52862,28817.6595,2017-03-03 09:15:00,28776.52862,-173.7013799999986,-179.4740558619986,-5384.221675859958,Initial SL hit,30,1,-0.5384221675859958,2017,3,SENSEX,1000000,500000.0,15.0,-2692.110837929979,-0.26921108379299785
