,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,DD%
0,2017-01-03 13:15:00,LONG,2017-01-03 14:15:00,7324.75,7266.152,7266.152,2017-01-03 15:15:00,7317.05,-7.699999999999818,-10.628359999999818,-1859.9629999999681,MACD Reversal,175,5,-0.7439851999999872,2017,1,0.0
1,2017-01-05 12:15:00,LONG,2017-01-05 13:15:00,7331.1,7272.4512,7538.6469230769235,2017-01-19 15:15:00,7624.05,292.9499999999998,289.9589699999998,50742.819749999966,MACD Reversal,175,5,20.297127899999985,2017,1,0.0
2,2017-01-24 11:15:00,LONG,2017-01-24 12:15:00,7595.25,7534.488,8067.249230769232,2017-02-08 13:15:00,8178.65,583.3999999999996,580.2452199999997,101542.91349999994,MACD Reversal,175,5,40.617165399999976,2017,1,0.0
3,2017-02-14 15:15:00,LONG,2017-02-15 09:15:00,8168.85,8103.4992,8165.169230769231,2017-02-15 10:15:00,8161.55,-7.300000000000182,-10.566080000000182,-1584.9120000000273,TSL Hit,150,5,-0.6339648000000109,2017,2,-0.6339648000000082
4,2017-02-16 12:15:00,LONG,2017-02-16 13:15:00,8177.4,8111.980799999999,8261.872307692307,2017-02-27 09:15:00,8326.05,148.64999999999964,145.34930999999963,21802.396499999944,MACD Reversal,150,5,8.720958599999978,2017,2,0.0
5,2017-03-01 11:15:00,LONG,2017-03-01 12:15:00,8373.55,8306.561599999999,8338.82923076923,2017-03-02 14:15:00,8306.561599999999,-66.98840000000018,-70.32442232000018,-10548.663348000027,Initial SL hit,150,5,-4.219465339200011,2017,3,-4.219465339200013
6,2017-03-08 15:15:00,LONG,2017-03-09 09:15:00,8308.85,8242.3792,8309.073846153846,2017-03-10 13:15:00,8296.75,-12.100000000000364,-15.421120000000364,-2313.1680000000547,TSL Hit,150,5,-0.9252672000000218,2017,3,-5.144732539200035
7,2017-03-10 14:15:00,LONG,2017-03-10 15:15:00,8326.45,8259.8384,8454.196923076925,2017-03-21 11:15:00,8548.25,221.79999999999927,218.42505999999926,32763.75899999989,MACD Reversal,150,5,13.105503599999956,2017,3,0.0
8,2017-03-24 09:15:00,LONG,2017-03-24 10:15:00,8600.0,8531.2,8551.316923076925,2017-03-27 11:15:00,8542.7,-57.29999999999927,-60.72853999999927,-9109.28099999989,TSL Hit,150,5,-3.6437123999999557,2017,3,-3.6437123999999557
9,2017-03-27 12:15:00,LONG,2017-03-27 13:15:00,8548.25,8479.864,8693.41923076923,2017-04-06 11:15:00,8775.4,227.14999999999964,223.68526999999963,33552.790499999945,MACD Reversal,150,5,13.421116199999977,2017,3,0.0
10,2017-04-07 13:15:00,LONG,2017-04-07 14:15:00,8793.85,8723.4992,8729.570000000002,2017-04-07 14:15:00,8733.25,-60.600000000000364,-64.10542000000036,-9615.813000000055,MACD Reversal,150,5,-3.8463252000000216,2017,4,-3.846325200000024
11,2017-04-11 10:15:00,LONG,2017-04-11 11:15:00,8814.0,8743.488,8791.577692307692,2017-04-17 14:15:00,8802.45,-11.549999999999272,-15.073289999999272,-2260.993499999891,MACD Reversal,150,5,-0.9043973999999564,2017,4,-4.750722599999975
12,2017-04-20 12:15:00,LONG,2017-04-20 13:15:00,8827.15,8756.532799999999,8802.318461538462,2017-04-20 15:15:00,8804.15,-23.0,-26.52626,-3978.9390000000003,MACD Reversal,150,5,-1.5915755999999999,2017,4,-6.3422981999999735
13,2017-04-24 09:15:00,LONG,2017-04-24 10:15:00,8907.75,8836.488,8925.088461538464,2017-04-28 11:15:00,9027.65,119.89999999999964,116.31291999999964,17446.937999999944,MACD Reversal,150,5,6.978775199999977,2017,4,0.0
14,2017-05-02 11:15:00,LONG,2017-05-02 12:15:00,9076.55,9003.9376,9133.23923076923,2017-05-09 14:15:00,9166.8,90.25,86.60133,12990.1995,MACD Reversal,150,5,5.196079800000001,2017,5,0.0
