Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Initial Target,Exit Time,Exit Price,Points,Slippages,Remarks,Qty,PnL,PnL w cs,ROI%,Trade Year,ROI% w cs
SHORT,2019-12-05 12:15:00,2019-12-05 14:15:00,31694.85,32962.644,28525.364999999998,2019-12-12 12:15:00,31528.2,166.64999999999782,6.322305000000001,Trailing SL Hit,1893.052025802299,315477.120099949,303508.667811959,3.0350866781195895,2019,3.0350866781195895
LONG,2019-12-12 09:15:00,2019-12-12 11:15:00,31468.15,30209.424,34614.965000000004,2019-12-26 10:15:00,32211.75,743.5999999999985,6.367990000000001,Trailing SL Hit,1906.6897799838885,1417814.5203960168,1405672.738943977,14.05672738943977,2019,14.05672738943977
SHORT,2019-12-13 15:15:00,2019-12-16 11:15:00,31959.65,33238.036,28763.685,2019-12-27 09:15:00,32252.4,-292.75,6.4212050000000005,Trailing SL Hit,1877.3672427576646,-549599.2603173063,-561654.220243338,-5.61654220243338,2019,-5.61654220243338
SHORT,2019-12-27 14:15:00,2019-12-30 11:15:00,32308.8,33601.152,29077.92,2020-01-02 11:15:00,32276.95,31.849999999998545,6.458575000000001,Trailing SL Hit,1857.0791858564849,59147.97206952634,47153.88686673329,0.4715388686673329,2019,0.4715388686673329
LONG,2019-12-31 13:15:00,2020-01-01 09:15:00,32285.45,30994.032,35513.995,2020-01-03 09:15:00,32218.95,-66.5,6.45044,Trailing SL Hit,1858.4222923948714,-123585.08244425895,-135572.72393601452,-1.3557272393601452,2020,-1.3557272393601452
SHORT,2020-01-07 13:15:00,2020-01-08 09:15:00,31201.5,32449.56,28081.350000000002,2020-01-09 09:15:00,31814.15,-612.6500000000015,6.301565,Trailing SL Hit,1922.9844719003895,-1178116.4367097765,-1190234.2483534473,-11.902342483534474,2020,-11.902342483534474
LONG,2020-01-07 15:15:00,2020-01-08 14:15:00,31443.35,30185.615999999998,34587.685,2020-01-15 09:15:00,31737.8,294.4500000000007,6.318115,Trailing SL Hit,1908.1936244070687,561867.6127066627,549811.4259453921,5.498114259453921,2020,5.498114259453921
SHORT,2020-01-10 09:15:00,2020-01-10 13:15:00,32051.05,33333.092,28845.945,2020-01-16 09:15:00,31922.65,128.39999999999782,6.3973700000000004,Trailing SL Hit,1872.0135533781265,240366.54025374737,228390.57690777275,2.2839057690777276,2020,2.2839057690777276
SHORT,2020-01-17 11:15:00,2020-01-17 14:15:00,31597.25,32861.14,28437.525,2020-01-24 12:15:00,31303.5,293.75,6.290075,Trailing SL Hit,1898.899429538963,557801.7074270704,545857.4875978131,5.458574875978131,2020,5.458574875978131
LONG,2020-01-15 11:15:00,2020-01-15 14:15:00,31792.05,30520.368,34971.255000000005,2020-01-27 09:15:00,31159.65,-632.3999999999978,6.29517,Trailing SL Hit,1887.264268897413,-1193505.92365072,-1205386.573058355,-12.05386573058355,2020,-12.05386573058355
SHORT,2020-01-27 09:15:00,2020-01-27 14:15:00,30926.5,32163.56,27833.850000000002,2020-01-29 09:15:00,30995.25,-68.75,6.192175000000001,Trailing SL Hit,1940.08374694841,-133380.75760270318,-145394.09567846346,-1.4539409567846346,2020,-1.4539409567846346
LONG,2020-01-28 09:15:00,2020-01-28 12:15:00,31045.45,29803.631999999998,34149.995,2020-01-29 13:15:00,30969.05,-76.40000000000146,6.20145,Trailing SL Hit,1932.6503561713553,-147654.48721149436,-159639.7217627732,-1.5963972176277321,2020,-1.5963972176277321
SHORT,2020-01-29 14:15:00,2020-01-30 09:15:00,30839.95,32073.548000000003,27755.955,2020-01-31 13:15:00,30953.75,-113.79999999999927,6.17937,Trailing SL Hit,1945.5284460577918,-221401.13716137529,-233423.27727509144,-2.3342327727509145,2020,-2.3342327727509145
SHORT,2020-02-01 09:15:00,2020-02-01 13:15:00,30437.75,31655.260000000002,27393.975000000002,2020-02-04 10:15:00,30635.7,-197.95000000000073,6.107345,Trailing SL Hit,1971.2363758819229,-390206.24060582806,-402245.26122988865,-4.022452612298887,2020,-4.022452612298887
LONG,2020-01-30 11:15:00,2020-01-30 14:15:00,30691.45,29463.792,33760.595,2020-02-13 15:15:00,31197.75,506.2999999999993,6.18892,Trailing SL Hit,1954.9418486255943,989787.0579591369,977688.0792533411,9.776880792533412,2020,9.776880792533412
SHORT,2020-02-04 14:15:00,2020-02-05 09:15:00,30633.6,31858.944,27570.239999999998,2020-02-20 10:15:00,31011.55,-377.9500000000007,6.164515,Trailing SL Hit,1958.6336571607646,-740265.5907239125,-752339.6172829848,-7.523396172829848,2020,-7.523396172829848
LONG,2020-02-17 11:15:00,2020-02-19 09:15:00,30866.4,29631.744,33953.04,2020-02-24 09:15:00,30577.7,-288.7000000000007,6.144410000000001,Trailing SL Hit,1943.8612860586268,-561192.753285127,-573136.6340097984,-5.731366340097984,2020,-5.731366340097984
LONG,2020-02-25 09:15:00,2020-02-25 11:15:00,30556.65,29334.384000000002,33612.315,2020-02-28 09:15:00,29334.384000000002,-1222.2659999999996,5.9891034,Initial SL Hit,1963.5660322712076,-2399999.999999999,-2411759.999999999,-24.117599999999992,2020,-24.117599999999992
LONG,2020-02-28 12:15:00,2020-03-02 09:15:00,29449.25,28271.28,32394.175000000003,2020-03-04 13:15:00,28271.28,-1177.9700000000012,5.7720530000000005,Initial SL Hit,2037.4033294566075,-2400000.0000000023,-2411760.0000000023,-24.117600000000024,2020,-24.117600000000024
SHORT,2020-02-24 09:15:00,2020-02-24 14:15:00,30471.65,31690.516000000003,27424.485,2020-03-06 09:15:00,27424.485,3047.165000000001,5.789613500000001,Target Hit,1969.0433566938448,6000000.000000001,5988600.000000001,59.88600000000001,2020,59.88600000000001
LONG,2020-03-09 14:15:00,2020-03-11 09:15:00,26625.25,25560.239999999998,29287.775,2020-03-12 09:15:00,25175.9,-1449.3499999999985,5.180115000000001,Gap SL,2253.499967136459,-3266110.1773692234,-3277783.566351487,-32.77783566351487,2020,-32.77783566351487
SHORT,2020-03-09 10:15:00,2020-03-09 12:15:00,26525.2,27586.208000000002,23872.68,2020-03-12 14:15:00,23872.68,2652.5200000000004,5.039788000000001,Target Hit,2261.9999095200037,6000000.000000001,5988600.000000001,59.88600000000001,2020,59.88600000000001
LONG,2020-03-12 12:15:00,2020-03-13 12:15:00,24713.7,23725.152,27185.070000000003,2020-03-16 09:15:00,23725.152,-988.5480000000025,4.8438852,Initial SL Hit,2427.8032022724237,-2400000.000000006,-2411760.000000006,-24.11760000000006,2020,-24.11760000000006
SHORT,2020-03-16 09:15:00,2020-03-16 12:15:00,23360.45,24294.868000000002,21024.405000000002,2020-03-18 11:15:00,21024.405000000002,2336.0449999999983,4.4384855000000005,Target Hit,2568.443672960067,5999999.999999995,5988599.999999995,59.88599999999995,2020,59.88599999999995
LONG,2020-03-18 15:15:00,2020-03-19 13:15:00,20958.65,20120.304,23054.515000000003,2020-03-19 13:15:00,20120.304,-838.3460000000014,4.1078954,Initial SL Hit,2862.779806905502,-2400000.0000000037,-2411760.0000000037,-24.117600000000035,2020,-24.117600000000035
LONG,2020-03-20 09:15:00,2020-03-20 12:15:00,20220.1,19411.296,22242.11,2020-03-23 09:15:00,18311.3,-1908.7999999999993,3.85314,Gap SL,2967.3443751514583,-5664066.943289101,-5675500.536594773,-56.755005365947724,2020,-56.755005365947724
SHORT,2020-03-23 11:15:00,2020-03-23 13:15:00,17229.5,17918.68,15506.550000000001,2020-03-25 12:15:00,17918.68,-689.1800000000003,3.514818,Initial SL Hit,3482.399373168113,-2400000.000000001,-2412240.000000001,-24.12240000000001,2020,-24.12240000000001
LONG,2020-03-24 13:15:00,2020-03-25 12:15:00,17635.45,16930.032,19398.995000000003,2020-03-26 09:15:00,19398.995000000003,1763.545000000002,3.7034445000000007,Target Hit,3402.2381056338227,6000000.0000000065,5987400.0000000065,59.87400000000006,2020,59.87400000000006
SHORT,2020-03-26 11:15:00,2020-03-26 13:15:00,19524.0,20304.96,17571.600000000002,2020-03-27 09:15:00,20801.6,-1277.5999999999985,4.03256,Gap SL,3073.140749846343,-3926244.6220036834,-3938637.246465884,-39.38637246465885,2020,-39.38637246465885
SHORT,2020-03-27 11:15:00,2020-03-27 13:15:00,19718.7,20507.448,17746.83,2020-03-27 14:15:00,20507.448,-788.7479999999996,4.0226148,Initial SL Hit,3042.796938946279,-2399999.9999999986,-2412239.9999999986,-24.122399999999985,2020,-24.122399999999985
LONG,2020-03-31 09:15:00,2020-03-31 12:15:00,19307.65,18535.344,21238.415000000005,2020-04-01 09:15:00,18535.344,-772.3060000000005,3.784299400000001,Initial SL Hit,3107.5765305461823,-2400000.0000000014,-2411760.0000000014,-24.117600000000014,2020,-24.117600000000014
LONG,2020-04-01 14:15:00,2020-04-03 09:15:00,18290.5,17558.88,20119.550000000003,2020-04-03 09:15:00,17558.88,-731.619999999999,3.5849380000000006,Initial SL Hit,3280.3914600475655,-2399999.9999999967,-2411759.9999999963,-24.117599999999964,2020,-24.117599999999964
SHORT,2020-03-30 09:15:00,2020-03-30 12:15:00,19060.65,19823.076,17154.585000000003,2020-04-03 14:15:00,17154.585000000003,1906.0649999999987,3.6215235000000003,Target Hit,3147.8464795271934,5999999.999999996,5988599.999999996,59.88599999999997,2020,59.88599999999997
LONG,2020-04-07 09:15:00,2020-04-07 12:15:00,18465.45,17726.832,20311.995000000003,2020-04-08 10:15:00,20311.995000000003,1846.545000000002,3.877744500000001,Target Hit,3249.3115521148957,6000000.0000000065,5987400.000000006,59.87400000000006,2020,59.87400000000006
LONG,2020-04-09 09:15:00,2020-04-09 12:15:00,19810.95,19018.512,21792.045000000002,2020-04-15 14:15:00,19018.512,-792.4380000000019,3.8829462,Initial SL Hit,3028.6281071831486,-2400000.0000000056,-2411760.0000000056,-24.117600000000056,2020,-24.117600000000056
SHORT,2020-04-13 14:15:00,2020-04-15 13:15:00,19304.8,20076.992,17374.32,2020-04-17 09:15:00,20394.75,-1089.9500000000007,3.9699550000000006,Gap SL,3108.035307281091,-3387603.0831710272,-3399941.843479344,-33.99941843479344,2020,-33.99941843479344
LONG,2020-04-16 12:15:00,2020-04-16 14:15:00,19394.9,18619.104,21334.390000000003,2020-04-21 09:15:00,19692.65,297.75,3.9087550000000006,Trailing SL Hit,3093.5967702849716,921118.4383523503,909026.3265085152,9.090263265085152,2020,9.090263265085152
SHORT,2020-04-20 09:15:00,2020-04-20 11:15:00,20677.8,21504.912,18610.02,2020-04-23 09:15:00,19924.6,753.2000000000007,4.060239999999999,Trailing SL Hit,2901.662652699997,2185532.3100136397,2173750.863244641,21.73750863244641,2020,21.73750863244641
LONG,2020-04-21 14:15:00,2020-04-22 11:15:00,19561.7,18779.232,21517.870000000003,2020-04-24 09:15:00,19702.35,140.64999999999782,3.9264050000000004,Trailing SL Hit,3067.218084317825,431404.22355929535,419361.0831369395,4.193610831369395,2020,4.193610831369395
SHORT,2020-04-24 11:15:00,2020-04-24 13:15:00,19620.55,20405.372,17658.495,2020-04-27 09:15:00,20077.85,-457.2999999999993,3.9698399999999996,Trailing SL Hit,3058.018251272263,-1398431.7463068038,-1410571.5894814343,-14.105715894814342,2020,-14.105715894814342
SHORT,2020-04-27 11:15:00,2020-04-27 13:15:00,20029.65,20830.836000000003,18026.685,2020-04-29 11:15:00,20830.836000000003,-801.1860000000015,4.086048600000001,Initial SL Hit,2995.559083658476,-2400000.000000004,-2412240.0000000047,-24.12240000000005,2020,-24.12240000000005
LONG,2020-04-24 12:15:00,2020-04-27 09:15:00,19949.45,19151.472,21944.395000000004,2020-04-30 10:15:00,21944.395000000004,1994.9450000000033,4.1893845,Target Hit,3007.6017133304426,6000000.00000001,5987400.00000001,59.87400000000011,2020,59.87400000000011
LONG,2020-04-30 10:15:00,2020-04-30 12:15:00,21964.2,21085.632,24160.620000000003,2020-05-04 09:15:00,20514.75,-1449.4500000000007,4.247895,Gap SL,2731.7179774360093,-3959488.6223946256,-3971092.6735323863,-39.710926735323866,2020,-39.710926735323866
LONG,2020-05-04 13:15:00,2020-05-05 09:15:00,20036.6,19235.136,22040.26,2020-05-05 14:15:00,19235.136,-801.4639999999999,3.9271735999999997,Initial SL Hit,2994.520028348123,-2400000.0,-2411760.0,-24.1176,2020,-24.1176
SHORT,2020-04-30 12:15:00,2020-04-30 14:15:00,21488.7,22348.248000000003,19339.83,2020-05-05 14:15:00,19339.83,2148.869999999999,4.082853,Target Hit,2792.1651844923144,5999999.999999997,5988599.999999997,59.885999999999974,2020,59.885999999999974
LONG,2020-05-06 10:15:00,2020-05-06 13:15:00,19762.0,18971.52,21738.2,2020-05-11 14:15:00,18971.52,-790.4799999999996,3.8733520000000006,Initial SL Hit,3036.1299463617042,-2399999.9999999986,-2411759.9999999986,-24.117599999999985,2020,-24.117599999999985
SHORT,2020-05-05 14:15:00,2020-05-06 09:15:00,19214.5,19983.08,17293.05,2020-05-13 09:15:00,20017.75,-803.25,3.9232250000000004,Gap SL,3122.641754924666,-2508261.989643238,-2520512.8158422024,-25.205128158422024,2020,-25.205128158422024
LONG,2020-05-12 12:15:00,2020-05-12 14:15:00,18548.0,17806.079999999998,20402.800000000003,2020-05-14 09:15:00,19246.15,698.1500000000015,3.779415,Trailing SL Hit,3234.850118611171,2258410.610308394,2246184.7692473633,22.461847692473633,2020,22.461847692473633
SHORT,2020-05-14 11:15:00,2020-05-14 13:15:00,19128.3,19893.432,17215.47,2020-05-22 10:15:00,17215.47,1912.829999999998,3.6343770000000006,Target Hit,3136.713665093082,5999999.999999994,5988599.9999999935,59.88599999999994,2020,59.88599999999994
SHORT,2020-05-22 10:15:00,2020-05-22 13:15:00,17118.6,17803.343999999997,15406.74,2020-05-27 10:15:00,17803.343999999997,-684.7439999999988,3.4921944,Initial SL Hit,3504.9595177175706,-2399999.999999996,-2412239.999999996,-24.12239999999996,2020,-24.12239999999996
LONG,2020-05-18 13:15:00,2020-05-19 09:15:00,17819.45,17106.672,19601.395000000004,2020-06-01 09:15:00,19601.395000000004,1781.9450000000033,3.7420845000000003,Target Hit,3367.107290067875,6000000.000000011,5987400.000000011,59.87400000000011,2020,59.87400000000011
SHORT,2020-06-04 09:15:00,2020-06-04 11:15:00,20774.0,21604.96,18696.600000000002,2020-06-08 09:15:00,21636.1,-862.0999999999985,4.24101,Gap SL,2888.2256666987582,-2489939.3472609953,-2502188.341195721,-25.02188341195721,2020,-25.02188341195721
LONG,2020-06-01 09:15:00,2020-06-01 12:15:00,20163.55,19357.007999999998,22179.905000000002,2020-06-09 14:15:00,20735.45,571.9000000000015,4.0899,Trailing SL Hit,2975.6664873001037,1701783.6640869337,1689613.485720525,16.89613485720525,2020,16.89613485720525
SHORT,2020-06-08 10:15:00,2020-06-08 12:15:00,21530.7,22391.928,19377.63,2020-06-10 10:15:00,20932.9,597.7999999999993,4.246360000000001,Trailing SL Hit,2786.7184996307597,1665900.3190792662,1654066.909111174,16.54066909111174,2020,16.54066909111174
LONG,2020-06-10 10:15:00,2020-06-10 12:15:00,21025.3,20184.287999999997,23127.83,2020-06-11 10:15:00,20891.3,-134.0,4.19166,Trailing SL Hit,2853.7048222855324,-382396.4461862613,-394358.2065416427,-3.943582065416427,2020,-3.943582065416427
LONG,2020-06-12 11:15:00,2020-06-12 13:15:00,20378.2,19563.072,22416.020000000004,2020-06-16 13:15:00,19563.072,-815.1280000000006,3.9941272,Initial SL Hit,2944.3228548154398,-2400000.0000000014,-2411760.0000000014,-24.117600000000014,2020,-24.117600000000014
SHORT,2020-06-10 11:15:00,2020-06-10 14:15:00,20749.25,21579.22,18674.325,2020-06-18 13:15:00,20727.2,22.049999999999272,4.147645,Trailing SL Hit,2891.6707832813236,63761.34077135108,51767.71690542821,0.5176771690542821,2020,0.5176771690542821
LONG,2020-06-16 14:15:00,2020-06-17 09:15:00,20342.05,19528.368,22376.255,2020-06-24 09:15:00,22376.255,2034.2050000000017,4.2718305,Target Hit,2949.555231650694,6000000.000000006,5987400.000000006,59.87400000000006,2020,59.87400000000006
LONG,2020-06-25 10:15:00,2020-06-25 13:15:00,21603.9,20739.744000000002,23764.290000000005,2020-06-29 09:15:00,21064.45,-539.4500000000007,4.266835,Trailing SL Hit,2777.2763251079664,-1498201.7135794945,-1510051.8934081367,-15.100518934081366,2020,-15.100518934081366
SHORT,2020-06-23 11:15:00,2020-06-24 13:15:00,21774.1,22645.064,19596.69,2020-07-01 11:15:00,21747.7,26.399999999997817,4.352180000000001,Trailing SL Hit,2755.567394289546,72746.979209238,60754.25390715892,0.6075425390715893,2020,0.6075425390715893
SHORT,2020-07-02 11:15:00,2020-07-03 09:15:00,21890.6,22766.224,19701.54,2020-07-08 09:15:00,22766.224,-875.6239999999998,4.4656823999999995,Initial SL Hit,2740.902487825825,-2399999.9999999995,-2412239.9999999995,-24.122399999999995,2020,-24.122399999999995
LONG,2020-06-29 12:15:00,2020-06-29 14:15:00,21315.9,20463.264,23447.490000000005,2020-07-10 13:15:00,22373.6,1057.699999999997,4.36895,Trailing SL Hit,2814.800219554417,2977214.1922226986,2964916.470803476,29.64916470803476,2020,29.64916470803476
LONG,2020-07-10 13:15:00,2020-07-13 09:15:00,22552.65,21650.544,24807.915000000005,2020-07-13 10:15:00,22241.5,-311.15000000000146,4.479415,Trailing SL Hit,2660.4412341786883,-827796.2900147027,-839713.5103857013,-8.397135103857014,2020,-8.397135103857014
SHORT,2020-07-08 11:15:00,2020-07-08 14:15:00,22730.25,23639.46,20457.225000000002,2020-07-17 14:15:00,21970.45,759.7999999999993,4.47007,Trailing SL Hit,2639.654205299106,2005609.2651862586,1993809.8261127775,19.938098261127777,2020,19.938098261127777
SHORT,2020-07-20 11:15:00,2020-07-20 13:15:00,22274.75,23165.74,20047.275,2020-07-22 09:15:00,23165.74,-890.9900000000016,4.544049000000001,Initial SL Hit,2693.632925173122,-2400000.0000000047,-2412240.000000004,-24.12240000000004,2020,-24.12240000000004
LONG,2020-07-16 11:15:00,2020-07-16 14:15:00,21425.4,20568.384000000002,23567.940000000002,2020-07-27 09:15:00,22107.8,682.3999999999978,4.35332,Trailing SL Hit,2800.414461340278,1911002.8284185997,1898811.7281357576,18.988117281357578,2020,18.988117281357578
LONG,2020-07-28 09:15:00,2020-07-28 14:15:00,22089.7,21206.112,24298.670000000002,2020-08-03 12:15:00,21206.112,-883.5879999999997,4.329581200000001,Initial SL Hit,2716.198047053604,-2399999.999999999,-2411759.999999999,-24.117599999999992,2020,-24.117599999999992
SHORT,2020-07-22 09:15:00,2020-07-22 14:15:00,22667.65,23574.356000000003,20400.885000000002,2020-08-05 09:15:00,21863.15,804.5,4.453080000000001,Trailing SL Hit,2646.9439928708975,2129466.442264637,2117679.3889088635,21.176793889088636,2020,21.176793889088636
LONG,2020-08-04 11:15:00,2020-08-04 13:15:00,21470.15,20611.344,23617.165000000005,2020-08-05 11:15:00,21614.25,144.09999999999854,4.30844,Trailing SL Hit,2794.577587953507,402698.6304240963,390658.36056105397,3.90658360561054,2020,3.90658360561054
SHORT,2020-08-05 11:15:00,2020-08-05 14:15:00,21449.45,22307.428,19304.505,2020-08-06 12:15:00,21855.5,-406.0499999999993,4.330495,Trailing SL Hit,2797.2745221905457,-1135833.319735469,-1147946.9030674426,-11.479469030674426,2020,-11.479469030674426
SHORT,2020-08-06 14:15:00,2020-08-07 09:15:00,21496.05,22355.892,19346.445,2020-08-07 11:15:00,21682.35,-186.29999999999927,4.3178399999999995,Trailing SL Hit,2791.210478204135,-520002.5120894283,-532054.5123406373,-5.320545123406373,2020,-5.320545123406373
LONG,2020-08-06 10:15:00,2020-08-06 12:15:00,21671.7,20804.832,23838.870000000003,2020-08-14 13:15:00,21690.35,18.649999999997817,4.3362050000000005,Trailing SL Hit,2768.587605033292,51634.15883386486,39628.995417981474,0.3962899541798147,2020,0.3962899541798147
SHORT,2020-08-11 11:15:00,2020-08-12 09:15:00,22043.15,22924.876000000004,19838.835000000003,2020-08-18 13:15:00,22055.85,-12.69999999999709,4.4099,Trailing SL Hit,2721.934024855794,-34568.562115660665,-46572.01897187223,-0.46572018971872237,2020,-0.46572018971872237
LONG,2020-08-17 12:15:00,2020-08-17 14:15:00,21643.7,20777.952,23808.070000000003,2020-08-20 09:15:00,21997.4,353.7000000000007,4.364110000000001,Trailing SL Hit,2772.169268655544,980516.2703234679,968418.2186964356,9.684182186964355,2020,9.684182186964355
SHORT,2020-08-19 11:15:00,2020-08-19 13:15:00,22265.85,23156.484,20039.265,2020-08-21 09:15:00,22299.9,-34.05000000000291,4.456575,Trailing SL Hit,2694.7096113555067,-91754.86226666285,-103764.03775288952,-1.0376403775288952,2020,-1.0376403775288952
LONG,2020-08-21 11:15:00,2020-08-21 13:15:00,22309.75,21417.36,24540.725000000002,2020-08-28 14:15:00,24540.725000000002,2230.975000000002,4.6850475000000005,Target Hit,2689.4070977935658,6000000.0000000065,5987400.000000006,59.87400000000006,2020,59.87400000000006
LONG,2020-09-02 11:15:00,2020-09-02 13:15:00,23737.0,22787.52,26110.7,2020-09-03 11:15:00,23616.05,-120.95000000000073,4.735305,Trailing SL Hit,2527.6993722879893,-305725.2390782341,-317694.6665543263,-3.176946665543263,2020,-3.176946665543263
LONG,2020-09-07 15:15:00,2020-09-08 10:15:00,23020.65,22099.824,25322.715000000004,2020-09-09 12:15:00,22099.824,-920.8260000000009,4.5120474,Initial SL Hit,2606.35559812603,-2400000.0000000023,-2411760.0000000023,-24.117600000000024,2020,-24.117600000000024
SHORT,2020-08-28 12:15:00,2020-08-31 11:15:00,24169.05,25135.812,21752.145,2020-09-15 15:15:00,22512.35,1656.7000000000007,4.668139999999999,Trailing SL Hit,2482.513793467265,4112780.6016372195,4101191.879697383,41.01191879697383,2020,41.01191879697383
LONG,2020-09-10 14:15:00,2020-09-11 09:15:00,22507.0,21606.719999999998,24757.7,2020-09-17 09:15:00,22406.9,-100.09999999999854,4.49139,Trailing SL Hit,2665.837295063758,-266850.3132358783,-278823.6282045547,-2.7882362820455473,2020,-2.7882362820455473
SHORT,2020-09-17 11:15:00,2020-09-17 14:15:00,22306.85,23199.124,20076.165,2020-09-18 09:15:00,22373.5,-66.65000000000146,4.468035,Trailing SL Hit,2689.756733918057,-179272.2863156424,-191290.21354427398,-1.9129021354427398,2020,-1.9129021354427398
LONG,2020-09-17 14:15:00,2020-09-18 09:15:00,22449.5,21551.52,24694.45,2020-09-21 13:15:00,21551.52,-897.9799999999996,4.400102,Initial SL Hit,2672.665315485868,-2399999.9999999986,-2411759.9999999986,-24.117599999999985,2020,-24.117599999999985
SHORT,2020-09-18 10:15:00,2020-09-18 12:15:00,22270.75,23161.58,20043.675,2020-09-28 10:15:00,21494.65,776.0999999999985,4.37654,Trailing SL Hit,2694.116722607007,2090903.988415294,2079113.0788141359,20.79113078814136,2020,20.79113078814136
LONG,2020-09-25 09:15:00,2020-09-25 12:15:00,20740.8,19911.167999999998,22814.88,2020-09-30 09:15:00,21175.95,435.15000000000146,4.191675,Trailing SL Hit,2892.8488775746355,1258823.1890766069,1246697.3067576992,12.466973067576992,2020,12.466973067576992
SHORT,2020-09-28 12:15:00,2020-09-29 09:15:00,21419.65,22276.436,19277.685,2020-10-01 14:15:00,22276.436,-856.7860000000001,4.3696086,Initial SL Hit,2801.1662188691225,-2400000.0,-2412240.0,-24.1224,2020,-24.1224
LONG,2020-09-30 10:15:00,2020-09-30 13:15:00,21467.45,20608.752,23614.195000000003,2020-10-09 10:15:00,23614.195000000003,2146.7450000000026,4.5081645,Target Hit,2794.9290670293863,6000000.000000007,5987400.000000007,59.87400000000007,2020,59.87400000000007
LONG,2020-10-09 10:15:00,2020-10-09 14:15:00,23803.05,22850.928,26183.355,2020-10-14 10:15:00,23233.75,-569.2999999999993,4.70368,Trailing SL Hit,2520.6853743532865,-1435026.1836193241,-1446882.6810009622,-14.468826810009622,2020,-14.468826810009622
LONG,2020-10-14 12:15:00,2020-10-14 14:15:00,23369.9,22435.104,25706.890000000003,2020-10-15 13:15:00,23272.45,-97.45000000000073,4.664235000000001,Trailing SL Hit,2567.405080894655,-250193.625133186,-262168.6057706727,-2.621686057706727,2020,-2.621686057706727
SHORT,2020-10-12 13:15:00,2020-10-13 09:15:00,23554.15,24496.316000000003,21198.735,2020-10-16 12:15:00,23548.1,6.05000000000291,4.710225,Trailing SL Hit,2547.321809532503,15411.296947679055,3412.8380773738218,0.03412838077373822,2020,0.03412838077373822
LONG,2020-10-16 09:15:00,2020-10-16 11:15:00,23422.25,22485.36,25764.475000000002,2020-10-26 11:15:00,24186.4,764.1500000000015,4.760865000000001,Trailing SL Hit,2561.666791192136,1957497.6784894743,1945301.9287216256,19.453019287216254,2020,19.453019287216254
SHORT,2020-10-21 11:15:00,2020-10-21 13:15:00,24701.5,25689.56,22231.350000000002,2020-10-27 10:15:00,24340.45,361.0499999999993,4.904195,Trailing SL Hit,2429.002287310487,876991.2758334497,865078.974961033,8.65078974961033,2020,8.65078974961033
SHORT,2020-10-28 10:15:00,2020-10-28 12:15:00,24384.4,25359.776,21945.960000000003,2020-11-02 09:15:00,24299.25,85.15000000000146,4.868365000000001,Trailing SL Hit,2460.589557257919,209519.20080051536,197540.15272059542,1.9754015272059542,2020,1.9754015272059542
SHORT,2020-11-03 14:15:00,2020-11-04 09:15:00,25473.2,26492.128,22925.88,2020-11-06 11:15:00,26492.128,-1018.9279999999999,5.1965328,Initial SL Hit,2355.416673209491,-2400000.0,-2412240.0,-24.1224,2020,-24.1224
LONG,2020-10-28 15:15:00,2020-10-29 11:15:00,24296.05,23324.208,26725.655000000002,2020-11-06 12:15:00,26725.655000000002,2429.605000000003,5.102170500000001,Target Hit,2469.537229302706,6000000.000000008,5987400.000000008,59.87400000000008,2020,59.87400000000008
SHORT,2020-11-10 14:15:00,2020-11-11 13:15:00,28287.0,29418.48,25458.3,2020-11-18 09:15:00,29418.48,-1131.4799999999996,5.770548,Initial SL Hit,2121.1157068618095,-2399999.999999999,-2412239.999999999,-24.122399999999992,2020,-24.122399999999992
LONG,2020-11-06 13:15:00,2020-11-06 15:15:00,26824.75,25751.76,29507.225000000002,2020-11-18 12:15:00,29507.225000000002,2682.475000000002,5.6331975000000005,Target Hit,2236.740323768162,6000000.000000005,5987400.000000006,59.87400000000006,2020,59.87400000000006
LONG,2020-11-20 09:15:00,2020-11-20 13:15:00,29126.5,27961.44,32039.15,2020-11-25 13:15:00,29280.05,153.54999999999927,5.840655000000001,Trailing SL Hit,2059.9797435325218,316309.8896194172,304278.2586304553,3.042782586304553,2020,3.042782586304553
SHORT,2020-11-19 09:15:00,2020-11-19 13:15:00,29297.7,30469.608,26367.93,2020-11-26 12:15:00,29353.8,-56.099999999998545,5.86515,Trailing SL Hit,2047.9423299439886,-114889.56470985478,-126901.05366632577,-1.2690105366632578,2020,-1.2690105366632578
LONG,2020-11-26 09:15:00,2020-11-26 12:15:00,29384.45,28209.072,32322.895000000004,2020-12-02 12:15:00,29373.35,-11.100000000002183,5.875780000000001,Trailing SL Hit,2041.8963091022633,-22665.04903103958,-34662.78252613648,-0.34662782526136476,2020,-0.34662782526136476
SHORT,2020-11-27 11:15:00,2020-11-27 14:15:00,29414.25,30590.82,26472.825,2020-12-03 09:15:00,29721.25,-307.0,5.91355,Trailing SL Hit,2039.8276345648792,-626227.0838114179,-638289.7065197991,-6.382897065197991,2020,-6.382897065197991
SHORT,2020-12-03 12:15:00,2020-12-03 14:15:00,29419.1,30595.863999999998,26477.19,2020-12-04 09:15:00,29737.35,-318.25,5.915645,Trailing SL Hit,2039.4913508570964,-649068.122410271,-661133.0292225119,-6.611330292225119,2020,-6.611330292225119
LONG,2020-12-03 10:15:00,2020-12-04 10:15:00,29810.45,28618.032,32791.495,2020-12-18 09:15:00,30523.5,713.0499999999993,6.033395,Trailing SL Hit,2012.7170170191996,1435167.8689855388,1423024.3521986401,14.2302435219864,2020,14.2302435219864
